ward,precinct,total,Dan Brady,Dan Brady Percent,John C. Milhiser,John C. Milhiser Percent,precinct_id
3,30,2,2,100.0,0,0.0,03030
3,31,2,1,50.0,1,50.0,03031
3,32,22,16,72.73,6,27.27,03032
3,33,15,7,46.67,8,53.33,03033
3,34,15,8,53.33,7,46.67,03034
3,35,1,1,100.0,0,0.0,03035
3,36,0,0,0.0,0,0.0,03036
3,37,1,1,100.0,0,0.0,03037
3,38,2,2,100.0,0,0.0,03038
3,39,29,21,72.41,8,27.59,03039
3,40,11,9,81.82,2,18.18,03040
3,41,7,4,57.14,3,42.86,03041
4,1,2,2,100.0,0,0.0,04001
4,2,23,20,86.96,3,13.04,04002
4,3,0,0,0.0,0,0.0,04003
4,4,8,6,75.0,2,25.0,04004
4,5,8,6,75.0,2,25.0,04005
4,6,9,8,88.89,1,11.11,04006
4,7,2,2,100.0,0,0.0,04007
4,8,1,1,100.0,0,0.0,04008
4,9,3,3,100.0,0,0.0,04009
4,10,12,8,66.67,4,33.33,04010
4,11,2,2,100.0,0,0.0,04011
4,12,6,6,100.0,0,0.0,04012
4,13,8,3,37.5,5,62.5,04013
4,14,7,6,85.71,1,14.29,04014
4,15,5,3,60.0,2,40.0,04015
4,16,27,22,81.48,5,18.52,04016
4,17,19,15,78.95,4,21.05,04017
4,18,6,3,50.0,3,50.0,04018
4,19,1,0,0.0,1,100.0,04019
4,20,24,15,62.5,9,37.5,04020
4,21,17,8,47.06,9,52.94,04021
4,22,8,6,75.0,2,25.0,04022
4,23,3,2,66.67,1,33.33,04023
4,24,4,2,50.0,2,50.0,04024
4,25,24,13,54.17,11,45.83,04025
4,26,2,1,50.0,1,50.0,04026
4,27,3,2,66.67,1,33.33,04027
4,28,9,7,77.78,2,22.22,04028
4,29,2,1,50.0,1,50.0,04029
4,30,2,2,100.0,0,0.0,04030
4,31,11,7,63.64,4,36.36,04031
4,32,4,1,25.0,3,75.0,04032
4,33,4,4,100.0,0,0.0,04033
4,34,0,0,0.0,0,0.0,04034
4,35,6,2,33.33,4,66.67,04035
4,36,5,4,80.0,1,20.0,04036
4,37,20,16,80.0,4,20.0,04037
4,38,3,2,66.67,1,33.33,04038
5,1,3,2,66.67,1,33.33,05001
5,2,0,0,0.0,0,0.0,05002
5,3,6,6,100.0,0,0.0,05003
5,4,5,3,60.0,2,40.0,05004
5,5,2,1,50.0,1,50.0,05005
5,6,4,3,75.0,1,25.0,05006
5,7,5,1,20.0,4,80.0,05007
5,8,5,5,100.0,0,0.0,05008
5,9,2,2,100.0,0,0.0,05009
5,10,0,0,0.0,0,0.0,05010
5,11,7,5,71.43,2,28.57,05011
5,12,4,2,50.0,2,50.0,05012
5,13,6,4,66.67,2,33.33,05013
5,14,0,0,0.0,0,0.0,05014
5,15,8,4,50.0,4,50.0,05015
5,16,0,0,0.0,0,0.0,05016
5,17,5,4,80.0,1,20.0,05017
5,18,2,1,50.0,1,50.0,05018
5,19,5,3,60.0,2,40.0,05019
5,20,6,3,50.0,3,50.0,05020
5,21,3,3,100.0,0,0.0,05021
5,22,9,8,88.89,1,11.11,05022
5,23,3,3,100.0,0,0.0,05023
5,24,1,1,100.0,0,0.0,05024
5,25,2,2,100.0,0,0.0,05025
5,26,2,2,100.0,0,0.0,05026
5,27,13,9,69.23,4,30.77,05027
5,28,5,3,60.0,2,40.0,05028
5,29,8,4,50.0,4,50.0,05029
5,30,3,1,33.33,2,66.67,05030
5,31,5,3,60.0,2,40.0,05031
5,32,2,2,100.0,0,0.0,05032
5,33,3,1,33.33,2,66.67,05033
5,34,6,5,83.33,1,16.67,05034
5,35,7,6,85.71,1,14.29,05035
5,36,4,3,75.0,1,25.0,05036
5,37,10,6,60.0,4,40.0,05037
5,38,1,0,0.0,1,100.0,05038
5,39,9,7,77.78,2,22.22,05039
5,40,4,3,75.0,1,25.0,05040
5,41,3,2,66.67,1,33.33,05041
6,1,1,1,100.0,0,0.0,06001
6,2,2,1,50.0,1,50.0,06002
6,3,2,0,0.0,2,100.0,06003
6,4,2,1,50.0,1,50.0,06004
6,5,0,0,0.0,0,0.0,06005
6,6,1,1,100.0,0,0.0,06006
6,7,2,1,50.0,1,50.0,06007
6,8,2,2,100.0,0,0.0,06008
6,9,0,0,0.0,0,0.0,06009
6,10,1,1,100.0,0,0.0,06010
6,11,2,1,50.0,1,50.0,06011
6,12,2,1,50.0,1,50.0,06012
6,13,0,0,0.0,0,0.0,06013
6,14,2,1,50.0,1,50.0,06014
6,15,2,1,50.0,1,50.0,06015
6,16,0,0,0.0,0,0.0,06016
6,17,1,1,100.0,0,0.0,06017
6,18,1,1,100.0,0,0.0,06018
6,19,0,0,0.0,0,0.0,06019
6,20,0,0,0.0,0,0.0,06020
6,21,3,2,66.67,1,33.33,06021
6,22,3,3,100.0,0,0.0,06022
6,23,2,1,50.0,1,50.0,06023
6,24,1,1,100.0,0,0.0,06024
6,25,2,1,50.0,1,50.0,06025
6,26,0,0,0.0,0,0.0,06026
6,27,1,1,100.0,0,0.0,06027
6,28,3,2,66.67,1,33.33,06028
6,29,0,0,0.0,0,0.0,06029
6,30,0,0,0.0,0,0.0,06030
6,31,4,4,100.0,0,0.0,06031
6,32,1,1,100.0,0,0.0,06032
6,33,3,3,100.0,0,0.0,06033
6,34,3,1,33.33,2,66.67,06034
6,35,6,4,66.67,2,33.33,06035
6,36,2,1,50.0,1,50.0,06036
6,37,7,4,57.14,3,42.86,06037
6,38,1,1,100.0,0,0.0,06038
6,39,3,3,100.0,0,0.0,06039
6,40,0,0,0.0,0,0.0,06040
6,41,6,4,66.67,2,33.33,06041
6,42,2,2,100.0,0,0.0,06042
6,43,3,1,33.33,2,66.67,06043
6,44,1,0,0.0,1,100.0,06044
6,45,1,0,0.0,1,100.0,06045
6,46,0,0,0.0,0,0.0,06046
6,47,1,0,0.0,1,100.0,06047
6,48,3,2,66.67,1,33.33,06048
7,1,3,2,66.67,1,33.33,07001
7,2,0,0,0.0,0,0.0,07002
7,3,1,0,0.0,1,100.0,07003
7,4,4,4,100.0,0,0.0,07004
7,5,3,2,66.67,1,33.33,07005
7,6,3,2,66.67,1,33.33,07006
7,7,0,0,0.0,0,0.0,07007
7,8,5,5,100.0,0,0.0,07008
7,9,3,3,100.0,0,0.0,07009
7,10,0,0,0.0,0,0.0,07010
7,11,2,1,50.0,1,50.0,07011
7,12,1,1,100.0,0,0.0,07012
7,13,1,0,0.0,1,100.0,07013
7,14,6,5,83.33,1,16.67,07014
7,15,1,1,100.0,0,0.0,07015
7,16,2,1,50.0,1,50.0,07016
7,17,3,1,33.33,2,66.67,07017
7,18,5,4,80.0,1,20.0,07018
7,19,0,0,0.0,0,0.0,07019
7,20,1,1,100.0,0,0.0,07020
7,21,1,1,100.0,0,0.0,07021
7,22,4,2,50.0,2,50.0,07022
7,23,1,1,100.0,0,0.0,07023
7,24,4,3,75.0,1,25.0,07024
7,25,2,0,0.0,2,100.0,07025
7,26,2,2,100.0,0,0.0,07026
7,27,1,1,100.0,0,0.0,07027
7,28,5,4,80.0,1,20.0,07028
7,29,3,2,66.67,1,33.33,07029
7,30,2,2,100.0,0,0.0,07030
7,31,5,3,60.0,2,40.0,07031
7,32,6,4,66.67,2,33.33,07032
7,33,6,6,100.0,0,0.0,07033
7,34,0,0,0.0,0,0.0,07034
7,35,4,4,100.0,0,0.0,07035
7,36,1,1,100.0,0,0.0,07036
7,37,2,2,100.0,0,0.0,07037
7,38,1,1,100.0,0,0.0,07038
7,39,1,1,100.0,0,0.0,07039
7,40,3,3,100.0,0,0.0,07040
7,41,0,0,0.0,0,0.0,07041
7,42,0,0,0.0,0,0.0,07042
7,43,1,1,100.0,0,0.0,07043
7,44,0,0,0.0,0,0.0,07044
7,45,3,3,100.0,0,0.0,07045
7,46,2,1,50.0,1,50.0,07046
8,1,2,1,50.0,1,50.0,08001
8,2,1,1,100.0,0,0.0,08002
8,3,1,1,100.0,0,0.0,08003
8,4,1,1,100.0,0,0.0,08004
8,5,4,3,75.0,1,25.0,08005
8,6,5,4,80.0,1,20.0,08006
8,7,2,1,50.0,1,50.0,08007
8,8,1,0,0.0,1,100.0,08008
8,9,0,0,0.0,0,0.0,08009
8,10,3,1,33.33,2,66.67,08010
8,11,2,2,100.0,0,0.0,08011
8,12,3,3,100.0,0,0.0,08012
8,13,3,3,100.0,0,0.0,08013
8,14,0,0,0.0,0,0.0,08014
8,15,4,2,50.0,2,50.0,08015
8,16,0,0,0.0,0,0.0,08016
8,17,4,3,75.0,1,25.0,08017
8,18,2,2,100.0,0,0.0,08018
8,19,2,1,50.0,1,50.0,08019
8,20,2,1,50.0,1,50.0,08020
8,21,2,1,50.0,1,50.0,08021
8,22,2,2,100.0,0,0.0,08022
8,23,0,0,0.0,0,0.0,08023
8,24,3,2,66.67,1,33.33,08024
8,25,4,3,75.0,1,25.0,08025
8,26,0,0,0.0,0,0.0,08026
8,27,2,1,50.0,1,50.0,08027
8,28,2,1,50.0,1,50.0,08028
8,29,5,2,40.0,3,60.0,08029
8,30,3,3,100.0,0,0.0,08030
8,31,3,1,33.33,2,66.67,08031
8,32,0,0,0.0,0,0.0,08032
8,33,4,0,0.0,4,100.0,08033
8,34,1,0,0.0,1,100.0,08034
8,35,4,4,100.0,0,0.0,08035
8,36,0,0,0.0,0,0.0,08036
8,37,2,1,50.0,1,50.0,08037
8,38,2,1,50.0,1,50.0,08038
8,39,2,2,100.0,0,0.0,08039
8,40,1,1,100.0,0,0.0,08040
8,41,1,0,0.0,1,100.0,08041
8,42,1,0,0.0,1,100.0,08042
8,43,5,4,80.0,1,20.0,08043
8,44,2,2,100.0,0,0.0,08044
8,45,2,2,100.0,0,0.0,08045
8,46,2,1,50.0,1,50.0,08046
8,47,2,2,100.0,0,0.0,08047
8,48,1,1,100.0,0,0.0,08048
8,49,3,3,100.0,0,0.0,08049
8,50,4,3,75.0,1,25.0,08050
8,51,2,1,50.0,1,50.0,08051
8,52,2,2,100.0,0,0.0,08052
8,53,1,0,0.0,1,100.0,08053
8,54,0,0,0.0,0,0.0,08054
8,55,2,1,50.0,1,50.0,08055
8,56,1,1,100.0,0,0.0,08056
9,1,5,4,80.0,1,20.0,09001
9,2,2,2,100.0,0,0.0,09002
9,3,0,0,0.0,0,0.0,09003
9,4,0,0,0.0,0,0.0,09004
9,5,0,0,0.0,0,0.0,09005
9,6,0,0,0.0,0,0.0,09006
9,7,0,0,0.0,0,0.0,09007
9,8,0,0,0.0,0,0.0,09008
9,9,3,2,66.67,1,33.33,09009
9,10,0,0,0.0,0,0.0,09010
9,11,3,2,66.67,1,33.33,09011
9,12,1,1,100.0,0,0.0,09012
9,13,1,1,100.0,0,0.0,09013
9,14,1,1,100.0,0,0.0,09014
9,15,0,0,0.0,0,0.0,09015
9,16,2,2,100.0,0,0.0,09016
9,17,0,0,0.0,0,0.0,09017
9,18,0,0,0.0,0,0.0,09018
9,19,1,1,100.0,0,0.0,09019
9,20,6,5,83.33,1,16.67,09020
9,21,5,5,100.0,0,0.0,09021
9,22,6,4,66.67,2,33.33,09022
9,23,2,2,100.0,0,0.0,09023
9,24,3,1,33.33,2,66.67,09024
9,25,1,1,100.0,0,0.0,09025
9,26,3,3,100.0,0,0.0,09026
9,27,1,1,100.0,0,0.0,09027
9,28,2,1,50.0,1,50.0,09028
9,29,2,2,100.0,0,0.0,09029
9,30,2,2,100.0,0,0.0,09030
9,31,5,5,100.0,0,0.0,09031
9,32,4,3,75.0,1,25.0,09032
9,33,1,1,100.0,0,0.0,09033
9,34,2,2,100.0,0,0.0,09034
9,35,2,0,0.0,2,100.0,09035
9,36,1,0,0.0,1,100.0,09036
9,37,19,12,63.16,7,36.84,09037
9,38,3,2,66.67,1,33.33,09038
9,39,5,4,80.0,1,20.0,09039
9,40,2,2,100.0,0,0.0,09040
9,41,2,1,50.0,1,50.0,09041
9,42,3,3,100.0,0,0.0,09042
9,43,1,1,100.0,0,0.0,09043
9,44,0,0,0.0,0,0.0,09044
9,45,3,2,66.67,1,33.33,09045
9,46,5,4,80.0,1,20.0,09046
9,47,3,3,100.0,0,0.0,09047
9,48,4,3,75.0,1,25.0,09048
9,49,4,4,100.0,0,0.0,09049
9,50,4,4,100.0,0,0.0,09050
9,51,0,0,0.0,0,0.0,09051
10,1,3,2,66.67,1,33.33,10001
10,2,30,24,80.0,6,20.0,10002
10,3,30,22,73.33,8,26.67,10003
10,4,8,7,87.5,1,12.5,10004
10,5,34,29,85.29,5,14.71,10005
10,6,13,10,76.92,3,23.08,10006
10,7,9,6,66.67,3,33.33,10007
10,8,0,0,0.0,0,0.0,10008
10,9,27,17,62.96,10,37.04,10009
10,10,23,17,73.91,6,26.09,10010
10,11,15,12,80.0,3,20.0,10011
10,12,19,17,89.47,2,10.53,10012
10,13,8,7,87.5,1,12.5,10013
10,14,14,9,64.29,5,35.71,10014
10,15,3,3,100.0,0,0.0,10015
10,16,18,11,61.11,7,38.89,10016
10,17,51,37,72.55,14,27.45,10017
10,18,5,4,80.0,1,20.0,10018
10,19,23,19,82.61,4,17.39,10019
10,20,35,31,88.57,4,11.43,10020
10,21,15,12,80.0,3,20.0,10021
10,22,9,7,77.78,2,22.22,10022
10,23,15,10,66.67,5,33.33,10023
10,24,40,31,77.5,9,22.5,10024
10,25,0,0,0.0,0,0.0,10025
10,26,6,3,50.0,3,50.0,10026
10,27,3,3,100.0,0,0.0,10027
10,28,16,11,68.75,5,31.25,10028
10,29,11,10,90.91,1,9.09,10029
10,30,13,10,76.92,3,23.08,10030
10,31,5,3,60.0,2,40.0,10031
10,32,20,15,75.0,5,25.0,10032
10,33,5,5,100.0,0,0.0,10033
10,34,6,3,50.0,3,50.0,10034
10,35,40,35,87.5,5,12.5,10035
10,36,2,1,50.0,1,50.0,10036
11,1,34,28,82.35,6,17.65,11001
11,2,3,1,33.33,2,66.67,11002
11,3,7,4,57.14,3,42.86,11003
11,4,20,12,60.0,8,40.0,11004
11,5,19,13,68.42,6,31.58,11005
11,6,12,9,75.0,3,25.0,11006
11,7,10,6,60.0,4,40.0,11007
11,8,24,16,66.67,8,33.33,11008
11,9,8,5,62.5,3,37.5,11009
11,10,25,21,84.0,4,16.0,11010
11,11,19,13,68.42,6,31.58,11011
11,12,65,53,81.54,12,18.46,11012
11,13,54,43,79.63,11,20.37,11013
11,14,20,16,80.0,4,20.0,11014
11,15,11,9,81.82,2,18.18,11015
11,16,22,18,81.82,4,18.18,11016
11,17,34,32,94.12,2,5.88,11017
11,18,15,14,93.33,1,6.67,11018
11,19,16,15,93.75,1,6.25,11019
11,20,10,8,80.0,2,20.0,11020
11,21,29,28,96.55,1,3.45,11021
11,22,30,22,73.33,8,26.67,11022
11,23,15,8,53.33,7,46.67,11023
11,24,25,19,76.0,6,24.0,11024
11,25,32,28,87.5,4,12.5,11025
11,26,21,15,71.43,6,28.57,11026
11,27,6,3,50.0,3,50.0,11027
11,28,15,13,86.67,2,13.33,11028
11,29,37,32,86.49,5,13.51,11029
11,30,9,5,55.56,4,44.44,11030
11,31,45,36,80.0,9,20.0,11031
11,32,14,12,85.71,2,14.29,11032
11,33,26,21,80.77,5,19.23,11033
11,34,11,8,72.73,3,27.27,11034
11,35,6,4,66.67,2,33.33,11035
11,36,12,8,66.67,4,33.33,11036
11,37,2,2,100.0,0,0.0,11037
11,38,3,3,100.0,0,0.0,11038
12,1,15,14,93.33,1,6.67,12001
12,2,7,5,71.43,2,28.57,12002
12,3,26,20,76.92,6,23.08,12003
12,4,12,10,83.33,2,16.67,12004
12,5,15,13,86.67,2,13.33,12005
12,6,20,20,100.0,0,0.0,12006
12,7,1,1,100.0,0,0.0,12007
12,8,4,3,75.0,1,25.0,12008
12,9,5,5,100.0,0,0.0,12009
12,10,5,5,100.0,0,0.0,12010
12,11,12,11,91.67,1,8.33,12011
12,12,19,16,84.21,3,15.79,12012
12,13,17,12,70.59,5,29.41,12013
12,14,3,3,100.0,0,0.0,12014
12,15,4,4,100.0,0,0.0,12015
12,16,1,0,0.0,1,100.0,12016
12,17,11,8,72.73,3,27.27,12017
12,18,3,2,66.67,1,33.33,12018
12,19,19,13,68.42,6,31.58,12019
12,20,7,5,71.43,2,28.57,12020
12,21,9,8,88.89,1,11.11,12021
12,22,2,2,100.0,0,0.0,12022
12,23,19,14,73.68,5,26.32,12023
13,1,27,19,70.37,8,29.63,13001
13,2,24,23,95.83,1,4.17,13002
13,3,7,4,57.14,3,42.86,13003
13,4,48,37,77.08,11,22.92,13004
13,5,16,16,100.0,0,0.0,13005
13,6,31,27,87.1,4,12.9,13006
13,7,6,4,66.67,2,33.33,13007
13,8,17,16,94.12,1,5.88,13008
13,9,6,5,83.33,1,16.67,13009
13,10,53,47,88.68,6,11.32,13010
13,11,23,20,86.96,3,13.04,13011
13,12,24,19,79.17,5,20.83,13012
13,13,15,10,66.67,5,33.33,13013
13,14,12,10,83.33,2,16.67,13014
13,15,22,18,81.82,4,18.18,13015
13,16,9,9,100.0,0,0.0,13016
13,17,30,25,83.33,5,16.67,13017
13,18,22,18,81.82,4,18.18,13018
13,19,8,7,87.5,1,12.5,13019
13,20,19,15,78.95,4,21.05,13020
13,21,44,40,90.91,4,9.09,13021
13,22,34,27,79.41,7,20.59,13022
13,23,11,10,90.91,1,9.09,13023
13,24,26,20,76.92,6,23.08,13024
13,25,8,6,75.0,2,25.0,13025
13,26,23,18,78.26,5,21.74,13026
13,27,21,17,80.95,4,19.05,13027
13,28,9,6,66.67,3,33.33,13028
13,29,13,9,69.23,4,30.77,13029
13,30,4,2,50.0,2,50.0,13030
13,31,34,30,88.24,4,11.76,13031
13,32,41,31,75.61,10,24.39,13032
13,33,37,33,89.19,4,10.81,13033
13,34,5,4,80.0,1,20.0,13034
13,35,11,9,81.82,2,18.18,13035
13,36,6,4,66.67,2,33.33,13036
13,37,15,12,80.0,3,20.0,13037
13,38,25,21,84.0,4,16.0,13038
13,39,6,6,100.0,0,0.0,13039
13,40,12,7,58.33,5,41.67,13040
13,41,9,7,77.78,2,22.22,13041
13,42,46,41,89.13,5,10.87,13042
13,43,11,7,63.64,4,36.36,13043
13,44,11,10,90.91,1,9.09,13044
13,45,31,22,70.97,9,29.03,13045
13,46,13,10,76.92,3,23.08,13046
13,47,9,8,88.89,1,11.11,13047
13,48,24,21,87.5,3,12.5,13048
14,1,78,65,83.33,13,16.67,14001
14,2,11,8,72.73,3,27.27,14002
14,3,6,5,83.33,1,16.67,14003
14,4,54,47,87.04,7,12.96,14004
14,5,5,4,80.0,1,20.0,14005
14,6,4,4,100.0,0,0.0,14006
14,7,13,12,92.31,1,7.69,14007
14,8,16,14,87.5,2,12.5,14008
14,9,33,27,81.82,6,18.18,14009
14,10,12,9,75.0,3,25.0,14010
14,11,4,3,75.0,1,25.0,14011
14,12,31,25,80.65,6,19.35,14012
14,13,16,13,81.25,3,18.75,14013
14,14,4,4,100.0,0,0.0,14014
14,15,2,1,50.0,1,50.0,14015
14,16,5,4,80.0,1,20.0,14016
14,17,11,6,54.55,5,45.45,14017
14,18,11,8,72.73,3,27.27,14018
14,19,11,8,72.73,3,27.27,14019
14,20,16,14,87.5,2,12.5,14020
14,21,7,4,57.14,3,42.86,14021
14,22,33,25,75.76,8,24.24,14022
14,23,17,16,94.12,1,5.88,14023
14,24,29,24,82.76,5,17.24,14024
14,25,11,8,72.73,3,27.27,14025
14,26,4,2,50.0,2,50.0,14026
14,27,20,19,95.0,1,5.0,14027
14,28,10,9,90.0,1,10.0,14028
14,29,11,7,63.64,4,36.36,14029
14,30,2,2,100.0,0,0.0,14030
14,31,5,5,100.0,0,0.0,14031
15,1,8,6,75.0,2,25.0,15001
15,2,1,1,100.0,0,0.0,15002
15,3,0,0,0.0,0,0.0,15003
15,4,8,7,87.5,1,12.5,15004
15,5,2,2,100.0,0,0.0,15005
15,6,11,9,81.82,2,18.18,15006
15,7,0,0,0.0,0,0.0,15007
15,8,13,9,69.23,4,30.77,15008
15,9,10,10,100.0,0,0.0,15009
15,10,11,9,81.82,2,18.18,15010
15,11,10,10,100.0,0,0.0,15011
15,12,8,8,100.0,0,0.0,15012
15,13,4,4,100.0,0,0.0,15013
15,14,1,1,100.0,0,0.0,15014
15,15,2,2,100.0,0,0.0,15015
15,16,4,3,75.0,1,25.0,15016
15,17,0,0,0.0,0,0.0,15017
15,18,0,0,0.0,0,0.0,15018
15,19,4,3,75.0,1,25.0,15019
15,20,0,0,0.0,0,0.0,15020
15,21,1,1,100.0,0,0.0,15021
15,22,0,0,0.0,0,0.0,15022
15,23,0,0,0.0,0,0.0,15023
15,24,3,2,66.67,1,33.33,15024
16,1,6,4,66.67,2,33.33,16001
16,2,2,1,50.0,1,50.0,16002
16,3,1,1,100.0,0,0.0,16003
16,4,4,3,75.0,1,25.0,16004
16,5,1,1,100.0,0,0.0,16005
16,6,1,0,0.0,1,100.0,16006
16,7,2,2,100.0,0,0.0,16007
16,8,2,2,100.0,0,0.0,16008
16,9,0,0,0.0,0,0.0,16009
16,10,2,1,50.0,1,50.0,16010
16,11,3,0,0.0,3,100.0,16011
16,12,2,2,100.0,0,0.0,16012
16,13,1,1,100.0,0,0.0,16013
16,14,6,5,83.33,1,16.67,16014
16,15,1,1,100.0,0,0.0,16015
16,16,1,0,0.0,1,100.0,16016
16,17,2,2,100.0,0,0.0,16017
16,18,3,3,100.0,0,0.0,16018
16,19,1,0,0.0,1,100.0,16019
16,20,1,1,100.0,0,0.0,16020
16,21,2,2,100.0,0,0.0,16021
16,22,1,1,100.0,0,0.0,16022
16,23,5,5,100.0,0,0.0,16023
16,24,1,1,100.0,0,0.0,16024
16,25,5,4,80.0,1,20.0,16025
16,26,2,0,0.0,2,100.0,16026
16,27,3,3,100.0,0,0.0,16027
16,28,2,2,100.0,0,0.0,16028
16,29,0,0,0.0,0,0.0,16029
16,30,2,2,100.0,0,0.0,16030
16,31,0,0,0.0,0,0.0,16031
16,32,4,4,100.0,0,0.0,16032
16,33,1,0,0.0,1,100.0,16033
16,34,0,0,0.0,0,0.0,16034
16,35,4,3,75.0,1,25.0,16035
16,36,3,3,100.0,0,0.0,16036
17,1,6,5,83.33,1,16.67,17001
17,2,0,0,0.0,0,0.0,17002
17,3,2,1,50.0,1,50.0,17003
17,4,1,0,0.0,1,100.0,17004
17,5,0,0,0.0,0,0.0,17005
17,6,3,2,66.67,1,33.33,17006
17,7,6,5,83.33,1,16.67,17007
17,8,4,2,50.0,2,50.0,17008
17,9,2,1,50.0,1,50.0,17009
17,10,2,2,100.0,0,0.0,17010
17,11,1,0,0.0,1,100.0,17011
17,12,6,5,83.33,1,16.67,17012
17,13,0,0,0.0,0,0.0,17013
17,14,1,1,100.0,0,0.0,17014
