ward,precinct,total,Darren Bailey & Stephanie Trussell,Darren Bailey & Stephanie Trussell Percent,Paul Schimpf & Carolyn Schofield,Paul Schimpf & Carolyn Schofield Percent,Richard C. Irvin & Avery Bourne,Richard C. Irvin & Avery Bourne Percent,Gary Rabine & Aaron Del Mar,Gary Rabine & Aaron Del Mar Percent,Max Solomon & Latasha H. Fields,Max Solomon & Latasha H. Fields Percent,Jesse Sullivan & Kathleen Murphy,Jesse Sullivan & Kathleen Murphy Percent,precinct_id
4,27,8,2,25.0,0,0.0,2,25.0,0,0.0,1,12.5,3,37.5,04027
4,28,10,4,40.0,0,0.0,4,40.0,0,0.0,0,0.0,2,20.0,04028
4,29,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,04029
4,30,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,04030
4,31,12,4,33.33,0,0.0,5,41.67,0,0.0,0,0.0,3,25.0,04031
4,32,4,1,25.0,0,0.0,2,50.0,0,0.0,0,0.0,1,25.0,04032
4,33,7,5,71.43,0,0.0,0,0.0,0,0.0,0,0.0,2,28.57,04033
4,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04034
4,35,7,1,14.29,0,0.0,5,71.43,0,0.0,0,0.0,1,14.29,04035
4,36,7,3,42.86,0,0.0,4,57.14,0,0.0,0,0.0,0,0.0,04036
4,37,23,7,30.43,2,8.7,10,43.48,1,4.35,1,4.35,2,8.7,04037
4,38,3,1,33.33,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,04038
5,1,3,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,05001
5,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05002
5,3,7,5,71.43,0,0.0,2,28.57,0,0.0,0,0.0,0,0.0,05003
5,4,7,1,14.29,0,0.0,2,28.57,2,28.57,1,14.29,1,14.29,05004
5,5,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,05005
5,6,4,0,0.0,0,0.0,3,75.0,1,25.0,0,0.0,0,0.0,05006
5,7,6,4,66.67,0,0.0,2,33.33,0,0.0,0,0.0,0,0.0,05007
5,8,6,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,05008
5,9,2,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,05009
5,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05010
5,11,8,3,37.5,1,12.5,3,37.5,0,0.0,1,12.5,0,0.0,05011
5,12,4,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0,05012
5,13,6,4,66.67,0,0.0,2,33.33,0,0.0,0,0.0,0,0.0,05013
5,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05014
5,15,8,3,37.5,0,0.0,3,37.5,0,0.0,1,12.5,1,12.5,05015
5,16,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05016
5,17,5,1,20.0,1,20.0,1,20.0,1,20.0,1,20.0,0,0.0,05017
5,18,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,05018
5,19,6,5,83.33,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,05019
5,20,6,2,33.33,0,0.0,0,0.0,1,16.67,0,0.0,3,50.0,05020
5,21,4,0,0.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,05021
5,22,10,4,40.0,1,10.0,4,40.0,0,0.0,0,0.0,1,10.0,05022
5,23,4,4,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05023
5,24,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,05024
5,25,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05025
5,26,3,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,05026
5,27,17,4,23.53,2,11.76,9,52.94,0,0.0,0,0.0,2,11.76,05027
5,28,7,4,57.14,0,0.0,3,42.86,0,0.0,0,0.0,0,0.0,05028
5,29,9,4,44.44,1,11.11,1,11.11,0,0.0,1,11.11,2,22.22,05029
5,30,3,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,05030
5,31,5,0,0.0,0,0.0,1,20.0,2,40.0,0,0.0,2,40.0,05031
5,32,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,05032
5,33,3,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,05033
5,34,6,1,16.67,1,16.67,2,33.33,1,16.67,0,0.0,1,16.67,05034
5,35,7,2,28.57,0,0.0,3,42.86,0,0.0,1,14.29,1,14.29,05035
5,36,3,1,33.33,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,05036
5,37,10,4,40.0,0,0.0,3,30.0,0,0.0,1,10.0,2,20.0,05037
5,38,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,05038
5,39,12,1,8.33,0,0.0,10,83.33,1,8.33,0,0.0,0,0.0,05039
5,40,4,2,50.0,0,0.0,0,0.0,1,25.0,0,0.0,1,25.0,05040
5,41,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,05041
6,1,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,06001
6,2,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,06002
6,3,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,06003
6,4,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,06004
6,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06005
6,6,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,06006
6,7,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,06007
6,8,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,06008
6,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06009
6,10,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,06010
6,11,2,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,06011
6,12,3,0,0.0,1,33.33,2,66.67,0,0.0,0,0.0,0,0.0,06012
6,13,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06013
6,14,3,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,06014
6,15,6,0,0.0,0,0.0,2,33.33,0,0.0,2,33.33,2,33.33,06015
6,16,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06016
6,17,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,06017
6,18,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06018
6,19,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06019
6,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06020
6,21,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,06021
6,22,3,3,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06022
6,23,2,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,06023
6,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06024
6,25,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,06025
6,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06026
6,27,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06027
6,28,5,2,40.0,1,20.0,1,20.0,0,0.0,0,0.0,1,20.0,06028
6,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06029
6,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06030
6,31,4,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,2,50.0,06031
6,32,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,06032
6,33,3,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,06033
6,34,3,2,66.67,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,06034
6,35,8,2,25.0,0,0.0,3,37.5,0,0.0,1,12.5,2,25.0,06035
6,36,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06036
6,37,7,3,42.86,0,0.0,3,42.86,0,0.0,0,0.0,1,14.29,06037
6,38,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06038
6,39,3,1,33.33,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,06039
6,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06040
6,41,6,3,50.0,0,0.0,1,16.67,1,16.67,0,0.0,1,16.67,06041
6,42,2,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,06042
6,43,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,06043
6,44,3,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,06044
6,45,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,06045
6,46,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06046
6,47,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,06047
6,48,3,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,06048
7,1,2,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,07001
7,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07002
7,3,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,07003
7,4,4,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,3,75.0,07004
7,5,4,2,50.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,07005
7,6,3,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,07006
7,7,2,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,07007
7,8,5,1,20.0,1,20.0,3,60.0,0,0.0,0,0.0,0,0.0,07008
7,9,3,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,07009
7,10,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,07010
7,11,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,07011
7,12,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,07012
7,13,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07013
7,14,5,2,40.0,0,0.0,1,20.0,0,0.0,1,20.0,1,20.0,07014
7,15,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07015
7,16,2,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,07016
7,17,3,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,07017
7,18,5,2,40.0,0,0.0,2,40.0,0,0.0,0,0.0,1,20.0,07018
7,19,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,07019
7,20,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07020
7,21,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,07021
7,22,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,07022
7,23,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,07023
7,24,4,0,0.0,0,0.0,2,50.0,1,25.0,1,25.0,0,0.0,07024
7,25,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07025
7,26,3,2,66.67,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,07026
7,27,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07027
7,28,5,2,40.0,0,0.0,1,20.0,0,0.0,1,20.0,1,20.0,07028
7,29,4,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,1,25.0,07029
7,30,3,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,07030
7,31,5,3,60.0,0,0.0,2,40.0,0,0.0,0,0.0,0,0.0,07031
7,32,7,3,42.86,0,0.0,4,57.14,0,0.0,0,0.0,0,0.0,07032
7,33,7,2,28.57,0,0.0,5,71.43,0,0.0,0,0.0,0,0.0,07033
7,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07034
7,35,4,2,50.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,07035
7,36,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07036
7,37,2,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,07037
7,38,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,07038
7,39,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,07039
7,40,3,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,07040
7,41,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,07041
