ward,precinct,total,Stewart Umholtz,Stewart Umholtz Percent,precinct_id
2,41,1,1,100.0,02041
2,43,20,20,100.0,02043
2,45,2,2,100.0,02045
2,47,1,1,100.0,02047
2,48,1,1,100.0,02048
2,49,12,12,100.0,02049
2,50,5,5,100.0,02050
2,51,3,3,100.0,02051
2,52,2,2,100.0,02052
2,54,22,22,100.0,02054
2,55,3,3,100.0,02055
2,56,1,1,100.0,02056
2,57,2,2,100.0,02057
2,58,10,10,100.0,02058
2,59,14,14,100.0,02059
2,60,16,16,100.0,02060
2,61,9,9,100.0,02061
3,1,2,2,100.0,03001
3,2,1,1,100.0,03002
3,3,4,4,100.0,03003
3,5,5,5,100.0,03005
3,6,1,1,100.0,03006
3,7,3,3,100.0,03007
3,9,1,1,100.0,03009
3,10,1,1,100.0,03010
3,11,1,1,100.0,03011
3,12,5,5,100.0,03012
3,13,5,5,100.0,03013
3,14,1,1,100.0,03014
3,17,1,1,100.0,03017
3,18,1,1,100.0,03018
3,20,1,1,100.0,03020
3,21,1,1,100.0,03021
3,26,1,1,100.0,03026
3,27,2,2,100.0,03027
3,29,2,2,100.0,03029
3,31,4,4,100.0,03031
3,32,1,1,100.0,03032
3,33,1,1,100.0,03033
3,38,2,2,100.0,03038
3,39,1,1,100.0,03039
3,40,3,3,100.0,03040
3,41,1,1,100.0,03041
3,42,1,1,100.0,03042
3,45,7,7,100.0,03045
3,46,1,1,100.0,03046
3,47,2,2,100.0,03047
3,48,1,1,100.0,03048
3,51,5,5,100.0,03051
3,53,3,3,100.0,03053
3,54,10,10,100.0,03054
4,1,7,7,100.0,04001
4,2,5,5,100.0,04002
4,3,4,4,100.0,04003
4,5,4,4,100.0,04005
4,7,1,1,100.0,04007
4,8,1,1,100.0,04008
4,9,2,2,100.0,04009
4,10,1,1,100.0,04010
4,12,2,2,100.0,04012
4,13,4,4,100.0,04013
4,15,3,3,100.0,04015
4,17,7,7,100.0,04017
4,18,9,9,100.0,04018
4,19,2,2,100.0,04019
4,20,3,3,100.0,04020
4,21,3,3,100.0,04021
4,22,2,2,100.0,04022
4,23,2,2,100.0,04023
4,24,4,4,100.0,04024
4,25,5,5,100.0,04025
4,27,1,1,100.0,04027
4,28,10,10,100.0,04028
4,29,3,3,100.0,04029
4,32,4,4,100.0,04032
4,33,2,2,100.0,04033
4,34,3,3,100.0,04034
4,35,2,2,100.0,04035
4,36,2,2,100.0,04036
4,38,7,7,100.0,04038
4,40,2,2,100.0,04040
4,41,6,6,100.0,04041
4,42,4,4,100.0,04042
4,43,3,3,100.0,04043
4,44,1,1,100.0,04044
4,45,3,3,100.0,04045
4,47,3,3,100.0,04047
4,48,4,4,100.0,04048
4,49,1,1,100.0,04049
4,51,4,4,100.0,04051
4,52,2,2,100.0,04052
4,53,2,2,100.0,04053
4,54,1,1,100.0,04054
4,55,3,3,100.0,04055
5,1,4,4,100.0,05001
5,2,3,3,100.0,05002
5,3,1,1,100.0,05003
5,5,1,1,100.0,05005
5,6,2,2,100.0,05006
5,7,2,2,100.0,05007
5,8,4,4,100.0,05008
5,9,2,2,100.0,05009
5,10,2,2,100.0,05010
5,11,4,4,100.0,05011
5,13,2,2,100.0,05013
5,14,5,5,100.0,05014
5,15,4,4,100.0,05015
5,16,3,3,100.0,05016
5,17,5,5,100.0,05017
5,18,2,2,100.0,05018
5,19,2,2,100.0,05019
5,21,1,1,100.0,05021
5,22,1,1,100.0,05022
5,23,1,1,100.0,05023
5,24,6,6,100.0,05024
5,25,5,5,100.0,05025
5,26,3,3,100.0,05026
5,27,10,10,100.0,05027
5,29,2,2,100.0,05029
5,30,8,8,100.0,05030
5,31,1,1,100.0,05031
5,32,5,5,100.0,05032
5,33,1,1,100.0,05033
5,35,10,10,100.0,05035
5,36,1,1,100.0,05036
5,37,9,9,100.0,05037
5,38,7,7,100.0,05038
5,39,9,9,100.0,05039
5,41,4,4,100.0,05041
5,42,3,3,100.0,05042
5,43,1,1,100.0,05043
5,44,3,3,100.0,05044
5,46,4,4,100.0,05046
5,48,5,5,100.0,05048
5,52,1,1,100.0,05052
5,53,3,3,100.0,05053
5,55,1,1,100.0,05055
6,2,1,1,100.0,06002
6,3,1,1,100.0,06003
6,4,1,1,100.0,06004
6,6,1,1,100.0,06006
6,9,2,2,100.0,06009
6,11,2,2,100.0,06011
6,12,5,5,100.0,06012
6,13,4,4,100.0,06013
6,15,2,2,100.0,06015
6,16,1,1,100.0,06016
6,17,1,1,100.0,06017
6,18,1,1,100.0,06018
6,20,2,2,100.0,06020
6,21,3,3,100.0,06021
6,22,1,1,100.0,06022
6,24,1,1,100.0,06024
6,25,2,2,100.0,06025
6,27,2,2,100.0,06027
6,28,2,2,100.0,06028
6,30,1,1,100.0,06030
6,32,3,3,100.0,06032
6,34,1,1,100.0,06034
6,35,1,1,100.0,06035
6,36,2,2,100.0,06036
6,37,1,1,100.0,06037
6,38,2,2,100.0,06038
6,39,2,2,100.0,06039
6,43,2,2,100.0,06043
6,44,2,2,100.0,06044
6,47,2,2,100.0,06047
6,48,1,1,100.0,06048
6,49,2,2,100.0,06049
6,50,1,1,100.0,06050
6,51,2,2,100.0,06051
6,54,2,2,100.0,06054
6,55,1,1,100.0,06055
6,56,1,1,100.0,06056
6,58,1,1,100.0,06058
6,59,1,1,100.0,06059
6,60,1,1,100.0,06060
6,62,1,1,100.0,06062
6,63,1,1,100.0,06063
7,1,2,2,100.0,07001
7,3,1,1,100.0,07003
7,4,2,2,100.0,07004
7,5,1,1,100.0,07005
7,11,1,1,100.0,07011
7,13,2,2,100.0,07013
7,14,3,3,100.0,07014
7,16,1,1,100.0,07016
7,17,2,2,100.0,07017
7,18,2,2,100.0,07018
7,19,3,3,100.0,07019
7,20,2,2,100.0,07020
7,21,4,4,100.0,07021
7,22,1,1,100.0,07022
7,23,2,2,100.0,07023
7,24,2,2,100.0,07024
7,25,3,3,100.0,07025
7,26,4,4,100.0,07026
7,27,1,1,100.0,07027
7,28,2,2,100.0,07028
7,30,1,1,100.0,07030
7,31,1,1,100.0,07031
7,32,1,1,100.0,07032
7,34,2,2,100.0,07034
7,35,4,4,100.0,07035
7,36,1,1,100.0,07036
7,38,1,1,100.0,07038
7,40,1,1,100.0,07040
7,42,2,2,100.0,07042
7,43,1,1,100.0,07043
7,44,1,1,100.0,07044
7,45,4,4,100.0,07045
7,46,1,1,100.0,07046
7,47,2,2,100.0,07047
7,48,1,1,100.0,07048
7,50,2,2,100.0,07050
7,52,2,2,100.0,07052
7,53,1,1,100.0,07053
7,54,3,3,100.0,07054
7,56,3,3,100.0,07056
7,58,3,3,100.0,07058
7,59,1,1,100.0,07059
7,60,1,1,100.0,07060
7,62,1,1,100.0,07062
7,63,3,3,100.0,07063
7,64,2,2,100.0,07064
7,65,3,3,100.0,07065
8,1,2,2,100.0,08001
8,3,1,1,100.0,08003
8,4,1,1,100.0,08004
8,5,2,2,100.0,08005
8,8,2,2,100.0,08008
8,9,3,3,100.0,08009
8,12,3,3,100.0,08012
8,13,1,1,100.0,08013
8,15,2,2,100.0,08015
8,16,1,1,100.0,08016
8,17,1,1,100.0,08017
8,18,1,1,100.0,08018
8,19,1,1,100.0,08019
8,21,3,3,100.0,08021
8,22,1,1,100.0,08022
8,25,2,2,100.0,08025
8,27,3,3,100.0,08027
8,29,2,2,100.0,08029
8,31,1,1,100.0,08031
8,32,4,4,100.0,08032
8,33,1,1,100.0,08033
8,34,2,2,100.0,08034
8,35,2,2,100.0,08035
8,36,1,1,100.0,08036
8,38,1,1,100.0,08038
8,39,1,1,100.0,08039
8,40,1,1,100.0,08040
8,41,1,1,100.0,08041
8,42,2,2,100.0,08042
8,43,1,1,100.0,08043
8,44,1,1,100.0,08044
8,45,2,2,100.0,08045
8,46,1,1,100.0,08046
8,48,2,2,100.0,08048
8,51,1,1,100.0,08051
8,52,2,2,100.0,08052
8,53,3,3,100.0,08053
8,55,1,1,100.0,08055
8,56,1,1,100.0,08056
8,57,1,1,100.0,08057
8,59,4,4,100.0,08059
8,60,1,1,100.0,08060
8,65,1,1,100.0,08065
8,66,2,2,100.0,08066
8,67,2,2,100.0,08067
8,68,1,1,100.0,08068
8,69,1,1,100.0,08069
8,70,3,3,100.0,08070
9,2,2,2,100.0,09002
9,3,2,2,100.0,09003
9,4,1,1,100.0,09004
9,8,1,1,100.0,09008
9,10,2,2,100.0,09010
9,11,3,3,100.0,09011
9,13,1,1,100.0,09013
9,14,1,1,100.0,09014
9,15,2,2,100.0,09015
9,19,1,1,100.0,09019
9,20,1,1,100.0,09020
9,22,1,1,100.0,09022
9,23,2,2,100.0,09023
9,24,1,1,100.0,09024
9,25,9,9,100.0,09025
9,27,2,2,100.0,09027
9,30,1,1,100.0,09030
9,31,2,2,100.0,09031
9,32,1,1,100.0,09032
9,34,1,1,100.0,09034
9,37,14,14,100.0,09037
9,38,1,1,100.0,09038
9,40,2,2,100.0,09040
9,41,1,1,100.0,09041
9,43,2,2,100.0,09043
9,46,2,2,100.0,09046
9,47,1,1,100.0,09047
9,48,3,3,100.0,09048
9,49,1,1,100.0,09049
9,50,1,1,100.0,09050
9,51,2,2,100.0,09051
9,52,1,1,100.0,09052
10,2,6,6,100.0,10002
10,3,11,11,100.0,10003
10,4,2,2,100.0,10004
10,5,9,9,100.0,10005
10,8,10,10,100.0,10008
10,9,12,12,100.0,10009
10,10,23,23,100.0,10010
10,11,20,20,100.0,10011
10,12,9,9,100.0,10012
10,13,5,5,100.0,10013
10,14,15,15,100.0,10014
10,15,6,6,100.0,10015
10,16,9,9,100.0,10016
10,17,10,10,100.0,10017
10,18,1,1,100.0,10018
10,19,13,13,100.0,10019
10,20,5,5,100.0,10020
10,21,15,15,100.0,10021
10,22,4,4,100.0,10022
10,23,3,3,100.0,10023
10,24,11,11,100.0,10024
10,25,4,4,100.0,10025
10,26,10,10,100.0,10026
10,27,6,6,100.0,10027
10,28,3,3,100.0,10028
10,29,3,3,100.0,10029
10,30,2,2,100.0,10030
10,31,14,14,100.0,10031
10,32,12,12,100.0,10032
10,33,9,9,100.0,10033
10,34,5,5,100.0,10034
10,35,6,6,100.0,10035
10,36,1,1,100.0,10036
10,37,1,1,100.0,10037
10,38,17,17,100.0,10038
10,39,11,11,100.0,10039
10,40,1,1,100.0,10040
10,41,13,13,100.0,10041
10,42,23,23,100.0,10042
10,43,1,1,100.0,10043
10,44,6,6,100.0,10044
10,45,6,6,100.0,10045
10,46,9,9,100.0,10046
10,47,8,8,100.0,10047
10,48,2,2,100.0,10048
11,1,14,14,100.0,11001
11,2,7,7,100.0,11002
11,3,1,1,100.0,11003
11,4,3,3,100.0,11004
11,5,5,5,100.0,11005
11,6,7,7,100.0,11006
11,7,4,4,100.0,11007
11,8,7,7,100.0,11008
11,9,5,5,100.0,11009
11,10,5,5,100.0,11010
11,11,14,14,100.0,11011
11,12,5,5,100.0,11012
11,13,6,6,100.0,11013
11,14,5,5,100.0,11014
11,15,4,4,100.0,11015
11,16,10,10,100.0,11016
11,17,19,19,100.0,11017
11,18,3,3,100.0,11018
11,19,7,7,100.0,11019
11,20,2,2,100.0,11020
11,21,4,4,100.0,11021
11,22,4,4,100.0,11022
11,23,4,4,100.0,11023
11,24,8,8,100.0,11024
11,25,5,5,100.0,11025
11,26,9,9,100.0,11026
11,27,4,4,100.0,11027
11,28,5,5,100.0,11028
11,29,9,9,100.0,11029
11,30,7,7,100.0,11030
11,31,2,2,100.0,11031
11,32,5,5,100.0,11032
11,33,1,1,100.0,11033
11,34,2,2,100.0,11034
11,35,7,7,100.0,11035
11,36,1,1,100.0,11036
11,37,7,7,100.0,11037
11,38,9,9,100.0,11038
11,39,6,6,100.0,11039
11,40,5,5,100.0,11040
11,41,4,4,100.0,11041
11,42,2,2,100.0,11042
11,43,6,6,100.0,11043
11,44,8,8,100.0,11044
11,45,3,3,100.0,11045
11,46,1,1,100.0,11046
11,47,2,2,100.0,11047
11,48,5,5,100.0,11048
11,49,2,2,100.0,11049
11,50,3,3,100.0,11050
12,1,4,4,100.0,12001
12,2,5,5,100.0,12002
12,3,9,9,100.0,12003
12,4,5,5,100.0,12004
12,5,3,3,100.0,12005
12,6,2,2,100.0,12006
12,7,3,3,100.0,12007
12,8,10,10,100.0,12008
12,10,9,9,100.0,12010
12,11,5,5,100.0,12011
12,12,5,5,100.0,12012
12,13,8,8,100.0,12013
12,14,9,9,100.0,12014
12,15,2,2,100.0,12015
12,16,5,5,100.0,12016
12,17,4,4,100.0,12017
12,18,4,4,100.0,12018
12,19,11,11,100.0,12019
12,20,5,5,100.0,12020
12,21,10,10,100.0,12021
12,22,5,5,100.0,12022
12,23,3,3,100.0,12023
12,24,10,10,100.0,12024
13,1,15,15,100.0,13001
13,2,7,7,100.0,13002
13,3,12,12,100.0,13003
13,4,11,11,100.0,13004
13,5,5,5,100.0,13005
13,6,10,10,100.0,13006
13,7,9,9,100.0,13007
13,8,16,16,100.0,13008
13,9,10,10,100.0,13009
13,10,9,9,100.0,13010
13,11,3,3,100.0,13011
13,12,7,7,100.0,13012
13,13,6,6,100.0,13013
13,14,13,13,100.0,13014
13,15,9,9,100.0,13015
13,16,2,2,100.0,13016
13,17,13,13,100.0,13017
13,18,6,6,100.0,13018
13,19,3,3,100.0,13019
13,20,8,8,100.0,13020
13,21,7,7,100.0,13021
13,22,5,5,100.0,13022
13,23,1,1,100.0,13023
13,24,5,5,100.0,13024
13,25,9,9,100.0,13025
13,26,1,1,100.0,13026
13,27,15,15,100.0,13027
13,28,8,8,100.0,13028
13,29,5,5,100.0,13029
13,30,7,7,100.0,13030
13,31,6,6,100.0,13031
13,32,10,10,100.0,13032
13,33,4,4,100.0,13033
13,34,9,9,100.0,13034
13,35,5,5,100.0,13035
13,36,8,8,100.0,13036
13,37,7,7,100.0,13037
13,38,9,9,100.0,13038
13,39,3,3,100.0,13039
13,40,9,9,100.0,13040
13,41,3,3,100.0,13041
13,42,3,3,100.0,13042
13,43,1,1,100.0,13043
13,44,3,3,100.0,13044
13,45,10,10,100.0,13045
13,46,6,6,100.0,13046
13,47,3,3,100.0,13047
13,48,6,6,100.0,13048
13,49,6,6,100.0,13049
13,50,7,7,100.0,13050
14,1,7,7,100.0,14001
14,2,7,7,100.0,14002
14,3,4,4,100.0,14003
14,4,7,7,100.0,14004
14,5,3,3,100.0,14005
14,6,2,2,100.0,14006
14,7,4,4,100.0,14007
14,8,6,6,100.0,14008
14,9,4,4,100.0,14009
14,10,7,7,100.0,14010
14,11,4,4,100.0,14011
14,12,4,4,100.0,14012
14,13,10,10,100.0,14013
14,14,4,4,100.0,14014
14,15,5,5,100.0,14015
14,16,7,7,100.0,14016
14,17,9,9,100.0,14017
14,18,4,4,100.0,14018
14,19,2,2,100.0,14019
14,20,1,1,100.0,14020
14,21,3,3,100.0,14021
14,22,8,8,100.0,14022
14,23,9,9,100.0,14023
14,24,5,5,100.0,14024
14,25,8,8,100.0,14025
14,26,2,2,100.0,14026
14,27,11,11,100.0,14027
14,28,11,11,100.0,14028
14,29,2,2,100.0,14029
14,30,7,7,100.0,14030
14,31,3,3,100.0,14031
14,32,2,2,100.0,14032
14,33,2,2,100.0,14033
14,34,1,1,100.0,14034
14,35,3,3,100.0,14035
15,1,3,3,100.0,15001
15,2,1,1,100.0,15002
15,3,1,1,100.0,15003
15,6,1,1,100.0,15006
15,9,2,2,100.0,15009
15,10,4,4,100.0,15010
15,11,4,4,100.0,15011
15,13,2,2,100.0,15013
15,14,7,7,100.0,15014
15,15,6,6,100.0,15015
15,16,4,4,100.0,15016
15,17,1,1,100.0,15017
15,19,3,3,100.0,15019
15,20,1,1,100.0,15020
15,22,1,1,100.0,15022
15,23,2,2,100.0,15023
15,24,2,2,100.0,15024
15,25,3,3,100.0,15025
15,28,11,11,100.0,15028
15,29,2,2,100.0,15029
15,30,1,1,100.0,15030
15,31,1,1,100.0,15031
15,32,2,2,100.0,15032
15,33,1,1,100.0,15033
15,34,1,1,100.0,15034
15,35,2,2,100.0,15035
15,38,1,1,100.0,15038
15,39,1,1,100.0,15039
15,41,4,4,100.0,15041
15,44,5,5,100.0,15044
15,45,1,1,100.0,15045
15,46,2,2,100.0,15046
15,47,1,1,100.0,15047
15,49,9,9,100.0,15049
15,50,1,1,100.0,15050
15,51,2,2,100.0,15051
15,52,1,1,100.0,15052
16,3,1,1,100.0,16003
16,4,2,2,100.0,16004
16,5,1,1,100.0,16005
16,6,1,1,100.0,16006
16,8,4,4,100.0,16008
16,9,1,1,100.0,16009
16,12,2,2,100.0,16012
16,13,10,10,100.0,16013
16,15,1,1,100.0,16015
16,16,1,1,100.0,16016
16,17,4,4,100.0,16017
16,18,1,1,100.0,16018
16,19,1,1,100.0,16019
16,20,1,1,100.0,16020
16,21,4,4,100.0,16021
16,23,2,2,100.0,16023
16,25,1,1,100.0,16025
16,26,2,2,100.0,16026
16,27,1,1,100.0,16027
16,32,1,1,100.0,16032
16,35,9,9,100.0,16035
16,39,3,3,100.0,16039
16,41,1,1,100.0,16041
16,42,2,2,100.0,16042
16,44,2,2,100.0,16044
17,1,2,2,100.0,17001
17,2,5,5,100.0,17002
17,3,2,2,100.0,17003
17,4,1,1,100.0,17004
17,9,2,2,100.0,17009
17,13,3,3,100.0,17013
17,14,2,2,100.0,17014
17,16,1,1,100.0,17016
17,19,1,1,100.0,17019
17,20,1,1,100.0,17020
17,21,2,2,100.0,17021
17,22,1,1,100.0,17022
17,23,1,1,100.0,17023
17,24,2,2,100.0,17024
17,25,2,2,100.0,17025
17,26,1,1,100.0,17026
17,27,2,2,100.0,17027
17,28,2,2,100.0,17028
17,29,2,2,100.0,17029
17,30,4,4,100.0,17030
17,31,1,1,100.0,17031
17,33,1,1,100.0,17033
17,35,3,3,100.0,17035
17,36,1,1,100.0,17036
17,38,1,1,100.0,17038
17,42,1,1,100.0,17042
17,43,3,3,100.0,17043
17,44,1,1,100.0,17044
17,45,2,2,100.0,17045
17,46,1,1,100.0,17046
17,47,1,1,100.0,17047
17,48,1,1,100.0,17048
17,49,4,4,100.0,17049
17,50,3,3,100.0,17050
17,52,1,1,100.0,17052
17,53,5,5,100.0,17053
17,54,2,2,100.0,17054
17,55,4,4,100.0,17055
17,57,1,1,100.0,17057
17,61,1,1,100.0,17061
17,63,1,1,100.0,17063
17,64,2,2,100.0,17064
18,1,1,1,100.0,18001
18,2,3,3,100.0,18002
18,3,12,12,100.0,18003
18,4,2,2,100.0,18004
18,5,1,1,100.0,18005
18,6,13,13,100.0,18006
18,7,7,7,100.0,18007
18,8,1,1,100.0,18008
18,9,3,3,100.0,18009
18,10,1,1,100.0,18010
18,11,7,7,100.0,18011
18,12,10,10,100.0,18012
18,13,2,2,100.0,18013
18,14,3,3,100.0,18014
18,15,4,4,100.0,18015
18,16,1,1,100.0,18016
18,18,7,7,100.0,18018
18,20,2,2,100.0,18020
18,21,4,4,100.0,18021
18,23,5,5,100.0,18023
18,24,2,2,100.0,18024
18,26,3,3,100.0,18026
18,27,5,5,100.0,18027
18,28,9,9,100.0,18028
18,29,14,14,100.0,18029
18,31,1,1,100.0,18031
18,32,3,3,100.0,18032
18,34,6,6,100.0,18034
18,35,2,2,100.0,18035
18,36,1,1,100.0,18036
18,37,4,4,100.0,18037
18,39,1,1,100.0,18039
18,40,1,1,100.0,18040
18,41,12,12,100.0,18041
18,42,8,8,100.0,18042
18,43,8,8,100.0,18043
18,44,6,6,100.0,18044
18,46,3,3,100.0,18046
18,47,1,1,100.0,18047
18,48,12,12,100.0,18048
18,49,1,1,100.0,18049
18,50,5,5,100.0,18050
18,52,1,1,100.0,18052
18,54,3,3,100.0,18054
18,55,10,10,100.0,18055
18,56,2,2,100.0,18056
18,57,3,3,100.0,18057
18,58,1,1,100.0,18058
18,60,1,1,100.0,18060
18,62,10,10,100.0,18062
19,1,10,10,100.0,19001
19,2,5,5,100.0,19002
19,3,17,17,100.0,19003
19,4,12,12,100.0,19004
19,5,4,4,100.0,19005
19,6,21,21,100.0,19006
19,7,6,6,100.0,19007
19,8,12,12,100.0,19008
19,9,15,15,100.0,19009
19,10,12,12,100.0,19010
19,11,16,16,100.0,19011
19,12,11,11,100.0,19012
19,13,2,2,100.0,19013
19,14,15,15,100.0,19014
19,15,11,11,100.0,19015
19,16,11,11,100.0,19016
19,17,14,14,100.0,19017
19,18,9,9,100.0,19018
19,19,5,5,100.0,19019
19,20,5,5,100.0,19020
19,21,12,12,100.0,19021
19,22,16,16,100.0,19022
19,23,16,16,100.0,19023
19,24,8,8,100.0,19024
19,25,21,21,100.0,19025
19,26,22,22,100.0,19026
19,27,5,5,100.0,19027
19,28,11,11,100.0,19028
19,29,12,12,100.0,19029
19,30,22,22,100.0,19030
19,31,20,20,100.0,19031
19,32,17,17,100.0,19032
19,33,21,21,100.0,19033
19,34,17,17,100.0,19034
19,35,15,15,100.0,19035
19,36,7,7,100.0,19036
19,37,14,14,100.0,19037
19,38,5,5,100.0,19038
19,39,5,5,100.0,19039
19,40,13,13,100.0,19040
19,41,23,23,100.0,19041
19,42,10,10,100.0,19042
19,43,6,6,100.0,19043
19,44,16,16,100.0,19044
19,45,22,22,100.0,19045
19,46,13,13,100.0,19046
19,47,5,5,100.0,19047
19,48,1,1,100.0,19048
19,49,14,14,100.0,19049
19,51,9,9,100.0,19051
19,52,20,20,100.0,19052
19,53,8,8,100.0,19053
19,54,11,11,100.0,19054
19,55,16,16,100.0,19055
19,56,18,18,100.0,19056
19,57,13,13,100.0,19057
19,58,20,20,100.0,19058
19,59,28,28,100.0,19059
19,60,3,3,100.0,19060
19,61,10,10,100.0,19061
19,62,11,11,100.0,19062
19,63,7,7,100.0,19063
19,64,11,11,100.0,19064
19,65,6,6,100.0,19065
19,66,2,2,100.0,19066
19,67,8,8,100.0,19067
20,1,1,1,100.0,20001
20,2,3,3,100.0,20002
20,3,1,1,100.0,20003
20,4,4,4,100.0,20004
20,6,1,1,100.0,20006
20,8,3,3,100.0,20008
20,15,9,9,100.0,20015
20,16,1,1,100.0,20016
20,18,2,2,100.0,20018
20,21,1,1,100.0,20021
20,22,1,1,100.0,20022
20,23,1,1,100.0,20023
20,28,1,1,100.0,20028
20,29,2,2,100.0,20029
20,30,2,2,100.0,20030
20,31,2,2,100.0,20031
20,32,1,1,100.0,20032
20,33,3,3,100.0,20033
20,34,1,1,100.0,20034
20,35,1,1,100.0,20035
20,36,2,2,100.0,20036
20,37,1,1,100.0,20037
20,40,1,1,100.0,20040
20,41,1,1,100.0,20041
20,42,2,2,100.0,20042
20,44,1,1,100.0,20044
20,45,2,2,100.0,20045
20,46,3,3,100.0,20046
20,47,1,1,100.0,20047
20,48,2,2,100.0,20048
21,1,2,2,100.0,21001
21,2,2,2,100.0,21002
21,4,2,2,100.0,21004
21,5,2,2,100.0,21005
21,6,1,1,100.0,21006
21,7,2,2,100.0,21007
21,8,4,4,100.0,21008
21,9,1,1,100.0,21009
21,10,1,1,100.0,21010
21,11,1,1,100.0,21011
21,12,3,3,100.0,21012
21,14,1,1,100.0,21014
21,15,1,1,100.0,21015
21,17,2,2,100.0,21017
21,19,1,1,100.0,21019
21,20,1,1,100.0,21020
21,21,1,1,100.0,21021
21,23,1,1,100.0,21023
21,26,1,1,100.0,21026
21,27,3,3,100.0,21027
21,28,1,1,100.0,21028
21,29,1,1,100.0,21029
21,30,1,1,100.0,21030
21,31,2,2,100.0,21031
21,32,1,1,100.0,21032
21,34,1,1,100.0,21034
21,35,1,1,100.0,21035
21,36,1,1,100.0,21036
21,37,1,1,100.0,21037
21,39,2,2,100.0,21039
21,42,2,2,100.0,21042
21,43,4,4,100.0,21043
21,44,1,1,100.0,21044
21,45,2,2,100.0,21045
21,46,1,1,100.0,21046
21,52,2,2,100.0,21052
21,53,2,2,100.0,21053
21,56,2,2,100.0,21056
21,57,1,1,100.0,21057
21,58,2,2,100.0,21058
21,60,2,2,100.0,21060
21,61,2,2,100.0,21061
21,63,1,1,100.0,21063
21,65,1,1,100.0,21065
21,66,1,1,100.0,21066
21,68,1,1,100.0,21068
21,69,3,3,100.0,21069
21,70,2,2,100.0,21070
21,73,3,3,100.0,21073
22,2,1,1,100.0,22002
22,4,2,2,100.0,22004
22,5,1,1,100.0,22005
22,6,2,2,100.0,22006
22,8,2,2,100.0,22008
22,9,7,7,100.0,22009
22,10,4,4,100.0,22010
22,11,4,4,100.0,22011
22,12,1,1,100.0,22012
22,13,2,2,100.0,22013
22,14,1,1,100.0,22014
22,15,2,2,100.0,22015
22,16,5,5,100.0,22016
22,17,1,1,100.0,22017
22,18,2,2,100.0,22018
22,20,1,1,100.0,22020
22,21,2,2,100.0,22021
22,22,6,6,100.0,22022
22,23,2,2,100.0,22023
22,24,1,1,100.0,22024
22,26,3,3,100.0,22026
22,27,6,6,100.0,22027
22,28,1,1,100.0,22028
23,1,22,22,100.0,23001
23,2,4,4,100.0,23002
23,3,26,26,100.0,23003
23,4,15,15,100.0,23004
23,5,12,12,100.0,23005
23,6,13,13,100.0,23006
23,8,15,15,100.0,23008
23,9,8,8,100.0,23009
23,10,10,10,100.0,23010
23,11,11,11,100.0,23011
23,12,20,20,100.0,23012
23,13,14,14,100.0,23013
23,15,12,12,100.0,23015
23,16,16,16,100.0,23016
23,17,19,19,100.0,23017
23,18,12,12,100.0,23018
23,19,14,14,100.0,23019
23,20,10,10,100.0,23020
