ward,precinct,total,Kevin Edward White,Kevin Edward White Percent,precinct_id
38,52,17,17,100.0,38052
38,53,2,2,100.0,38053
39,1,20,20,100.0,39001
39,2,27,27,100.0,39002
39,3,12,12,100.0,39003
39,4,13,13,100.0,39004
39,5,11,11,100.0,39005
39,6,22,22,100.0,39006
39,7,5,5,100.0,39007
39,8,10,10,100.0,39008
39,9,15,15,100.0,39009
39,10,8,8,100.0,39010
39,11,16,16,100.0,39011
39,12,9,9,100.0,39012
39,13,4,4,100.0,39013
39,14,9,9,100.0,39014
39,15,11,11,100.0,39015
39,16,10,10,100.0,39016
39,17,9,9,100.0,39017
39,18,17,17,100.0,39018
39,19,7,7,100.0,39019
39,20,10,10,100.0,39020
39,21,5,5,100.0,39021
39,22,10,10,100.0,39022
39,23,8,8,100.0,39023
39,24,8,8,100.0,39024
39,25,27,27,100.0,39025
39,26,22,22,100.0,39026
39,27,12,12,100.0,39027
39,28,12,12,100.0,39028
39,29,16,16,100.0,39029
39,30,8,8,100.0,39030
39,31,8,8,100.0,39031
39,32,5,5,100.0,39032
39,33,16,16,100.0,39033
39,34,27,27,100.0,39034
39,35,19,19,100.0,39035
39,36,15,15,100.0,39036
39,37,23,23,100.0,39037
39,38,16,16,100.0,39038
39,39,5,5,100.0,39039
39,40,13,13,100.0,39040
39,41,3,3,100.0,39041
39,42,17,17,100.0,39042
39,43,15,15,100.0,39043
39,44,12,12,100.0,39044
39,45,13,13,100.0,39045
39,46,13,13,100.0,39046
39,47,8,8,100.0,39047
40,1,10,10,100.0,40001
40,2,8,8,100.0,40002
40,5,9,9,100.0,40005
40,6,6,6,100.0,40006
40,10,14,14,100.0,40010
40,14,9,9,100.0,40014
40,15,12,12,100.0,40015
40,17,3,3,100.0,40017
40,19,11,11,100.0,40019
40,20,8,8,100.0,40020
40,21,4,4,100.0,40021
40,23,12,12,100.0,40023
40,24,10,10,100.0,40024
40,25,13,13,100.0,40025
40,29,12,12,100.0,40029
40,30,9,9,100.0,40030
40,31,7,7,100.0,40031
40,32,4,4,100.0,40032
40,34,6,6,100.0,40034
40,36,14,14,100.0,40036
40,38,5,5,100.0,40038
40,40,8,8,100.0,40040
40,44,7,7,100.0,40044
40,45,28,28,100.0,40045
40,48,13,13,100.0,40048
40,49,4,4,100.0,40049
41,3,32,32,100.0,41003
41,6,29,29,100.0,41006
41,9,25,25,100.0,41009
41,10,18,18,100.0,41010
41,12,32,32,100.0,41012
41,14,25,25,100.0,41014
41,16,46,46,100.0,41016
41,19,23,23,100.0,41019
41,21,39,39,100.0,41021
41,22,43,43,100.0,41022
41,23,26,26,100.0,41023
41,24,29,29,100.0,41024
41,30,43,43,100.0,41030
41,35,30,30,100.0,41035
41,38,33,33,100.0,41038
41,39,13,13,100.0,41039
41,44,31,31,100.0,41044
41,46,19,19,100.0,41046
41,47,31,31,100.0,41047
41,50,29,29,100.0,41050
41,51,25,25,100.0,41051
41,53,29,29,100.0,41053
41,54,26,26,100.0,41054
41,57,13,13,100.0,41057
43,2,14,14,100.0,43002
43,6,4,4,100.0,43006
43,7,14,14,100.0,43007
43,8,20,20,100.0,43008
43,12,19,19,100.0,43012
43,14,30,30,100.0,43014
43,17,13,13,100.0,43017
43,20,20,20,100.0,43020
43,21,11,11,100.0,43021
43,22,17,17,100.0,43022
43,27,20,20,100.0,43027
43,29,14,14,100.0,43029
43,31,7,7,100.0,43031
43,32,14,14,100.0,43032
43,33,6,6,100.0,43033
43,34,11,11,100.0,43034
43,38,18,18,100.0,43038
43,43,17,17,100.0,43043
43,44,26,26,100.0,43044
43,45,5,5,100.0,43045
43,48,19,19,100.0,43048
43,50,8,8,100.0,43050
43,53,29,29,100.0,43053
43,56,9,9,100.0,43056
43,57,12,12,100.0,43057
43,58,8,8,100.0,43058
43,59,19,19,100.0,43059
44,1,14,14,100.0,44001
44,2,14,14,100.0,44002
44,5,21,21,100.0,44005
44,6,11,11,100.0,44006
44,8,10,10,100.0,44008
44,9,17,17,100.0,44009
44,10,7,7,100.0,44010
44,11,13,13,100.0,44011
44,12,12,12,100.0,44012
44,13,11,11,100.0,44013
44,14,10,10,100.0,44014
44,15,15,15,100.0,44015
44,16,7,7,100.0,44016
44,17,20,20,100.0,44017
44,18,3,3,100.0,44018
44,19,13,13,100.0,44019
44,20,7,7,100.0,44020
44,21,16,16,100.0,44021
44,22,27,27,100.0,44022
44,23,5,5,100.0,44023
44,24,13,13,100.0,44024
44,25,16,16,100.0,44025
44,26,9,9,100.0,44026
44,27,13,13,100.0,44027
44,28,9,9,100.0,44028
44,29,17,17,100.0,44029
44,30,6,6,100.0,44030
44,31,13,13,100.0,44031
44,32,9,9,100.0,44032
44,33,9,9,100.0,44033
44,34,16,16,100.0,44034
44,36,14,14,100.0,44036
44,37,15,15,100.0,44037
44,38,16,16,100.0,44038
44,39,15,15,100.0,44039
44,40,22,22,100.0,44040
44,41,11,11,100.0,44041
44,42,16,16,100.0,44042
44,43,9,9,100.0,44043
44,44,19,19,100.0,44044
44,45,11,11,100.0,44045
44,46,10,10,100.0,44046
44,47,28,28,100.0,44047
44,50,19,19,100.0,44050
44,51,6,6,100.0,44051
45,1,12,12,100.0,45001
45,2,23,23,100.0,45002
45,3,14,14,100.0,45003
45,4,24,24,100.0,45004
45,5,31,31,100.0,45005
45,6,16,16,100.0,45006
45,7,15,15,100.0,45007
45,8,21,21,100.0,45008
45,9,19,19,100.0,45009
45,10,14,14,100.0,45010
45,11,18,18,100.0,45011
45,12,22,22,100.0,45012
45,13,12,12,100.0,45013
45,14,26,26,100.0,45014
45,15,23,23,100.0,45015
45,16,13,13,100.0,45016
45,17,9,9,100.0,45017
45,18,14,14,100.0,45018
45,19,16,16,100.0,45019
45,20,18,18,100.0,45020
45,21,25,25,100.0,45021
45,22,26,26,100.0,45022
45,23,19,19,100.0,45023
45,24,31,31,100.0,45024
45,25,21,21,100.0,45025
45,26,11,11,100.0,45026
45,27,23,23,100.0,45027
45,28,16,16,100.0,45028
45,29,18,18,100.0,45029
45,30,17,17,100.0,45030
45,31,12,12,100.0,45031
45,32,10,10,100.0,45032
45,33,27,27,100.0,45033
45,34,9,9,100.0,45034
45,35,37,37,100.0,45035
45,36,13,13,100.0,45036
45,37,19,19,100.0,45037
45,38,17,17,100.0,45038
45,39,20,20,100.0,45039
45,40,16,16,100.0,45040
45,41,11,11,100.0,45041
45,42,13,13,100.0,45042
45,43,20,20,100.0,45043
45,44,24,24,100.0,45044
45,45,11,11,100.0,45045
45,46,17,17,100.0,45046
45,47,22,22,100.0,45047
45,48,16,16,100.0,45048
45,49,26,26,100.0,45049
45,50,16,16,100.0,45050
45,51,33,33,100.0,45051
45,52,9,9,100.0,45052
45,53,18,18,100.0,45053
46,3,11,11,100.0,46003
46,5,6,6,100.0,46005
46,13,15,15,100.0,46013
46,17,15,15,100.0,46017
46,18,21,21,100.0,46018
46,24,4,4,100.0,46024
46,29,12,12,100.0,46029
46,31,14,14,100.0,46031
46,36,23,23,100.0,46036
46,37,9,9,100.0,46037
46,43,11,11,100.0,46043
46,44,5,5,100.0,46044
47,1,12,12,100.0,47001
47,2,4,4,100.0,47002
47,3,10,10,100.0,47003
47,4,3,3,100.0,47004
47,5,9,9,100.0,47005
47,6,7,7,100.0,47006
47,7,13,13,100.0,47007
47,8,11,11,100.0,47008
47,9,11,11,100.0,47009
47,10,6,6,100.0,47010
47,11,7,7,100.0,47011
47,12,14,14,100.0,47012
47,13,7,7,100.0,47013
47,14,3,3,100.0,47014
47,15,3,3,100.0,47015
47,16,2,2,100.0,47016
47,17,12,12,100.0,47017
47,18,3,3,100.0,47018
47,19,5,5,100.0,47019
47,20,7,7,100.0,47020
47,21,20,20,100.0,47021
47,22,4,4,100.0,47022
47,23,4,4,100.0,47023
47,24,10,10,100.0,47024
47,25,10,10,100.0,47025
47,26,18,18,100.0,47026
47,27,9,9,100.0,47027
47,28,10,10,100.0,47028
47,29,15,15,100.0,47029
47,30,17,17,100.0,47030
47,31,6,6,100.0,47031
47,32,5,5,100.0,47032
47,33,7,7,100.0,47033
47,34,9,9,100.0,47034
47,35,8,8,100.0,47035
47,36,10,10,100.0,47036
47,37,16,16,100.0,47037
47,38,6,6,100.0,47038
47,39,11,11,100.0,47039
47,40,15,15,100.0,47040
47,41,15,15,100.0,47041
47,42,9,9,100.0,47042
47,43,7,7,100.0,47043
47,44,18,18,100.0,47044
47,45,9,9,100.0,47045
47,46,10,10,100.0,47046
47,47,8,8,100.0,47047
47,48,4,4,100.0,47048
47,49,6,6,100.0,47049
47,50,8,8,100.0,47050
47,51,4,4,100.0,47051
47,52,5,5,100.0,47052
50,44,10,10,100.0,50044
50,45,7,7,100.0,50045
