ward,precinct,total,Kirk W. Dillard,Kirk W. Dillard Percent,Bill Brady,Bill Brady Percent,Robert J. ''Bob'' Schillerstrom,Robert J. ''Bob'' Schillerstrom Percent,Adam Andrzejewski,Adam Andrzejewski Percent,Dan Proft,Dan Proft Percent,Jim Ryan,Jim Ryan Percent,Andy McKenna,Andy McKenna Percent,precinct_id
1,17,8,2,25.0,0,0.0,0,0.0,3,37.5,0,0.0,2,25.0,1,12.5,01017
1,18,12,2,16.67,2,16.67,0,0.0,5,41.67,1,8.33,0,0.0,2,16.67,01018
1,19,10,3,30.0,0,0.0,0,0.0,0,0.0,1,10.0,3,30.0,3,30.0,01019
1,20,17,2,11.76,2,11.76,0,0.0,2,11.76,2,11.76,8,47.06,1,5.88,01020
1,21,17,4,23.53,0,0.0,0,0.0,1,5.88,1,5.88,1,5.88,10,58.82,01021
1,22,9,0,0.0,1,11.11,0,0.0,4,44.44,0,0.0,3,33.33,1,11.11,01022
1,23,13,2,15.38,0,0.0,0,0.0,0,0.0,2,15.38,4,30.77,5,38.46,01023
1,24,14,3,21.43,2,14.29,0,0.0,1,7.14,2,14.29,3,21.43,3,21.43,01024
1,25,13,1,7.69,2,15.38,0,0.0,3,23.08,1,7.69,1,7.69,5,38.46,01025
1,26,26,1,3.85,1,3.85,0,0.0,12,46.15,4,15.38,2,7.69,6,23.08,01026
1,27,17,2,11.76,1,5.88,0,0.0,5,29.41,3,17.65,2,11.76,4,23.53,01027
1,28,6,2,33.33,0,0.0,1,16.67,0,0.0,0,0.0,1,16.67,2,33.33,01028
1,29,16,3,18.75,0,0.0,0,0.0,1,6.25,3,18.75,5,31.25,4,25.0,01029
1,30,10,2,20.0,0,0.0,0,0.0,1,10.0,3,30.0,2,20.0,2,20.0,01030
1,31,26,6,23.08,1,3.85,0,0.0,1,3.85,4,15.38,5,19.23,9,34.62,01031
1,32,13,0,0.0,1,7.69,0,0.0,4,30.77,1,7.69,3,23.08,4,30.77,01032
1,33,18,5,27.78,1,5.56,0,0.0,2,11.11,0,0.0,4,22.22,6,33.33,01033
1,34,10,1,10.0,0,0.0,0,0.0,5,50.0,0,0.0,1,10.0,3,30.0,01034
1,35,8,0,0.0,1,12.5,0,0.0,1,12.5,2,25.0,2,25.0,2,25.0,01035
1,36,19,5,26.32,0,0.0,0,0.0,5,26.32,2,10.53,4,21.05,3,15.79,01036
1,37,18,2,11.11,1,5.56,1,5.56,5,27.78,2,11.11,2,11.11,5,27.78,01037
1,38,8,0,0.0,0,0.0,0,0.0,3,37.5,2,25.0,0,0.0,3,37.5,01038
1,39,13,1,7.69,0,0.0,1,7.69,1,7.69,1,7.69,4,30.77,5,38.46,01039
1,40,8,1,12.5,3,37.5,0,0.0,1,12.5,0,0.0,0,0.0,3,37.5,01040
1,41,16,6,37.5,0,0.0,0,0.0,3,18.75,2,12.5,2,12.5,3,18.75,01041
1,42,15,1,6.67,0,0.0,0,0.0,1,6.67,1,6.67,8,53.33,4,26.67,01042
1,43,14,2,14.29,1,7.14,0,0.0,4,28.57,1,7.14,3,21.43,3,21.43,01043
1,44,8,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,3,37.5,3,37.5,01044
1,45,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,42.86,4,57.14,01045
1,46,13,3,23.08,0,0.0,0,0.0,2,15.38,2,15.38,3,23.08,3,23.08,01046
1,47,13,4,30.77,0,0.0,0,0.0,5,38.46,1,7.69,1,7.69,2,15.38,01047
1,48,10,0,0.0,1,10.0,0,0.0,7,70.0,0,0.0,0,0.0,2,20.0,01048
1,49,12,3,25.0,0,0.0,0,0.0,3,25.0,1,8.33,2,16.67,3,25.0,01049
1,50,11,2,18.18,0,0.0,0,0.0,3,27.27,1,9.09,1,9.09,4,36.36,01050
2,1,51,7,13.73,2,3.92,0,0.0,6,11.76,7,13.73,13,25.49,16,31.37,02001
2,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02002
2,3,17,5,29.41,0,0.0,1,5.88,1,5.88,4,23.53,4,23.53,2,11.76,02003
2,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02004
2,5,5,1,20.0,0,0.0,1,20.0,0,0.0,1,20.0,0,0.0,2,40.0,02005
2,6,48,3,6.25,3,6.25,0,0.0,11,22.92,7,14.58,9,18.75,15,31.25,02006
2,7,3,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,02007
2,8,39,6,15.38,3,7.69,0,0.0,5,12.82,7,17.95,7,17.95,11,28.21,02008
2,9,4,2,50.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,02009
2,10,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,02010
2,11,34,11,32.35,2,5.88,1,2.94,8,23.53,2,5.88,5,14.71,5,14.71,02011
2,12,53,13,24.53,1,1.89,0,0.0,5,9.43,4,7.55,12,22.64,18,33.96,02012
2,13,13,3,23.08,0,0.0,0,0.0,2,15.38,1,7.69,1,7.69,6,46.15,02013
2,14,8,2,25.0,0,0.0,0,0.0,2,25.0,0,0.0,3,37.5,1,12.5,02014
2,15,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,02015
2,16,36,3,8.33,2,5.56,1,2.78,3,8.33,2,5.56,9,25.0,16,44.44,02016
2,17,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02017
2,18,38,8,21.05,1,2.63,0,0.0,2,5.26,2,5.26,3,7.89,22,57.89,02018
2,19,46,6,13.04,0,0.0,2,4.35,8,17.39,7,15.22,10,21.74,13,28.26,02019
2,20,5,1,20.0,0,0.0,0,0.0,3,60.0,0,0.0,1,20.0,0,0.0,02020
2,21,8,0,0.0,0,0.0,0,0.0,1,12.5,3,37.5,2,25.0,2,25.0,02021
2,22,32,11,34.38,0,0.0,0,0.0,2,6.25,3,9.38,4,12.5,12,37.5,02022
2,23,3,1,33.33,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,02023
2,24,12,3,25.0,0,0.0,0,0.0,0,0.0,1,8.33,3,25.0,5,41.67,02024
2,25,19,2,10.53,0,0.0,0,0.0,1,5.26,1,5.26,6,31.58,9,47.37,02025
2,26,15,2,13.33,0,0.0,0,0.0,3,20.0,2,13.33,3,20.0,5,33.33,02026
2,27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02027
2,28,25,7,28.0,1,4.0,0,0.0,4,16.0,3,12.0,4,16.0,6,24.0,02028
2,29,9,1,11.11,2,22.22,0,0.0,1,11.11,1,11.11,1,11.11,3,33.33,02029
2,30,45,4,8.89,1,2.22,0,0.0,4,8.89,6,13.33,11,24.44,19,42.22,02030
2,31,4,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,02031
2,32,8,2,25.0,0,0.0,0,0.0,0,0.0,3,37.5,1,12.5,2,25.0,02032
2,33,2,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,02033
2,34,5,1,20.0,0,0.0,0,0.0,1,20.0,0,0.0,2,40.0,1,20.0,02034
2,35,8,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,2,25.0,2,25.0,02035
2,36,24,3,12.5,1,4.17,1,4.17,2,8.33,2,8.33,7,29.17,8,33.33,02036
2,37,35,7,20.0,0,0.0,0,0.0,1,2.86,5,14.29,5,14.29,17,48.57,02037
2,38,57,14,24.56,2,3.51,0,0.0,3,5.26,18,31.58,9,15.79,11,19.3,02038
2,39,9,2,22.22,1,11.11,0,0.0,2,22.22,1,11.11,3,33.33,0,0.0,02039
2,40,42,6,14.29,1,2.38,1,2.38,5,11.9,5,11.9,9,21.43,15,35.71,02040
2,41,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02041
2,42,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,02042
2,43,22,6,27.27,0,0.0,0,0.0,3,13.64,4,18.18,5,22.73,4,18.18,02043
2,44,4,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,1,25.0,1,25.0,02044
2,45,4,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,2,50.0,1,25.0,02045
2,46,3,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,02046
2,47,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,02047
2,48,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02048
2,49,17,4,23.53,0,0.0,0,0.0,4,23.53,0,0.0,6,35.29,3,17.65,02049
2,50,9,2,22.22,1,11.11,0,0.0,1,11.11,0,0.0,0,0.0,5,55.56,02050
2,51,6,3,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,2,33.33,02051
2,52,4,0,0.0,0,0.0,1,25.0,1,25.0,0,0.0,1,25.0,1,25.0,02052
2,53,19,2,10.53,0,0.0,0,0.0,3,15.79,2,10.53,0,0.0,12,63.16,02053
2,54,22,2,9.09,2,9.09,0,0.0,3,13.64,2,9.09,1,4.55,12,54.55,02054
2,55,20,2,10.0,2,10.0,0,0.0,1,5.0,2,10.0,1,5.0,12,60.0,02055
2,56,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02056
3,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03001
3,2,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03002
3,3,17,3,17.65,0,0.0,1,5.88,2,11.76,0,0.0,4,23.53,7,41.18,03003
3,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03004
3,5,3,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,03005
3,6,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,03006
3,7,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,5,83.33,03007
3,8,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03008
3,9,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03009
3,10,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,03010
3,11,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,03011
3,12,3,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,03012
3,13,5,2,40.0,0,0.0,0,0.0,2,40.0,0,0.0,0,0.0,1,20.0,03013
3,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03014
3,15,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,03015
3,16,2,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,03016
3,17,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,03017
3,18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03018
3,19,9,2,22.22,0,0.0,0,0.0,1,11.11,4,44.44,1,11.11,1,11.11,03019
3,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03020
3,21,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03021
3,22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03022
3,23,2,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,03023
3,24,3,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,03024
3,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03025
3,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03026
3,27,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,03027
3,28,41,5,12.2,1,2.44,0,0.0,9,21.95,2,4.88,3,7.32,21,51.22,03028
3,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03029
3,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03030
3,31,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,03031
3,32,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03032
3,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03033
3,34,2,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,03034
3,35,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,03035
3,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03036
3,37,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03037
3,38,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03038
3,39,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,2,66.67,03039
3,40,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,03040
3,41,5,0,0.0,0,0.0,0,0.0,2,40.0,1,20.0,1,20.0,1,20.0,03041
3,42,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03042
3,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03043
3,44,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03044
3,45,18,3,16.67,2,11.11,0,0.0,2,11.11,2,11.11,3,16.67,6,33.33,03045
3,46,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,03046
3,47,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03047
3,48,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,03048
3,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03049
3,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03050
4,1,11,2,18.18,0,0.0,0,0.0,3,27.27,0,0.0,3,27.27,3,27.27,04001
4,2,3,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,04002
4,3,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,04003
4,4,3,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,04004
4,5,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,04005
4,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04006
4,7,5,0,0.0,0,0.0,0,0.0,0,0.0,3,60.0,1,20.0,1,20.0,04007
4,8,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,04008
4,9,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04009
4,10,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,04010
4,11,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,04011
4,12,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,04012
4,13,5,0,0.0,0,0.0,0,0.0,3,60.0,1,20.0,0,0.0,1,20.0,04013
4,14,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04014
4,15,4,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,04015
4,16,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,04016
4,17,10,0,0.0,1,10.0,0,0.0,4,40.0,1,10.0,2,20.0,2,20.0,04017
4,18,6,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,3,50.0,2,33.33,04018
4,19,2,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,04019
4,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04020
4,21,7,3,42.86,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,1,14.29,04021
4,22,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,04022
4,23,8,2,25.0,0,0.0,0,0.0,0,0.0,2,25.0,0,0.0,4,50.0,04023
4,24,9,1,11.11,0,0.0,1,11.11,1,11.11,2,22.22,1,11.11,3,33.33,04024
4,25,5,1,20.0,0,0.0,0,0.0,1,20.0,1,20.0,2,40.0,0,0.0,04025
4,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04026
4,27,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,04027
4,28,6,3,50.0,1,16.67,0,0.0,2,33.33,0,0.0,0,0.0,0,0.0,04028
4,29,12,0,0.0,2,16.67,0,0.0,2,16.67,1,8.33,4,33.33,3,25.0,04029
4,30,3,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,04030
4,31,7,0,0.0,0,0.0,0,0.0,4,57.14,0,0.0,1,14.29,2,28.57,04031
4,32,5,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,3,60.0,1,20.0,04032
4,33,5,0,0.0,1,20.0,1,20.0,0,0.0,0,0.0,1,20.0,2,40.0,04033
4,34,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,2,50.0,04034
4,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04035
4,36,2,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,04036
4,37,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04037
4,38,4,0,0.0,0,0.0,0,0.0,3,75.0,0,0.0,0,0.0,1,25.0,04038
4,39,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04039
4,40,7,2,28.57,0,0.0,0,0.0,2,28.57,0,0.0,1,14.29,2,28.57,04040
4,41,3,2,66.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,04041
4,42,9,1,11.11,0,0.0,0,0.0,4,44.44,1,11.11,2,22.22,1,11.11,04042
4,43,2,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,04043
4,44,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04044
4,45,5,2,40.0,0,0.0,0,0.0,1,20.0,0,0.0,1,20.0,1,20.0,04045
4,46,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,04046
4,47,5,2,40.0,0,0.0,0,0.0,1,20.0,0,0.0,2,40.0,0,0.0,04047
4,48,19,4,21.05,0,0.0,0,0.0,2,10.53,7,36.84,1,5.26,5,26.32,04048
4,49,3,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,04049
4,50,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,04050
4,51,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,04051
4,52,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,04052
5,1,4,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0,0,0.0,05001
5,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05002
5,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05003
5,4,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,05004
5,5,4,1,25.0,2,50.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,05005
5,6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,2,66.67,05006
5,7,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05007
5,8,13,5,38.46,1,7.69,0,0.0,0,0.0,1,7.69,1,7.69,5,38.46,05008
5,9,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05009
5,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05010
5,11,6,1,16.67,0,0.0,0,0.0,2,33.33,3,50.0,0,0.0,0,0.0,05011
5,12,5,3,60.0,0,0.0,0,0.0,0,0.0,0,0.0,2,40.0,0,0.0,05012
5,13,7,1,14.29,1,14.29,0,0.0,0,0.0,1,14.29,3,42.86,1,14.29,05013
5,14,10,3,30.0,0,0.0,0,0.0,2,20.0,1,10.0,3,30.0,1,10.0,05014
5,15,4,0,0.0,2,50.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,05015
5,16,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,05016
5,17,4,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,05017
5,18,3,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,05018
5,19,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,05019
5,20,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,05020
5,21,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,05021
5,22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05022
5,23,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,05023
5,24,8,0,0.0,0,0.0,0,0.0,2,25.0,0,0.0,1,12.5,5,62.5,05024
5,25,5,0,0.0,2,40.0,0,0.0,1,20.0,0,0.0,1,20.0,1,20.0,05025
5,26,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,05026
5,27,14,3,21.43,0,0.0,0,0.0,2,14.29,3,21.43,3,21.43,3,21.43,05027
5,28,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05028
5,29,3,2,66.67,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,05029
5,30,16,1,6.25,0,0.0,0,0.0,2,12.5,0,0.0,4,25.0,9,56.25,05030
5,31,4,2,50.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,05031
5,32,5,1,20.0,0,0.0,0,0.0,2,40.0,0,0.0,1,20.0,1,20.0,05032
5,33,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,05033
5,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05034
5,35,10,3,30.0,1,10.0,0,0.0,2,20.0,0,0.0,1,10.0,3,30.0,05035
5,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05036
5,37,4,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,1,25.0,2,50.0,05037
5,38,12,2,16.67,1,8.33,1,8.33,4,33.33,1,8.33,2,16.67,1,8.33,05038
5,39,17,6,35.29,0,0.0,0,0.0,1,5.88,1,5.88,3,17.65,6,35.29,05039
5,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05040
5,41,7,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,85.71,05041
5,42,6,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,5,83.33,05042
5,43,2,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,05043
5,44,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05044
5,45,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05045
5,46,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,05046
5,47,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05047
5,48,3,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,05048
5,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05049
5,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05050
5,51,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,05051
5,52,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05052
5,53,3,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,05053
5,54,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,05054
5,55,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,05055
6,1,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06001
6,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06002
6,3,2,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,06003
6,4,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,1,33.33,06004
