ward,precinct,total,Carl Segvich,Carl Segvich Percent,precinct_id
15,33,0,0,0.0,15033
15,44,0,0,0.0,15044
15,45,2,2,100.0,15045
15,50,0,0,0.0,15050
16,1,1,1,100.0,16001
16,2,0,0,0.0,16002
16,6,1,1,100.0,16006
16,7,3,3,100.0,16007
16,8,0,0,0.0,16008
16,10,0,0,0.0,16010
16,11,2,2,100.0,16011
16,12,1,1,100.0,16012
16,13,2,2,100.0,16013
16,18,0,0,0.0,16018
16,19,0,0,0.0,16019
16,23,0,0,0.0,16023
16,29,2,2,100.0,16029
16,30,0,0,0.0,16030
16,44,3,3,100.0,16044
18,1,8,8,100.0,18001
18,2,9,9,100.0,18002
18,3,14,14,100.0,18003
18,6,21,21,100.0,18006
18,7,0,0,0.0,18007
18,11,10,10,100.0,18011
18,15,9,9,100.0,18015
18,17,1,1,100.0,18017
18,23,3,3,100.0,18023
18,28,18,18,100.0,18028
18,29,11,11,100.0,18029
18,36,3,3,100.0,18036
18,41,12,12,100.0,18041
18,43,7,7,100.0,18043
18,48,8,8,100.0,18048
18,55,13,13,100.0,18055
18,56,4,4,100.0,18056
18,57,1,1,100.0,18057
18,62,13,13,100.0,18062
19,1,20,20,100.0,19001
19,2,9,9,100.0,19002
19,3,36,36,100.0,19003
19,4,24,24,100.0,19004
19,5,14,14,100.0,19005
19,6,27,27,100.0,19006
19,7,15,15,100.0,19007
19,8,24,24,100.0,19008
19,9,20,20,100.0,19009
19,10,31,31,100.0,19010
19,11,31,31,100.0,19011
19,12,30,30,100.0,19012
19,13,1,1,100.0,19013
19,14,15,15,100.0,19014
19,15,38,38,100.0,19015
19,16,30,30,100.0,19016
19,17,17,17,100.0,19017
19,18,13,13,100.0,19018
19,19,14,14,100.0,19019
19,20,14,14,100.0,19020
19,21,33,33,100.0,19021
19,22,24,24,100.0,19022
19,23,26,26,100.0,19023
19,24,23,23,100.0,19024
19,25,39,39,100.0,19025
19,26,31,31,100.0,19026
19,27,7,7,100.0,19027
19,28,8,8,100.0,19028
19,29,31,31,100.0,19029
19,30,27,27,100.0,19030
19,31,20,20,100.0,19031
19,32,25,25,100.0,19032
19,33,32,32,100.0,19033
19,34,28,28,100.0,19034
19,35,14,14,100.0,19035
19,36,11,11,100.0,19036
19,37,19,19,100.0,19037
19,38,12,12,100.0,19038
19,39,0,0,0.0,19039
19,40,22,22,100.0,19040
19,41,25,25,100.0,19041
19,42,15,15,100.0,19042
19,44,23,23,100.0,19044
19,45,34,34,100.0,19045
19,46,26,26,100.0,19046
19,47,12,12,100.0,19047
19,49,15,15,100.0,19049
19,51,27,27,100.0,19051
19,52,34,34,100.0,19052
19,53,24,24,100.0,19053
19,54,27,27,100.0,19054
19,55,25,25,100.0,19055
19,56,29,29,100.0,19056
19,57,19,19,100.0,19057
19,58,29,29,100.0,19058
19,59,39,39,100.0,19059
19,60,2,2,100.0,19060
19,61,27,27,100.0,19061
19,62,15,15,100.0,19062
19,63,9,9,100.0,19063
19,64,20,20,100.0,19064
19,65,3,3,100.0,19065
20,41,0,0,0.0,20041
20,45,0,0,0.0,20045
23,1,18,18,100.0,23001
23,2,11,11,100.0,23002
23,3,17,17,100.0,23003
23,4,18,18,100.0,23004
23,5,9,9,100.0,23005
23,6,17,17,100.0,23006
23,7,21,21,100.0,23007
23,8,22,22,100.0,23008
23,10,13,13,100.0,23010
23,11,27,27,100.0,23011
23,12,28,28,100.0,23012
23,13,22,22,100.0,23013
23,14,20,20,100.0,23014
23,15,29,29,100.0,23015
23,16,20,20,100.0,23016
23,17,34,34,100.0,23017
23,18,18,18,100.0,23018
23,19,27,27,100.0,23019
23,20,10,10,100.0,23020
23,21,1,1,100.0,23021
23,22,22,22,100.0,23022
23,23,23,23,100.0,23023
23,25,6,6,100.0,23025
23,26,34,34,100.0,23026
23,27,21,21,100.0,23027
23,28,20,20,100.0,23028
23,30,20,20,100.0,23030
23,31,9,9,100.0,23031
23,32,6,6,100.0,23032
23,33,12,12,100.0,23033
23,34,6,6,100.0,23034
23,35,3,3,100.0,23035
23,36,24,24,100.0,23036
23,37,0,0,0.0,23037
23,38,11,11,100.0,23038
23,39,26,26,100.0,23039
23,40,26,26,100.0,23040
23,41,16,16,100.0,23041
23,42,15,15,100.0,23042
23,43,28,28,100.0,23043
23,44,13,13,100.0,23044
23,45,28,28,100.0,23045
23,46,18,18,100.0,23046
23,47,26,26,100.0,23047
23,48,11,11,100.0,23048
23,49,23,23,100.0,23049
23,50,5,5,100.0,23050
23,51,8,8,100.0,23051
23,52,26,26,100.0,23052
23,53,5,5,100.0,23053
23,54,33,33,100.0,23054
