ward,precinct,total,Carl Segvich,Carl Segvich Percent,precinct_id
16,2,3,3,100.0,16002
16,7,4,4,100.0,16007
16,8,2,2,100.0,16008
16,10,0,0,0.0,16010
16,11,2,2,100.0,16011
16,12,1,1,100.0,16012
16,13,2,2,100.0,16013
16,17,0,0,0.0,16017
16,18,5,5,100.0,16018
16,19,6,6,100.0,16019
16,21,0,0,0.0,16021
16,22,0,0,0.0,16022
16,23,0,0,0.0,16023
17,1,5,5,100.0,17001
17,7,5,5,100.0,17007
17,12,0,0,0.0,17012
17,16,3,3,100.0,17016
17,30,4,4,100.0,17030
18,2,15,15,100.0,18002
18,3,23,23,100.0,18003
18,6,31,31,100.0,18006
18,11,7,7,100.0,18011
18,15,9,9,100.0,18015
18,17,1,1,100.0,18017
18,24,9,9,100.0,18024
18,25,24,24,100.0,18025
18,28,18,18,100.0,18028
18,29,17,17,100.0,18029
18,30,27,27,100.0,18030
18,36,13,13,100.0,18036
18,40,11,11,100.0,18040
18,43,11,11,100.0,18043
18,44,33,33,100.0,18044
18,45,5,5,100.0,18045
18,46,20,20,100.0,18046
19,1,27,27,100.0,19001
19,2,15,15,100.0,19002
19,3,54,54,100.0,19003
19,4,56,56,100.0,19004
19,5,31,31,100.0,19005
19,6,44,44,100.0,19006
19,7,50,50,100.0,19007
19,8,55,55,100.0,19008
19,9,24,24,100.0,19009
19,10,30,30,100.0,19010
19,11,39,39,100.0,19011
19,12,28,28,100.0,19012
19,13,5,5,100.0,19013
19,14,12,12,100.0,19014
19,15,67,67,100.0,19015
19,16,62,62,100.0,19016
19,17,33,33,100.0,19017
19,18,17,17,100.0,19018
19,19,38,38,100.0,19019
19,20,13,13,100.0,19020
19,21,56,56,100.0,19021
19,22,40,40,100.0,19022
19,23,42,42,100.0,19023
19,24,36,36,100.0,19024
19,25,37,37,100.0,19025
19,26,42,42,100.0,19026
19,27,12,12,100.0,19027
19,28,14,14,100.0,19028
19,29,47,47,100.0,19029
19,30,35,35,100.0,19030
19,31,38,38,100.0,19031
19,32,26,26,100.0,19032
19,33,56,56,100.0,19033
19,34,34,34,100.0,19034
19,35,27,27,100.0,19035
19,36,11,11,100.0,19036
19,37,16,16,100.0,19037
19,38,14,14,100.0,19038
19,39,3,3,100.0,19039
19,40,40,40,100.0,19040
19,41,28,28,100.0,19041
19,42,20,20,100.0,19042
19,43,6,6,100.0,19043
19,44,40,40,100.0,19044
19,45,46,46,100.0,19045
19,46,48,48,100.0,19046
19,47,27,27,100.0,19047
19,48,2,2,100.0,19048
19,49,18,18,100.0,19049
19,50,16,16,100.0,19050
19,51,31,31,100.0,19051
19,52,63,63,100.0,19052
19,53,33,33,100.0,19053
19,54,34,34,100.0,19054
19,55,46,46,100.0,19055
19,56,33,33,100.0,19056
19,57,34,34,100.0,19057
20,4,1,1,100.0,20004
20,17,0,0,0.0,20017
20,21,0,0,0.0,20021
20,25,0,0,0.0,20025
23,1,21,21,100.0,23001
23,2,31,31,100.0,23002
23,3,41,41,100.0,23003
23,4,21,21,100.0,23004
23,6,8,8,100.0,23006
23,8,14,14,100.0,23008
23,10,6,6,100.0,23010
23,12,33,33,100.0,23012
23,14,26,26,100.0,23014
23,16,23,23,100.0,23016
23,18,17,17,100.0,23018
23,21,33,33,100.0,23021
23,22,27,27,100.0,23022
23,23,26,26,100.0,23023
23,25,12,12,100.0,23025
23,26,2,2,100.0,23026
23,27,24,24,100.0,23027
23,28,34,34,100.0,23028
23,29,22,22,100.0,23029
23,35,35,35,100.0,23035
23,36,27,27,100.0,23036
23,37,39,39,100.0,23037
23,38,28,28,100.0,23038
34,49,0,0,0.0,34049
