ward,precinct,total,Teresa Molina,Teresa Molina Percent,precinct_id
8,6,351,351,100.0,08006
8,7,390,390,100.0,08007
8,8,359,359,100.0,08008
8,9,231,231,100.0,08009
8,10,442,442,100.0,08010
8,11,295,295,100.0,08011
8,12,282,282,100.0,08012
8,13,374,374,100.0,08013
8,14,248,248,100.0,08014
8,15,315,315,100.0,08015
8,16,109,109,100.0,08016
8,17,303,303,100.0,08017
8,18,300,300,100.0,08018
8,19,399,399,100.0,08019
8,20,378,378,100.0,08020
8,21,447,447,100.0,08021
8,22,312,312,100.0,08022
8,23,267,267,100.0,08023
8,24,175,175,100.0,08024
8,25,313,313,100.0,08025
8,26,284,284,100.0,08026
8,27,372,372,100.0,08027
8,28,332,332,100.0,08028
8,29,356,356,100.0,08029
8,30,377,377,100.0,08030
8,31,258,258,100.0,08031
8,32,265,265,100.0,08032
8,33,259,259,100.0,08033
8,34,330,330,100.0,08034
8,35,377,377,100.0,08035
8,36,348,348,100.0,08036
8,37,265,265,100.0,08037
8,38,250,250,100.0,08038
8,39,331,331,100.0,08039
8,40,265,265,100.0,08040
8,41,346,346,100.0,08041
8,42,440,440,100.0,08042
8,43,185,185,100.0,08043
8,44,225,225,100.0,08044
8,45,271,271,100.0,08045
8,46,273,273,100.0,08046
8,47,290,290,100.0,08047
8,48,292,292,100.0,08048
8,49,324,324,100.0,08049
8,50,332,332,100.0,08050
8,51,342,342,100.0,08051
8,52,427,427,100.0,08052
8,53,211,211,100.0,08053
8,54,270,270,100.0,08054
8,55,256,256,100.0,08055
8,56,359,359,100.0,08056
9,1,306,306,100.0,09001
9,2,251,251,100.0,09002
9,3,169,169,100.0,09003
9,4,244,244,100.0,09004
9,5,330,330,100.0,09005
9,6,300,300,100.0,09006
9,7,243,243,100.0,09007
9,8,339,339,100.0,09008
9,9,359,359,100.0,09009
9,10,236,236,100.0,09010
9,11,228,228,100.0,09011
9,12,356,356,100.0,09012
9,13,354,354,100.0,09013
9,14,367,367,100.0,09014
9,15,320,320,100.0,09015
9,16,313,313,100.0,09016
9,17,207,207,100.0,09017
9,18,230,230,100.0,09018
9,19,322,322,100.0,09019
9,20,305,305,100.0,09020
9,21,303,303,100.0,09021
9,22,344,344,100.0,09022
9,23,353,353,100.0,09023
9,24,320,320,100.0,09024
9,25,311,311,100.0,09025
9,26,353,353,100.0,09026
9,27,267,267,100.0,09027
9,28,192,192,100.0,09028
9,29,267,267,100.0,09029
9,30,261,261,100.0,09030
9,31,270,270,100.0,09031
9,32,318,318,100.0,09032
9,33,202,202,100.0,09033
9,34,265,265,100.0,09034
9,35,305,305,100.0,09035
9,36,272,272,100.0,09036
9,37,479,479,100.0,09037
9,38,279,279,100.0,09038
9,39,333,333,100.0,09039
9,40,352,352,100.0,09040
9,41,256,256,100.0,09041
9,42,360,360,100.0,09042
9,43,268,268,100.0,09043
9,44,297,297,100.0,09044
9,45,256,256,100.0,09045
9,46,310,310,100.0,09046
9,47,343,343,100.0,09047
9,48,327,327,100.0,09048
9,49,333,333,100.0,09049
9,50,449,449,100.0,09050
9,51,318,318,100.0,09051
10,1,274,274,100.0,10001
10,2,297,297,100.0,10002
10,3,325,325,100.0,10003
10,4,263,263,100.0,10004
10,5,251,251,100.0,10005
10,6,277,277,100.0,10006
10,7,249,249,100.0,10007
10,8,153,153,100.0,10008
10,9,287,287,100.0,10009
10,10,367,367,100.0,10010
10,11,464,464,100.0,10011
10,12,250,250,100.0,10012
10,13,320,320,100.0,10013
10,14,433,433,100.0,10014
10,15,570,570,100.0,10015
10,16,241,241,100.0,10016
10,17,384,384,100.0,10017
10,18,194,194,100.0,10018
10,19,347,347,100.0,10019
10,20,355,355,100.0,10020
10,21,334,334,100.0,10021
10,22,218,218,100.0,10022
10,23,314,314,100.0,10023
10,24,296,296,100.0,10024
10,25,101,101,100.0,10025
10,26,265,265,100.0,10026
10,27,298,298,100.0,10027
10,28,411,411,100.0,10028
10,29,374,374,100.0,10029
10,30,341,341,100.0,10030
10,31,307,307,100.0,10031
10,32,372,372,100.0,10032
10,33,292,292,100.0,10033
10,34,216,216,100.0,10034
10,35,351,351,100.0,10035
10,36,89,89,100.0,10036
11,1,400,400,100.0,11001
11,2,31,31,100.0,11002
11,3,426,426,100.0,11003
11,4,317,317,100.0,11004
11,5,520,520,100.0,11005
11,6,638,638,100.0,11006
11,7,407,407,100.0,11007
11,8,397,397,100.0,11008
11,9,334,334,100.0,11009
11,10,392,392,100.0,11010
11,11,409,409,100.0,11011
11,12,427,427,100.0,11012
11,13,363,363,100.0,11013
11,14,191,191,100.0,11014
11,15,149,149,100.0,11015
11,16,261,261,100.0,11016
11,17,488,488,100.0,11017
11,18,294,294,100.0,11018
11,19,519,519,100.0,11019
11,20,258,258,100.0,11020
11,21,415,415,100.0,11021
11,22,487,487,100.0,11022
11,23,207,207,100.0,11023
11,24,414,414,100.0,11024
11,25,472,472,100.0,11025
11,26,387,387,100.0,11026
11,27,154,154,100.0,11027
11,28,171,171,100.0,11028
11,29,424,424,100.0,11029
11,30,186,186,100.0,11030
11,31,327,327,100.0,11031
11,32,138,138,100.0,11032
11,33,540,540,100.0,11033
11,34,108,108,100.0,11034
11,35,59,59,100.0,11035
11,36,182,182,100.0,11036
11,37,110,110,100.0,11037
11,38,218,218,100.0,11038
12,1,346,346,100.0,12001
12,2,299,299,100.0,12002
12,3,438,438,100.0,12003
12,4,435,435,100.0,12004
12,5,309,309,100.0,12005
12,6,439,439,100.0,12006
12,7,341,341,100.0,12007
12,8,348,348,100.0,12008
12,9,287,287,100.0,12009
12,10,470,470,100.0,12010
12,11,395,395,100.0,12011
12,12,370,370,100.0,12012
12,13,403,403,100.0,12013
12,14,335,335,100.0,12014
12,15,324,324,100.0,12015
12,16,325,325,100.0,12016
12,17,450,450,100.0,12017
12,18,314,314,100.0,12018
12,19,365,365,100.0,12019
12,20,449,449,100.0,12020
12,21,407,407,100.0,12021
12,22,360,360,100.0,12022
12,23,371,371,100.0,12023
13,1,276,276,100.0,13001
13,2,213,213,100.0,13002
13,3,269,269,100.0,13003
13,4,300,300,100.0,13004
13,5,410,410,100.0,13005
13,6,259,259,100.0,13006
13,7,282,282,100.0,13007
13,8,235,235,100.0,13008
13,9,363,363,100.0,13009
13,10,229,229,100.0,13010
13,11,313,313,100.0,13011
13,12,290,290,100.0,13012
13,13,308,308,100.0,13013
13,14,288,288,100.0,13014
13,15,482,482,100.0,13015
13,16,247,247,100.0,13016
13,17,262,262,100.0,13017
13,18,227,227,100.0,13018
13,19,425,425,100.0,13019
13,20,187,187,100.0,13020
13,21,281,281,100.0,13021
13,22,291,291,100.0,13022
13,23,255,255,100.0,13023
13,24,326,326,100.0,13024
13,25,334,334,100.0,13025
13,26,320,320,100.0,13026
13,27,285,285,100.0,13027
13,28,252,252,100.0,13028
13,29,271,271,100.0,13029
13,30,280,280,100.0,13030
13,31,304,304,100.0,13031
13,32,235,235,100.0,13032
13,33,260,260,100.0,13033
13,34,341,341,100.0,13034
13,35,278,278,100.0,13035
13,36,240,240,100.0,13036
13,37,325,325,100.0,13037
13,38,230,230,100.0,13038
13,39,332,332,100.0,13039
13,40,302,302,100.0,13040
13,41,409,409,100.0,13041
13,42,275,275,100.0,13042
13,43,305,305,100.0,13043
13,44,354,354,100.0,13044
13,45,320,320,100.0,13045
13,46,382,382,100.0,13046
13,47,362,362,100.0,13047
13,48,251,251,100.0,13048
14,1,299,299,100.0,14001
14,2,514,514,100.0,14002
14,3,347,347,100.0,14003
14,4,290,290,100.0,14004
14,5,509,509,100.0,14005
14,6,188,188,100.0,14006
14,7,493,493,100.0,14007
14,8,436,436,100.0,14008
14,9,386,386,100.0,14009
14,10,263,263,100.0,14010
14,11,209,209,100.0,14011
14,12,369,369,100.0,14012
14,13,338,338,100.0,14013
14,14,361,361,100.0,14014
14,15,382,382,100.0,14015
14,16,252,252,100.0,14016
14,17,298,298,100.0,14017
14,18,172,172,100.0,14018
14,19,361,361,100.0,14019
14,20,277,277,100.0,14020
14,21,358,358,100.0,14021
14,22,427,427,100.0,14022
14,23,258,258,100.0,14023
14,24,378,378,100.0,14024
14,25,185,185,100.0,14025
14,26,267,267,100.0,14026
14,27,357,357,100.0,14027
14,28,317,317,100.0,14028
14,29,250,250,100.0,14029
14,30,263,263,100.0,14030
14,31,198,198,100.0,14031
15,1,302,302,100.0,15001
15,2,186,186,100.0,15002
15,3,188,188,100.0,15003
15,4,372,372,100.0,15004
15,5,308,308,100.0,15005
15,6,371,371,100.0,15006
15,7,181,181,100.0,15007
15,8,343,343,100.0,15008
15,9,479,479,100.0,15009
15,10,457,457,100.0,15010
15,11,443,443,100.0,15011
15,12,430,430,100.0,15012
15,13,355,355,100.0,15013
15,14,311,311,100.0,15014
15,15,306,306,100.0,15015
15,16,399,399,100.0,15016
15,17,188,188,100.0,15017
15,18,142,142,100.0,15018
15,19,284,284,100.0,15019
15,20,184,184,100.0,15020
15,21,152,152,100.0,15021
15,22,156,156,100.0,15022
15,23,207,207,100.0,15023
15,24,186,186,100.0,15024
16,1,442,442,100.0,16001
16,2,237,237,100.0,16002
16,3,226,226,100.0,16003
16,4,251,251,100.0,16004
16,5,185,185,100.0,16005
16,6,210,210,100.0,16006
16,7,258,258,100.0,16007
16,8,161,161,100.0,16008
16,9,222,222,100.0,16009
16,10,208,208,100.0,16010
16,11,264,264,100.0,16011
16,12,215,215,100.0,16012
16,13,295,295,100.0,16013
16,14,168,168,100.0,16014
16,15,220,220,100.0,16015
16,16,204,204,100.0,16016
16,17,342,342,100.0,16017
16,18,268,268,100.0,16018
16,19,241,241,100.0,16019
16,20,158,158,100.0,16020
16,21,196,196,100.0,16021
16,22,229,229,100.0,16022
16,23,383,383,100.0,16023
16,24,116,116,100.0,16024
16,25,253,253,100.0,16025
16,26,164,164,100.0,16026
16,27,148,148,100.0,16027
16,28,176,176,100.0,16028
16,29,174,174,100.0,16029
16,30,171,171,100.0,16030
16,31,207,207,100.0,16031
16,32,365,365,100.0,16032
16,33,183,183,100.0,16033
16,34,194,194,100.0,16034
16,35,363,363,100.0,16035
16,36,168,168,100.0,16036
17,1,331,331,100.0,17001
17,2,279,279,100.0,17002
17,3,295,295,100.0,17003
17,4,294,294,100.0,17004
17,5,219,219,100.0,17005
17,6,306,306,100.0,17006
17,7,287,287,100.0,17007
17,8,238,238,100.0,17008
17,9,233,233,100.0,17009
17,10,362,362,100.0,17010
17,11,211,211,100.0,17011
17,12,419,419,100.0,17012
17,13,226,226,100.0,17013
17,14,338,338,100.0,17014
17,15,298,298,100.0,17015
17,16,330,330,100.0,17016
17,17,299,299,100.0,17017
17,18,364,364,100.0,17018
17,19,176,176,100.0,17019
17,20,397,397,100.0,17020
17,21,350,350,100.0,17021
17,22,287,287,100.0,17022
17,23,192,192,100.0,17023
17,24,308,308,100.0,17024
17,25,226,226,100.0,17025
17,26,299,299,100.0,17026
17,27,253,253,100.0,17027
17,28,226,226,100.0,17028
17,29,291,291,100.0,17029
17,30,310,310,100.0,17030
17,31,194,194,100.0,17031
17,32,225,225,100.0,17032
17,33,171,171,100.0,17033
17,34,229,229,100.0,17034
17,35,200,200,100.0,17035
17,36,264,264,100.0,17036
17,37,247,247,100.0,17037
17,38,294,294,100.0,17038
17,39,280,280,100.0,17039
17,40,323,323,100.0,17040
17,41,412,412,100.0,17041
18,1,334,334,100.0,18001
18,2,388,388,100.0,18002
18,3,282,282,100.0,18003
18,4,375,375,100.0,18004
18,5,203,203,100.0,18005
18,6,291,291,100.0,18006
18,7,341,341,100.0,18007
18,8,352,352,100.0,18008
18,9,329,329,100.0,18009
18,10,458,458,100.0,18010
18,11,328,328,100.0,18011
18,12,314,314,100.0,18012
18,13,384,384,100.0,18013
18,14,354,354,100.0,18014
18,15,375,375,100.0,18015
18,16,354,354,100.0,18016
18,17,373,373,100.0,18017
18,18,265,265,100.0,18018
18,19,309,309,100.0,18019
18,20,231,231,100.0,18020
18,21,421,421,100.0,18021
18,22,398,398,100.0,18022
18,23,335,335,100.0,18023
18,24,313,313,100.0,18024
18,25,362,362,100.0,18025
18,26,460,460,100.0,18026
18,27,307,307,100.0,18027
18,28,287,287,100.0,18028
18,29,404,404,100.0,18029
18,30,405,405,100.0,18030
18,31,387,387,100.0,18031
18,32,345,345,100.0,18032
18,33,275,275,100.0,18033
18,34,374,374,100.0,18034
18,35,421,421,100.0,18035
18,36,371,371,100.0,18036
18,37,419,419,100.0,18037
18,38,313,313,100.0,18038
18,39,299,299,100.0,18039
18,40,364,364,100.0,18040
18,41,433,433,100.0,18041
18,42,303,303,100.0,18042
18,43,306,306,100.0,18043
18,44,291,291,100.0,18044
18,45,369,369,100.0,18045
18,46,370,370,100.0,18046
18,47,273,273,100.0,18047
18,48,275,275,100.0,18048
18,49,229,229,100.0,18049
18,50,235,235,100.0,18050
19,1,242,242,100.0,19001
19,2,491,491,100.0,19002
19,3,196,196,100.0,19003
19,4,303,303,100.0,19004
19,5,395,395,100.0,19005
19,6,281,281,100.0,19006
19,7,254,254,100.0,19007
19,8,303,303,100.0,19008
19,9,204,204,100.0,19009
19,10,441,441,100.0,19010
19,11,217,217,100.0,19011
19,12,202,202,100.0,19012
19,13,444,444,100.0,19013
19,14,383,383,100.0,19014
19,15,378,378,100.0,19015
19,16,271,271,100.0,19016
19,17,254,254,100.0,19017
19,18,350,350,100.0,19018
19,19,435,435,100.0,19019
19,20,321,321,100.0,19020
19,21,280,280,100.0,19021
19,22,374,374,100.0,19022
19,23,306,306,100.0,19023
19,24,212,212,100.0,19024
19,25,314,314,100.0,19025
19,26,319,319,100.0,19026
19,27,380,380,100.0,19027
19,28,433,433,100.0,19028
19,29,258,258,100.0,19029
19,30,272,272,100.0,19030
19,31,302,302,100.0,19031
19,32,261,261,100.0,19032
19,33,279,279,100.0,19033
19,34,298,298,100.0,19034
19,35,317,317,100.0,19035
19,36,502,502,100.0,19036
19,37,387,387,100.0,19037
19,38,330,330,100.0,19038
19,39,190,190,100.0,19039
19,40,371,371,100.0,19040
19,41,235,235,100.0,19041
19,42,303,303,100.0,19042
19,43,512,512,100.0,19043
19,44,290,290,100.0,19044
19,45,339,339,100.0,19045
19,46,264,264,100.0,19046
19,47,532,532,100.0,19047
19,48,446,446,100.0,19048
19,49,471,471,100.0,19049
19,50,276,276,100.0,19050
19,51,334,334,100.0,19051
19,52,330,330,100.0,19052
19,53,290,290,100.0,19053
19,54,183,183,100.0,19054
19,55,219,219,100.0,19055
19,56,399,399,100.0,19056
19,57,309,309,100.0,19057
20,1,377,377,100.0,20001
20,2,104,104,100.0,20002
20,3,322,322,100.0,20003
20,4,155,155,100.0,20004
20,5,398,398,100.0,20005
20,6,136,136,100.0,20006
20,7,387,387,100.0,20007
20,8,281,281,100.0,20008
20,9,502,502,100.0,20009
20,10,240,240,100.0,20010
20,11,426,426,100.0,20011
20,12,295,295,100.0,20012
20,13,293,293,100.0,20013
20,14,190,190,100.0,20014
20,15,333,333,100.0,20015
20,16,394,394,100.0,20016
20,17,199,199,100.0,20017
20,18,224,224,100.0,20018
20,19,347,347,100.0,20019
20,20,255,255,100.0,20020
20,21,252,252,100.0,20021
20,22,481,481,100.0,20022
20,23,281,281,100.0,20023
20,24,444,444,100.0,20024
20,25,200,200,100.0,20025
20,26,328,328,100.0,20026
20,27,160,160,100.0,20027
20,28,211,211,100.0,20028
20,29,348,348,100.0,20029
20,30,144,144,100.0,20030
20,31,378,378,100.0,20031
20,32,244,244,100.0,20032
20,33,211,211,100.0,20033
20,34,431,431,100.0,20034
20,35,213,213,100.0,20035
20,36,103,103,100.0,20036
20,37,91,91,100.0,20037
20,38,102,102,100.0,20038
20,39,22,22,100.0,20039
21,1,352,352,100.0,21001
21,2,226,226,100.0,21002
21,3,327,327,100.0,21003
21,4,325,325,100.0,21004
21,5,350,350,100.0,21005
21,6,257,257,100.0,21006
21,7,327,327,100.0,21007
21,8,353,353,100.0,21008
21,9,348,348,100.0,21009
21,10,282,282,100.0,21010
21,11,309,309,100.0,21011
21,12,296,296,100.0,21012
21,13,316,316,100.0,21013
21,14,360,360,100.0,21014
21,15,292,292,100.0,21015
21,16,285,285,100.0,21016
21,17,268,268,100.0,21017
21,18,355,355,100.0,21018
21,19,377,377,100.0,21019
21,20,297,297,100.0,21020
21,21,272,272,100.0,21021
21,22,295,295,100.0,21022
21,23,297,297,100.0,21023
21,24,360,360,100.0,21024
21,25,297,297,100.0,21025
21,26,327,327,100.0,21026
21,27,357,357,100.0,21027
21,28,378,378,100.0,21028
21,29,346,346,100.0,21029
21,30,277,277,100.0,21030
21,31,245,245,100.0,21031
21,32,330,330,100.0,21032
21,33,269,269,100.0,21033
21,34,290,290,100.0,21034
21,35,398,398,100.0,21035
21,36,300,300,100.0,21036
21,37,251,251,100.0,21037
21,38,331,331,100.0,21038
21,39,330,330,100.0,21039
21,40,278,278,100.0,21040
21,41,336,336,100.0,21041
21,42,360,360,100.0,21042
21,43,340,340,100.0,21043
21,44,355,355,100.0,21044
21,45,316,316,100.0,21045
21,46,351,351,100.0,21046
21,47,286,286,100.0,21047
21,48,303,303,100.0,21048
21,49,358,358,100.0,21049
21,50,223,223,100.0,21050
21,51,358,358,100.0,21051
21,52,309,309,100.0,21052
21,53,249,249,100.0,21053
21,54,263,263,100.0,21054
22,1,192,192,100.0,22001
22,2,397,397,100.0,22002
22,3,573,573,100.0,22003
22,4,287,287,100.0,22004
22,5,306,306,100.0,22005
22,6,321,321,100.0,22006
22,7,310,310,100.0,22007
22,8,479,479,100.0,22008
22,9,271,271,100.0,22009
22,10,455,455,100.0,22010
22,11,256,256,100.0,22011
22,12,258,258,100.0,22012
22,13,353,353,100.0,22013
22,14,284,284,100.0,22014
22,15,307,307,100.0,22015
22,16,291,291,100.0,22016
22,17,444,444,100.0,22017
22,18,299,299,100.0,22018
22,19,157,157,100.0,22019
22,20,374,374,100.0,22020
22,21,296,296,100.0,22021
22,22,321,321,100.0,22022
22,23,359,359,100.0,22023
22,24,423,423,100.0,22024
22,25,341,341,100.0,22025
23,1,252,252,100.0,23001
23,2,294,294,100.0,23002
23,3,242,242,100.0,23003
23,4,310,310,100.0,23004
23,5,339,339,100.0,23005
23,6,328,328,100.0,23006
23,7,331,331,100.0,23007
23,8,379,379,100.0,23008
23,9,350,350,100.0,23009
23,10,388,388,100.0,23010
23,11,408,408,100.0,23011
23,12,275,275,100.0,23012
23,13,322,322,100.0,23013
23,14,266,266,100.0,23014
23,15,305,305,100.0,23015
