ward,precinct,total,Laura Ayala-Gonzalez,Laura Ayala-Gonzalez Percent,precinct_id
45,42,345,345,100.0,45042
45,43,365,365,100.0,45043
45,44,317,317,100.0,45044
45,45,214,214,100.0,45045
45,46,272,272,100.0,45046
45,47,238,238,100.0,45047
45,48,258,258,100.0,45048
46,1,381,381,100.0,46001
46,2,510,510,100.0,46002
46,3,594,594,100.0,46003
46,4,491,491,100.0,46004
46,5,711,711,100.0,46005
46,6,455,455,100.0,46006
46,7,486,486,100.0,46007
46,8,346,346,100.0,46008
46,9,587,587,100.0,46009
46,10,922,922,100.0,46010
46,11,505,505,100.0,46011
46,12,569,569,100.0,46012
46,13,551,551,100.0,46013
46,14,555,555,100.0,46014
46,15,555,555,100.0,46015
46,16,594,594,100.0,46016
46,17,555,555,100.0,46017
46,18,580,580,100.0,46018
46,19,340,340,100.0,46019
46,20,452,452,100.0,46020
46,21,387,387,100.0,46021
46,22,369,369,100.0,46022
46,23,498,498,100.0,46023
46,24,658,658,100.0,46024
46,25,504,504,100.0,46025
46,26,756,756,100.0,46026
46,27,701,701,100.0,46027
46,28,478,478,100.0,46028
46,29,407,407,100.0,46029
46,30,568,568,100.0,46030
46,31,552,552,100.0,46031
46,32,484,484,100.0,46032
46,33,568,568,100.0,46033
46,34,676,676,100.0,46034
46,35,587,587,100.0,46035
46,36,480,480,100.0,46036
46,37,410,410,100.0,46037
46,38,640,640,100.0,46038
46,39,461,461,100.0,46039
46,40,444,444,100.0,46040
47,1,358,358,100.0,47001
47,2,494,494,100.0,47002
47,3,487,487,100.0,47003
47,4,618,618,100.0,47004
47,5,567,567,100.0,47005
47,6,664,664,100.0,47006
47,7,486,486,100.0,47007
47,8,492,492,100.0,47008
47,9,502,502,100.0,47009
47,10,632,632,100.0,47010
47,11,541,541,100.0,47011
47,12,576,576,100.0,47012
47,13,528,528,100.0,47013
47,14,481,481,100.0,47014
47,15,650,650,100.0,47015
47,16,510,510,100.0,47016
47,17,516,516,100.0,47017
47,18,478,478,100.0,47018
47,19,869,869,100.0,47019
47,20,545,545,100.0,47020
47,21,507,507,100.0,47021
47,22,555,555,100.0,47022
47,23,617,617,100.0,47023
47,24,574,574,100.0,47024
47,25,662,662,100.0,47025
47,26,760,760,100.0,47026
47,27,442,442,100.0,47027
47,28,486,486,100.0,47028
47,29,632,632,100.0,47029
47,30,673,673,100.0,47030
47,31,582,582,100.0,47031
47,32,664,664,100.0,47032
47,33,520,520,100.0,47033
47,34,547,547,100.0,47034
47,35,504,504,100.0,47035
47,36,606,606,100.0,47036
47,37,496,496,100.0,47037
47,38,516,516,100.0,47038
47,39,513,513,100.0,47039
47,40,482,482,100.0,47040
47,41,584,584,100.0,47041
47,42,520,520,100.0,47042
47,43,467,467,100.0,47043
47,44,461,461,100.0,47044
47,45,475,475,100.0,47045
47,46,508,508,100.0,47046
47,47,633,633,100.0,47047
47,48,33,33,100.0,47048
48,1,515,515,100.0,48001
48,2,212,212,100.0,48002
48,3,576,576,100.0,48003
48,4,496,496,100.0,48004
48,5,263,263,100.0,48005
48,6,593,593,100.0,48006
48,7,547,547,100.0,48007
48,8,243,243,100.0,48008
48,9,307,307,100.0,48009
48,10,745,745,100.0,48010
48,11,414,414,100.0,48011
48,12,630,630,100.0,48012
48,13,621,621,100.0,48013
48,14,215,215,100.0,48014
48,15,321,321,100.0,48015
48,16,552,552,100.0,48016
48,17,434,434,100.0,48017
48,18,325,325,100.0,48018
48,19,357,357,100.0,48019
48,20,522,522,100.0,48020
48,21,614,614,100.0,48021
48,22,365,365,100.0,48022
48,23,455,455,100.0,48023
48,24,528,528,100.0,48024
48,25,428,428,100.0,48025
48,26,243,243,100.0,48026
48,27,511,511,100.0,48027
48,28,549,549,100.0,48028
48,29,213,213,100.0,48029
48,30,437,437,100.0,48030
48,31,738,738,100.0,48031
48,32,568,568,100.0,48032
48,33,262,262,100.0,48033
48,34,440,440,100.0,48034
48,35,281,281,100.0,48035
48,36,268,268,100.0,48036
48,37,539,539,100.0,48037
48,38,495,495,100.0,48038
48,39,361,361,100.0,48039
48,40,472,472,100.0,48040
48,41,667,667,100.0,48041
48,42,590,590,100.0,48042
48,43,610,610,100.0,48043
48,44,674,674,100.0,48044
48,45,387,387,100.0,48045
48,46,312,312,100.0,48046
49,1,314,314,100.0,49001
49,2,323,323,100.0,49002
49,3,643,643,100.0,49003
49,4,644,644,100.0,49004
49,5,476,476,100.0,49005
49,6,457,457,100.0,49006
49,7,404,404,100.0,49007
49,8,452,452,100.0,49008
49,9,515,515,100.0,49009
49,10,611,611,100.0,49010
49,11,659,659,100.0,49011
49,12,635,635,100.0,49012
49,13,597,597,100.0,49013
49,14,399,399,100.0,49014
49,15,399,399,100.0,49015
49,16,461,461,100.0,49016
49,17,402,402,100.0,49017
49,18,660,660,100.0,49018
49,19,490,490,100.0,49019
49,20,794,794,100.0,49020
49,21,323,323,100.0,49021
49,22,513,513,100.0,49022
49,23,670,670,100.0,49023
49,24,411,411,100.0,49024
49,25,642,642,100.0,49025
49,26,582,582,100.0,49026
49,27,579,579,100.0,49027
49,28,729,729,100.0,49028
49,29,604,604,100.0,49029
49,30,525,525,100.0,49030
49,31,359,359,100.0,49031
49,32,485,485,100.0,49032
49,33,412,412,100.0,49033
50,1,268,268,100.0,50001
50,2,196,196,100.0,50002
50,3,269,269,100.0,50003
50,4,376,376,100.0,50004
50,5,192,192,100.0,50005
50,6,371,371,100.0,50006
50,7,459,459,100.0,50007
50,8,381,381,100.0,50008
50,9,296,296,100.0,50009
50,10,350,350,100.0,50010
50,11,142,142,100.0,50011
50,12,118,118,100.0,50012
50,13,494,494,100.0,50013
50,14,99,99,100.0,50014
50,15,459,459,100.0,50015
50,16,90,90,100.0,50016
50,17,371,371,100.0,50017
50,18,35,35,100.0,50018
50,19,316,316,100.0,50019
50,20,403,403,100.0,50020
50,21,321,321,100.0,50021
50,22,302,302,100.0,50022
50,23,237,237,100.0,50023
50,24,176,176,100.0,50024
50,25,273,273,100.0,50025
50,26,368,368,100.0,50026
50,27,96,96,100.0,50027
50,28,428,428,100.0,50028
50,29,389,389,100.0,50029
50,30,322,322,100.0,50030
50,31,562,562,100.0,50031
50,32,468,468,100.0,50032
50,33,197,197,100.0,50033
50,34,447,447,100.0,50034
50,35,525,525,100.0,50035
50,36,371,371,100.0,50036
50,37,401,401,100.0,50037
50,38,119,119,100.0,50038
50,39,217,217,100.0,50039
50,40,196,196,100.0,50040
