ward,precinct,total,CARL HAWKINSON,CARL HAWKINSON Percent,JACK J. McINERNEY,JACK J. McINERNEY Percent,CHARLES G. OWENS,CHARLES G. OWENS Percent,WILLIAM A. O'CONNOR,WILLIAM A. O'CONNOR Percent,precinct_id
3,9,3,0,0.0,0,0.0,2,66.67,1,33.33,03009
3,10,1,1,100.0,0,0.0,0,0.0,0,0.0,03010
3,11,1,0,0.0,0,0.0,0,0.0,1,100.0,03011
3,12,4,2,50.0,0,0.0,0,0.0,2,50.0,03012
3,13,1,0,0.0,1,100.0,0,0.0,0,0.0,03013
3,14,2,0,0.0,2,100.0,0,0.0,0,0.0,03014
3,15,0,0,0.0,0,0.0,0,0.0,0,0.0,03015
3,16,1,0,0.0,0,0.0,1,100.0,0,0.0,03016
3,17,1,1,100.0,0,0.0,0,0.0,0,0.0,03017
3,18,0,0,0.0,0,0.0,0,0.0,0,0.0,03018
3,19,2,1,50.0,0,0.0,0,0.0,1,50.0,03019
3,20,1,0,0.0,0,0.0,0,0.0,1,100.0,03020
3,21,1,1,100.0,0,0.0,0,0.0,0,0.0,03021
3,22,1,0,0.0,0,0.0,0,0.0,1,100.0,03022
3,23,0,0,0.0,0,0.0,0,0.0,0,0.0,03023
3,24,3,0,0.0,0,0.0,2,66.67,1,33.33,03024
3,25,1,0,0.0,0,0.0,0,0.0,1,100.0,03025
3,26,0,0,0.0,0,0.0,0,0.0,0,0.0,03026
3,27,1,0,0.0,0,0.0,1,100.0,0,0.0,03027
3,28,2,1,50.0,0,0.0,1,50.0,0,0.0,03028
3,29,0,0,0.0,0,0.0,0,0.0,0,0.0,03029
3,30,2,1,50.0,0,0.0,0,0.0,1,50.0,03030
3,31,0,0,0.0,0,0.0,0,0.0,0,0.0,03031
3,32,0,0,0.0,0,0.0,0,0.0,0,0.0,03032
3,33,2,0,0.0,0,0.0,0,0.0,2,100.0,03033
3,34,0,0,0.0,0,0.0,0,0.0,0,0.0,03034
3,35,1,0,0.0,1,100.0,0,0.0,0,0.0,03035
3,36,3,0,0.0,1,33.33,0,0.0,2,66.67,03036
3,37,0,0,0.0,0,0.0,0,0.0,0,0.0,03037
3,38,2,0,0.0,1,50.0,1,50.0,0,0.0,03038
3,39,6,0,0.0,0,0.0,1,16.67,5,83.33,03039
3,40,3,1,33.33,0,0.0,0,0.0,2,66.67,03040
3,41,0,0,0.0,0,0.0,0,0.0,0,0.0,03041
3,42,1,1,100.0,0,0.0,0,0.0,0,0.0,03042
3,43,0,0,0.0,0,0.0,0,0.0,0,0.0,03043
3,44,0,0,0.0,0,0.0,0,0.0,0,0.0,03044
3,45,0,0,0.0,0,0.0,0,0.0,0,0.0,03045
3,46,0,0,0.0,0,0.0,0,0.0,0,0.0,03046
3,47,4,1,25.0,0,0.0,2,50.0,1,25.0,03047
3,48,4,0,0.0,0,0.0,2,50.0,2,50.0,03048
3,49,1,0,0.0,0,0.0,1,100.0,0,0.0,03049
3,50,0,0,0.0,0,0.0,0,0.0,0,0.0,03050
3,51,4,3,75.0,0,0.0,0,0.0,1,25.0,03051
3,52,0,0,0.0,0,0.0,0,0.0,0,0.0,03052
4,1,3,1,33.33,0,0.0,1,33.33,1,33.33,04001
4,2,0,0,0.0,0,0.0,0,0.0,0,0.0,04002
4,3,3,1,33.33,0,0.0,1,33.33,1,33.33,04003
4,4,1,0,0.0,0,0.0,0,0.0,1,100.0,04004
4,5,2,2,100.0,0,0.0,0,0.0,0,0.0,04005
4,6,0,0,0.0,0,0.0,0,0.0,0,0.0,04006
4,7,2,0,0.0,1,50.0,0,0.0,1,50.0,04007
4,8,0,0,0.0,0,0.0,0,0.0,0,0.0,04008
4,9,6,3,50.0,1,16.67,1,16.67,1,16.67,04009
4,10,6,2,33.33,0,0.0,2,33.33,2,33.33,04010
4,11,3,0,0.0,0,0.0,0,0.0,3,100.0,04011
4,12,1,1,100.0,0,0.0,0,0.0,0,0.0,04012
4,13,6,3,50.0,0,0.0,1,16.67,2,33.33,04013
4,14,1,0,0.0,0,0.0,0,0.0,1,100.0,04014
4,15,2,0,0.0,1,50.0,0,0.0,1,50.0,04015
4,16,3,0,0.0,1,33.33,1,33.33,1,33.33,04016
4,17,15,7,46.67,3,20.0,1,6.67,4,26.67,04017
4,18,3,1,33.33,0,0.0,0,0.0,2,66.67,04018
4,19,3,0,0.0,0,0.0,1,33.33,2,66.67,04019
4,20,0,0,0.0,0,0.0,0,0.0,0,0.0,04020
4,21,6,2,33.33,1,16.67,1,16.67,2,33.33,04021
4,22,6,2,33.33,0,0.0,2,33.33,2,33.33,04022
4,23,2,0,0.0,1,50.0,0,0.0,1,50.0,04023
4,24,4,0,0.0,1,25.0,0,0.0,3,75.0,04024
4,25,2,2,100.0,0,0.0,0,0.0,0,0.0,04025
4,26,0,0,0.0,0,0.0,0,0.0,0,0.0,04026
4,27,1,1,100.0,0,0.0,0,0.0,0,0.0,04027
4,28,11,3,27.27,2,18.18,0,0.0,6,54.55,04028
4,29,11,7,63.64,0,0.0,0,0.0,4,36.36,04029
4,30,1,1,100.0,0,0.0,0,0.0,0,0.0,04030
4,31,1,0,0.0,1,100.0,0,0.0,0,0.0,04031
4,32,14,3,21.43,2,14.29,1,7.14,8,57.14,04032
4,33,2,1,50.0,0,0.0,1,50.0,0,0.0,04033
4,34,19,11,57.89,4,21.05,1,5.26,3,15.79,04034
4,35,0,0,0.0,0,0.0,0,0.0,0,0.0,04035
4,36,3,1,33.33,0,0.0,0,0.0,2,66.67,04036
4,37,1,0,0.0,0,0.0,0,0.0,1,100.0,04037
4,38,6,2,33.33,0,0.0,1,16.67,3,50.0,04038
4,39,0,0,0.0,0,0.0,0,0.0,0,0.0,04039
4,40,2,0,0.0,1,50.0,1,50.0,0,0.0,04040
4,41,7,1,14.29,1,14.29,1,14.29,4,57.14,04041
4,42,1,0,0.0,0,0.0,1,100.0,0,0.0,04042
4,43,6,4,66.67,2,33.33,0,0.0,0,0.0,04043
4,44,2,2,100.0,0,0.0,0,0.0,0,0.0,04044
4,45,4,4,100.0,0,0.0,0,0.0,0,0.0,04045
4,46,1,0,0.0,1,100.0,0,0.0,0,0.0,04046
4,47,7,1,14.29,0,0.0,2,28.57,4,57.14,04047
4,48,12,7,58.33,0,0.0,2,16.67,3,25.0,04048
4,49,0,0,0.0,0,0.0,0,0.0,0,0.0,04049
4,50,3,0,0.0,2,66.67,0,0.0,1,33.33,04050
4,51,9,3,33.33,3,33.33,0,0.0,3,33.33,04051
4,52,1,0,0.0,0,0.0,0,0.0,1,100.0,04052
4,53,0,0,0.0,0,0.0,0,0.0,0,0.0,04053
4,54,2,1,50.0,0,0.0,0,0.0,1,50.0,04054
4,55,5,1,20.0,0,0.0,1,20.0,3,60.0,04055
5,1,4,0,0.0,1,25.0,1,25.0,2,50.0,05001
5,2,3,1,33.33,1,33.33,0,0.0,1,33.33,05002
5,3,1,0,0.0,0,0.0,0,0.0,1,100.0,05003
5,4,4,2,50.0,1,25.0,0,0.0,1,25.0,05004
5,5,6,1,16.67,1,16.67,2,33.33,2,33.33,05005
5,6,6,2,33.33,1,16.67,1,16.67,2,33.33,05006
5,7,3,1,33.33,0,0.0,1,33.33,1,33.33,05007
5,8,17,7,41.18,4,23.53,1,5.88,5,29.41,05008
5,9,3,1,33.33,0,0.0,1,33.33,1,33.33,05009
5,10,0,0,0.0,0,0.0,0,0.0,0,0.0,05010
5,11,2,1,50.0,0,0.0,1,50.0,0,0.0,05011
5,12,2,0,0.0,0,0.0,0,0.0,2,100.0,05012
5,13,3,1,33.33,1,33.33,1,33.33,0,0.0,05013
5,14,7,2,28.57,1,14.29,0,0.0,4,57.14,05014
5,15,2,2,100.0,0,0.0,0,0.0,0,0.0,05015
5,16,7,1,14.29,1,14.29,1,14.29,4,57.14,05016
5,17,6,2,33.33,0,0.0,1,16.67,3,50.0,05017
5,18,1,0,0.0,0,0.0,0,0.0,1,100.0,05018
5,19,0,0,0.0,0,0.0,0,0.0,0,0.0,05019
5,20,3,1,33.33,1,33.33,0,0.0,1,33.33,05020
5,21,1,0,0.0,0,0.0,0,0.0,1,100.0,05021
5,22,4,1,25.0,0,0.0,1,25.0,2,50.0,05022
5,23,4,1,25.0,0,0.0,1,25.0,2,50.0,05023
5,24,10,4,40.0,1,10.0,0,0.0,5,50.0,05024
5,25,2,0,0.0,0,0.0,0,0.0,2,100.0,05025
5,26,3,2,66.67,0,0.0,0,0.0,1,33.33,05026
5,27,2,1,50.0,1,50.0,0,0.0,0,0.0,05027
5,28,6,1,16.67,0,0.0,3,50.0,2,33.33,05028
5,29,0,0,0.0,0,0.0,0,0.0,0,0.0,05029
5,30,11,7,63.64,1,9.09,0,0.0,3,27.27,05030
5,31,3,0,0.0,0,0.0,1,33.33,2,66.67,05031
5,32,2,1,50.0,0,0.0,1,50.0,0,0.0,05032
5,33,1,0,0.0,0,0.0,0,0.0,1,100.0,05033
5,34,2,1,50.0,0,0.0,0,0.0,1,50.0,05034
5,35,10,3,30.0,3,30.0,0,0.0,4,40.0,05035
5,36,1,0,0.0,0,0.0,0,0.0,1,100.0,05036
5,37,6,1,16.67,0,0.0,1,16.67,4,66.67,05037
5,38,16,7,43.75,1,6.25,1,6.25,7,43.75,05038
5,39,16,5,31.25,2,12.5,3,18.75,6,37.5,05039
5,40,3,1,33.33,0,0.0,0,0.0,2,66.67,05040
5,41,9,2,22.22,0,0.0,1,11.11,6,66.67,05041
5,42,2,2,100.0,0,0.0,0,0.0,0,0.0,05042
5,43,7,3,42.86,0,0.0,0,0.0,4,57.14,05043
5,44,1,1,100.0,0,0.0,0,0.0,0,0.0,05044
5,45,2,1,50.0,0,0.0,1,50.0,0,0.0,05045
5,46,7,2,28.57,1,14.29,1,14.29,3,42.86,05046
5,47,0,0,0.0,0,0.0,0,0.0,0,0.0,05047
5,48,6,3,50.0,0,0.0,1,16.67,2,33.33,05048
5,49,20,8,40.0,2,10.0,2,10.0,8,40.0,05049
5,50,1,0,0.0,0,0.0,0,0.0,1,100.0,05050
5,51,2,0,0.0,0,0.0,2,100.0,0,0.0,05051
5,52,4,0,0.0,2,50.0,0,0.0,2,50.0,05052
5,53,3,1,33.33,0,0.0,1,33.33,1,33.33,05053
5,54,1,0,0.0,0,0.0,1,100.0,0,0.0,05054
5,55,4,0,0.0,0,0.0,2,50.0,2,50.0,05055
5,56,0,0,0.0,0,0.0,0,0.0,0,0.0,05056
5,57,12,5,41.67,0,0.0,0,0.0,7,58.33,05057
5,58,2,0,0.0,0,0.0,1,50.0,1,50.0,05058
5,59,0,0,0.0,0,0.0,0,0.0,0,0.0,05059
6,1,1,0,0.0,0,0.0,0,0.0,1,100.0,06001
6,2,1,0,0.0,0,0.0,0,0.0,1,100.0,06002
6,3,2,0,0.0,1,50.0,1,50.0,0,0.0,06003
6,4,2,0,0.0,1,50.0,1,50.0,0,0.0,06004
6,5,3,1,33.33,1,33.33,0,0.0,1,33.33,06005
6,6,1,0,0.0,0,0.0,1,100.0,0,0.0,06006
6,7,1,0,0.0,0,0.0,1,100.0,0,0.0,06007
6,8,0,0,0.0,0,0.0,0,0.0,0,0.0,06008
6,9,3,1,33.33,0,0.0,1,33.33,1,33.33,06009
6,10,4,1,25.0,1,25.0,1,25.0,1,25.0,06010
6,11,2,1,50.0,0,0.0,0,0.0,1,50.0,06011
6,12,1,0,0.0,0,0.0,1,100.0,0,0.0,06012
6,13,2,0,0.0,1,50.0,0,0.0,1,50.0,06013
6,14,0,0,0.0,0,0.0,0,0.0,0,0.0,06014
6,15,1,0,0.0,0,0.0,1,100.0,0,0.0,06015
6,16,1,0,0.0,0,0.0,1,100.0,0,0.0,06016
6,17,3,1,33.33,0,0.0,0,0.0,2,66.67,06017
6,18,1,0,0.0,0,0.0,0,0.0,1,100.0,06018
6,19,5,0,0.0,0,0.0,1,20.0,4,80.0,06019
6,20,0,0,0.0,0,0.0,0,0.0,0,0.0,06020
6,21,1,0,0.0,0,0.0,0,0.0,1,100.0,06021
6,22,6,0,0.0,2,33.33,1,16.67,3,50.0,06022
6,23,0,0,0.0,0,0.0,0,0.0,0,0.0,06023
6,24,0,0,0.0,0,0.0,0,0.0,0,0.0,06024
6,25,0,0,0.0,0,0.0,0,0.0,0,0.0,06025
6,26,1,1,100.0,0,0.0,0,0.0,0,0.0,06026
6,27,2,1,50.0,1,50.0,0,0.0,0,0.0,06027
6,28,3,1,33.33,1,33.33,0,0.0,1,33.33,06028
6,29,1,1,100.0,0,0.0,0,0.0,0,0.0,06029
6,30,2,0,0.0,0,0.0,2,100.0,0,0.0,06030
6,31,1,1,100.0,0,0.0,0,0.0,0,0.0,06031
6,32,2,1,50.0,0,0.0,0,0.0,1,50.0,06032
6,33,3,0,0.0,0,0.0,2,66.67,1,33.33,06033
6,34,1,0,0.0,0,0.0,1,100.0,0,0.0,06034
6,35,3,1,33.33,1,33.33,1,33.33,0,0.0,06035
6,36,2,1,50.0,1,50.0,0,0.0,0,0.0,06036
6,37,2,1,50.0,0,0.0,0,0.0,1,50.0,06037
6,38,2,0,0.0,1,50.0,1,50.0,0,0.0,06038
6,39,2,1,50.0,0,0.0,0,0.0,1,50.0,06039
6,40,0,0,0.0,0,0.0,0,0.0,0,0.0,06040
6,41,2,0,0.0,1,50.0,1,50.0,0,0.0,06041
6,42,0,0,0.0,0,0.0,0,0.0,0,0.0,06042
6,43,5,3,60.0,0,0.0,1,20.0,1,20.0,06043
6,44,1,0,0.0,0,0.0,1,100.0,0,0.0,06044
6,45,0,0,0.0,0,0.0,0,0.0,0,0.0,06045
6,46,2,1,50.0,0,0.0,1,50.0,0,0.0,06046
6,47,1,0,0.0,0,0.0,0,0.0,1,100.0,06047
6,48,0,0,0.0,0,0.0,0,0.0,0,0.0,06048
6,49,1,0,0.0,0,0.0,1,100.0,0,0.0,06049
6,50,1,1,100.0,0,0.0,0,0.0,0,0.0,06050
6,51,3,0,0.0,1,33.33,0,0.0,2,66.67,06051
6,52,3,1,33.33,0,0.0,1,33.33,1,33.33,06052
6,53,0,0,0.0,0,0.0,0,0.0,0,0.0,06053
6,54,1,0,0.0,0,0.0,0,0.0,1,100.0,06054
6,55,4,1,25.0,0,0.0,2,50.0,1,25.0,06055
6,56,2,0,0.0,0,0.0,1,50.0,1,50.0,06056
6,57,0,0,0.0,0,0.0,0,0.0,0,0.0,06057
6,58,1,1,100.0,0,0.0,0,0.0,0,0.0,06058
6,59,0,0,0.0,0,0.0,0,0.0,0,0.0,06059
6,60,0,0,0.0,0,0.0,0,0.0,0,0.0,06060
6,61,0,0,0.0,0,0.0,0,0.0,0,0.0,06061
6,62,4,0,0.0,1,25.0,2,50.0,1,25.0,06062
6,63,1,0,0.0,0,0.0,1,100.0,0,0.0,06063
6,64,1,0,0.0,0,0.0,0,0.0,1,100.0,06064
7,1,6,3,50.0,0,0.0,1,16.67,2,33.33,07001
7,2,0,0,0.0,0,0.0,0,0.0,0,0.0,07002
7,3,1,0,0.0,0,0.0,0,0.0,1,100.0,07003
7,4,3,1,33.33,0,0.0,1,33.33,1,33.33,07004
7,5,3,0,0.0,1,33.33,1,33.33,1,33.33,07005
7,6,5,0,0.0,2,40.0,2,40.0,1,20.0,07006
7,7,5,2,40.0,2,40.0,0,0.0,1,20.0,07007
7,8,1,0,0.0,1,100.0,0,0.0,0,0.0,07008
7,9,3,1,33.33,0,0.0,0,0.0,2,66.67,07009
7,10,6,0,0.0,2,33.33,0,0.0,4,66.67,07010
7,11,1,0,0.0,1,100.0,0,0.0,0,0.0,07011
7,12,1,0,0.0,0,0.0,0,0.0,1,100.0,07012
7,13,1,0,0.0,0,0.0,1,100.0,0,0.0,07013
7,14,6,3,50.0,0,0.0,2,33.33,1,16.67,07014
7,15,3,1,33.33,0,0.0,0,0.0,2,66.67,07015
7,16,1,1,100.0,0,0.0,0,0.0,0,0.0,07016
7,17,2,1,50.0,0,0.0,1,50.0,0,0.0,07017
7,18,3,0,0.0,0,0.0,1,33.33,2,66.67,07018
7,19,1,1,100.0,0,0.0,0,0.0,0,0.0,07019
7,20,0,0,0.0,0,0.0,0,0.0,0,0.0,07020
7,21,1,0,0.0,0,0.0,0,0.0,1,100.0,07021
7,22,2,0,0.0,1,50.0,1,50.0,0,0.0,07022
7,23,4,2,50.0,0,0.0,2,50.0,0,0.0,07023
7,24,0,0,0.0,0,0.0,0,0.0,0,0.0,07024
7,25,3,0,0.0,1,33.33,2,66.67,0,0.0,07025
7,26,2,0,0.0,0,0.0,1,50.0,1,50.0,07026
7,27,3,0,0.0,0,0.0,1,33.33,2,66.67,07027
7,28,3,1,33.33,0,0.0,0,0.0,2,66.67,07028
7,29,0,0,0.0,0,0.0,0,0.0,0,0.0,07029
7,30,0,0,0.0,0,0.0,0,0.0,0,0.0,07030
7,31,6,4,66.67,0,0.0,1,16.67,1,16.67,07031
7,32,3,0,0.0,2,66.67,1,33.33,0,0.0,07032
7,33,1,1,100.0,0,0.0,0,0.0,0,0.0,07033
7,34,6,1,16.67,1,16.67,2,33.33,2,33.33,07034
7,35,7,6,85.71,0,0.0,0,0.0,1,14.29,07035
7,36,3,1,33.33,0,0.0,1,33.33,1,33.33,07036
7,37,4,1,25.0,0,0.0,0,0.0,3,75.0,07037
7,38,5,1,20.0,0,0.0,1,20.0,3,60.0,07038
7,39,4,0,0.0,2,50.0,1,25.0,1,25.0,07039
7,40,1,0,0.0,0,0.0,1,100.0,0,0.0,07040
7,41,0,0,0.0,0,0.0,0,0.0,0,0.0,07041
7,42,3,1,33.33,0,0.0,0,0.0,2,66.67,07042
7,43,0,0,0.0,0,0.0,0,0.0,0,0.0,07043
7,44,5,0,0.0,0,0.0,0,0.0,5,100.0,07044
7,45,4,1,25.0,0,0.0,0,0.0,3,75.0,07045
7,46,1,0,0.0,0,0.0,0,0.0,1,100.0,07046
8,1,1,1,100.0,0,0.0,0,0.0,0,0.0,08001
8,2,1,0,0.0,0,0.0,0,0.0,1,100.0,08002
8,3,1,0,0.0,0,0.0,0,0.0,1,100.0,08003
8,4,0,0,0.0,0,0.0,0,0.0,0,0.0,08004
8,5,1,1,100.0,0,0.0,0,0.0,0,0.0,08005
8,6,0,0,0.0,0,0.0,0,0.0,0,0.0,08006
8,7,1,1,100.0,0,0.0,0,0.0,0,0.0,08007
8,8,2,1,50.0,1,50.0,0,0.0,0,0.0,08008
8,9,0,0,0.0,0,0.0,0,0.0,0,0.0,08009
8,10,1,0,0.0,0,0.0,1,100.0,0,0.0,08010
8,11,0,0,0.0,0,0.0,0,0.0,0,0.0,08011
8,12,5,3,60.0,0,0.0,1,20.0,1,20.0,08012
8,13,0,0,0.0,0,0.0,0,0.0,0,0.0,08013
8,14,3,1,33.33,0,0.0,1,33.33,1,33.33,08014
8,15,5,2,40.0,0,0.0,2,40.0,1,20.0,08015
8,16,2,0,0.0,0,0.0,1,50.0,1,50.0,08016
8,17,1,0,0.0,0,0.0,0,0.0,1,100.0,08017
8,18,0,0,0.0,0,0.0,0,0.0,0,0.0,08018
8,19,0,0,0.0,0,0.0,0,0.0,0,0.0,08019
8,20,0,0,0.0,0,0.0,0,0.0,0,0.0,08020
8,21,5,3,60.0,0,0.0,0,0.0,2,40.0,08021
8,22,1,0,0.0,0,0.0,1,100.0,0,0.0,08022
8,23,3,2,66.67,0,0.0,0,0.0,1,33.33,08023
8,24,0,0,0.0,0,0.0,0,0.0,0,0.0,08024
8,25,3,0,0.0,0,0.0,0,0.0,3,100.0,08025
8,26,0,0,0.0,0,0.0,0,0.0,0,0.0,08026
8,27,3,1,33.33,0,0.0,1,33.33,1,33.33,08027
8,28,1,1,100.0,0,0.0,0,0.0,0,0.0,08028
8,29,0,0,0.0,0,0.0,0,0.0,0,0.0,08029
8,30,2,0,0.0,0,0.0,1,50.0,1,50.0,08030
8,31,0,0,0.0,0,0.0,0,0.0,0,0.0,08031
8,32,6,2,33.33,0,0.0,1,16.67,3,50.0,08032
8,33,1,0,0.0,0,0.0,0,0.0,1,100.0,08033
8,34,2,1,50.0,0,0.0,0,0.0,1,50.0,08034
8,35,5,1,20.0,1,20.0,2,40.0,1,20.0,08035
8,36,3,1,33.33,0,0.0,1,33.33,1,33.33,08036
8,37,3,2,66.67,0,0.0,1,33.33,0,0.0,08037
8,38,1,0,0.0,1,100.0,0,0.0,0,0.0,08038
8,39,0,0,0.0,0,0.0,0,0.0,0,0.0,08039
8,40,5,1,20.0,1,20.0,1,20.0,2,40.0,08040
8,41,2,0,0.0,0,0.0,0,0.0,2,100.0,08041
8,42,5,2,40.0,0,0.0,1,20.0,2,40.0,08042
8,43,0,0,0.0,0,0.0,0,0.0,0,0.0,08043
8,44,1,0,0.0,0,0.0,0,0.0,1,100.0,08044
8,45,4,2,50.0,0,0.0,1,25.0,1,25.0,08045
8,46,1,0,0.0,0,0.0,0,0.0,1,100.0,08046
8,47,1,0,0.0,0,0.0,0,0.0,1,100.0,08047
