ward,precinct,total,PATRICIA VAZQUEZ,PATRICIA VAZQUEZ Percent,DONALD G. HANSEN,DONALD G. HANSEN Percent,ERICK M. NICKERSON,ERICK M. NICKERSON Percent,precinct_id
3,23,0,0,0.0,0,0.0,0,0.0,03023
3,24,7,3,42.86,2,28.57,2,28.57,03024
3,25,1,1,100.0,0,0.0,0,0.0,03025
3,26,0,0,0.0,0,0.0,0,0.0,03026
3,27,1,1,100.0,0,0.0,0,0.0,03027
3,28,4,1,25.0,1,25.0,2,50.0,03028
3,29,0,0,0.0,0,0.0,0,0.0,03029
3,30,4,1,25.0,1,25.0,2,50.0,03030
3,31,0,0,0.0,0,0.0,0,0.0,03031
3,32,1,1,100.0,0,0.0,0,0.0,03032
3,33,2,1,50.0,0,0.0,1,50.0,03033
3,34,0,0,0.0,0,0.0,0,0.0,03034
3,35,0,0,0.0,0,0.0,0,0.0,03035
3,36,9,3,33.33,3,33.33,3,33.33,03036
3,37,0,0,0.0,0,0.0,0,0.0,03037
3,38,2,1,50.0,1,50.0,0,0.0,03038
3,39,11,5,45.45,3,27.27,3,27.27,03039
3,40,3,3,100.0,0,0.0,0,0.0,03040
3,41,0,0,0.0,0,0.0,0,0.0,03041
3,42,3,1,33.33,1,33.33,1,33.33,03042
3,43,0,0,0.0,0,0.0,0,0.0,03043
3,44,1,1,100.0,0,0.0,0,0.0,03044
3,45,0,0,0.0,0,0.0,0,0.0,03045
3,46,0,0,0.0,0,0.0,0,0.0,03046
3,47,3,1,33.33,2,66.67,0,0.0,03047
3,48,3,1,33.33,2,66.67,0,0.0,03048
3,49,3,1,33.33,1,33.33,1,33.33,03049
3,50,0,0,0.0,0,0.0,0,0.0,03050
3,51,4,2,50.0,1,25.0,1,25.0,03051
3,52,0,0,0.0,0,0.0,0,0.0,03052
4,1,6,3,50.0,1,16.67,2,33.33,04001
4,2,0,0,0.0,0,0.0,0,0.0,04002
4,3,6,4,66.67,1,16.67,1,16.67,04003
4,4,2,0,0.0,1,50.0,1,50.0,04004
4,5,6,2,33.33,2,33.33,2,33.33,04005
4,6,0,0,0.0,0,0.0,0,0.0,04006
4,7,2,2,100.0,0,0.0,0,0.0,04007
4,8,1,1,100.0,0,0.0,0,0.0,04008
4,9,8,4,50.0,3,37.5,1,12.5,04009
4,10,9,4,44.44,3,33.33,2,22.22,04010
4,11,6,4,66.67,1,16.67,1,16.67,04011
4,12,1,0,0.0,0,0.0,1,100.0,04012
4,13,8,3,37.5,2,25.0,3,37.5,04013
4,14,3,1,33.33,1,33.33,1,33.33,04014
4,15,2,2,100.0,0,0.0,0,0.0,04015
4,16,8,3,37.5,3,37.5,2,25.0,04016
4,17,28,12,42.86,9,32.14,7,25.0,04017
4,18,3,1,33.33,1,33.33,1,33.33,04018
4,19,5,1,20.0,2,40.0,2,40.0,04019
4,20,0,0,0.0,0,0.0,0,0.0,04020
4,21,8,4,50.0,2,25.0,2,25.0,04021
4,22,12,5,41.67,4,33.33,3,25.0,04022
4,23,7,3,42.86,2,28.57,2,28.57,04023
4,24,5,3,60.0,1,20.0,1,20.0,04024
4,25,4,2,50.0,1,25.0,1,25.0,04025
4,26,0,0,0.0,0,0.0,0,0.0,04026
4,27,2,2,100.0,0,0.0,0,0.0,04027
4,28,17,6,35.29,5,29.41,6,35.29,04028
4,29,22,7,31.82,8,36.36,7,31.82,04029
4,30,3,1,33.33,1,33.33,1,33.33,04030
4,31,2,0,0.0,2,100.0,0,0.0,04031
4,32,21,7,33.33,7,33.33,7,33.33,04032
4,33,2,2,100.0,0,0.0,0,0.0,04033
4,34,27,10,37.04,10,37.04,7,25.93,04034
4,35,0,0,0.0,0,0.0,0,0.0,04035
4,36,7,2,28.57,2,28.57,3,42.86,04036
4,37,1,1,100.0,0,0.0,0,0.0,04037
4,38,14,6,42.86,4,28.57,4,28.57,04038
4,39,0,0,0.0,0,0.0,0,0.0,04039
4,40,9,3,33.33,3,33.33,3,33.33,04040
4,41,10,6,60.0,2,20.0,2,20.0,04041
4,42,1,0,0.0,0,0.0,1,100.0,04042
4,43,16,5,31.25,5,31.25,6,37.5,04043
4,44,2,0,0.0,2,100.0,0,0.0,04044
4,45,5,3,60.0,1,20.0,1,20.0,04045
4,46,4,1,25.0,2,50.0,1,25.0,04046
4,47,4,1,25.0,2,50.0,1,25.0,04047
4,48,25,10,40.0,8,32.0,7,28.0,04048
4,49,0,0,0.0,0,0.0,0,0.0,04049
4,50,3,2,66.67,0,0.0,1,33.33,04050
4,51,12,6,50.0,3,25.0,3,25.0,04051
4,52,3,1,33.33,1,33.33,1,33.33,04052
4,53,0,0,0.0,0,0.0,0,0.0,04053
4,54,4,1,25.0,2,50.0,1,25.0,04054
4,55,6,3,50.0,2,33.33,1,16.67,04055
5,1,4,2,50.0,1,25.0,1,25.0,05001
5,2,5,2,40.0,2,40.0,1,20.0,05002
5,3,0,0,0.0,0,0.0,0,0.0,05003
5,4,8,2,25.0,4,50.0,2,25.0,05004
5,5,13,4,30.77,6,46.15,3,23.08,05005
5,6,9,3,33.33,3,33.33,3,33.33,05006
5,7,4,1,25.0,1,25.0,2,50.0,05007
5,8,35,13,37.14,11,31.43,11,31.43,05008
5,9,2,1,50.0,1,50.0,0,0.0,05009
5,10,0,0,0.0,0,0.0,0,0.0,05010
5,11,3,1,33.33,1,33.33,1,33.33,05011
5,12,2,0,0.0,1,50.0,1,50.0,05012
5,13,5,3,60.0,1,20.0,1,20.0,05013
5,14,8,4,50.0,2,25.0,2,25.0,05014
5,15,6,2,33.33,2,33.33,2,33.33,05015
5,16,13,6,46.15,4,30.77,3,23.08,05016
5,17,6,5,83.33,0,0.0,1,16.67,05017
5,18,3,1,33.33,1,33.33,1,33.33,05018
5,19,2,1,50.0,0,0.0,1,50.0,05019
5,20,9,3,33.33,3,33.33,3,33.33,05020
5,21,1,1,100.0,0,0.0,0,0.0,05021
5,22,4,2,50.0,1,25.0,1,25.0,05022
5,23,4,2,50.0,1,25.0,1,25.0,05023
5,24,14,6,42.86,4,28.57,4,28.57,05024
5,25,3,1,33.33,1,33.33,1,33.33,05025
5,26,1,0,0.0,1,100.0,0,0.0,05026
5,27,7,2,28.57,3,42.86,2,28.57,05027
5,28,11,3,27.27,5,45.45,3,27.27,05028
5,29,0,0,0.0,0,0.0,0,0.0,05029
5,30,20,8,40.0,6,30.0,6,30.0,05030
5,31,6,3,50.0,1,16.67,2,33.33,05031
5,32,3,1,33.33,1,33.33,1,33.33,05032
5,33,1,0,0.0,1,100.0,0,0.0,05033
5,34,1,0,0.0,1,100.0,0,0.0,05034
5,35,15,5,33.33,6,40.0,4,26.67,05035
5,36,3,1,33.33,1,33.33,1,33.33,05036
5,37,8,2,25.0,4,50.0,2,25.0,05037
5,38,32,11,34.38,10,31.25,11,34.38,05038
5,39,30,11,36.67,9,30.0,10,33.33,05039
5,40,4,1,25.0,2,50.0,1,25.0,05040
5,41,13,8,61.54,3,23.08,2,15.38,05041
5,42,2,1,50.0,1,50.0,0,0.0,05042
5,43,7,3,42.86,2,28.57,2,28.57,05043
5,44,1,0,0.0,1,100.0,0,0.0,05044
5,45,2,2,100.0,0,0.0,0,0.0,05045
5,46,10,3,30.0,3,30.0,4,40.0,05046
5,47,0,0,0.0,0,0.0,0,0.0,05047
5,48,8,3,37.5,3,37.5,2,25.0,05048
5,49,33,12,36.36,12,36.36,9,27.27,05049
5,50,3,1,33.33,1,33.33,1,33.33,05050
5,51,3,1,33.33,1,33.33,1,33.33,05051
5,52,5,2,40.0,2,40.0,1,20.0,05052
5,53,4,1,25.0,2,50.0,1,25.0,05053
5,54,3,1,33.33,1,33.33,1,33.33,05054
5,55,8,3,37.5,2,25.0,3,37.5,05055
5,56,0,0,0.0,0,0.0,0,0.0,05056
5,57,20,8,40.0,6,30.0,6,30.0,05057
5,58,2,1,50.0,1,50.0,0,0.0,05058
5,59,0,0,0.0,0,0.0,0,0.0,05059
6,1,3,1,33.33,1,33.33,1,33.33,06001
6,2,1,1,100.0,0,0.0,0,0.0,06002
6,3,2,0,0.0,1,50.0,1,50.0,06003
6,4,2,0,0.0,2,100.0,0,0.0,06004
6,5,2,1,50.0,1,50.0,0,0.0,06005
6,6,1,0,0.0,0,0.0,1,100.0,06006
6,7,1,1,100.0,0,0.0,0,0.0,06007
6,8,0,0,0.0,0,0.0,0,0.0,06008
6,9,7,3,42.86,2,28.57,2,28.57,06009
6,10,15,5,33.33,5,33.33,5,33.33,06010
6,11,6,2,33.33,2,33.33,2,33.33,06011
6,12,3,1,33.33,1,33.33,1,33.33,06012
6,13,0,0,0.0,0,0.0,0,0.0,06013
6,14,0,0,0.0,0,0.0,0,0.0,06014
6,15,1,0,0.0,0,0.0,1,100.0,06015
6,16,2,0,0.0,1,50.0,1,50.0,06016
6,17,4,2,50.0,1,25.0,1,25.0,06017
6,18,3,1,33.33,1,33.33,1,33.33,06018
6,19,5,1,20.0,2,40.0,2,40.0,06019
6,20,0,0,0.0,0,0.0,0,0.0,06020
6,21,1,0,0.0,0,0.0,1,100.0,06021
6,22,12,4,33.33,5,41.67,3,25.0,06022
6,23,0,0,0.0,0,0.0,0,0.0,06023
6,24,0,0,0.0,0,0.0,0,0.0,06024
6,25,0,0,0.0,0,0.0,0,0.0,06025
6,26,1,1,100.0,0,0.0,0,0.0,06026
6,27,7,2,28.57,2,28.57,3,42.86,06027
6,28,2,0,0.0,1,50.0,1,50.0,06028
6,29,1,0,0.0,0,0.0,1,100.0,06029
6,30,4,2,50.0,1,25.0,1,25.0,06030
6,31,1,0,0.0,0,0.0,1,100.0,06031
6,32,7,2,28.57,2,28.57,3,42.86,06032
6,33,4,1,25.0,2,50.0,1,25.0,06033
6,34,3,1,33.33,1,33.33,1,33.33,06034
6,35,3,1,33.33,1,33.33,1,33.33,06035
6,36,3,0,0.0,1,33.33,2,66.67,06036
6,37,2,0,0.0,2,100.0,0,0.0,06037
6,38,3,1,33.33,1,33.33,1,33.33,06038
6,39,4,2,50.0,1,25.0,1,25.0,06039
6,40,0,0,0.0,0,0.0,0,0.0,06040
6,41,4,2,50.0,1,25.0,1,25.0,06041
6,42,0,0,0.0,0,0.0,0,0.0,06042
6,43,14,4,28.57,5,35.71,5,35.71,06043
6,44,1,0,0.0,1,100.0,0,0.0,06044
6,45,0,0,0.0,0,0.0,0,0.0,06045
6,46,3,1,33.33,1,33.33,1,33.33,06046
6,47,3,1,33.33,1,33.33,1,33.33,06047
6,48,0,0,0.0,0,0.0,0,0.0,06048
6,49,1,0,0.0,0,0.0,1,100.0,06049
6,50,1,1,100.0,0,0.0,0,0.0,06050
6,51,7,2,28.57,3,42.86,2,28.57,06051
6,52,4,1,25.0,2,50.0,1,25.0,06052
6,53,3,1,33.33,1,33.33,1,33.33,06053
6,54,3,1,33.33,1,33.33,1,33.33,06054
6,55,8,4,50.0,2,25.0,2,25.0,06055
6,56,3,1,33.33,1,33.33,1,33.33,06056
6,57,0,0,0.0,0,0.0,0,0.0,06057
6,58,1,1,100.0,0,0.0,0,0.0,06058
6,59,1,1,100.0,0,0.0,0,0.0,06059
6,60,0,0,0.0,0,0.0,0,0.0,06060
6,61,0,0,0.0,0,0.0,0,0.0,06061
6,62,4,1,25.0,1,25.0,2,50.0,06062
6,63,2,1,50.0,0,0.0,1,50.0,06063
6,64,4,1,25.0,2,50.0,1,25.0,06064
7,1,7,4,57.14,1,14.29,2,28.57,07001
7,2,0,0,0.0,0,0.0,0,0.0,07002
7,3,3,1,33.33,1,33.33,1,33.33,07003
7,4,1,0,0.0,0,0.0,1,100.0,07004
7,5,3,1,33.33,1,33.33,1,33.33,07005
7,6,13,4,30.77,5,38.46,4,30.77,07006
7,7,9,4,44.44,3,33.33,2,22.22,07007
7,8,3,1,33.33,1,33.33,1,33.33,07008
7,9,5,1,20.0,1,20.0,3,60.0,07009
7,10,5,0,0.0,2,40.0,3,60.0,07010
7,11,3,1,33.33,1,33.33,1,33.33,07011
7,12,1,1,100.0,0,0.0,0,0.0,07012
7,13,1,0,0.0,0,0.0,1,100.0,07013
7,14,12,4,33.33,5,41.67,3,25.0,07014
7,15,3,2,66.67,0,0.0,1,33.33,07015
7,16,2,1,50.0,0,0.0,1,50.0,07016
7,17,3,1,33.33,1,33.33,1,33.33,07017
7,18,9,4,44.44,2,22.22,3,33.33,07018
7,19,4,1,25.0,2,50.0,1,25.0,07019
7,20,0,0,0.0,0,0.0,0,0.0,07020
7,21,2,1,50.0,1,50.0,0,0.0,07021
7,22,2,1,50.0,0,0.0,1,50.0,07022
7,23,7,3,42.86,2,28.57,2,28.57,07023
7,24,0,0,0.0,0,0.0,0,0.0,07024
7,25,8,2,25.0,3,37.5,3,37.5,07025
7,26,3,1,33.33,1,33.33,1,33.33,07026
7,27,5,1,20.0,2,40.0,2,40.0,07027
7,28,2,0,0.0,2,100.0,0,0.0,07028
7,29,0,0,0.0,0,0.0,0,0.0,07029
7,30,0,0,0.0,0,0.0,0,0.0,07030
7,31,14,5,35.71,4,28.57,5,35.71,07031
7,32,4,2,50.0,1,25.0,1,25.0,07032
7,33,1,1,100.0,0,0.0,0,0.0,07033
7,34,10,2,20.0,6,60.0,2,20.0,07034
7,35,18,7,38.89,5,27.78,6,33.33,07035
7,36,7,3,42.86,2,28.57,2,28.57,07036
7,37,8,2,25.0,3,37.5,3,37.5,07037
7,38,11,3,27.27,4,36.36,4,36.36,07038
7,39,4,1,25.0,3,75.0,0,0.0,07039
7,40,1,0,0.0,0,0.0,1,100.0,07040
7,41,0,0,0.0,0,0.0,0,0.0,07041
7,42,7,2,28.57,2,28.57,3,42.86,07042
7,43,0,0,0.0,0,0.0,0,0.0,07043
7,44,8,2,25.0,2,25.0,4,50.0,07044
7,45,10,5,50.0,3,30.0,2,20.0,07045
7,46,3,1,33.33,1,33.33,1,33.33,07046
8,1,4,2,50.0,1,25.0,1,25.0,08001
8,2,1,1,100.0,0,0.0,0,0.0,08002
8,3,1,0,0.0,0,0.0,1,100.0,08003
8,4,0,0,0.0,0,0.0,0,0.0,08004
8,5,1,0,0.0,1,100.0,0,0.0,08005
8,6,0,0,0.0,0,0.0,0,0.0,08006
8,7,4,1,25.0,1,25.0,2,50.0,08007
8,8,2,1,50.0,1,50.0,0,0.0,08008
8,9,0,0,0.0,0,0.0,0,0.0,08009
8,10,3,1,33.33,1,33.33,1,33.33,08010
8,11,0,0,0.0,0,0.0,0,0.0,08011
8,12,6,3,50.0,1,16.67,2,33.33,08012
8,13,0,0,0.0,0,0.0,0,0.0,08013
8,14,3,1,33.33,0,0.0,2,66.67,08014
8,15,3,3,100.0,0,0.0,0,0.0,08015
8,16,4,2,50.0,1,25.0,1,25.0,08016
8,17,0,0,0.0,0,0.0,0,0.0,08017
8,18,0,0,0.0,0,0.0,0,0.0,08018
8,19,0,0,0.0,0,0.0,0,0.0,08019
8,20,0,0,0.0,0,0.0,0,0.0,08020
8,21,5,1,20.0,1,20.0,3,60.0,08021
8,22,0,0,0.0,0,0.0,0,0.0,08022
8,23,5,1,20.0,3,60.0,1,20.0,08023
8,24,0,0,0.0,0,0.0,0,0.0,08024
8,25,6,3,50.0,1,16.67,2,33.33,08025
8,26,0,0,0.0,0,0.0,0,0.0,08026
8,27,7,3,42.86,2,28.57,2,28.57,08027
8,28,3,1,33.33,1,33.33,1,33.33,08028
8,29,0,0,0.0,0,0.0,0,0.0,08029
8,30,6,2,33.33,2,33.33,2,33.33,08030
8,31,0,0,0.0,0,0.0,0,0.0,08031
8,32,4,3,75.0,1,25.0,0,0.0,08032
8,33,1,0,0.0,1,100.0,0,0.0,08033
8,34,9,3,33.33,3,33.33,3,33.33,08034
8,35,9,3,33.33,4,44.44,2,22.22,08035
8,36,1,1,100.0,0,0.0,0,0.0,08036
8,37,4,2,50.0,1,25.0,1,25.0,08037
8,38,3,1,33.33,1,33.33,1,33.33,08038
8,39,0,0,0.0,0,0.0,0,0.0,08039
8,40,11,3,27.27,5,45.45,3,27.27,08040
8,41,3,1,33.33,1,33.33,1,33.33,08041
8,42,5,3,60.0,1,20.0,1,20.0,08042
8,43,0,0,0.0,0,0.0,0,0.0,08043
8,44,1,0,0.0,1,100.0,0,0.0,08044
8,45,6,2,33.33,1,16.67,3,50.0,08045
8,46,1,1,100.0,0,0.0,0,0.0,08046
8,47,3,1,33.33,1,33.33,1,33.33,08047
8,48,0,0,0.0,0,0.0,0,0.0,08048
8,49,0,0,0.0,0,0.0,0,0.0,08049
8,50,4,1,25.0,1,25.0,2,50.0,08050
8,51,4,1,25.0,1,25.0,2,50.0,08051
8,52,2,2,100.0,0,0.0,0,0.0,08052
8,53,7,3,42.86,2,28.57,2,28.57,08053
8,54,8,2,25.0,3,37.5,3,37.5,08054
8,55,4,2,50.0,1,25.0,1,25.0,08055
8,56,0,0,0.0,0,0.0,0,0.0,08056
8,57,1,0,0.0,1,100.0,0,0.0,08057
8,58,0,0,0.0,0,0.0,0,0.0,08058
8,59,0,0,0.0,0,0.0,0,0.0,08059
8,60,9,3,33.33,3,33.33,3,33.33,08060
8,61,1,1,100.0,0,0.0,0,0.0,08061
8,62,9,3,33.33,3,33.33,3,33.33,08062
8,63,0,0,0.0,0,0.0,0,0.0,08063
8,64,1,0,0.0,0,0.0,1,100.0,08064
8,65,4,2,50.0,1,25.0,1,25.0,08065
8,66,4,1,25.0,2,50.0,1,25.0,08066
9,1,0,0,0.0,0,0.0,0,0.0,09001
9,2,6,4,66.67,1,16.67,1,16.67,09002
9,3,0,0,0.0,0,0.0,0,0.0,09003
9,4,5,2,40.0,1,20.0,2,40.0,09004
9,5,0,0,0.0,0,0.0,0,0.0,09005
9,6,2,1,50.0,1,50.0,0,0.0,09006
9,7,3,1,33.33,1,33.33,1,33.33,09007
9,8,7,4,57.14,1,14.29,2,28.57,09008
9,9,3,1,33.33,1,33.33,1,33.33,09009
9,10,1,0,0.0,0,0.0,1,100.0,09010
9,11,3,1,33.33,1,33.33,1,33.33,09011
9,12,3,2,66.67,0,0.0,1,33.33,09012
9,13,8,2,25.0,3,37.5,3,37.5,09013
9,14,0,0,0.0,0,0.0,0,0.0,09014
9,15,4,1,25.0,2,50.0,1,25.0,09015
9,16,0,0,0.0,0,0.0,0,0.0,09016
9,17,0,0,0.0,0,0.0,0,0.0,09017
9,18,5,2,40.0,2,40.0,1,20.0,09018
9,19,3,1,33.33,1,33.33,1,33.33,09019
9,20,4,2,50.0,1,25.0,1,25.0,09020
9,21,0,0,0.0,0,0.0,0,0.0,09021
9,22,0,0,0.0,0,0.0,0,0.0,09022
9,23,1,1,100.0,0,0.0,0,0.0,09023
9,24,3,0,0.0,1,33.33,2,66.67,09024
9,25,1,0,0.0,1,100.0,0,0.0,09025
9,26,0,0,0.0,0,0.0,0,0.0,09026
9,27,5,2,40.0,1,20.0,2,40.0,09027
9,28,1,1,100.0,0,0.0,0,0.0,09028
9,29,7,3,42.86,2,28.57,2,28.57,09029
9,30,2,1,50.0,0,0.0,1,50.0,09030
9,31,13,3,23.08,5,38.46,5,38.46,09031
9,32,3,1,33.33,1,33.33,1,33.33,09032
9,33,1,0,0.0,1,100.0,0,0.0,09033
9,34,0,0,0.0,0,0.0,0,0.0,09034
9,35,1,0,0.0,1,100.0,0,0.0,09035
9,36,1,0,0.0,0,0.0,1,100.0,09036
9,37,53,19,35.85,15,28.3,19,35.85,09037
9,38,3,1,33.33,1,33.33,1,33.33,09038
9,39,0,0,0.0,0,0.0,0,0.0,09039
9,40,4,2,50.0,1,25.0,1,25.0,09040
9,41,5,2,40.0,1,20.0,2,40.0,09041
9,42,8,2,25.0,3,37.5,3,37.5,09042
9,43,3,1,33.33,1,33.33,1,33.33,09043
9,44,1,0,0.0,1,100.0,0,0.0,09044
9,45,0,0,0.0,0,0.0,0,0.0,09045
9,46,1,0,0.0,0,0.0,1,100.0,09046
9,47,6,2,33.33,2,33.33,2,33.33,09047
9,48,0,0,0.0,0,0.0,0,0.0,09048
9,49,1,0,0.0,0,0.0,1,100.0,09049
9,50,0,0,0.0,0,0.0,0,0.0,09050
9,51,2,0,0.0,1,50.0,1,50.0,09051
9,52,4,3,75.0,1,25.0,0,0.0,09052
10,1,2,2,100.0,0,0.0,0,0.0,10001
10,2,23,6,26.09,10,43.48,7,30.43,10002
10,3,17,5,29.41,7,41.18,5,29.41,10003
10,4,11,7,63.64,2,18.18,2,18.18,10004
10,5,22,6,27.27,9,40.91,7,31.82,10005
10,6,0,0,0.0,0,0.0,0,0.0,10006
10,7,7,2,28.57,3,42.86,2,28.57,10007
10,8,39,16,41.03,13,33.33,10,25.64,10008
10,9,41,12,29.27,16,39.02,13,31.71,10009
10,10,6,2,33.33,2,33.33,2,33.33,10010
10,11,44,15,34.09,14,31.82,15,34.09,10011
10,12,35,13,37.14,12,34.29,10,28.57,10012
10,13,29,10,34.48,10,34.48,9,31.03,10013
10,14,8,3,37.5,2,25.0,3,37.5,10014
10,15,23,7,30.43,9,39.13,7,30.43,10015
10,16,33,11,33.33,11,33.33,11,33.33,10016
10,17,31,11,35.48,10,32.26,10,32.26,10017
10,18,1,1,100.0,0,0.0,0,0.0,10018
10,19,60,18,30.0,21,35.0,21,35.0,10019
10,20,79,28,35.44,25,31.65,26,32.91,10020
10,21,31,11,35.48,10,32.26,10,32.26,10021
10,22,13,5,38.46,4,30.77,4,30.77,10022
10,23,7,3,42.86,3,42.86,1,14.29,10023
