ward,precinct,total,Ruth Isabel Gudino,Ruth Isabel Gudino Percent,Chelsey Renece Robinson,Chelsey Renece Robinson Percent,precinct_id
7,32,216,89,41.2,127,58.8,07032
7,33,214,69,32.24,145,67.76,07033
7,34,161,48,29.81,113,70.19,07034
7,35,106,39,36.79,67,63.21,07035
7,36,159,53,33.33,106,66.67,07036
7,37,130,52,40.0,78,60.0,07037
7,38,100,30,30.0,70,70.0,07038
7,39,108,39,36.11,69,63.89,07039
7,40,105,39,37.14,66,62.86,07040
7,41,87,28,32.18,59,67.82,07041
7,42,113,43,38.05,70,61.95,07042
7,43,108,39,36.11,69,63.89,07043
7,44,97,44,45.36,53,54.64,07044
7,45,63,17,26.98,46,73.02,07045
7,46,54,24,44.44,30,55.56,07046
8,1,90,37,41.11,53,58.89,08001
8,2,89,34,38.2,55,61.8,08002
8,3,204,74,36.27,130,63.73,08003
8,4,177,52,29.38,125,70.62,08004
8,5,180,58,32.22,122,67.78,08005
8,6,160,54,33.75,106,66.25,08006
8,7,177,78,44.07,99,55.93,08007
8,8,191,77,40.31,114,59.69,08008
8,9,79,26,32.91,53,67.09,08009
8,10,244,93,38.11,151,61.89,08010
8,11,87,40,45.98,47,54.02,08011
8,12,108,44,40.74,64,59.26,08012
8,13,132,63,47.73,69,52.27,08013
8,14,48,11,22.92,37,77.08,08014
8,15,108,39,36.11,69,63.89,08015
8,16,28,9,32.14,19,67.86,08016
8,17,136,70,51.47,66,48.53,08017
8,18,63,21,33.33,42,66.67,08018
8,19,199,74,37.19,125,62.81,08019
8,20,181,73,40.33,108,59.67,08020
8,21,156,62,39.74,94,60.26,08021
8,22,130,51,39.23,79,60.77,08022
8,23,75,26,34.67,49,65.33,08023
8,24,98,44,44.9,54,55.1,08024
8,25,119,42,35.29,77,64.71,08025
8,26,88,26,29.55,62,70.45,08026
8,27,213,76,35.68,137,64.32,08027
8,28,143,46,32.17,97,67.83,08028
8,29,176,61,34.66,115,65.34,08029
8,30,148,53,35.81,95,64.19,08030
8,31,100,32,32.0,68,68.0,08031
8,32,104,49,47.12,55,52.88,08032
8,33,101,32,31.68,69,68.32,08033
8,34,144,63,43.75,81,56.25,08034
8,35,164,65,39.63,99,60.37,08035
8,36,140,61,43.57,79,56.43,08036
8,37,127,44,34.65,83,65.35,08037
8,38,94,29,30.85,65,69.15,08038
8,39,134,52,38.81,82,61.19,08039
8,40,97,41,42.27,56,57.73,08040
8,41,124,51,41.13,73,58.87,08041
8,42,172,74,43.02,98,56.98,08042
8,43,46,19,41.3,27,58.7,08043
8,44,89,37,41.57,52,58.43,08044
8,45,56,18,32.14,38,67.86,08045
8,46,103,23,22.33,80,77.67,08046
8,47,121,47,38.84,74,61.16,08047
8,48,125,49,39.2,76,60.8,08048
8,49,139,54,38.85,85,61.15,08049
8,50,155,66,42.58,89,57.42,08050
8,51,168,66,39.29,102,60.71,08051
8,52,222,78,35.14,144,64.86,08052
8,53,70,21,30.0,49,70.0,08053
8,54,62,28,45.16,34,54.84,08054
8,55,126,40,31.75,86,68.25,08055
8,56,166,72,43.37,94,56.63,08056
9,1,114,39,34.21,75,65.79,09001
9,2,92,36,39.13,56,60.87,09002
9,3,45,17,37.78,28,62.22,09003
9,4,89,35,39.33,54,60.67,09004
9,5,140,59,42.14,81,57.86,09005
9,6,101,34,33.66,67,66.34,09006
9,7,62,24,38.71,38,61.29,09007
9,8,76,18,23.68,58,76.32,09008
9,9,154,44,28.57,110,71.43,09009
9,10,80,19,23.75,61,76.25,09010
9,11,88,33,37.5,55,62.5,09011
9,12,160,55,34.38,105,65.63,09012
9,13,150,59,39.33,91,60.67,09013
9,14,154,52,33.77,102,66.23,09014
9,15,43,16,37.21,27,62.79,09015
9,16,117,42,35.9,75,64.1,09016
9,17,57,20,35.09,37,64.91,09017
9,18,100,39,39.0,61,61.0,09018
9,19,101,38,37.62,63,62.38,09019
9,20,115,39,33.91,76,66.09,09020
9,21,95,36,37.89,59,62.11,09021
9,22,122,46,37.7,76,62.3,09022
9,23,153,52,33.99,101,66.01,09023
9,24,159,54,33.96,105,66.04,09024
9,25,112,42,37.5,70,62.5,09025
9,26,63,21,33.33,42,66.67,09026
9,27,110,43,39.09,67,60.91,09027
9,28,44,16,36.36,28,63.64,09028
9,29,54,19,35.19,35,64.81,09029
9,30,80,29,36.25,51,63.75,09030
9,31,74,22,29.73,52,70.27,09031
9,32,117,51,43.59,66,56.41,09032
9,33,69,30,43.48,39,56.52,09033
9,34,87,33,37.93,54,62.07,09034
9,35,138,62,44.93,76,55.07,09035
9,36,81,25,30.86,56,69.14,09036
9,37,179,101,56.42,78,43.58,09037
9,38,96,32,33.33,64,66.67,09038
9,39,142,35,24.65,107,75.35,09039
9,40,168,65,38.69,103,61.31,09040
9,41,98,31,31.63,67,68.37,09041
9,42,165,56,33.94,109,66.06,09042
9,43,84,28,33.33,56,66.67,09043
9,44,117,30,25.64,87,74.36,09044
9,45,83,35,42.17,48,57.83,09045
9,46,118,46,38.98,72,61.02,09046
9,47,157,67,42.68,90,57.32,09047
9,48,156,44,28.21,112,71.79,09048
9,49,162,55,33.95,107,66.05,09049
9,50,200,70,35.0,130,65.0,09050
9,51,155,54,34.84,101,65.16,09051
10,1,104,47,45.19,57,54.81,10001
10,2,69,51,73.91,18,26.09,10002
10,3,82,54,65.85,28,34.15,10003
10,4,53,31,58.49,22,41.51,10004
10,5,61,49,80.33,12,19.67,10005
10,6,73,52,71.23,21,28.77,10006
10,7,40,30,75.0,10,25.0,10007
10,8,29,17,58.62,12,41.38,10008
10,9,60,47,78.33,13,21.67,10009
10,10,88,82,93.18,6,6.82,10010
10,11,81,68,83.95,13,16.05,10011
10,12,46,40,86.96,6,13.04,10012
10,13,83,63,75.9,20,24.1,10013
10,14,87,75,86.21,12,13.79,10014
10,15,199,78,39.2,121,60.8,10015
10,16,49,34,69.39,15,30.61,10016
10,17,100,76,76.0,24,24.0,10017
10,18,38,24,63.16,14,36.84,10018
10,19,58,53,91.38,5,8.62,10019
10,20,72,59,81.94,13,18.06,10020
10,21,70,63,90.0,7,10.0,10021
10,22,26,21,80.77,5,19.23,10022
10,23,65,49,75.38,16,24.62,10023
10,24,69,56,81.16,13,18.84,10024
10,25,32,20,62.5,12,37.5,10025
10,26,55,35,63.64,20,36.36,10026
10,27,56,32,57.14,24,42.86,10027
10,28,81,65,80.25,16,19.75,10028
10,29,63,51,80.95,12,19.05,10029
10,30,50,40,80.0,10,20.0,10030
10,31,51,38,74.51,13,25.49,10031
10,32,68,51,75.0,17,25.0,10032
10,33,57,45,78.95,12,21.05,10033
10,34,35,23,65.71,12,34.29,10034
10,35,95,78,82.11,17,17.89,10035
10,36,32,16,50.0,16,50.0,10036
11,1,134,95,70.9,39,29.1,11001
11,2,5,3,60.0,2,40.0,11002
11,3,148,87,58.78,61,41.22,11003
11,4,105,72,68.57,33,31.43,11004
11,5,150,93,62.0,57,38.0,11005
11,6,186,125,67.2,61,32.8,11006
11,7,87,59,67.82,28,32.18,11007
11,8,115,69,60.0,46,40.0,11008
11,9,87,63,72.41,24,27.59,11009
11,10,82,54,65.85,28,34.15,11010
11,11,116,82,70.69,34,29.31,11011
11,12,121,84,69.42,37,30.58,11012
11,13,103,78,75.73,25,24.27,11013
11,14,38,31,81.58,7,18.42,11014
11,15,51,34,66.67,17,33.33,11015
11,16,59,46,77.97,13,22.03,11016
11,17,179,113,63.13,66,36.87,11017
11,18,89,59,66.29,30,33.71,11018
11,19,190,116,61.05,74,38.95,11019
11,20,77,61,79.22,16,20.78,11020
11,21,169,127,75.15,42,24.85,11021
11,22,140,95,67.86,45,32.14,11022
11,23,74,61,82.43,13,17.57,11023
11,24,185,148,80.0,37,20.0,11024
11,25,161,113,70.19,48,29.81,11025
11,26,151,105,69.54,46,30.46,11026
11,27,35,25,71.43,10,28.57,11027
11,28,48,32,66.67,16,33.33,11028
11,29,143,106,74.13,37,25.87,11029
11,30,66,53,80.3,13,19.7,11030
11,31,94,68,72.34,26,27.66,11031
11,32,53,34,64.15,19,35.85,11032
11,33,145,86,59.31,59,40.69,11033
11,34,45,34,75.56,11,24.44,11034
11,35,35,25,71.43,10,28.57,11035
11,36,43,28,65.12,15,34.88,11036
11,37,33,20,60.61,13,39.39,11037
11,38,63,41,65.08,22,34.92,11038
12,1,111,75,67.57,36,32.43,12001
12,2,66,51,77.27,15,22.73,12002
12,3,159,99,62.26,60,37.74,12003
12,4,123,80,65.04,43,34.96,12004
12,5,105,81,77.14,24,22.86,12005
12,6,113,77,68.14,36,31.86,12006
12,7,70,51,72.86,19,27.14,12007
12,8,114,88,77.19,26,22.81,12008
12,9,78,60,76.92,18,23.08,12009
12,10,98,61,62.24,37,37.76,12010
12,11,60,46,76.67,14,23.33,12011
12,12,70,55,78.57,15,21.43,12012
12,13,81,56,69.14,25,30.86,12013
12,14,64,45,70.31,19,29.69,12014
12,15,62,48,77.42,14,22.58,12015
12,16,39,31,79.49,8,20.51,12016
12,17,68,49,72.06,19,27.94,12017
12,18,45,30,66.67,15,33.33,12018
12,19,83,62,74.7,21,25.3,12019
12,20,81,61,75.31,20,24.69,12020
12,21,96,69,71.88,27,28.13,12021
12,22,66,43,65.15,23,34.85,12022
12,23,119,84,70.59,35,29.41,12023
13,1,83,70,84.34,13,15.66,13001
13,2,68,52,76.47,16,23.53,13002
13,3,36,33,91.67,3,8.33,13003
13,4,79,59,74.68,20,25.32,13004
13,5,59,49,83.05,10,16.95,13005
13,6,87,69,79.31,18,20.69,13006
13,7,45,35,77.78,10,22.22,13007
13,8,55,41,74.55,14,25.45,13008
13,9,60,45,75.0,15,25.0,13009
13,10,82,59,71.95,23,28.05,13010
13,11,85,60,70.59,25,29.41,13011
13,12,65,48,73.85,17,26.15,13012
13,13,75,53,70.67,22,29.33,13013
13,14,77,62,80.52,15,19.48,13014
13,15,81,67,82.72,14,17.28,13015
13,16,41,38,92.68,3,7.32,13016
13,17,76,62,81.58,14,18.42,13017
13,18,65,54,83.08,11,16.92,13018
13,19,58,44,75.86,14,24.14,13019
13,20,42,32,76.19,10,23.81,13020
13,21,97,75,77.32,22,22.68,13021
13,22,84,66,78.57,18,21.43,13022
13,23,55,45,81.82,10,18.18,13023
13,24,68,53,77.94,15,22.06,13024
13,25,57,46,80.7,11,19.3,13025
13,26,81,64,79.01,17,20.99,13026
13,27,71,52,73.24,19,26.76,13027
13,28,53,43,81.13,10,18.87,13028
13,29,48,42,87.5,6,12.5,13029
13,30,33,28,84.85,5,15.15,13030
13,31,100,82,82.0,18,18.0,13031
13,32,65,47,72.31,18,27.69,13032
13,33,96,71,73.96,25,26.04,13033
13,34,71,57,80.28,14,19.72,13034
13,35,60,51,85.0,9,15.0,13035
13,36,29,27,93.1,2,6.9,13036
13,37,135,82,60.74,53,39.26,13037
13,38,54,47,87.04,7,12.96,13038
13,39,68,57,83.82,11,16.18,13039
13,40,43,35,81.4,8,18.6,13040
13,41,84,63,75.0,21,25.0,13041
13,42,94,79,84.04,15,15.96,13042
13,43,80,62,77.5,18,22.5,13043
13,44,55,45,81.82,10,18.18,13044
13,45,74,60,81.08,14,18.92,13045
13,46,59,51,86.44,8,13.56,13046
13,47,81,68,83.95,13,16.05,13047
13,48,73,62,84.93,11,15.07,13048
14,1,122,95,77.87,27,22.13,14001
14,2,78,64,82.05,14,17.95,14002
14,3,45,37,82.22,8,17.78,14003
14,4,65,52,80.0,13,20.0,14004
14,5,57,47,82.46,10,17.54,14005
14,6,25,21,84.0,4,16.0,14006
14,7,78,65,83.33,13,16.67,14007
14,8,68,62,91.18,6,8.82,14008
14,9,71,58,81.69,13,18.31,14009
14,10,45,35,77.78,10,22.22,14010
14,11,24,22,91.67,2,8.33,14011
14,12,78,56,71.79,22,28.21,14012
14,13,64,53,82.81,11,17.19,14013
14,14,67,49,73.13,18,26.87,14014
14,15,46,39,84.78,7,15.22,14015
14,16,53,37,69.81,16,30.19,14016
14,17,32,20,62.5,12,37.5,14017
14,18,31,22,70.97,9,29.03,14018
14,19,63,52,82.54,11,17.46,14019
14,20,51,42,82.35,9,17.65,14020
14,21,41,30,73.17,11,26.83,14021
14,22,87,70,80.46,17,19.54,14022
14,23,56,41,73.21,15,26.79,14023
14,24,96,78,81.25,18,18.75,14024
14,25,27,21,77.78,6,22.22,14025
14,26,57,48,84.21,9,15.79,14026
14,27,62,51,82.26,11,17.74,14027
14,28,43,36,83.72,7,16.28,14028
14,29,48,38,79.17,10,20.83,14029
14,30,38,24,63.16,14,36.84,14030
14,31,38,30,78.95,8,21.05,14031
15,1,71,56,78.87,15,21.13,15001
15,2,56,14,25.0,42,75.0,15002
15,3,62,15,24.19,47,75.81,15003
15,4,48,37,77.08,11,22.92,15004
15,5,44,34,77.27,10,22.73,15005
15,6,52,45,86.54,7,13.46,15006
15,7,45,18,40.0,27,60.0,15007
15,8,55,44,80.0,11,20.0,15008
15,9,73,56,76.71,17,23.29,15009
15,10,108,84,77.78,24,22.22,15010
15,11,65,54,83.08,11,16.92,15011
15,12,60,47,78.33,13,21.67,15012
15,13,68,55,80.88,13,19.12,15013
15,14,42,30,71.43,12,28.57,15014
15,15,47,36,76.6,11,23.4,15015
15,16,60,39,65.0,21,35.0,15016
15,17,67,27,40.3,40,59.7,15017
15,18,42,15,35.71,27,64.29,15018
15,19,71,38,53.52,33,46.48,15019
15,20,60,16,26.67,44,73.33,15020
15,21,50,21,42.0,29,58.0,15021
15,22,65,19,29.23,46,70.77,15022
15,23,78,27,34.62,51,65.38,15023
15,24,39,14,35.9,25,64.1,15024
16,1,78,57,73.08,21,26.92,16001
16,2,76,30,39.47,46,60.53,16002
16,3,62,21,33.87,41,66.13,16003
16,4,63,17,26.98,46,73.02,16004
16,5,50,19,38.0,31,62.0,16005
16,6,66,24,36.36,42,63.64,16006
16,7,72,32,44.44,40,55.56,16007
16,8,41,22,53.66,19,46.34,16008
16,9,64,16,25.0,48,75.0,16009
16,10,77,23,29.87,54,70.13,16010
16,11,56,26,46.43,30,53.57,16011
16,12,41,10,24.39,31,75.61,16012
16,13,23,15,65.22,8,34.78,16013
16,14,55,17,30.91,38,69.09,16014
16,15,64,22,34.38,42,65.63,16015
16,16,77,27,35.06,50,64.94,16016
16,17,56,32,57.14,24,42.86,16017
16,18,65,26,40.0,39,60.0,16018
16,19,70,34,48.57,36,51.43,16019
16,20,53,21,39.62,32,60.38,16020
16,21,47,19,40.43,28,59.57,16021
16,22,51,16,31.37,35,68.63,16022
16,23,46,29,63.04,17,36.96,16023
16,24,36,13,36.11,23,63.89,16024
16,25,90,29,32.22,61,67.78,16025
16,26,47,18,38.3,29,61.7,16026
16,27,32,7,21.88,25,78.13,16027
16,28,77,24,31.17,53,68.83,16028
16,29,45,18,40.0,27,60.0,16029
16,30,56,22,39.29,34,60.71,16030
16,31,64,29,45.31,35,54.69,16031
16,32,58,36,62.07,22,37.93,16032
16,33,54,16,29.63,38,70.37,16033
16,34,66,19,28.79,47,71.21,16034
16,35,51,33,64.71,18,35.29,16035
16,36,37,8,21.62,29,78.38,16036
17,1,57,30,52.63,27,47.37,17001
17,2,83,28,33.73,55,66.27,17002
17,3,93,47,50.54,46,49.46,17003
17,4,129,46,35.66,83,64.34,17004
17,5,81,31,38.27,50,61.73,17005
17,6,67,33,49.25,34,50.75,17006
17,7,62,28,45.16,34,54.84,17007
17,8,64,19,29.69,45,70.31,17008
17,9,82,33,40.24,49,59.76,17009
17,10,112,38,33.93,74,66.07,17010
17,11,61,21,34.43,40,65.57,17011
17,12,78,39,50.0,39,50.0,17012
