ward,precinct,total,AL GORE,AL GORE Percent,BILL BRADLEY,BILL BRADLEY Percent,"LYNDON H. LAROUCHE, JR.","LYNDON H. LAROUCHE, JR. Percent",precinct_id
2,23,122,109,89.34,12,9.84,1,0.82,02023
2,24,145,135,93.1,7,4.83,3,2.07,02024
2,25,46,44,95.65,1,2.17,1,2.17,02025
2,26,118,109,92.37,7,5.93,2,1.69,02026
2,27,36,32,88.89,4,11.11,0,0.0,02027
2,28,177,164,92.66,12,6.78,1,0.56,02028
2,29,99,70,70.71,25,25.25,4,4.04,02029
2,30,122,100,81.97,21,17.21,1,0.82,02030
2,31,196,180,91.84,15,7.65,1,0.51,02031
2,32,109,99,90.83,8,7.34,2,1.83,02032
2,33,271,247,91.14,23,8.49,1,0.37,02033
2,34,179,172,96.09,5,2.79,2,1.12,02034
2,35,28,19,67.86,6,21.43,3,10.71,02035
2,36,107,93,86.92,10,9.35,4,3.74,02036
2,37,101,84,83.17,17,16.83,0,0.0,02037
2,38,149,137,91.95,10,6.71,2,1.34,02038
2,39,132,118,89.39,9,6.82,5,3.79,02039
2,40,148,132,89.19,15,10.14,1,0.68,02040
2,41,61,55,90.16,6,9.84,0,0.0,02041
2,42,42,36,85.71,6,14.29,0,0.0,02042
2,43,202,159,78.71,40,19.8,3,1.49,02043
2,44,201,177,88.06,23,11.44,1,0.5,02044
2,45,82,74,90.24,6,7.32,2,2.44,02045
2,46,316,295,93.35,20,6.33,1,0.32,02046
2,47,116,107,92.24,7,6.03,2,1.72,02047
2,48,205,189,92.2,14,6.83,2,0.98,02048
2,49,58,48,82.76,10,17.24,0,0.0,02049
2,50,88,73,82.95,13,14.77,2,2.27,02050
2,51,122,109,89.34,12,9.84,1,0.82,02051
2,52,122,106,86.89,16,13.11,0,0.0,02052
2,53,81,73,90.12,6,7.41,2,2.47,02053
2,54,176,136,77.27,39,22.16,1,0.57,02054
3,1,201,177,88.06,21,10.45,3,1.49,03001
3,2,251,234,93.23,16,6.37,1,0.4,03002
3,3,42,31,73.81,11,26.19,0,0.0,03003
3,4,70,56,80.0,10,14.29,4,5.71,03004
3,5,66,54,81.82,11,16.67,1,1.52,03005
3,6,42,36,85.71,5,11.9,1,2.38,03006
3,7,27,22,81.48,5,18.52,0,0.0,03007
3,8,74,59,79.73,12,16.22,3,4.05,03008
3,9,112,103,91.96,7,6.25,2,1.79,03009
3,10,171,157,91.81,12,7.02,2,1.17,03010
3,11,83,75,90.36,6,7.23,2,2.41,03011
3,12,115,104,90.43,11,9.57,0,0.0,03012
3,13,24,20,83.33,4,16.67,0,0.0,03013
3,14,79,77,97.47,2,2.53,0,0.0,03014
3,15,127,116,91.34,8,6.3,3,2.36,03015
3,16,209,195,93.3,12,5.74,2,0.96,03016
3,17,115,104,90.43,9,7.83,2,1.74,03017
3,18,106,96,90.57,10,9.43,0,0.0,03018
3,19,59,48,81.36,9,15.25,2,3.39,03019
3,20,45,35,77.78,9,20.0,1,2.22,03020
3,21,81,73,90.12,7,8.64,1,1.23,03021
3,22,112,104,92.86,6,5.36,2,1.79,03022
3,23,44,37,84.09,4,9.09,3,6.82,03023
3,24,164,154,93.9,5,3.05,5,3.05,03024
3,25,34,27,79.41,7,20.59,0,0.0,03025
3,26,90,82,91.11,5,5.56,3,3.33,03026
3,27,26,24,92.31,1,3.85,1,3.85,03027
3,28,168,150,89.29,15,8.93,3,1.79,03028
3,29,16,11,68.75,4,25.0,1,6.25,03029
3,30,152,145,95.39,5,3.29,2,1.32,03030
3,31,147,134,91.16,12,8.16,1,0.68,03031
3,32,169,157,92.9,9,5.33,3,1.78,03032
3,33,117,103,88.03,12,10.26,2,1.71,03033
3,34,32,29,90.63,3,9.38,0,0.0,03034
3,35,126,121,96.03,5,3.97,0,0.0,03035
3,36,45,41,91.11,3,6.67,1,2.22,03036
3,37,125,121,96.8,4,3.2,0,0.0,03037
3,38,205,196,95.61,6,2.93,3,1.46,03038
3,39,281,268,95.37,8,2.85,5,1.78,03039
3,40,133,122,91.73,9,6.77,2,1.5,03040
3,41,100,80,80.0,16,16.0,4,4.0,03041
3,42,55,51,92.73,4,7.27,0,0.0,03042
3,43,29,24,82.76,4,13.79,1,3.45,03043
3,44,90,86,95.56,4,4.44,0,0.0,03044
3,45,44,39,88.64,5,11.36,0,0.0,03045
3,46,13,12,92.31,0,0.0,1,7.69,03046
3,47,95,90,94.74,5,5.26,0,0.0,03047
3,48,103,95,92.23,7,6.8,1,0.97,03048
3,49,94,86,91.49,6,6.38,2,2.13,03049
3,50,123,117,95.12,5,4.07,1,0.81,03050
3,51,62,55,88.71,6,9.68,1,1.61,03051
3,52,146,133,91.1,7,4.79,6,4.11,03052
4,1,169,134,79.29,34,20.12,1,0.59,04001
4,2,43,41,95.35,1,2.33,1,2.33,04002
4,3,221,198,89.59,23,10.41,0,0.0,04003
4,4,167,147,88.02,18,10.78,2,1.2,04004
4,5,196,177,90.31,17,8.67,2,1.02,04005
4,6,8,8,100.0,0,0.0,0,0.0,04006
4,7,141,130,92.2,10,7.09,1,0.71,04007
4,8,257,227,88.33,26,10.12,4,1.56,04008
4,9,393,364,92.62,28,7.12,1,0.25,04009
4,10,223,206,92.38,13,5.83,4,1.79,04010
4,11,143,125,87.41,16,11.19,2,1.4,04011
4,12,129,118,91.47,10,7.75,1,0.78,04012
4,13,223,176,78.92,45,20.18,2,0.9,04013
4,14,114,96,84.21,15,13.16,3,2.63,04014
4,15,119,98,82.35,15,12.61,6,5.04,04015
4,16,203,180,88.67,22,10.84,1,0.49,04016
4,17,243,211,86.83,31,12.76,1,0.41,04017
4,18,137,126,91.97,10,7.3,1,0.73,04018
4,19,48,44,91.67,4,8.33,0,0.0,04019
4,20,72,55,76.39,16,22.22,1,1.39,04020
4,21,173,153,88.44,20,11.56,0,0.0,04021
4,22,280,235,83.93,43,15.36,2,0.71,04022
4,23,157,130,82.8,27,17.2,0,0.0,04023
4,24,221,194,87.78,23,10.41,4,1.81,04024
4,25,209,184,88.04,21,10.05,4,1.91,04025
4,26,142,132,92.96,8,5.63,2,1.41,04026
4,27,251,232,92.43,18,7.17,1,0.4,04027
4,28,195,150,76.92,45,23.08,0,0.0,04028
4,29,174,147,84.48,26,14.94,1,0.57,04029
4,30,41,36,87.8,3,7.32,2,4.88,04030
4,31,66,63,95.45,2,3.03,1,1.52,04031
4,32,211,157,74.41,53,25.12,1,0.47,04032
4,33,70,65,92.86,4,5.71,1,1.43,04033
4,34,180,130,72.22,49,27.22,1,0.56,04034
4,35,100,85,85.0,8,8.0,7,7.0,04035
4,36,219,200,91.32,19,8.68,0,0.0,04036
4,37,102,86,84.31,11,10.78,5,4.9,04037
4,38,269,224,83.27,43,15.99,2,0.74,04038
4,39,88,79,89.77,9,10.23,0,0.0,04039
4,40,193,177,91.71,14,7.25,2,1.04,04040
4,41,145,119,82.07,26,17.93,0,0.0,04041
4,42,119,111,93.28,5,4.2,3,2.52,04042
4,43,143,114,79.72,29,20.28,0,0.0,04043
4,44,152,125,82.24,25,16.45,2,1.32,04044
4,45,347,317,91.35,27,7.78,3,0.86,04045
4,46,177,160,90.4,13,7.34,4,2.26,04046
4,47,257,213,82.88,44,17.12,0,0.0,04047
4,48,268,229,85.45,39,14.55,0,0.0,04048
4,49,65,62,95.38,3,4.62,0,0.0,04049
4,50,154,140,90.91,12,7.79,2,1.3,04050
4,51,231,202,87.45,28,12.12,1,0.43,04051
4,52,52,47,90.38,3,5.77,2,3.85,04052
4,53,44,32,72.73,12,27.27,0,0.0,04053
4,54,103,84,81.55,19,18.45,0,0.0,04054
4,55,141,108,76.6,33,23.4,0,0.0,04055
5,1,196,179,91.33,14,7.14,3,1.53,05001
5,2,161,150,93.17,9,5.59,2,1.24,05002
5,3,207,191,92.27,12,5.8,4,1.93,05003
5,4,248,225,90.73,22,8.87,1,0.4,05004
5,5,135,116,85.93,15,11.11,4,2.96,05005
5,6,202,184,91.09,15,7.43,3,1.49,05006
5,7,167,157,94.01,8,4.79,2,1.2,05007
5,8,243,182,74.9,59,24.28,2,0.82,05008
5,9,162,143,88.27,15,9.26,4,2.47,05009
5,10,115,106,92.17,7,6.09,2,1.74,05010
5,11,75,50,66.67,24,32.0,1,1.33,05011
5,12,184,169,91.85,12,6.52,3,1.63,05012
5,13,183,165,90.16,16,8.74,2,1.09,05013
5,14,176,137,77.84,39,22.16,0,0.0,05014
5,15,122,106,86.89,14,11.48,2,1.64,05015
5,16,137,131,95.62,5,3.65,1,0.73,05016
5,17,130,123,94.62,6,4.62,1,0.77,05017
5,18,118,111,94.07,5,4.24,2,1.69,05018
5,19,127,112,88.19,12,9.45,3,2.36,05019
5,20,127,118,92.91,7,5.51,2,1.57,05020
5,21,234,215,91.88,18,7.69,1,0.43,05021
5,22,183,166,90.71,14,7.65,3,1.64,05022
5,23,147,136,92.52,8,5.44,3,2.04,05023
5,24,193,171,88.6,21,10.88,1,0.52,05024
5,25,136,126,92.65,7,5.15,3,2.21,05025
5,26,110,104,94.55,6,5.45,0,0.0,05026
5,27,65,46,70.77,18,27.69,1,1.54,05027
5,28,240,215,89.58,20,8.33,5,2.08,05028
5,29,137,123,89.78,11,8.03,3,2.19,05029
5,30,181,129,71.27,52,28.73,0,0.0,05030
5,31,123,113,91.87,8,6.5,2,1.63,05031
5,32,263,240,91.25,23,8.75,0,0.0,05032
5,33,182,169,92.86,12,6.59,1,0.55,05033
5,34,126,113,89.68,12,9.52,1,0.79,05034
5,35,126,104,82.54,22,17.46,0,0.0,05035
5,36,169,155,91.72,12,7.1,2,1.18,05036
5,37,132,101,76.52,28,21.21,3,2.27,05037
5,38,224,190,84.82,32,14.29,2,0.89,05038
5,39,201,122,60.7,78,38.81,1,0.5,05039
5,40,123,116,94.31,4,3.25,3,2.44,05040
5,41,163,115,70.55,47,28.83,1,0.61,05041
5,42,184,167,90.76,13,7.07,4,2.17,05042
5,43,211,189,89.57,22,10.43,0,0.0,05043
5,44,172,158,91.86,11,6.4,3,1.74,05044
5,45,123,109,88.62,11,8.94,3,2.44,05045
5,46,188,149,79.26,37,19.68,2,1.06,05046
5,47,134,117,87.31,14,10.45,3,2.24,05047
5,48,166,141,84.94,24,14.46,1,0.6,05048
5,49,195,137,70.26,57,29.23,1,0.51,05049
5,50,107,91,85.05,14,13.08,2,1.87,05050
5,51,131,125,95.42,5,3.82,1,0.76,05051
5,52,130,118,90.77,11,8.46,1,0.77,05052
5,53,127,115,90.55,11,8.66,1,0.79,05053
5,54,109,99,90.83,10,9.17,0,0.0,05054
5,55,182,161,88.46,21,11.54,0,0.0,05055
5,56,112,106,94.64,3,2.68,3,2.68,05056
5,57,187,159,85.03,28,14.97,0,0.0,05057
5,58,110,100,90.91,6,5.45,4,3.64,05058
5,59,102,94,92.16,7,6.86,1,0.98,05059
6,1,275,265,96.36,8,2.91,2,0.73,06001
6,2,255,242,94.9,9,3.53,4,1.57,06002
6,3,227,213,93.83,12,5.29,2,0.88,06003
6,4,149,131,87.92,14,9.4,4,2.68,06004
6,5,102,97,95.1,3,2.94,2,1.96,06005
6,6,219,201,91.78,12,5.48,6,2.74,06006
6,7,166,154,92.77,12,7.23,0,0.0,06007
6,8,230,213,92.61,13,5.65,4,1.74,06008
6,9,263,244,92.78,16,6.08,3,1.14,06009
6,10,285,269,94.39,15,5.26,1,0.35,06010
6,11,184,171,92.93,12,6.52,1,0.54,06011
6,12,146,139,95.21,5,3.42,2,1.37,06012
6,13,193,182,94.3,9,4.66,2,1.04,06013
6,14,224,207,92.41,16,7.14,1,0.45,06014
6,15,130,120,92.31,9,6.92,1,0.77,06015
6,16,243,224,92.18,17,7.0,2,0.82,06016
6,17,287,264,91.99,23,8.01,0,0.0,06017
6,18,69,64,92.75,5,7.25,0,0.0,06018
6,19,192,180,93.75,9,4.69,3,1.56,06019
6,20,62,59,95.16,3,4.84,0,0.0,06020
6,21,224,208,92.86,14,6.25,2,0.89,06021
6,22,203,190,93.6,11,5.42,2,0.99,06022
6,23,151,141,93.38,7,4.64,3,1.99,06023
6,24,187,167,89.3,19,10.16,1,0.53,06024
6,25,183,172,93.99,10,5.46,1,0.55,06025
6,26,217,211,97.24,6,2.76,0,0.0,06026
6,27,279,261,93.55,17,6.09,1,0.36,06027
6,28,250,241,96.4,7,2.8,2,0.8,06028
6,29,264,251,95.08,12,4.55,1,0.38,06029
6,30,165,158,95.76,5,3.03,2,1.21,06030
6,31,277,265,95.67,9,3.25,3,1.08,06031
6,32,221,213,96.38,8,3.62,0,0.0,06032
6,33,241,217,90.04,20,8.3,4,1.66,06033
6,34,173,165,95.38,4,2.31,4,2.31,06034
6,35,258,245,94.96,13,5.04,0,0.0,06035
6,36,116,106,91.38,8,6.9,2,1.72,06036
6,37,253,236,93.28,14,5.53,3,1.19,06037
6,38,257,244,94.94,10,3.89,3,1.17,06038
6,39,123,112,91.06,9,7.32,2,1.63,06039
6,40,100,92,92.0,7,7.0,1,1.0,06040
6,41,239,222,92.89,14,5.86,3,1.26,06041
6,42,121,108,89.26,9,7.44,4,3.31,06042
6,43,258,241,93.41,16,6.2,1,0.39,06043
6,44,205,193,94.15,11,5.37,1,0.49,06044
6,45,126,121,96.03,4,3.17,1,0.79,06045
6,46,165,157,95.15,8,4.85,0,0.0,06046
6,47,247,231,93.52,15,6.07,1,0.4,06047
6,48,232,221,95.26,10,4.31,1,0.43,06048
6,49,191,178,93.19,10,5.24,3,1.57,06049
6,50,234,216,92.31,17,7.26,1,0.43,06050
6,51,161,154,95.65,7,4.35,0,0.0,06051
6,52,163,146,89.57,15,9.2,2,1.23,06052
6,53,176,166,94.32,8,4.55,2,1.14,06053
6,54,173,166,95.95,5,2.89,2,1.16,06054
6,55,143,132,92.31,9,6.29,2,1.4,06055
6,56,157,151,96.18,4,2.55,2,1.27,06056
6,57,121,115,95.04,6,4.96,0,0.0,06057
6,58,253,243,96.05,6,2.37,4,1.58,06058
6,59,196,186,94.9,8,4.08,2,1.02,06059
6,60,132,123,93.18,5,3.79,4,3.03,06060
6,61,129,123,95.35,6,4.65,0,0.0,06061
6,62,225,212,94.22,13,5.78,0,0.0,06062
6,63,187,169,90.37,18,9.63,0,0.0,06063
6,64,239,225,94.14,13,5.44,1,0.42,06064
7,1,267,255,95.51,11,4.12,1,0.37,07001
7,2,200,188,94.0,9,4.5,3,1.5,07002
7,3,158,143,90.51,12,7.59,3,1.9,07003
7,4,154,135,87.66,15,9.74,4,2.6,07004
7,5,129,121,93.8,3,2.33,5,3.88,07005
7,6,175,163,93.14,9,5.14,3,1.71,07006
7,7,138,126,91.3,11,7.97,1,0.72,07007
7,8,136,122,89.71,11,8.09,3,2.21,07008
7,9,181,162,89.5,19,10.5,0,0.0,07009
7,10,205,186,90.73,14,6.83,5,2.44,07010
7,11,205,184,89.76,19,9.27,2,0.98,07011
7,12,182,168,92.31,12,6.59,2,1.1,07012
7,13,87,81,93.1,5,5.75,1,1.15,07013
7,14,168,152,90.48,13,7.74,3,1.79,07014
7,15,253,231,91.3,15,5.93,7,2.77,07015
7,16,178,170,95.51,6,3.37,2,1.12,07016
7,17,169,158,93.49,10,5.92,1,0.59,07017
7,18,165,156,94.55,8,4.85,1,0.61,07018
7,19,254,236,92.91,16,6.3,2,0.79,07019
7,20,47,42,89.36,4,8.51,1,2.13,07020
7,21,188,178,94.68,9,4.79,1,0.53,07021
7,22,177,158,89.27,15,8.47,4,2.26,07022
7,23,167,155,92.81,10,5.99,2,1.2,07023
7,24,235,224,95.32,9,3.83,2,0.85,07024
7,25,154,145,94.16,8,5.19,1,0.65,07025
7,26,197,188,95.43,7,3.55,2,1.02,07026
7,27,192,181,94.27,8,4.17,3,1.56,07027
7,28,163,155,95.09,6,3.68,2,1.23,07028
7,29,101,100,99.01,1,0.99,0,0.0,07029
7,30,283,261,92.23,20,7.07,2,0.71,07030
7,31,223,209,93.72,13,5.83,1,0.45,07031
7,32,167,154,92.22,12,7.19,1,0.6,07032
7,33,194,183,94.33,10,5.15,1,0.52,07033
7,34,112,105,93.75,5,4.46,2,1.79,07034
7,35,237,209,88.19,16,6.75,12,5.06,07035
7,36,285,271,95.09,11,3.86,3,1.05,07036
7,37,214,201,93.93,10,4.67,3,1.4,07037
7,38,198,178,89.9,15,7.58,5,2.53,07038
7,39,167,159,95.21,7,4.19,1,0.6,07039
7,40,145,131,90.34,11,7.59,3,2.07,07040
7,41,231,216,93.51,13,5.63,2,0.87,07041
7,42,183,169,92.35,14,7.65,0,0.0,07042
7,43,199,185,92.96,12,6.03,2,1.01,07043
7,44,256,230,89.84,18,7.03,8,3.13,07044
7,45,254,240,94.49,12,4.72,2,0.79,07045
7,46,99,94,94.95,5,5.05,0,0.0,07046
8,1,246,233,94.72,12,4.88,1,0.41,08001
8,2,151,140,92.72,11,7.28,0,0.0,08002
8,3,309,296,95.79,12,3.88,1,0.32,08003
8,4,225,219,97.33,6,2.67,0,0.0,08004
8,5,268,252,94.03,16,5.97,0,0.0,08005
8,6,238,214,89.92,19,7.98,5,2.1,08006
8,7,125,116,92.8,8,6.4,1,0.8,08007
8,8,298,283,94.97,14,4.7,1,0.34,08008
8,9,263,249,94.68,13,4.94,1,0.38,08009
8,10,271,254,93.73,15,5.54,2,0.74,08010
8,11,147,133,90.48,11,7.48,3,2.04,08011
8,12,190,176,92.63,12,6.32,2,1.05,08012
8,13,151,142,94.04,4,2.65,5,3.31,08013
8,14,155,146,94.19,7,4.52,2,1.29,08014
8,15,179,173,96.65,3,1.68,3,1.68,08015
8,16,246,229,93.09,16,6.5,1,0.41,08016
8,17,194,177,91.24,17,8.76,0,0.0,08017
8,18,144,137,95.14,5,3.47,2,1.39,08018
8,19,271,251,92.62,16,5.9,4,1.48,08019
8,20,168,158,94.05,7,4.17,3,1.79,08020
8,21,176,168,95.45,6,3.41,2,1.14,08021
8,22,194,185,95.36,9,4.64,0,0.0,08022
8,23,177,173,97.74,2,1.13,2,1.13,08023
8,24,218,203,93.12,13,5.96,2,0.92,08024
8,25,189,178,94.18,10,5.29,1,0.53,08025
8,26,126,115,91.27,10,7.94,1,0.79,08026
8,27,224,218,97.32,5,2.23,1,0.45,08027
8,28,194,183,94.33,10,5.15,1,0.52,08028
8,29,209,198,94.74,10,4.78,1,0.48,08029
8,30,208,197,94.71,9,4.33,2,0.96,08030
8,31,182,173,95.05,8,4.4,1,0.55,08031
8,32,325,311,95.69,11,3.38,3,0.92,08032
8,33,118,109,92.37,7,5.93,2,1.69,08033
8,34,234,212,90.6,21,8.97,1,0.43,08034
8,35,289,272,94.12,16,5.54,1,0.35,08035
8,36,204,191,93.63,11,5.39,2,0.98,08036
8,37,153,139,90.85,13,8.5,1,0.65,08037
8,38,199,181,90.95,14,7.04,4,2.01,08038
8,39,219,206,94.06,11,5.02,2,0.91,08039
8,40,200,187,93.5,12,6.0,1,0.5,08040
8,41,207,191,92.27,16,7.73,0,0.0,08041
8,42,186,175,94.09,10,5.38,1,0.54,08042
8,43,135,128,94.81,6,4.44,1,0.74,08043
8,44,233,220,94.42,12,5.15,1,0.43,08044
8,45,201,186,92.54,14,6.97,1,0.5,08045
8,46,183,165,90.16,15,8.2,3,1.64,08046
8,47,222,204,91.89,15,6.76,3,1.35,08047
8,48,235,219,93.19,14,5.96,2,0.85,08048
8,49,252,242,96.03,9,3.57,1,0.4,08049
8,50,226,207,91.59,18,7.96,1,0.44,08050
8,51,214,202,94.39,11,5.14,1,0.47,08051
8,52,217,206,94.93,10,4.61,1,0.46,08052
8,53,241,229,95.02,9,3.73,3,1.24,08053
8,54,226,209,92.48,14,6.19,3,1.33,08054
8,55,180,165,91.67,15,8.33,0,0.0,08055
8,56,163,154,94.48,8,4.91,1,0.61,08056
8,57,228,219,96.05,9,3.95,0,0.0,08057
8,58,227,210,92.51,13,5.73,4,1.76,08058
8,59,182,174,95.6,6,3.3,2,1.1,08059
8,60,250,233,93.2,14,5.6,3,1.2,08060
8,61,175,167,95.43,8,4.57,0,0.0,08061
8,62,279,264,94.62,14,5.02,1,0.36,08062
8,63,253,230,90.91,20,7.91,3,1.19,08063
8,64,111,106,95.5,4,3.6,1,0.9,08064
8,65,195,179,91.79,15,7.69,1,0.51,08065
8,66,283,268,94.7,14,4.95,1,0.35,08066
9,1,263,248,94.3,14,5.32,1,0.38,09001
9,2,248,232,93.55,15,6.05,1,0.4,09002
9,3,123,105,85.37,17,13.82,1,0.81,09003
9,4,262,245,93.51,14,5.34,3,1.15,09004
9,5,244,226,92.62,14,5.74,4,1.64,09005
9,6,190,174,91.58,15,7.89,1,0.53,09006
9,7,201,183,91.04,16,7.96,2,1.0,09007
9,8,201,189,94.03,9,4.48,3,1.49,09008
9,9,243,221,90.95,19,7.82,3,1.23,09009
9,10,205,188,91.71,16,7.8,1,0.49,09010
9,11,139,126,90.65,12,8.63,1,0.72,09011
9,12,188,180,95.74,8,4.26,0,0.0,09012
9,13,295,275,93.22,18,6.1,2,0.68,09013
9,14,326,311,95.4,15,4.6,0,0.0,09014
9,15,95,81,85.26,12,12.63,2,2.11,09015
9,16,221,212,95.93,9,4.07,0,0.0,09016
9,17,198,181,91.41,12,6.06,5,2.53,09017
9,18,191,179,93.72,11,5.76,1,0.52,09018
9,19,237,226,95.36,10,4.22,1,0.42,09019
9,20,235,218,92.77,13,5.53,4,1.7,09020
9,21,159,150,94.34,6,3.77,3,1.89,09021
9,22,254,242,95.28,12,4.72,0,0.0,09022
9,23,154,136,88.31,15,9.74,3,1.95,09023
9,24,111,103,92.79,6,5.41,2,1.8,09024
9,25,111,99,89.19,8,7.21,4,3.6,09025
9,26,140,127,90.71,13,9.29,0,0.0,09026
9,27,150,142,94.67,7,4.67,1,0.67,09027
9,28,158,147,93.04,10,6.33,1,0.63,09028
9,29,186,172,92.47,13,6.99,1,0.54,09029
9,30,214,201,93.93,9,4.21,4,1.87,09030
9,31,128,124,96.88,4,3.13,0,0.0,09031
9,32,219,201,91.78,14,6.39,4,1.83,09032
9,33,162,149,91.98,12,7.41,1,0.62,09033
9,34,162,142,87.65,18,11.11,2,1.23,09034
9,35,234,222,94.87,11,4.7,1,0.43,09035
9,36,91,86,94.51,4,4.4,1,1.1,09036
9,37,205,157,76.59,41,20.0,7,3.41,09037
9,38,199,188,94.47,8,4.02,3,1.51,09038
9,39,191,184,96.34,5,2.62,2,1.05,09039
9,40,242,230,95.04,9,3.72,3,1.24,09040
9,41,263,247,93.92,14,5.32,2,0.76,09041
9,42,154,134,87.01,19,12.34,1,0.65,09042
9,43,125,115,92.0,9,7.2,1,0.8,09043
9,44,179,159,88.83,18,10.06,2,1.12,09044
9,45,243,229,94.24,13,5.35,1,0.41,09045
9,46,185,174,94.05,10,5.41,1,0.54,09046
9,47,141,128,90.78,12,8.51,1,0.71,09047
9,48,233,218,93.56,15,6.44,0,0.0,09048
9,49,97,83,85.57,10,10.31,4,4.12,09049
9,50,256,233,91.02,21,8.2,2,0.78,09050
9,51,149,139,93.29,10,6.71,0,0.0,09051
9,52,219,210,95.89,6,2.74,3,1.37,09052
10,1,126,120,95.24,6,4.76,0,0.0,10001
10,2,132,99,75.0,28,21.21,5,3.79,10002
10,3,198,152,76.77,40,20.2,6,3.03,10003
10,4,202,176,87.13,20,9.9,6,2.97,10004
10,5,138,103,74.64,30,21.74,5,3.62,10005
10,6,195,181,92.82,14,7.18,0,0.0,10006
10,7,61,55,90.16,5,8.2,1,1.64,10007
10,8,186,151,81.18,28,15.05,7,3.76,10008
10,9,160,122,76.25,32,20.0,6,3.75,10009
10,10,166,157,94.58,7,4.22,2,1.2,10010
10,11,191,159,83.25,30,15.71,2,1.05,10011
10,12,165,142,86.06,14,8.48,9,5.45,10012
10,13,237,193,81.43,34,14.35,10,4.22,10013
10,14,35,29,82.86,5,14.29,1,2.86,10014
10,15,88,61,69.32,21,23.86,6,6.82,10015
10,16,156,130,83.33,23,14.74,3,1.92,10016
10,17,154,125,81.17,28,18.18,1,0.65,10017
10,18,142,128,90.14,13,9.15,1,0.7,10018
10,19,259,205,79.15,46,17.76,8,3.09,10019
10,20,307,249,81.11,51,16.61,7,2.28,10020
10,21,117,90,76.92,23,19.66,4,3.42,10021
10,22,63,56,88.89,5,7.94,2,3.17,10022
10,23,200,174,87.0,19,9.5,7,3.5,10023
10,24,173,130,75.14,38,21.97,5,2.89,10024
10,25,216,193,89.35,18,8.33,5,2.31,10025
10,26,116,105,90.52,10,8.62,1,0.86,10026
10,27,206,169,82.04,35,16.99,2,0.97,10027
