ward,precinct,total,Karen A. Yarbrough,Karen A. Yarbrough Percent,precinct_id
3,34,221,221,100.0,03034
3,35,85,85,100.0,03035
3,36,113,113,100.0,03036
3,37,184,184,100.0,03037
3,38,247,247,100.0,03038
3,39,213,213,100.0,03039
3,40,236,236,100.0,03040
3,41,197,197,100.0,03041
4,1,304,304,100.0,04001
4,2,223,223,100.0,04002
4,3,205,205,100.0,04003
4,4,314,314,100.0,04004
4,5,279,279,100.0,04005
4,6,322,322,100.0,04006
4,7,366,366,100.0,04007
4,8,318,318,100.0,04008
4,9,373,373,100.0,04009
4,10,324,324,100.0,04010
4,11,226,226,100.0,04011
4,12,264,264,100.0,04012
4,13,122,122,100.0,04013
4,14,278,278,100.0,04014
4,15,306,306,100.0,04015
4,16,236,236,100.0,04016
4,17,209,209,100.0,04017
4,18,270,270,100.0,04018
4,19,160,160,100.0,04019
4,20,190,190,100.0,04020
4,21,199,199,100.0,04021
4,22,240,240,100.0,04022
4,23,317,317,100.0,04023
4,24,229,229,100.0,04024
4,25,196,196,100.0,04025
4,26,234,234,100.0,04026
4,27,285,285,100.0,04027
4,28,222,222,100.0,04028
4,29,233,233,100.0,04029
4,30,285,285,100.0,04030
4,31,336,336,100.0,04031
4,32,269,269,100.0,04032
4,33,251,251,100.0,04033
4,34,239,239,100.0,04034
4,35,316,316,100.0,04035
4,36,296,296,100.0,04036
4,37,278,278,100.0,04037
4,38,302,302,100.0,04038
5,1,180,180,100.0,05001
5,2,149,149,100.0,05002
5,3,171,171,100.0,05003
5,4,271,271,100.0,05004
5,5,214,214,100.0,05005
5,6,202,202,100.0,05006
5,7,248,248,100.0,05007
5,8,200,200,100.0,05008
5,9,271,271,100.0,05009
5,10,165,165,100.0,05010
5,11,250,250,100.0,05011
5,12,144,144,100.0,05012
5,13,189,189,100.0,05013
5,14,243,243,100.0,05014
5,15,201,201,100.0,05015
5,16,194,194,100.0,05016
5,17,188,188,100.0,05017
5,18,202,202,100.0,05018
5,19,212,212,100.0,05019
5,20,252,252,100.0,05020
5,21,215,215,100.0,05021
5,22,275,275,100.0,05022
5,23,345,345,100.0,05023
5,24,240,240,100.0,05024
5,25,247,247,100.0,05025
5,26,247,247,100.0,05026
5,27,159,159,100.0,05027
5,28,272,272,100.0,05028
5,29,258,258,100.0,05029
5,30,156,156,100.0,05030
5,31,182,182,100.0,05031
5,32,314,314,100.0,05032
5,33,261,261,100.0,05033
5,34,186,186,100.0,05034
5,35,242,242,100.0,05035
5,36,116,116,100.0,05036
5,37,231,231,100.0,05037
5,38,218,218,100.0,05038
5,39,170,170,100.0,05039
5,40,181,181,100.0,05040
5,41,166,166,100.0,05041
6,1,251,251,100.0,06001
6,2,232,232,100.0,06002
6,3,236,236,100.0,06003
6,4,127,127,100.0,06004
6,5,106,106,100.0,06005
6,6,235,235,100.0,06006
6,7,200,200,100.0,06007
6,8,204,204,100.0,06008
6,9,150,150,100.0,06009
6,10,114,114,100.0,06010
6,11,163,163,100.0,06011
6,12,126,126,100.0,06012
6,13,152,152,100.0,06013
6,14,208,208,100.0,06014
6,15,110,110,100.0,06015
6,16,241,241,100.0,06016
6,17,121,121,100.0,06017
6,18,106,106,100.0,06018
6,19,164,164,100.0,06019
6,20,101,101,100.0,06020
6,21,83,83,100.0,06021
6,22,114,114,100.0,06022
6,23,75,75,100.0,06023
6,24,96,96,100.0,06024
6,25,92,92,100.0,06025
6,26,113,113,100.0,06026
6,27,88,88,100.0,06027
6,28,81,81,100.0,06028
6,29,261,261,100.0,06029
6,30,146,146,100.0,06030
6,31,260,260,100.0,06031
6,32,212,212,100.0,06032
6,33,200,200,100.0,06033
6,34,219,219,100.0,06034
6,35,197,197,100.0,06035
6,36,259,259,100.0,06036
6,37,264,264,100.0,06037
6,38,236,236,100.0,06038
6,39,157,157,100.0,06039
6,40,180,180,100.0,06040
6,41,221,221,100.0,06041
6,42,166,166,100.0,06042
6,43,177,177,100.0,06043
6,44,174,174,100.0,06044
6,45,210,210,100.0,06045
6,46,132,132,100.0,06046
6,47,138,138,100.0,06047
6,48,203,203,100.0,06048
7,1,178,178,100.0,07001
7,2,151,151,100.0,07002
7,3,242,242,100.0,07003
7,4,209,209,100.0,07004
7,5,159,159,100.0,07005
7,6,225,225,100.0,07006
7,7,155,155,100.0,07007
7,8,145,145,100.0,07008
7,9,331,331,100.0,07009
7,10,214,214,100.0,07010
7,11,148,148,100.0,07011
7,12,155,155,100.0,07012
7,13,130,130,100.0,07013
7,14,183,183,100.0,07014
7,15,202,202,100.0,07015
7,16,145,145,100.0,07016
7,17,133,133,100.0,07017
7,18,138,138,100.0,07018
7,19,197,197,100.0,07019
7,20,121,121,100.0,07020
7,21,135,135,100.0,07021
7,22,136,136,100.0,07022
7,23,237,237,100.0,07023
7,24,149,149,100.0,07024
7,25,108,108,100.0,07025
7,26,164,164,100.0,07026
7,27,170,170,100.0,07027
7,28,116,116,100.0,07028
7,29,149,149,100.0,07029
7,30,116,116,100.0,07030
7,31,94,94,100.0,07031
7,32,340,340,100.0,07032
7,33,319,319,100.0,07033
7,34,253,253,100.0,07034
7,35,189,189,100.0,07035
7,36,251,251,100.0,07036
7,37,204,204,100.0,07037
7,38,165,165,100.0,07038
7,39,176,176,100.0,07039
7,40,166,166,100.0,07040
7,41,175,175,100.0,07041
7,42,179,179,100.0,07042
7,43,182,182,100.0,07043
7,44,138,138,100.0,07044
7,45,130,130,100.0,07045
7,46,95,95,100.0,07046
8,1,156,156,100.0,08001
8,2,174,174,100.0,08002
8,3,278,278,100.0,08003
8,4,259,259,100.0,08004
8,5,278,278,100.0,08005
8,6,225,225,100.0,08006
8,7,267,267,100.0,08007
8,8,246,246,100.0,08008
8,9,160,160,100.0,08009
8,10,321,321,100.0,08010
8,11,184,184,100.0,08011
8,12,160,160,100.0,08012
8,13,214,214,100.0,08013
8,14,108,108,100.0,08014
8,15,177,177,100.0,08015
8,16,57,57,100.0,08016
8,17,214,214,100.0,08017
8,18,129,129,100.0,08018
8,19,277,277,100.0,08019
8,20,262,262,100.0,08020
8,21,253,253,100.0,08021
8,22,204,204,100.0,08022
8,23,164,164,100.0,08023
8,24,146,146,100.0,08024
8,25,162,162,100.0,08025
8,26,183,183,100.0,08026
8,27,250,250,100.0,08027
8,28,225,225,100.0,08028
8,29,246,246,100.0,08029
8,30,207,207,100.0,08030
8,31,165,165,100.0,08031
8,32,165,165,100.0,08032
8,33,199,199,100.0,08033
8,34,211,211,100.0,08034
8,35,237,237,100.0,08035
8,36,230,230,100.0,08036
8,37,206,206,100.0,08037
8,38,123,123,100.0,08038
8,39,196,196,100.0,08039
8,40,172,172,100.0,08040
8,41,207,207,100.0,08041
8,42,257,257,100.0,08042
8,43,89,89,100.0,08043
8,44,129,129,100.0,08044
8,45,153,153,100.0,08045
8,46,157,157,100.0,08046
8,47,177,177,100.0,08047
8,48,174,174,100.0,08048
8,49,199,199,100.0,08049
8,50,234,234,100.0,08050
8,51,257,257,100.0,08051
8,52,309,309,100.0,08052
8,53,119,119,100.0,08053
8,54,130,130,100.0,08054
8,55,193,193,100.0,08055
8,56,245,245,100.0,08056
9,1,198,198,100.0,09001
9,2,160,160,100.0,09002
9,3,111,111,100.0,09003
9,4,137,137,100.0,09004
9,5,208,208,100.0,09005
9,6,170,170,100.0,09006
9,7,137,137,100.0,09007
9,8,168,168,100.0,09008
9,9,228,228,100.0,09009
9,10,141,141,100.0,09010
9,11,127,127,100.0,09011
9,12,247,247,100.0,09012
9,13,250,250,100.0,09013
9,14,245,245,100.0,09014
9,15,104,104,100.0,09015
9,16,175,175,100.0,09016
9,17,126,126,100.0,09017
9,18,126,126,100.0,09018
9,19,173,173,100.0,09019
9,20,216,216,100.0,09020
9,21,161,161,100.0,09021
9,22,222,222,100.0,09022
9,23,249,249,100.0,09023
9,24,204,204,100.0,09024
9,25,190,190,100.0,09025
9,26,128,128,100.0,09026
9,27,171,171,100.0,09027
9,28,95,95,100.0,09028
9,29,143,143,100.0,09029
9,30,145,145,100.0,09030
9,31,124,124,100.0,09031
9,32,197,197,100.0,09032
9,33,127,127,100.0,09033
9,34,132,132,100.0,09034
9,35,209,209,100.0,09035
9,36,159,159,100.0,09036
9,37,219,219,100.0,09037
9,38,164,164,100.0,09038
9,39,215,215,100.0,09039
9,40,241,241,100.0,09040
9,41,146,146,100.0,09041
9,42,221,221,100.0,09042
9,43,145,145,100.0,09043
9,44,182,182,100.0,09044
9,45,127,127,100.0,09045
9,46,189,189,100.0,09046
9,47,252,252,100.0,09047
9,48,213,213,100.0,09048
9,49,211,211,100.0,09049
9,50,324,324,100.0,09050
9,51,219,219,100.0,09051
10,1,126,126,100.0,10001
10,2,85,85,100.0,10002
10,3,92,92,100.0,10003
10,4,89,89,100.0,10004
10,5,58,58,100.0,10005
10,6,71,71,100.0,10006
10,7,52,52,100.0,10007
10,8,58,58,100.0,10008
10,9,63,63,100.0,10009
10,10,93,93,100.0,10010
10,11,99,99,100.0,10011
10,12,59,59,100.0,10012
10,13,120,120,100.0,10013
10,14,90,90,100.0,10014
10,15,376,376,100.0,10015
10,16,64,64,100.0,10016
10,17,100,100,100.0,10017
10,18,69,69,100.0,10018
10,19,82,82,100.0,10019
10,20,96,96,100.0,10020
10,21,72,72,100.0,10021
10,22,61,61,100.0,10022
10,23,78,78,100.0,10023
10,24,72,72,100.0,10024
10,25,39,39,100.0,10025
10,26,65,65,100.0,10026
10,27,118,118,100.0,10027
10,28,97,97,100.0,10028
10,29,71,71,100.0,10029
10,30,81,81,100.0,10030
10,31,57,57,100.0,10031
10,32,80,80,100.0,10032
10,33,71,71,100.0,10033
10,34,64,64,100.0,10034
10,35,96,96,100.0,10035
10,36,27,27,100.0,10036
11,1,150,150,100.0,11001
11,2,10,10,100.0,11002
11,3,120,120,100.0,11003
11,4,133,133,100.0,11004
11,5,174,174,100.0,11005
11,6,171,171,100.0,11006
11,7,134,134,100.0,11007
11,8,133,133,100.0,11008
11,9,106,106,100.0,11009
11,10,138,138,100.0,11010
11,11,145,145,100.0,11011
11,12,239,239,100.0,11012
11,13,193,193,100.0,11013
11,14,58,58,100.0,11014
11,15,66,66,100.0,11015
11,16,97,97,100.0,11016
11,17,175,175,100.0,11017
11,18,127,127,100.0,11018
11,19,164,164,100.0,11019
11,20,95,95,100.0,11020
11,21,236,236,100.0,11021
11,22,162,162,100.0,11022
11,23,116,116,100.0,11023
11,24,229,229,100.0,11024
11,25,181,181,100.0,11025
11,26,209,209,100.0,11026
11,27,53,53,100.0,11027
11,28,65,65,100.0,11028
11,29,217,217,100.0,11029
11,30,61,61,100.0,11030
11,31,149,149,100.0,11031
11,32,93,93,100.0,11032
11,33,146,146,100.0,11033
11,34,50,50,100.0,11034
11,35,47,47,100.0,11035
11,36,55,55,100.0,11036
11,37,35,35,100.0,11037
11,38,65,65,100.0,11038
12,1,126,126,100.0,12001
12,2,89,89,100.0,12002
12,3,181,181,100.0,12003
12,4,146,146,100.0,12004
12,5,121,121,100.0,12005
12,6,101,101,100.0,12006
12,7,109,109,100.0,12007
12,8,135,135,100.0,12008
12,9,119,119,100.0,12009
12,10,136,136,100.0,12010
12,11,116,116,100.0,12011
12,12,117,117,100.0,12012
12,13,134,134,100.0,12013
12,14,93,93,100.0,12014
12,15,104,104,100.0,12015
12,16,88,88,100.0,12016
12,17,112,112,100.0,12017
12,18,76,76,100.0,12018
12,19,96,96,100.0,12019
12,20,138,138,100.0,12020
12,21,129,129,100.0,12021
12,22,98,98,100.0,12022
12,23,125,125,100.0,12023
13,1,133,133,100.0,13001
13,2,141,141,100.0,13002
13,3,109,109,100.0,13003
13,4,109,109,100.0,13004
13,5,154,154,100.0,13005
13,6,144,144,100.0,13006
13,7,95,95,100.0,13007
13,8,92,92,100.0,13008
13,9,108,108,100.0,13009
13,10,105,105,100.0,13010
13,11,158,158,100.0,13011
13,12,92,92,100.0,13012
13,13,187,187,100.0,13013
13,14,97,97,100.0,13014
13,15,215,215,100.0,13015
13,16,90,90,100.0,13016
13,17,119,119,100.0,13017
13,18,93,93,100.0,13018
13,19,113,113,100.0,13019
13,20,66,66,100.0,13020
13,21,134,134,100.0,13021
13,22,124,124,100.0,13022
13,23,102,102,100.0,13023
13,24,122,122,100.0,13024
13,25,129,129,100.0,13025
13,26,129,129,100.0,13026
13,27,131,131,100.0,13027
13,28,113,113,100.0,13028
13,29,104,104,100.0,13029
13,30,142,142,100.0,13030
13,31,137,137,100.0,13031
13,32,103,103,100.0,13032
13,33,161,161,100.0,13033
13,34,246,246,100.0,13034
13,35,161,161,100.0,13035
13,36,80,80,100.0,13036
13,37,196,196,100.0,13037
13,38,113,113,100.0,13038
13,39,141,141,100.0,13039
13,40,153,153,100.0,13040
13,41,144,144,100.0,13041
13,42,123,123,100.0,13042
13,43,140,140,100.0,13043
13,44,204,204,100.0,13044
13,45,159,159,100.0,13045
13,46,162,162,100.0,13046
13,47,133,133,100.0,13047
13,48,124,124,100.0,13048
14,1,149,149,100.0,14001
14,2,163,163,100.0,14002
14,3,112,112,100.0,14003
14,4,154,154,100.0,14004
14,5,169,169,100.0,14005
14,6,76,76,100.0,14006
14,7,118,118,100.0,14007
14,8,133,133,100.0,14008
14,9,162,162,100.0,14009
14,10,90,90,100.0,14010
14,11,92,92,100.0,14011
14,12,148,148,100.0,14012
14,13,128,128,100.0,14013
14,14,144,144,100.0,14014
14,15,123,123,100.0,14015
14,16,92,92,100.0,14016
14,17,122,122,100.0,14017
14,18,52,52,100.0,14018
14,19,136,136,100.0,14019
14,20,74,74,100.0,14020
14,21,136,136,100.0,14021
14,22,153,153,100.0,14022
14,23,102,102,100.0,14023
14,24,192,192,100.0,14024
14,25,85,85,100.0,14025
14,26,99,99,100.0,14026
14,27,121,121,100.0,14027
14,28,84,84,100.0,14028
14,29,122,122,100.0,14029
14,30,78,78,100.0,14030
14,31,66,66,100.0,14031
15,1,111,111,100.0,15001
15,2,102,102,100.0,15002
15,3,104,104,100.0,15003
15,4,98,98,100.0,15004
15,5,103,103,100.0,15005
15,6,94,94,100.0,15006
15,7,105,105,100.0,15007
15,8,102,102,100.0,15008
15,9,137,137,100.0,15009
15,10,138,138,100.0,15010
15,11,110,110,100.0,15011
15,12,132,132,100.0,15012
15,13,93,93,100.0,15013
15,14,88,88,100.0,15014
15,15,72,72,100.0,15015
15,16,120,120,100.0,15016
15,17,129,129,100.0,15017
15,18,80,80,100.0,15018
15,19,120,120,100.0,15019
15,20,102,102,100.0,15020
15,21,114,114,100.0,15021
15,22,99,99,100.0,15022
15,23,112,112,100.0,15023
15,24,88,88,100.0,15024
16,1,127,127,100.0,16001
16,2,131,131,100.0,16002
16,3,97,97,100.0,16003
16,4,114,114,100.0,16004
16,5,89,89,100.0,16005
16,6,124,124,100.0,16006
16,7,109,109,100.0,16007
16,8,76,76,100.0,16008
16,9,143,143,100.0,16009
16,10,111,111,100.0,16010
16,11,91,91,100.0,16011
16,12,88,88,100.0,16012
16,13,86,86,100.0,16013
16,14,96,96,100.0,16014
16,15,130,130,100.0,16015
16,16,130,130,100.0,16016
16,17,107,107,100.0,16017
16,18,106,106,100.0,16018
16,19,101,101,100.0,16019
16,20,109,109,100.0,16020
16,21,104,104,100.0,16021
16,22,94,94,100.0,16022
16,23,89,89,100.0,16023
16,24,71,71,100.0,16024
16,25,146,146,100.0,16025
16,26,118,118,100.0,16026
16,27,100,100,100.0,16027
16,28,134,134,100.0,16028
16,29,105,105,100.0,16029
16,30,97,97,100.0,16030
16,31,147,147,100.0,16031
16,32,95,95,100.0,16032
16,33,112,112,100.0,16033
16,34,103,103,100.0,16034
16,35,135,135,100.0,16035
16,36,95,95,100.0,16036
17,1,122,122,100.0,17001
17,2,148,148,100.0,17002
17,3,148,148,100.0,17003
17,4,230,230,100.0,17004
17,5,122,122,100.0,17005
17,6,129,129,100.0,17006
17,7,85,85,100.0,17007
17,8,112,112,100.0,17008
17,9,134,134,100.0,17009
17,10,213,213,100.0,17010
17,11,109,109,100.0,17011
17,12,156,156,100.0,17012
17,13,144,144,100.0,17013
17,14,143,143,100.0,17014
17,15,160,160,100.0,17015
17,16,115,115,100.0,17016
17,17,138,138,100.0,17017
17,18,206,206,100.0,17018
17,19,93,93,100.0,17019
17,20,239,239,100.0,17020
17,21,259,259,100.0,17021
17,22,154,154,100.0,17022
17,23,105,105,100.0,17023
17,24,192,192,100.0,17024
17,25,111,111,100.0,17025
17,26,180,180,100.0,17026
17,27,170,170,100.0,17027
17,28,124,124,100.0,17028
17,29,137,137,100.0,17029
17,30,79,79,100.0,17030
17,31,92,92,100.0,17031
17,32,118,118,100.0,17032
17,33,91,91,100.0,17033
17,34,122,122,100.0,17034
17,35,129,129,100.0,17035
17,36,153,153,100.0,17036
17,37,145,145,100.0,17037
17,38,136,136,100.0,17038
17,39,171,171,100.0,17039
17,40,200,200,100.0,17040
17,41,222,222,100.0,17041
18,1,126,126,100.0,18001
18,2,90,90,100.0,18002
18,3,98,98,100.0,18003
18,4,240,240,100.0,18004
18,5,113,113,100.0,18005
18,6,111,111,100.0,18006
18,7,158,158,100.0,18007
18,8,194,194,100.0,18008
18,9,219,219,100.0,18009
18,10,291,291,100.0,18010
18,11,134,134,100.0,18011
18,12,180,180,100.0,18012
18,13,208,208,100.0,18013
18,14,196,196,100.0,18014
18,15,162,162,100.0,18015
18,16,173,173,100.0,18016
18,17,160,160,100.0,18017
18,18,203,203,100.0,18018
18,19,203,203,100.0,18019
18,20,150,150,100.0,18020
18,21,225,225,100.0,18021
18,22,244,244,100.0,18022
18,23,142,142,100.0,18023
18,24,101,101,100.0,18024
18,25,102,102,100.0,18025
18,26,250,250,100.0,18026
18,27,128,128,100.0,18027
18,28,104,104,100.0,18028
18,29,188,188,100.0,18029
18,30,89,89,100.0,18030
18,31,192,192,100.0,18031
18,32,220,220,100.0,18032
18,33,144,144,100.0,18033
18,34,252,252,100.0,18034
18,35,256,256,100.0,18035
18,36,151,151,100.0,18036
18,37,230,230,100.0,18037
18,38,181,181,100.0,18038
18,39,131,131,100.0,18039
18,40,172,172,100.0,18040
18,41,233,233,100.0,18041
18,42,127,127,100.0,18042
18,43,83,83,100.0,18043
18,44,115,115,100.0,18044
18,45,121,121,100.0,18045
18,46,131,131,100.0,18046
18,47,125,125,100.0,18047
18,48,142,142,100.0,18048
18,49,111,111,100.0,18049
18,50,116,116,100.0,18050
19,1,128,128,100.0,19001
19,2,297,297,100.0,19002
19,3,88,88,100.0,19003
19,4,142,142,100.0,19004
19,5,230,230,100.0,19005
19,6,128,128,100.0,19006
19,7,145,145,100.0,19007
19,8,120,120,100.0,19008
19,9,100,100,100.0,19009
19,10,226,226,100.0,19010
19,11,99,99,100.0,19011
19,12,96,96,100.0,19012
19,13,315,315,100.0,19013
19,14,188,188,100.0,19014
19,15,158,158,100.0,19015
19,16,134,134,100.0,19016
19,17,108,108,100.0,19017
19,18,154,154,100.0,19018
19,19,210,210,100.0,19019
19,20,191,191,100.0,19020
19,21,118,118,100.0,19021
19,22,188,188,100.0,19022
19,23,153,153,100.0,19023
19,24,105,105,100.0,19024
19,25,154,154,100.0,19025
19,26,137,137,100.0,19026
19,27,224,224,100.0,19027
19,28,262,262,100.0,19028
19,29,113,113,100.0,19029
19,30,92,92,100.0,19030
19,31,144,144,100.0,19031
19,32,121,121,100.0,19032
19,33,100,100,100.0,19033
19,34,147,147,100.0,19034
19,35,184,184,100.0,19035
19,36,259,259,100.0,19036
19,37,215,215,100.0,19037
19,38,207,207,100.0,19038
19,39,63,63,100.0,19039
19,40,194,194,100.0,19040
19,41,93,93,100.0,19041
19,42,157,157,100.0,19042
19,43,310,310,100.0,19043
19,44,128,128,100.0,19044
19,45,152,152,100.0,19045
19,46,150,150,100.0,19046
19,47,337,337,100.0,19047
19,48,269,269,100.0,19048
19,49,308,308,100.0,19049
19,50,110,110,100.0,19050
19,51,148,148,100.0,19051
19,52,120,120,100.0,19052
19,53,139,139,100.0,19053
19,54,69,69,100.0,19054
19,55,101,101,100.0,19055
19,56,213,213,100.0,19056
19,57,173,173,100.0,19057
20,1,172,172,100.0,20001
20,2,66,66,100.0,20002
20,3,145,145,100.0,20003
20,4,59,59,100.0,20004
20,5,194,194,100.0,20005
20,6,62,62,100.0,20006
20,7,145,145,100.0,20007
20,8,176,176,100.0,20008
20,9,234,234,100.0,20009
20,10,126,126,100.0,20010
20,11,200,200,100.0,20011
20,12,93,93,100.0,20012
20,13,187,187,100.0,20013
20,14,94,94,100.0,20014
20,15,89,89,100.0,20015
20,16,177,177,100.0,20016
20,17,77,77,100.0,20017
20,18,113,113,100.0,20018
20,19,136,136,100.0,20019
20,20,81,81,100.0,20020
20,21,98,98,100.0,20021
20,22,231,231,100.0,20022
20,23,151,151,100.0,20023
20,24,167,167,100.0,20024
20,25,112,112,100.0,20025
20,26,194,194,100.0,20026
20,27,84,84,100.0,20027
20,28,115,115,100.0,20028
20,29,220,220,100.0,20029
20,30,84,84,100.0,20030
20,31,180,180,100.0,20031
20,32,134,134,100.0,20032
20,33,133,133,100.0,20033
20,34,199,199,100.0,20034
20,35,57,57,100.0,20035
20,36,46,46,100.0,20036
20,37,59,59,100.0,20037
20,38,55,55,100.0,20038
20,39,17,17,100.0,20039
21,1,220,220,100.0,21001
21,2,134,134,100.0,21002
21,3,206,206,100.0,21003
21,4,187,187,100.0,21004
21,5,243,243,100.0,21005
21,6,148,148,100.0,21006
21,7,221,221,100.0,21007
21,8,208,208,100.0,21008
21,9,236,236,100.0,21009
21,10,176,176,100.0,21010
21,11,180,180,100.0,21011
21,12,168,168,100.0,21012
21,13,187,187,100.0,21013
21,14,243,243,100.0,21014
21,15,150,150,100.0,21015
21,16,176,176,100.0,21016
21,17,150,150,100.0,21017
21,18,216,216,100.0,21018
21,19,214,214,100.0,21019
21,20,153,153,100.0,21020
21,21,176,176,100.0,21021
21,22,175,175,100.0,21022
21,23,182,182,100.0,21023
21,24,209,209,100.0,21024
21,25,192,192,100.0,21025
21,26,163,163,100.0,21026
21,27,168,168,100.0,21027
21,28,234,234,100.0,21028
21,29,208,208,100.0,21029
21,30,157,157,100.0,21030
21,31,156,156,100.0,21031
21,32,180,180,100.0,21032
21,33,170,170,100.0,21033
21,34,160,160,100.0,21034
21,35,239,239,100.0,21035
21,36,193,193,100.0,21036
21,37,165,165,100.0,21037
21,38,160,160,100.0,21038
21,39,132,132,100.0,21039
21,40,176,176,100.0,21040
21,41,186,186,100.0,21041
21,42,221,221,100.0,21042
21,43,191,191,100.0,21043
21,44,199,199,100.0,21044
21,45,165,165,100.0,21045
21,46,218,218,100.0,21046
21,47,164,164,100.0,21047
21,48,182,182,100.0,21048
21,49,236,236,100.0,21049
21,50,150,150,100.0,21050
21,51,189,189,100.0,21051
21,52,190,190,100.0,21052
21,53,153,153,100.0,21053
21,54,178,178,100.0,21054
22,1,111,111,100.0,22001
22,2,135,135,100.0,22002
22,3,159,159,100.0,22003
22,4,85,85,100.0,22004
22,5,74,74,100.0,22005
22,6,96,96,100.0,22006
22,7,78,78,100.0,22007
22,8,163,163,100.0,22008
22,9,75,75,100.0,22009
22,10,132,132,100.0,22010
22,11,92,92,100.0,22011
22,12,119,119,100.0,22012
22,13,113,113,100.0,22013
22,14,97,97,100.0,22014
22,15,74,74,100.0,22015
22,16,74,74,100.0,22016
22,17,115,115,100.0,22017
22,18,84,84,100.0,22018
22,19,54,54,100.0,22019
22,20,100,100,100.0,22020
22,21,168,168,100.0,22021
22,22,85,85,100.0,22022
22,23,231,231,100.0,22023
22,24,110,110,100.0,22024
22,25,102,102,100.0,22025
23,1,93,93,100.0,23001
23,2,101,101,100.0,23002
23,3,104,104,100.0,23003
23,4,124,124,100.0,23004
23,5,119,119,100.0,23005
23,6,99,99,100.0,23006
23,7,92,92,100.0,23007
23,8,128,128,100.0,23008
23,9,105,105,100.0,23009
23,10,140,140,100.0,23010
23,11,99,99,100.0,23011
23,12,104,104,100.0,23012
23,13,91,91,100.0,23013
23,14,87,87,100.0,23014
