ward,precinct,total,Susana A. Mendoza,Susana A. Mendoza Percent,precinct_id
4,4,329,329,100.0,04004
4,5,277,277,100.0,04005
4,6,339,339,100.0,04006
4,7,376,376,100.0,04007
4,8,319,319,100.0,04008
4,9,357,357,100.0,04009
4,10,348,348,100.0,04010
4,11,227,227,100.0,04011
4,12,276,276,100.0,04012
4,13,177,177,100.0,04013
4,14,272,272,100.0,04014
4,15,318,318,100.0,04015
4,16,297,297,100.0,04016
4,17,299,299,100.0,04017
4,18,248,248,100.0,04018
4,19,162,162,100.0,04019
4,20,247,247,100.0,04020
4,21,236,236,100.0,04021
4,22,264,264,100.0,04022
4,23,378,378,100.0,04023
4,24,232,232,100.0,04024
4,25,257,257,100.0,04025
4,26,232,232,100.0,04026
4,27,318,318,100.0,04027
4,28,213,213,100.0,04028
4,29,213,213,100.0,04029
4,30,301,301,100.0,04030
4,31,355,355,100.0,04031
4,32,267,267,100.0,04032
4,33,255,255,100.0,04033
4,34,263,263,100.0,04034
4,35,329,329,100.0,04035
4,36,305,305,100.0,04036
4,37,333,333,100.0,04037
4,38,316,316,100.0,04038
5,1,188,188,100.0,05001
5,2,148,148,100.0,05002
5,3,223,223,100.0,05003
5,4,294,294,100.0,05004
5,5,207,207,100.0,05005
5,6,197,197,100.0,05006
5,7,260,260,100.0,05007
5,8,277,277,100.0,05008
5,9,316,316,100.0,05009
5,10,174,174,100.0,05010
5,11,290,290,100.0,05011
5,12,143,143,100.0,05012
5,13,169,169,100.0,05013
5,14,237,237,100.0,05014
5,15,215,215,100.0,05015
5,16,188,188,100.0,05016
5,17,171,171,100.0,05017
5,18,248,248,100.0,05018
5,19,270,270,100.0,05019
5,20,310,310,100.0,05020
5,21,244,244,100.0,05021
5,22,330,330,100.0,05022
5,23,427,427,100.0,05023
5,24,268,268,100.0,05024
5,25,259,259,100.0,05025
5,26,257,257,100.0,05026
5,27,213,213,100.0,05027
5,28,277,277,100.0,05028
5,29,248,248,100.0,05029
5,30,159,159,100.0,05030
5,31,179,179,100.0,05031
5,32,317,317,100.0,05032
5,33,264,264,100.0,05033
5,34,266,266,100.0,05034
5,35,288,288,100.0,05035
5,36,136,136,100.0,05036
5,37,308,308,100.0,05037
5,38,210,210,100.0,05038
5,39,223,223,100.0,05039
5,40,185,185,100.0,05040
5,41,188,188,100.0,05041
6,1,254,254,100.0,06001
6,2,226,226,100.0,06002
6,3,238,238,100.0,06003
6,4,124,124,100.0,06004
6,5,96,96,100.0,06005
6,6,221,221,100.0,06006
6,7,202,202,100.0,06007
6,8,200,200,100.0,06008
6,9,134,134,100.0,06009
6,10,112,112,100.0,06010
6,11,160,160,100.0,06011
6,12,119,119,100.0,06012
6,13,159,159,100.0,06013
6,14,198,198,100.0,06014
6,15,111,111,100.0,06015
6,16,245,245,100.0,06016
6,17,116,116,100.0,06017
6,18,106,106,100.0,06018
6,19,168,168,100.0,06019
6,20,99,99,100.0,06020
6,21,90,90,100.0,06021
6,22,108,108,100.0,06022
6,23,71,71,100.0,06023
6,24,104,104,100.0,06024
6,25,88,88,100.0,06025
6,26,115,115,100.0,06026
6,27,94,94,100.0,06027
6,28,76,76,100.0,06028
6,29,264,264,100.0,06029
6,30,131,131,100.0,06030
6,31,267,267,100.0,06031
6,32,199,199,100.0,06032
6,33,203,203,100.0,06033
6,34,223,223,100.0,06034
6,35,193,193,100.0,06035
6,36,267,267,100.0,06036
6,37,266,266,100.0,06037
6,38,235,235,100.0,06038
6,39,163,163,100.0,06039
6,40,171,171,100.0,06040
6,41,204,204,100.0,06041
6,42,169,169,100.0,06042
6,43,166,166,100.0,06043
6,44,175,175,100.0,06044
6,45,210,210,100.0,06045
6,46,126,126,100.0,06046
6,47,139,139,100.0,06047
6,48,193,193,100.0,06048
7,1,169,169,100.0,07001
7,2,158,158,100.0,07002
7,3,246,246,100.0,07003
7,4,209,209,100.0,07004
7,5,165,165,100.0,07005
7,6,243,243,100.0,07006
7,7,159,159,100.0,07007
7,8,149,149,100.0,07008
7,9,337,337,100.0,07009
7,10,222,222,100.0,07010
7,11,161,161,100.0,07011
7,12,163,163,100.0,07012
7,13,144,144,100.0,07013
7,14,194,194,100.0,07014
7,15,196,196,100.0,07015
7,16,147,147,100.0,07016
7,17,142,142,100.0,07017
7,18,146,146,100.0,07018
7,19,205,205,100.0,07019
7,20,128,128,100.0,07020
7,21,154,154,100.0,07021
7,22,144,144,100.0,07022
7,23,239,239,100.0,07023
7,24,160,160,100.0,07024
7,25,125,125,100.0,07025
7,26,178,178,100.0,07026
7,27,166,166,100.0,07027
7,28,124,124,100.0,07028
7,29,157,157,100.0,07029
7,30,128,128,100.0,07030
7,31,114,114,100.0,07031
7,32,334,334,100.0,07032
7,33,322,322,100.0,07033
7,34,257,257,100.0,07034
7,35,202,202,100.0,07035
7,36,265,265,100.0,07036
7,37,214,214,100.0,07037
7,38,166,166,100.0,07038
7,39,189,189,100.0,07039
7,40,165,165,100.0,07040
7,41,182,182,100.0,07041
7,42,179,179,100.0,07042
7,43,188,188,100.0,07043
7,44,145,145,100.0,07044
7,45,149,149,100.0,07045
7,46,105,105,100.0,07046
8,1,152,152,100.0,08001
8,2,169,169,100.0,08002
8,3,283,283,100.0,08003
8,4,257,257,100.0,08004
8,5,262,262,100.0,08005
8,6,229,229,100.0,08006
8,7,263,263,100.0,08007
8,8,248,248,100.0,08008
8,9,169,169,100.0,08009
8,10,324,324,100.0,08010
8,11,184,184,100.0,08011
8,12,170,170,100.0,08012
8,13,222,222,100.0,08013
8,14,116,116,100.0,08014
8,15,180,180,100.0,08015
8,16,57,57,100.0,08016
8,17,216,216,100.0,08017
8,18,141,141,100.0,08018
8,19,273,273,100.0,08019
8,20,257,257,100.0,08020
8,21,257,257,100.0,08021
8,22,195,195,100.0,08022
8,23,168,168,100.0,08023
8,24,158,158,100.0,08024
8,25,184,184,100.0,08025
8,26,190,190,100.0,08026
8,27,254,254,100.0,08027
8,28,228,228,100.0,08028
8,29,257,257,100.0,08029
8,30,220,220,100.0,08030
8,31,168,168,100.0,08031
8,32,163,163,100.0,08032
8,33,208,208,100.0,08033
8,34,212,212,100.0,08034
8,35,235,235,100.0,08035
8,36,243,243,100.0,08036
8,37,216,216,100.0,08037
8,38,123,123,100.0,08038
8,39,214,214,100.0,08039
8,40,170,170,100.0,08040
8,41,214,214,100.0,08041
8,42,251,251,100.0,08042
8,43,93,93,100.0,08043
8,44,138,138,100.0,08044
8,45,158,158,100.0,08045
8,46,157,157,100.0,08046
8,47,177,177,100.0,08047
8,48,167,167,100.0,08048
8,49,191,191,100.0,08049
8,50,236,236,100.0,08050
8,51,255,255,100.0,08051
8,52,312,312,100.0,08052
8,53,118,118,100.0,08053
8,54,129,129,100.0,08054
8,55,188,188,100.0,08055
8,56,237,237,100.0,08056
9,1,202,202,100.0,09001
9,2,181,181,100.0,09002
9,3,115,115,100.0,09003
9,4,147,147,100.0,09004
9,5,207,207,100.0,09005
9,6,172,172,100.0,09006
9,7,138,138,100.0,09007
9,8,173,173,100.0,09008
9,9,227,227,100.0,09009
9,10,142,142,100.0,09010
9,11,134,134,100.0,09011
9,12,243,243,100.0,09012
9,13,258,258,100.0,09013
9,14,260,260,100.0,09014
9,15,107,107,100.0,09015
9,16,173,173,100.0,09016
9,17,125,125,100.0,09017
9,18,130,130,100.0,09018
9,19,183,183,100.0,09019
9,20,215,215,100.0,09020
9,21,165,165,100.0,09021
9,22,228,228,100.0,09022
9,23,244,244,100.0,09023
9,24,210,210,100.0,09024
9,25,200,200,100.0,09025
9,26,140,140,100.0,09026
9,27,168,168,100.0,09027
9,28,107,107,100.0,09028
9,29,152,152,100.0,09029
9,30,143,143,100.0,09030
9,31,129,129,100.0,09031
9,32,193,193,100.0,09032
9,33,127,127,100.0,09033
9,34,143,143,100.0,09034
9,35,214,214,100.0,09035
9,36,158,158,100.0,09036
9,37,281,281,100.0,09037
9,38,167,167,100.0,09038
9,39,216,216,100.0,09039
9,40,241,241,100.0,09040
9,41,149,149,100.0,09041
9,42,222,222,100.0,09042
9,43,154,154,100.0,09043
9,44,179,179,100.0,09044
9,45,143,143,100.0,09045
9,46,211,211,100.0,09046
9,47,247,247,100.0,09047
9,48,199,199,100.0,09048
9,49,211,211,100.0,09049
9,50,319,319,100.0,09050
9,51,224,224,100.0,09051
10,1,158,158,100.0,10001
10,2,164,164,100.0,10002
10,3,138,138,100.0,10003
10,4,126,126,100.0,10004
10,5,110,110,100.0,10005
10,6,116,116,100.0,10006
10,7,85,85,100.0,10007
10,8,76,76,100.0,10008
10,9,120,120,100.0,10009
10,10,151,151,100.0,10010
10,11,152,152,100.0,10011
10,12,94,94,100.0,10012
10,13,152,152,100.0,10013
10,14,171,171,100.0,10014
10,15,396,396,100.0,10015
10,16,100,100,100.0,10016
10,17,189,189,100.0,10017
10,18,87,87,100.0,10018
10,19,132,132,100.0,10019
10,20,147,147,100.0,10020
10,21,118,118,100.0,10021
10,22,90,90,100.0,10022
10,23,125,125,100.0,10023
10,24,129,129,100.0,10024
10,25,55,55,100.0,10025
10,26,100,100,100.0,10026
10,27,144,144,100.0,10027
10,28,152,152,100.0,10028
10,29,115,115,100.0,10029
10,30,129,129,100.0,10030
10,31,99,99,100.0,10031
10,32,129,129,100.0,10032
10,33,112,112,100.0,10033
10,34,86,86,100.0,10034
10,35,159,159,100.0,10035
10,36,39,39,100.0,10036
11,1,204,204,100.0,11001
11,2,14,14,100.0,11002
11,3,172,172,100.0,11003
11,4,194,194,100.0,11004
11,5,251,251,100.0,11005
11,6,237,237,100.0,11006
11,7,163,163,100.0,11007
11,8,177,177,100.0,11008
11,9,166,166,100.0,11009
11,10,184,184,100.0,11010
11,11,202,202,100.0,11011
11,12,272,272,100.0,11012
11,13,250,250,100.0,11013
11,14,80,80,100.0,11014
11,15,85,85,100.0,11015
11,16,131,131,100.0,11016
11,17,255,255,100.0,11017
11,18,165,165,100.0,11018
11,19,247,247,100.0,11019
11,20,150,150,100.0,11020
11,21,325,325,100.0,11021
11,22,233,233,100.0,11022
11,23,155,155,100.0,11023
11,24,301,301,100.0,11024
11,25,241,241,100.0,11025
11,26,268,268,100.0,11026
11,27,70,70,100.0,11027
11,28,87,87,100.0,11028
11,29,272,272,100.0,11029
11,30,87,87,100.0,11030
11,31,228,228,100.0,11031
11,32,108,108,100.0,11032
11,33,190,190,100.0,11033
11,34,89,89,100.0,11034
11,35,64,64,100.0,11035
11,36,82,82,100.0,11036
11,37,58,58,100.0,11037
11,38,101,101,100.0,11038
12,1,197,197,100.0,12001
12,2,154,154,100.0,12002
12,3,264,264,100.0,12003
12,4,224,224,100.0,12004
12,5,185,185,100.0,12005
12,6,181,181,100.0,12006
12,7,145,145,100.0,12007
12,8,211,211,100.0,12008
12,9,165,165,100.0,12009
12,10,199,199,100.0,12010
12,11,177,177,100.0,12011
12,12,168,168,100.0,12012
12,13,195,195,100.0,12013
12,14,158,158,100.0,12014
12,15,155,155,100.0,12015
12,16,136,136,100.0,12016
12,17,173,173,100.0,12017
12,18,111,111,100.0,12018
12,19,165,165,100.0,12019
12,20,194,194,100.0,12020
12,21,177,177,100.0,12021
12,22,131,131,100.0,12022
12,23,203,203,100.0,12023
13,1,177,177,100.0,13001
13,2,187,187,100.0,13002
13,3,148,148,100.0,13003
13,4,188,188,100.0,13004
13,5,223,223,100.0,13005
13,6,204,204,100.0,13006
13,7,148,148,100.0,13007
13,8,150,150,100.0,13008
13,9,158,158,100.0,13009
13,10,169,169,100.0,13010
13,11,207,207,100.0,13011
13,12,155,155,100.0,13012
13,13,219,219,100.0,13013
13,14,157,157,100.0,13014
13,15,302,302,100.0,13015
13,16,116,116,100.0,13016
13,17,172,172,100.0,13017
13,18,147,147,100.0,13018
13,19,161,161,100.0,13019
13,20,115,115,100.0,13020
13,21,191,191,100.0,13021
13,22,205,205,100.0,13022
13,23,137,137,100.0,13023
13,24,196,196,100.0,13024
13,25,170,170,100.0,13025
13,26,171,171,100.0,13026
13,27,199,199,100.0,13027
13,28,166,166,100.0,13028
13,29,143,143,100.0,13029
13,30,170,170,100.0,13030
13,31,211,211,100.0,13031
13,32,155,155,100.0,13032
13,33,202,202,100.0,13033
13,34,306,306,100.0,13034
13,35,206,206,100.0,13035
13,36,113,113,100.0,13036
13,37,239,239,100.0,13037
13,38,177,177,100.0,13038
13,39,195,195,100.0,13039
13,40,201,201,100.0,13040
13,41,195,195,100.0,13041
13,42,193,193,100.0,13042
13,43,211,211,100.0,13043
13,44,245,245,100.0,13044
13,45,247,247,100.0,13045
13,46,223,223,100.0,13046
13,47,199,199,100.0,13047
13,48,198,198,100.0,13048
14,1,241,241,100.0,14001
14,2,238,238,100.0,14002
14,3,155,155,100.0,14003
14,4,220,220,100.0,14004
14,5,245,245,100.0,14005
14,6,94,94,100.0,14006
14,7,183,183,100.0,14007
14,8,178,178,100.0,14008
14,9,251,251,100.0,14009
14,10,114,114,100.0,14010
14,11,117,117,100.0,14011
14,12,205,205,100.0,14012
14,13,175,175,100.0,14013
14,14,191,191,100.0,14014
14,15,179,179,100.0,14015
14,16,136,136,100.0,14016
14,17,147,147,100.0,14017
14,18,94,94,100.0,14018
14,19,189,189,100.0,14019
14,20,113,113,100.0,14020
14,21,186,186,100.0,14021
14,22,230,230,100.0,14022
14,23,149,149,100.0,14023
14,24,271,271,100.0,14024
14,25,118,118,100.0,14025
14,26,143,143,100.0,14026
14,27,183,183,100.0,14027
14,28,126,126,100.0,14028
14,29,178,178,100.0,14029
14,30,108,108,100.0,14030
14,31,99,99,100.0,14031
15,1,170,170,100.0,15001
15,2,99,99,100.0,15002
15,3,113,113,100.0,15003
15,4,164,164,100.0,15004
15,5,147,147,100.0,15005
15,6,148,148,100.0,15006
15,7,100,100,100.0,15007
15,8,157,157,100.0,15008
15,9,206,206,100.0,15009
15,10,197,197,100.0,15010
15,11,163,163,100.0,15011
15,12,177,177,100.0,15012
15,13,155,155,100.0,15013
15,14,142,142,100.0,15014
15,15,120,120,100.0,15015
15,16,167,167,100.0,15016
15,17,128,128,100.0,15017
15,18,83,83,100.0,15018
15,19,167,167,100.0,15019
15,20,99,99,100.0,15020
15,21,112,112,100.0,15021
15,22,97,97,100.0,15022
15,23,129,129,100.0,15023
15,24,94,94,100.0,15024
16,1,181,181,100.0,16001
16,2,141,141,100.0,16002
16,3,96,96,100.0,16003
16,4,105,105,100.0,16004
16,5,92,92,100.0,16005
16,6,127,127,100.0,16006
16,7,121,121,100.0,16007
16,8,85,85,100.0,16008
16,9,139,139,100.0,16009
16,10,112,112,100.0,16010
16,11,108,108,100.0,16011
16,12,94,94,100.0,16012
16,13,111,111,100.0,16013
16,14,97,97,100.0,16014
16,15,141,141,100.0,16015
16,16,133,133,100.0,16016
16,17,125,125,100.0,16017
16,18,123,123,100.0,16018
16,19,101,101,100.0,16019
16,20,106,106,100.0,16020
16,21,96,96,100.0,16021
16,22,103,103,100.0,16022
16,23,118,118,100.0,16023
16,24,77,77,100.0,16024
16,25,154,154,100.0,16025
16,26,114,114,100.0,16026
16,27,111,111,100.0,16027
16,28,110,110,100.0,16028
16,29,113,113,100.0,16029
16,30,109,109,100.0,16030
16,31,141,141,100.0,16031
16,32,134,134,100.0,16032
16,33,113,113,100.0,16033
16,34,105,105,100.0,16034
16,35,169,169,100.0,16035
16,36,100,100,100.0,16036
17,1,149,149,100.0,17001
17,2,138,138,100.0,17002
17,3,150,150,100.0,17003
17,4,219,219,100.0,17004
17,5,129,129,100.0,17005
17,6,144,144,100.0,17006
17,7,110,110,100.0,17007
17,8,104,104,100.0,17008
17,9,135,135,100.0,17009
17,10,202,202,100.0,17010
17,11,114,114,100.0,17011
17,12,185,185,100.0,17012
17,13,135,135,100.0,17013
17,14,173,173,100.0,17014
17,15,167,167,100.0,17015
17,16,129,129,100.0,17016
17,17,139,139,100.0,17017
17,18,198,198,100.0,17018
17,19,97,97,100.0,17019
17,20,252,252,100.0,17020
17,21,251,251,100.0,17021
17,22,154,154,100.0,17022
17,23,108,108,100.0,17023
17,24,188,188,100.0,17024
17,25,115,115,100.0,17025
17,26,178,178,100.0,17026
17,27,174,174,100.0,17027
17,28,126,126,100.0,17028
17,29,145,145,100.0,17029
17,30,102,102,100.0,17030
17,31,97,97,100.0,17031
17,32,120,120,100.0,17032
17,33,94,94,100.0,17033
17,34,119,119,100.0,17034
17,35,106,106,100.0,17035
17,36,142,142,100.0,17036
17,37,138,138,100.0,17037
17,38,139,139,100.0,17038
17,39,165,165,100.0,17039
17,40,202,202,100.0,17040
17,41,238,238,100.0,17041
18,1,138,138,100.0,18001
18,2,133,133,100.0,18002
18,3,136,136,100.0,18003
18,4,243,243,100.0,18004
18,5,123,123,100.0,18005
18,6,148,148,100.0,18006
18,7,163,163,100.0,18007
18,8,190,190,100.0,18008
18,9,230,230,100.0,18009
18,10,289,289,100.0,18010
18,11,155,155,100.0,18011
18,12,177,177,100.0,18012
18,13,216,216,100.0,18013
18,14,202,202,100.0,18014
18,15,215,215,100.0,18015
18,16,171,171,100.0,18016
18,17,180,180,100.0,18017
18,18,191,191,100.0,18018
18,19,208,208,100.0,18019
18,20,155,155,100.0,18020
18,21,255,255,100.0,18021
18,22,244,244,100.0,18022
18,23,161,161,100.0,18023
18,24,150,150,100.0,18024
18,25,177,177,100.0,18025
18,26,257,257,100.0,18026
18,27,142,142,100.0,18027
18,28,152,152,100.0,18028
18,29,204,204,100.0,18029
18,30,169,169,100.0,18030
18,31,196,196,100.0,18031
18,32,227,227,100.0,18032
18,33,155,155,100.0,18033
18,34,262,262,100.0,18034
18,35,269,269,100.0,18035
18,36,192,192,100.0,18036
18,37,226,226,100.0,18037
18,38,189,189,100.0,18038
18,39,142,142,100.0,18039
18,40,219,219,100.0,18040
18,41,239,239,100.0,18041
18,42,145,145,100.0,18042
18,43,124,124,100.0,18043
18,44,155,155,100.0,18044
18,45,141,141,100.0,18045
18,46,204,204,100.0,18046
18,47,128,128,100.0,18047
18,48,156,156,100.0,18048
18,49,117,117,100.0,18049
18,50,136,136,100.0,18050
19,1,216,216,100.0,19001
19,2,354,354,100.0,19002
19,3,129,129,100.0,19003
19,4,232,232,100.0,19004
19,5,309,309,100.0,19005
19,6,220,220,100.0,19006
19,7,219,219,100.0,19007
19,8,186,186,100.0,19008
19,9,182,182,100.0,19009
19,10,337,337,100.0,19010
19,11,174,174,100.0,19011
19,12,155,155,100.0,19012
19,13,338,338,100.0,19013
19,14,260,260,100.0,19014
19,15,229,229,100.0,19015
19,16,231,231,100.0,19016
19,17,192,192,100.0,19017
19,18,242,242,100.0,19018
19,19,313,313,100.0,19019
19,20,243,243,100.0,19020
19,21,161,161,100.0,19021
19,22,257,257,100.0,19022
19,23,241,241,100.0,19023
19,24,161,161,100.0,19024
19,25,239,239,100.0,19025
19,26,246,246,100.0,19026
19,27,264,264,100.0,19027
19,28,292,292,100.0,19028
19,29,173,173,100.0,19029
19,30,169,169,100.0,19030
19,31,220,220,100.0,19031
19,32,196,196,100.0,19032
19,33,177,177,100.0,19033
19,34,230,230,100.0,19034
19,35,254,254,100.0,19035
19,36,304,304,100.0,19036
19,37,266,266,100.0,19037
19,38,230,230,100.0,19038
19,39,66,66,100.0,19039
19,40,268,268,100.0,19040
19,41,168,168,100.0,19041
19,42,184,184,100.0,19042
19,43,330,330,100.0,19043
19,44,204,204,100.0,19044
19,45,237,237,100.0,19045
19,46,238,238,100.0,19046
19,47,381,381,100.0,19047
19,48,261,261,100.0,19048
19,49,339,339,100.0,19049
19,50,174,174,100.0,19050
19,51,290,290,100.0,19051
19,52,194,194,100.0,19052
19,53,220,220,100.0,19053
19,54,131,131,100.0,19054
19,55,163,163,100.0,19055
19,56,280,280,100.0,19056
19,57,225,225,100.0,19057
20,1,191,191,100.0,20001
20,2,69,69,100.0,20002
20,3,148,148,100.0,20003
20,4,66,66,100.0,20004
20,5,187,187,100.0,20005
20,6,72,72,100.0,20006
20,7,148,148,100.0,20007
20,8,181,181,100.0,20008
20,9,247,247,100.0,20009
20,10,131,131,100.0,20010
20,11,202,202,100.0,20011
20,12,104,104,100.0,20012
20,13,184,184,100.0,20013
20,14,95,95,100.0,20014
20,15,129,129,100.0,20015
20,16,193,193,100.0,20016
20,17,88,88,100.0,20017
20,18,134,134,100.0,20018
20,19,141,141,100.0,20019
20,20,115,115,100.0,20020
20,21,102,102,100.0,20021
20,22,241,241,100.0,20022
20,23,162,162,100.0,20023
20,24,175,175,100.0,20024
20,25,117,117,100.0,20025
20,26,208,208,100.0,20026
20,27,84,84,100.0,20027
20,28,116,116,100.0,20028
20,29,222,222,100.0,20029
20,30,79,79,100.0,20030
20,31,188,188,100.0,20031
20,32,136,136,100.0,20032
20,33,137,137,100.0,20033
20,34,221,221,100.0,20034
20,35,64,64,100.0,20035
20,36,50,50,100.0,20036
20,37,54,54,100.0,20037
20,38,55,55,100.0,20038
20,39,19,19,100.0,20039
21,1,223,223,100.0,21001
21,2,138,138,100.0,21002
21,3,219,219,100.0,21003
21,4,186,186,100.0,21004
21,5,237,237,100.0,21005
21,6,149,149,100.0,21006
21,7,221,221,100.0,21007
21,8,202,202,100.0,21008
21,9,239,239,100.0,21009
21,10,176,176,100.0,21010
21,11,183,183,100.0,21011
21,12,164,164,100.0,21012
21,13,192,192,100.0,21013
21,14,259,259,100.0,21014
21,15,165,165,100.0,21015
21,16,182,182,100.0,21016
21,17,150,150,100.0,21017
21,18,217,217,100.0,21018
21,19,217,217,100.0,21019
21,20,155,155,100.0,21020
21,21,189,189,100.0,21021
21,22,187,187,100.0,21022
21,23,177,177,100.0,21023
21,24,216,216,100.0,21024
21,25,185,185,100.0,21025
21,26,167,167,100.0,21026
21,27,189,189,100.0,21027
21,28,224,224,100.0,21028
21,29,221,221,100.0,21029
21,30,153,153,100.0,21030
21,31,171,171,100.0,21031
21,32,187,187,100.0,21032
21,33,179,179,100.0,21033
21,34,170,170,100.0,21034
21,35,243,243,100.0,21035
21,36,183,183,100.0,21036
21,37,162,162,100.0,21037
21,38,172,172,100.0,21038
21,39,134,134,100.0,21039
21,40,181,181,100.0,21040
21,41,192,192,100.0,21041
21,42,227,227,100.0,21042
21,43,191,191,100.0,21043
21,44,207,207,100.0,21044
21,45,169,169,100.0,21045
21,46,219,219,100.0,21046
21,47,158,158,100.0,21047
21,48,183,183,100.0,21048
21,49,242,242,100.0,21049
21,50,162,162,100.0,21050
21,51,193,193,100.0,21051
21,52,190,190,100.0,21052
21,53,161,161,100.0,21053
21,54,178,178,100.0,21054
22,1,118,118,100.0,22001
22,2,229,229,100.0,22002
22,3,229,229,100.0,22003
22,4,146,146,100.0,22004
22,5,122,122,100.0,22005
22,6,140,140,100.0,22006
22,7,121,121,100.0,22007
22,8,250,250,100.0,22008
22,9,130,130,100.0,22009
22,10,203,203,100.0,22010
22,11,155,155,100.0,22011
22,12,174,174,100.0,22012
22,13,154,154,100.0,22013
22,14,127,127,100.0,22014
22,15,123,123,100.0,22015
22,16,120,120,100.0,22016
22,17,173,173,100.0,22017
22,18,133,133,100.0,22018
22,19,59,59,100.0,22019
22,20,144,144,100.0,22020
22,21,171,171,100.0,22021
22,22,129,129,100.0,22022
22,23,251,251,100.0,22023
22,24,177,177,100.0,22024
22,25,160,160,100.0,22025
23,1,178,178,100.0,23001
23,2,158,158,100.0,23002
23,3,176,176,100.0,23003
23,4,202,202,100.0,23004
23,5,165,165,100.0,23005
23,6,161,161,100.0,23006
23,7,142,142,100.0,23007
23,8,200,200,100.0,23008
23,9,156,156,100.0,23009
23,10,204,204,100.0,23010
23,11,181,181,100.0,23011
23,12,168,168,100.0,23012
23,13,135,135,100.0,23013
23,14,159,159,100.0,23014
23,15,141,141,100.0,23015
