ward,precinct,total,Iris Y. Martinez,Iris Y. Martinez Percent,precinct_id
15,8,83,83,100.0,15008
15,9,160,160,100.0,15009
15,10,173,173,100.0,15010
15,11,148,148,100.0,15011
15,12,163,163,100.0,15012
15,15,37,37,100.0,15015
16,1,74,74,100.0,16001
22,3,197,197,100.0,22003
22,4,120,120,100.0,22004
22,5,99,99,100.0,22005
22,6,110,110,100.0,22006
22,7,101,101,100.0,22007
22,9,94,94,100.0,22009
22,10,173,173,100.0,22010
22,11,117,117,100.0,22011
22,13,135,135,100.0,22013
22,14,54,54,100.0,22014
22,15,97,97,100.0,22015
22,16,107,107,100.0,22016
22,17,140,140,100.0,22017
22,18,106,106,100.0,22018
22,19,24,24,100.0,22019
22,20,127,127,100.0,22020
22,22,115,115,100.0,22022
22,24,137,137,100.0,22024
22,25,135,135,100.0,22025
23,9,78,78,100.0,23009
23,13,116,116,100.0,23013
23,15,20,20,100.0,23015
23,24,130,130,100.0,23024
23,26,13,13,100.0,23026
23,34,67,67,100.0,23034
23,39,141,141,100.0,23039
24,16,105,105,100.0,24016
25,1,170,170,100.0,25001
25,2,181,181,100.0,25002
25,5,188,188,100.0,25005
25,7,168,168,100.0,25007
25,8,200,200,100.0,25008
25,9,168,168,100.0,25009
25,11,194,194,100.0,25011
25,12,177,177,100.0,25012
25,13,183,183,100.0,25013
25,14,8,8,100.0,25014
25,15,140,140,100.0,25015
25,17,196,196,100.0,25017
25,19,194,194,100.0,25019
25,22,165,165,100.0,25022
25,23,224,224,100.0,25023
25,24,188,188,100.0,25024
25,26,155,155,100.0,25026
25,27,16,16,100.0,25027
25,28,195,195,100.0,25028
25,30,173,173,100.0,25030
25,32,142,142,100.0,25032
26,1,82,82,100.0,26001
26,2,127,127,100.0,26002
26,5,145,145,100.0,26005
26,6,117,117,100.0,26006
26,7,150,150,100.0,26007
26,8,61,61,100.0,26008
26,9,129,129,100.0,26009
26,10,37,37,100.0,26010
26,11,134,134,100.0,26011
26,12,141,141,100.0,26012
26,13,70,70,100.0,26013
26,14,104,104,100.0,26014
26,15,72,72,100.0,26015
26,16,73,73,100.0,26016
26,18,82,82,100.0,26018
26,20,130,130,100.0,26020
26,22,57,57,100.0,26022
26,23,84,84,100.0,26023
26,24,135,135,100.0,26024
26,25,122,122,100.0,26025
26,26,79,79,100.0,26026
26,27,111,111,100.0,26027
26,29,84,84,100.0,26029
26,30,114,114,100.0,26030
26,31,66,66,100.0,26031
26,33,5,5,100.0,26033
26,34,194,194,100.0,26034
26,35,139,139,100.0,26035
26,36,40,40,100.0,26036
26,37,146,146,100.0,26037
26,38,54,54,100.0,26038
26,39,66,66,100.0,26039
26,40,84,84,100.0,26040
26,41,156,156,100.0,26041
26,42,114,114,100.0,26042
26,43,69,69,100.0,26043
26,44,90,90,100.0,26044
26,45,39,39,100.0,26045
26,47,75,75,100.0,26047
26,48,124,124,100.0,26048
26,49,66,66,100.0,26049
28,19,1,1,100.0,28019
29,1,9,9,100.0,29001
29,9,212,212,100.0,29009
29,23,142,142,100.0,29023
29,30,232,232,100.0,29030
29,38,138,138,100.0,29038
29,39,69,69,100.0,29039
29,43,82,82,100.0,29043
30,1,181,181,100.0,30001
30,2,120,120,100.0,30002
30,3,133,133,100.0,30003
30,4,123,123,100.0,30004
30,5,75,75,100.0,30005
30,6,108,108,100.0,30006
30,7,139,139,100.0,30007
30,8,209,209,100.0,30008
30,9,96,96,100.0,30009
30,10,123,123,100.0,30010
30,11,106,106,100.0,30011
30,12,92,92,100.0,30012
30,13,112,112,100.0,30013
30,14,76,76,100.0,30014
30,15,38,38,100.0,30015
30,16,44,44,100.0,30016
30,17,87,87,100.0,30017
30,18,158,158,100.0,30018
30,19,117,117,100.0,30019
30,20,156,156,100.0,30020
30,22,205,205,100.0,30022
30,23,129,129,100.0,30023
30,24,203,203,100.0,30024
30,25,226,226,100.0,30025
30,26,83,83,100.0,30026
30,27,90,90,100.0,30027
30,28,189,189,100.0,30028
30,29,71,71,100.0,30029
30,30,42,42,100.0,30030
30,31,90,90,100.0,30031
30,32,128,128,100.0,30032
31,1,81,81,100.0,31001
31,2,88,88,100.0,31002
31,3,75,75,100.0,31003
31,4,161,161,100.0,31004
31,5,128,128,100.0,31005
31,6,82,82,100.0,31006
31,7,193,193,100.0,31007
31,8,79,79,100.0,31008
31,9,109,109,100.0,31009
31,10,80,80,100.0,31010
31,11,69,69,100.0,31011
31,12,79,79,100.0,31012
31,13,120,120,100.0,31013
31,14,98,98,100.0,31014
31,15,91,91,100.0,31015
31,16,145,145,100.0,31016
31,17,91,91,100.0,31017
31,18,101,101,100.0,31018
31,19,82,82,100.0,31019
31,20,89,89,100.0,31020
31,21,95,95,100.0,31021
31,22,74,74,100.0,31022
31,23,85,85,100.0,31023
31,24,130,130,100.0,31024
31,25,84,84,100.0,31025
31,26,117,117,100.0,31026
31,27,117,117,100.0,31027
31,28,78,78,100.0,31028
31,29,112,112,100.0,31029
31,30,75,75,100.0,31030
31,31,74,74,100.0,31031
31,32,55,55,100.0,31032
31,33,72,72,100.0,31033
31,34,92,92,100.0,31034
31,35,87,87,100.0,31035
31,36,119,119,100.0,31036
31,37,86,86,100.0,31037
31,38,74,74,100.0,31038
31,39,111,111,100.0,31039
31,40,111,111,100.0,31040
31,41,90,90,100.0,31041
32,1,1,1,100.0,32001
32,3,255,255,100.0,32003
32,11,252,252,100.0,32011
32,12,180,180,100.0,32012
32,14,229,229,100.0,32014
32,16,4,4,100.0,32016
32,17,226,226,100.0,32017
32,20,242,242,100.0,32020
32,22,311,311,100.0,32022
32,26,266,266,100.0,32026
32,28,240,240,100.0,32028
32,43,218,218,100.0,32043
33,1,234,234,100.0,33001
33,3,271,271,100.0,33003
33,4,260,260,100.0,33004
33,6,200,200,100.0,33006
33,7,94,94,100.0,33007
33,8,118,118,100.0,33008
33,9,273,273,100.0,33009
33,10,174,174,100.0,33010
33,11,228,228,100.0,33011
33,12,215,215,100.0,33012
33,13,212,212,100.0,33013
33,14,95,95,100.0,33014
33,15,253,253,100.0,33015
33,16,287,287,100.0,33016
33,17,236,236,100.0,33017
33,19,98,98,100.0,33019
33,20,235,235,100.0,33020
33,21,257,257,100.0,33021
33,22,223,223,100.0,33022
33,23,225,225,100.0,33023
33,25,258,258,100.0,33025
33,26,162,162,100.0,33026
33,27,204,204,100.0,33027
33,28,213,213,100.0,33028
35,1,181,181,100.0,35001
35,2,244,244,100.0,35002
35,3,185,185,100.0,35003
35,4,166,166,100.0,35004
35,5,169,169,100.0,35005
35,6,177,177,100.0,35006
35,7,195,195,100.0,35007
35,8,203,203,100.0,35008
35,9,156,156,100.0,35009
35,10,286,286,100.0,35010
35,11,195,195,100.0,35011
35,12,121,121,100.0,35012
35,13,108,108,100.0,35013
35,14,128,128,100.0,35014
35,15,221,221,100.0,35015
35,16,106,106,100.0,35016
35,17,199,199,100.0,35017
35,18,126,126,100.0,35018
35,19,81,81,100.0,35019
35,20,148,148,100.0,35020
35,21,176,176,100.0,35021
35,22,215,215,100.0,35022
35,23,188,188,100.0,35023
35,24,151,151,100.0,35024
35,25,211,211,100.0,35025
35,26,155,155,100.0,35026
35,27,161,161,100.0,35027
35,28,171,171,100.0,35028
35,29,124,124,100.0,35029
35,30,155,155,100.0,35030
35,31,202,202,100.0,35031
36,1,125,125,100.0,36001
36,2,103,103,100.0,36002
36,3,115,115,100.0,36003
36,4,91,91,100.0,36004
36,6,100,100,100.0,36006
36,8,97,97,100.0,36008
36,9,103,103,100.0,36009
36,10,146,146,100.0,36010
36,11,78,78,100.0,36011
36,12,67,67,100.0,36012
36,13,71,71,100.0,36013
36,16,33,33,100.0,36016
36,19,145,145,100.0,36019
36,20,61,61,100.0,36020
36,21,24,24,100.0,36021
36,22,84,84,100.0,36022
36,23,78,78,100.0,36023
36,24,22,22,100.0,36024
36,25,101,101,100.0,36025
36,27,123,123,100.0,36027
36,29,63,63,100.0,36029
37,26,8,8,100.0,37026
38,1,133,133,100.0,38001
38,35,84,84,100.0,38035
38,41,186,186,100.0,38041
39,6,0,0,0.0,39006
39,12,65,65,100.0,39012
39,25,1,1,100.0,39025
39,28,143,143,100.0,39028
39,31,170,170,100.0,39031
45,1,156,156,100.0,45001
45,2,189,189,100.0,45002
45,8,154,154,100.0,45008
45,9,168,168,100.0,45009
45,10,179,179,100.0,45010
