ward,precinct,total,Karen A. Yarbrough,Karen A. Yarbrough Percent,precinct_id
4,6,74,74,100.0,04006
4,7,184,184,100.0,04007
4,8,171,171,100.0,04008
4,9,315,315,100.0,04009
4,10,139,139,100.0,04010
4,11,106,106,100.0,04011
4,12,93,93,100.0,04012
4,13,119,119,100.0,04013
4,14,72,72,100.0,04014
4,15,100,100,100.0,04015
4,16,144,144,100.0,04016
4,17,140,140,100.0,04017
4,18,106,106,100.0,04018
4,19,122,122,100.0,04019
4,20,118,118,100.0,04020
4,21,165,165,100.0,04021
4,22,145,145,100.0,04022
4,23,103,103,100.0,04023
4,24,116,116,100.0,04024
4,25,196,196,100.0,04025
4,26,132,132,100.0,04026
4,27,131,131,100.0,04027
4,28,80,80,100.0,04028
4,29,119,119,100.0,04029
4,30,119,119,100.0,04030
4,31,57,57,100.0,04031
4,32,105,105,100.0,04032
4,33,133,133,100.0,04033
4,34,75,75,100.0,04034
4,35,82,82,100.0,04035
4,36,89,89,100.0,04036
4,37,1,1,100.0,04037
4,38,209,209,100.0,04038
4,39,85,85,100.0,04039
4,40,130,130,100.0,04040
4,41,39,39,100.0,04041
4,42,165,165,100.0,04042
4,43,74,74,100.0,04043
4,44,58,58,100.0,04044
4,45,268,268,100.0,04045
4,46,105,105,100.0,04046
4,47,132,132,100.0,04047
4,48,143,143,100.0,04048
4,49,104,104,100.0,04049
4,50,138,138,100.0,04050
4,51,166,166,100.0,04051
4,52,149,149,100.0,04052
5,1,143,143,100.0,05001
5,2,162,162,100.0,05002
5,3,58,58,100.0,05003
5,4,88,88,100.0,05004
5,5,103,103,100.0,05005
5,6,143,143,100.0,05006
5,7,155,155,100.0,05007
5,8,112,112,100.0,05008
5,9,118,118,100.0,05009
5,10,79,79,100.0,05010
5,11,232,232,100.0,05011
5,12,74,74,100.0,05012
5,13,119,119,100.0,05013
5,14,197,197,100.0,05014
5,15,89,89,100.0,05015
5,16,85,85,100.0,05016
5,17,112,112,100.0,05017
5,18,108,108,100.0,05018
5,19,63,63,100.0,05019
5,20,37,37,100.0,05020
5,21,145,145,100.0,05021
5,22,116,116,100.0,05022
5,23,73,73,100.0,05023
5,24,135,135,100.0,05024
5,25,88,88,100.0,05025
5,26,134,134,100.0,05026
5,27,91,91,100.0,05027
5,28,154,154,100.0,05028
5,29,114,114,100.0,05029
5,30,71,71,100.0,05030
5,31,94,94,100.0,05031
5,32,255,255,100.0,05032
5,33,99,99,100.0,05033
5,34,119,119,100.0,05034
5,35,142,142,100.0,05035
5,36,184,184,100.0,05036
5,37,234,234,100.0,05037
5,38,68,68,100.0,05038
5,39,124,124,100.0,05039
5,40,97,97,100.0,05040
5,41,129,129,100.0,05041
5,42,62,62,100.0,05042
5,43,139,139,100.0,05043
5,44,115,115,100.0,05044
5,45,98,98,100.0,05045
5,46,118,118,100.0,05046
5,47,95,95,100.0,05047
5,48,78,78,100.0,05048
6,1,202,202,100.0,06001
6,2,165,165,100.0,06002
6,3,155,155,100.0,06003
6,4,75,75,100.0,06004
6,5,109,109,100.0,06005
6,6,237,237,100.0,06006
6,7,174,174,100.0,06007
6,8,185,185,100.0,06008
6,9,143,143,100.0,06009
6,10,240,240,100.0,06010
6,11,79,79,100.0,06011
6,12,120,120,100.0,06012
6,13,105,105,100.0,06013
6,14,110,110,100.0,06014
6,15,59,59,100.0,06015
6,16,163,163,100.0,06016
6,17,159,159,100.0,06017
6,18,51,51,100.0,06018
6,19,135,135,100.0,06019
6,20,108,108,100.0,06020
6,21,173,173,100.0,06021
6,22,153,153,100.0,06022
6,23,107,107,100.0,06023
6,24,144,144,100.0,06024
6,25,82,82,100.0,06025
6,26,135,135,100.0,06026
6,27,188,188,100.0,06027
6,28,270,270,100.0,06028
6,29,187,187,100.0,06029
6,30,93,93,100.0,06030
6,31,164,164,100.0,06031
6,32,113,113,100.0,06032
6,33,159,159,100.0,06033
6,34,108,108,100.0,06034
6,35,129,129,100.0,06035
6,36,58,58,100.0,06036
6,37,196,196,100.0,06037
6,38,135,135,100.0,06038
6,39,72,72,100.0,06039
6,40,187,187,100.0,06040
6,41,152,152,100.0,06041
6,42,42,42,100.0,06042
6,43,145,145,100.0,06043
6,44,153,153,100.0,06044
6,45,196,196,100.0,06045
6,46,125,125,100.0,06046
6,47,142,142,100.0,06047
6,48,102,102,100.0,06048
6,49,136,136,100.0,06049
6,50,179,179,100.0,06050
6,51,126,126,100.0,06051
6,52,79,79,100.0,06052
6,53,120,120,100.0,06053
6,54,119,119,100.0,06054
6,55,101,101,100.0,06055
6,56,90,90,100.0,06056
6,57,126,126,100.0,06057
6,58,176,176,100.0,06058
6,59,124,124,100.0,06059
7,1,255,255,100.0,07001
7,2,133,133,100.0,07002
7,3,130,130,100.0,07003
7,4,79,79,100.0,07004
7,5,65,65,100.0,07005
7,6,81,81,100.0,07006
7,7,74,74,100.0,07007
7,8,22,22,100.0,07008
7,9,217,217,100.0,07009
7,10,147,147,100.0,07010
7,11,124,124,100.0,07011
7,12,131,131,100.0,07012
7,13,194,194,100.0,07013
7,14,123,123,100.0,07014
7,15,110,110,100.0,07015
7,16,122,122,100.0,07016
7,17,48,48,100.0,07017
7,18,151,151,100.0,07018
7,19,153,153,100.0,07019
7,20,27,27,100.0,07020
7,21,88,88,100.0,07021
7,22,63,63,100.0,07022
7,23,86,86,100.0,07023
7,24,205,205,100.0,07024
7,25,198,198,100.0,07025
7,26,124,124,100.0,07026
7,27,205,205,100.0,07027
7,28,102,102,100.0,07028
7,29,90,90,100.0,07029
7,30,138,138,100.0,07030
7,31,127,127,100.0,07031
7,32,59,59,100.0,07032
7,33,101,101,100.0,07033
7,34,36,36,100.0,07034
7,35,144,144,100.0,07035
7,36,105,105,100.0,07036
7,37,148,148,100.0,07037
7,38,178,178,100.0,07038
7,39,273,273,100.0,07039
7,40,141,141,100.0,07040
7,41,93,93,100.0,07041
7,42,154,154,100.0,07042
7,43,116,116,100.0,07043
7,44,175,175,100.0,07044
7,45,178,178,100.0,07045
7,46,72,72,100.0,07046
7,47,87,87,100.0,07047
7,48,96,96,100.0,07048
7,49,208,208,100.0,07049
8,1,152,152,100.0,08001
8,2,62,62,100.0,08002
8,3,202,202,100.0,08003
8,4,295,295,100.0,08004
8,5,309,309,100.0,08005
8,6,146,146,100.0,08006
8,7,104,104,100.0,08007
8,8,172,172,100.0,08008
8,9,200,200,100.0,08009
8,10,195,195,100.0,08010
8,11,124,124,100.0,08011
8,12,109,109,100.0,08012
8,13,83,83,100.0,08013
8,14,77,77,100.0,08014
8,15,105,105,100.0,08015
8,16,167,167,100.0,08016
8,17,148,148,100.0,08017
8,18,62,62,100.0,08018
8,19,179,179,100.0,08019
8,20,216,216,100.0,08020
8,21,106,106,100.0,08021
8,22,111,111,100.0,08022
8,23,105,105,100.0,08023
8,24,143,143,100.0,08024
8,25,125,125,100.0,08025
8,26,72,72,100.0,08026
8,27,166,166,100.0,08027
8,28,246,246,100.0,08028
8,29,125,125,100.0,08029
8,30,93,93,100.0,08030
8,31,80,80,100.0,08031
8,32,182,182,100.0,08032
8,33,163,163,100.0,08033
8,34,163,163,100.0,08034
8,35,171,171,100.0,08035
8,36,144,144,100.0,08036
8,37,135,135,100.0,08037
8,38,105,105,100.0,08038
8,39,138,138,100.0,08039
8,40,98,98,100.0,08040
8,41,105,105,100.0,08041
8,42,148,148,100.0,08042
8,43,60,60,100.0,08043
8,44,107,107,100.0,08044
8,45,86,86,100.0,08045
8,46,128,128,100.0,08046
8,47,159,159,100.0,08047
8,48,117,117,100.0,08048
8,49,171,171,100.0,08049
8,50,129,129,100.0,08050
8,51,171,171,100.0,08051
8,52,144,144,100.0,08052
8,53,137,137,100.0,08053
8,54,126,126,100.0,08054
8,55,79,79,100.0,08055
8,56,131,131,100.0,08056
8,57,123,123,100.0,08057
8,58,163,163,100.0,08058
8,59,72,72,100.0,08059
8,60,137,137,100.0,08060
8,61,112,112,100.0,08061
8,62,201,201,100.0,08062
8,63,168,168,100.0,08063
8,64,105,105,100.0,08064
9,1,143,143,100.0,09001
9,2,112,112,100.0,09002
9,3,33,33,100.0,09003
9,4,138,138,100.0,09004
9,5,132,132,100.0,09005
9,6,196,196,100.0,09006
9,7,120,120,100.0,09007
9,8,107,107,100.0,09008
9,9,177,177,100.0,09009
9,10,109,109,100.0,09010
9,11,79,79,100.0,09011
9,12,97,97,100.0,09012
9,13,206,206,100.0,09013
9,14,174,174,100.0,09014
9,15,104,104,100.0,09015
9,16,151,151,100.0,09016
9,17,91,91,100.0,09017
9,18,118,118,100.0,09018
9,19,146,146,100.0,09019
9,20,158,158,100.0,09020
9,21,143,143,100.0,09021
9,22,202,202,100.0,09022
9,23,89,89,100.0,09023
9,24,81,81,100.0,09024
9,25,77,77,100.0,09025
9,26,69,69,100.0,09026
9,27,93,93,100.0,09027
9,28,38,38,100.0,09028
9,29,67,67,100.0,09029
9,30,70,70,100.0,09030
9,31,102,102,100.0,09031
9,32,190,190,100.0,09032
9,33,75,75,100.0,09033
9,34,119,119,100.0,09034
9,35,256,256,100.0,09035
9,36,146,146,100.0,09036
9,37,94,94,100.0,09037
9,38,106,106,100.0,09038
9,39,198,198,100.0,09039
9,40,217,217,100.0,09040
9,41,124,124,100.0,09041
9,42,56,56,100.0,09042
9,43,52,52,100.0,09043
9,44,69,69,100.0,09044
9,45,215,215,100.0,09045
9,46,60,60,100.0,09046
9,47,161,161,100.0,09047
10,1,101,101,100.0,10001
10,2,45,45,100.0,10002
10,3,74,74,100.0,10003
10,4,46,46,100.0,10004
10,5,61,61,100.0,10005
10,6,117,117,100.0,10006
10,7,57,57,100.0,10007
10,8,56,56,100.0,10008
10,9,54,54,100.0,10009
10,10,52,52,100.0,10010
10,11,65,65,100.0,10011
10,12,47,47,100.0,10012
10,13,91,91,100.0,10013
10,14,54,54,100.0,10014
10,15,25,25,100.0,10015
10,16,61,61,100.0,10016
10,17,54,54,100.0,10017
10,18,29,29,100.0,10018
10,19,66,66,100.0,10019
10,20,47,47,100.0,10020
10,21,56,56,100.0,10021
10,22,52,52,100.0,10022
10,23,42,42,100.0,10023
10,24,60,60,100.0,10024
10,25,56,56,100.0,10025
10,26,43,43,100.0,10026
10,27,73,73,100.0,10027
10,28,84,84,100.0,10028
10,29,87,87,100.0,10029
10,30,55,55,100.0,10030
10,31,59,59,100.0,10031
10,32,47,47,100.0,10032
10,33,48,48,100.0,10033
10,34,44,44,100.0,10034
10,35,64,64,100.0,10035
10,36,83,83,100.0,10036
10,37,46,46,100.0,10037
10,38,67,67,100.0,10038
10,39,61,61,100.0,10039
10,40,59,59,100.0,10040
10,41,76,76,100.0,10041
10,42,56,56,100.0,10042
10,43,26,26,100.0,10043
10,44,55,55,100.0,10044
10,45,60,60,100.0,10045
10,46,52,52,100.0,10046
11,1,115,115,100.0,11001
11,2,91,91,100.0,11002
11,3,65,65,100.0,11003
11,4,74,74,100.0,11004
11,5,50,50,100.0,11005
11,6,105,105,100.0,11006
11,7,94,94,100.0,11007
11,8,84,84,100.0,11008
11,9,69,69,100.0,11009
11,10,53,53,100.0,11010
11,11,99,99,100.0,11011
11,12,94,94,100.0,11012
11,13,83,83,100.0,11013
11,14,60,60,100.0,11014
11,15,87,87,100.0,11015
11,16,101,101,100.0,11016
11,17,139,139,100.0,11017
11,18,61,61,100.0,11018
11,19,57,57,100.0,11019
11,20,85,85,100.0,11020
11,21,129,129,100.0,11021
11,22,88,88,100.0,11022
11,23,68,68,100.0,11023
11,24,238,238,100.0,11024
11,25,73,73,100.0,11025
11,26,108,108,100.0,11026
11,27,59,59,100.0,11027
11,28,62,62,100.0,11028
11,29,96,96,100.0,11029
11,30,83,83,100.0,11030
11,31,77,77,100.0,11031
11,32,70,70,100.0,11032
11,33,62,62,100.0,11033
11,34,56,56,100.0,11034
11,35,113,113,100.0,11035
11,36,20,20,100.0,11036
11,37,107,107,100.0,11037
11,38,128,128,100.0,11038
11,39,133,133,100.0,11039
11,40,64,64,100.0,11040
11,41,56,56,100.0,11041
11,42,69,69,100.0,11042
11,43,75,75,100.0,11043
11,44,78,78,100.0,11044
11,45,34,34,100.0,11045
11,46,94,94,100.0,11046
11,47,72,72,100.0,11047
11,48,37,37,100.0,11048
11,49,64,64,100.0,11049
11,50,54,54,100.0,11050
12,1,66,66,100.0,12001
12,2,56,56,100.0,12002
12,3,43,43,100.0,12003
12,4,32,32,100.0,12004
12,5,41,41,100.0,12005
12,6,64,64,100.0,12006
12,7,82,82,100.0,12007
12,8,91,91,100.0,12008
12,9,42,42,100.0,12009
12,10,71,71,100.0,12010
12,11,115,115,100.0,12011
12,12,63,63,100.0,12012
12,13,107,107,100.0,12013
12,14,49,49,100.0,12014
12,15,53,53,100.0,12015
12,16,39,39,100.0,12016
12,17,80,80,100.0,12017
12,18,91,91,100.0,12018
12,19,64,64,100.0,12019
12,20,39,39,100.0,12020
12,21,63,63,100.0,12021
12,22,51,51,100.0,12022
12,23,53,53,100.0,12023
12,24,65,65,100.0,12024
13,1,136,136,100.0,13001
13,2,100,100,100.0,13002
13,3,95,95,100.0,13003
13,4,215,215,100.0,13004
13,5,137,137,100.0,13005
13,6,94,94,100.0,13006
13,7,127,127,100.0,13007
13,8,152,152,100.0,13008
13,9,121,121,100.0,13009
13,10,69,69,100.0,13010
13,11,79,79,100.0,13011
13,12,113,113,100.0,13012
13,13,146,146,100.0,13013
13,14,112,112,100.0,13014
13,15,186,186,100.0,13015
13,16,157,157,100.0,13016
13,17,131,131,100.0,13017
13,18,111,111,100.0,13018
13,19,133,133,100.0,13019
13,20,108,108,100.0,13020
13,21,95,95,100.0,13021
13,22,108,108,100.0,13022
13,23,101,101,100.0,13023
13,24,121,121,100.0,13024
13,25,111,111,100.0,13025
13,26,168,168,100.0,13026
13,27,146,146,100.0,13027
13,28,87,87,100.0,13028
13,29,129,129,100.0,13029
13,30,163,163,100.0,13030
13,31,99,99,100.0,13031
13,32,102,102,100.0,13032
13,33,118,118,100.0,13033
13,34,171,171,100.0,13034
13,35,147,147,100.0,13035
13,36,77,77,100.0,13036
13,37,171,171,100.0,13037
13,38,93,93,100.0,13038
13,39,140,140,100.0,13039
13,40,165,165,100.0,13040
13,41,116,116,100.0,13041
13,42,141,141,100.0,13042
13,43,198,198,100.0,13043
13,44,205,205,100.0,13044
13,45,173,173,100.0,13045
13,46,147,147,100.0,13046
13,47,149,149,100.0,13047
14,1,108,108,100.0,14001
14,2,122,122,100.0,14002
14,3,74,74,100.0,14003
14,4,71,71,100.0,14004
14,5,61,61,100.0,14005
14,6,33,33,100.0,14006
14,7,85,85,100.0,14007
14,8,71,71,100.0,14008
14,9,92,92,100.0,14009
14,10,62,62,100.0,14010
14,11,51,51,100.0,14011
14,12,86,86,100.0,14012
14,13,70,70,100.0,14013
14,14,80,80,100.0,14014
14,15,91,91,100.0,14015
14,16,63,63,100.0,14016
14,17,53,53,100.0,14017
14,18,37,37,100.0,14018
14,19,73,73,100.0,14019
14,20,44,44,100.0,14020
14,21,51,51,100.0,14021
14,22,123,123,100.0,14022
14,23,70,70,100.0,14023
14,24,52,52,100.0,14024
14,25,44,44,100.0,14025
14,26,45,45,100.0,14026
14,27,88,88,100.0,14027
14,28,60,60,100.0,14028
14,29,103,103,100.0,14029
14,30,78,78,100.0,14030
14,31,46,46,100.0,14031
14,32,46,46,100.0,14032
15,1,109,109,100.0,15001
15,2,42,42,100.0,15002
15,3,47,47,100.0,15003
15,4,101,101,100.0,15004
15,5,34,34,100.0,15005
15,6,44,44,100.0,15006
15,7,63,63,100.0,15007
15,8,66,66,100.0,15008
15,9,101,101,100.0,15009
15,10,26,26,100.0,15010
15,11,55,55,100.0,15011
15,12,34,34,100.0,15012
15,13,56,56,100.0,15013
15,14,54,54,100.0,15014
15,15,27,27,100.0,15015
15,16,25,25,100.0,15016
15,17,58,58,100.0,15017
15,18,103,103,100.0,15018
15,19,69,69,100.0,15019
15,20,34,34,100.0,15020
15,21,67,67,100.0,15021
15,22,81,81,100.0,15022
15,23,102,102,100.0,15023
15,24,48,48,100.0,15024
15,25,39,39,100.0,15025
15,26,95,95,100.0,15026
15,27,50,50,100.0,15027
15,28,64,64,100.0,15028
15,29,11,11,100.0,15029
15,30,34,34,100.0,15030
15,31,89,89,100.0,15031
15,32,38,38,100.0,15032
15,33,42,42,100.0,15033
15,34,47,47,100.0,15034
15,35,62,62,100.0,15035
15,36,65,65,100.0,15036
15,37,44,44,100.0,15037
15,38,69,69,100.0,15038
15,39,32,32,100.0,15039
15,40,32,32,100.0,15040
15,41,80,80,100.0,15041
15,42,107,107,100.0,15042
16,1,32,32,100.0,16001
16,2,34,34,100.0,16002
16,3,52,52,100.0,16003
16,4,27,27,100.0,16004
16,5,43,43,100.0,16005
16,6,20,20,100.0,16006
16,7,52,52,100.0,16007
16,8,38,38,100.0,16008
16,9,88,88,100.0,16009
16,10,76,76,100.0,16010
16,11,51,51,100.0,16011
16,12,93,93,100.0,16012
16,13,33,33,100.0,16013
16,14,48,48,100.0,16014
16,15,62,62,100.0,16015
16,16,101,101,100.0,16016
16,17,37,37,100.0,16017
16,18,60,60,100.0,16018
16,19,64,64,100.0,16019
16,20,92,92,100.0,16020
16,21,27,27,100.0,16021
16,22,29,29,100.0,16022
16,23,27,27,100.0,16023
16,24,38,38,100.0,16024
16,25,49,49,100.0,16025
16,26,55,55,100.0,16026
16,27,115,115,100.0,16027
16,28,72,72,100.0,16028
16,29,41,41,100.0,16029
16,30,46,46,100.0,16030
16,31,72,72,100.0,16031
16,32,31,31,100.0,16032
16,33,48,48,100.0,16033
16,34,36,36,100.0,16034
16,35,28,28,100.0,16035
16,36,87,87,100.0,16036
16,37,54,54,100.0,16037
16,38,40,40,100.0,16038
16,39,36,36,100.0,16039
16,40,67,67,100.0,16040
17,1,85,85,100.0,17001
17,2,73,73,100.0,17002
17,3,75,75,100.0,17003
17,4,113,113,100.0,17004
17,5,61,61,100.0,17005
17,6,109,109,100.0,17006
17,7,80,80,100.0,17007
17,8,64,64,100.0,17008
17,9,113,113,100.0,17009
17,10,80,80,100.0,17010
17,11,59,59,100.0,17011
17,12,138,138,100.0,17012
17,13,44,44,100.0,17013
17,14,60,60,100.0,17014
17,15,72,72,100.0,17015
17,16,78,78,100.0,17016
17,17,43,43,100.0,17017
17,18,98,98,100.0,17018
17,19,34,34,100.0,17019
17,20,70,70,100.0,17020
17,21,133,133,100.0,17021
17,22,92,92,100.0,17022
17,23,86,86,100.0,17023
17,24,84,84,100.0,17024
17,25,51,51,100.0,17025
17,26,98,98,100.0,17026
17,27,110,110,100.0,17027
17,28,63,63,100.0,17028
17,29,163,163,100.0,17029
17,30,92,92,100.0,17030
17,31,81,81,100.0,17031
17,32,72,72,100.0,17032
17,33,57,57,100.0,17033
17,34,65,65,100.0,17034
17,35,114,114,100.0,17035
17,36,34,34,100.0,17036
17,37,84,84,100.0,17037
17,38,52,52,100.0,17038
17,39,71,71,100.0,17039
17,40,53,53,100.0,17040
17,41,45,45,100.0,17041
17,42,52,52,100.0,17042
17,43,44,44,100.0,17043
17,44,110,110,100.0,17044
17,45,38,38,100.0,17045
17,46,69,69,100.0,17046
17,47,85,85,100.0,17047
17,48,73,73,100.0,17048
17,49,42,42,100.0,17049
17,50,57,57,100.0,17050
17,51,55,55,100.0,17051
17,52,105,105,100.0,17052
17,53,84,84,100.0,17053
17,54,111,111,100.0,17054
17,55,60,60,100.0,17055
18,1,143,143,100.0,18001
18,2,49,49,100.0,18002
18,3,149,149,100.0,18003
18,4,256,256,100.0,18004
18,5,75,75,100.0,18005
18,6,133,133,100.0,18006
18,7,79,79,100.0,18007
18,8,44,44,100.0,18008
18,9,311,311,100.0,18009
18,10,198,198,100.0,18010
18,11,80,80,100.0,18011
18,12,109,109,100.0,18012
18,13,121,121,100.0,18013
18,14,114,114,100.0,18014
18,15,48,48,100.0,18015
18,16,157,157,100.0,18016
18,17,87,87,100.0,18017
18,18,110,110,100.0,18018
18,19,142,142,100.0,18019
18,20,240,240,100.0,18020
18,21,162,162,100.0,18021
18,22,193,193,100.0,18022
18,23,107,107,100.0,18023
18,24,154,154,100.0,18024
18,25,259,259,100.0,18025
18,26,95,95,100.0,18026
18,27,94,94,100.0,18027
18,28,99,99,100.0,18028
18,29,93,93,100.0,18029
18,30,85,85,100.0,18030
18,31,89,89,100.0,18031
18,32,171,171,100.0,18032
18,33,75,75,100.0,18033
18,34,197,197,100.0,18034
18,35,295,295,100.0,18035
18,36,63,63,100.0,18036
18,37,106,106,100.0,18037
18,38,137,137,100.0,18038
18,39,70,70,100.0,18039
18,40,106,106,100.0,18040
18,41,58,58,100.0,18041
18,42,56,56,100.0,18042
18,43,48,48,100.0,18043
18,44,68,68,100.0,18044
18,45,67,67,100.0,18045
18,46,97,97,100.0,18046
18,47,73,73,100.0,18047
18,48,78,78,100.0,18048
18,49,64,64,100.0,18049
18,50,72,72,100.0,18050
18,51,160,160,100.0,18051
18,52,126,126,100.0,18052
18,53,81,81,100.0,18053
19,1,150,150,100.0,19001
19,2,162,162,100.0,19002
19,3,97,97,100.0,19003
19,4,122,122,100.0,19004
19,5,178,178,100.0,19005
19,6,99,99,100.0,19006
19,7,179,179,100.0,19007
19,8,103,103,100.0,19008
19,9,96,96,100.0,19009
19,10,181,181,100.0,19010
19,11,159,159,100.0,19011
19,12,109,109,100.0,19012
19,13,104,104,100.0,19013
19,14,156,156,100.0,19014
19,15,110,110,100.0,19015
19,16,190,190,100.0,19016
19,17,136,136,100.0,19017
19,18,174,174,100.0,19018
19,19,147,147,100.0,19019
19,20,151,151,100.0,19020
19,21,99,99,100.0,19021
19,22,168,168,100.0,19022
19,23,171,171,100.0,19023
19,24,131,131,100.0,19024
19,25,145,145,100.0,19025
19,26,158,158,100.0,19026
19,27,75,75,100.0,19027
19,28,207,207,100.0,19028
19,29,93,93,100.0,19029
19,30,112,112,100.0,19030
19,31,116,116,100.0,19031
19,32,154,154,100.0,19032
19,33,142,142,100.0,19033
19,34,141,141,100.0,19034
19,35,158,158,100.0,19035
19,36,180,180,100.0,19036
19,37,185,185,100.0,19037
19,38,170,170,100.0,19038
19,39,50,50,100.0,19039
19,40,130,130,100.0,19040
19,41,94,94,100.0,19041
19,42,123,123,100.0,19042
19,43,171,171,100.0,19043
19,44,120,120,100.0,19044
19,45,156,156,100.0,19045
19,46,172,172,100.0,19046
19,47,239,239,100.0,19047
19,48,212,212,100.0,19048
19,49,203,203,100.0,19049
19,50,166,166,100.0,19050
19,51,114,114,100.0,19051
19,52,100,100,100.0,19052
19,53,137,137,100.0,19053
19,54,112,112,100.0,19054
19,55,104,104,100.0,19055
19,56,175,175,100.0,19056
19,57,168,168,100.0,19057
19,58,101,101,100.0,19058
19,59,153,153,100.0,19059
19,60,122,122,100.0,19060
19,61,197,197,100.0,19061
19,62,134,134,100.0,19062
19,63,123,123,100.0,19063
20,1,90,90,100.0,20001
20,2,75,75,100.0,20002
20,3,65,65,100.0,20003
20,4,29,29,100.0,20004
