ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,Ricardo Mu̱oz,Ricardo Mu̱oz Percent,precinct_id
2,12,86,35,40.7,51,59.3,02012
2,13,163,127,77.91,36,22.09,02013
2,14,176,150,85.23,26,14.77,02014
2,15,67,62,92.54,5,7.46,02015
2,16,73,29,39.73,44,60.27,02016
2,17,96,93,96.88,3,3.13,02017
2,18,108,48,44.44,60,55.56,02018
2,19,131,89,67.94,42,32.06,02019
2,20,231,196,84.85,35,15.15,02020
2,21,186,166,89.25,20,10.75,02021
2,22,182,112,61.54,70,38.46,02022
2,23,85,77,90.59,8,9.41,02023
2,24,66,42,63.64,24,36.36,02024
2,25,113,88,77.88,25,22.12,02025
2,26,122,99,81.15,23,18.85,02026
2,27,107,102,95.33,5,4.67,02027
2,28,51,26,50.98,25,49.02,02028
2,29,73,65,89.04,8,10.96,02029
2,30,101,66,65.35,35,34.65,02030
2,31,129,106,82.17,23,17.83,02031
2,32,39,32,82.05,7,17.95,02032
2,33,51,44,86.27,7,13.73,02033
2,34,136,125,91.91,11,8.09,02034
2,35,90,43,47.78,47,52.22,02035
2,36,166,115,69.28,51,30.72,02036
2,37,89,43,48.31,46,51.69,02037
2,38,162,80,49.38,82,50.62,02038
2,39,93,69,74.19,24,25.81,02039
2,40,183,128,69.95,55,30.05,02040
2,41,47,47,100.0,0,0.0,02041
2,42,109,101,92.66,8,7.34,02042
2,43,148,92,62.16,56,37.84,02043
2,44,101,90,89.11,11,10.89,02044
2,45,120,106,88.33,14,11.67,02045
2,46,194,166,85.57,28,14.43,02046
2,47,171,160,93.57,11,6.43,02047
2,48,118,111,94.07,7,5.93,02048
2,49,87,45,51.72,42,48.28,02049
2,50,61,33,54.1,28,45.9,02050
2,51,72,63,87.5,9,12.5,02051
2,52,161,147,91.3,14,8.7,02052
2,53,62,28,45.16,34,54.84,02053
2,54,40,18,45.0,22,55.0,02054
3,1,134,121,90.3,13,9.7,03001
3,2,201,186,92.54,15,7.46,03002
3,3,110,79,71.82,31,28.18,03003
3,4,92,82,89.13,10,10.87,03004
3,5,127,112,88.19,15,11.81,03005
3,6,14,12,85.71,2,14.29,03006
3,7,213,193,90.61,20,9.39,03007
3,8,90,80,88.89,10,11.11,03008
3,9,122,107,87.7,15,12.3,03009
3,10,33,31,93.94,2,6.06,03010
3,11,108,98,90.74,10,9.26,03011
3,12,83,80,96.39,3,3.61,03012
3,13,37,9,24.32,28,75.68,03013
3,14,113,105,92.92,8,7.08,03014
3,15,141,125,88.65,16,11.35,03015
3,16,100,84,84.0,16,16.0,03016
3,17,53,53,100.0,0,0.0,03017
3,18,59,52,88.14,7,11.86,03018
3,19,16,7,43.75,9,56.25,03019
3,20,93,80,86.02,13,13.98,03020
3,21,38,33,86.84,5,13.16,03021
3,22,64,61,95.31,3,4.69,03022
3,23,110,97,88.18,13,11.82,03023
3,24,151,137,90.73,14,9.27,03024
3,25,71,65,91.55,6,8.45,03025
3,26,25,24,96.0,1,4.0,03026
3,27,105,98,93.33,7,6.67,03027
3,28,123,63,51.22,60,48.78,03028
3,29,123,115,93.5,8,6.5,03029
3,30,99,91,91.92,8,8.08,03030
3,31,223,208,93.27,15,6.73,03031
3,32,84,73,86.9,11,13.1,03032
3,33,143,130,90.91,13,9.09,03033
3,34,108,94,87.04,14,12.96,03034
3,35,109,99,90.83,10,9.17,03035
3,36,28,27,96.43,1,3.57,03036
3,37,47,43,91.49,4,8.51,03037
3,38,230,216,93.91,14,6.09,03038
3,39,244,228,93.44,16,6.56,03039
3,40,129,119,92.25,10,7.75,03040
3,41,119,96,80.67,23,19.33,03041
3,42,99,92,92.93,7,7.07,03042
3,43,44,43,97.73,1,2.27,03043
3,44,17,16,94.12,1,5.88,03044
3,45,164,130,79.27,34,20.73,03045
3,46,51,45,88.24,6,11.76,03046
3,47,62,59,95.16,3,4.84,03047
3,48,58,57,98.28,1,1.72,03048
3,49,54,48,88.89,6,11.11,03049
3,50,45,43,95.56,2,4.44,03050
4,1,181,126,69.61,55,30.39,04001
4,2,212,168,79.25,44,20.75,04002
4,3,175,151,86.29,24,13.71,04003
4,4,172,146,84.88,26,15.12,04004
4,5,209,186,89.0,23,11.0,04005
4,6,81,72,88.89,9,11.11,04006
4,7,205,178,86.83,27,13.17,04007
4,8,191,166,86.91,25,13.09,04008
4,9,342,298,87.13,44,12.87,04009
4,10,154,126,81.82,28,18.18,04010
4,11,117,99,84.62,18,15.38,04011
4,12,100,91,91.0,9,9.0,04012
4,13,137,93,67.88,44,32.12,04013
4,14,80,69,86.25,11,13.75,04014
4,15,117,99,84.62,18,15.38,04015
4,16,183,170,92.9,13,7.1,04016
4,17,154,116,75.32,38,24.68,04017
4,18,122,101,82.79,21,17.21,04018
4,19,159,144,90.57,15,9.43,04019
4,20,139,121,87.05,18,12.95,04020
4,21,171,132,77.19,39,22.81,04021
4,22,178,127,71.35,51,28.65,04022
4,23,116,79,68.1,37,31.9,04023
4,24,137,100,72.99,37,27.01,04024
4,25,214,202,94.39,12,5.61,04025
4,26,158,137,86.71,21,13.29,04026
4,27,140,124,88.57,16,11.43,04027
4,28,88,65,73.86,23,26.14,04028
4,29,134,95,70.9,39,29.1,04029
4,30,133,117,87.97,16,12.03,04030
4,31,73,29,39.73,44,60.27,04031
4,32,126,80,63.49,46,36.51,04032
4,33,151,130,86.09,21,13.91,04033
4,34,96,43,44.79,53,55.21,04034
4,35,98,85,86.73,13,13.27,04035
4,36,95,80,84.21,15,15.79,04036
4,37,1,1,100.0,0,0.0,04037
4,38,237,174,73.42,63,26.58,04038
4,39,99,79,79.8,20,20.2,04039
4,40,166,142,85.54,24,14.46,04040
4,41,54,28,51.85,26,48.15,04041
4,42,189,152,80.42,37,19.58,04042
4,43,84,47,55.95,37,44.05,04043
4,44,66,51,77.27,15,22.73,04044
4,45,309,242,78.32,67,21.68,04045
4,46,113,91,80.53,22,19.47,04046
4,47,146,95,65.07,51,34.93,04047
4,48,164,110,67.07,54,32.93,04048
4,49,141,118,83.69,23,16.31,04049
4,50,156,127,81.41,29,18.59,04050
4,51,191,164,85.86,27,14.14,04051
4,52,168,152,90.48,16,9.52,04052
5,1,165,153,92.73,12,7.27,05001
5,2,179,172,96.09,7,3.91,05002
5,3,68,43,63.24,25,36.76,05003
5,4,102,93,91.18,9,8.82,05004
5,5,122,113,92.62,9,7.38,05005
5,6,169,154,91.12,15,8.88,05006
5,7,182,158,86.81,24,13.19,05007
5,8,142,62,43.66,80,56.34,05008
5,9,125,113,90.4,12,9.6,05009
5,10,100,88,88.0,12,12.0,05010
5,11,283,170,60.07,113,39.93,05011
5,12,81,68,83.95,13,16.05,05012
5,13,156,139,89.1,17,10.9,05013
5,14,231,210,90.91,21,9.09,05014
5,15,102,78,76.47,24,23.53,05015
5,16,103,87,84.47,16,15.53,05016
5,17,153,140,91.5,13,8.5,05017
5,18,133,118,88.72,15,11.28,05018
5,19,68,65,95.59,3,4.41,05019
5,20,47,44,93.62,3,6.38,05020
5,21,185,170,91.89,15,8.11,05021
5,22,150,138,92.0,12,8.0,05022
5,23,84,72,85.71,12,14.29,05023
5,24,158,108,68.35,50,31.65,05024
5,25,119,107,89.92,12,10.08,05025
5,26,159,138,86.79,21,13.21,05026
5,27,111,41,36.94,70,63.06,05027
5,28,184,153,83.15,31,16.85,05028
5,29,132,120,90.91,12,9.09,05029
5,30,106,53,50.0,53,50.0,05030
5,31,108,94,87.04,14,12.96,05031
5,32,288,253,87.85,35,12.15,05032
5,33,123,109,88.62,14,11.38,05033
5,34,139,127,91.37,12,8.63,05034
5,35,170,104,61.18,66,38.82,05035
5,36,236,207,87.71,29,12.29,05036
5,37,277,157,56.68,120,43.32,05037
5,38,89,79,88.76,10,11.24,05038
5,39,142,106,74.65,36,25.35,05039
5,40,127,114,89.76,13,10.24,05040
5,41,177,73,41.24,104,58.76,05041
5,42,68,68,100.0,0,0.0,05042
5,43,164,139,84.76,25,15.24,05043
5,44,131,123,93.89,8,6.11,05044
5,45,120,111,92.5,9,7.5,05045
5,46,138,81,58.7,57,41.3,05046
5,47,100,93,93.0,7,7.0,05047
5,48,89,51,57.3,38,42.7,05048
6,1,226,202,89.38,24,10.62,06001
6,2,192,177,92.19,15,7.81,06002
6,3,182,172,94.51,10,5.49,06003
6,4,100,91,91.0,9,9.0,06004
6,5,144,137,95.14,7,4.86,06005
6,6,282,258,91.49,24,8.51,06006
6,7,199,188,94.47,11,5.53,06007
6,8,211,195,92.42,16,7.58,06008
6,9,154,142,92.21,12,7.79,06009
6,10,279,258,92.47,21,7.53,06010
6,11,117,106,90.6,11,9.4,06011
6,12,150,140,93.33,10,6.67,06012
6,13,121,109,90.08,12,9.92,06013
6,14,133,119,89.47,14,10.53,06014
6,15,77,70,90.91,7,9.09,06015
6,16,196,184,93.88,12,6.12,06016
6,17,190,177,93.16,13,6.84,06017
6,18,64,60,93.75,4,6.25,06018
6,19,162,150,92.59,12,7.41,06019
6,20,135,125,92.59,10,7.41,06020
6,21,196,181,92.35,15,7.65,06021
6,22,167,154,92.22,13,7.78,06022
6,23,133,120,90.23,13,9.77,06023
6,24,164,152,92.68,12,7.32,06024
6,25,100,95,95.0,5,5.0,06025
6,26,164,151,92.07,13,7.93,06026
6,27,220,205,93.18,15,6.82,06027
6,28,302,282,93.38,20,6.62,06028
6,29,215,195,90.7,20,9.3,06029
6,30,107,100,93.46,7,6.54,06030
6,31,191,169,88.48,22,11.52,06031
6,32,135,126,93.33,9,6.67,06032
6,33,190,170,89.47,20,10.53,06033
6,34,117,108,92.31,9,7.69,06034
6,35,155,144,92.9,11,7.1,06035
6,36,71,64,90.14,7,9.86,06036
6,37,216,203,93.98,13,6.02,06037
6,38,160,146,91.25,14,8.75,06038
6,39,96,94,97.92,2,2.08,06039
6,40,212,203,95.75,9,4.25,06040
6,41,189,171,90.48,18,9.52,06041
6,42,53,53,100.0,0,0.0,06042
6,43,167,156,93.41,11,6.59,06043
6,44,183,166,90.71,17,9.29,06044
6,45,235,224,95.32,11,4.68,06045
6,46,146,135,92.47,11,7.53,06046
6,47,176,164,93.18,12,6.82,06047
6,48,121,116,95.87,5,4.13,06048
6,49,167,155,92.81,12,7.19,06049
6,50,218,201,92.2,17,7.8,06050
6,51,163,147,90.18,16,9.82,06051
6,52,97,88,90.72,9,9.28,06052
6,53,141,127,90.07,14,9.93,06053
6,54,144,126,87.5,18,12.5,06054
6,55,115,112,97.39,3,2.61,06055
6,56,110,106,96.36,4,3.64,06056
6,57,153,140,91.5,13,8.5,06057
6,58,200,186,93.0,14,7.0,06058
6,59,145,132,91.03,13,8.97,06059
7,1,280,258,92.14,22,7.86,07001
7,2,152,143,94.08,9,5.92,07002
7,3,153,139,90.85,14,9.15,07003
7,4,87,67,77.01,20,22.99,07004
7,5,76,62,81.58,14,18.42,07005
7,6,101,90,89.11,11,10.89,07006
7,7,84,80,95.24,4,4.76,07007
7,8,30,26,86.67,4,13.33,07008
7,9,254,236,92.91,18,7.09,07009
7,10,181,164,90.61,17,9.39,07010
7,11,154,135,87.66,19,12.34,07011
7,12,151,138,91.39,13,8.61,07012
7,13,229,213,93.01,16,6.99,07013
7,14,148,133,89.86,15,10.14,07014
7,15,125,112,89.6,13,10.4,07015
7,16,147,131,89.12,16,10.88,07016
7,17,67,63,94.03,4,5.97,07017
7,18,174,148,85.06,26,14.94,07018
7,19,191,179,93.72,12,6.28,07019
7,20,38,31,81.58,7,18.42,07020
7,21,104,99,95.19,5,4.81,07021
7,22,73,67,91.78,6,8.22,07022
7,23,112,103,91.96,9,8.04,07023
7,24,235,215,91.49,20,8.51,07024
7,25,243,216,88.89,27,11.11,07025
7,26,148,127,85.81,21,14.19,07026
7,27,229,206,89.96,23,10.04,07027
7,28,116,104,89.66,12,10.34,07028
7,29,95,87,91.58,8,8.42,07029
7,30,158,150,94.94,8,5.06,07030
7,31,145,135,93.1,10,6.9,07031
7,32,69,55,79.71,14,20.29,07032
7,33,123,111,90.24,12,9.76,07033
7,34,48,38,79.17,10,20.83,07034
7,35,181,160,88.4,21,11.6,07035
7,36,121,110,90.91,11,9.09,07036
7,37,177,163,92.09,14,7.91,07037
7,38,202,181,89.6,21,10.4,07038
7,39,310,279,90.0,31,10.0,07039
7,40,171,152,88.89,19,11.11,07040
7,41,97,89,91.75,8,8.25,07041
7,42,188,173,92.02,15,7.98,07042
7,43,133,118,88.72,15,11.28,07043
7,44,196,168,85.71,28,14.29,07044
7,45,206,181,87.86,25,12.14,07045
7,46,96,87,90.63,9,9.38,07046
7,47,96,89,92.71,7,7.29,07047
7,48,110,99,90.0,11,10.0,07048
7,49,239,224,93.72,15,6.28,07049
8,1,166,149,89.76,17,10.24,08001
8,2,75,72,96.0,3,4.0,08002
8,3,221,206,93.21,15,6.79,08003
8,4,328,308,93.9,20,6.1,08004
8,5,360,339,94.17,21,5.83,08005
8,6,153,145,94.77,8,5.23,08006
8,7,122,112,91.8,10,8.2,08007
8,8,185,172,92.97,13,7.03,08008
8,9,214,201,93.93,13,6.07,08009
8,10,219,197,89.95,22,10.05,08010
8,11,140,129,92.14,11,7.86,08011
8,12,120,111,92.5,9,7.5,08012
8,13,101,96,95.05,5,4.95,08013
8,14,90,83,92.22,7,7.78,08014
8,15,118,111,94.07,7,5.93,08015
8,16,179,161,89.94,18,10.06,08016
8,17,168,154,91.67,14,8.33,08017
8,18,73,67,91.78,6,8.22,08018
8,19,196,186,94.9,10,5.1,08019
8,20,240,224,93.33,16,6.67,08020
8,21,123,114,92.68,9,7.32,08021
8,22,120,110,91.67,10,8.33,08022
8,23,120,115,95.83,5,4.17,08023
8,24,159,141,88.68,18,11.32,08024
8,25,139,133,95.68,6,4.32,08025
8,26,84,79,94.05,5,5.95,08026
8,27,177,162,91.53,15,8.47,08027
8,28,271,252,92.99,19,7.01,08028
8,29,141,133,94.33,8,5.67,08029
8,30,105,100,95.24,5,4.76,08030
8,31,96,84,87.5,12,12.5,08031
8,32,218,201,92.2,17,7.8,08032
8,33,193,183,94.82,10,5.18,08033
8,34,175,162,92.57,13,7.43,08034
8,35,195,179,91.79,16,8.21,08035
8,36,164,155,94.51,9,5.49,08036
8,37,149,133,89.26,16,10.74,08037
8,38,116,109,93.97,7,6.03,08038
8,39,159,151,94.97,8,5.03,08039
8,40,110,102,92.73,8,7.27,08040
8,41,118,108,91.53,10,8.47,08041
8,42,164,156,95.12,8,4.88,08042
8,43,69,67,97.1,2,2.9,08043
8,44,117,110,94.02,7,5.98,08044
8,45,95,87,91.58,8,8.42,08045
8,46,148,137,92.57,11,7.43,08046
8,47,187,162,86.63,25,13.37,08047
8,48,126,114,90.48,12,9.52,08048
8,49,189,179,94.71,10,5.29,08049
8,50,146,139,95.21,7,4.79,08050
8,51,193,175,90.67,18,9.33,08051
8,52,166,153,92.17,13,7.83,08052
8,53,161,148,91.93,13,8.07,08053
8,54,141,134,95.04,7,4.96,08054
8,55,88,83,94.32,5,5.68,08055
8,56,134,120,89.55,14,10.45,08056
8,57,139,132,94.96,7,5.04,08057
8,58,171,156,91.23,15,8.77,08058
8,59,79,76,96.2,3,3.8,08059
8,60,176,163,92.61,13,7.39,08060
8,61,123,115,93.5,8,6.5,08061
8,62,229,217,94.76,12,5.24,08062
8,63,175,163,93.14,12,6.86,08063
8,64,117,112,95.73,5,4.27,08064
9,1,169,150,88.76,19,11.24,09001
9,2,149,135,90.6,14,9.4,09002
9,3,44,43,97.73,1,2.27,09003
9,4,157,149,94.9,8,5.1,09004
9,5,157,146,92.99,11,7.01,09005
9,6,235,221,94.04,14,5.96,09006
9,7,143,130,90.91,13,9.09,09007
9,8,137,127,92.7,10,7.3,09008
9,9,206,190,92.23,16,7.77,09009
9,10,133,127,95.49,6,4.51,09010
9,11,98,88,89.8,10,10.2,09011
9,12,117,104,88.89,13,11.11,09012
9,13,240,223,92.92,17,7.08,09013
9,14,204,192,94.12,12,5.88,09014
9,15,123,112,91.06,11,8.94,09015
9,16,172,153,88.95,19,11.05,09016
9,17,102,93,91.18,9,8.82,09017
9,18,139,128,92.09,11,7.91,09018
9,19,159,146,91.82,13,8.18,09019
9,20,178,161,90.45,17,9.55,09020
9,21,162,145,89.51,17,10.49,09021
9,22,237,221,93.25,16,6.75,09022
9,23,111,101,90.99,10,9.01,09023
9,24,96,92,95.83,4,4.17,09024
9,25,97,65,67.01,32,32.99,09025
9,26,81,78,96.3,3,3.7,09026
9,27,115,101,87.83,14,12.17,09027
9,28,44,31,70.45,13,29.55,09028
9,29,96,89,92.71,7,7.29,09029
9,30,77,72,93.51,5,6.49,09030
9,31,116,114,98.28,2,1.72,09031
9,32,228,204,89.47,24,10.53,09032
9,33,102,94,92.16,8,7.84,09033
9,34,139,125,89.93,14,10.07,09034
9,35,295,269,91.19,26,8.81,09035
9,36,172,164,95.35,8,4.65,09036
9,37,120,66,55.0,54,45.0,09037
9,38,130,119,91.54,11,8.46,09038
9,39,231,220,95.24,11,4.76,09039
9,40,261,246,94.25,15,5.75,09040
9,41,152,135,88.82,17,11.18,09041
9,42,68,64,94.12,4,5.88,09042
9,43,69,65,94.2,4,5.8,09043
9,44,76,67,88.16,9,11.84,09044
9,45,244,224,91.8,20,8.2,09045
9,46,71,66,92.96,5,7.04,09046
9,47,186,169,90.86,17,9.14,09047
10,1,132,106,80.3,26,19.7,10001
10,2,51,23,45.1,28,54.9,10002
10,3,93,40,43.01,53,56.99,10003
10,4,58,26,44.83,32,55.17,10004
10,5,78,41,52.56,37,47.44,10005
10,6,127,112,88.19,15,11.81,10006
10,7,72,28,38.89,44,61.11,10007
10,8,66,23,34.85,43,65.15,10008
10,9,72,28,38.89,44,61.11,10009
10,10,67,18,26.87,49,73.13,10010
10,11,76,23,30.26,53,69.74,10011
10,12,50,16,32.0,34,68.0,10012
10,13,125,40,32.0,85,68.0,10013
10,14,67,23,34.33,44,65.67,10014
10,15,27,12,44.44,15,55.56,10015
10,16,77,26,33.77,51,66.23,10016
10,17,73,33,45.21,40,54.79,10017
10,18,40,20,50.0,20,50.0,10018
10,19,91,32,35.16,59,64.84,10019
10,20,62,15,24.19,47,75.81,10020
10,21,69,39,56.52,30,43.48,10021
10,22,61,43,70.49,18,29.51,10022
10,23,49,17,34.69,32,65.31,10023
10,24,73,21,28.77,52,71.23,10024
10,25,79,43,54.43,36,45.57,10025
10,26,50,16,32.0,34,68.0,10026
10,27,80,31,38.75,49,61.25,10027
10,28,105,91,86.67,14,13.33,10028
10,29,103,93,90.29,10,9.71,10029
10,30,64,51,79.69,13,20.31,10030
10,31,70,17,24.29,53,75.71,10031
10,32,53,21,39.62,32,60.38,10032
10,33,62,15,24.19,47,75.81,10033
10,34,55,21,38.18,34,61.82,10034
10,35,71,26,36.62,45,63.38,10035
10,36,91,52,57.14,39,42.86,10036
10,37,54,32,59.26,22,40.74,10037
10,38,69,23,33.33,46,66.67,10038
10,39,72,34,47.22,38,52.78,10039
10,40,73,39,53.42,34,46.58,10040
10,41,103,34,33.01,69,66.99,10041
10,42,72,24,33.33,48,66.67,10042
10,43,36,17,47.22,19,52.78,10043
10,44,61,20,32.79,41,67.21,10044
10,45,70,25,35.71,45,64.29,10045
10,46,60,21,35.0,39,65.0,10046
11,1,117,59,50.43,58,49.57,11001
11,2,104,25,24.04,79,75.96,11002
11,3,68,28,41.18,40,58.82,11003
11,4,81,36,44.44,45,55.56,11004
11,5,62,21,33.87,41,66.13,11005
11,6,125,41,32.8,84,67.2,11006
11,7,112,51,45.54,61,54.46,11007
11,8,100,38,38.0,62,62.0,11008
11,9,73,39,53.42,34,46.58,11009
11,10,59,18,30.51,41,69.49,11010
11,11,113,47,41.59,66,58.41,11011
11,12,76,34,44.74,42,55.26,11012
11,13,86,38,44.19,48,55.81,11013
11,14,67,29,43.28,38,56.72,11014
11,15,81,33,40.74,48,59.26,11015
11,16,106,45,42.45,61,57.55,11016
11,17,149,62,41.61,87,58.39,11017
11,18,75,36,48.0,39,52.0,11018
11,19,63,23,36.51,40,63.49,11019
11,20,81,40,49.38,41,50.62,11020
11,21,110,51,46.36,59,53.64,11021
11,22,85,37,43.53,48,56.47,11022
11,23,73,32,43.84,41,56.16,11023
11,24,190,102,53.68,88,46.32,11024
11,25,71,26,36.62,45,63.38,11025
11,26,115,37,32.17,78,67.83,11026
11,27,63,29,46.03,34,53.97,11027
11,28,60,26,43.33,34,56.67,11028
11,29,111,43,38.74,68,61.26,11029
11,30,87,29,33.33,58,66.67,11030
11,31,65,25,38.46,40,61.54,11031
11,32,58,25,43.1,33,56.9,11032
11,33,57,29,50.88,28,49.12,11033
11,34,64,42,65.63,22,34.38,11034
11,35,96,46,47.92,50,52.08,11035
11,36,20,7,35.0,13,65.0,11036
11,37,93,43,46.24,50,53.76,11037
11,38,130,52,40.0,78,60.0,11038
11,39,148,61,41.22,87,58.78,11039
11,40,59,26,44.07,33,55.93,11040
11,41,59,23,38.98,36,61.02,11041
11,42,72,25,34.72,47,65.28,11042
11,43,84,36,42.86,48,57.14,11043
11,44,88,30,34.09,58,65.91,11044
11,45,38,16,42.11,22,57.89,11045
11,46,75,56,74.67,19,25.33,11046
11,47,79,32,40.51,47,59.49,11047
11,48,35,20,57.14,15,42.86,11048
11,49,72,29,40.28,43,59.72,11049
11,50,56,26,46.43,30,53.57,11050
12,1,87,16,18.39,71,81.61,12001
12,2,85,24,28.24,61,71.76,12002
12,3,57,15,26.32,42,73.68,12003
12,4,37,16,43.24,21,56.76,12004
12,5,55,11,20.0,44,80.0,12005
12,6,79,34,43.04,45,56.96,12006
12,7,118,26,22.03,92,77.97,12007
12,8,115,50,43.48,65,56.52,12008
12,9,51,16,31.37,35,68.63,12009
12,10,98,24,24.49,74,75.51,12010
12,11,153,22,14.38,131,85.62,12011
12,12,88,28,31.82,60,68.18,12012
12,13,134,44,32.84,90,67.16,12013
12,14,62,21,33.87,41,66.13,12014
12,15,80,13,16.25,67,83.75,12015
12,16,54,11,20.37,43,79.63,12016
12,17,96,56,58.33,40,41.67,12017
12,18,117,57,48.72,60,51.28,12018
12,19,81,25,30.86,56,69.14,12019
12,20,50,8,16.0,42,84.0,12020
12,21,85,20,23.53,65,76.47,12021
12,22,80,16,20.0,64,80.0,12022
12,23,64,24,37.5,40,62.5,12023
12,24,80,31,38.75,49,61.25,12024
13,1,189,119,62.96,70,37.04,13001
13,2,143,105,73.43,38,26.57,13002
13,3,123,61,49.59,62,50.41,13003
13,4,263,170,64.64,93,35.36,13004
13,5,174,90,51.72,84,48.28,13005
13,6,109,60,55.05,49,44.95,13006
13,7,157,100,63.69,57,36.31,13007
13,8,197,107,54.31,90,45.69,13008
13,9,153,93,60.78,60,39.22,13009
13,10,86,49,56.98,37,43.02,13010
13,11,92,53,57.61,39,42.39,13011
13,12,143,70,48.95,73,51.05,13012
13,13,222,149,67.12,73,32.88,13013
13,14,154,95,61.69,59,38.31,13014
13,15,233,141,60.52,92,39.48,13015
13,16,202,143,70.79,59,29.21,13016
13,17,171,117,68.42,54,31.58,13017
13,18,128,48,37.5,80,62.5,13018
13,19,165,109,66.06,56,33.94,13019
13,20,133,64,48.12,69,51.88,13020
13,21,115,75,65.22,40,34.78,13021
13,22,138,72,52.17,66,47.83,13022
13,23,138,86,62.32,52,37.68,13023
13,24,169,116,68.64,53,31.36,13024
13,25,140,73,52.14,67,47.86,13025
13,26,234,165,70.51,69,29.49,13026
13,27,172,105,61.05,67,38.95,13027
13,28,106,56,52.83,50,47.17,13028
13,29,161,98,60.87,63,39.13,13029
13,30,222,117,52.7,105,47.3,13030
13,31,116,59,50.86,57,49.14,13031
13,32,114,99,86.84,15,13.16,13032
13,33,162,118,72.84,44,27.16,13033
13,34,278,211,75.9,67,24.1,13034
13,35,208,140,67.31,68,32.69,13035
13,36,95,54,56.84,41,43.16,13036
13,37,204,127,62.25,77,37.75,13037
13,38,111,59,53.15,52,46.85,13038
13,39,166,109,65.66,57,34.34,13039
13,40,226,137,60.62,89,39.38,13040
13,41,168,108,64.29,60,35.71,13041
13,42,186,119,63.98,67,36.02,13042
13,43,232,138,59.48,94,40.52,13043
13,44,391,323,82.61,68,17.39,13044
13,45,239,145,60.67,94,39.33,13045
13,46,177,93,52.54,84,47.46,13046
13,47,189,110,58.2,79,41.8,13047
14,1,129,60,46.51,69,53.49,14001
14,2,161,95,59.01,66,40.99,14002
14,3,95,41,43.16,54,56.84,14003
14,4,90,41,45.56,49,54.44,14004
14,5,102,61,59.8,41,40.2,14005
14,6,57,32,56.14,25,43.86,14006
14,7,133,69,51.88,64,48.12,14007
14,8,88,43,48.86,45,51.14,14008
14,9,132,76,57.58,56,42.42,14009
14,10,85,42,49.41,43,50.59,14010
14,11,86,63,73.26,23,26.74,14011
14,12,110,51,46.36,59,53.64,14012
14,13,91,51,56.04,40,43.96,14013
14,14,113,67,59.29,46,40.71,14014
14,15,128,75,58.59,53,41.41,14015
14,16,83,34,40.96,49,59.04,14016
14,17,126,97,76.98,29,23.02,14017
14,18,49,17,34.69,32,65.31,14018
14,19,93,52,55.91,41,44.09,14019
14,20,57,21,36.84,36,63.16,14020
14,21,97,67,69.07,30,30.93,14021
