ward,precinct,total,Luis V. Gutierrez,Luis V. Gutierrez Percent,precinct_id
31,12,34,34,100.0,31012
31,13,50,50,100.0,31013
31,14,51,51,100.0,31014
31,15,17,17,100.0,31015
31,16,32,32,100.0,31016
31,17,42,42,100.0,31017
31,18,38,38,100.0,31018
31,19,75,75,100.0,31019
31,20,41,41,100.0,31020
31,21,50,50,100.0,31021
31,22,33,33,100.0,31022
31,23,49,49,100.0,31023
31,24,76,76,100.0,31024
31,25,25,25,100.0,31025
31,26,34,34,100.0,31026
31,27,37,37,100.0,31027
31,28,52,52,100.0,31028
31,29,39,39,100.0,31029
31,30,77,77,100.0,31030
31,31,97,97,100.0,31031
31,32,79,79,100.0,31032
31,33,76,76,100.0,31033
31,34,25,25,100.0,31034
31,35,43,43,100.0,31035
31,36,58,58,100.0,31036
31,37,25,25,100.0,31037
31,38,39,39,100.0,31038
31,39,23,23,100.0,31039
31,40,62,62,100.0,31040
31,41,68,68,100.0,31041
31,42,51,51,100.0,31042
31,43,34,34,100.0,31043
31,44,26,26,100.0,31044
31,45,30,30,100.0,31045
31,46,54,54,100.0,31046
31,47,57,57,100.0,31047
33,1,66,66,100.0,33001
33,2,103,103,100.0,33002
33,3,62,62,100.0,33003
33,4,69,69,100.0,33004
33,5,59,59,100.0,33005
33,6,102,102,100.0,33006
33,8,55,55,100.0,33008
33,9,79,79,100.0,33009
33,10,95,95,100.0,33010
33,11,78,78,100.0,33011
33,12,80,80,100.0,33012
33,13,73,73,100.0,33013
33,15,71,71,100.0,33015
33,16,55,55,100.0,33016
33,17,85,85,100.0,33017
33,19,65,65,100.0,33019
33,20,74,74,100.0,33020
33,21,80,80,100.0,33021
33,22,133,133,100.0,33022
33,23,77,77,100.0,33023
33,25,84,84,100.0,33025
33,26,52,52,100.0,33026
33,27,61,61,100.0,33027
35,1,68,68,100.0,35001
35,2,49,49,100.0,35002
35,3,55,55,100.0,35003
35,4,57,57,100.0,35004
35,5,58,58,100.0,35005
35,6,63,63,100.0,35006
35,7,120,120,100.0,35007
35,8,110,110,100.0,35008
35,9,60,60,100.0,35009
35,10,103,103,100.0,35010
35,11,69,69,100.0,35011
35,12,127,127,100.0,35012
35,13,11,11,100.0,35013
35,14,85,85,100.0,35014
35,15,101,101,100.0,35015
35,16,98,98,100.0,35016
35,17,89,89,100.0,35017
35,18,68,68,100.0,35018
35,19,102,102,100.0,35019
35,20,55,55,100.0,35020
35,21,78,78,100.0,35021
35,22,15,15,100.0,35022
35,23,42,42,100.0,35023
35,24,31,31,100.0,35024
35,25,132,132,100.0,35025
35,26,53,53,100.0,35026
35,27,120,120,100.0,35027
35,28,103,103,100.0,35028
35,29,116,116,100.0,35029
35,30,188,188,100.0,35030
35,31,46,46,100.0,35031
35,32,53,53,100.0,35032
35,33,56,56,100.0,35033
35,34,124,124,100.0,35034
35,35,73,73,100.0,35035
35,36,81,81,100.0,35036
36,1,72,72,100.0,36001
36,2,78,78,100.0,36002
36,3,203,203,100.0,36003
36,4,39,39,100.0,36004
36,10,75,75,100.0,36010
36,14,107,107,100.0,36014
36,15,76,76,100.0,36015
36,16,20,20,100.0,36016
36,19,92,92,100.0,36019
36,22,105,105,100.0,36022
36,23,66,66,100.0,36023
36,45,130,130,100.0,36045
36,47,181,181,100.0,36047
36,51,89,89,100.0,36051
37,1,27,27,100.0,37001
37,11,25,25,100.0,37011
37,19,39,39,100.0,37019
37,39,49,49,100.0,37039
38,1,65,65,100.0,38001
38,2,98,98,100.0,38002
38,4,110,110,100.0,38004
38,6,88,88,100.0,38006
38,24,119,119,100.0,38024
38,30,57,57,100.0,38030
38,31,85,85,100.0,38031
38,35,108,108,100.0,38035
38,37,82,82,100.0,38037
38,39,77,77,100.0,38039
38,41,95,95,100.0,38041
39,12,28,28,100.0,39012
39,13,31,31,100.0,39013
39,21,9,9,100.0,39021
39,22,41,41,100.0,39022
39,23,31,31,100.0,39023
39,24,52,52,100.0,39024
39,28,101,101,100.0,39028
39,30,52,52,100.0,39030
39,31,51,51,100.0,39031
45,1,116,116,100.0,45001
45,16,91,91,100.0,45016
45,28,96,96,100.0,45028
