ward,precinct,total,Maureen Elizabeth Connors,Maureen Elizabeth Connors Percent,precinct_id
2,33,37,37,100.0,02033
2,34,102,102,100.0,02034
2,35,68,68,100.0,02035
2,36,131,131,100.0,02036
2,37,73,73,100.0,02037
2,38,132,132,100.0,02038
2,39,70,70,100.0,02039
2,40,150,150,100.0,02040
2,41,39,39,100.0,02041
2,42,77,77,100.0,02042
2,43,112,112,100.0,02043
2,44,74,74,100.0,02044
2,45,83,83,100.0,02045
2,46,154,154,100.0,02046
2,47,136,136,100.0,02047
2,48,95,95,100.0,02048
2,49,67,67,100.0,02049
2,50,45,45,100.0,02050
2,51,54,54,100.0,02051
2,52,135,135,100.0,02052
2,53,56,56,100.0,02053
2,54,30,30,100.0,02054
3,1,99,99,100.0,03001
3,2,149,149,100.0,03002
3,3,80,80,100.0,03003
3,4,72,72,100.0,03004
3,5,105,105,100.0,03005
3,6,10,10,100.0,03006
3,7,141,141,100.0,03007
3,8,68,68,100.0,03008
3,9,90,90,100.0,03009
3,10,29,29,100.0,03010
3,11,90,90,100.0,03011
3,12,64,64,100.0,03012
3,13,32,32,100.0,03013
3,14,95,95,100.0,03014
3,15,95,95,100.0,03015
3,16,81,81,100.0,03016
3,17,35,35,100.0,03017
3,18,49,49,100.0,03018
3,19,14,14,100.0,03019
3,20,66,66,100.0,03020
3,21,26,26,100.0,03021
3,22,53,53,100.0,03022
3,23,79,79,100.0,03023
3,24,124,124,100.0,03024
3,25,59,59,100.0,03025
3,26,15,15,100.0,03026
3,27,90,90,100.0,03027
3,28,93,93,100.0,03028
3,29,93,93,100.0,03029
3,30,76,76,100.0,03030
3,31,162,162,100.0,03031
3,32,59,59,100.0,03032
3,33,121,121,100.0,03033
3,34,83,83,100.0,03034
3,35,84,84,100.0,03035
3,36,22,22,100.0,03036
3,37,38,38,100.0,03037
3,38,199,199,100.0,03038
3,39,181,181,100.0,03039
3,40,104,104,100.0,03040
3,41,90,90,100.0,03041
3,42,82,82,100.0,03042
3,43,33,33,100.0,03043
3,44,18,18,100.0,03044
3,45,128,128,100.0,03045
3,46,38,38,100.0,03046
3,47,47,47,100.0,03047
3,48,40,40,100.0,03048
3,49,40,40,100.0,03049
3,50,32,32,100.0,03050
4,1,147,147,100.0,04001
4,2,184,184,100.0,04002
4,3,140,140,100.0,04003
4,4,122,122,100.0,04004
4,5,149,149,100.0,04005
4,6,60,60,100.0,04006
4,7,165,165,100.0,04007
4,8,161,161,100.0,04008
4,9,275,275,100.0,04009
4,10,128,128,100.0,04010
4,11,101,101,100.0,04011
4,12,83,83,100.0,04012
4,13,106,106,100.0,04013
4,14,67,67,100.0,04014
4,15,83,83,100.0,04015
4,16,143,143,100.0,04016
4,17,129,129,100.0,04017
4,18,103,103,100.0,04018
4,19,114,114,100.0,04019
4,20,108,108,100.0,04020
4,21,144,144,100.0,04021
4,22,132,132,100.0,04022
4,23,96,96,100.0,04023
4,24,103,103,100.0,04024
4,25,168,168,100.0,04025
4,26,118,118,100.0,04026
4,27,121,121,100.0,04027
4,28,70,70,100.0,04028
4,29,113,113,100.0,04029
4,30,109,109,100.0,04030
4,31,48,48,100.0,04031
4,32,97,97,100.0,04032
4,33,123,123,100.0,04033
4,34,73,73,100.0,04034
4,35,75,75,100.0,04035
4,36,77,77,100.0,04036
4,37,0,0,0.0,04037
4,38,183,183,100.0,04038
4,39,81,81,100.0,04039
4,40,123,123,100.0,04040
4,41,39,39,100.0,04041
4,42,146,146,100.0,04042
4,43,70,70,100.0,04043
4,44,58,58,100.0,04044
4,45,245,245,100.0,04045
4,46,89,89,100.0,04046
4,47,120,120,100.0,04047
4,48,130,130,100.0,04048
4,49,95,95,100.0,04049
4,50,129,129,100.0,04050
4,51,156,156,100.0,04051
4,52,134,134,100.0,04052
5,1,127,127,100.0,05001
5,2,156,156,100.0,05002
5,3,51,51,100.0,05003
5,4,76,76,100.0,05004
5,5,97,97,100.0,05005
5,6,136,136,100.0,05006
5,7,141,141,100.0,05007
5,8,107,107,100.0,05008
5,9,106,106,100.0,05009
5,10,72,72,100.0,05010
5,11,222,222,100.0,05011
5,12,64,64,100.0,05012
5,13,113,113,100.0,05013
5,14,177,177,100.0,05014
5,15,80,80,100.0,05015
5,16,72,72,100.0,05016
5,17,110,110,100.0,05017
5,18,106,106,100.0,05018
5,19,58,58,100.0,05019
5,20,37,37,100.0,05020
5,21,139,139,100.0,05021
5,22,110,110,100.0,05022
5,23,69,69,100.0,05023
5,24,122,122,100.0,05024
5,25,78,78,100.0,05025
5,26,130,130,100.0,05026
5,27,86,86,100.0,05027
5,28,145,145,100.0,05028
5,29,97,97,100.0,05029
5,30,70,70,100.0,05030
5,31,86,86,100.0,05031
5,32,232,232,100.0,05032
5,33,97,97,100.0,05033
5,34,111,111,100.0,05034
5,35,139,139,100.0,05035
5,36,187,187,100.0,05036
5,37,228,228,100.0,05037
5,38,61,61,100.0,05038
5,39,113,113,100.0,05039
5,40,90,90,100.0,05040
5,41,126,126,100.0,05041
5,42,57,57,100.0,05042
5,43,119,119,100.0,05043
5,44,100,100,100.0,05044
5,45,94,94,100.0,05045
5,46,111,111,100.0,05046
5,47,91,91,100.0,05047
5,48,75,75,100.0,05048
6,1,176,176,100.0,06001
6,2,153,153,100.0,06002
6,3,140,140,100.0,06003
6,4,74,74,100.0,06004
6,5,102,102,100.0,06005
6,6,214,214,100.0,06006
6,7,165,165,100.0,06007
6,8,163,163,100.0,06008
6,9,130,130,100.0,06009
6,10,237,237,100.0,06010
6,11,84,84,100.0,06011
6,12,117,117,100.0,06012
6,13,96,96,100.0,06013
6,14,95,95,100.0,06014
6,15,56,56,100.0,06015
6,16,150,150,100.0,06016
6,17,144,144,100.0,06017
6,18,45,45,100.0,06018
6,19,126,126,100.0,06019
6,20,104,104,100.0,06020
6,21,161,161,100.0,06021
6,22,137,137,100.0,06022
6,23,101,101,100.0,06023
6,24,133,133,100.0,06024
6,25,78,78,100.0,06025
6,26,129,129,100.0,06026
6,27,171,171,100.0,06027
6,28,245,245,100.0,06028
6,29,162,162,100.0,06029
6,30,85,85,100.0,06030
6,31,152,152,100.0,06031
6,32,112,112,100.0,06032
6,33,144,144,100.0,06033
6,34,93,93,100.0,06034
6,35,108,108,100.0,06035
6,36,56,56,100.0,06036
6,37,175,175,100.0,06037
6,38,129,129,100.0,06038
6,39,69,69,100.0,06039
6,40,176,176,100.0,06040
6,41,139,139,100.0,06041
6,42,38,38,100.0,06042
6,43,134,134,100.0,06043
6,44,137,137,100.0,06044
6,45,184,184,100.0,06045
6,46,120,120,100.0,06046
6,47,131,131,100.0,06047
6,48,95,95,100.0,06048
6,49,128,128,100.0,06049
6,50,155,155,100.0,06050
6,51,126,126,100.0,06051
6,52,83,83,100.0,06052
6,53,110,110,100.0,06053
6,54,105,105,100.0,06054
6,55,92,92,100.0,06055
6,56,86,86,100.0,06056
6,57,112,112,100.0,06057
6,58,157,157,100.0,06058
6,59,110,110,100.0,06059
7,1,228,228,100.0,07001
7,2,120,120,100.0,07002
7,3,121,121,100.0,07003
7,4,75,75,100.0,07004
7,5,62,62,100.0,07005
7,6,80,80,100.0,07006
7,7,71,71,100.0,07007
7,8,19,19,100.0,07008
7,9,206,206,100.0,07009
7,10,132,132,100.0,07010
7,11,111,111,100.0,07011
7,12,125,125,100.0,07012
7,13,186,186,100.0,07013
7,14,120,120,100.0,07014
7,15,102,102,100.0,07015
7,16,115,115,100.0,07016
7,17,46,46,100.0,07017
7,18,139,139,100.0,07018
7,19,134,134,100.0,07019
7,20,27,27,100.0,07020
7,21,83,83,100.0,07021
7,22,59,59,100.0,07022
7,23,78,78,100.0,07023
7,24,187,187,100.0,07024
7,25,192,192,100.0,07025
7,26,118,118,100.0,07026
7,27,186,186,100.0,07027
7,28,86,86,100.0,07028
7,29,79,79,100.0,07029
7,30,123,123,100.0,07030
7,31,118,118,100.0,07031
7,32,62,62,100.0,07032
7,33,89,89,100.0,07033
7,34,37,37,100.0,07034
7,35,130,130,100.0,07035
7,36,102,102,100.0,07036
7,37,146,146,100.0,07037
7,38,164,164,100.0,07038
7,39,244,244,100.0,07039
7,40,137,137,100.0,07040
7,41,87,87,100.0,07041
7,42,144,144,100.0,07042
7,43,110,110,100.0,07043
7,44,160,160,100.0,07044
7,45,162,162,100.0,07045
7,46,73,73,100.0,07046
7,47,76,76,100.0,07047
7,48,84,84,100.0,07048
7,49,188,188,100.0,07049
8,1,135,135,100.0,08001
8,2,56,56,100.0,08002
8,3,184,184,100.0,08003
8,4,260,260,100.0,08004
8,5,280,280,100.0,08005
8,6,131,131,100.0,08006
8,7,98,98,100.0,08007
8,8,144,144,100.0,08008
8,9,177,177,100.0,08009
8,10,169,169,100.0,08010
8,11,102,102,100.0,08011
8,12,90,90,100.0,08012
8,13,71,71,100.0,08013
8,14,73,73,100.0,08014
8,15,91,91,100.0,08015
8,16,147,147,100.0,08016
8,17,141,141,100.0,08017
8,18,51,51,100.0,08018
8,19,167,167,100.0,08019
8,20,193,193,100.0,08020
8,21,95,95,100.0,08021
8,22,100,100,100.0,08022
8,23,99,99,100.0,08023
8,24,136,136,100.0,08024
8,25,95,95,100.0,08025
8,26,64,64,100.0,08026
8,27,148,148,100.0,08027
8,28,215,215,100.0,08028
8,29,93,93,100.0,08029
8,30,89,89,100.0,08030
8,31,73,73,100.0,08031
8,32,175,175,100.0,08032
8,33,155,155,100.0,08033
8,34,148,148,100.0,08034
8,35,156,156,100.0,08035
8,36,120,120,100.0,08036
8,37,123,123,100.0,08037
8,38,99,99,100.0,08038
8,39,131,131,100.0,08039
8,40,90,90,100.0,08040
8,41,96,96,100.0,08041
8,42,128,128,100.0,08042
8,43,54,54,100.0,08043
8,44,95,95,100.0,08044
8,45,77,77,100.0,08045
8,46,117,117,100.0,08046
8,47,144,144,100.0,08047
8,48,97,97,100.0,08048
8,49,155,155,100.0,08049
8,50,107,107,100.0,08050
8,51,144,144,100.0,08051
8,52,120,120,100.0,08052
8,53,133,133,100.0,08053
8,54,107,107,100.0,08054
8,55,70,70,100.0,08055
8,56,104,104,100.0,08056
8,57,111,111,100.0,08057
8,58,136,136,100.0,08058
8,59,52,52,100.0,08059
8,60,124,124,100.0,08060
8,61,103,103,100.0,08061
8,62,182,182,100.0,08062
8,63,146,146,100.0,08063
8,64,105,105,100.0,08064
9,1,128,128,100.0,09001
9,2,116,116,100.0,09002
9,3,34,34,100.0,09003
9,4,128,128,100.0,09004
9,5,125,125,100.0,09005
9,6,176,176,100.0,09006
9,7,113,113,100.0,09007
9,8,98,98,100.0,09008
9,9,156,156,100.0,09009
9,10,98,98,100.0,09010
9,11,73,73,100.0,09011
9,12,90,90,100.0,09012
9,13,193,193,100.0,09013
9,14,162,162,100.0,09014
9,15,101,101,100.0,09015
9,16,148,148,100.0,09016
9,17,87,87,100.0,09017
9,18,118,118,100.0,09018
9,19,127,127,100.0,09019
9,20,150,150,100.0,09020
9,21,132,132,100.0,09021
9,22,187,187,100.0,09022
9,23,94,94,100.0,09023
9,24,72,72,100.0,09024
9,25,77,77,100.0,09025
9,26,67,67,100.0,09026
9,27,89,89,100.0,09027
9,28,37,37,100.0,09028
9,29,66,66,100.0,09029
9,30,62,62,100.0,09030
9,31,95,95,100.0,09031
9,32,171,171,100.0,09032
9,33,75,75,100.0,09033
9,34,114,114,100.0,09034
9,35,244,244,100.0,09035
9,36,135,135,100.0,09036
9,37,88,88,100.0,09037
9,38,102,102,100.0,09038
9,39,188,188,100.0,09039
9,40,199,199,100.0,09040
9,41,118,118,100.0,09041
9,42,52,52,100.0,09042
9,43,53,53,100.0,09043
9,44,66,66,100.0,09044
9,45,205,205,100.0,09045
9,46,56,56,100.0,09046
9,47,159,159,100.0,09047
10,1,91,91,100.0,10001
10,2,42,42,100.0,10002
10,3,71,71,100.0,10003
10,4,46,46,100.0,10004
10,5,63,63,100.0,10005
10,6,113,113,100.0,10006
10,7,58,58,100.0,10007
10,8,54,54,100.0,10008
10,9,56,56,100.0,10009
10,10,53,53,100.0,10010
10,11,59,59,100.0,10011
10,12,49,49,100.0,10012
10,13,91,91,100.0,10013
10,14,55,55,100.0,10014
10,15,23,23,100.0,10015
10,16,52,52,100.0,10016
10,17,59,59,100.0,10017
10,18,30,30,100.0,10018
10,19,61,61,100.0,10019
10,20,50,50,100.0,10020
10,21,61,61,100.0,10021
10,22,48,48,100.0,10022
10,23,43,43,100.0,10023
10,24,62,62,100.0,10024
10,25,65,65,100.0,10025
10,26,42,42,100.0,10026
10,27,71,71,100.0,10027
10,28,84,84,100.0,10028
10,29,86,86,100.0,10029
10,30,49,49,100.0,10030
10,31,58,58,100.0,10031
10,32,46,46,100.0,10032
10,33,50,50,100.0,10033
10,34,46,46,100.0,10034
10,35,58,58,100.0,10035
10,36,75,75,100.0,10036
10,37,42,42,100.0,10037
10,38,68,68,100.0,10038
10,39,61,61,100.0,10039
10,40,61,61,100.0,10040
10,41,81,81,100.0,10041
10,42,52,52,100.0,10042
10,43,25,25,100.0,10043
10,44,57,57,100.0,10044
10,45,60,60,100.0,10045
10,46,50,50,100.0,10046
11,1,96,96,100.0,11001
11,2,94,94,100.0,11002
11,3,58,58,100.0,11003
11,4,72,72,100.0,11004
11,5,46,46,100.0,11005
11,6,96,96,100.0,11006
11,7,93,93,100.0,11007
11,8,83,83,100.0,11008
11,9,70,70,100.0,11009
11,10,51,51,100.0,11010
11,11,94,94,100.0,11011
11,12,69,69,100.0,11012
11,13,70,70,100.0,11013
11,14,55,55,100.0,11014
11,15,71,71,100.0,11015
11,16,90,90,100.0,11016
11,17,122,122,100.0,11017
11,18,59,59,100.0,11018
11,19,51,51,100.0,11019
11,20,79,79,100.0,11020
11,21,103,103,100.0,11021
11,22,74,74,100.0,11022
11,23,65,65,100.0,11023
11,24,193,193,100.0,11024
11,25,59,59,100.0,11025
11,26,102,102,100.0,11026
11,27,53,53,100.0,11027
11,28,54,54,100.0,11028
11,29,92,92,100.0,11029
11,30,70,70,100.0,11030
11,31,54,54,100.0,11031
11,32,47,47,100.0,11032
11,33,54,54,100.0,11033
11,34,47,47,100.0,11034
11,35,85,85,100.0,11035
11,36,13,13,100.0,11036
11,37,78,78,100.0,11037
11,38,108,108,100.0,11038
11,39,115,115,100.0,11039
11,40,51,51,100.0,11040
11,41,50,50,100.0,11041
11,42,60,60,100.0,11042
11,43,65,65,100.0,11043
11,44,74,74,100.0,11044
11,45,27,27,100.0,11045
11,46,48,48,100.0,11046
11,47,64,64,100.0,11047
11,48,32,32,100.0,11048
11,49,56,56,100.0,11049
11,50,48,48,100.0,11050
12,1,71,71,100.0,12001
12,2,59,59,100.0,12002
12,3,48,48,100.0,12003
12,4,33,33,100.0,12004
12,5,47,47,100.0,12005
12,6,59,59,100.0,12006
12,7,86,86,100.0,12007
12,8,91,91,100.0,12008
12,9,42,42,100.0,12009
12,10,77,77,100.0,12010
12,11,123,123,100.0,12011
12,12,63,63,100.0,12012
12,13,100,100,100.0,12013
12,14,50,50,100.0,12014
12,15,54,54,100.0,12015
12,16,41,41,100.0,12016
12,17,73,73,100.0,12017
12,18,93,93,100.0,12018
12,19,70,70,100.0,12019
12,20,43,43,100.0,12020
12,21,65,65,100.0,12021
12,22,59,59,100.0,12022
12,23,53,53,100.0,12023
12,24,68,68,100.0,12024
13,1,147,147,100.0,13001
13,2,104,104,100.0,13002
13,3,105,105,100.0,13003
13,4,215,215,100.0,13004
13,5,145,145,100.0,13005
13,6,89,89,100.0,13006
13,7,124,124,100.0,13007
13,8,158,158,100.0,13008
13,9,131,131,100.0,13009
13,10,73,73,100.0,13010
13,11,77,77,100.0,13011
13,12,119,119,100.0,13012
13,13,147,147,100.0,13013
13,14,120,120,100.0,13014
13,15,190,190,100.0,13015
13,16,169,169,100.0,13016
13,17,130,130,100.0,13017
13,18,111,111,100.0,13018
13,19,137,137,100.0,13019
13,20,110,110,100.0,13020
13,21,91,91,100.0,13021
13,22,114,114,100.0,13022
13,23,106,106,100.0,13023
13,24,125,125,100.0,13024
13,25,111,111,100.0,13025
13,26,165,165,100.0,13026
13,27,146,146,100.0,13027
13,28,85,85,100.0,13028
13,29,120,120,100.0,13029
13,30,166,166,100.0,13030
13,31,98,98,100.0,13031
13,32,97,97,100.0,13032
13,33,121,121,100.0,13033
13,34,169,169,100.0,13034
13,35,148,148,100.0,13035
13,36,75,75,100.0,13036
13,37,167,167,100.0,13037
13,38,99,99,100.0,13038
13,39,141,141,100.0,13039
13,40,175,175,100.0,13040
13,41,124,124,100.0,13041
13,42,151,151,100.0,13042
13,43,189,189,100.0,13043
13,44,212,212,100.0,13044
13,45,171,171,100.0,13045
13,46,152,152,100.0,13046
13,47,149,149,100.0,13047
14,1,114,114,100.0,14001
14,2,137,137,100.0,14002
14,3,74,74,100.0,14003
14,4,71,71,100.0,14004
14,5,72,72,100.0,14005
14,6,37,37,100.0,14006
14,7,91,91,100.0,14007
14,8,70,70,100.0,14008
14,9,103,103,100.0,14009
14,10,65,65,100.0,14010
14,11,50,50,100.0,14011
14,12,90,90,100.0,14012
14,13,69,69,100.0,14013
14,14,79,79,100.0,14014
14,15,88,88,100.0,14015
14,16,66,66,100.0,14016
14,17,57,57,100.0,14017
14,18,39,39,100.0,14018
14,19,73,73,100.0,14019
14,20,45,45,100.0,14020
14,21,58,58,100.0,14021
14,22,126,126,100.0,14022
14,23,66,66,100.0,14023
14,24,58,58,100.0,14024
14,25,45,45,100.0,14025
14,26,49,49,100.0,14026
14,27,94,94,100.0,14027
14,28,55,55,100.0,14028
14,29,98,98,100.0,14029
14,30,83,83,100.0,14030
14,31,45,45,100.0,14031
14,32,47,47,100.0,14032
15,1,105,105,100.0,15001
15,2,42,42,100.0,15002
15,3,45,45,100.0,15003
15,4,92,92,100.0,15004
15,5,38,38,100.0,15005
15,6,36,36,100.0,15006
15,7,62,62,100.0,15007
15,8,60,60,100.0,15008
15,9,87,87,100.0,15009
15,10,27,27,100.0,15010
15,11,51,51,100.0,15011
15,12,34,34,100.0,15012
15,13,54,54,100.0,15013
15,14,50,50,100.0,15014
15,15,25,25,100.0,15015
15,16,25,25,100.0,15016
15,17,50,50,100.0,15017
15,18,96,96,100.0,15018
15,19,71,71,100.0,15019
15,20,34,34,100.0,15020
15,21,64,64,100.0,15021
15,22,69,69,100.0,15022
15,23,90,90,100.0,15023
15,24,44,44,100.0,15024
15,25,35,35,100.0,15025
15,26,93,93,100.0,15026
15,27,49,49,100.0,15027
15,28,66,66,100.0,15028
15,29,11,11,100.0,15029
15,30,36,36,100.0,15030
15,31,85,85,100.0,15031
15,32,41,41,100.0,15032
15,33,44,44,100.0,15033
15,34,49,49,100.0,15034
15,35,50,50,100.0,15035
15,36,60,60,100.0,15036
15,37,44,44,100.0,15037
15,38,67,67,100.0,15038
15,39,29,29,100.0,15039
15,40,28,28,100.0,15040
15,41,83,83,100.0,15041
15,42,102,102,100.0,15042
16,1,34,34,100.0,16001
16,2,28,28,100.0,16002
16,3,50,50,100.0,16003
16,4,28,28,100.0,16004
16,5,47,47,100.0,16005
16,6,21,21,100.0,16006
16,7,47,47,100.0,16007
16,8,40,40,100.0,16008
16,9,85,85,100.0,16009
16,10,72,72,100.0,16010
16,11,53,53,100.0,16011
16,12,91,91,100.0,16012
16,13,34,34,100.0,16013
16,14,39,39,100.0,16014
16,15,61,61,100.0,16015
16,16,101,101,100.0,16016
16,17,37,37,100.0,16017
16,18,55,55,100.0,16018
16,19,64,64,100.0,16019
16,20,81,81,100.0,16020
16,21,27,27,100.0,16021
16,22,32,32,100.0,16022
16,23,26,26,100.0,16023
16,24,36,36,100.0,16024
16,25,43,43,100.0,16025
16,26,50,50,100.0,16026
16,27,108,108,100.0,16027
16,28,64,64,100.0,16028
16,29,42,42,100.0,16029
16,30,44,44,100.0,16030
16,31,70,70,100.0,16031
16,32,33,33,100.0,16032
16,33,46,46,100.0,16033
16,34,31,31,100.0,16034
16,35,30,30,100.0,16035
16,36,75,75,100.0,16036
16,37,43,43,100.0,16037
16,38,40,40,100.0,16038
16,39,42,42,100.0,16039
16,40,69,69,100.0,16040
17,1,77,77,100.0,17001
17,2,67,67,100.0,17002
17,3,75,75,100.0,17003
17,4,105,105,100.0,17004
17,5,57,57,100.0,17005
17,6,103,103,100.0,17006
17,7,79,79,100.0,17007
17,8,64,64,100.0,17008
17,9,106,106,100.0,17009
17,10,80,80,100.0,17010
17,11,63,63,100.0,17011
17,12,126,126,100.0,17012
17,13,39,39,100.0,17013
17,14,57,57,100.0,17014
17,15,62,62,100.0,17015
17,16,78,78,100.0,17016
17,17,41,41,100.0,17017
17,18,98,98,100.0,17018
17,19,32,32,100.0,17019
17,20,61,61,100.0,17020
17,21,121,121,100.0,17021
17,22,90,90,100.0,17022
17,23,91,91,100.0,17023
17,24,87,87,100.0,17024
17,25,49,49,100.0,17025
17,26,91,91,100.0,17026
17,27,104,104,100.0,17027
17,28,58,58,100.0,17028
17,29,158,158,100.0,17029
17,30,90,90,100.0,17030
17,31,77,77,100.0,17031
17,32,68,68,100.0,17032
17,33,53,53,100.0,17033
17,34,58,58,100.0,17034
17,35,103,103,100.0,17035
17,36,32,32,100.0,17036
17,37,86,86,100.0,17037
17,38,51,51,100.0,17038
17,39,59,59,100.0,17039
17,40,50,50,100.0,17040
17,41,44,44,100.0,17041
17,42,58,58,100.0,17042
17,43,46,46,100.0,17043
17,44,114,114,100.0,17044
17,45,36,36,100.0,17045
17,46,71,71,100.0,17046
17,47,72,72,100.0,17047
17,48,61,61,100.0,17048
17,49,35,35,100.0,17049
17,50,55,55,100.0,17050
17,51,57,57,100.0,17051
17,52,88,88,100.0,17052
17,53,81,81,100.0,17053
17,54,101,101,100.0,17054
17,55,59,59,100.0,17055
18,1,140,140,100.0,18001
18,2,51,51,100.0,18002
18,3,158,158,100.0,18003
18,4,235,235,100.0,18004
18,5,75,75,100.0,18005
18,6,135,135,100.0,18006
18,7,78,78,100.0,18007
18,8,44,44,100.0,18008
18,9,275,275,100.0,18009
18,10,191,191,100.0,18010
18,11,78,78,100.0,18011
18,12,110,110,100.0,18012
18,13,109,109,100.0,18013
18,14,103,103,100.0,18014
18,15,48,48,100.0,18015
18,16,148,148,100.0,18016
18,17,80,80,100.0,18017
18,18,104,104,100.0,18018
18,19,138,138,100.0,18019
18,20,217,217,100.0,18020
18,21,153,153,100.0,18021
18,22,191,191,100.0,18022
18,23,107,107,100.0,18023
18,24,142,142,100.0,18024
18,25,232,232,100.0,18025
18,26,97,97,100.0,18026
18,27,83,83,100.0,18027
18,28,102,102,100.0,18028
18,29,81,81,100.0,18029
18,30,75,75,100.0,18030
18,31,86,86,100.0,18031
18,32,154,154,100.0,18032
18,33,74,74,100.0,18033
18,34,170,170,100.0,18034
18,35,277,277,100.0,18035
18,36,57,57,100.0,18036
18,37,94,94,100.0,18037
18,38,128,128,100.0,18038
18,39,61,61,100.0,18039
18,40,100,100,100.0,18040
18,41,56,56,100.0,18041
18,42,54,54,100.0,18042
18,43,54,54,100.0,18043
18,44,69,69,100.0,18044
18,45,66,66,100.0,18045
18,46,99,99,100.0,18046
18,47,68,68,100.0,18047
18,48,70,70,100.0,18048
18,49,64,64,100.0,18049
18,50,68,68,100.0,18050
18,51,150,150,100.0,18051
18,52,115,115,100.0,18052
18,53,74,74,100.0,18053
19,1,157,157,100.0,19001
19,2,157,157,100.0,19002
19,3,92,92,100.0,19003
19,4,123,123,100.0,19004
19,5,172,172,100.0,19005
19,6,103,103,100.0,19006
19,7,179,179,100.0,19007
19,8,101,101,100.0,19008
19,9,101,101,100.0,19009
19,10,187,187,100.0,19010
19,11,170,170,100.0,19011
19,12,110,110,100.0,19012
19,13,97,97,100.0,19013
19,14,157,157,100.0,19014
19,15,103,103,100.0,19015
19,16,190,190,100.0,19016
19,17,137,137,100.0,19017
19,18,177,177,100.0,19018
19,19,155,155,100.0,19019
19,20,156,156,100.0,19020
19,21,96,96,100.0,19021
19,22,159,159,100.0,19022
19,23,180,180,100.0,19023
19,24,127,127,100.0,19024
19,25,144,144,100.0,19025
19,26,157,157,100.0,19026
19,27,74,74,100.0,19027
19,28,194,194,100.0,19028
19,29,93,93,100.0,19029
19,30,115,115,100.0,19030
19,31,120,120,100.0,19031
19,32,145,145,100.0,19032
19,33,136,136,100.0,19033
19,34,138,138,100.0,19034
19,35,152,152,100.0,19035
19,36,159,159,100.0,19036
19,37,179,179,100.0,19037
19,38,166,166,100.0,19038
19,39,46,46,100.0,19039
19,40,127,127,100.0,19040
19,41,93,93,100.0,19041
19,42,118,118,100.0,19042
19,43,161,161,100.0,19043
19,44,121,121,100.0,19044
19,45,161,161,100.0,19045
19,46,182,182,100.0,19046
19,47,224,224,100.0,19047
19,48,198,198,100.0,19048
19,49,193,193,100.0,19049
19,50,147,147,100.0,19050
19,51,107,107,100.0,19051
19,52,99,99,100.0,19052
19,53,144,144,100.0,19053
19,54,106,106,100.0,19054
19,55,101,101,100.0,19055
19,56,173,173,100.0,19056
19,57,165,165,100.0,19057
19,58,103,103,100.0,19058
19,59,153,153,100.0,19059
19,60,110,110,100.0,19060
19,61,218,218,100.0,19061
19,62,133,133,100.0,19062
19,63,114,114,100.0,19063
20,1,85,85,100.0,20001
20,2,60,60,100.0,20002
20,3,61,61,100.0,20003
20,4,33,33,100.0,20004
