ward,precinct,total,Jeff Arseneau (Romney),Jeff Arseneau (Romney) Percent,Shaun Murphy (Romney),Shaun Murphy (Romney) Percent,Patrick E. Rea (Romney),Patrick E. Rea (Romney) Percent,Jerome Kohn (Paul),Jerome Kohn (Paul) Percent,Greg Stetch (Paul),Greg Stetch (Paul) Percent,Matthew Murphy (Paul),Matthew Murphy (Paul) Percent,Larry Beaumont (Gingrich),Larry Beaumont (Gingrich) Percent,Chuck Augustyniak (Gingrich),Chuck Augustyniak (Gingrich) Percent,Michael R. Naughton (Gingrich),Michael R. Naughton (Gingrich) Percent,Eric M. Wallace (Santorum),Eric M. Wallace (Santorum) Percent,Jennifer L. Wallace (Santorum),Jennifer L. Wallace (Santorum) Percent,Gina M. Danaher (Santorum),Gina M. Danaher (Santorum) Percent,precinct_id
8,34,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,1,16.67,1,16.67,1,16.67,08034
8,35,3,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,08035
8,37,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08037
8,38,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08038
8,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08040
8,41,9,0,0.0,0,0.0,1,11.11,1,11.11,2,22.22,1,11.11,1,11.11,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,08041
8,43,7,2,28.57,3,42.86,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08043
8,45,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08045
8,47,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,08047
8,48,7,1,14.29,2,28.57,1,14.29,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,08048
8,49,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08049
8,50,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,08050
8,51,4,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,08051
8,52,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08052
8,53,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08053
8,54,7,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,08054
8,55,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08055
8,56,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,08056
8,58,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,08058
8,59,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08059
8,61,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08061
8,62,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08062
8,64,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08064
9,36,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09036
9,47,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,09047
13,19,38,2,5.26,4,10.53,3,7.89,1,2.63,1,2.63,1,2.63,1,2.63,1,2.63,2,5.26,7,18.42,7,18.42,8,21.05,13019
15,6,12,0,0.0,1,8.33,2,16.67,1,8.33,2,16.67,2,16.67,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,1,8.33,15006
15,8,4,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15008
15,9,20,1,5.0,1,5.0,2,10.0,0,0.0,1,5.0,1,5.0,3,15.0,4,20.0,3,15.0,1,5.0,2,10.0,1,5.0,15009
15,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15011
15,41,27,1,3.7,3,11.11,3,11.11,0,0.0,0,0.0,1,3.7,1,3.7,0,0.0,1,3.7,5,18.52,7,25.93,5,18.52,15041
16,9,4,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,1,25.0,1,25.0,0,0.0,1,25.0,0,0.0,0,0.0,16009
16,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16024
16,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16025
16,27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16027
16,28,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16028
16,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16029
16,37,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,16037
16,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16040
17,2,10,3,30.0,3,30.0,3,30.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,17002
17,3,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,17003
17,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17004
17,5,11,0,0.0,2,18.18,1,9.09,3,27.27,2,18.18,2,18.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,17005
17,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17006
17,7,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17007
17,8,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17008
17,9,9,1,11.11,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,17009
17,10,6,1,16.67,1,16.67,1,16.67,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17010
17,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17011
17,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17012
17,13,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17013
17,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17015
17,16,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17016
17,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17017
17,18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17018
17,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17020
17,21,7,2,28.57,2,28.57,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,0,0.0,17021
17,22,3,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17022
17,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17023
17,24,4,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,50.0,1,25.0,0,0.0,17024
17,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17025
17,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17026
17,27,5,0,0.0,0,0.0,0,0.0,1,20.0,1,20.0,1,20.0,0,0.0,1,20.0,0,0.0,1,20.0,0,0.0,0,0.0,17027
17,28,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,17028
17,29,4,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,17029
17,30,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17030
17,32,3,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17032
17,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17033
17,35,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,17035
17,38,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17038
17,40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17040
17,43,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17043
17,44,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,17044
17,45,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17045
17,47,3,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,17047
17,48,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17048
17,49,7,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,2,28.57,1,14.29,1,14.29,17049
17,50,8,0,0.0,1,12.5,0,0.0,2,25.0,2,25.0,2,25.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,17050
17,51,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17051
17,52,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17052
17,53,8,1,12.5,1,12.5,1,12.5,1,12.5,0,0.0,1,12.5,0,0.0,0,0.0,1,12.5,2,25.0,0,0.0,0,0.0,17053
17,54,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17054
17,55,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17055
18,1,40,6,15.0,6,15.0,6,15.0,1,2.5,1,2.5,2,5.0,0,0.0,0,0.0,0,0.0,6,15.0,6,15.0,6,15.0,18001
18,2,26,3,11.54,3,11.54,2,7.69,0,0.0,0,0.0,1,3.85,2,7.69,2,7.69,1,3.85,3,11.54,5,19.23,4,15.38,18002
18,3,141,21,14.89,25,17.73,22,15.6,3,2.13,2,1.42,6,4.26,2,1.42,3,2.13,2,1.42,18,12.77,19,13.48,18,12.77,18003
18,4,28,2,7.14,1,3.57,1,3.57,0,0.0,0,0.0,1,3.57,0,0.0,0,0.0,0,0.0,7,25.0,8,28.57,8,28.57,18004
18,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18005
18,6,201,30,14.93,32,15.92,26,12.94,9,4.48,11,5.47,10,4.98,5,2.49,5,2.49,4,1.99,24,11.94,22,10.95,23,11.44,18006
18,7,29,2,6.9,2,6.9,2,6.9,2,6.9,2,6.9,1,3.45,2,6.9,1,3.45,1,3.45,4,13.79,6,20.69,4,13.79,18007
18,8,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,18008
18,9,43,1,2.33,2,4.65,1,2.33,0,0.0,0,0.0,1,2.33,1,2.33,0,0.0,0,0.0,12,27.91,12,27.91,13,30.23,18009
18,10,5,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,2,40.0,1,20.0,18010
18,11,33,6,18.18,6,18.18,6,18.18,0,0.0,0,0.0,2,6.06,0,0.0,0,0.0,0,0.0,4,12.12,5,15.15,4,12.12,18011
18,12,7,2,28.57,3,42.86,2,28.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18012
18,13,7,1,14.29,1,14.29,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,18013
18,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18014
18,15,43,6,13.95,7,16.28,6,13.95,1,2.33,1,2.33,1,2.33,1,2.33,2,4.65,2,4.65,5,11.63,5,11.63,6,13.95,18015
18,16,18,1,5.56,0,0.0,0,0.0,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,33.33,5,27.78,5,27.78,18016
18,17,6,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,18017
18,18,6,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18018
18,19,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18019
18,20,7,1,14.29,1,14.29,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,0,0.0,18020
18,21,31,4,12.9,5,16.13,4,12.9,2,6.45,2,6.45,2,6.45,0,0.0,0,0.0,0,0.0,4,12.9,4,12.9,4,12.9,18021
18,22,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,33.33,3,33.33,3,33.33,18022
18,23,9,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,18023
18,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18024
18,25,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,18025
18,26,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18026
18,27,8,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0,2,25.0,2,25.0,18027
18,28,82,12,14.63,16,19.51,15,18.29,5,6.1,7,8.54,5,6.1,0,0.0,2,2.44,0,0.0,8,9.76,6,7.32,6,7.32,18028
18,29,57,11,19.3,12,21.05,11,19.3,1,1.75,0,0.0,3,5.26,2,3.51,1,1.75,2,3.51,4,7.02,5,8.77,5,8.77,18029
18,30,3,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18030
18,31,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,33.33,3,33.33,3,33.33,18031
18,32,6,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,1,16.67,2,33.33,1,16.67,18032
18,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18033
18,34,16,1,6.25,2,12.5,1,6.25,2,12.5,2,12.5,2,12.5,0,0.0,0,0.0,0,0.0,2,12.5,2,12.5,2,12.5,18034
18,35,17,0,0.0,1,5.88,0,0.0,0,0.0,0,0.0,0,0.0,1,5.88,1,5.88,1,5.88,3,17.65,5,29.41,5,29.41,18035
18,36,13,2,15.38,2,15.38,2,15.38,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,18036
18,37,15,3,20.0,4,26.67,3,20.0,1,6.67,0,0.0,1,6.67,0,0.0,0,0.0,0,0.0,1,6.67,1,6.67,1,6.67,18037
18,38,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18038
18,39,9,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,18039
18,40,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,18040
18,41,25,7,28.0,6,24.0,5,20.0,1,4.0,0,0.0,1,4.0,0,0.0,1,4.0,0,0.0,1,4.0,1,4.0,2,8.0,18041
18,42,27,6,22.22,7,25.93,5,18.52,3,11.11,3,11.11,3,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18042
18,43,21,1,4.76,2,9.52,1,4.76,2,9.52,2,9.52,2,9.52,0,0.0,0,0.0,0,0.0,3,14.29,4,19.05,4,19.05,18043
18,44,16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,0,0.0,5,31.25,5,31.25,5,31.25,18044
18,45,13,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,2,15.38,1,7.69,1,7.69,1,7.69,2,15.38,2,15.38,2,15.38,18045
18,46,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18046
18,47,8,2,25.0,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,2,25.0,18047
18,48,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18048
18,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18049
18,50,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,2,33.33,18050
18,51,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18051
18,52,9,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,18052
18,53,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18053
19,2,49,9,18.37,9,18.37,7,14.29,1,2.04,1,2.04,2,4.08,2,4.08,2,4.08,1,2.04,5,10.2,5,10.2,5,10.2,19002
19,5,96,11,11.46,13,13.54,13,13.54,11,11.46,11,11.46,13,13.54,1,1.04,1,1.04,1,1.04,7,7.29,8,8.33,6,6.25,19005
19,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19011
19,13,11,1,9.09,1,9.09,1,9.09,2,18.18,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,2,18.18,1,9.09,2,18.18,19013
19,14,146,28,19.18,29,19.86,25,17.12,4,2.74,1,0.68,4,2.74,6,4.11,9,6.16,5,3.42,12,8.22,12,8.22,11,7.53,19014
19,20,60,14,23.33,12,20.0,11,18.33,2,3.33,3,5.0,3,5.0,2,3.33,2,3.33,1,1.67,4,6.67,3,5.0,3,5.0,19020
19,27,48,2,4.17,3,6.25,3,6.25,3,6.25,3,6.25,4,8.33,1,2.08,1,2.08,1,2.08,9,18.75,9,18.75,9,18.75,19027
19,28,38,3,7.89,4,10.53,2,5.26,4,10.53,3,7.89,3,7.89,2,5.26,1,2.63,1,2.63,6,15.79,5,13.16,4,10.53,19028
19,31,158,23,14.56,26,16.46,22,13.92,5,3.16,5,3.16,6,3.8,5,3.16,4,2.53,5,3.16,19,12.03,19,12.03,19,12.03,19031
19,36,47,6,12.77,8,17.02,7,14.89,3,6.38,3,6.38,3,6.38,3,6.38,2,4.26,2,4.26,3,6.38,3,6.38,4,8.51,19036
19,37,63,7,11.11,10,15.87,8,12.7,5,7.94,5,7.94,5,7.94,0,0.0,0,0.0,2,3.17,7,11.11,6,9.52,8,12.7,19037
19,38,64,5,7.81,5,7.81,5,7.81,3,4.69,4,6.25,3,4.69,3,4.69,3,4.69,3,4.69,9,14.06,11,17.19,10,15.63,19038
19,39,7,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,1,14.29,0,0.0,19039
19,40,114,20,17.54,21,18.42,19,16.67,3,2.63,3,2.63,3,2.63,4,3.51,6,5.26,6,5.26,10,8.77,10,8.77,9,7.89,19040
19,42,104,15,14.42,16,15.38,15,14.42,6,5.77,4,3.85,5,4.81,3,2.88,1,0.96,2,1.92,12,11.54,13,12.5,12,11.54,19042
19,43,16,2,12.5,3,18.75,3,18.75,0,0.0,1,6.25,0,0.0,0,0.0,0,0.0,0,0.0,2,12.5,3,18.75,2,12.5,19043
19,47,96,17,17.71,17,17.71,16,16.67,6,6.25,5,5.21,7,7.29,6,6.25,4,4.17,4,4.17,6,6.25,4,4.17,4,4.17,19047
19,48,8,1,12.5,1,12.5,1,12.5,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,0,0.0,19048
19,49,64,14,21.88,15,23.44,13,20.31,1,1.56,1,1.56,3,4.69,1,1.56,1,1.56,2,3.13,7,10.94,3,4.69,3,4.69,19049
19,50,6,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,19050
19,60,13,1,7.69,2,15.38,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,19060
19,63,20,4,20.0,4,20.0,4,20.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,1,5.0,2,10.0,2,10.0,2,10.0,19063
20,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20001
20,2,9,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,20002
20,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20003
20,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20005
20,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20006
20,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20007
20,9,10,1,10.0,1,10.0,1,10.0,2,20.0,2,20.0,3,30.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20009
20,10,12,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,2,16.67,2,16.67,2,16.67,20010
20,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20011
