ward,precinct,total,Jim Oberweis,Jim Oberweis Percent,Andy McKenna,Andy McKenna Percent,John Borling,John Borling Percent,Steven J. Rauschenberger,Steven J. Rauschenberger Percent,Jack Ryan,Jack Ryan Percent,Chirinjeev Kathuria,Chirinjeev Kathuria Percent,Jonathan C. Wright,Jonathan C. Wright Percent,Norm Hill,Norm Hill Percent,precinct_id
1,33,6,2,33.33,0,0.0,0,0.0,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,01033
1,34,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,01034
1,35,7,1,14.29,1,14.29,0,0.0,1,14.29,4,57.14,0,0.0,0,0.0,0,0.0,01035
1,36,14,3,21.43,0,0.0,0,0.0,3,21.43,8,57.14,0,0.0,0,0.0,0,0.0,01036
1,37,12,1,8.33,2,16.67,0,0.0,4,33.33,5,41.67,0,0.0,0,0.0,0,0.0,01037
1,38,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,01038
1,39,13,2,15.38,2,15.38,2,15.38,3,23.08,4,30.77,0,0.0,0,0.0,0,0.0,01039
1,40,5,1,20.0,1,20.0,0,0.0,1,20.0,2,40.0,0,0.0,0,0.0,0,0.0,01040
2,1,20,2,10.0,3,15.0,0,0.0,5,25.0,9,45.0,0,0.0,0,0.0,1,5.0,02001
2,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02002
2,3,11,0,0.0,1,9.09,0,0.0,0,0.0,10,90.91,0,0.0,0,0.0,0,0.0,02003
2,4,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,02004
2,5,6,0,0.0,0,0.0,0,0.0,3,50.0,3,50.0,0,0.0,0,0.0,0,0.0,02005
2,6,18,1,5.56,3,16.67,0,0.0,1,5.56,11,61.11,1,5.56,1,5.56,0,0.0,02006
2,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02007
2,8,29,8,27.59,4,13.79,0,0.0,4,13.79,12,41.38,1,3.45,0,0.0,0,0.0,02008
2,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02009
2,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02010
2,11,20,2,10.0,1,5.0,0,0.0,10,50.0,7,35.0,0,0.0,0,0.0,0,0.0,02011
2,12,33,3,9.09,3,9.09,1,3.03,12,36.36,11,33.33,2,6.06,0,0.0,1,3.03,02012
2,13,5,1,20.0,0,0.0,0,0.0,0,0.0,4,80.0,0,0.0,0,0.0,0,0.0,02013
2,14,5,1,20.0,1,20.0,0,0.0,0,0.0,3,60.0,0,0.0,0,0.0,0,0.0,02014
2,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02015
2,16,8,2,25.0,0,0.0,1,12.5,0,0.0,5,62.5,0,0.0,0,0.0,0,0.0,02016
2,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02017
2,18,41,9,21.95,5,12.2,0,0.0,10,24.39,17,41.46,0,0.0,0,0.0,0,0.0,02018
2,19,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02019
2,20,4,0,0.0,0,0.0,0,0.0,0,0.0,4,100.0,0,0.0,0,0.0,0,0.0,02020
2,21,5,2,40.0,0,0.0,0,0.0,1,20.0,2,40.0,0,0.0,0,0.0,0,0.0,02021
2,22,21,0,0.0,5,23.81,2,9.52,9,42.86,4,19.05,0,0.0,1,4.76,0,0.0,02022
2,23,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,02023
2,24,3,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,02024
2,25,3,0,0.0,1,33.33,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,02025
2,26,13,1,7.69,1,7.69,0,0.0,3,23.08,8,61.54,0,0.0,0,0.0,0,0.0,02026
2,27,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,02027
2,28,10,3,30.0,2,20.0,0,0.0,2,20.0,2,20.0,0,0.0,1,10.0,0,0.0,02028
2,29,8,2,25.0,0,0.0,0,0.0,1,12.5,4,50.0,1,12.5,0,0.0,0,0.0,02029
2,30,2,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,02030
2,31,2,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,02031
2,32,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02032
2,33,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,02033
2,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02034
2,35,13,2,15.38,1,7.69,1,7.69,2,15.38,6,46.15,1,7.69,0,0.0,0,0.0,02035
2,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02036
2,37,23,5,21.74,0,0.0,1,4.35,7,30.43,10,43.48,0,0.0,0,0.0,0,0.0,02037
2,38,6,0,0.0,0,0.0,1,16.67,1,16.67,4,66.67,0,0.0,0,0.0,0,0.0,02038
2,39,6,1,16.67,3,50.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,02039
2,40,5,2,40.0,0,0.0,1,20.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,02040
2,41,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02041
2,42,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02042
2,43,32,6,18.75,3,9.38,0,0.0,11,34.38,12,37.5,0,0.0,0,0.0,0,0.0,02043
2,44,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02044
2,45,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02045
2,46,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,02046
2,47,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02047
2,48,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,02048
2,49,16,2,12.5,2,12.5,0,0.0,4,25.0,7,43.75,1,6.25,0,0.0,0,0.0,02049
2,50,8,2,25.0,1,12.5,0,0.0,4,50.0,1,12.5,0,0.0,0,0.0,0,0.0,02050
2,51,3,0,0.0,0,0.0,0,0.0,1,33.33,2,66.67,0,0.0,0,0.0,0,0.0,02051
2,52,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02052
2,53,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02053
2,54,24,5,20.83,3,12.5,0,0.0,4,16.67,11,45.83,0,0.0,1,4.17,0,0.0,02054
2,55,3,0,0.0,1,33.33,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,02055
2,56,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,02056
2,57,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,02057
2,58,3,0,0.0,0,0.0,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,02058
2,59,27,5,18.52,2,7.41,1,3.7,7,25.93,12,44.44,0,0.0,0,0.0,0,0.0,02059
3,1,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,03001
3,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03002
3,3,7,1,14.29,1,14.29,0,0.0,1,14.29,4,57.14,0,0.0,0,0.0,0,0.0,03003
3,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03004
3,5,3,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,03005
3,6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03006
3,7,7,3,42.86,0,0.0,0,0.0,0,0.0,2,28.57,0,0.0,1,14.29,1,14.29,03007
3,8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03008
3,9,3,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,03009
3,10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03010
3,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03011
3,12,5,0,0.0,1,20.0,0,0.0,0,0.0,3,60.0,1,20.0,0,0.0,0,0.0,03012
3,13,6,2,33.33,0,0.0,0,0.0,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,03013
3,14,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,03014
3,15,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03015
3,16,3,1,33.33,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,03016
3,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03017
3,18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03018
3,19,4,1,25.0,0,0.0,0,0.0,0,0.0,3,75.0,0,0.0,0,0.0,0,0.0,03019
3,20,1,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03020
3,21,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03021
3,22,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03022
3,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03023
3,24,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,03024
3,25,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,03025
3,26,2,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,03026
3,27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03027
3,28,2,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,03028
3,29,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,03029
3,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03030
3,31,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,03031
3,32,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03032
3,33,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,03033
3,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03034
3,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03035
3,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03036
3,37,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,03037
3,38,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03038
3,39,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,03039
3,40,2,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,03040
3,41,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03041
3,42,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03042
3,43,2,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03043
3,44,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03044
3,45,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03045
3,46,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,03046
3,47,5,1,20.0,0,0.0,0,0.0,1,20.0,3,60.0,0,0.0,0,0.0,0,0.0,03047
3,48,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,03048
3,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03049
3,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03050
3,51,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03051
3,52,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03052
3,53,2,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,03053
3,54,7,0,0.0,0,0.0,0,0.0,2,28.57,4,57.14,1,14.29,0,0.0,0,0.0,03054
3,55,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03055
3,56,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03056
3,57,9,1,11.11,1,11.11,0,0.0,0,0.0,7,77.78,0,0.0,0,0.0,0,0.0,03057
3,58,3,1,33.33,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,03058
3,59,6,1,16.67,1,16.67,1,16.67,0,0.0,3,50.0,0,0.0,0,0.0,0,0.0,03059
3,60,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,03060
3,61,6,1,16.67,0,0.0,0,0.0,0,0.0,5,83.33,0,0.0,0,0.0,0,0.0,03061
3,62,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,03062
3,63,8,1,12.5,2,25.0,0,0.0,1,12.5,4,50.0,0,0.0,0,0.0,0,0.0,03063
4,1,7,0,0.0,1,14.29,0,0.0,2,28.57,2,28.57,2,28.57,0,0.0,0,0.0,04001
4,2,2,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,04002
4,3,4,0,0.0,0,0.0,0,0.0,0,0.0,3,75.0,0,0.0,1,25.0,0,0.0,04003
4,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04004
4,5,2,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04005
4,6,1,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,04006
4,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04007
4,8,2,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,04008
4,9,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,04009
4,10,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,04010
4,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04011
4,12,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,04012
4,13,3,0,0.0,0,0.0,0,0.0,2,66.67,1,33.33,0,0.0,0,0.0,0,0.0,04013
4,14,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,04014
4,15,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04015
4,16,1,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04016
4,17,14,4,28.57,0,0.0,2,14.29,0,0.0,8,57.14,0,0.0,0,0.0,0,0.0,04017
4,18,7,1,14.29,0,0.0,0,0.0,1,14.29,5,71.43,0,0.0,0,0.0,0,0.0,04018
4,19,4,1,25.0,0,0.0,0,0.0,0,0.0,3,75.0,0,0.0,0,0.0,0,0.0,04019
4,20,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,04020
4,21,5,0,0.0,0,0.0,1,20.0,1,20.0,2,40.0,1,20.0,0,0.0,0,0.0,04021
4,22,2,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,04022
4,23,5,0,0.0,1,20.0,0,0.0,1,20.0,3,60.0,0,0.0,0,0.0,0,0.0,04023
4,24,6,1,16.67,1,16.67,0,0.0,0,0.0,4,66.67,0,0.0,0,0.0,0,0.0,04024
4,25,3,1,33.33,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,04025
4,26,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04026
4,27,2,1,50.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,04027
4,28,6,0,0.0,1,16.67,0,0.0,1,16.67,4,66.67,0,0.0,0,0.0,0,0.0,04028
4,29,6,1,16.67,0,0.0,0,0.0,2,33.33,3,50.0,0,0.0,0,0.0,0,0.0,04029
4,30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04030
4,31,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04031
4,32,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,04032
4,33,1,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04033
4,34,3,1,33.33,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,04034
4,35,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,04035
4,36,4,2,50.0,0,0.0,0,0.0,0,0.0,2,50.0,0,0.0,0,0.0,0,0.0,04036
4,37,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,04037
4,38,4,0,0.0,1,25.0,0,0.0,1,25.0,2,50.0,0,0.0,0,0.0,0,0.0,04038
4,39,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04039
4,40,3,0,0.0,0,0.0,0,0.0,0,0.0,2,66.67,0,0.0,0,0.0,1,33.33,04040
4,41,9,0,0.0,2,22.22,1,11.11,2,22.22,3,33.33,1,11.11,0,0.0,0,0.0,04041
4,42,3,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,04042
4,43,5,0,0.0,0,0.0,0,0.0,2,40.0,3,60.0,0,0.0,0,0.0,0,0.0,04043
4,44,4,0,0.0,0,0.0,0,0.0,3,75.0,1,25.0,0,0.0,0,0.0,0,0.0,04044
4,45,6,0,0.0,1,16.67,0,0.0,2,33.33,3,50.0,0,0.0,0,0.0,0,0.0,04045
4,46,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,04046
4,47,4,0,0.0,0,0.0,0,0.0,2,50.0,1,25.0,1,25.0,0,0.0,0,0.0,04047
4,48,8,0,0.0,0,0.0,1,12.5,2,25.0,5,62.5,0,0.0,0,0.0,0,0.0,04048
4,49,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04049
4,50,2,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,04050
4,51,3,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,04051
4,52,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04052
4,53,3,1,33.33,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,04053
4,54,3,0,0.0,0,0.0,1,33.33,0,0.0,2,66.67,0,0.0,0,0.0,0,0.0,04054
4,55,9,0,0.0,1,11.11,0,0.0,3,33.33,4,44.44,1,11.11,0,0.0,0,0.0,04055
4,56,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,04056
4,57,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,04057
5,1,6,1,16.67,2,33.33,0,0.0,2,33.33,1,16.67,0,0.0,0,0.0,0,0.0,05001
5,2,6,1,16.67,0,0.0,0,0.0,0,0.0,5,83.33,0,0.0,0,0.0,0,0.0,05002
5,3,4,0,0.0,3,75.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,05003
5,4,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,05004
5,5,5,1,20.0,0,0.0,0,0.0,1,20.0,2,40.0,0,0.0,1,20.0,0,0.0,05005
5,6,5,0,0.0,1,20.0,0,0.0,0,0.0,4,80.0,0,0.0,0,0.0,0,0.0,05006
5,7,6,1,16.67,0,0.0,1,16.67,0,0.0,4,66.67,0,0.0,0,0.0,0,0.0,05007
5,8,6,1,16.67,1,16.67,0,0.0,2,33.33,2,33.33,0,0.0,0,0.0,0,0.0,05008
5,9,2,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,0,0.0,05009
5,10,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,05010
5,11,8,0,0.0,1,12.5,2,25.0,3,37.5,2,25.0,0,0.0,0,0.0,0,0.0,05011
5,12,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,100.0,0,0.0,0,0.0,05012
5,13,2,0,0.0,1,50.0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,05013
5,14,10,2,20.0,0,0.0,0,0.0,4,40.0,4,40.0,0,0.0,0,0.0,0,0.0,05014
5,15,5,1,20.0,0,0.0,0,0.0,1,20.0,3,60.0,0,0.0,0,0.0,0,0.0,05015
5,16,2,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05016
5,17,3,1,33.33,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,05017
5,18,3,0,0.0,0,0.0,0,0.0,0,0.0,3,100.0,0,0.0,0,0.0,0,0.0,05018
5,19,2,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,0,0.0,1,50.0,0,0.0,05019
5,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05020
