ward,precinct,total,LEWIS NIXON,LEWIS NIXON Percent,precinct_id
3,23,40,40,100.0,03023
3,24,122,122,100.0,03024
3,25,41,41,100.0,03025
3,26,115,115,100.0,03026
3,27,23,23,100.0,03027
3,28,105,105,100.0,03028
3,29,174,174,100.0,03029
3,30,112,112,100.0,03030
3,31,239,239,100.0,03031
3,32,142,142,100.0,03032
3,33,165,165,100.0,03033
3,34,107,107,100.0,03034
3,35,143,143,100.0,03035
3,36,96,96,100.0,03036
3,37,89,89,100.0,03037
3,38,31,31,100.0,03038
3,39,201,201,100.0,03039
3,40,152,152,100.0,03040
3,41,150,150,100.0,03041
3,42,137,137,100.0,03042
3,43,73,73,100.0,03043
3,44,73,73,100.0,03044
3,45,92,92,100.0,03045
3,46,153,153,100.0,03046
3,47,104,104,100.0,03047
3,48,137,137,100.0,03048
3,49,50,50,100.0,03049
3,50,72,72,100.0,03050
3,51,50,50,100.0,03051
3,52,72,72,100.0,03052
3,53,133,133,100.0,03053
3,54,153,153,100.0,03054
3,55,125,125,100.0,03055
3,56,123,123,100.0,03056
3,57,199,199,100.0,03057
3,58,66,66,100.0,03058
3,59,86,86,100.0,03059
3,60,159,159,100.0,03060
3,61,137,137,100.0,03061
3,62,136,136,100.0,03062
3,63,120,120,100.0,03063
4,1,214,214,100.0,04001
4,2,229,229,100.0,04002
4,3,323,323,100.0,04003
4,4,270,270,100.0,04004
4,5,239,239,100.0,04005
4,6,97,97,100.0,04006
4,7,165,165,100.0,04007
4,8,207,207,100.0,04008
4,9,410,410,100.0,04009
4,10,289,289,100.0,04010
4,11,229,229,100.0,04011
4,12,123,123,100.0,04012
4,13,183,183,100.0,04013
4,14,133,133,100.0,04014
4,15,120,120,100.0,04015
4,16,242,242,100.0,04016
4,17,250,250,100.0,04017
4,18,196,196,100.0,04018
4,19,220,220,100.0,04019
4,20,82,82,100.0,04020
4,21,292,292,100.0,04021
4,22,287,287,100.0,04022
4,23,191,191,100.0,04023
4,24,255,255,100.0,04024
4,25,239,239,100.0,04025
4,26,229,229,100.0,04026
4,27,229,229,100.0,04027
4,28,186,186,100.0,04028
4,29,161,161,100.0,04029
4,30,109,109,100.0,04030
4,31,71,71,100.0,04031
4,32,274,274,100.0,04032
4,33,83,83,100.0,04033
4,34,166,166,100.0,04034
4,35,143,143,100.0,04035
4,36,104,104,100.0,04036
4,37,119,119,100.0,04037
4,38,322,322,100.0,04038
4,39,90,90,100.0,04039
4,40,205,205,100.0,04040
4,41,111,111,100.0,04041
4,42,235,235,100.0,04042
4,43,180,180,100.0,04043
4,44,168,168,100.0,04044
4,45,355,355,100.0,04045
4,46,204,204,100.0,04046
4,47,327,327,100.0,04047
4,48,333,333,100.0,04048
4,49,78,78,100.0,04049
4,50,166,166,100.0,04050
4,51,251,251,100.0,04051
4,52,58,58,100.0,04052
4,53,8,8,100.0,04053
4,54,112,112,100.0,04054
4,55,159,159,100.0,04055
4,56,228,228,100.0,04056
4,57,122,122,100.0,04057
4,58,226,226,100.0,04058
5,1,237,237,100.0,05001
5,2,150,150,100.0,05002
5,3,121,121,100.0,05003
5,4,164,164,100.0,05004
5,5,163,163,100.0,05005
5,6,264,264,100.0,05006
5,7,250,250,100.0,05007
5,8,269,269,100.0,05008
5,9,206,206,100.0,05009
5,10,202,202,100.0,05010
5,11,215,215,100.0,05011
5,12,155,155,100.0,05012
5,13,173,173,100.0,05013
5,14,292,292,100.0,05014
5,15,211,211,100.0,05015
5,16,183,183,100.0,05016
5,17,196,196,100.0,05017
5,18,207,207,100.0,05018
5,19,97,97,100.0,05019
5,20,99,99,100.0,05020
5,21,233,233,100.0,05021
5,22,211,211,100.0,05022
5,23,155,155,100.0,05023
5,24,178,178,100.0,05024
5,25,192,192,100.0,05025
5,26,214,214,100.0,05026
5,27,217,217,100.0,05027
5,28,191,191,100.0,05028
5,29,243,243,100.0,05029
5,30,184,184,100.0,05030
5,31,199,199,100.0,05031
5,32,283,283,100.0,05032
5,33,183,183,100.0,05033
5,34,203,203,100.0,05034
5,35,150,150,100.0,05035
5,36,125,125,100.0,05036
5,37,159,159,100.0,05037
5,38,236,236,100.0,05038
5,39,198,198,100.0,05039
5,40,274,274,100.0,05040
5,41,177,177,100.0,05041
5,42,199,199,100.0,05042
5,43,235,235,100.0,05043
5,44,214,214,100.0,05044
5,45,115,115,100.0,05045
5,46,206,206,100.0,05046
5,47,165,165,100.0,05047
5,48,166,166,100.0,05048
5,49,50,50,100.0,05049
5,50,178,178,100.0,05050
5,51,177,177,100.0,05051
5,52,69,69,100.0,05052
5,53,294,294,100.0,05053
5,54,293,293,100.0,05054
6,1,266,266,100.0,06001
6,2,264,264,100.0,06002
6,3,231,231,100.0,06003
6,4,152,152,100.0,06004
6,5,124,124,100.0,06005
6,6,179,179,100.0,06006
6,7,246,246,100.0,06007
6,8,212,212,100.0,06008
6,9,177,177,100.0,06009
6,10,294,294,100.0,06010
6,11,231,231,100.0,06011
6,12,184,184,100.0,06012
6,13,199,199,100.0,06013
6,14,239,239,100.0,06014
6,15,204,204,100.0,06015
6,16,239,239,100.0,06016
6,17,283,283,100.0,06017
6,18,53,53,100.0,06018
6,19,266,266,100.0,06019
6,20,209,209,100.0,06020
6,21,208,208,100.0,06021
6,22,218,218,100.0,06022
6,23,179,179,100.0,06023
6,24,210,210,100.0,06024
6,25,133,133,100.0,06025
6,26,221,221,100.0,06026
6,27,304,304,100.0,06027
6,28,365,365,100.0,06028
6,29,281,281,100.0,06029
6,30,199,199,100.0,06030
6,31,261,261,100.0,06031
6,32,257,257,100.0,06032
6,33,251,251,100.0,06033
6,34,193,193,100.0,06034
6,35,271,271,100.0,06035
6,36,112,112,100.0,06036
6,37,259,259,100.0,06037
6,38,237,237,100.0,06038
6,39,203,203,100.0,06039
6,40,124,124,100.0,06040
6,41,245,245,100.0,06041
6,42,111,111,100.0,06042
6,43,259,259,100.0,06043
6,44,239,239,100.0,06044
6,45,132,132,100.0,06045
6,46,212,212,100.0,06046
6,47,227,227,100.0,06047
6,48,247,247,100.0,06048
6,49,198,198,100.0,06049
6,50,219,219,100.0,06050
6,51,174,174,100.0,06051
6,52,187,187,100.0,06052
6,53,208,208,100.0,06053
6,54,197,197,100.0,06054
6,55,187,187,100.0,06055
6,56,162,162,100.0,06056
6,57,103,103,100.0,06057
6,58,246,246,100.0,06058
6,59,194,194,100.0,06059
6,60,154,154,100.0,06060
6,61,143,143,100.0,06061
6,62,77,77,100.0,06062
6,63,177,177,100.0,06063
6,64,264,264,100.0,06064
6,65,73,73,100.0,06065
6,66,217,217,100.0,06066
7,1,254,254,100.0,07001
7,2,275,275,100.0,07002
7,3,153,153,100.0,07003
7,4,183,183,100.0,07004
7,5,168,168,100.0,07005
7,6,158,158,100.0,07006
7,7,128,128,100.0,07007
7,8,74,74,100.0,07008
7,9,196,196,100.0,07009
7,10,157,157,100.0,07010
7,11,211,211,100.0,07011
7,12,171,171,100.0,07012
7,13,158,158,100.0,07013
7,14,230,230,100.0,07014
7,15,129,129,100.0,07015
7,16,158,158,100.0,07016
7,17,136,136,100.0,07017
7,18,145,145,100.0,07018
7,19,279,279,100.0,07019
7,20,81,81,100.0,07020
7,21,183,183,100.0,07021
7,22,161,161,100.0,07022
7,23,132,132,100.0,07023
7,24,157,157,100.0,07024
7,25,222,222,100.0,07025
7,26,260,260,100.0,07026
7,27,270,270,100.0,07027
7,28,206,206,100.0,07028
7,29,116,116,100.0,07029
7,30,223,223,100.0,07030
7,31,183,183,100.0,07031
7,32,158,158,100.0,07032
7,33,141,141,100.0,07033
7,34,185,185,100.0,07034
7,35,108,108,100.0,07035
7,36,209,209,100.0,07036
7,37,86,86,100.0,07037
7,38,158,158,100.0,07038
7,39,190,190,100.0,07039
7,40,170,170,100.0,07040
7,41,155,155,100.0,07041
7,42,317,317,100.0,07042
7,43,212,212,100.0,07043
7,44,288,288,100.0,07044
7,45,317,317,100.0,07045
7,46,67,67,100.0,07046
7,47,164,164,100.0,07047
7,48,90,90,100.0,07048
7,49,116,116,100.0,07049
7,50,144,144,100.0,07050
7,51,154,154,100.0,07051
7,52,178,178,100.0,07052
7,53,160,160,100.0,07053
7,54,103,103,100.0,07054
7,55,146,146,100.0,07055
7,56,163,163,100.0,07056
7,57,197,197,100.0,07057
7,58,247,247,100.0,07058
7,59,100,100,100.0,07059
7,60,128,128,100.0,07060
7,61,192,192,100.0,07061
7,62,185,185,100.0,07062
7,63,154,154,100.0,07063
7,64,172,172,100.0,07064
7,65,162,162,100.0,07065
8,1,268,268,100.0,08001
8,2,131,131,100.0,08002
8,3,315,315,100.0,08003
8,4,236,236,100.0,08004
8,5,290,290,100.0,08005
8,6,258,258,100.0,08006
8,7,194,194,100.0,08007
8,8,300,300,100.0,08008
8,9,277,277,100.0,08009
8,10,300,300,100.0,08010
8,11,232,232,100.0,08011
8,12,202,202,100.0,08012
8,13,187,187,100.0,08013
8,14,222,222,100.0,08014
8,15,209,209,100.0,08015
8,16,264,264,100.0,08016
8,17,203,203,100.0,08017
8,18,159,159,100.0,08018
8,19,279,279,100.0,08019
8,20,186,186,100.0,08020
8,21,200,200,100.0,08021
8,22,201,201,100.0,08022
8,23,231,231,100.0,08023
8,24,258,258,100.0,08024
8,25,247,247,100.0,08025
8,26,158,158,100.0,08026
8,27,256,256,100.0,08027
8,28,196,196,100.0,08028
8,29,234,234,100.0,08029
8,30,187,187,100.0,08030
8,31,174,174,100.0,08031
8,32,358,358,100.0,08032
8,33,198,198,100.0,08033
8,34,277,277,100.0,08034
8,35,282,282,100.0,08035
8,36,236,236,100.0,08036
8,37,243,243,100.0,08037
8,38,213,213,100.0,08038
8,39,274,274,100.0,08039
8,40,223,223,100.0,08040
8,41,216,216,100.0,08041
8,42,213,213,100.0,08042
8,43,218,218,100.0,08043
8,44,186,186,100.0,08044
8,45,167,167,100.0,08045
8,46,169,169,100.0,08046
8,47,259,259,100.0,08047
8,48,171,171,100.0,08048
8,49,259,259,100.0,08049
8,50,233,233,100.0,08050
8,51,290,290,100.0,08051
8,52,242,242,100.0,08052
8,53,254,254,100.0,08053
8,54,233,233,100.0,08054
8,55,222,222,100.0,08055
8,56,292,292,100.0,08056
8,57,208,208,100.0,08057
8,58,259,259,100.0,08058
8,59,146,146,100.0,08059
8,60,195,195,100.0,08060
8,61,193,193,100.0,08061
8,62,205,205,100.0,08062
8,63,254,254,100.0,08063
8,64,226,226,100.0,08064
8,65,156,156,100.0,08065
8,66,314,314,100.0,08066
8,67,119,119,100.0,08067
8,68,150,150,100.0,08068
8,69,147,147,100.0,08069
8,70,296,296,100.0,08070
9,1,245,245,100.0,09001
9,2,227,227,100.0,09002
9,3,137,137,100.0,09003
9,4,262,262,100.0,09004
9,5,231,231,100.0,09005
9,6,210,210,100.0,09006
9,7,214,214,100.0,09007
9,8,152,152,100.0,09008
9,9,241,241,100.0,09009
9,10,211,211,100.0,09010
9,11,130,130,100.0,09011
9,12,209,209,100.0,09012
9,13,273,273,100.0,09013
9,14,299,299,100.0,09014
9,15,85,85,100.0,09015
9,16,209,209,100.0,09016
9,17,198,198,100.0,09017
9,18,226,226,100.0,09018
9,19,221,221,100.0,09019
9,20,232,232,100.0,09020
9,21,154,154,100.0,09021
9,22,259,259,100.0,09022
9,23,150,150,100.0,09023
9,24,96,96,100.0,09024
9,25,98,98,100.0,09025
9,26,143,143,100.0,09026
9,27,127,127,100.0,09027
9,28,147,147,100.0,09028
9,29,181,181,100.0,09029
9,30,179,179,100.0,09030
9,31,174,174,100.0,09031
9,32,224,224,100.0,09032
9,33,125,125,100.0,09033
9,34,214,214,100.0,09034
9,35,225,225,100.0,09035
9,36,127,127,100.0,09036
9,37,171,171,100.0,09037
9,38,212,212,100.0,09038
9,39,218,218,100.0,09039
9,40,227,227,100.0,09040
9,41,254,254,100.0,09041
9,42,161,161,100.0,09042
9,43,153,153,100.0,09043
9,44,151,151,100.0,09044
9,45,227,227,100.0,09045
9,46,193,193,100.0,09046
9,47,125,125,100.0,09047
9,48,222,222,100.0,09048
9,49,71,71,100.0,09049
9,50,79,79,100.0,09050
9,51,152,152,100.0,09051
9,52,216,216,100.0,09052
9,53,170,170,100.0,09053
9,54,188,188,100.0,09054
9,55,116,116,100.0,09055
9,56,115,115,100.0,09056
9,57,120,120,100.0,09057
9,58,162,162,100.0,09058
10,1,117,117,100.0,10001
10,2,137,137,100.0,10002
10,3,176,176,100.0,10003
10,4,153,153,100.0,10004
10,5,145,145,100.0,10005
10,6,156,156,100.0,10006
10,7,42,42,100.0,10007
10,8,159,159,100.0,10008
10,9,156,156,100.0,10009
10,10,139,139,100.0,10010
10,11,157,157,100.0,10011
10,12,134,134,100.0,10012
10,13,133,133,100.0,10013
10,14,160,160,100.0,10014
10,15,68,68,100.0,10015
10,16,156,156,100.0,10016
10,17,146,146,100.0,10017
10,18,108,108,100.0,10018
10,19,180,180,100.0,10019
10,20,129,129,100.0,10020
10,21,126,126,100.0,10021
10,22,48,48,100.0,10022
10,23,129,129,100.0,10023
10,24,154,154,100.0,10024
10,25,187,187,100.0,10025
10,26,119,119,100.0,10026
10,27,197,197,100.0,10027
10,28,177,177,100.0,10028
10,29,153,153,100.0,10029
10,30,183,183,100.0,10030
10,31,154,154,100.0,10031
10,32,164,164,100.0,10032
10,33,150,150,100.0,10033
10,34,151,151,100.0,10034
10,35,129,129,100.0,10035
10,36,173,173,100.0,10036
10,37,128,128,100.0,10037
10,38,160,160,100.0,10038
10,39,155,155,100.0,10039
10,40,137,137,100.0,10040
10,41,177,177,100.0,10041
10,42,161,161,100.0,10042
10,43,69,69,100.0,10043
10,44,128,128,100.0,10044
10,45,100,100,100.0,10045
10,46,148,148,100.0,10046
10,47,126,126,100.0,10047
10,48,118,118,100.0,10048
10,49,114,114,100.0,10049
11,1,228,228,100.0,11001
11,2,179,179,100.0,11002
11,3,163,163,100.0,11003
11,4,258,258,100.0,11004
11,5,140,140,100.0,11005
11,6,297,297,100.0,11006
11,7,171,171,100.0,11007
11,8,219,219,100.0,11008
11,9,223,223,100.0,11009
11,10,124,124,100.0,11010
11,11,229,229,100.0,11011
11,12,259,259,100.0,11012
11,13,258,258,100.0,11013
11,14,173,173,100.0,11014
11,15,186,186,100.0,11015
11,16,225,225,100.0,11016
11,17,268,268,100.0,11017
11,18,171,171,100.0,11018
11,19,192,192,100.0,11019
11,20,178,178,100.0,11020
11,21,304,304,100.0,11021
11,22,196,196,100.0,11022
11,23,181,181,100.0,11023
11,24,351,351,100.0,11024
11,25,152,152,100.0,11025
11,26,296,296,100.0,11026
11,27,197,197,100.0,11027
11,28,185,185,100.0,11028
11,29,265,265,100.0,11029
11,30,207,207,100.0,11030
11,31,204,204,100.0,11031
11,32,194,194,100.0,11032
11,33,165,165,100.0,11033
11,34,121,121,100.0,11034
11,35,283,283,100.0,11035
11,36,55,55,100.0,11036
11,37,226,226,100.0,11037
11,38,310,310,100.0,11038
11,39,318,318,100.0,11039
11,40,134,134,100.0,11040
11,41,123,123,100.0,11041
11,42,200,200,100.0,11042
11,43,290,290,100.0,11043
11,44,188,188,100.0,11044
11,45,136,136,100.0,11045
11,46,136,136,100.0,11046
11,47,196,196,100.0,11047
11,48,122,122,100.0,11048
11,49,192,192,100.0,11049
11,50,167,167,100.0,11050
12,1,57,57,100.0,12001
12,2,113,113,100.0,12002
12,3,99,99,100.0,12003
12,4,89,89,100.0,12004
12,5,119,119,100.0,12005
12,6,74,74,100.0,12006
12,7,34,34,100.0,12007
12,8,188,188,100.0,12008
12,9,80,80,100.0,12009
12,10,66,66,100.0,12010
12,11,94,94,100.0,12011
12,12,64,64,100.0,12012
12,13,88,88,100.0,12013
12,14,72,72,100.0,12014
12,15,83,83,100.0,12015
12,16,101,101,100.0,12016
12,17,67,67,100.0,12017
12,18,107,107,100.0,12018
12,19,97,97,100.0,12019
12,20,115,115,100.0,12020
12,21,126,126,100.0,12021
12,22,72,72,100.0,12022
12,23,72,72,100.0,12023
12,24,131,131,100.0,12024
12,25,103,103,100.0,12025
12,26,97,97,100.0,12026
12,27,65,65,100.0,12027
12,28,97,97,100.0,12028
12,29,119,119,100.0,12029
13,1,213,213,100.0,13001
13,2,183,183,100.0,13002
13,3,220,220,100.0,13003
13,4,318,318,100.0,13004
13,5,185,185,100.0,13005
13,6,194,194,100.0,13006
13,7,190,190,100.0,13007
13,8,226,226,100.0,13008
13,9,205,205,100.0,13009
13,10,199,199,100.0,13010
13,11,183,183,100.0,13011
13,12,213,213,100.0,13012
13,13,222,222,100.0,13013
13,14,153,153,100.0,13014
13,15,220,220,100.0,13015
13,16,169,169,100.0,13016
13,17,222,222,100.0,13017
13,18,172,172,100.0,13018
13,19,151,151,100.0,13019
13,20,191,191,100.0,13020
13,21,144,144,100.0,13021
13,22,172,172,100.0,13022
13,23,135,135,100.0,13023
13,24,221,221,100.0,13024
13,25,178,178,100.0,13025
13,26,147,147,100.0,13026
13,27,256,256,100.0,13027
13,28,160,160,100.0,13028
13,29,211,211,100.0,13029
13,30,181,181,100.0,13030
13,31,195,195,100.0,13031
13,32,196,196,100.0,13032
13,33,194,194,100.0,13033
13,34,192,192,100.0,13034
13,35,214,214,100.0,13035
13,36,133,133,100.0,13036
13,37,134,134,100.0,13037
13,38,221,221,100.0,13038
13,39,194,194,100.0,13039
13,40,210,210,100.0,13040
13,41,159,159,100.0,13041
13,42,217,217,100.0,13042
13,43,162,162,100.0,13043
13,44,189,189,100.0,13044
13,45,281,281,100.0,13045
13,46,195,195,100.0,13046
13,47,200,200,100.0,13047
13,48,205,205,100.0,13048
13,49,216,216,100.0,13049
13,50,218,218,100.0,13050
13,51,177,177,100.0,13051
13,52,246,246,100.0,13052
13,53,236,236,100.0,13053
13,54,192,192,100.0,13054
14,1,110,110,100.0,14001
14,2,124,124,100.0,14002
14,3,187,187,100.0,14003
14,4,122,122,100.0,14004
14,5,134,134,100.0,14005
14,6,118,118,100.0,14006
14,7,133,133,100.0,14007
14,8,79,79,100.0,14008
14,9,161,161,100.0,14009
14,10,139,139,100.0,14010
14,11,120,120,100.0,14011
14,12,97,97,100.0,14012
14,13,163,163,100.0,14013
14,14,102,102,100.0,14014
14,15,162,162,100.0,14015
14,16,160,160,100.0,14016
14,17,110,110,100.0,14017
14,18,122,122,100.0,14018
14,19,175,175,100.0,14019
14,20,109,109,100.0,14020
14,21,108,108,100.0,14021
14,22,144,144,100.0,14022
14,23,95,95,100.0,14023
14,24,91,91,100.0,14024
14,25,165,165,100.0,14025
14,26,100,100,100.0,14026
14,27,104,104,100.0,14027
14,28,152,152,100.0,14028
14,29,130,130,100.0,14029
14,30,121,121,100.0,14030
14,31,115,115,100.0,14031
14,32,109,109,100.0,14032
14,33,90,90,100.0,14033
14,34,82,82,100.0,14034
14,35,64,64,100.0,14035
14,36,164,164,100.0,14036
14,37,106,106,100.0,14037
15,1,97,97,100.0,15001
15,2,144,144,100.0,15002
15,3,151,151,100.0,15003
15,4,148,148,100.0,15004
15,5,139,139,100.0,15005
15,6,139,139,100.0,15006
15,7,121,121,100.0,15007
15,8,164,164,100.0,15008
15,9,157,157,100.0,15009
15,10,128,128,100.0,15010
15,11,130,130,100.0,15011
15,12,92,92,100.0,15012
15,13,106,106,100.0,15013
15,14,159,159,100.0,15014
15,15,156,156,100.0,15015
15,16,110,110,100.0,15016
15,17,163,163,100.0,15017
15,18,108,108,100.0,15018
15,19,133,133,100.0,15019
15,20,121,121,100.0,15020
15,21,145,145,100.0,15021
15,22,139,139,100.0,15022
15,23,123,123,100.0,15023
15,24,119,119,100.0,15024
15,25,144,144,100.0,15025
15,26,109,109,100.0,15026
15,27,98,98,100.0,15027
15,28,180,180,100.0,15028
15,29,76,76,100.0,15029
15,30,145,145,100.0,15030
15,31,108,108,100.0,15031
15,32,158,158,100.0,15032
15,33,120,120,100.0,15033
15,34,114,114,100.0,15034
15,35,132,132,100.0,15035
15,36,106,106,100.0,15036
15,37,128,128,100.0,15037
15,38,102,102,100.0,15038
15,39,143,143,100.0,15039
15,40,130,130,100.0,15040
15,41,182,182,100.0,15041
15,42,95,95,100.0,15042
15,43,143,143,100.0,15043
15,44,142,142,100.0,15044
15,45,63,63,100.0,15045
15,46,119,119,100.0,15046
15,47,152,152,100.0,15047
15,48,109,109,100.0,15048
15,49,109,109,100.0,15049
15,50,119,119,100.0,15050
15,51,104,104,100.0,15051
15,52,74,74,100.0,15052
16,1,87,87,100.0,16001
16,2,91,91,100.0,16002
16,3,160,160,100.0,16003
16,4,113,113,100.0,16004
16,5,150,150,100.0,16005
16,6,58,58,100.0,16006
16,7,123,123,100.0,16007
16,8,123,123,100.0,16008
16,9,184,184,100.0,16009
16,10,113,113,100.0,16010
16,11,166,166,100.0,16011
16,12,107,107,100.0,16012
16,13,104,104,100.0,16013
16,14,138,138,100.0,16014
16,15,165,165,100.0,16015
16,16,141,141,100.0,16016
16,17,194,194,100.0,16017
16,18,133,133,100.0,16018
16,19,107,107,100.0,16019
16,20,136,136,100.0,16020
16,21,134,134,100.0,16021
16,22,113,113,100.0,16022
16,23,129,129,100.0,16023
16,24,91,91,100.0,16024
16,25,121,121,100.0,16025
16,26,150,150,100.0,16026
16,27,151,151,100.0,16027
16,28,183,183,100.0,16028
16,29,83,83,100.0,16029
16,30,112,112,100.0,16030
16,31,163,163,100.0,16031
16,32,120,120,100.0,16032
16,33,132,132,100.0,16033
16,34,126,126,100.0,16034
16,35,131,131,100.0,16035
16,36,151,151,100.0,16036
16,37,120,120,100.0,16037
16,38,131,131,100.0,16038
16,39,78,78,100.0,16039
16,40,175,175,100.0,16040
16,41,64,64,100.0,16041
16,42,84,84,100.0,16042
16,43,147,147,100.0,16043
16,44,139,139,100.0,16044
16,45,92,92,100.0,16045
16,46,52,52,100.0,16046
16,47,56,56,100.0,16047
17,1,97,97,100.0,17001
17,2,163,163,100.0,17002
17,3,149,149,100.0,17003
17,4,258,258,100.0,17004
17,5,175,175,100.0,17005
17,6,120,120,100.0,17006
17,7,194,194,100.0,17007
17,8,114,114,100.0,17008
17,9,126,126,100.0,17009
17,10,205,205,100.0,17010
17,11,180,180,100.0,17011
17,12,194,194,100.0,17012
17,13,121,121,100.0,17013
17,14,166,166,100.0,17014
17,15,151,151,100.0,17015
17,16,170,170,100.0,17016
17,17,123,123,100.0,17017
17,18,175,175,100.0,17018
17,19,71,71,100.0,17019
17,20,145,145,100.0,17020
17,21,235,235,100.0,17021
17,22,197,197,100.0,17022
17,23,128,128,100.0,17023
17,24,167,167,100.0,17024
17,25,115,115,100.0,17025
17,26,202,202,100.0,17026
17,27,201,201,100.0,17027
17,28,163,163,100.0,17028
17,29,218,218,100.0,17029
17,30,201,201,100.0,17030
17,31,186,186,100.0,17031
17,32,191,191,100.0,17032
17,33,161,161,100.0,17033
17,34,146,146,100.0,17034
17,35,105,105,100.0,17035
17,36,112,112,100.0,17036
17,37,168,168,100.0,17037
17,38,173,173,100.0,17038
17,39,112,112,100.0,17039
17,40,118,118,100.0,17040
17,41,141,141,100.0,17041
17,42,142,142,100.0,17042
17,43,166,166,100.0,17043
17,44,150,150,100.0,17044
17,45,115,115,100.0,17045
17,46,174,174,100.0,17046
17,47,94,94,100.0,17047
17,48,158,158,100.0,17048
17,49,140,140,100.0,17049
17,50,146,146,100.0,17050
17,51,168,168,100.0,17051
17,52,225,225,100.0,17052
17,53,177,177,100.0,17053
17,54,209,209,100.0,17054
17,55,138,138,100.0,17055
17,56,170,170,100.0,17056
17,57,189,189,100.0,17057
17,58,156,156,100.0,17058
17,59,104,104,100.0,17059
17,60,218,218,100.0,17060
17,61,153,153,100.0,17061
17,62,133,133,100.0,17062
17,63,143,143,100.0,17063
17,64,127,127,100.0,17064
18,1,126,126,100.0,18001
18,2,214,214,100.0,18002
18,3,185,185,100.0,18003
18,4,231,231,100.0,18004
18,5,193,193,100.0,18005
18,6,185,185,100.0,18006
18,7,176,176,100.0,18007
18,8,86,86,100.0,18008
18,9,230,230,100.0,18009
18,10,313,313,100.0,18010
18,11,194,194,100.0,18011
18,12,281,281,100.0,18012
18,13,226,226,100.0,18013
18,14,242,242,100.0,18014
