ward,precinct,total,JOSEPH BERRIOS,JOSEPH BERRIOS Percent,precinct_id
11,25,179,179,100.0,11025
11,26,357,357,100.0,11026
11,27,244,244,100.0,11027
11,28,206,206,100.0,11028
11,29,308,308,100.0,11029
11,30,253,253,100.0,11030
11,31,225,225,100.0,11031
11,32,208,208,100.0,11032
11,33,190,190,100.0,11033
11,34,141,141,100.0,11034
11,35,322,322,100.0,11035
11,36,75,75,100.0,11036
11,37,252,252,100.0,11037
11,38,356,356,100.0,11038
11,39,361,361,100.0,11039
11,40,151,151,100.0,11040
11,41,145,145,100.0,11041
11,42,215,215,100.0,11042
11,43,327,327,100.0,11043
11,44,229,229,100.0,11044
11,45,161,161,100.0,11045
11,46,158,158,100.0,11046
11,47,225,225,100.0,11047
11,48,133,133,100.0,11048
11,49,209,209,100.0,11049
11,50,193,193,100.0,11050
12,1,83,83,100.0,12001
12,2,137,137,100.0,12002
12,3,130,130,100.0,12003
12,4,116,116,100.0,12004
12,5,153,153,100.0,12005
12,6,91,91,100.0,12006
12,7,53,53,100.0,12007
12,8,230,230,100.0,12008
12,9,29,29,100.0,12009
12,10,75,75,100.0,12010
12,11,120,120,100.0,12011
12,12,92,92,100.0,12012
12,13,121,121,100.0,12013
12,14,108,108,100.0,12014
12,15,135,135,100.0,12015
12,16,132,132,100.0,12016
12,17,89,89,100.0,12017
12,18,133,133,100.0,12018
12,19,133,133,100.0,12019
12,20,152,152,100.0,12020
12,21,171,171,100.0,12021
12,22,103,103,100.0,12022
12,23,97,97,100.0,12023
12,24,177,177,100.0,12024
12,25,131,131,100.0,12025
12,26,131,131,100.0,12026
12,27,78,78,100.0,12027
12,28,149,149,100.0,12028
12,29,155,155,100.0,12029
13,1,234,234,100.0,13001
13,3,262,262,100.0,13003
13,7,206,206,100.0,13007
13,8,257,257,100.0,13008
13,12,233,233,100.0,13012
13,14,179,179,100.0,13014
13,15,231,231,100.0,13015
13,16,199,199,100.0,13016
13,17,240,240,100.0,13017
13,18,202,202,100.0,13018
13,20,221,221,100.0,13020
13,21,158,158,100.0,13021
13,23,154,154,100.0,13023
13,24,226,226,100.0,13024
13,25,217,217,100.0,13025
13,31,205,205,100.0,13031
13,33,210,210,100.0,13033
13,34,206,206,100.0,13034
13,36,5,5,100.0,13036
13,40,47,47,100.0,13040
13,49,30,30,100.0,13049
13,52,271,271,100.0,13052
14,1,134,134,100.0,14001
14,3,207,207,100.0,14003
14,4,141,141,100.0,14004
14,5,163,163,100.0,14005
14,6,149,149,100.0,14006
14,7,160,160,100.0,14007
14,8,107,107,100.0,14008
14,9,192,192,100.0,14009
14,10,158,158,100.0,14010
14,11,146,146,100.0,14011
14,12,106,106,100.0,14012
14,13,203,203,100.0,14013
14,14,130,130,100.0,14014
14,15,205,205,100.0,14015
14,16,181,181,100.0,14016
14,17,136,136,100.0,14017
14,18,144,144,100.0,14018
14,19,193,193,100.0,14019
14,20,142,142,100.0,14020
14,21,130,130,100.0,14021
14,22,153,153,100.0,14022
14,23,118,118,100.0,14023
14,24,106,106,100.0,14024
14,26,120,120,100.0,14026
14,27,120,120,100.0,14027
14,28,194,194,100.0,14028
14,29,163,163,100.0,14029
14,30,133,133,100.0,14030
14,31,142,142,100.0,14031
14,32,129,129,100.0,14032
14,33,105,105,100.0,14033
14,34,99,99,100.0,14034
14,35,86,86,100.0,14035
14,36,192,192,100.0,14036
14,37,134,134,100.0,14037
15,1,124,124,100.0,15001
15,10,165,165,100.0,15010
15,13,137,137,100.0,15013
15,14,206,206,100.0,15014
15,15,196,196,100.0,15015
15,16,142,142,100.0,15016
15,22,210,210,100.0,15022
15,24,167,167,100.0,15024
15,25,202,202,100.0,15025
15,28,227,227,100.0,15028
15,29,95,95,100.0,15029
15,30,203,203,100.0,15030
15,32,209,209,100.0,15032
15,38,148,148,100.0,15038
15,45,81,81,100.0,15045
15,48,148,148,100.0,15048
15,49,140,140,100.0,15049
15,50,179,179,100.0,15050
16,17,253,253,100.0,16017
16,32,157,157,100.0,16032
16,35,163,163,100.0,16035
16,39,97,97,100.0,16039
16,42,14,14,100.0,16042
16,44,189,189,100.0,16044
20,8,74,74,100.0,20008
20,21,78,78,100.0,20021
22,1,129,129,100.0,22001
22,8,126,126,100.0,22008
22,9,143,143,100.0,22009
22,10,125,125,100.0,22010
22,11,153,153,100.0,22011
22,15,122,122,100.0,22015
22,18,142,142,100.0,22018
22,19,0,0,0.0,22019
22,22,112,112,100.0,22022
22,25,113,113,100.0,22025
22,26,115,115,100.0,22026
22,28,126,126,100.0,22028
22,29,102,102,100.0,22029
23,2,93,93,100.0,23002
23,4,250,250,100.0,23004
23,5,221,221,100.0,23005
23,6,283,283,100.0,23006
23,8,299,299,100.0,23008
23,9,230,230,100.0,23009
23,10,274,274,100.0,23010
23,20,75,75,100.0,23020
23,24,186,186,100.0,23024
23,25,178,178,100.0,23025
23,28,281,281,100.0,23028
23,29,232,232,100.0,23029
23,31,253,253,100.0,23031
23,32,294,294,100.0,23032
23,33,280,280,100.0,23033
23,34,212,212,100.0,23034
23,35,177,177,100.0,23035
23,37,204,204,100.0,23037
23,39,12,12,100.0,23039
23,41,251,251,100.0,23041
23,42,223,223,100.0,23042
23,44,69,69,100.0,23044
23,45,299,299,100.0,23045
23,48,203,203,100.0,23048
23,50,179,179,100.0,23050
23,51,239,239,100.0,23051
23,53,192,192,100.0,23053
23,54,340,340,100.0,23054
23,55,93,93,100.0,23055
24,53,58,58,100.0,24053
24,57,181,181,100.0,24057
25,1,206,206,100.0,25001
25,2,233,233,100.0,25002
25,3,13,13,100.0,25003
25,4,256,256,100.0,25004
25,5,250,250,100.0,25005
25,6,165,165,100.0,25006
25,7,187,187,100.0,25007
25,8,203,203,100.0,25008
25,9,265,265,100.0,25009
25,10,134,134,100.0,25010
25,11,162,162,100.0,25011
25,12,186,186,100.0,25012
25,13,228,228,100.0,25013
25,14,142,142,100.0,25014
25,15,215,215,100.0,25015
25,16,100,100,100.0,25016
25,17,304,304,100.0,25017
25,18,184,184,100.0,25018
25,19,231,231,100.0,25019
25,20,283,283,100.0,25020
25,22,120,120,100.0,25022
25,23,243,243,100.0,25023
25,24,200,200,100.0,25024
25,25,0,0,0.0,25025
25,29,188,188,100.0,25029
25,30,220,220,100.0,25030
26,1,106,106,100.0,26001
26,2,124,124,100.0,26002
26,3,119,119,100.0,26003
26,4,117,117,100.0,26004
26,5,215,215,100.0,26005
26,6,108,108,100.0,26006
26,7,90,90,100.0,26007
26,8,103,103,100.0,26008
26,9,116,116,100.0,26009
26,10,106,106,100.0,26010
26,11,133,133,100.0,26011
26,12,99,99,100.0,26012
26,13,148,148,100.0,26013
26,14,135,135,100.0,26014
26,15,123,123,100.0,26015
26,16,124,124,100.0,26016
26,17,110,110,100.0,26017
26,18,96,96,100.0,26018
26,19,187,187,100.0,26019
26,20,164,164,100.0,26020
26,21,158,158,100.0,26021
26,22,92,92,100.0,26022
26,23,126,126,100.0,26023
26,24,118,118,100.0,26024
26,25,69,69,100.0,26025
26,26,86,86,100.0,26026
26,27,117,117,100.0,26027
26,28,98,98,100.0,26028
26,29,113,113,100.0,26029
26,30,156,156,100.0,26030
26,31,138,138,100.0,26031
26,32,117,117,100.0,26032
26,33,78,78,100.0,26033
26,34,138,138,100.0,26034
26,35,137,137,100.0,26035
26,36,137,137,100.0,26036
26,37,91,91,100.0,26037
26,38,102,102,100.0,26038
26,39,106,106,100.0,26039
26,40,49,49,100.0,26040
26,41,107,107,100.0,26041
26,42,114,114,100.0,26042
26,43,107,107,100.0,26043
26,44,112,112,100.0,26044
26,45,120,120,100.0,26045
26,46,201,201,100.0,26046
26,47,73,73,100.0,26047
26,48,159,159,100.0,26048
26,49,100,100,100.0,26049
26,50,74,74,100.0,26050
26,51,139,139,100.0,26051
26,52,73,73,100.0,26052
26,53,94,94,100.0,26053
26,54,112,112,100.0,26054
26,55,106,106,100.0,26055
26,56,128,128,100.0,26056
26,57,95,95,100.0,26057
26,58,108,108,100.0,26058
26,59,141,141,100.0,26059
26,60,92,92,100.0,26060
26,61,98,98,100.0,26061
26,62,146,146,100.0,26062
26,63,46,46,100.0,26063
27,10,296,296,100.0,27010
27,16,37,37,100.0,27016
27,18,88,88,100.0,27018
27,28,18,18,100.0,27028
27,32,140,140,100.0,27032
27,35,352,352,100.0,27035
27,38,185,185,100.0,27038
27,41,215,215,100.0,27041
27,42,102,102,100.0,27042
27,50,185,185,100.0,27050
27,53,84,84,100.0,27053
27,55,83,83,100.0,27055
27,56,129,129,100.0,27056
27,59,206,206,100.0,27059
28,29,154,154,100.0,28029
28,34,18,18,100.0,28034
28,38,66,66,100.0,28038
28,69,101,101,100.0,28069
29,2,101,101,100.0,29002
29,9,99,99,100.0,29009
29,24,104,104,100.0,29024
29,32,172,172,100.0,29032
29,54,165,165,100.0,29054
30,1,176,176,100.0,30001
30,2,138,138,100.0,30002
30,3,238,238,100.0,30003
30,4,153,153,100.0,30004
30,5,123,123,100.0,30005
30,6,116,116,100.0,30006
30,7,146,146,100.0,30007
30,8,229,229,100.0,30008
30,9,181,181,100.0,30009
30,10,207,207,100.0,30010
30,11,158,158,100.0,30011
30,12,157,157,100.0,30012
30,13,167,167,100.0,30013
30,14,65,65,100.0,30014
30,15,164,164,100.0,30015
30,16,142,142,100.0,30016
30,18,41,41,100.0,30018
30,19,110,110,100.0,30019
30,20,160,160,100.0,30020
30,21,128,128,100.0,30021
30,22,193,193,100.0,30022
30,23,152,152,100.0,30023
30,24,138,138,100.0,30024
30,25,139,139,100.0,30025
30,26,128,128,100.0,30026
30,27,166,166,100.0,30027
30,28,138,138,100.0,30028
30,29,88,88,100.0,30029
30,30,197,197,100.0,30030
30,31,128,128,100.0,30031
30,32,94,94,100.0,30032
30,33,145,145,100.0,30033
30,34,179,179,100.0,30034
30,35,168,168,100.0,30035
30,36,179,179,100.0,30036
30,37,153,153,100.0,30037
30,38,239,239,100.0,30038
30,39,176,176,100.0,30039
30,40,165,165,100.0,30040
30,41,162,162,100.0,30041
31,1,102,102,100.0,31001
31,2,141,141,100.0,31002
31,3,144,144,100.0,31003
31,4,153,153,100.0,31004
31,5,175,175,100.0,31005
31,6,177,177,100.0,31006
31,7,153,153,100.0,31007
31,8,121,121,100.0,31008
31,9,186,186,100.0,31009
31,10,94,94,100.0,31010
31,11,100,100,100.0,31011
31,12,161,161,100.0,31012
31,13,175,175,100.0,31013
31,14,144,144,100.0,31014
31,15,101,101,100.0,31015
31,16,90,90,100.0,31016
31,17,138,138,100.0,31017
31,18,166,166,100.0,31018
31,19,148,148,100.0,31019
31,20,129,129,100.0,31020
31,21,163,163,100.0,31021
31,22,99,99,100.0,31022
31,23,102,102,100.0,31023
31,24,138,138,100.0,31024
31,25,137,137,100.0,31025
31,26,86,86,100.0,31026
31,27,123,123,100.0,31027
31,28,156,156,100.0,31028
31,29,130,130,100.0,31029
31,30,158,158,100.0,31030
31,31,218,218,100.0,31031
31,32,129,129,100.0,31032
31,33,143,143,100.0,31033
31,34,123,123,100.0,31034
31,35,127,127,100.0,31035
31,36,199,199,100.0,31036
31,37,171,171,100.0,31037
31,38,93,93,100.0,31038
31,39,129,129,100.0,31039
31,40,122,122,100.0,31040
31,41,134,134,100.0,31041
31,42,151,151,100.0,31042
31,43,181,181,100.0,31043
31,44,138,138,100.0,31044
31,45,124,124,100.0,31045
31,46,133,133,100.0,31046
31,47,171,171,100.0,31047
31,48,136,136,100.0,31048
31,49,81,81,100.0,31049
31,50,202,202,100.0,31050
31,51,98,98,100.0,31051
32,1,260,260,100.0,32001
32,2,248,248,100.0,32002
32,3,174,174,100.0,32003
32,4,277,277,100.0,32004
32,5,169,169,100.0,32005
32,6,204,204,100.0,32006
32,7,180,180,100.0,32007
32,8,312,312,100.0,32008
32,9,354,354,100.0,32009
32,10,225,225,100.0,32010
32,11,137,137,100.0,32011
32,12,140,140,100.0,32012
32,13,111,111,100.0,32013
32,14,203,203,100.0,32014
32,15,201,201,100.0,32015
32,16,254,254,100.0,32016
32,17,202,202,100.0,32017
32,18,221,221,100.0,32018
32,19,230,230,100.0,32019
32,20,238,238,100.0,32020
32,21,233,233,100.0,32021
32,22,318,318,100.0,32022
32,23,261,261,100.0,32023
32,24,214,214,100.0,32024
32,25,202,202,100.0,32025
32,26,187,187,100.0,32026
32,27,204,204,100.0,32027
32,28,207,207,100.0,32028
32,29,217,217,100.0,32029
32,30,200,200,100.0,32030
32,31,300,300,100.0,32031
32,32,246,246,100.0,32032
32,33,193,193,100.0,32033
32,34,250,250,100.0,32034
32,35,273,273,100.0,32035
32,36,259,259,100.0,32036
32,37,215,215,100.0,32037
32,38,247,247,100.0,32038
32,39,308,308,100.0,32039
32,40,273,273,100.0,32040
32,41,298,298,100.0,32041
32,42,288,288,100.0,32042
32,43,266,266,100.0,32043
32,44,151,151,100.0,32044
32,45,209,209,100.0,32045
32,46,98,98,100.0,32046
32,47,253,253,100.0,32047
32,48,330,330,100.0,32048
32,49,170,170,100.0,32049
32,50,281,281,100.0,32050
32,51,265,265,100.0,32051
32,52,151,151,100.0,32052
33,1,251,251,100.0,33001
33,2,340,340,100.0,33002
33,3,190,190,100.0,33003
33,4,246,246,100.0,33004
33,5,130,130,100.0,33005
33,6,282,282,100.0,33006
33,7,257,257,100.0,33007
33,8,280,280,100.0,33008
33,9,162,162,100.0,33009
33,10,326,326,100.0,33010
33,11,296,296,100.0,33011
33,12,293,293,100.0,33012
33,13,327,327,100.0,33013
33,14,208,208,100.0,33014
33,15,216,216,100.0,33015
33,16,78,78,100.0,33016
33,17,298,298,100.0,33017
33,18,102,102,100.0,33018
33,19,238,238,100.0,33019
33,20,200,200,100.0,33020
33,21,310,310,100.0,33021
33,22,321,321,100.0,33022
33,23,335,335,100.0,33023
33,24,242,242,100.0,33024
33,25,351,351,100.0,33025
33,26,217,217,100.0,33026
33,27,159,159,100.0,33027
33,28,232,232,100.0,33028
33,29,244,244,100.0,33029
33,30,217,217,100.0,33030
33,31,261,261,100.0,33031
33,32,219,219,100.0,33032
33,33,198,198,100.0,33033
33,34,160,160,100.0,33034
35,1,257,257,100.0,35001
35,2,217,217,100.0,35002
35,3,154,154,100.0,35003
35,4,289,289,100.0,35004
35,5,216,216,100.0,35005
35,6,205,205,100.0,35006
35,7,269,269,100.0,35007
35,8,230,230,100.0,35008
35,9,212,212,100.0,35009
35,10,198,198,100.0,35010
35,11,206,206,100.0,35011
35,12,270,270,100.0,35012
35,13,128,128,100.0,35013
35,14,266,266,100.0,35014
35,15,190,190,100.0,35015
35,16,210,210,100.0,35016
35,17,238,238,100.0,35017
35,18,248,248,100.0,35018
35,19,183,183,100.0,35019
35,20,233,233,100.0,35020
35,21,245,245,100.0,35021
35,22,77,77,100.0,35022
35,23,165,165,100.0,35023
35,24,177,177,100.0,35024
35,25,240,240,100.0,35025
35,26,291,291,100.0,35026
35,27,272,272,100.0,35027
35,28,242,242,100.0,35028
35,29,276,276,100.0,35029
35,30,274,274,100.0,35030
35,31,308,308,100.0,35031
35,32,157,157,100.0,35032
35,33,185,185,100.0,35033
35,34,208,208,100.0,35034
35,35,221,221,100.0,35035
36,1,224,224,100.0,36001
36,2,178,178,100.0,36002
36,3,239,239,100.0,36003
36,4,159,159,100.0,36004
36,5,183,183,100.0,36005
36,6,236,236,100.0,36006
36,7,216,216,100.0,36007
36,8,223,223,100.0,36008
36,9,254,254,100.0,36009
36,10,165,165,100.0,36010
36,11,327,327,100.0,36011
36,12,182,182,100.0,36012
36,13,388,388,100.0,36013
36,14,285,285,100.0,36014
36,15,263,263,100.0,36015
36,16,349,349,100.0,36016
36,17,210,210,100.0,36017
36,18,291,291,100.0,36018
36,19,292,292,100.0,36019
36,20,333,333,100.0,36020
36,21,393,393,100.0,36021
36,22,345,345,100.0,36022
36,23,153,153,100.0,36023
36,24,229,229,100.0,36024
36,25,193,193,100.0,36025
36,26,276,276,100.0,36026
36,27,137,137,100.0,36027
36,28,198,198,100.0,36028
36,29,233,233,100.0,36029
36,30,297,297,100.0,36030
36,31,319,319,100.0,36031
36,32,270,270,100.0,36032
36,33,168,168,100.0,36033
36,34,197,197,100.0,36034
36,35,341,341,100.0,36035
36,36,219,219,100.0,36036
36,37,212,212,100.0,36037
36,38,191,191,100.0,36038
36,39,250,250,100.0,36039
36,40,282,282,100.0,36040
36,41,201,201,100.0,36041
36,42,211,211,100.0,36042
36,43,202,202,100.0,36043
36,44,244,244,100.0,36044
36,45,228,228,100.0,36045
36,46,228,228,100.0,36046
36,47,176,176,100.0,36047
36,48,267,267,100.0,36048
36,49,293,293,100.0,36049
36,50,218,218,100.0,36050
36,51,299,299,100.0,36051
36,52,242,242,100.0,36052
36,53,156,156,100.0,36053
36,54,318,318,100.0,36054
36,55,320,320,100.0,36055
37,1,132,132,100.0,37001
37,2,29,29,100.0,37002
37,19,94,94,100.0,37019
37,42,43,43,100.0,37042
37,50,209,209,100.0,37050
38,1,247,247,100.0,38001
38,2,178,178,100.0,38002
38,3,211,211,100.0,38003
38,4,108,108,100.0,38004
38,5,328,328,100.0,38005
38,6,210,210,100.0,38006
38,7,264,264,100.0,38007
38,8,157,157,100.0,38008
38,9,191,191,100.0,38009
38,10,274,274,100.0,38010
38,11,158,158,100.0,38011
38,12,253,253,100.0,38012
38,13,202,202,100.0,38013
38,14,191,191,100.0,38014
38,15,172,172,100.0,38015
38,16,264,264,100.0,38016
38,17,181,181,100.0,38017
38,18,206,206,100.0,38018
38,19,262,262,100.0,38019
38,20,232,232,100.0,38020
38,21,218,218,100.0,38021
38,22,217,217,100.0,38022
38,23,172,172,100.0,38023
38,24,156,156,100.0,38024
38,25,202,202,100.0,38025
38,26,181,181,100.0,38026
38,27,150,150,100.0,38027
38,28,179,179,100.0,38028
38,29,190,190,100.0,38029
38,30,203,203,100.0,38030
38,31,256,256,100.0,38031
38,32,261,261,100.0,38032
38,33,193,193,100.0,38033
38,34,135,135,100.0,38034
38,35,71,71,100.0,38035
38,36,221,221,100.0,38036
38,37,230,230,100.0,38037
38,38,278,278,100.0,38038
38,39,222,222,100.0,38039
38,40,158,158,100.0,38040
38,41,266,266,100.0,38041
38,42,225,225,100.0,38042
38,43,219,219,100.0,38043
38,44,201,201,100.0,38044
38,45,242,242,100.0,38045
38,46,202,202,100.0,38046
38,47,217,217,100.0,38047
38,48,224,224,100.0,38048
38,49,198,198,100.0,38049
38,50,255,255,100.0,38050
38,51,193,193,100.0,38051
38,52,221,221,100.0,38052
38,53,38,38,100.0,38053
39,1,194,194,100.0,39001
39,2,306,306,100.0,39002
39,3,241,241,100.0,39003
39,4,161,161,100.0,39004
39,5,164,164,100.0,39005
39,6,235,235,100.0,39006
39,7,156,156,100.0,39007
39,8,258,258,100.0,39008
39,9,257,257,100.0,39009
39,10,210,210,100.0,39010
39,11,269,269,100.0,39011
39,12,172,172,100.0,39012
39,13,132,132,100.0,39013
39,14,210,210,100.0,39014
39,15,187,187,100.0,39015
39,16,158,158,100.0,39016
39,17,177,177,100.0,39017
39,18,241,241,100.0,39018
39,19,171,171,100.0,39019
39,20,163,163,100.0,39020
39,21,151,151,100.0,39021
39,22,162,162,100.0,39022
39,23,119,119,100.0,39023
39,24,130,130,100.0,39024
39,25,234,234,100.0,39025
39,26,224,224,100.0,39026
39,27,208,208,100.0,39027
39,28,240,240,100.0,39028
39,29,212,212,100.0,39029
39,30,156,156,100.0,39030
39,31,146,146,100.0,39031
39,32,253,253,100.0,39032
39,33,245,245,100.0,39033
39,34,275,275,100.0,39034
39,35,244,244,100.0,39035
39,36,301,301,100.0,39036
39,37,289,289,100.0,39037
39,38,246,246,100.0,39038
39,39,107,107,100.0,39039
39,40,144,144,100.0,39040
39,41,96,96,100.0,39041
39,42,189,189,100.0,39042
39,43,241,241,100.0,39043
39,44,235,235,100.0,39044
39,45,122,122,100.0,39045
39,46,189,189,100.0,39046
39,47,150,150,100.0,39047
40,1,158,158,100.0,40001
40,2,165,165,100.0,40002
40,3,188,188,100.0,40003
40,4,191,191,100.0,40004
40,5,107,107,100.0,40005
40,6,191,191,100.0,40006
40,7,181,181,100.0,40007
40,8,61,61,100.0,40008
40,9,125,125,100.0,40009
40,10,244,244,100.0,40010
40,11,180,180,100.0,40011
40,12,164,164,100.0,40012
40,13,224,224,100.0,40013
40,14,204,204,100.0,40014
40,15,236,236,100.0,40015
40,16,192,192,100.0,40016
40,17,124,124,100.0,40017
40,18,213,213,100.0,40018
40,19,188,188,100.0,40019
40,20,166,166,100.0,40020
40,21,212,212,100.0,40021
40,22,77,77,100.0,40022
40,23,239,239,100.0,40023
40,24,130,130,100.0,40024
40,25,148,148,100.0,40025
40,26,210,210,100.0,40026
40,27,172,172,100.0,40027
40,28,219,219,100.0,40028
40,29,249,249,100.0,40029
40,30,246,246,100.0,40030
40,31,201,201,100.0,40031
40,32,135,135,100.0,40032
40,33,212,212,100.0,40033
40,34,144,144,100.0,40034
40,35,198,198,100.0,40035
40,36,227,227,100.0,40036
40,37,172,172,100.0,40037
40,38,113,113,100.0,40038
40,39,174,174,100.0,40039
40,40,119,119,100.0,40040
40,41,238,238,100.0,40041
40,42,265,265,100.0,40042
40,43,228,228,100.0,40043
40,44,173,173,100.0,40044
40,45,296,296,100.0,40045
40,46,245,245,100.0,40046
40,47,213,213,100.0,40047
40,48,152,152,100.0,40048
40,49,126,126,100.0,40049
41,1,213,213,100.0,41001
41,2,309,309,100.0,41002
41,4,216,216,100.0,41004
41,10,242,242,100.0,41010
41,12,320,320,100.0,41012
41,14,284,284,100.0,41014
41,23,245,245,100.0,41023
41,24,135,135,100.0,41024
41,39,187,187,100.0,41039
41,40,186,186,100.0,41040
41,42,228,228,100.0,41042
41,47,243,243,100.0,41047
41,49,178,178,100.0,41049
41,51,203,203,100.0,41051
41,54,198,198,100.0,41054
41,56,268,268,100.0,41056
41,57,173,173,100.0,41057
41,59,203,203,100.0,41059
41,61,306,306,100.0,41061
41,63,220,220,100.0,41063
41,66,239,239,100.0,41066
41,67,180,180,100.0,41067
41,69,281,281,100.0,41069
41,70,170,170,100.0,41070
41,71,145,145,100.0,41071
42,1,277,277,100.0,42001
42,2,168,168,100.0,42002
42,3,177,177,100.0,42003
42,4,222,222,100.0,42004
42,5,196,196,100.0,42005
42,6,395,395,100.0,42006
42,7,211,211,100.0,42007
42,8,295,295,100.0,42008
42,9,191,191,100.0,42009
42,10,203,203,100.0,42010
42,11,238,238,100.0,42011
42,13,381,381,100.0,42013
42,14,243,243,100.0,42014
42,15,263,263,100.0,42015
42,16,156,156,100.0,42016
42,17,195,195,100.0,42017
42,19,112,112,100.0,42019
42,20,128,128,100.0,42020
42,22,161,161,100.0,42022
42,23,262,262,100.0,42023
42,24,244,244,100.0,42024
42,25,217,217,100.0,42025
42,26,211,211,100.0,42026
42,27,265,265,100.0,42027
42,28,247,247,100.0,42028
42,29,216,216,100.0,42029
42,30,158,158,100.0,42030
42,31,123,123,100.0,42031
42,32,272,272,100.0,42032
42,33,284,284,100.0,42033
42,34,213,213,100.0,42034
42,35,172,172,100.0,42035
42,36,183,183,100.0,42036
42,37,207,207,100.0,42037
42,38,230,230,100.0,42038
42,39,197,197,100.0,42039
42,40,130,130,100.0,42040
42,41,213,213,100.0,42041
42,42,160,160,100.0,42042
42,43,219,219,100.0,42043
42,44,178,178,100.0,42044
42,45,201,201,100.0,42045
42,46,134,134,100.0,42046
42,47,128,128,100.0,42047
42,48,140,140,100.0,42048
42,49,101,101,100.0,42049
42,50,135,135,100.0,42050
42,51,203,203,100.0,42051
42,52,143,143,100.0,42052
42,53,143,143,100.0,42053
42,54,167,167,100.0,42054
42,55,225,225,100.0,42055
42,56,167,167,100.0,42056
42,57,181,181,100.0,42057
42,58,81,81,100.0,42058
42,59,74,74,100.0,42059
42,60,128,128,100.0,42060
42,61,142,142,100.0,42061
42,62,137,137,100.0,42062
42,63,194,194,100.0,42063
42,64,104,104,100.0,42064
42,65,197,197,100.0,42065
42,66,172,172,100.0,42066
42,68,251,251,100.0,42068
43,1,151,151,100.0,43001
43,2,220,220,100.0,43002
43,3,191,191,100.0,43003
43,4,259,259,100.0,43004
43,5,233,233,100.0,43005
43,6,196,196,100.0,43006
43,7,129,129,100.0,43007
43,8,230,230,100.0,43008
43,9,172,172,100.0,43009
43,10,110,110,100.0,43010
43,11,165,165,100.0,43011
43,12,259,259,100.0,43012
43,13,115,115,100.0,43013
43,14,196,196,100.0,43014
43,15,181,181,100.0,43015
43,16,227,227,100.0,43016
43,17,137,137,100.0,43017
43,18,291,291,100.0,43018
43,19,170,170,100.0,43019
43,20,230,230,100.0,43020
43,21,144,144,100.0,43021
43,22,151,151,100.0,43022
43,23,187,187,100.0,43023
43,24,185,185,100.0,43024
43,25,222,222,100.0,43025
43,26,162,162,100.0,43026
43,27,184,184,100.0,43027
43,28,173,173,100.0,43028
43,29,204,204,100.0,43029
43,30,108,108,100.0,43030
43,31,186,186,100.0,43031
43,32,181,181,100.0,43032
43,33,133,133,100.0,43033
43,34,130,130,100.0,43034
43,35,227,227,100.0,43035
