ward,precinct,total,DENISE MARGARET O'MALLEY,DENISE MARGARET O'MALLEY Percent,precinct_id
16,24,99,99,100.0,16024
16,25,128,128,100.0,16025
16,26,172,172,100.0,16026
16,27,164,164,100.0,16027
16,28,198,198,100.0,16028
16,29,88,88,100.0,16029
16,30,121,121,100.0,16030
16,31,186,186,100.0,16031
16,32,137,137,100.0,16032
16,33,147,147,100.0,16033
16,34,127,127,100.0,16034
16,35,148,148,100.0,16035
16,36,162,162,100.0,16036
16,37,137,137,100.0,16037
16,38,150,150,100.0,16038
16,39,84,84,100.0,16039
16,40,189,189,100.0,16040
16,41,71,71,100.0,16041
16,42,103,103,100.0,16042
16,43,166,166,100.0,16043
16,44,163,163,100.0,16044
16,45,99,99,100.0,16045
16,46,71,71,100.0,16046
16,47,62,62,100.0,16047
17,1,110,110,100.0,17001
17,2,182,182,100.0,17002
17,3,157,157,100.0,17003
17,4,286,286,100.0,17004
17,5,186,186,100.0,17005
17,6,139,139,100.0,17006
17,7,224,224,100.0,17007
17,8,126,126,100.0,17008
17,9,137,137,100.0,17009
17,10,228,228,100.0,17010
17,11,208,208,100.0,17011
17,12,209,209,100.0,17012
17,13,123,123,100.0,17013
17,14,177,177,100.0,17014
17,15,152,152,100.0,17015
17,16,183,183,100.0,17016
17,17,147,147,100.0,17017
17,18,189,189,100.0,17018
17,19,82,82,100.0,17019
17,20,171,171,100.0,17020
17,21,251,251,100.0,17021
17,22,208,208,100.0,17022
17,23,140,140,100.0,17023
17,24,198,198,100.0,17024
17,25,125,125,100.0,17025
17,26,216,216,100.0,17026
17,27,224,224,100.0,17027
17,28,175,175,100.0,17028
17,29,227,227,100.0,17029
17,30,228,228,100.0,17030
17,31,204,204,100.0,17031
17,32,227,227,100.0,17032
17,33,151,151,100.0,17033
17,34,169,169,100.0,17034
17,35,111,111,100.0,17035
17,36,118,118,100.0,17036
17,37,168,168,100.0,17037
17,38,187,187,100.0,17038
17,39,125,125,100.0,17039
17,40,133,133,100.0,17040
17,41,163,163,100.0,17041
17,42,170,170,100.0,17042
17,43,180,180,100.0,17043
17,44,172,172,100.0,17044
17,45,124,124,100.0,17045
17,46,189,189,100.0,17046
17,47,102,102,100.0,17047
17,48,186,186,100.0,17048
17,49,150,150,100.0,17049
17,50,160,160,100.0,17050
17,51,209,209,100.0,17051
17,52,271,271,100.0,17052
17,53,189,189,100.0,17053
17,54,207,207,100.0,17054
17,55,159,159,100.0,17055
17,56,200,200,100.0,17056
17,57,216,216,100.0,17057
17,58,181,181,100.0,17058
17,59,123,123,100.0,17059
17,60,257,257,100.0,17060
17,61,167,167,100.0,17061
17,62,159,159,100.0,17062
17,63,163,163,100.0,17063
17,64,140,140,100.0,17064
18,1,142,142,100.0,18001
18,2,234,234,100.0,18002
18,3,203,203,100.0,18003
18,4,245,245,100.0,18004
18,5,220,220,100.0,18005
18,6,199,199,100.0,18006
18,7,204,204,100.0,18007
18,8,98,98,100.0,18008
18,9,244,244,100.0,18009
18,10,328,328,100.0,18010
18,11,211,211,100.0,18011
18,12,302,302,100.0,18012
