ward,precinct,total,Robert Russell Kijak (Christie),Robert Russell Kijak (Christie) Percent,Jean Wayner (Christie),Jean Wayner (Christie) Percent,Antonio Alonso (Trump),Antonio Alonso (Trump) Percent,Michael Burke (Trump),Michael Burke (Trump) Percent,Christopher Hilliard (Trump),Christopher Hilliard (Trump) Percent,Kirstie Ann Brenson (Bush),Kirstie Ann Brenson (Bush) Percent,Jeffrey S. Arseneau (Bush),Jeffrey S. Arseneau (Bush) Percent,Patrick E. Rea (Bush),Patrick E. Rea (Bush) Percent,Karen Ann Hayes (Cruz),Karen Ann Hayes (Cruz) Percent,Audrey A. Tancos (Cruz),Audrey A. Tancos (Cruz) Percent,Gina M. Danaher (Cruz),Gina M. Danaher (Cruz) Percent,Joann Kelly (Fiorina),Joann Kelly (Fiorina) Percent,Norman Stanley (Fiorina),Norman Stanley (Fiorina) Percent,Mary P. Geringer (Fiorina),Mary P. Geringer (Fiorina) Percent,Shaun Colin Murphy (Kasich),Shaun Colin Murphy (Kasich) Percent,Matthew T. Murphy (Kasich),Matthew T. Murphy (Kasich) Percent,Kevin Suggs (Kasich),Kevin Suggs (Kasich) Percent,Darnell B. Macklin (Carson),Darnell B. Macklin (Carson) Percent,Michael J. Uremovich (Carson),Michael J. Uremovich (Carson) Percent,Symeon Brown (Paul),Symeon Brown (Paul) Percent,Margo McDermed (Rubio),Margo McDermed (Rubio) Percent,Corey Brooks (Rubio),Corey Brooks (Rubio) Percent,Raymond Tuminello (Rubio),Raymond Tuminello (Rubio) Percent,precinct_id
3,38,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,03038
3,41,77,1,1.3,3,3.9,7,9.09,6,7.79,7,9.09,3,3.9,0,0.0,1,1.3,9,11.69,6,7.79,7,9.09,2,2.6,0,0.0,0,0.0,4,5.19,6,7.79,5,6.49,0,0.0,0,0.0,0,0.0,3,3.9,4,5.19,3,3.9,03041
4,1,116,1,0.86,0,0.0,8,6.9,7,6.03,5,4.31,0,0.0,0,0.0,0,0.0,11,9.48,10,8.62,11,9.48,0,0.0,1,0.86,0,0.0,15,12.93,16,13.79,14,12.07,1,0.86,0,0.0,1,0.86,5,4.31,5,4.31,5,4.31,04001
4,3,10,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,20.0,1,10.0,0,0.0,2,20.0,1,10.0,1,10.0,04003
4,4,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,04004
4,8,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.33,2,33.33,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04008
4,9,8,0,0.0,1,12.5,2,25.0,1,12.5,2,25.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04009
4,11,3,1,33.33,0,0.0,1,33.33,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04011
4,12,4,0,0.0,0,0.0,1,25.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,04012
4,14,9,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04014
4,15,21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,14.29,3,14.29,3,14.29,0,0.0,0,0.0,0,0.0,2,9.52,2,9.52,2,9.52,0,0.0,0,0.0,0,0.0,2,9.52,2,9.52,2,9.52,04015
4,18,17,0,0.0,0,0.0,1,5.88,1,5.88,1,5.88,0,0.0,1,5.88,1,5.88,1,5.88,1,5.88,1,5.88,0,0.0,0,0.0,0,0.0,3,17.65,3,17.65,3,17.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04018
4,19,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04019
4,22,82,0,0.0,0,0.0,2,2.44,2,2.44,2,2.44,3,3.66,2,2.44,2,2.44,6,7.32,5,6.1,5,6.1,2,2.44,0,0.0,0,0.0,9,10.98,12,14.63,14,17.07,3,3.66,2,2.44,0,0.0,4,4.88,4,4.88,3,3.66,04022
4,23,120,0,0.0,1,0.83,7,5.83,8,6.67,7,5.83,0,0.0,0,0.0,0,0.0,9,7.5,9,7.5,8,6.67,1,0.83,0,0.0,0,0.0,17,14.17,16,13.33,17,14.17,1,0.83,2,1.67,2,1.67,6,5.0,5,4.17,4,3.33,04023
4,24,66,0,0.0,0,0.0,4,6.06,5,7.58,4,6.06,2,3.03,1,1.52,1,1.52,5,7.58,6,9.09,4,6.06,0,0.0,0,0.0,0,0.0,9,13.64,11,16.67,10,15.15,2,3.03,2,3.03,0,0.0,0,0.0,0,0.0,0,0.0,04024
4,26,20,0,0.0,0,0.0,5,25.0,2,10.0,2,10.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,10.0,2,10.0,1,5.0,1,5.0,1,5.0,0,0.0,1,5.0,1,5.0,1,5.0,04026
4,27,82,0,0.0,0,0.0,7,8.54,6,7.32,6,7.32,1,1.22,1,1.22,1,1.22,7,8.54,7,8.54,6,7.32,0,0.0,0,0.0,0,0.0,6,7.32,7,8.54,6,7.32,1,1.22,0,0.0,1,1.22,6,7.32,7,8.54,6,7.32,04027
4,28,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04028
4,29,7,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.29,1,14.29,1,14.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04029
4,30,8,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,04030
4,31,37,0,0.0,1,2.7,3,8.11,4,10.81,2,5.41,0,0.0,0,0.0,1,2.7,0,0.0,0,0.0,1,2.7,2,5.41,0,0.0,0,0.0,5,13.51,5,13.51,4,10.81,1,2.7,1,2.7,0,0.0,2,5.41,3,8.11,2,5.41,04031
4,32,11,0,0.0,1,9.09,2,18.18,2,18.18,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,2,18.18,1,9.09,04032
4,33,52,1,1.92,3,5.77,8,15.38,5,9.62,5,9.62,1,1.92,2,3.85,2,3.85,1,1.92,1,1.92,1,1.92,0,0.0,0,0.0,0,0.0,4,7.69,5,9.62,8,15.38,1,1.92,0,0.0,0,0.0,1,1.92,1,1.92,2,3.85,04033
4,36,6,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,04036
4,38,3,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,04038
5,2,12,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,2,16.67,3,25.0,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,05002
5,3,72,0,0.0,0,0.0,3,4.17,3,4.17,3,4.17,0,0.0,0,0.0,0,0.0,5,6.94,5,6.94,5,6.94,0,0.0,0,0.0,0,0.0,10,13.89,14,19.44,14,19.44,1,1.39,2,2.78,0,0.0,3,4.17,2,2.78,2,2.78,05003
5,4,46,1,2.17,0,0.0,4,8.7,3,6.52,3,6.52,1,2.17,0,0.0,0,0.0,4,8.7,5,10.87,4,8.7,0,0.0,0,0.0,0,0.0,1,2.17,3,6.52,3,6.52,0,0.0,0,0.0,0,0.0,4,8.7,5,10.87,5,10.87,05004
5,5,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,05005
5,7,78,0,0.0,0,0.0,6,7.69,6,7.69,6,7.69,0,0.0,0,0.0,0,0.0,5,6.41,5,6.41,5,6.41,0,0.0,0,0.0,0,0.0,7,8.97,9,11.54,8,10.26,0,0.0,0,0.0,0,0.0,7,8.97,7,8.97,7,8.97,05007
5,8,100,0,0.0,0,0.0,2,2.0,2,2.0,1,1.0,3,3.0,0,0.0,0,0.0,9,9.0,8,8.0,7,7.0,0,0.0,0,0.0,1,1.0,10,10.0,15,15.0,15,15.0,2,2.0,0,0.0,1,1.0,10,10.0,7,7.0,7,7.0,05008
5,9,55,0,0.0,0,0.0,4,7.27,4,7.27,4,7.27,0,0.0,0,0.0,0,0.0,4,7.27,4,7.27,4,7.27,0,0.0,0,0.0,0,0.0,6,10.91,6,10.91,6,10.91,0,0.0,0,0.0,0,0.0,4,7.27,5,9.09,4,7.27,05009
5,10,5,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,40.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,05010
5,11,51,1,1.96,0,0.0,2,3.92,3,5.88,2,3.92,0,0.0,0,0.0,0,0.0,9,17.65,10,19.61,9,17.65,0,0.0,0,0.0,0,0.0,4,7.84,4,7.84,4,7.84,0,0.0,0,0.0,0,0.0,1,1.96,1,1.96,1,1.96,05011
5,12,12,1,8.33,0,0.0,1,8.33,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,2,16.67,1,8.33,2,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,1,8.33,1,8.33,05012
5,13,16,0,0.0,1,6.25,1,6.25,1,6.25,1,6.25,0,0.0,0,0.0,1,6.25,2,12.5,2,12.5,1,6.25,0,0.0,0,0.0,1,6.25,0,0.0,1,6.25,1,6.25,2,12.5,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,05013
5,15,43,0,0.0,0,0.0,2,4.65,2,4.65,2,4.65,0,0.0,0,0.0,0,0.0,4,9.3,3,6.98,3,6.98,0,0.0,0,0.0,0,0.0,4,9.3,4,9.3,3,6.98,0,0.0,0,0.0,0,0.0,5,11.63,6,13.95,5,11.63,05015
5,16,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,33.33,3,33.33,3,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05016
5,17,12,1,8.33,1,8.33,1,8.33,2,16.67,1,8.33,0,0.0,0,0.0,1,8.33,1,8.33,0,0.0,1,8.33,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.33,05017
5,18,25,0,0.0,0,0.0,2,8.0,1,4.0,2,8.0,1,4.0,1,4.0,1,4.0,2,8.0,1,4.0,1,4.0,0,0.0,0,0.0,0,0.0,1,4.0,2,8.0,2,8.0,0,0.0,0,0.0,1,4.0,2,8.0,2,8.0,3,12.0,05018
5,19,72,0,0.0,0,0.0,5,6.94,5,6.94,5,6.94,0,0.0,0,0.0,0,0.0,9,12.5,9,12.5,9,12.5,0,0.0,0,0.0,0,0.0,8,11.11,8,11.11,8,11.11,1,1.39,0,0.0,0,0.0,2,2.78,2,2.78,1,1.39,05019
5,20,57,0,0.0,0,0.0,2,3.51,2,3.51,2,3.51,0,0.0,0,0.0,0,0.0,6,10.53,4,7.02,4,7.02,0,0.0,0,0.0,0,0.0,8,14.04,9,15.79,8,14.04,0,0.0,0,0.0,0,0.0,3,5.26,5,8.77,4,7.02,05020
5,21,64,0,0.0,0,0.0,2,3.13,3,4.69,3,4.69,0,0.0,0,0.0,0,0.0,8,12.5,8,12.5,6,9.38,2,3.13,1,1.56,1,1.56,9,14.06,9,14.06,9,14.06,0,0.0,0,0.0,0,0.0,1,1.56,1,1.56,1,1.56,05021
5,22,92,0,0.0,0,0.0,6,6.52,5,5.43,5,5.43,1,1.09,0,0.0,0,0.0,9,9.78,8,8.7,7,7.61,0,0.0,0,0.0,1,1.09,14,15.22,16,17.39,13,14.13,0,0.0,0,0.0,0,0.0,4,4.35,1,1.09,2,2.17,05022
5,24,70,0,0.0,0,0.0,1,1.43,2,2.86,1,1.43,2,2.86,1,1.43,1,1.43,6,8.57,4,5.71,4,5.71,1,1.43,0,0.0,0,0.0,10,14.29,13,18.57,13,18.57,1,1.43,1,1.43,0,0.0,3,4.29,3,4.29,3,4.29,05024
5,25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,05025
5,27,129,0,0.0,0,0.0,7,5.43,8,6.2,6,4.65,1,0.78,0,0.0,0,0.0,15,11.63,15,11.63,16,12.4,1,0.78,1,0.78,1,0.78,12,9.3,15,11.63,14,10.85,0,0.0,0,0.0,1,0.78,7,5.43,5,3.88,4,3.1,05027
5,30,13,0,0.0,0,0.0,2,15.38,2,15.38,2,15.38,0,0.0,0,0.0,0,0.0,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,1,7.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.69,0,0.0,0,0.0,05030
5,33,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,05033
5,34,126,0,0.0,0,0.0,8,6.35,8,6.35,8,6.35,1,0.79,0,0.0,0,0.0,2,1.59,3,2.38,2,1.59,0,0.0,0,0.0,1,0.79,13,10.32,21,16.67,19,15.08,0,0.0,0,0.0,0,0.0,13,10.32,13,10.32,14,11.11,05034
5,35,74,0,0.0,0,0.0,7,9.46,7,9.46,6,8.11,2,2.7,1,1.35,2,2.7,3,4.05,3,4.05,3,4.05,2,2.7,1,1.35,0,0.0,7,9.46,11,14.86,9,12.16,0,0.0,0,0.0,0,0.0,4,5.41,3,4.05,3,4.05,05035
5,39,106,0,0.0,1,0.94,6,5.66,8,7.55,5,4.72,2,1.89,0,0.0,0,0.0,7,6.6,7,6.6,7,6.6,0,0.0,0,0.0,0,0.0,10,9.43,16,15.09,15,14.15,0,0.0,0,0.0,0,0.0,7,6.6,8,7.55,7,6.6,05039
6,1,10,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,06001
6,2,8,0,0.0,0,0.0,1,12.5,1,12.5,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,2,25.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,06002
6,3,6,0,0.0,0,0.0,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.67,1,16.67,1,16.67,0,0.0,0,0.0,0,0.0,1,16.67,0,0.0,0,0.0,06003
6,4,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,06004
6,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06005
6,6,17,0,0.0,0,0.0,5,29.41,4,23.53,4,23.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.88,0,0.0,1,5.88,0,0.0,2,11.76,0,0.0,06006
6,7,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,12.5,0,0.0,0,0.0,2,25.0,2,25.0,2,25.0,06007
6,8,4,0,0.0,0,0.0,1,25.0,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06008
6,9,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,20.0,0,0.0,2,40.0,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06009
6,10,9,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06010
6,11,17,0,0.0,0,0.0,2,11.76,2,11.76,3,17.65,1,5.88,0,0.0,0,0.0,0,0.0,0,0.0,1,5.88,1,5.88,0,0.0,0,0.0,0,0.0,1,5.88,0,0.0,2,11.76,1,5.88,1,5.88,0,0.0,2,11.76,0,0.0,06011
6,12,10,0,0.0,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,2,20.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,1,10.0,1,10.0,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06012
6,13,9,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,2,22.22,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06013
6,14,11,0,0.0,0,0.0,2,18.18,3,27.27,3,27.27,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.09,0,0.0,1,9.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06014
6,15,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06015
6,16,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,06016
6,17,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,06017
6,18,3,0,0.0,0,0.0,1,33.33,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06018
6,19,4,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06019
6,20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06020
6,21,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,06021
