ward,precinct,total,Luis V. Gutierrez,Luis V. Gutierrez Percent,precinct_id
22,28,68,68,100.0,22028
22,29,70,70,100.0,22029
23,9,179,179,100.0,23009
23,24,109,109,100.0,23024
23,29,139,139,100.0,23029
24,44,55,55,100.0,24044
24,53,104,104,100.0,24053
25,1,107,107,100.0,25001
25,2,166,166,100.0,25002
25,5,103,103,100.0,25005
25,6,60,60,100.0,25006
25,7,109,109,100.0,25007
25,8,125,125,100.0,25008
25,9,167,167,100.0,25009
25,11,140,140,100.0,25011
25,12,107,107,100.0,25012
25,13,153,153,100.0,25013
25,15,137,137,100.0,25015
25,17,192,192,100.0,25017
25,19,155,155,100.0,25019
25,20,138,138,100.0,25020
25,22,67,67,100.0,25022
25,23,137,137,100.0,25023
25,24,164,164,100.0,25024
25,30,132,132,100.0,25030
25,31,69,69,100.0,25031
26,1,51,51,100.0,26001
26,2,83,83,100.0,26002
26,3,61,61,100.0,26003
26,4,44,44,100.0,26004
26,5,88,88,100.0,26005
26,6,52,52,100.0,26006
26,7,42,42,100.0,26007
26,8,43,43,100.0,26008
26,9,27,27,100.0,26009
26,10,52,52,100.0,26010
26,11,60,60,100.0,26011
26,12,48,48,100.0,26012
26,13,75,75,100.0,26013
26,14,55,55,100.0,26014
26,15,62,62,100.0,26015
26,16,45,45,100.0,26016
26,18,40,40,100.0,26018
26,19,128,128,100.0,26019
26,20,82,82,100.0,26020
26,21,55,55,100.0,26021
26,22,39,39,100.0,26022
26,23,53,53,100.0,26023
26,24,50,50,100.0,26024
26,25,31,31,100.0,26025
26,26,38,38,100.0,26026
26,27,84,84,100.0,26027
26,28,60,60,100.0,26028
26,29,58,58,100.0,26029
26,30,48,48,100.0,26030
26,31,68,68,100.0,26031
26,32,62,62,100.0,26032
26,34,81,81,100.0,26034
26,35,76,76,100.0,26035
26,36,45,45,100.0,26036
26,37,41,41,100.0,26037
26,38,44,44,100.0,26038
26,39,54,54,100.0,26039
26,40,46,46,100.0,26040
26,41,74,74,100.0,26041
26,42,36,36,100.0,26042
26,43,59,59,100.0,26043
26,44,36,36,100.0,26044
26,45,72,72,100.0,26045
26,46,23,23,100.0,26046
26,47,27,27,100.0,26047
26,48,91,91,100.0,26048
26,49,42,42,100.0,26049
26,50,36,36,100.0,26050
26,51,76,76,100.0,26051
26,52,22,22,100.0,26052
26,53,31,31,100.0,26053
26,54,45,45,100.0,26054
26,55,52,52,100.0,26055
26,56,52,52,100.0,26056
26,57,52,52,100.0,26057
26,58,68,68,100.0,26058
26,59,60,60,100.0,26059
26,60,54,54,100.0,26060
26,61,36,36,100.0,26061
26,62,73,73,100.0,26062
26,63,27,27,100.0,26063
27,13,81,81,100.0,27013
27,18,23,23,100.0,27018
27,32,106,106,100.0,27032
27,35,84,84,100.0,27035
27,38,65,65,100.0,27038
27,41,72,72,100.0,27041
27,56,57,57,100.0,27056
27,59,118,118,100.0,27059
28,29,94,94,100.0,28029
28,34,23,23,100.0,28034
28,38,40,40,100.0,28038
29,6,49,49,100.0,29006
29,7,62,62,100.0,29007
29,10,54,54,100.0,29010
29,24,7,7,100.0,29024
29,39,74,74,100.0,29039
30,4,56,56,100.0,30004
30,5,31,31,100.0,30005
30,17,6,6,100.0,30017
30,18,43,43,100.0,30018
30,19,45,45,100.0,30019
30,20,57,57,100.0,30020
30,21,66,66,100.0,30021
30,22,59,59,100.0,30022
30,23,69,69,100.0,30023
30,24,62,62,100.0,30024
30,25,36,36,100.0,30025
30,26,48,48,100.0,30026
30,27,85,85,100.0,30027
30,29,39,39,100.0,30029
30,31,48,48,100.0,30031
30,32,28,28,100.0,30032
30,33,57,57,100.0,30033
30,35,61,61,100.0,30035
30,36,84,84,100.0,30036
30,41,58,58,100.0,30041
31,1,32,32,100.0,31001
31,2,45,45,100.0,31002
31,4,61,61,100.0,31004
31,5,82,82,100.0,31005
31,6,48,48,100.0,31006
31,7,65,65,100.0,31007
31,10,20,20,100.0,31010
31,11,64,64,100.0,31011
31,12,68,68,100.0,31012
31,13,55,55,100.0,31013
31,14,58,58,100.0,31014
31,16,32,32,100.0,31016
31,17,47,47,100.0,31017
31,18,53,53,100.0,31018
31,20,43,43,100.0,31020
31,21,74,74,100.0,31021
31,22,50,50,100.0,31022
31,23,45,45,100.0,31023
31,24,60,60,100.0,31024
31,25,67,67,100.0,31025
31,27,47,47,100.0,31027
31,30,100,100,100.0,31030
31,31,92,92,100.0,31031
31,34,37,37,100.0,31034
31,35,45,45,100.0,31035
31,36,78,78,100.0,31036
31,37,56,56,100.0,31037
31,39,26,26,100.0,31039
31,40,44,44,100.0,31040
31,42,86,86,100.0,31042
31,44,41,41,100.0,31044
31,49,25,25,100.0,31049
31,51,41,41,100.0,31051
32,1,22,22,100.0,32001
32,2,139,139,100.0,32002
32,3,77,77,100.0,32003
32,4,106,106,100.0,32004
32,5,65,65,100.0,32005
32,11,97,97,100.0,32011
32,12,44,44,100.0,32012
32,14,101,101,100.0,32014
32,16,90,90,100.0,32016
32,17,64,64,100.0,32017
32,28,76,76,100.0,32028
32,29,107,107,100.0,32029
32,31,138,138,100.0,32031
32,33,75,75,100.0,32033
32,34,117,117,100.0,32034
32,35,129,129,100.0,32035
32,36,105,105,100.0,32036
32,46,15,15,100.0,32046
32,52,45,45,100.0,32052
33,1,135,135,100.0,33001
33,2,146,146,100.0,33002
33,3,140,140,100.0,33003
33,4,155,155,100.0,33004
33,6,166,166,100.0,33006
33,8,126,126,100.0,33008
33,11,134,134,100.0,33011
33,12,132,132,100.0,33012
33,13,149,149,100.0,33013
33,15,122,122,100.0,33015
33,16,105,105,100.0,33016
33,17,166,166,100.0,33017
33,19,126,126,100.0,33019
33,20,135,135,100.0,33020
33,21,145,145,100.0,33021
33,22,66,66,100.0,33022
33,26,132,132,100.0,33026
33,27,93,93,100.0,33027
35,1,115,115,100.0,35001
35,2,78,78,100.0,35002
35,3,65,65,100.0,35003
35,4,125,125,100.0,35004
35,5,101,101,100.0,35005
35,6,91,91,100.0,35006
35,7,92,92,100.0,35007
35,8,94,94,100.0,35008
35,9,86,86,100.0,35009
35,10,102,102,100.0,35010
35,11,72,72,100.0,35011
35,12,130,130,100.0,35012
35,13,33,33,100.0,35013
35,14,106,106,100.0,35014
35,15,97,97,100.0,35015
35,16,109,109,100.0,35016
35,17,91,91,100.0,35017
35,18,118,118,100.0,35018
35,19,83,83,100.0,35019
35,20,77,77,100.0,35020
35,21,102,102,100.0,35021
35,23,66,66,100.0,35023
35,24,61,61,100.0,35024
35,25,94,94,100.0,35025
35,26,111,111,100.0,35026
35,27,116,116,100.0,35027
35,28,100,100,100.0,35028
35,29,116,116,100.0,35029
35,30,153,153,100.0,35030
35,31,49,49,100.0,35031
35,32,70,70,100.0,35032
35,34,90,90,100.0,35034
35,35,100,100,100.0,35035
35,36,68,68,100.0,35036
36,4,59,59,100.0,36004
36,33,58,58,100.0,36033
36,44,35,35,100.0,36044
36,54,33,33,100.0,36054
36,55,10,10,100.0,36055
37,1,57,57,100.0,37001
37,11,32,32,100.0,37011
37,19,75,75,100.0,37019
37,39,89,89,100.0,37039
