ward,precinct,total,Thomas J. Dart,Thomas J. Dart Percent,Sylvester E. Baker Jr.,Sylvester E. Baker Jr. Percent,precinct_id
2,14,232,139,59.91,93,40.09,02014
2,15,60,32,53.33,28,46.67,02015
2,16,147,132,89.8,15,10.2,02016
2,17,82,45,54.88,37,45.12,02017
2,18,166,143,86.14,23,13.86,02018
2,19,192,150,78.13,42,21.88,02019
2,20,246,157,63.82,89,36.18,02020
2,21,171,110,64.33,61,35.67,02021
2,22,249,201,80.72,48,19.28,02022
2,23,100,55,55.0,45,45.0,02023
2,24,72,50,69.44,22,30.56,02024
2,25,170,127,74.71,43,25.29,02025
2,26,133,78,58.65,55,41.35,02026
2,27,116,70,60.34,46,39.66,02027
2,28,97,76,78.35,21,21.65,02028
2,29,85,59,69.41,26,30.59,02029
2,30,145,124,85.52,21,14.48,02030
2,31,150,80,53.33,70,46.67,02031
2,32,61,42,68.85,19,31.15,02032
2,33,65,33,50.77,32,49.23,02033
2,34,125,61,48.8,64,51.2,02034
2,35,30,25,83.33,5,16.67,02035
2,36,217,166,76.5,51,23.5,02036
2,37,129,113,87.6,16,12.4,02037
2,38,194,172,88.66,22,11.34,02038
2,39,105,78,74.29,27,25.71,02039
2,40,230,176,76.52,54,23.48,02040
2,41,59,27,45.76,32,54.24,02041
2,42,91,64,70.33,27,29.67,02042
2,43,246,198,80.49,48,19.51,02043
2,44,131,74,56.49,57,43.51,02044
2,45,120,57,47.5,63,52.5,02045
2,46,243,149,61.32,94,38.68,02046
2,47,100,53,53.0,47,47.0,02047
2,48,82,40,48.78,42,51.22,02048
2,49,108,89,82.41,19,17.59,02049
2,50,96,69,71.88,27,28.13,02050
2,51,89,48,53.93,41,46.07,02051
2,52,164,101,61.59,63,38.41,02052
2,53,109,85,77.98,24,22.02,02053
2,54,167,139,83.23,28,16.77,02054
2,55,62,49,79.03,13,20.97,02055
2,56,126,68,53.97,58,46.03,02056
3,1,128,89,69.53,39,30.47,03001
3,2,208,134,64.42,74,35.58,03002
3,3,149,114,76.51,35,23.49,03003
3,4,93,55,59.14,38,40.86,03004
3,5,132,75,56.82,57,43.18,03005
3,6,34,19,55.88,15,44.12,03006
3,7,183,121,66.12,62,33.88,03007
3,8,109,64,58.72,45,41.28,03008
3,9,133,72,54.14,61,45.86,03009
3,10,43,29,67.44,14,32.56,03010
3,11,127,77,60.63,50,39.37,03011
3,12,110,53,48.18,57,51.82,03012
3,13,77,49,63.64,28,36.36,03013
3,14,108,54,50.0,54,50.0,03014
3,15,152,97,63.82,55,36.18,03015
3,16,110,67,60.91,43,39.09,03016
3,17,66,41,62.12,25,37.88,03017
3,18,69,42,60.87,27,39.13,03018
3,19,34,26,76.47,8,23.53,03019
3,20,102,55,53.92,47,46.08,03020
3,21,55,26,47.27,29,52.73,03021
3,22,77,48,62.34,29,37.66,03022
3,23,110,70,63.64,40,36.36,03023
3,24,160,75,46.88,85,53.13,03024
3,25,82,43,52.44,39,47.56,03025
3,26,38,21,55.26,17,44.74,03026
3,27,127,73,57.48,54,42.52,03027
3,28,223,183,82.06,40,17.94,03028
3,29,136,89,65.44,47,34.56,03029
3,30,105,57,54.29,48,45.71,03030
3,31,215,113,52.56,102,47.44,03031
3,32,92,51,55.43,41,44.57,03032
3,33,178,109,61.24,69,38.76,03033
3,34,132,80,60.61,52,39.39,03034
3,35,135,71,52.59,64,47.41,03035
3,36,38,22,57.89,16,42.11,03036
3,37,56,38,67.86,18,32.14,03037
3,38,216,123,56.94,93,43.06,03038
3,39,231,117,50.65,114,49.35,03039
3,40,142,86,60.56,56,39.44,03040
3,41,141,79,56.03,62,43.97,03041
3,42,80,45,56.25,35,43.75,03042
3,43,18,10,55.56,8,44.44,03043
3,44,26,15,57.69,11,42.31,03044
3,45,180,123,68.33,57,31.67,03045
3,46,15,8,53.33,7,46.67,03046
3,47,80,51,63.75,29,36.25,03047
3,48,85,52,61.18,33,38.82,03048
3,49,32,15,46.88,17,53.13,03049
3,50,75,43,57.33,32,42.67,03050
4,1,216,155,71.76,61,28.24,04001
4,2,237,145,61.18,92,38.82,04002
4,3,207,116,56.04,91,43.96,04003
4,4,167,104,62.28,63,37.72,04004
4,5,238,120,50.42,118,49.58,04005
4,6,82,44,53.66,38,46.34,04006
4,7,205,123,60.0,82,40.0,04007
4,8,200,117,58.5,83,41.5,04008
4,9,395,236,59.75,159,40.25,04009
4,10,189,112,59.26,77,40.74,04010
4,11,127,75,59.06,52,40.94,04011
4,12,97,52,53.61,45,46.39,04012
4,13,133,100,75.19,33,24.81,04013
4,14,99,63,63.64,36,36.36,04014
4,15,135,83,61.48,52,38.52,04015
4,16,191,103,53.93,88,46.07,04016
4,17,184,133,72.28,51,27.72,04017
4,18,173,103,59.54,70,40.46,04018
4,19,159,91,57.23,68,42.77,04019
4,20,93,48,51.61,45,48.39,04020
4,21,227,164,72.25,63,27.75,04021
4,22,237,173,73.0,64,27.0,04022
4,23,139,101,72.66,38,27.34,04023
4,24,170,123,72.35,47,27.65,04024
4,25,200,113,56.5,87,43.5,04025
4,26,183,93,50.82,90,49.18,04026
4,27,148,104,70.27,44,29.73,04027
4,28,117,89,76.07,28,23.93,04028
4,29,157,123,78.34,34,21.66,04029
4,30,147,96,65.31,51,34.69,04030
4,31,103,88,85.44,15,14.56,04031
4,32,174,135,77.59,39,22.41,04032
4,33,134,83,61.94,51,38.06,04033
4,34,131,108,82.44,23,17.56,04034
4,35,93,52,55.91,41,44.09,04035
4,36,126,78,61.9,48,38.1,04036
4,37,0,0,0.0,0,0.0,04037
4,38,290,199,68.62,91,31.38,04038
4,39,119,73,61.34,46,38.66,04039
4,40,151,86,56.95,65,43.05,04040
4,41,69,54,78.26,15,21.74,04041
4,42,208,120,57.69,88,42.31,04042
4,43,119,94,78.99,25,21.01,04043
4,44,104,69,66.35,35,33.65,04044
4,45,331,210,63.44,121,36.56,04045
4,46,125,71,56.8,54,43.2,04046
4,47,199,147,73.87,52,26.13,04047
4,48,234,180,76.92,54,23.08,04048
4,49,124,77,62.1,47,37.9,04049
4,50,161,99,61.49,62,38.51,04050
4,51,164,99,60.37,65,39.63,04051
4,52,200,115,57.5,85,42.5,04052
5,1,180,97,53.89,83,46.11,05001
5,2,140,85,60.71,55,39.29,05002
5,3,69,49,71.01,20,28.99,05003
5,4,126,53,42.06,73,57.94,05004
5,5,129,77,59.69,52,40.31,05005
5,6,168,87,51.79,81,48.21,05006
5,7,172,95,55.23,77,44.77,05007
5,8,211,188,89.1,23,10.9,05008
5,9,143,84,58.74,59,41.26,05009
5,10,120,65,54.17,55,45.83,05010
5,11,138,114,82.61,24,17.39,05011
5,12,83,41,49.4,42,50.6,05012
5,13,154,80,51.95,74,48.05,05013
5,14,219,164,74.89,55,25.11,05014
5,15,116,73,62.93,43,37.07,05015
5,16,110,62,56.36,48,43.64,05016
5,17,130,76,58.46,54,41.54,05017
5,18,135,92,68.15,43,31.85,05018
5,19,70,34,48.57,36,51.43,05019
5,20,59,29,49.15,30,50.85,05020
5,21,136,82,60.29,54,39.71,05021
5,22,144,85,59.03,59,40.97,05022
5,23,90,48,53.33,42,46.67,05023
5,24,177,129,72.88,48,27.12,05024
5,25,115,73,63.48,42,36.52,05025
5,26,150,80,53.33,70,46.67,05026
5,27,161,144,89.44,17,10.56,05027
5,28,195,115,58.97,80,41.03,05028
5,29,161,82,50.93,79,49.07,05029
5,30,124,113,91.13,11,8.87,05030
5,31,131,76,58.02,55,41.98,05031
5,32,290,166,57.24,124,42.76,05032
5,33,108,62,57.41,46,42.59,05033
5,34,157,76,48.41,81,51.59,05034
5,35,124,88,70.97,36,29.03,05035
5,36,60,33,55.0,27,45.0,05036
5,37,125,95,76.0,30,24.0,05037
5,38,197,163,82.74,34,17.26,05038
5,39,193,169,87.56,24,12.44,05039
5,40,121,61,50.41,60,49.59,05040
5,41,119,108,90.76,11,9.24,05041
5,42,150,79,52.67,71,47.33,05042
5,43,178,102,57.3,76,42.7,05043
5,44,154,90,58.44,64,41.56,05044
5,45,87,46,52.87,41,47.13,05045
5,46,141,123,87.23,18,12.77,05046
5,47,123,60,48.78,63,51.22,05047
5,48,105,81,77.14,24,22.86,05048
5,49,32,12,37.5,20,62.5,05049
5,50,97,47,48.45,50,51.55,05050
5,51,98,54,55.1,44,44.9,05051
5,52,8,7,87.5,1,12.5,05052
5,53,178,116,65.17,62,34.83,05053
5,54,247,131,53.04,116,46.96,05054
5,55,134,79,58.96,55,41.04,05055
6,1,240,117,48.75,123,51.25,06001
6,2,199,106,53.27,93,46.73,06002
6,3,193,98,50.78,95,49.22,06003
6,4,132,59,44.7,73,55.3,06004
6,5,68,23,33.82,45,66.18,06005
6,6,147,75,51.02,72,48.98,06006
6,7,157,93,59.24,64,40.76,06007
6,8,222,87,39.19,135,60.81,06008
6,9,180,88,48.89,92,51.11,06009
6,10,293,132,45.05,161,54.95,06010
6,11,162,77,47.53,85,52.47,06011
6,12,122,68,55.74,54,44.26,06012
6,13,137,65,47.45,72,52.55,06013
6,14,138,54,39.13,84,60.87,06014
6,15,82,35,42.68,47,57.32,06015
6,16,209,75,35.89,134,64.11,06016
6,17,220,94,42.73,126,57.27,06017
6,18,70,29,41.43,41,58.57,06018
6,19,195,116,59.49,79,40.51,06019
6,20,162,85,52.47,77,47.53,06020
6,21,194,105,54.12,89,45.88,06021
6,22,144,66,45.83,78,54.17,06022
6,23,140,68,48.57,72,51.43,06023
6,24,166,82,49.4,84,50.6,06024
6,25,89,43,48.31,46,51.69,06025
6,26,188,84,44.68,104,55.32,06026
6,27,214,111,51.87,103,48.13,06027
6,28,335,154,45.97,181,54.03,06028
6,29,236,110,46.61,126,53.39,06029
6,30,105,54,51.43,51,48.57,06030
6,31,201,105,52.24,96,47.76,06031
6,32,154,75,48.7,79,51.3,06032
6,33,209,103,49.28,106,50.72,06033
6,34,135,66,48.89,69,51.11,06034
6,35,149,83,55.7,66,44.3,06035
6,36,93,48,51.61,45,48.39,06036
6,37,225,101,44.89,124,55.11,06037
6,38,173,70,40.46,103,59.54,06038
6,39,121,56,46.28,65,53.72,06039
6,40,72,32,44.44,40,55.56,06040
6,41,202,87,43.07,115,56.93,06041
6,42,64,25,39.06,39,60.94,06042
6,43,173,80,46.24,93,53.76,06043
6,44,169,89,52.66,80,47.34,06044
6,45,138,66,47.83,72,52.17,06045
6,46,167,78,46.71,89,53.29,06046
6,47,189,97,51.32,92,48.68,06047
6,48,137,60,43.8,77,56.2,06048
6,49,150,66,44.0,84,56.0,06049
6,50,176,98,55.68,78,44.32,06050
6,51,98,39,39.8,59,60.2,06051
6,52,104,43,41.35,61,58.65,06052
6,53,141,75,53.19,66,46.81,06053
6,54,136,70,51.47,66,48.53,06054
6,55,138,50,36.23,88,63.77,06055
6,56,128,54,42.19,74,57.81,06056
6,57,78,24,30.77,54,69.23,06057
6,58,199,92,46.23,107,53.77,06058
6,59,162,87,53.7,75,46.3,06059
6,60,114,51,44.74,63,55.26,06060
6,61,83,43,51.81,40,48.19,06061
6,62,139,68,48.92,71,51.08,06062
6,63,164,70,42.68,94,57.32,06063
6,64,203,101,49.75,102,50.25,06064
7,1,292,179,61.3,113,38.7,07001
7,2,166,70,42.17,96,57.83,07002
7,3,95,46,48.42,49,51.58,07003
7,4,95,58,61.05,37,38.95,07004
7,5,77,49,63.64,28,36.36,07005
7,6,118,58,49.15,60,50.85,07006
7,7,85,39,45.88,46,54.12,07007
7,8,39,25,64.1,14,35.9,07008
7,9,146,71,48.63,75,51.37,07009
7,10,75,40,53.33,35,46.67,07010
7,11,173,98,56.65,75,43.35,07011
7,12,106,59,55.66,47,44.34,07012
7,13,92,42,45.65,50,54.35,07013
7,14,141,75,53.19,66,46.81,07014
7,15,63,38,60.32,25,39.68,07015
7,16,67,37,55.22,30,44.78,07016
7,17,68,33,48.53,35,51.47,07017
7,18,88,55,62.5,33,37.5,07018
7,19,202,100,49.5,102,50.5,07019
7,20,51,27,52.94,24,47.06,07020
7,21,124,64,51.61,60,48.39,07021
7,22,104,54,51.92,50,48.08,07022
7,23,123,54,43.9,69,56.1,07023
7,24,127,64,50.39,63,49.61,07024
7,25,185,94,50.81,91,49.19,07025
7,26,170,77,45.29,93,54.71,07026
7,27,211,113,53.55,98,46.45,07027
7,28,113,50,44.25,63,55.75,07028
7,29,138,82,59.42,56,40.58,07029
7,30,170,97,57.06,73,42.94,07030
7,31,153,92,60.13,61,39.87,07031
7,32,90,58,64.44,32,35.56,07032
7,33,120,68,56.67,52,43.33,07033
7,34,129,69,53.49,60,46.51,07034
7,35,168,94,55.95,74,44.05,07035
7,36,159,77,48.43,82,51.57,07036
7,37,74,37,50.0,37,50.0,07037
7,38,103,55,53.4,48,46.6,07038
7,39,95,42,44.21,53,55.79,07039
7,40,107,56,52.34,51,47.66,07040
7,41,125,80,64.0,45,36.0,07041
7,42,193,100,51.81,93,48.19,07042
7,43,146,80,54.79,66,45.21,07043
7,44,211,110,52.13,101,47.87,07044
7,45,224,130,58.04,94,41.96,07045
7,46,78,47,60.26,31,39.74,07046
7,47,112,51,45.54,61,54.46,07047
7,48,119,65,54.62,54,45.38,07048
7,49,82,34,41.46,48,58.54,07049
7,50,104,40,38.46,64,61.54,07050
7,51,237,119,50.21,118,49.79,07051
7,52,112,62,55.36,50,44.64,07052
7,53,122,64,52.46,58,47.54,07053
7,54,62,39,62.9,23,37.1,07054
7,55,130,69,53.08,61,46.92,07055
7,56,105,52,49.52,53,50.48,07056
7,57,121,66,54.55,55,45.45,07057
7,58,194,108,55.67,86,44.33,07058
7,59,73,35,47.95,38,52.05,07059
7,60,88,45,51.14,43,48.86,07060
7,61,131,74,56.49,57,43.51,07061
8,1,200,116,58.0,84,42.0,08001
8,2,92,53,57.61,39,42.39,08002
8,3,244,126,51.64,118,48.36,08003
8,4,170,107,62.94,63,37.06,08004
8,5,241,120,49.79,121,50.21,08005
8,6,187,88,47.06,99,52.94,08006
8,7,133,80,60.15,53,39.85,08007
8,8,224,117,52.23,107,47.77,08008
8,9,224,129,57.59,95,42.41,08009
8,10,274,149,54.38,125,45.62,08010
8,11,163,83,50.92,80,49.08,08011
8,12,131,74,56.49,57,43.51,08012
8,13,112,68,60.71,44,39.29,08013
8,14,86,45,52.33,41,47.67,08014
8,15,123,71,57.72,52,42.28,08015
8,16,211,98,46.45,113,53.55,08016
8,17,154,89,57.79,65,42.21,08017
8,18,78,42,53.85,36,46.15,08018
8,19,244,129,52.87,115,47.13,08019
8,20,127,68,53.54,59,46.46,08020
8,21,141,69,48.94,72,51.06,08021
8,22,135,66,48.89,69,51.11,08022
8,23,141,78,55.32,63,44.68,08023
8,24,172,87,50.58,85,49.42,08024
8,25,154,90,58.44,64,41.56,08025
8,26,110,56,50.91,54,49.09,08026
8,27,181,96,53.04,85,46.96,08027
8,28,135,77,57.04,58,42.96,08028
8,29,159,80,50.31,79,49.69,08029
8,30,148,75,50.68,73,49.32,08030
8,31,116,63,54.31,53,45.69,08031
8,32,263,117,44.49,146,55.51,08032
8,33,167,86,51.5,81,48.5,08033
8,34,212,114,53.77,98,46.23,08034
8,35,203,124,61.08,79,38.92,08035
8,36,160,101,63.13,59,36.88,08036
8,37,172,80,46.51,92,53.49,08037
8,38,150,75,50.0,75,50.0,08038
8,39,180,92,51.11,88,48.89,08039
8,40,132,76,57.58,56,42.42,08040
8,41,143,74,51.75,69,48.25,08041
8,42,170,98,57.65,72,42.35,08042
8,43,97,50,51.55,47,48.45,08043
8,44,138,78,56.52,60,43.48,08044
8,45,104,54,51.92,50,48.08,08045
8,46,136,75,55.15,61,44.85,08046
8,47,177,93,52.54,84,47.46,08047
8,48,145,83,57.24,62,42.76,08048
8,49,227,123,54.19,104,45.81,08049
8,50,179,96,53.63,83,46.37,08050
8,51,207,109,52.66,98,47.34,08051
8,52,192,95,49.48,97,50.52,08052
8,53,215,125,58.14,90,41.86,08053
8,54,167,92,55.09,75,44.91,08054
8,55,124,60,48.39,64,51.61,08055
8,56,153,85,55.56,68,44.44,08056
8,57,145,72,49.66,73,50.34,08057
8,58,193,101,52.33,92,47.67,08058
8,59,77,36,46.75,41,53.25,08059
8,60,140,71,50.71,69,49.29,08060
8,61,151,81,53.64,70,46.36,08061
8,62,166,102,61.45,64,38.55,08062
8,63,175,91,52.0,84,48.0,08063
8,64,142,71,50.0,71,50.0,08064
8,65,117,73,62.39,44,37.61,08065
8,66,247,122,49.39,125,50.61,08066
8,67,82,44,53.66,38,46.34,08067
8,68,74,39,52.7,35,47.3,08068
8,69,91,43,47.25,48,52.75,08069
8,70,167,95,56.89,72,43.11,08070
9,1,179,97,54.19,82,45.81,09001
9,2,154,70,45.45,84,54.55,09002
9,3,52,32,61.54,20,38.46,09003
9,4,149,99,66.44,50,33.56,09004
9,5,162,100,61.73,62,38.27,09005
9,6,166,98,59.04,68,40.96,09006
9,7,137,73,53.28,64,46.72,09007
9,8,150,87,58.0,63,42.0,09008
9,9,222,141,63.51,81,36.49,09009
9,10,145,86,59.31,59,40.69,09010
9,11,111,64,57.66,47,42.34,09011
9,12,143,80,55.94,63,44.06,09012
9,13,184,110,59.78,74,40.22,09013
9,14,213,121,56.81,92,43.19,09014
9,15,123,66,53.66,57,46.34,09015
9,16,95,57,60.0,38,40.0,09016
9,17,126,76,60.32,50,39.68,09017
9,18,161,91,56.52,70,43.48,09018
9,19,166,95,57.23,71,42.77,09019
9,20,195,102,52.31,93,47.69,09020
9,21,174,79,45.4,95,54.6,09021
9,22,210,131,62.38,79,37.62,09022
9,23,111,63,56.76,48,43.24,09023
9,24,30,22,73.33,8,26.67,09024
9,25,115,89,77.39,26,22.61,09025
9,26,85,51,60.0,34,40.0,09026
9,27,130,76,58.46,54,41.54,09027
9,28,56,34,60.71,22,39.29,09028
9,29,115,67,58.26,48,41.74,09029
9,30,165,98,59.39,67,40.61,09030
9,31,142,84,59.15,58,40.85,09031
9,32,147,87,59.18,60,40.82,09032
9,33,95,50,52.63,45,47.37,09033
9,34,116,59,50.86,57,49.14,09034
9,35,207,120,57.97,87,42.03,09035
9,36,200,111,55.5,89,44.5,09036
9,37,146,118,80.82,28,19.18,09037
9,38,142,89,62.68,53,37.32,09038
9,39,184,113,61.41,71,38.59,09039
9,40,177,105,59.32,72,40.68,09040
9,41,182,105,57.69,77,42.31,09041
9,42,45,32,71.11,13,28.89,09042
9,43,74,50,67.57,24,32.43,09043
9,44,93,54,58.06,39,41.94,09044
9,45,141,81,57.45,60,42.55,09045
9,46,141,82,58.16,59,41.84,09046
9,47,191,103,53.93,88,46.07,09047
9,48,177,119,67.23,58,32.77,09048
9,49,78,44,56.41,34,43.59,09049
9,50,162,92,56.79,70,43.21,09050
9,51,106,65,61.32,41,38.68,09051
9,52,196,128,65.31,68,34.69,09052
9,53,71,38,53.52,33,46.48,09053
10,1,96,64,66.67,32,33.33,10001
10,2,75,60,80.0,15,20.0,10002
10,3,138,120,86.96,18,13.04,10003
10,4,72,42,58.33,30,41.67,10004
10,5,82,55,67.07,27,32.93,10005
10,6,111,64,57.66,47,42.34,10006
10,7,27,12,44.44,15,55.56,10007
10,8,83,72,86.75,11,13.25,10008
10,9,116,92,79.31,24,20.69,10009
10,10,92,80,86.96,12,13.04,10010
10,11,109,80,73.39,29,26.61,10011
10,12,80,67,83.75,13,16.25,10012
10,13,86,68,79.07,18,20.93,10013
10,14,98,88,89.8,10,10.2,10014
10,15,45,35,77.78,10,22.22,10015
10,16,103,91,88.35,12,11.65,10016
10,17,92,87,94.57,5,5.43,10017
10,18,51,32,62.75,19,37.25,10018
10,19,106,88,83.02,18,16.98,10019
10,20,79,67,84.81,12,15.19,10020
10,21,94,74,78.72,20,21.28,10021
10,22,59,39,66.1,20,33.9,10022
10,23,81,71,87.65,10,12.35,10023
10,24,94,81,86.17,13,13.83,10024
10,25,111,73,65.77,38,34.23,10025
10,26,68,52,76.47,16,23.53,10026
10,27,112,90,80.36,22,19.64,10027
10,28,83,49,59.04,34,40.96,10028
10,29,107,64,59.81,43,40.19,10029
10,30,88,63,71.59,25,28.41,10030
10,31,101,78,77.23,23,22.77,10031
10,32,82,60,73.17,22,26.83,10032
10,33,85,68,80.0,17,20.0,10033
10,34,89,69,77.53,20,22.47,10034
10,35,96,71,73.96,25,26.04,10035
10,36,115,73,63.48,42,36.52,10036
10,37,64,39,60.94,25,39.06,10037
10,38,118,95,80.51,23,19.49,10038
10,39,95,76,80.0,19,20.0,10039
10,40,74,58,78.38,16,21.62,10040
10,41,142,121,85.21,21,14.79,10041
10,42,92,84,91.3,8,8.7,10042
10,43,43,25,58.14,18,41.86,10043
10,44,80,60,75.0,20,25.0,10044
10,45,44,33,75.0,11,25.0,10045
10,46,91,77,84.62,14,15.38,10046
10,47,84,68,80.95,16,19.05,10047
10,48,72,45,62.5,27,37.5,10048
11,1,163,137,84.05,26,15.95,11001
11,2,135,103,76.3,32,23.7,11002
11,3,101,88,87.13,13,12.87,11003
11,4,124,107,86.29,17,13.71,11004
11,5,67,61,91.04,6,8.96,11005
11,6,151,122,80.79,29,19.21,11006
11,7,149,140,93.96,9,6.04,11007
11,8,129,107,82.95,22,17.05,11008
11,9,71,59,83.1,12,16.9,11009
11,10,97,85,87.63,12,12.37,11010
11,11,178,154,86.52,24,13.48,11011
11,12,173,166,95.95,7,4.05,11012
11,13,136,120,88.24,16,11.76,11013
11,14,118,110,93.22,8,6.78,11014
11,15,130,120,92.31,10,7.69,11015
11,16,152,129,84.87,23,15.13,11016
11,17,186,161,86.56,25,13.44,11017
11,18,101,87,86.14,14,13.86,11018
11,19,99,83,83.84,16,16.16,11019
11,20,136,127,93.38,9,6.62,11020
11,21,168,163,97.02,5,2.98,11021
11,22,145,135,93.1,10,6.9,11022
11,23,116,110,94.83,6,5.17,11023
11,24,309,294,95.15,15,4.85,11024
11,25,150,142,94.67,8,5.33,11025
11,26,193,169,87.56,24,12.44,11026
11,27,102,96,94.12,6,5.88,11027
11,28,109,104,95.41,5,4.59,11028
11,29,132,109,82.58,23,17.42,11029
11,30,122,101,82.79,21,17.21,11030
11,31,116,107,92.24,9,7.76,11031
11,32,145,139,95.86,6,4.14,11032
11,33,101,89,88.12,12,11.88,11033
11,34,89,79,88.76,10,11.24,11034
11,35,221,213,96.38,8,3.62,11035
11,36,41,38,92.68,3,7.32,11036
11,37,177,168,94.92,9,5.08,11037
11,38,218,200,91.74,18,8.26,11038
11,39,228,216,94.74,12,5.26,11039
11,40,97,89,91.75,8,8.25,11040
11,41,81,75,92.59,6,7.41,11041
11,42,104,96,92.31,8,7.69,11042
11,43,139,123,88.49,16,11.51,11043
11,44,142,123,86.62,19,13.38,11044
11,45,70,64,91.43,6,8.57,11045
11,46,97,83,85.57,14,14.43,11046
11,47,114,99,86.84,15,13.16,11047
11,48,65,62,95.38,3,4.62,11048
11,49,139,130,93.53,9,6.47,11049
11,50,69,62,89.86,7,10.14,11050
12,1,69,55,79.71,14,20.29,12001
12,2,85,62,72.94,23,27.06,12002
12,3,76,58,76.32,18,23.68,12003
12,4,49,40,81.63,9,18.37,12004
12,5,75,58,77.33,17,22.67,12005
12,6,89,58,65.17,31,34.83,12006
12,7,100,78,78.0,22,22.0,12007
12,8,130,103,79.23,27,20.77,12008
12,9,68,46,67.65,22,32.35,12009
12,10,80,62,77.5,18,22.5,12010
12,11,133,96,72.18,37,27.82,12011
12,12,57,44,77.19,13,22.81,12012
12,13,111,93,83.78,18,16.22,12013
12,14,96,65,67.71,31,32.29,12014
12,15,71,46,64.79,25,35.21,12015
12,16,83,55,66.27,28,33.73,12016
12,17,118,75,63.56,43,36.44,12017
12,18,77,56,72.73,21,27.27,12018
12,19,107,81,75.7,26,24.3,12019
12,20,71,52,73.24,19,26.76,12020
12,21,88,75,85.23,13,14.77,12021
12,22,71,49,69.01,22,30.99,12022
12,23,103,83,80.58,20,19.42,12023
12,24,108,78,72.22,30,27.78,12024
13,1,180,167,92.78,13,7.22,13001
13,2,127,110,86.61,17,13.39,13002
13,3,194,155,79.9,39,20.1,13003
13,4,242,216,89.26,26,10.74,13004
13,5,156,131,83.97,25,16.03,13005
13,6,138,122,88.41,16,11.59,13006
13,7,149,132,88.59,17,11.41,13007
13,8,181,175,96.69,6,3.31,13008
13,9,157,145,92.36,12,7.64,13009
13,10,135,115,85.19,20,14.81,13010
13,11,143,120,83.92,23,16.08,13011
13,12,127,110,86.61,17,13.39,13012
13,13,209,190,90.91,19,9.09,13013
13,14,138,122,88.41,16,11.59,13014
13,15,214,189,88.32,25,11.68,13015
13,16,209,189,90.43,20,9.57,13016
13,17,174,164,94.25,10,5.75,13017
13,18,151,123,81.46,28,18.54,13018
13,19,178,154,86.52,24,13.48,13019
13,20,168,145,86.31,23,13.69,13020
13,21,176,134,76.14,42,23.86,13021
13,22,116,94,81.03,22,18.97,13022
13,23,143,127,88.81,16,11.19,13023
13,24,145,134,92.41,11,7.59,13024
13,25,123,112,91.06,11,8.94,13025
13,26,162,150,92.59,12,7.41,13026
