ward,precinct,total,"John Patrick Callahan, Jr.","John Patrick Callahan, Jr. Percent",Joanne F. Fehn,Joanne F. Fehn Percent,precinct_id
5,43,143,90,62.94,53,37.06,05043
5,44,126,78,61.9,48,38.1,05044
5,45,73,32,43.84,41,56.16,05045
5,46,121,73,60.33,48,39.67,05046
5,47,100,64,64.0,36,36.0,05047
5,48,84,43,51.19,41,48.81,05048
5,49,28,16,57.14,12,42.86,05049
5,50,82,55,67.07,27,32.93,05050
5,51,83,49,59.04,34,40.96,05051
5,52,8,5,62.5,3,37.5,05052
5,53,145,92,63.45,53,36.55,05053
5,54,194,104,53.61,90,46.39,05054
5,55,101,62,61.39,39,38.61,05055
6,1,201,110,54.73,91,45.27,06001
6,2,173,94,54.34,79,45.66,06002
6,3,166,103,62.05,63,37.95,06003
6,4,105,69,65.71,36,34.29,06004
6,5,53,30,56.6,23,43.4,06005
6,6,120,73,60.83,47,39.17,06006
6,7,133,78,58.65,55,41.35,06007
6,8,193,115,59.59,78,40.41,06008
6,9,145,77,53.1,68,46.9,06009
6,10,248,140,56.45,108,43.55,06010
6,11,141,80,56.74,61,43.26,06011
6,12,112,77,68.75,35,31.25,06012
6,13,121,66,54.55,55,45.45,06013
6,14,114,65,57.02,49,42.98,06014
6,15,67,39,58.21,28,41.79,06015
6,16,165,103,62.42,62,37.58,06016
6,17,180,103,57.22,77,42.78,06017
6,18,60,31,51.67,29,48.33,06018
6,19,162,88,54.32,74,45.68,06019
6,20,149,90,60.4,59,39.6,06020
6,21,143,88,61.54,55,38.46,06021
6,22,127,62,48.82,65,51.18,06022
6,23,125,77,61.6,48,38.4,06023
6,24,136,74,54.41,62,45.59,06024
6,25,81,50,61.73,31,38.27,06025
6,26,153,92,60.13,61,39.87,06026
6,27,182,115,63.19,67,36.81,06027
6,28,287,158,55.05,129,44.95,06028
6,29,192,117,60.94,75,39.06,06029
6,30,93,58,62.37,35,37.63,06030
6,31,172,99,57.56,73,42.44,06031
6,32,133,81,60.9,52,39.1,06032
6,33,180,113,62.78,67,37.22,06033
6,34,110,59,53.64,51,46.36,06034
6,35,123,77,62.6,46,37.4,06035
6,36,79,51,64.56,28,35.44,06036
6,37,178,108,60.67,70,39.33,06037
6,38,148,93,62.84,55,37.16,06038
6,39,102,58,56.86,44,43.14,06039
6,40,68,36,52.94,32,47.06,06040
6,41,174,89,51.15,85,48.85,06041
6,42,50,31,62.0,19,38.0,06042
6,43,143,92,64.34,51,35.66,06043
6,44,144,72,50.0,72,50.0,06044
6,45,109,73,66.97,36,33.03,06045
6,46,141,74,52.48,67,47.52,06046
6,47,161,90,55.9,71,44.1,06047
6,48,126,70,55.56,56,44.44,06048
6,49,119,76,63.87,43,36.13,06049
6,50,145,91,62.76,54,37.24,06050
6,51,80,46,57.5,34,42.5,06051
6,52,89,60,67.42,29,32.58,06052
6,53,124,81,65.32,43,34.68,06053
6,54,117,68,58.12,49,41.88,06054
6,55,114,69,60.53,45,39.47,06055
6,56,117,66,56.41,51,43.59,06056
6,57,66,35,53.03,31,46.97,06057
6,58,171,97,56.73,74,43.27,06058
6,59,135,81,60.0,54,40.0,06059
6,60,93,59,63.44,34,36.56,06060
6,61,75,45,60.0,30,40.0,06061
6,62,120,70,58.33,50,41.67,06062
6,63,137,77,56.2,60,43.8,06063
6,64,171,101,59.06,70,40.94,06064
7,1,259,161,62.16,98,37.84,07001
7,2,149,76,51.01,73,48.99,07002
7,3,81,52,64.2,29,35.8,07003
7,4,80,46,57.5,34,42.5,07004
7,5,68,37,54.41,31,45.59,07005
7,6,89,52,58.43,37,41.57,07006
7,7,75,45,60.0,30,40.0,07007
7,8,33,20,60.61,13,39.39,07008
7,9,124,71,57.26,53,42.74,07009
7,10,65,39,60.0,26,40.0,07010
7,11,130,73,56.15,57,43.85,07011
7,12,89,51,57.3,38,42.7,07012
7,13,86,48,55.81,38,44.19,07013
7,14,120,71,59.17,49,40.83,07014
7,15,61,36,59.02,25,40.98,07015
7,16,55,30,54.55,25,45.45,07016
7,17,56,27,48.21,29,51.79,07017
7,18,84,40,47.62,44,52.38,07018
7,19,160,92,57.5,68,42.5,07019
7,20,41,23,56.1,18,43.9,07020
7,21,105,66,62.86,39,37.14,07021
7,22,93,51,54.84,42,45.16,07022
7,23,97,58,59.79,39,40.21,07023
7,24,114,66,57.89,48,42.11,07024
7,25,148,80,54.05,68,45.95,07025
7,26,148,86,58.11,62,41.89,07026
7,27,190,112,58.95,78,41.05,07027
7,28,109,55,50.46,54,49.54,07028
7,29,102,63,61.76,39,38.24,07029
7,30,156,94,60.26,62,39.74,07030
7,31,131,85,64.89,46,35.11,07031
7,32,79,47,59.49,32,40.51,07032
7,33,98,72,73.47,26,26.53,07033
7,34,116,71,61.21,45,38.79,07034
7,35,150,71,47.33,79,52.67,07035
7,36,136,82,60.29,54,39.71,07036
7,37,64,45,70.31,19,29.69,07037
7,38,90,50,55.56,40,44.44,07038
7,39,81,47,58.02,34,41.98,07039
7,40,98,52,53.06,46,46.94,07040
7,41,102,62,60.78,40,39.22,07041
7,42,158,88,55.7,70,44.3,07042
7,43,126,79,62.7,47,37.3,07043
7,44,181,95,52.49,86,47.51,07044
7,45,192,92,47.92,100,52.08,07045
7,46,60,45,75.0,15,25.0,07046
7,47,99,67,67.68,32,32.32,07047
7,48,103,65,63.11,38,36.89,07048
7,49,67,32,47.76,35,52.24,07049
7,50,80,49,61.25,31,38.75,07050
7,51,205,118,57.56,87,42.44,07051
7,52,96,59,61.46,37,38.54,07052
7,53,105,62,59.05,43,40.95,07053
7,54,55,28,50.91,27,49.09,07054
7,55,101,58,57.43,43,42.57,07055
7,56,92,57,61.96,35,38.04,07056
7,57,96,49,51.04,47,48.96,07057
7,58,154,88,57.14,66,42.86,07058
7,59,63,42,66.67,21,33.33,07059
7,60,76,43,56.58,33,43.42,07060
7,61,113,67,59.29,46,40.71,07061
8,1,166,98,59.04,68,40.96,08001
8,2,79,41,51.9,38,48.1,08002
8,3,210,120,57.14,90,42.86,08003
8,4,146,81,55.48,65,44.52,08004
8,5,192,119,61.98,73,38.02,08005
8,6,166,88,53.01,78,46.99,08006
8,7,113,60,53.1,53,46.9,08007
8,8,199,113,56.78,86,43.22,08008
8,9,180,108,60.0,72,40.0,08009
8,10,226,125,55.31,101,44.69,08010
8,11,131,74,56.49,57,43.51,08011
8,12,111,65,58.56,46,41.44,08012
8,13,100,60,60.0,40,40.0,08013
8,14,78,46,58.97,32,41.03,08014
8,15,112,64,57.14,48,42.86,08015
8,16,175,108,61.71,67,38.29,08016
8,17,127,72,56.69,55,43.31,08017
8,18,70,40,57.14,30,42.86,08018
8,19,202,118,58.42,84,41.58,08019
8,20,115,61,53.04,54,46.96,08020
8,21,118,59,50.0,59,50.0,08021
8,22,116,69,59.48,47,40.52,08022
8,23,127,69,54.33,58,45.67,08023
8,24,157,80,50.96,77,49.04,08024
8,25,126,77,61.11,49,38.89,08025
8,26,100,58,58.0,42,42.0,08026
8,27,161,77,47.83,84,52.17,08027
8,28,113,56,49.56,57,50.44,08028
8,29,144,78,54.17,66,45.83,08029
8,30,123,63,51.22,60,48.78,08030
8,31,101,65,64.36,36,35.64,08031
8,32,229,137,59.83,92,40.17,08032
8,33,149,79,53.02,70,46.98,08033
8,34,183,115,62.84,68,37.16,08034
8,35,161,89,55.28,72,44.72,08035
8,36,135,75,55.56,60,44.44,08036
8,37,144,85,59.03,59,40.97,08037
8,38,121,78,64.46,43,35.54,08038
8,39,150,69,46.0,81,54.0,08039
8,40,119,63,52.94,56,47.06,08040
8,41,117,67,57.26,50,42.74,08041
8,42,147,76,51.7,71,48.3,08042
8,43,74,41,55.41,33,44.59,08043
8,44,119,67,56.3,52,43.7,08044
8,45,96,57,59.38,39,40.63,08045
8,46,118,65,55.08,53,44.92,08046
8,47,144,92,63.89,52,36.11,08047
8,48,126,56,44.44,70,55.56,08048
8,49,190,104,54.74,86,45.26,08049
8,50,155,86,55.48,69,44.52,08050
8,51,179,85,47.49,94,52.51,08051
8,52,165,85,51.52,80,48.48,08052
8,53,176,96,54.55,80,45.45,08053
8,54,152,109,71.71,43,28.29,08054
8,55,102,53,51.96,49,48.04,08055
8,56,138,71,51.45,67,48.55,08056
8,57,125,73,58.4,52,41.6,08057
8,58,167,91,54.49,76,45.51,08058
8,59,66,33,50.0,33,50.0,08059
8,60,121,69,57.02,52,42.98,08060
8,61,124,77,62.1,47,37.9,08061
8,62,137,83,60.58,54,39.42,08062
8,63,159,90,56.6,69,43.4,08063
8,64,125,77,61.6,48,38.4,08064
8,65,108,56,51.85,52,48.15,08065
8,66,217,125,57.6,92,42.4,08066
8,67,75,42,56.0,33,44.0,08067
8,68,61,39,63.93,22,36.07,08068
8,69,75,39,52.0,36,48.0,08069
8,70,133,85,63.91,48,36.09,08070
9,1,148,88,59.46,60,40.54,09001
9,2,143,89,62.24,54,37.76,09002
9,3,48,31,64.58,17,35.42,09003
9,4,135,86,63.7,49,36.3,09004
9,5,149,104,69.8,45,30.2,09005
9,6,140,85,60.71,55,39.29,09006
9,7,122,81,66.39,41,33.61,09007
9,8,127,93,73.23,34,26.77,09008
9,9,181,121,66.85,60,33.15,09009
9,10,126,87,69.05,39,30.95,09010
9,11,95,63,66.32,32,33.68,09011
9,12,121,77,63.64,44,36.36,09012
9,13,162,110,67.9,52,32.1,09013
9,14,187,114,60.96,73,39.04,09014
9,15,115,68,59.13,47,40.87,09015
9,16,81,57,70.37,24,29.63,09016
9,17,109,75,68.81,34,31.19,09017
9,18,146,99,67.81,47,32.19,09018
9,19,145,97,66.9,48,33.1,09019
9,20,167,111,66.47,56,33.53,09020
9,21,140,91,65.0,49,35.0,09021
9,22,172,120,69.77,52,30.23,09022
9,23,95,63,66.32,32,33.68,09023
9,24,25,18,72.0,7,28.0,09024
9,25,94,63,67.02,31,32.98,09025
9,26,68,46,67.65,22,32.35,09026
9,27,104,66,63.46,38,36.54,09027
9,28,44,30,68.18,14,31.82,09028
9,29,93,66,70.97,27,29.03,09029
9,30,144,93,64.58,51,35.42,09030
9,31,124,80,64.52,44,35.48,09031
9,32,124,77,62.1,47,37.9,09032
9,33,88,64,72.73,24,27.27,09033
9,34,93,61,65.59,32,34.41,09034
9,35,183,129,70.49,54,29.51,09035
9,36,174,112,64.37,62,35.63,09036
9,37,113,77,68.14,36,31.86,09037
9,38,127,79,62.2,48,37.8,09038
9,39,154,80,51.95,74,48.05,09039
9,40,150,92,61.33,58,38.67,09040
9,41,153,88,57.52,65,42.48,09041
9,42,38,20,52.63,18,47.37,09042
9,43,55,36,65.45,19,34.55,09043
9,44,73,45,61.64,28,38.36,09044
9,45,118,76,64.41,42,35.59,09045
9,46,118,78,66.1,40,33.9,09046
9,47,167,101,60.48,66,39.52,09047
9,48,156,108,69.23,48,30.77,09048
9,49,67,41,61.19,26,38.81,09049
9,50,141,93,65.96,48,34.04,09050
9,51,91,63,69.23,28,30.77,09051
9,52,170,111,65.29,59,34.71,09052
9,53,61,45,73.77,16,26.23,09053
10,1,87,59,67.82,28,32.18,10001
10,2,58,41,70.69,17,29.31,10002
10,3,117,96,82.05,21,17.95,10003
10,4,67,42,62.69,25,37.31,10004
10,5,74,49,66.22,25,33.78,10005
10,6,97,51,52.58,46,47.42,10006
10,7,25,12,48.0,13,52.0,10007
10,8,71,58,81.69,13,18.31,10008
10,9,99,72,72.73,27,27.27,10009
10,10,73,53,72.6,20,27.4,10010
10,11,93,70,75.27,23,24.73,10011
10,12,71,53,74.65,18,25.35,10012
10,13,74,54,72.97,20,27.03,10013
10,14,86,65,75.58,21,24.42,10014
10,15,35,28,80.0,7,20.0,10015
10,16,92,76,82.61,16,17.39,10016
10,17,72,54,75.0,18,25.0,10017
10,18,53,35,66.04,18,33.96,10018
10,19,88,70,79.55,18,20.45,10019
10,20,66,45,68.18,21,31.82,10020
10,21,79,68,86.08,11,13.92,10021
10,22,46,30,65.22,16,34.78,10022
10,23,67,48,71.64,19,28.36,10023
10,24,81,66,81.48,15,18.52,10024
10,25,104,64,61.54,40,38.46,10025
10,26,61,39,63.93,22,36.07,10026
10,27,101,71,70.3,30,29.7,10027
10,28,71,49,69.01,22,30.99,10028
10,29,97,66,68.04,31,31.96,10029
10,30,72,46,63.89,26,36.11,10030
10,31,91,62,68.13,29,31.87,10031
10,32,71,55,77.46,16,22.54,10032
10,33,73,57,78.08,16,21.92,10033
10,34,78,58,74.36,20,25.64,10034
10,35,90,70,77.78,20,22.22,10035
10,36,107,73,68.22,34,31.78,10036
10,37,58,39,67.24,19,32.76,10037
10,38,98,65,66.33,33,33.67,10038
10,39,74,53,71.62,21,28.38,10039
10,40,65,46,70.77,19,29.23,10040
10,41,129,103,79.84,26,20.16,10041
10,42,78,49,62.82,29,37.18,10042
10,43,36,18,50.0,18,50.0,10043
10,44,73,51,69.86,22,30.14,10044
10,45,36,23,63.89,13,36.11,10045
10,46,73,56,76.71,17,23.29,10046
10,47,76,50,65.79,26,34.21,10047
10,48,67,41,61.19,26,38.81,10048
11,1,147,112,76.19,35,23.81,11001
11,2,125,101,80.8,24,19.2,11002
11,3,94,71,75.53,23,24.47,11003
11,4,112,87,77.68,25,22.32,11004
11,5,60,43,71.67,17,28.33,11005
11,6,145,102,70.34,43,29.66,11006
11,7,135,109,80.74,26,19.26,11007
11,8,110,75,68.18,35,31.82,11008
11,9,63,53,84.13,10,15.87,11009
11,10,87,71,81.61,16,18.39,11010
11,11,164,117,71.34,47,28.66,11011
11,12,165,150,90.91,15,9.09,11012
11,13,124,105,84.68,19,15.32,11013
11,14,110,96,87.27,14,12.73,11014
11,15,113,98,86.73,15,13.27,11015
11,16,130,103,79.23,27,20.77,11016
11,17,174,134,77.01,40,22.99,11017
11,18,92,55,59.78,37,40.22,11018
11,19,90,77,85.56,13,14.44,11019
11,20,119,107,89.92,12,10.08,11020
11,21,152,142,93.42,10,6.58,11021
11,22,129,108,83.72,21,16.28,11022
11,23,91,78,85.71,13,14.29,11023
11,24,289,269,93.08,20,6.92,11024
11,25,133,117,87.97,16,12.03,11025
11,26,179,135,75.42,44,24.58,11026
11,27,79,65,82.28,14,17.72,11027
11,28,104,93,89.42,11,10.58,11028
11,29,117,95,81.2,22,18.8,11029
11,30,108,81,75.0,27,25.0,11030
11,31,102,89,87.25,13,12.75,11031
11,32,129,120,93.02,9,6.98,11032
11,33,92,72,78.26,20,21.74,11033
11,34,69,59,85.51,10,14.49,11034
11,35,212,195,91.98,17,8.02,11035
11,36,31,28,90.32,3,9.68,11036
11,37,153,140,91.5,13,8.5,11037
11,38,192,168,87.5,24,12.5,11038
11,39,184,156,84.78,28,15.22,11039
11,40,82,69,84.15,13,15.85,11040
11,41,65,55,84.62,10,15.38,11041
11,42,84,64,76.19,20,23.81,11042
11,43,109,85,77.98,24,22.02,11043
11,44,132,101,76.52,31,23.48,11044
11,45,55,41,74.55,14,25.45,11045
11,46,75,65,86.67,10,13.33,11046
11,47,79,63,79.75,16,20.25,11047
11,48,65,60,92.31,5,7.69,11048
11,49,132,119,90.15,13,9.85,11049
11,50,54,45,83.33,9,16.67,11050
12,1,61,37,60.66,24,39.34,12001
12,2,76,50,65.79,26,34.21,12002
12,3,74,55,74.32,19,25.68,12003
12,4,41,19,46.34,22,53.66,12004
12,5,71,45,63.38,26,36.62,12005
12,6,84,54,64.29,30,35.71,12006
12,7,82,42,51.22,40,48.78,12007
12,8,116,82,70.69,34,29.31,12008
12,9,56,35,62.5,21,37.5,12009
12,10,75,53,70.67,22,29.33,12010
12,11,119,85,71.43,34,28.57,12011
12,12,49,37,75.51,12,24.49,12012
12,13,96,65,67.71,31,32.29,12013
12,14,88,55,62.5,33,37.5,12014
12,15,63,42,66.67,21,33.33,12015
12,16,76,50,65.79,26,34.21,12016
12,17,104,47,45.19,57,54.81,12017
12,18,61,42,68.85,19,31.15,12018
12,19,94,62,65.96,32,34.04,12019
12,20,69,45,65.22,24,34.78,12020
12,21,76,51,67.11,25,32.89,12021
12,22,73,49,67.12,24,32.88,12022
12,23,95,69,72.63,26,27.37,12023
12,24,109,62,56.88,47,43.12,12024
13,1,165,140,84.85,25,15.15,13001
13,2,116,93,80.17,23,19.83,13002
13,3,176,141,80.11,35,19.89,13003
13,4,204,160,78.43,44,21.57,13004
13,5,145,114,78.62,31,21.38,13005
13,6,123,102,82.93,21,17.07,13006
13,7,136,115,84.56,21,15.44,13007
13,8,165,134,81.21,31,18.79,13008
13,9,147,121,82.31,26,17.69,13009
13,10,127,109,85.83,18,14.17,13010
13,11,130,102,78.46,28,21.54,13011
13,12,121,87,71.9,34,28.1,13012
13,13,199,179,89.95,20,10.05,13013
13,14,123,96,78.05,27,21.95,13014
13,15,196,161,82.14,35,17.86,13015
13,16,195,159,81.54,36,18.46,13016
13,17,155,131,84.52,24,15.48,13017
13,18,145,110,75.86,35,24.14,13018
13,19,171,135,78.95,36,21.05,13019
13,20,153,120,78.43,33,21.57,13020
13,21,151,110,72.85,41,27.15,13021
13,22,102,83,81.37,19,18.63,13022
13,23,126,101,80.16,25,19.84,13023
13,24,138,117,84.78,21,15.22,13024
13,25,106,77,72.64,29,27.36,13025
13,26,148,127,85.81,21,14.19,13026
