ward,precinct,total,Frederick Collins,Frederick Collins Percent,Thomas J. Dart,Thomas J. Dart Percent,Marshall P. Lewis,Marshall P. Lewis Percent,precinct_id
5,9,289,5,1.73,277,95.85,7,2.42,05009
5,10,258,4,1.55,248,96.12,6,2.33,05010
5,11,263,14,5.32,239,90.87,10,3.8,05011
5,12,192,5,2.6,178,92.71,9,4.69,05012
5,13,297,15,5.05,271,91.25,11,3.7,05013
5,14,423,17,4.02,387,91.49,19,4.49,05014
5,15,286,17,5.94,246,86.01,23,8.04,05015
5,16,227,7,3.08,212,93.39,8,3.52,05016
5,17,314,6,1.91,301,95.86,7,2.23,05017
5,18,312,10,3.21,281,90.06,21,6.73,05018
5,19,165,4,2.42,157,95.15,4,2.42,05019
5,20,152,2,1.32,146,96.05,4,2.63,05020
5,21,328,8,2.44,313,95.43,7,2.13,05021
5,22,278,7,2.52,265,95.32,6,2.16,05022
5,23,199,5,2.51,190,95.48,4,2.01,05023
5,24,255,6,2.35,243,95.29,6,2.35,05024
5,25,311,7,2.25,297,95.5,7,2.25,05025
5,26,318,5,1.57,306,96.23,7,2.2,05026
5,27,429,44,10.26,353,82.28,32,7.46,05027
5,28,328,4,1.22,314,95.73,10,3.05,05028
5,29,294,11,3.74,275,93.54,8,2.72,05029
5,30,290,30,10.34,251,86.55,9,3.1,05030
5,31,272,7,2.57,261,95.96,4,1.47,05031
5,32,466,14,3.0,440,94.42,12,2.58,05032
5,33,193,5,2.59,186,96.37,2,1.04,05033
5,34,345,4,1.16,328,95.07,13,3.77,05034
5,35,237,17,7.17,207,87.34,13,5.49,05035
5,36,156,2,1.28,148,94.87,6,3.85,05036
5,37,244,9,3.69,225,92.21,10,4.1,05037
5,38,305,16,5.25,283,92.79,6,1.97,05038
5,39,400,24,6.0,359,89.75,17,4.25,05039
5,40,314,3,0.96,296,94.27,15,4.78,05040
5,41,298,22,7.38,253,84.9,23,7.72,05041
5,42,326,12,3.68,309,94.79,5,1.53,05042
5,43,313,11,3.51,290,92.65,12,3.83,05043
5,44,335,8,2.39,317,94.63,10,2.99,05044
5,45,175,3,1.71,168,96.0,4,2.29,05045
5,46,280,15,5.36,247,88.21,18,6.43,05046
5,47,244,5,2.05,236,96.72,3,1.23,05047
5,48,212,8,3.77,184,86.79,20,9.43,05048
5,49,69,1,1.45,68,98.55,0,0.0,05049
5,50,246,3,1.22,232,94.31,11,4.47,05050
5,51,207,8,3.86,193,93.24,6,2.9,05051
5,52,15,1,6.67,13,86.67,1,6.67,05052
5,53,343,14,4.08,308,89.8,21,6.12,05053
5,54,418,9,2.15,393,94.02,16,3.83,05054
5,55,282,5,1.77,274,97.16,3,1.06,05055
6,1,358,9,2.51,343,95.81,6,1.68,06001
6,2,342,6,1.75,325,95.03,11,3.22,06002
6,3,349,7,2.01,328,93.98,14,4.01,06003
6,4,234,8,3.42,220,94.02,6,2.56,06004
6,5,154,0,0.0,152,98.7,2,1.3,06005
6,6,268,9,3.36,249,92.91,10,3.73,06006
6,7,298,7,2.35,280,93.96,11,3.69,06007
6,8,397,14,3.53,377,94.96,6,1.51,06008
6,9,291,7,2.41,274,94.16,10,3.44,06009
6,10,426,8,1.88,410,96.24,8,1.88,06010
6,11,279,5,1.79,262,93.91,12,4.3,06011
6,12,303,4,1.32,294,97.03,5,1.65,06012
6,13,279,3,1.08,265,94.98,11,3.94,06013
6,14,290,6,2.07,274,94.48,10,3.45,06014
6,15,219,1,0.46,210,95.89,8,3.65,06015
6,16,356,6,1.69,339,95.22,11,3.09,06016
6,17,356,4,1.12,336,94.38,16,4.49,06017
6,18,189,0,0.0,178,94.18,11,5.82,06018
6,19,360,12,3.33,339,94.17,9,2.5,06019
6,20,313,3,0.96,303,96.81,7,2.24,06020
6,21,315,11,3.49,302,95.87,2,0.63,06021
6,22,303,2,0.66,295,97.36,6,1.98,06022
6,23,243,9,3.7,231,95.06,3,1.23,06023
6,24,299,7,2.34,288,96.32,4,1.34,06024
6,25,226,3,1.33,220,97.35,3,1.33,06025
6,26,335,2,0.6,330,98.51,3,0.9,06026
6,27,390,6,1.54,376,96.41,8,2.05,06027
6,28,523,13,2.49,495,94.65,15,2.87,06028
6,29,378,1,0.26,369,97.62,8,2.12,06029
6,30,274,6,2.19,261,95.26,7,2.55,06030
6,31,361,5,1.39,347,96.12,9,2.49,06031
6,32,315,3,0.95,306,97.14,6,1.9,06032
6,33,382,6,1.57,369,96.6,7,1.83,06033
6,34,263,7,2.66,249,94.68,7,2.66,06034
6,35,291,7,2.41,276,94.85,8,2.75,06035
6,36,208,5,2.4,199,95.67,4,1.92,06036
6,37,363,7,1.93,350,96.42,6,1.65,06037
6,38,318,10,3.14,299,94.03,9,2.83,06038
6,39,279,13,4.66,254,91.04,12,4.3,06039
6,40,179,2,1.12,172,96.09,5,2.79,06040
6,41,343,10,2.92,326,95.04,7,2.04,06041
6,42,174,3,1.72,168,96.55,3,1.72,06042
6,43,323,9,2.79,302,93.5,12,3.72,06043
6,44,311,6,1.93,294,94.53,11,3.54,06044
6,45,225,10,4.44,208,92.44,7,3.11,06045
6,46,283,8,2.83,267,94.35,8,2.83,06046
6,47,317,8,2.52,296,93.38,13,4.1,06047
6,48,285,9,3.16,273,95.79,3,1.05,06048
6,49,329,10,3.04,310,94.22,9,2.74,06049
6,50,323,15,4.64,292,90.4,16,4.95,06050
6,51,215,2,0.93,209,97.21,4,1.86,06051
6,52,195,3,1.54,190,97.44,2,1.03,06052
6,53,284,5,1.76,269,94.72,10,3.52,06053
6,54,316,12,3.8,294,93.04,10,3.16,06054
6,55,272,5,1.84,259,95.22,8,2.94,06055
6,56,214,5,2.34,203,94.86,6,2.8,06056
6,57,172,6,3.49,161,93.6,5,2.91,06057
6,58,315,7,2.22,294,93.33,14,4.44,06058
6,59,304,4,1.32,295,97.04,5,1.64,06059
6,60,192,6,3.13,178,92.71,8,4.17,06060
6,61,172,4,2.33,160,93.02,8,4.65,06061
6,62,278,6,2.16,260,93.53,12,4.32,06062
6,63,264,2,0.76,256,96.97,6,2.27,06063
6,64,351,11,3.13,329,93.73,11,3.13,06064
7,1,465,6,1.29,440,94.62,19,4.09,07001
7,2,320,11,3.44,299,93.44,10,3.13,07002
7,3,199,2,1.01,188,94.47,9,4.52,07003
7,4,224,9,4.02,206,91.96,9,4.02,07004
7,5,233,6,2.58,223,95.71,4,1.72,07005
7,6,221,2,0.9,217,98.19,2,0.9,07006
7,7,194,3,1.55,187,96.39,4,2.06,07007
7,8,81,1,1.23,78,96.3,2,2.47,07008
7,9,254,6,2.36,238,93.7,10,3.94,07009
7,10,189,5,2.65,177,93.65,7,3.7,07010
7,11,299,10,3.34,277,92.64,12,4.01,07011
7,12,216,8,3.7,202,93.52,6,2.78,07012
7,13,192,4,2.08,184,95.83,4,2.08,07013
7,14,313,7,2.24,297,94.89,9,2.88,07014
7,15,176,9,5.11,160,90.91,7,3.98,07015
7,16,194,5,2.58,184,94.85,5,2.58,07016
7,17,132,4,3.03,126,95.45,2,1.52,07017
7,18,172,5,2.91,158,91.86,9,5.23,07018
7,19,392,14,3.57,361,92.09,17,4.34,07019
7,20,134,3,2.24,129,96.27,2,1.49,07020
7,21,286,10,3.5,269,94.06,7,2.45,07021
7,22,200,4,2.0,193,96.5,3,1.5,07022
7,23,286,2,0.7,275,96.15,9,3.15,07023
7,24,242,3,1.24,230,95.04,9,3.72,07024
7,25,334,7,2.1,321,96.11,6,1.8,07025
7,26,330,10,3.03,308,93.33,12,3.64,07026
7,27,383,8,2.09,364,95.04,11,2.87,07027
7,28,304,9,2.96,289,95.07,6,1.97,07028
7,29,252,8,3.17,239,94.84,5,1.98,07029
7,30,297,5,1.68,282,94.95,10,3.37,07030
7,31,262,3,1.15,253,96.56,6,2.29,07031
7,32,197,11,5.58,181,91.88,5,2.54,07032
7,33,198,1,0.51,189,95.45,8,4.04,07033
7,34,256,5,1.95,245,95.7,6,2.34,07034
7,35,327,11,3.36,305,93.27,11,3.36,07035
7,36,290,3,1.03,281,96.9,6,2.07,07036
7,37,146,7,4.79,134,91.78,5,3.42,07037
7,38,209,2,0.96,200,95.69,7,3.35,07038
7,39,249,4,1.61,239,95.98,6,2.41,07039
7,40,341,10,2.93,324,95.01,7,2.05,07040
7,41,220,7,3.18,211,95.91,2,0.91,07041
7,42,404,3,0.74,386,95.54,15,3.71,07042
7,43,293,12,4.1,274,93.52,7,2.39,07043
7,44,420,10,2.38,391,93.1,19,4.52,07044
7,45,370,6,1.62,349,94.32,15,4.05,07045
7,46,138,4,2.9,131,94.93,3,2.17,07046
7,47,247,12,4.86,233,94.33,2,0.81,07047
7,48,228,3,1.32,221,96.93,4,1.75,07048
7,49,138,5,3.62,131,94.93,2,1.45,07049
7,50,194,5,2.58,182,93.81,7,3.61,07050
7,51,450,9,2.0,426,94.67,15,3.33,07051
7,52,200,2,1.0,193,96.5,5,2.5,07052
7,53,219,5,2.28,209,95.43,5,2.28,07053
7,54,117,7,5.98,107,91.45,3,2.56,07054
7,55,229,6,2.62,219,95.63,4,1.75,07055
7,56,250,10,4.0,228,91.2,12,4.8,07056
7,57,201,3,1.49,185,92.04,13,6.47,07057
7,58,298,8,2.68,281,94.3,9,3.02,07058
7,59,142,0,0.0,141,99.3,1,0.7,07059
7,60,184,2,1.09,176,95.65,6,3.26,07060
7,61,237,8,3.38,223,94.09,6,2.53,07061
8,1,318,2,0.63,305,95.91,11,3.46,08001
8,2,155,3,1.94,145,93.55,7,4.52,08002
8,3,369,5,1.36,355,96.21,9,2.44,08003
8,4,284,7,2.46,274,96.48,3,1.06,08004
8,5,334,4,1.2,322,96.41,8,2.4,08005
8,6,304,3,0.99,293,96.38,8,2.63,08006
8,7,265,4,1.51,258,97.36,3,1.13,08007
8,8,344,8,2.33,330,95.93,6,1.74,08008
8,9,367,3,0.82,357,97.28,7,1.91,08009
8,10,395,5,1.27,380,96.2,10,2.53,08010
8,11,303,6,1.98,285,94.06,12,3.96,08011
8,12,290,3,1.03,279,96.21,8,2.76,08012
8,13,250,6,2.4,240,96.0,4,1.6,08013
8,14,199,6,3.02,186,93.47,7,3.52,08014
8,15,230,5,2.17,221,96.09,4,1.74,08015
8,16,315,10,3.17,297,94.29,8,2.54,08016
8,17,259,8,3.09,244,94.21,7,2.7,08017
8,18,174,4,2.3,167,95.98,3,1.72,08018
8,19,361,11,3.05,341,94.46,9,2.49,08019
8,20,214,2,0.93,205,95.79,7,3.27,08020
8,21,224,3,1.34,216,96.43,5,2.23,08021
8,22,253,5,1.98,240,94.86,8,3.16,08022
8,23,258,7,2.71,242,93.8,9,3.49,08023
8,24,306,7,2.29,292,95.42,7,2.29,08024
8,25,294,4,1.36,283,96.26,7,2.38,08025
8,26,189,2,1.06,183,96.83,4,2.12,08026
8,27,334,7,2.1,321,96.11,6,1.8,08027
8,28,245,7,2.86,235,95.92,3,1.22,08028
8,29,313,4,1.28,306,97.76,3,0.96,08029
8,30,256,9,3.52,237,92.58,10,3.91,08030
8,31,206,2,0.97,194,94.17,10,4.85,08031
8,32,433,17,3.93,406,93.76,10,2.31,08032
8,33,266,7,2.63,254,95.49,5,1.88,08033
8,34,370,4,1.08,358,96.76,8,2.16,08034
8,35,336,7,2.08,319,94.94,10,2.98,08035
8,36,256,1,0.39,244,95.31,11,4.3,08036
8,37,352,5,1.42,340,96.59,7,1.99,08037
8,38,300,9,3.0,287,95.67,4,1.33,08038
8,39,305,4,1.31,296,97.05,5,1.64,08039
8,40,252,10,3.97,234,92.86,8,3.17,08040
8,41,228,5,2.19,216,94.74,7,3.07,08041
8,42,301,6,1.99,284,94.35,11,3.65,08042
8,43,228,3,1.32,218,95.61,7,3.07,08043
8,44,226,2,0.88,222,98.23,2,0.88,08044
8,45,232,3,1.29,224,96.55,5,2.16,08045
8,46,249,7,2.81,237,95.18,5,2.01,08046
8,47,296,5,1.69,287,96.96,4,1.35,08047
8,48,250,6,2.4,238,95.2,6,2.4,08048
8,49,379,7,1.85,363,95.78,9,2.37,08049
8,50,310,4,1.29,296,95.48,10,3.23,08050
8,51,376,8,2.13,355,94.41,13,3.46,08051
8,52,291,6,2.06,277,95.19,8,2.75,08052
8,53,317,8,2.52,299,94.32,10,3.15,08053
8,54,302,6,1.99,285,94.37,11,3.64,08054
8,55,287,3,1.05,274,95.47,10,3.48,08055
8,56,322,6,1.86,310,96.27,6,1.86,08056
8,57,263,8,3.04,248,94.3,7,2.66,08057
8,58,304,7,2.3,288,94.74,9,2.96,08058
8,59,183,3,1.64,178,97.27,2,1.09,08059
8,60,269,5,1.86,257,95.54,7,2.6,08060
8,61,223,3,1.35,209,93.72,11,4.93,08061
8,62,250,1,0.4,240,96.0,9,3.6,08062
8,63,303,5,1.65,290,95.71,8,2.64,08063
8,64,271,8,2.95,260,95.94,3,1.11,08064
8,65,200,2,1.0,194,97.0,4,2.0,08065
8,66,436,13,2.98,410,94.04,13,2.98,08066
8,67,205,6,2.93,194,94.63,5,2.44,08067
8,68,189,4,2.12,183,96.83,2,1.06,08068
8,69,186,10,5.38,174,93.55,2,1.08,08069
8,70,366,5,1.37,351,95.9,10,2.73,08070
9,1,341,7,2.05,323,94.72,11,3.23,09001
9,2,342,5,1.46,334,97.66,3,0.88,09002
9,3,126,0,0.0,125,99.21,1,0.79,09003
9,4,289,7,2.42,280,96.89,2,0.69,09004
9,5,361,7,1.94,336,93.07,18,4.99,09005
9,6,363,8,2.2,345,95.04,10,2.75,09006
9,7,251,4,1.59,240,95.62,7,2.79,09007
9,8,325,11,3.38,304,93.54,10,3.08,09008
9,9,362,6,1.66,346,95.58,10,2.76,09009
9,10,304,4,1.32,296,97.37,4,1.32,09010
9,11,228,4,1.75,221,96.93,3,1.32,09011
9,12,285,2,0.7,278,97.54,5,1.75,09012
9,13,336,2,0.6,327,97.32,7,2.08,09013
9,14,413,5,1.21,404,97.82,4,0.97,09014
9,15,268,6,2.24,257,95.9,5,1.87,09015
9,16,237,3,1.27,231,97.47,3,1.27,09016
9,17,295,3,1.02,288,97.63,4,1.36,09017
9,18,302,7,2.32,289,95.7,6,1.99,09018
9,19,305,6,1.97,293,96.07,6,1.97,09019
9,20,322,5,1.55,305,94.72,12,3.73,09020
9,21,315,9,2.86,296,93.97,10,3.17,09021
9,22,360,10,2.78,341,94.72,9,2.5,09022
9,23,225,4,1.78,216,96.0,5,2.22,09023
9,24,138,4,2.9,130,94.2,4,2.9,09024
9,25,231,16,6.93,203,87.88,12,5.19,09025
9,26,233,4,1.72,226,97.0,3,1.29,09026
9,27,290,6,2.07,277,95.52,7,2.41,09027
9,28,138,2,1.45,135,97.83,1,0.72,09028
9,29,258,8,3.1,240,93.02,10,3.88,09029
9,30,305,3,0.98,297,97.38,5,1.64,09030
9,31,241,7,2.9,232,96.27,2,0.83,09031
9,32,277,7,2.53,266,96.03,4,1.44,09032
9,33,268,4,1.49,258,96.27,6,2.24,09033
9,34,239,4,1.67,231,96.65,4,1.67,09034
9,35,334,6,1.8,320,95.81,8,2.4,09035
9,36,353,9,2.55,335,94.9,9,2.55,09036
9,37,250,23,9.2,219,87.6,8,3.2,09037
9,38,311,11,3.54,284,91.32,16,5.14,09038
9,39,368,10,2.72,355,96.47,3,0.82,09039
9,40,331,7,2.11,310,93.66,14,4.23,09040
9,41,337,10,2.97,317,94.07,10,2.97,09041
9,42,145,1,0.69,140,96.55,4,2.76,09042
9,43,197,9,4.57,182,92.39,6,3.05,09043
9,44,217,4,1.84,207,95.39,6,2.76,09044
9,45,274,7,2.55,263,95.99,4,1.46,09045
9,46,239,5,2.09,232,97.07,2,0.84,09046
9,47,346,7,2.02,326,94.22,13,3.76,09047
9,48,321,14,4.36,299,93.15,8,2.49,09048
9,49,195,3,1.54,183,93.85,9,4.62,09049
9,50,293,2,0.68,284,96.93,7,2.39,09050
9,51,165,5,3.03,151,91.52,9,5.45,09051
9,52,320,5,1.56,301,94.06,14,4.38,09052
9,53,168,4,2.38,160,95.24,4,2.38,09053
10,1,220,6,2.73,210,95.45,4,1.82,10001
