ward,precinct,total,James R. Epstein,James R. Epstein Percent,precinct_id
2,34,177,177,100.0,02034
2,35,76,76,100.0,02035
2,36,431,431,100.0,02036
2,37,236,236,100.0,02037
2,38,441,441,100.0,02038
2,39,271,271,100.0,02039
2,40,571,571,100.0,02040
2,41,139,139,100.0,02041
2,42,136,136,100.0,02042
2,43,328,328,100.0,02043
2,44,187,187,100.0,02044
2,45,251,251,100.0,02045
2,46,331,331,100.0,02046
2,47,181,181,100.0,02047
2,48,150,150,100.0,02048
2,49,252,252,100.0,02049
2,50,159,159,100.0,02050
2,51,200,200,100.0,02051
2,52,287,287,100.0,02052
2,53,272,272,100.0,02053
2,54,344,344,100.0,02054
2,55,160,160,100.0,02055
2,56,216,216,100.0,02056
3,1,203,203,100.0,03001
3,2,288,288,100.0,03002
3,3,257,257,100.0,03003
3,4,185,185,100.0,03004
3,5,206,206,100.0,03005
3,6,56,56,100.0,03006
3,7,239,239,100.0,03007
3,8,223,223,100.0,03008
3,9,236,236,100.0,03009
3,10,86,86,100.0,03010
3,11,253,253,100.0,03011
3,12,206,206,100.0,03012
3,13,125,125,100.0,03013
3,14,139,139,100.0,03014
3,15,259,259,100.0,03015
3,16,188,188,100.0,03016
3,17,119,119,100.0,03017
3,18,114,114,100.0,03018
3,19,57,57,100.0,03019
3,20,163,163,100.0,03020
3,21,96,96,100.0,03021
3,22,119,119,100.0,03022
3,23,210,210,100.0,03023
3,24,330,330,100.0,03024
3,25,170,170,100.0,03025
3,26,70,70,100.0,03026
3,27,246,246,100.0,03027
3,28,412,412,100.0,03028
3,29,230,230,100.0,03029
3,30,154,154,100.0,03030
3,31,321,321,100.0,03031
3,32,207,207,100.0,03032
3,33,285,285,100.0,03033
3,34,178,178,100.0,03034
3,35,230,230,100.0,03035
3,36,81,81,100.0,03036
3,37,98,98,100.0,03037
3,38,301,301,100.0,03038
3,39,304,304,100.0,03039
3,40,221,221,100.0,03040
3,41,192,192,100.0,03041
3,42,168,168,100.0,03042
3,43,41,41,100.0,03043
3,44,83,83,100.0,03044
3,45,314,314,100.0,03045
3,46,54,54,100.0,03046
3,47,136,136,100.0,03047
3,48,173,173,100.0,03048
3,49,95,95,100.0,03049
3,50,140,140,100.0,03050
4,1,418,418,100.0,04001
4,2,355,355,100.0,04002
4,3,319,319,100.0,04003
4,4,299,299,100.0,04004
4,5,382,382,100.0,04005
4,6,99,99,100.0,04006
4,7,332,332,100.0,04007
4,8,345,345,100.0,04008
4,9,512,512,100.0,04009
4,10,319,319,100.0,04010
4,11,264,264,100.0,04011
4,12,171,171,100.0,04012
4,13,213,213,100.0,04013
4,14,224,224,100.0,04014
4,15,249,249,100.0,04015
4,16,330,330,100.0,04016
4,17,288,288,100.0,04017
4,18,264,264,100.0,04018
4,19,281,281,100.0,04019
4,20,247,247,100.0,04020
4,21,381,381,100.0,04021
4,22,325,325,100.0,04022
4,23,218,218,100.0,04023
4,24,289,289,100.0,04024
4,25,295,295,100.0,04025
4,26,307,307,100.0,04026
4,27,250,250,100.0,04027
4,28,166,166,100.0,04028
4,29,238,238,100.0,04029
4,30,221,221,100.0,04030
4,31,186,186,100.0,04031
4,32,305,305,100.0,04032
4,33,267,267,100.0,04033
4,34,200,200,100.0,04034
4,35,183,183,100.0,04035
4,36,207,207,100.0,04036
4,37,4,4,100.0,04037
4,38,423,423,100.0,04038
4,39,198,198,100.0,04039
4,40,295,295,100.0,04040
4,41,141,141,100.0,04041
4,42,301,301,100.0,04042
4,43,181,181,100.0,04043
4,44,161,161,100.0,04044
4,45,422,422,100.0,04045
4,46,234,234,100.0,04046
4,47,388,388,100.0,04047
4,48,342,342,100.0,04048
4,49,225,225,100.0,04049
4,50,260,260,100.0,04050
4,51,258,258,100.0,04051
4,52,315,315,100.0,04052
5,1,276,276,100.0,05001
5,2,228,228,100.0,05002
5,3,132,132,100.0,05003
5,4,189,189,100.0,05004
5,5,239,239,100.0,05005
5,6,304,304,100.0,05006
5,7,284,284,100.0,05007
5,8,314,314,100.0,05008
5,9,258,258,100.0,05009
5,10,220,220,100.0,05010
5,11,217,217,100.0,05011
5,12,154,154,100.0,05012
5,13,250,250,100.0,05013
5,14,361,361,100.0,05014
5,15,244,244,100.0,05015
5,16,196,196,100.0,05016
5,17,266,266,100.0,05017
5,18,273,273,100.0,05018
5,19,144,144,100.0,05019
5,20,140,140,100.0,05020
5,21,276,276,100.0,05021
5,22,233,233,100.0,05022
5,23,172,172,100.0,05023
5,24,211,211,100.0,05024
5,25,267,267,100.0,05025
5,26,272,272,100.0,05026
5,27,359,359,100.0,05027
5,28,280,280,100.0,05028
5,29,237,237,100.0,05029
5,30,218,218,100.0,05030
5,31,241,241,100.0,05031
5,32,402,402,100.0,05032
5,33,164,164,100.0,05033
5,34,297,297,100.0,05034
5,35,193,193,100.0,05035
5,36,141,141,100.0,05036
5,37,202,202,100.0,05037
5,38,251,251,100.0,05038
5,39,324,324,100.0,05039
5,40,269,269,100.0,05040
5,41,234,234,100.0,05041
5,42,270,270,100.0,05042
5,43,273,273,100.0,05043
5,44,287,287,100.0,05044
5,45,153,153,100.0,05045
5,46,218,218,100.0,05046
5,47,214,214,100.0,05047
5,48,174,174,100.0,05048
5,49,59,59,100.0,05049
5,50,211,211,100.0,05050
5,51,183,183,100.0,05051
5,52,13,13,100.0,05052
5,53,287,287,100.0,05053
5,54,347,347,100.0,05054
5,55,240,240,100.0,05055
6,1,305,305,100.0,06001
6,2,294,294,100.0,06002
6,3,296,296,100.0,06003
6,4,211,211,100.0,06004
6,5,135,135,100.0,06005
6,6,223,223,100.0,06006
6,7,262,262,100.0,06007
6,8,341,341,100.0,06008
6,9,247,247,100.0,06009
6,10,378,378,100.0,06010
6,11,235,235,100.0,06011
6,12,254,254,100.0,06012
6,13,236,236,100.0,06013
6,14,250,250,100.0,06014
6,15,182,182,100.0,06015
6,16,297,297,100.0,06016
6,17,307,307,100.0,06017
6,18,157,157,100.0,06018
6,19,319,319,100.0,06019
6,20,265,265,100.0,06020
6,21,262,262,100.0,06021
6,22,261,261,100.0,06022
6,23,194,194,100.0,06023
6,24,262,262,100.0,06024
6,25,184,184,100.0,06025
6,26,276,276,100.0,06026
6,27,326,326,100.0,06027
6,28,441,441,100.0,06028
6,29,324,324,100.0,06029
6,30,240,240,100.0,06030
6,31,304,304,100.0,06031
6,32,262,262,100.0,06032
6,33,317,317,100.0,06033
6,34,215,215,100.0,06034
6,35,245,245,100.0,06035
6,36,177,177,100.0,06036
6,37,304,304,100.0,06037
6,38,277,277,100.0,06038
6,39,224,224,100.0,06039
6,40,149,149,100.0,06040
6,41,283,283,100.0,06041
6,42,148,148,100.0,06042
6,43,274,274,100.0,06043
6,44,265,265,100.0,06044
6,45,184,184,100.0,06045
6,46,239,239,100.0,06046
6,47,240,240,100.0,06047
6,48,230,230,100.0,06048
6,49,292,292,100.0,06049
6,50,272,272,100.0,06050
6,51,187,187,100.0,06051
6,52,175,175,100.0,06052
6,53,239,239,100.0,06053
6,54,266,266,100.0,06054
6,55,228,228,100.0,06055
6,56,183,183,100.0,06056
6,57,152,152,100.0,06057
6,58,260,260,100.0,06058
6,59,271,271,100.0,06059
6,60,156,156,100.0,06060
6,61,150,150,100.0,06061
6,62,241,241,100.0,06062
6,63,231,231,100.0,06063
6,64,286,286,100.0,06064
7,1,418,418,100.0,07001
7,2,287,287,100.0,07002
7,3,174,174,100.0,07003
7,4,189,189,100.0,07004
7,5,210,210,100.0,07005
7,6,200,200,100.0,07006
7,7,166,166,100.0,07007
7,8,75,75,100.0,07008
7,9,215,215,100.0,07009
7,10,162,162,100.0,07010
7,11,263,263,100.0,07011
7,12,194,194,100.0,07012
7,13,161,161,100.0,07013
7,14,269,269,100.0,07014
7,15,155,155,100.0,07015
7,16,164,164,100.0,07016
7,17,115,115,100.0,07017
7,18,145,145,100.0,07018
7,19,324,324,100.0,07019
7,20,120,120,100.0,07020
7,21,244,244,100.0,07021
7,22,175,175,100.0,07022
7,23,262,262,100.0,07023
7,24,219,219,100.0,07024
7,25,292,292,100.0,07025
7,26,285,285,100.0,07026
7,27,333,333,100.0,07027
7,28,273,273,100.0,07028
7,29,224,224,100.0,07029
7,30,254,254,100.0,07030
7,31,230,230,100.0,07031
7,32,166,166,100.0,07032
7,33,173,173,100.0,07033
7,34,233,233,100.0,07034
7,35,279,279,100.0,07035
7,36,255,255,100.0,07036
7,37,117,117,100.0,07037
7,38,184,184,100.0,07038
7,39,216,216,100.0,07039
7,40,299,299,100.0,07040
7,41,191,191,100.0,07041
7,42,352,352,100.0,07042
7,43,265,265,100.0,07043
7,44,368,368,100.0,07044
7,45,326,326,100.0,07045
7,46,125,125,100.0,07046
7,47,220,220,100.0,07047
7,48,201,201,100.0,07048
7,49,124,124,100.0,07049
7,50,170,170,100.0,07050
7,51,389,389,100.0,07051
7,52,175,175,100.0,07052
7,53,200,200,100.0,07053
7,54,100,100,100.0,07054
7,55,201,201,100.0,07055
7,56,222,222,100.0,07056
7,57,185,185,100.0,07057
7,58,263,263,100.0,07058
7,59,125,125,100.0,07059
7,60,168,168,100.0,07060
7,61,204,204,100.0,07061
8,1,274,274,100.0,08001
8,2,134,134,100.0,08002
8,3,316,316,100.0,08003
8,4,247,247,100.0,08004
8,5,288,288,100.0,08005
8,6,271,271,100.0,08006
8,7,233,233,100.0,08007
8,8,299,299,100.0,08008
8,9,314,314,100.0,08009
8,10,337,337,100.0,08010
8,11,259,259,100.0,08011
8,12,257,257,100.0,08012
8,13,200,200,100.0,08013
8,14,173,173,100.0,08014
8,15,201,201,100.0,08015
8,16,279,279,100.0,08016
8,17,226,226,100.0,08017
8,18,153,153,100.0,08018
8,19,311,311,100.0,08019
8,20,190,190,100.0,08020
8,21,192,192,100.0,08021
8,22,223,223,100.0,08022
8,23,223,223,100.0,08023
8,24,252,252,100.0,08024
8,25,261,261,100.0,08025
8,26,165,165,100.0,08026
8,27,289,289,100.0,08027
8,28,208,208,100.0,08028
8,29,278,278,100.0,08029
8,30,217,217,100.0,08030
8,31,172,172,100.0,08031
8,32,371,371,100.0,08032
8,33,239,239,100.0,08033
8,34,312,312,100.0,08034
8,35,295,295,100.0,08035
8,36,226,226,100.0,08036
8,37,294,294,100.0,08037
8,38,270,270,100.0,08038
8,39,276,276,100.0,08039
8,40,211,211,100.0,08040
8,41,199,199,100.0,08041
8,42,263,263,100.0,08042
8,43,193,193,100.0,08043
8,44,209,209,100.0,08044
8,45,198,198,100.0,08045
8,46,217,217,100.0,08046
8,47,254,254,100.0,08047
8,48,226,226,100.0,08048
8,49,328,328,100.0,08049
8,50,260,260,100.0,08050
8,51,325,325,100.0,08051
8,52,256,256,100.0,08052
8,53,275,275,100.0,08053
8,54,264,264,100.0,08054
8,55,251,251,100.0,08055
8,56,281,281,100.0,08056
8,57,225,225,100.0,08057
8,58,271,271,100.0,08058
8,59,153,153,100.0,08059
8,60,235,235,100.0,08060
8,61,194,194,100.0,08061
8,62,219,219,100.0,08062
8,63,277,277,100.0,08063
8,64,236,236,100.0,08064
8,65,177,177,100.0,08065
8,66,386,386,100.0,08066
8,67,182,182,100.0,08067
8,68,157,157,100.0,08068
8,69,156,156,100.0,08069
8,70,315,315,100.0,08070
9,1,289,289,100.0,09001
9,2,290,290,100.0,09002
9,3,103,103,100.0,09003
9,4,252,252,100.0,09004
9,5,311,311,100.0,09005
9,6,310,310,100.0,09006
9,7,218,218,100.0,09007
9,8,268,268,100.0,09008
9,9,305,305,100.0,09009
9,10,259,259,100.0,09010
9,11,187,187,100.0,09011
9,12,247,247,100.0,09012
9,13,298,298,100.0,09013
9,14,365,365,100.0,09014
9,15,219,219,100.0,09015
9,16,207,207,100.0,09016
9,17,269,269,100.0,09017
9,18,262,262,100.0,09018
9,19,266,266,100.0,09019
9,20,269,269,100.0,09020
9,21,273,273,100.0,09021
9,22,321,321,100.0,09022
9,23,183,183,100.0,09023
9,24,108,108,100.0,09024
9,25,178,178,100.0,09025
9,26,183,183,100.0,09026
9,27,239,239,100.0,09027
9,28,116,116,100.0,09028
9,29,215,215,100.0,09029
9,30,256,256,100.0,09030
9,31,202,202,100.0,09031
9,32,230,230,100.0,09032
9,33,221,221,100.0,09033
9,34,200,200,100.0,09034
9,35,286,286,100.0,09035
9,36,300,300,100.0,09036
9,37,192,192,100.0,09037
9,38,259,259,100.0,09038
9,39,296,296,100.0,09039
9,40,274,274,100.0,09040
9,41,282,282,100.0,09041
9,42,115,115,100.0,09042
9,43,159,159,100.0,09043
9,44,178,178,100.0,09044
9,45,231,231,100.0,09045
9,46,206,206,100.0,09046
9,47,303,303,100.0,09047
9,48,269,269,100.0,09048
9,49,165,165,100.0,09049
9,50,236,236,100.0,09050
9,51,141,141,100.0,09051
9,52,279,279,100.0,09052
9,53,146,146,100.0,09053
10,1,197,197,100.0,10001
10,2,128,128,100.0,10002
10,3,163,163,100.0,10003
10,4,134,134,100.0,10004
10,5,137,137,100.0,10005
10,6,214,214,100.0,10006
10,7,46,46,100.0,10007
10,8,158,158,100.0,10008
10,9,153,153,100.0,10009
10,10,150,150,100.0,10010
10,11,159,159,100.0,10011
10,12,130,130,100.0,10012
10,13,128,128,100.0,10013
10,14,144,144,100.0,10014
10,15,69,69,100.0,10015
10,16,147,147,100.0,10016
10,17,130,130,100.0,10017
10,18,140,140,100.0,10018
10,19,177,177,100.0,10019
10,20,124,124,100.0,10020
10,21,144,144,100.0,10021
10,22,143,143,100.0,10022
10,23,136,136,100.0,10023
10,24,138,138,100.0,10024
10,25,184,184,100.0,10025
10,26,144,144,100.0,10026
10,27,176,176,100.0,10027
10,28,167,167,100.0,10028
10,29,208,208,100.0,10029
10,30,144,144,100.0,10030
10,31,141,141,100.0,10031
10,32,154,154,100.0,10032
10,33,154,154,100.0,10033
10,34,155,155,100.0,10034
10,35,142,142,100.0,10035
10,36,213,213,100.0,10036
10,37,137,137,100.0,10037
10,38,174,174,100.0,10038
10,39,159,159,100.0,10039
10,40,147,147,100.0,10040
10,41,185,185,100.0,10041
10,42,139,139,100.0,10042
10,43,100,100,100.0,10043
10,44,161,161,100.0,10044
10,45,109,109,100.0,10045
10,46,158,158,100.0,10046
10,47,126,126,100.0,10047
10,48,154,154,100.0,10048
11,1,222,222,100.0,11001
11,2,190,190,100.0,11002
11,3,144,144,100.0,11003
11,4,195,195,100.0,11004
11,5,122,122,100.0,11005
11,6,234,234,100.0,11006
11,7,168,168,100.0,11007
11,8,167,167,100.0,11008
11,9,98,98,100.0,11009
11,10,113,113,100.0,11010
11,11,277,277,100.0,11011
11,12,162,162,100.0,11012
11,13,155,155,100.0,11013
11,14,148,148,100.0,11014
11,15,130,130,100.0,11015
11,16,208,208,100.0,11016
11,17,249,249,100.0,11017
11,18,143,143,100.0,11018
11,19,163,163,100.0,11019
11,20,129,129,100.0,11020
11,21,168,168,100.0,11021
11,22,143,143,100.0,11022
11,23,113,113,100.0,11023
11,24,273,273,100.0,11024
11,25,179,179,100.0,11025
11,26,216,216,100.0,11026
11,27,166,166,100.0,11027
11,28,141,141,100.0,11028
11,29,181,181,100.0,11029
11,30,168,168,100.0,11030
11,31,115,115,100.0,11031
11,32,98,98,100.0,11032
11,33,112,112,100.0,11033
11,34,112,112,100.0,11034
11,35,223,223,100.0,11035
11,36,54,54,100.0,11036
11,37,195,195,100.0,11037
11,38,220,220,100.0,11038
11,39,247,247,100.0,11039
11,40,106,106,100.0,11040
11,41,93,93,100.0,11041
11,42,130,130,100.0,11042
11,43,184,184,100.0,11043
11,44,182,182,100.0,11044
11,45,75,75,100.0,11045
11,46,100,100,100.0,11046
11,47,141,141,100.0,11047
11,48,61,61,100.0,11048
11,49,143,143,100.0,11049
11,50,97,97,100.0,11050
12,1,88,88,100.0,12001
12,2,102,102,100.0,12002
12,3,131,131,100.0,12003
12,4,89,89,100.0,12004
12,5,107,107,100.0,12005
12,6,88,88,100.0,12006
12,7,176,176,100.0,12007
12,8,213,213,100.0,12008
12,9,106,106,100.0,12009
12,10,143,143,100.0,12010
12,11,187,187,100.0,12011
12,12,104,104,100.0,12012
12,13,196,196,100.0,12013
12,14,139,139,100.0,12014
12,15,93,93,100.0,12015
12,16,117,117,100.0,12016
12,17,141,141,100.0,12017
12,18,148,148,100.0,12018
12,19,179,179,100.0,12019
12,20,128,128,100.0,12020
12,21,135,135,100.0,12021
12,22,109,109,100.0,12022
12,23,148,148,100.0,12023
12,24,165,165,100.0,12024
13,1,205,205,100.0,13001
13,2,146,146,100.0,13002
13,3,237,237,100.0,13003
13,4,267,267,100.0,13004
13,5,206,206,100.0,13005
13,6,180,180,100.0,13006
13,7,178,178,100.0,13007
13,8,204,204,100.0,13008
13,9,218,218,100.0,13009
13,10,168,168,100.0,13010
13,11,185,185,100.0,13011
13,12,169,169,100.0,13012
13,13,218,218,100.0,13013
13,14,172,172,100.0,13014
13,15,268,268,100.0,13015
13,16,235,235,100.0,13016
13,17,198,198,100.0,13017
13,18,160,160,100.0,13018
13,19,259,259,100.0,13019
13,20,185,185,100.0,13020
13,21,228,228,100.0,13021
13,22,162,162,100.0,13022
13,23,147,147,100.0,13023
13,24,193,193,100.0,13024
13,25,162,162,100.0,13025
13,26,192,192,100.0,13026
13,27,210,210,100.0,13027
13,28,157,157,100.0,13028
13,29,172,172,100.0,13029
13,30,246,246,100.0,13030
13,31,210,210,100.0,13031
13,32,229,229,100.0,13032
13,33,187,187,100.0,13033
13,34,252,252,100.0,13034
13,35,203,203,100.0,13035
13,36,106,106,100.0,13036
13,37,205,205,100.0,13037
13,38,214,214,100.0,13038
13,39,179,179,100.0,13039
13,40,204,204,100.0,13040
13,41,178,178,100.0,13041
13,42,174,174,100.0,13042
13,43,188,188,100.0,13043
13,44,201,201,100.0,13044
13,45,243,243,100.0,13045
13,46,211,211,100.0,13046
13,47,221,221,100.0,13047
14,1,83,83,100.0,14001
14,2,141,141,100.0,14002
14,3,159,159,100.0,14003
14,4,134,134,100.0,14004
14,5,177,177,100.0,14005
14,6,146,146,100.0,14006
14,7,115,115,100.0,14007
14,8,102,102,100.0,14008
14,9,180,180,100.0,14009
14,10,139,139,100.0,14010
14,11,111,111,100.0,14011
14,12,115,115,100.0,14012
14,13,163,163,100.0,14013
14,14,122,122,100.0,14014
14,15,155,155,100.0,14015
14,16,170,170,100.0,14016
14,17,132,132,100.0,14017
14,18,144,144,100.0,14018
14,19,189,189,100.0,14019
14,20,117,117,100.0,14020
14,21,134,134,100.0,14021
14,22,159,159,100.0,14022
14,23,170,170,100.0,14023
14,24,114,114,100.0,14024
14,25,142,142,100.0,14025
14,26,165,165,100.0,14026
14,27,200,200,100.0,14027
14,28,150,150,100.0,14028
14,29,170,170,100.0,14029
14,30,130,130,100.0,14030
14,31,142,142,100.0,14031
14,32,102,102,100.0,14032
14,33,88,88,100.0,14033
14,34,107,107,100.0,14034
14,35,139,139,100.0,14035
15,1,123,123,100.0,15001
15,2,137,137,100.0,15002
15,3,142,142,100.0,15003
15,4,156,156,100.0,15004
15,5,158,158,100.0,15005
15,6,166,166,100.0,15006
15,7,179,179,100.0,15007
15,8,224,224,100.0,15008
15,9,179,179,100.0,15009
15,10,116,116,100.0,15010
15,11,185,185,100.0,15011
15,12,102,102,100.0,15012
15,13,129,129,100.0,15013
15,14,178,178,100.0,15014
15,15,150,150,100.0,15015
15,16,101,101,100.0,15016
15,17,172,172,100.0,15017
15,18,137,137,100.0,15018
15,19,144,144,100.0,15019
15,20,99,99,100.0,15020
15,21,163,163,100.0,15021
15,22,195,195,100.0,15022
15,23,114,114,100.0,15023
15,24,153,153,100.0,15024
15,25,154,154,100.0,15025
15,26,155,155,100.0,15026
15,27,158,158,100.0,15027
15,28,172,172,100.0,15028
15,29,86,86,100.0,15029
15,30,196,196,100.0,15030
15,31,138,138,100.0,15031
15,32,168,168,100.0,15032
15,33,118,118,100.0,15033
15,34,155,155,100.0,15034
15,35,181,181,100.0,15035
15,36,142,142,100.0,15036
15,37,123,123,100.0,15037
15,38,127,127,100.0,15038
15,39,151,151,100.0,15039
15,40,153,153,100.0,15040
15,41,247,247,100.0,15041
15,42,107,107,100.0,15042
15,43,134,134,100.0,15043
15,44,175,175,100.0,15044
15,45,76,76,100.0,15045
15,46,108,108,100.0,15046
15,47,205,205,100.0,15047
15,48,145,145,100.0,15048
15,49,121,121,100.0,15049
15,50,165,165,100.0,15050
15,51,111,111,100.0,15051
15,52,138,138,100.0,15052
16,1,107,107,100.0,16001
16,2,108,108,100.0,16002
16,3,155,155,100.0,16003
16,4,123,123,100.0,16004
16,5,148,148,100.0,16005
16,6,66,66,100.0,16006
16,7,151,151,100.0,16007
16,8,150,150,100.0,16008
16,9,205,205,100.0,16009
16,10,257,257,100.0,16010
16,11,180,180,100.0,16011
16,12,106,106,100.0,16012
16,13,114,114,100.0,16013
16,14,163,163,100.0,16014
16,15,189,189,100.0,16015
16,16,177,177,100.0,16016
16,17,115,115,100.0,16017
16,18,178,178,100.0,16018
16,19,191,191,100.0,16019
16,20,137,137,100.0,16020
16,21,142,142,100.0,16021
16,22,150,150,100.0,16022
16,23,124,124,100.0,16023
16,24,94,94,100.0,16024
16,25,109,109,100.0,16025
16,26,165,165,100.0,16026
16,27,244,244,100.0,16027
16,28,186,186,100.0,16028
16,29,143,143,100.0,16029
16,30,137,137,100.0,16030
16,31,201,201,100.0,16031
16,32,138,138,100.0,16032
16,33,128,128,100.0,16033
16,34,148,148,100.0,16034
16,35,167,167,100.0,16035
16,36,152,152,100.0,16036
16,37,110,110,100.0,16037
16,38,119,119,100.0,16038
16,39,133,133,100.0,16039
16,40,172,172,100.0,16040
16,41,80,80,100.0,16041
16,42,120,120,100.0,16042
16,43,170,170,100.0,16043
16,44,162,162,100.0,16044
17,1,111,111,100.0,17001
17,2,193,193,100.0,17002
17,3,144,144,100.0,17003
17,4,297,297,100.0,17004
17,5,168,168,100.0,17005
17,6,151,151,100.0,17006
17,7,234,234,100.0,17007
17,8,148,148,100.0,17008
17,9,133,133,100.0,17009
17,10,186,186,100.0,17010
17,11,204,204,100.0,17011
17,12,274,274,100.0,17012
17,13,135,135,100.0,17013
17,14,178,178,100.0,17014
17,15,238,238,100.0,17015
17,16,156,156,100.0,17016
17,17,155,155,100.0,17017
17,18,209,209,100.0,17018
17,19,97,97,100.0,17019
17,20,181,181,100.0,17020
17,21,250,250,100.0,17021
17,22,213,213,100.0,17022
17,23,133,133,100.0,17023
17,24,229,229,100.0,17024
17,25,126,126,100.0,17025
17,26,255,255,100.0,17026
17,27,240,240,100.0,17027
17,28,172,172,100.0,17028
17,29,205,205,100.0,17029
17,30,226,226,100.0,17030
17,31,181,181,100.0,17031
17,32,230,230,100.0,17032
17,33,160,160,100.0,17033
17,34,166,166,100.0,17034
17,35,120,120,100.0,17035
17,36,108,108,100.0,17036
17,37,167,167,100.0,17037
17,38,172,172,100.0,17038
17,39,146,146,100.0,17039
17,40,174,174,100.0,17040
17,41,156,156,100.0,17041
17,42,175,175,100.0,17042
17,43,140,140,100.0,17043
17,44,132,132,100.0,17044
17,45,121,121,100.0,17045
17,46,174,174,100.0,17046
17,47,114,114,100.0,17047
17,48,192,192,100.0,17048
17,49,120,120,100.0,17049
17,50,202,202,100.0,17050
17,51,231,231,100.0,17051
17,52,265,265,100.0,17052
17,53,195,195,100.0,17053
17,54,219,219,100.0,17054
17,55,179,179,100.0,17055
17,56,209,209,100.0,17056
17,57,216,216,100.0,17057
17,58,174,174,100.0,17058
17,59,120,120,100.0,17059
17,60,262,262,100.0,17060
17,61,190,190,100.0,17061
17,62,152,152,100.0,17062
17,63,138,138,100.0,17063
17,64,134,134,100.0,17064
18,1,130,130,100.0,18001
18,2,280,280,100.0,18002
18,3,167,167,100.0,18003
18,4,294,294,100.0,18004
18,5,226,226,100.0,18005
18,6,192,192,100.0,18006
18,7,220,220,100.0,18007
18,8,106,106,100.0,18008
18,9,285,285,100.0,18009
18,10,421,421,100.0,18010
18,11,254,254,100.0,18011
18,12,325,325,100.0,18012
18,13,301,301,100.0,18013
18,14,307,307,100.0,18014
18,15,119,119,100.0,18015
18,16,323,323,100.0,18016
18,17,254,254,100.0,18017
18,18,235,235,100.0,18018
18,19,305,305,100.0,18019
18,20,263,263,100.0,18020
18,21,380,380,100.0,18021
18,22,364,364,100.0,18022
18,23,251,251,100.0,18023
18,24,299,299,100.0,18024
18,25,271,271,100.0,18025
18,26,205,205,100.0,18026
18,27,242,242,100.0,18027
18,28,197,197,100.0,18028
18,29,283,283,100.0,18029
18,30,215,215,100.0,18030
18,31,259,259,100.0,18031
18,32,328,328,100.0,18032
18,33,232,232,100.0,18033
18,34,342,342,100.0,18034
18,35,335,335,100.0,18035
18,36,168,168,100.0,18036
18,37,232,232,100.0,18037
18,38,306,306,100.0,18038
18,39,249,249,100.0,18039
18,40,328,328,100.0,18040
18,41,202,202,100.0,18041
18,42,193,193,100.0,18042
18,43,176,176,100.0,18043
18,44,183,183,100.0,18044
18,45,289,289,100.0,18045
18,46,252,252,100.0,18046
18,47,234,234,100.0,18047
18,48,124,124,100.0,18048
18,49,186,186,100.0,18049
18,50,238,238,100.0,18050
18,51,323,323,100.0,18051
18,52,290,290,100.0,18052
18,53,173,173,100.0,18053
