ward,precinct,total,Terry MacCarthy,Terry MacCarthy Percent,precinct_id
18,54,232,232,100.0,18054
18,55,188,188,100.0,18055
18,56,213,213,100.0,18056
18,57,192,192,100.0,18057
18,58,240,240,100.0,18058
18,59,234,234,100.0,18059
18,60,297,297,100.0,18060
18,61,240,240,100.0,18061
18,62,160,160,100.0,18062
19,1,268,268,100.0,19001
19,2,263,263,100.0,19002
19,3,200,200,100.0,19003
19,4,225,225,100.0,19004
19,5,333,333,100.0,19005
19,6,217,217,100.0,19006
19,7,244,244,100.0,19007
19,8,169,169,100.0,19008
19,9,173,173,100.0,19009
19,10,361,361,100.0,19010
19,11,240,240,100.0,19011
19,12,219,219,100.0,19012
19,13,211,211,100.0,19013
19,14,312,312,100.0,19014
19,15,199,199,100.0,19015
19,16,293,293,100.0,19016
19,17,257,257,100.0,19017
19,18,314,314,100.0,19018
19,19,295,295,100.0,19019
19,20,277,277,100.0,19020
19,21,185,185,100.0,19021
19,22,295,295,100.0,19022
19,23,301,301,100.0,19023
19,24,221,221,100.0,19024
19,25,297,297,100.0,19025
19,26,292,292,100.0,19026
19,27,195,195,100.0,19027
19,28,336,336,100.0,19028
19,29,215,215,100.0,19029
19,30,254,254,100.0,19030
19,31,205,205,100.0,19031
19,32,264,264,100.0,19032
19,33,280,280,100.0,19033
19,34,254,254,100.0,19034
19,35,257,257,100.0,19035
19,36,369,369,100.0,19036
19,37,308,308,100.0,19037
19,38,311,311,100.0,19038
19,39,149,149,100.0,19039
19,40,280,280,100.0,19040
19,41,163,163,100.0,19041
19,42,302,302,100.0,19042
19,43,425,425,100.0,19043
19,44,225,225,100.0,19044
19,45,253,253,100.0,19045
19,46,287,287,100.0,19046
19,47,440,440,100.0,19047
19,48,441,441,100.0,19048
19,49,346,346,100.0,19049
19,50,347,347,100.0,19050
19,51,190,190,100.0,19051
19,52,212,212,100.0,19052
19,53,269,269,100.0,19053
19,54,179,179,100.0,19054
19,55,204,204,100.0,19055
19,56,326,326,100.0,19056
19,57,313,313,100.0,19057
19,58,235,235,100.0,19058
19,59,255,255,100.0,19059
19,60,239,239,100.0,19060
19,61,320,320,100.0,19061
19,62,254,254,100.0,19062
19,63,203,203,100.0,19063
20,1,187,187,100.0,20001
20,2,157,157,100.0,20002
20,3,181,181,100.0,20003
20,4,150,150,100.0,20004
20,5,132,132,100.0,20005
20,6,210,210,100.0,20006
20,7,55,55,100.0,20007
20,8,58,58,100.0,20008
20,9,278,278,100.0,20009
20,10,150,150,100.0,20010
20,11,114,114,100.0,20011
20,12,109,109,100.0,20012
20,13,152,152,100.0,20013
20,14,245,245,100.0,20014
20,15,149,149,100.0,20015
20,16,258,258,100.0,20016
20,17,137,137,100.0,20017
20,18,135,135,100.0,20018
20,19,166,166,100.0,20019
20,20,91,91,100.0,20020
20,21,74,74,100.0,20021
20,22,301,301,100.0,20022
20,23,240,240,100.0,20023
20,24,226,226,100.0,20024
20,25,134,134,100.0,20025
20,26,192,192,100.0,20026
20,27,152,152,100.0,20027
20,28,174,174,100.0,20028
20,29,230,230,100.0,20029
20,30,184,184,100.0,20030
20,31,225,225,100.0,20031
20,32,144,144,100.0,20032
20,33,220,220,100.0,20033
20,34,328,328,100.0,20034
20,35,95,95,100.0,20035
20,36,161,161,100.0,20036
20,37,200,200,100.0,20037
20,38,34,34,100.0,20038
20,39,164,164,100.0,20039
20,40,143,143,100.0,20040
20,41,64,64,100.0,20041
20,42,158,158,100.0,20042
20,43,57,57,100.0,20043
20,44,216,216,100.0,20044
20,45,127,127,100.0,20045
20,46,161,161,100.0,20046
20,47,149,149,100.0,20047
20,48,73,73,100.0,20048
20,49,119,119,100.0,20049
20,50,100,100,100.0,20050
21,1,335,335,100.0,21001
21,2,233,233,100.0,21002
21,3,211,211,100.0,21003
21,4,241,241,100.0,21004
21,5,233,233,100.0,21005
21,6,206,206,100.0,21006
21,7,247,247,100.0,21007
21,8,244,244,100.0,21008
21,9,263,263,100.0,21009
21,10,184,184,100.0,21010
21,11,236,236,100.0,21011
21,12,234,234,100.0,21012
21,13,143,143,100.0,21013
21,14,214,214,100.0,21014
21,15,178,178,100.0,21015
21,16,222,222,100.0,21016
21,17,233,233,100.0,21017
21,18,210,210,100.0,21018
21,19,194,194,100.0,21019
21,20,145,145,100.0,21020
21,21,260,260,100.0,21021
21,22,209,209,100.0,21022
21,23,179,179,100.0,21023
21,24,266,266,100.0,21024
21,25,186,186,100.0,21025
21,26,190,190,100.0,21026
21,27,261,261,100.0,21027
21,28,178,178,100.0,21028
21,29,133,133,100.0,21029
21,30,178,178,100.0,21030
21,31,317,317,100.0,21031
21,32,223,223,100.0,21032
21,33,234,234,100.0,21033
21,34,294,294,100.0,21034
21,35,145,145,100.0,21035
21,36,192,192,100.0,21036
21,37,256,256,100.0,21037
21,38,234,234,100.0,21038
21,39,208,208,100.0,21039
21,40,208,208,100.0,21040
21,41,207,207,100.0,21041
21,42,236,236,100.0,21042
21,43,222,222,100.0,21043
21,44,232,232,100.0,21044
21,45,187,187,100.0,21045
21,46,180,180,100.0,21046
21,47,271,271,100.0,21047
21,48,251,251,100.0,21048
21,49,305,305,100.0,21049
21,50,213,213,100.0,21050
21,51,237,237,100.0,21051
21,52,237,237,100.0,21052
21,53,207,207,100.0,21053
21,54,209,209,100.0,21054
21,55,242,242,100.0,21055
21,56,183,183,100.0,21056
21,57,217,217,100.0,21057
21,58,172,172,100.0,21058
21,59,279,279,100.0,21059
21,60,239,239,100.0,21060
21,61,280,280,100.0,21061
21,62,249,249,100.0,21062
21,63,195,195,100.0,21063
21,64,137,137,100.0,21064
21,65,312,312,100.0,21065
21,66,184,184,100.0,21066
21,67,252,252,100.0,21067
21,68,236,236,100.0,21068
21,69,188,188,100.0,21069
21,70,193,193,100.0,21070
21,71,186,186,100.0,21071
21,72,234,234,100.0,21072
21,73,284,284,100.0,21073
21,74,87,87,100.0,21074
22,1,103,103,100.0,22001
22,2,84,84,100.0,22002
22,3,158,158,100.0,22003
22,4,119,119,100.0,22004
22,5,131,131,100.0,22005
22,6,100,100,100.0,22006
22,7,188,188,100.0,22007
22,8,98,98,100.0,22008
22,9,132,132,100.0,22009
22,10,137,137,100.0,22010
22,11,122,122,100.0,22011
22,12,96,96,100.0,22012
22,13,143,143,100.0,22013
22,14,90,90,100.0,22014
22,15,100,100,100.0,22015
22,16,144,144,100.0,22016
22,17,130,130,100.0,22017
22,18,127,127,100.0,22018
22,19,139,139,100.0,22019
22,20,128,128,100.0,22020
22,21,178,178,100.0,22021
22,22,109,109,100.0,22022
22,23,123,123,100.0,22023
22,24,87,87,100.0,22024
22,25,100,100,100.0,22025
22,26,102,102,100.0,22026
22,27,150,150,100.0,22027
22,28,75,75,100.0,22028
22,29,87,87,100.0,22029
23,1,191,191,100.0,23001
23,2,238,238,100.0,23002
23,3,193,193,100.0,23003
23,4,191,191,100.0,23004
23,5,178,178,100.0,23005
23,6,191,191,100.0,23006
23,7,172,172,100.0,23007
23,8,159,159,100.0,23008
23,9,209,209,100.0,23009
23,10,244,244,100.0,23010
23,11,220,220,100.0,23011
23,12,211,211,100.0,23012
23,13,237,237,100.0,23013
23,14,159,159,100.0,23014
23,15,201,201,100.0,23015
23,16,205,205,100.0,23016
23,17,232,232,100.0,23017
23,18,150,150,100.0,23018
23,19,174,174,100.0,23019
23,20,158,158,100.0,23020
23,21,255,255,100.0,23021
23,22,192,192,100.0,23022
23,23,160,160,100.0,23023
23,24,141,141,100.0,23024
23,25,140,140,100.0,23025
23,26,177,177,100.0,23026
23,27,183,183,100.0,23027
23,28,182,182,100.0,23028
23,29,150,150,100.0,23029
23,30,197,197,100.0,23030
23,31,180,180,100.0,23031
23,32,222,222,100.0,23032
23,33,205,205,100.0,23033
23,34,171,171,100.0,23034
23,35,164,164,100.0,23035
23,36,229,229,100.0,23036
23,37,142,142,100.0,23037
23,38,174,174,100.0,23038
23,39,160,160,100.0,23039
23,40,175,175,100.0,23040
23,41,181,181,100.0,23041
23,42,173,173,100.0,23042
23,43,229,229,100.0,23043
23,44,189,189,100.0,23044
23,45,238,238,100.0,23045
23,46,202,202,100.0,23046
23,47,211,211,100.0,23047
23,48,138,138,100.0,23048
23,49,238,238,100.0,23049
23,50,119,119,100.0,23050
23,51,171,171,100.0,23051
23,52,238,238,100.0,23052
23,53,127,127,100.0,23053
23,54,229,229,100.0,23054
24,1,234,234,100.0,24001
24,2,160,160,100.0,24002
24,3,156,156,100.0,24003
24,4,184,184,100.0,24004
24,5,161,161,100.0,24005
24,6,222,222,100.0,24006
24,7,160,160,100.0,24007
24,8,164,164,100.0,24008
24,9,177,177,100.0,24009
24,10,138,138,100.0,24010
24,11,119,119,100.0,24011
24,12,183,183,100.0,24012
24,13,145,145,100.0,24013
24,14,227,227,100.0,24014
24,15,140,140,100.0,24015
24,16,128,128,100.0,24016
24,17,150,150,100.0,24017
24,18,118,118,100.0,24018
24,19,116,116,100.0,24019
24,20,142,142,100.0,24020
24,21,109,109,100.0,24021
24,22,181,181,100.0,24022
24,23,126,126,100.0,24023
24,24,129,129,100.0,24024
24,25,219,219,100.0,24025
24,26,219,219,100.0,24026
24,27,90,90,100.0,24027
24,28,216,216,100.0,24028
24,29,217,217,100.0,24029
24,30,199,199,100.0,24030
24,31,161,161,100.0,24031
24,32,162,162,100.0,24032
24,33,135,135,100.0,24033
24,34,176,176,100.0,24034
24,35,258,258,100.0,24035
24,36,154,154,100.0,24036
24,37,182,182,100.0,24037
24,38,204,204,100.0,24038
24,39,167,167,100.0,24039
24,40,205,205,100.0,24040
24,41,172,172,100.0,24041
24,42,121,121,100.0,24042
24,43,215,215,100.0,24043
24,44,211,211,100.0,24044
24,45,150,150,100.0,24045
24,46,229,229,100.0,24046
24,47,141,141,100.0,24047
24,48,100,100,100.0,24048
24,49,322,322,100.0,24049
24,50,300,300,100.0,24050
24,51,264,264,100.0,24051
24,52,136,136,100.0,24052
24,53,146,146,100.0,24053
24,54,193,193,100.0,24054
24,55,165,165,100.0,24055
24,56,201,201,100.0,24056
25,1,183,183,100.0,25001
25,2,270,270,100.0,25002
25,3,241,241,100.0,25003
25,4,194,194,100.0,25004
25,5,173,173,100.0,25005
25,6,134,134,100.0,25006
25,7,180,180,100.0,25007
25,8,197,197,100.0,25008
25,9,238,238,100.0,25009
25,10,125,125,100.0,25010
25,11,222,222,100.0,25011
25,12,174,174,100.0,25012
25,13,200,200,100.0,25013
25,14,87,87,100.0,25014
25,15,181,181,100.0,25015
25,16,104,104,100.0,25016
25,17,282,282,100.0,25017
25,18,168,168,100.0,25018
25,19,203,203,100.0,25019
25,20,217,217,100.0,25020
25,21,128,128,100.0,25021
25,22,106,106,100.0,25022
25,23,224,224,100.0,25023
25,24,230,230,100.0,25024
25,25,185,185,100.0,25025
25,26,123,123,100.0,25026
25,27,152,152,100.0,25027
25,28,228,228,100.0,25028
25,29,463,463,100.0,25029
25,30,203,203,100.0,25030
25,31,100,100,100.0,25031
26,1,102,102,100.0,26001
26,2,133,133,100.0,26002
26,3,132,132,100.0,26003
26,4,107,107,100.0,26004
26,5,160,160,100.0,26005
26,6,89,89,100.0,26006
26,7,95,95,100.0,26007
26,8,119,119,100.0,26008
26,9,67,67,100.0,26009
26,10,91,91,100.0,26010
26,11,113,113,100.0,26011
26,12,73,73,100.0,26012
26,13,118,118,100.0,26013
26,14,70,70,100.0,26014
26,15,98,98,100.0,26015
26,16,77,77,100.0,26016
26,17,80,80,100.0,26017
26,18,79,79,100.0,26018
26,19,207,207,100.0,26019
26,20,138,138,100.0,26020
26,21,124,124,100.0,26021
26,22,92,92,100.0,26022
26,23,75,75,100.0,26023
26,24,108,108,100.0,26024
26,25,35,35,100.0,26025
26,26,74,74,100.0,26026
26,27,115,115,100.0,26027
26,28,101,101,100.0,26028
26,29,86,86,100.0,26029
26,30,103,103,100.0,26030
26,31,94,94,100.0,26031
26,32,125,125,100.0,26032
26,33,57,57,100.0,26033
26,34,141,141,100.0,26034
26,35,154,154,100.0,26035
26,36,83,83,100.0,26036
26,37,58,58,100.0,26037
26,38,122,122,100.0,26038
26,39,109,109,100.0,26039
26,40,70,70,100.0,26040
26,41,95,95,100.0,26041
26,42,112,112,100.0,26042
26,43,85,85,100.0,26043
26,44,63,63,100.0,26044
26,45,142,142,100.0,26045
26,46,187,187,100.0,26046
26,47,73,73,100.0,26047
26,48,130,130,100.0,26048
26,49,99,99,100.0,26049
26,50,69,69,100.0,26050
26,51,114,114,100.0,26051
26,52,48,48,100.0,26052
26,53,78,78,100.0,26053
26,54,86,86,100.0,26054
26,55,72,72,100.0,26055
26,56,91,91,100.0,26056
26,57,87,87,100.0,26057
26,58,79,79,100.0,26058
26,59,107,107,100.0,26059
26,60,96,96,100.0,26060
26,61,65,65,100.0,26061
26,62,138,138,100.0,26062
26,63,34,34,100.0,26063
27,1,348,348,100.0,27001
27,2,119,119,100.0,27002
27,3,141,141,100.0,27003
27,4,107,107,100.0,27004
27,5,105,105,100.0,27005
27,6,46,46,100.0,27006
27,7,263,263,100.0,27007
27,8,165,165,100.0,27008
27,9,240,240,100.0,27009
27,10,265,265,100.0,27010
27,11,181,181,100.0,27011
27,12,237,237,100.0,27012
27,13,171,171,100.0,27013
27,14,221,221,100.0,27014
27,15,90,90,100.0,27015
27,16,76,76,100.0,27016
27,17,212,212,100.0,27017
27,18,157,157,100.0,27018
27,19,167,167,100.0,27019
27,20,247,247,100.0,27020
27,21,140,140,100.0,27021
27,22,171,171,100.0,27022
27,23,32,32,100.0,27023
27,24,133,133,100.0,27024
27,25,103,103,100.0,27025
27,26,159,159,100.0,27026
27,27,192,192,100.0,27027
27,28,196,196,100.0,27028
27,29,133,133,100.0,27029
27,30,90,90,100.0,27030
27,31,125,125,100.0,27031
27,32,157,157,100.0,27032
27,33,157,157,100.0,27033
27,34,177,177,100.0,27034
27,35,177,177,100.0,27035
27,36,183,183,100.0,27036
27,37,173,173,100.0,27037
27,38,125,125,100.0,27038
27,39,78,78,100.0,27039
27,40,126,126,100.0,27040
27,41,194,194,100.0,27041
27,42,160,160,100.0,27042
27,43,54,54,100.0,27043
27,44,127,127,100.0,27044
27,45,109,109,100.0,27045
27,46,143,143,100.0,27046
27,47,136,136,100.0,27047
27,48,214,214,100.0,27048
27,49,159,159,100.0,27049
27,50,204,204,100.0,27050
27,51,26,26,100.0,27051
27,52,156,156,100.0,27052
27,53,144,144,100.0,27053
27,54,254,254,100.0,27054
27,55,139,139,100.0,27055
27,56,143,143,100.0,27056
27,57,137,137,100.0,27057
27,58,86,86,100.0,27058
27,59,183,183,100.0,27059
28,1,201,201,100.0,28001
28,2,211,211,100.0,28002
28,3,122,122,100.0,28003
28,4,195,195,100.0,28004
28,5,150,150,100.0,28005
28,6,111,111,100.0,28006
28,7,137,137,100.0,28007
28,8,162,162,100.0,28008
28,9,136,136,100.0,28009
28,10,50,50,100.0,28010
28,11,133,133,100.0,28011
28,12,122,122,100.0,28012
28,13,103,103,100.0,28013
28,14,110,110,100.0,28014
28,15,158,158,100.0,28015
28,16,140,140,100.0,28016
28,17,153,153,100.0,28017
28,18,200,200,100.0,28018
28,19,203,203,100.0,28019
28,20,180,180,100.0,28020
28,21,218,218,100.0,28021
28,22,154,154,100.0,28022
28,23,142,142,100.0,28023
28,24,121,121,100.0,28024
28,25,125,125,100.0,28025
28,26,142,142,100.0,28026
28,27,191,191,100.0,28027
28,28,106,106,100.0,28028
28,29,148,148,100.0,28029
28,30,126,126,100.0,28030
28,31,146,146,100.0,28031
28,32,160,160,100.0,28032
28,33,178,178,100.0,28033
28,34,35,35,100.0,28034
28,35,149,149,100.0,28035
28,36,130,130,100.0,28036
28,37,252,252,100.0,28037
28,38,72,72,100.0,28038
28,39,189,189,100.0,28039
28,40,230,230,100.0,28040
28,41,157,157,100.0,28041
28,42,128,128,100.0,28042
28,43,230,230,100.0,28043
28,44,214,214,100.0,28044
28,45,183,183,100.0,28045
28,46,155,155,100.0,28046
28,47,159,159,100.0,28047
28,48,100,100,100.0,28048
28,49,75,75,100.0,28049
28,50,100,100,100.0,28050
28,51,154,154,100.0,28051
28,52,140,140,100.0,28052
28,53,79,79,100.0,28053
28,54,124,124,100.0,28054
28,55,155,155,100.0,28055
28,56,151,151,100.0,28056
28,57,163,163,100.0,28057
28,58,186,186,100.0,28058
28,59,139,139,100.0,28059
28,60,119,119,100.0,28060
28,61,113,113,100.0,28061
29,1,337,337,100.0,29001
29,2,121,121,100.0,29002
29,3,324,324,100.0,29003
29,4,228,228,100.0,29004
29,5,190,190,100.0,29005
29,6,86,86,100.0,29006
29,7,98,98,100.0,29007
29,8,144,144,100.0,29008
29,9,111,111,100.0,29009
29,10,98,98,100.0,29010
29,11,252,252,100.0,29011
29,12,279,279,100.0,29012
29,13,244,244,100.0,29013
29,14,269,269,100.0,29014
29,15,290,290,100.0,29015
29,16,360,360,100.0,29016
29,17,225,225,100.0,29017
29,18,263,263,100.0,29018
29,19,316,316,100.0,29019
29,20,277,277,100.0,29020
29,21,210,210,100.0,29021
29,22,212,212,100.0,29022
29,23,207,207,100.0,29023
29,24,139,139,100.0,29024
29,25,279,279,100.0,29025
29,26,202,202,100.0,29026
29,27,214,214,100.0,29027
29,28,301,301,100.0,29028
29,29,313,313,100.0,29029
29,30,103,103,100.0,29030
29,31,211,211,100.0,29031
29,32,139,139,100.0,29032
29,33,220,220,100.0,29033
29,34,155,155,100.0,29034
29,35,199,199,100.0,29035
29,36,306,306,100.0,29036
29,37,219,219,100.0,29037
29,38,221,221,100.0,29038
29,39,138,138,100.0,29039
29,40,328,328,100.0,29040
29,41,274,274,100.0,29041
29,42,269,269,100.0,29042
29,43,260,260,100.0,29043
29,44,223,223,100.0,29044
29,45,200,200,100.0,29045
29,46,218,218,100.0,29046
29,47,283,283,100.0,29047
29,48,219,219,100.0,29048
29,49,316,316,100.0,29049
30,1,147,147,100.0,30001
30,2,106,106,100.0,30002
30,3,170,170,100.0,30003
30,4,126,126,100.0,30004
30,5,80,80,100.0,30005
30,6,94,94,100.0,30006
30,7,120,120,100.0,30007
30,8,145,145,100.0,30008
30,9,127,127,100.0,30009
30,10,107,107,100.0,30010
30,11,81,81,100.0,30011
30,12,95,95,100.0,30012
30,13,125,125,100.0,30013
30,14,45,45,100.0,30014
30,15,166,166,100.0,30015
30,16,143,143,100.0,30016
30,17,86,86,100.0,30017
30,18,85,85,100.0,30018
30,19,96,96,100.0,30019
30,20,105,105,100.0,30020
30,21,120,120,100.0,30021
30,22,124,124,100.0,30022
30,23,114,114,100.0,30023
30,24,109,109,100.0,30024
30,25,77,77,100.0,30025
30,26,83,83,100.0,30026
30,27,195,195,100.0,30027
30,28,111,111,100.0,30028
30,29,80,80,100.0,30029
30,30,162,162,100.0,30030
30,31,84,84,100.0,30031
30,32,48,48,100.0,30032
30,33,99,99,100.0,30033
30,34,135,135,100.0,30034
30,35,141,141,100.0,30035
30,36,138,138,100.0,30036
30,37,91,91,100.0,30037
30,38,172,172,100.0,30038
30,39,142,142,100.0,30039
30,40,113,113,100.0,30040
30,41,121,121,100.0,30041
31,1,63,63,100.0,31001
31,2,82,82,100.0,31002
31,3,100,100,100.0,31003
31,4,100,100,100.0,31004
31,5,130,130,100.0,31005
31,6,100,100,100.0,31006
31,7,103,103,100.0,31007
31,8,90,90,100.0,31008
31,9,94,94,100.0,31009
31,10,48,48,100.0,31010
31,11,101,101,100.0,31011
31,12,119,119,100.0,31012
31,13,101,101,100.0,31013
31,14,85,85,100.0,31014
31,15,51,51,100.0,31015
31,16,101,101,100.0,31016
31,17,78,78,100.0,31017
31,18,96,96,100.0,31018
31,19,92,92,100.0,31019
31,20,82,82,100.0,31020
31,21,109,109,100.0,31021
31,22,79,79,100.0,31022
31,23,65,65,100.0,31023
31,24,102,102,100.0,31024
31,25,115,115,100.0,31025
31,26,84,84,100.0,31026
31,27,77,77,100.0,31027
31,28,106,106,100.0,31028
31,29,104,104,100.0,31029
31,30,126,126,100.0,31030
31,31,158,158,100.0,31031
31,32,145,145,100.0,31032
31,33,128,128,100.0,31033
31,34,76,76,100.0,31034
31,35,76,76,100.0,31035
31,36,126,126,100.0,31036
31,37,83,83,100.0,31037
31,38,78,78,100.0,31038
31,39,60,60,100.0,31039
31,40,79,79,100.0,31040
31,41,104,104,100.0,31041
31,42,114,114,100.0,31042
31,43,121,121,100.0,31043
31,44,94,94,100.0,31044
31,45,81,81,100.0,31045
31,46,100,100,100.0,31046
31,47,111,111,100.0,31047
31,48,92,92,100.0,31048
31,49,57,57,100.0,31049
31,50,116,116,100.0,31050
31,51,70,70,100.0,31051
32,1,223,223,100.0,32001
32,2,247,247,100.0,32002
32,3,189,189,100.0,32003
32,4,243,243,100.0,32004
32,5,170,170,100.0,32005
32,6,192,192,100.0,32006
32,7,182,182,100.0,32007
32,8,305,305,100.0,32008
32,9,362,362,100.0,32009
32,10,223,223,100.0,32010
32,11,199,199,100.0,32011
32,12,148,148,100.0,32012
32,13,110,110,100.0,32013
32,14,182,182,100.0,32014
32,15,153,153,100.0,32015
32,16,216,216,100.0,32016
32,17,257,257,100.0,32017
32,18,182,182,100.0,32018
32,19,219,219,100.0,32019
32,20,211,211,100.0,32020
32,21,188,188,100.0,32021
32,22,261,261,100.0,32022
32,23,222,222,100.0,32023
32,24,269,269,100.0,32024
32,25,199,199,100.0,32025
32,26,195,195,100.0,32026
32,27,211,211,100.0,32027
32,28,181,181,100.0,32028
32,29,188,188,100.0,32029
32,30,241,241,100.0,32030
32,31,265,265,100.0,32031
32,32,225,225,100.0,32032
32,33,140,140,100.0,32033
32,34,224,224,100.0,32034
32,35,229,229,100.0,32035
32,36,227,227,100.0,32036
32,37,188,188,100.0,32037
32,38,248,248,100.0,32038
32,39,260,260,100.0,32039
32,40,247,247,100.0,32040
32,41,270,270,100.0,32041
32,42,271,271,100.0,32042
32,43,234,234,100.0,32043
32,44,162,162,100.0,32044
32,45,211,211,100.0,32045
32,46,92,92,100.0,32046
32,47,234,234,100.0,32047
32,48,296,296,100.0,32048
32,49,154,154,100.0,32049
32,50,252,252,100.0,32050
32,51,249,249,100.0,32051
32,52,132,132,100.0,32052
33,1,254,254,100.0,33001
33,2,260,260,100.0,33002
33,3,245,245,100.0,33003
33,4,247,247,100.0,33004
33,5,223,223,100.0,33005
33,6,207,207,100.0,33006
33,7,332,332,100.0,33007
33,8,258,258,100.0,33008
33,9,252,252,100.0,33009
33,10,256,256,100.0,33010
33,11,278,278,100.0,33011
33,12,239,239,100.0,33012
33,13,243,243,100.0,33013
33,14,217,217,100.0,33014
33,15,258,258,100.0,33015
33,16,211,211,100.0,33016
33,17,269,269,100.0,33017
33,18,87,87,100.0,33018
33,19,263,263,100.0,33019
33,20,262,262,100.0,33020
33,21,307,307,100.0,33021
33,22,283,283,100.0,33022
33,23,280,280,100.0,33023
33,24,309,309,100.0,33024
33,25,304,304,100.0,33025
33,26,284,284,100.0,33026
33,27,245,245,100.0,33027
34,1,373,373,100.0,34001
34,2,216,216,100.0,34002
34,3,269,269,100.0,34003
34,4,310,310,100.0,34004
34,5,233,233,100.0,34005
34,6,171,171,100.0,34006
34,7,323,323,100.0,34007
34,8,285,285,100.0,34008
34,9,196,196,100.0,34009
34,10,256,256,100.0,34010
34,11,193,193,100.0,34011
34,12,315,315,100.0,34012
34,13,319,319,100.0,34013
34,14,193,193,100.0,34014
34,15,219,219,100.0,34015
34,16,186,186,100.0,34016
34,17,247,247,100.0,34017
34,18,180,180,100.0,34018
34,19,50,50,100.0,34019
34,20,379,379,100.0,34020
34,21,254,254,100.0,34021
34,22,290,290,100.0,34022
34,23,237,237,100.0,34023
34,24,236,236,100.0,34024
34,25,300,300,100.0,34025
34,26,154,154,100.0,34026
34,27,218,218,100.0,34027
34,28,156,156,100.0,34028
34,29,262,262,100.0,34029
34,30,302,302,100.0,34030
34,31,153,153,100.0,34031
34,32,169,169,100.0,34032
34,33,143,143,100.0,34033
34,34,298,298,100.0,34034
34,35,310,310,100.0,34035
34,36,286,286,100.0,34036
34,37,251,251,100.0,34037
34,38,227,227,100.0,34038
34,39,205,205,100.0,34039
34,40,293,293,100.0,34040
34,41,151,151,100.0,34041
34,42,309,309,100.0,34042
34,43,360,360,100.0,34043
34,44,290,290,100.0,34044
34,45,263,263,100.0,34045
34,46,250,250,100.0,34046
34,47,163,163,100.0,34047
34,48,337,337,100.0,34048
34,49,368,368,100.0,34049
34,50,257,257,100.0,34050
34,51,401,401,100.0,34051
34,52,210,210,100.0,34052
34,53,169,169,100.0,34053
34,54,210,210,100.0,34054
34,55,303,303,100.0,34055
34,56,138,138,100.0,34056
34,57,251,251,100.0,34057
34,58,272,272,100.0,34058
34,59,282,282,100.0,34059
34,60,294,294,100.0,34060
34,61,213,213,100.0,34061
35,1,223,223,100.0,35001
35,2,171,171,100.0,35002
35,3,153,153,100.0,35003
35,4,226,226,100.0,35004
35,5,201,201,100.0,35005
35,6,189,189,100.0,35006
35,7,230,230,100.0,35007
35,8,178,178,100.0,35008
35,9,211,211,100.0,35009
35,10,212,212,100.0,35010
35,11,178,178,100.0,35011
35,12,253,253,100.0,35012
35,13,56,56,100.0,35013
35,14,238,238,100.0,35014
35,15,186,186,100.0,35015
35,16,224,224,100.0,35016
35,17,223,223,100.0,35017
35,18,251,251,100.0,35018
35,19,215,215,100.0,35019
35,20,194,194,100.0,35020
35,21,198,198,100.0,35021
35,22,75,75,100.0,35022
35,23,118,118,100.0,35023
35,24,117,117,100.0,35024
35,25,246,246,100.0,35025
35,26,245,245,100.0,35026
35,27,265,265,100.0,35027
35,28,246,246,100.0,35028
35,29,275,275,100.0,35029
35,30,281,281,100.0,35030
35,31,115,115,100.0,35031
35,32,112,112,100.0,35032
35,33,191,191,100.0,35033
35,34,233,233,100.0,35034
35,35,189,189,100.0,35035
35,36,135,135,100.0,35036
36,1,143,143,100.0,36001
36,2,149,149,100.0,36002
36,3,312,312,100.0,36003
36,4,122,122,100.0,36004
36,5,129,129,100.0,36005
36,6,169,169,100.0,36006
36,7,139,139,100.0,36007
36,8,162,162,100.0,36008
36,9,151,151,100.0,36009
36,10,118,118,100.0,36010
36,11,220,220,100.0,36011
36,12,116,116,100.0,36012
36,13,230,230,100.0,36013
36,14,179,179,100.0,36014
36,15,151,151,100.0,36015
36,16,304,304,100.0,36016
36,17,156,156,100.0,36017
36,18,183,183,100.0,36018
36,19,178,178,100.0,36019
36,20,230,230,100.0,36020
36,21,281,281,100.0,36021
36,22,251,251,100.0,36022
36,23,107,107,100.0,36023
36,24,252,252,100.0,36024
36,25,126,126,100.0,36025
36,26,177,177,100.0,36026
36,27,99,99,100.0,36027
36,28,149,149,100.0,36028
36,29,143,143,100.0,36029
36,30,206,206,100.0,36030
36,31,199,199,100.0,36031
36,32,159,159,100.0,36032
36,33,149,149,100.0,36033
36,34,118,118,100.0,36034
36,35,179,179,100.0,36035
36,36,161,161,100.0,36036
36,37,138,138,100.0,36037
36,38,110,110,100.0,36038
36,39,162,162,100.0,36039
36,40,187,187,100.0,36040
36,41,146,146,100.0,36041
36,42,146,146,100.0,36042
36,43,153,153,100.0,36043
36,44,231,231,100.0,36044
36,45,187,187,100.0,36045
36,46,143,143,100.0,36046
36,47,112,112,100.0,36047
36,48,136,136,100.0,36048
36,49,222,222,100.0,36049
36,50,143,143,100.0,36050
36,51,176,176,100.0,36051
36,52,171,171,100.0,36052
36,53,117,117,100.0,36053
36,54,274,274,100.0,36054
36,55,259,259,100.0,36055
37,1,119,119,100.0,37001
37,2,202,202,100.0,37002
37,3,132,132,100.0,37003
37,4,240,240,100.0,37004
37,5,261,261,100.0,37005
37,6,245,245,100.0,37006
37,7,262,262,100.0,37007
37,8,191,191,100.0,37008
37,9,211,211,100.0,37009
