ward,precinct,total,Mark Steven Kirk,Mark Steven Kirk Percent,Alexander ''Alexi'' Giannoulias,Alexander ''Alexi'' Giannoulias Percent,LeAlan M. Jones,LeAlan M. Jones Percent,Mike Labno,Mike Labno Percent,precinct_id
2,30,438,150,34.25,264,60.27,17,3.88,7,1.6,02030
2,31,296,11,3.72,279,94.26,4,1.35,2,0.68,02031
2,32,176,26,14.77,144,81.82,5,2.84,1,0.57,02032
2,33,194,5,2.58,188,96.91,1,0.52,0,0.0,02033
2,34,215,11,5.12,198,92.09,4,1.86,2,0.93,02034
2,35,87,14,16.09,63,72.41,10,11.49,0,0.0,02035
2,36,532,145,27.26,372,69.92,13,2.44,2,0.38,02036
2,37,309,100,32.36,198,64.08,6,1.94,5,1.62,02037
2,38,586,228,38.91,344,58.7,10,1.71,4,0.68,02038
2,39,324,42,12.96,274,84.57,5,1.54,3,0.93,02039
2,40,717,185,25.8,496,69.18,18,2.51,18,2.51,02040
2,41,168,4,2.38,160,95.24,4,2.38,0,0.0,02041
2,42,170,7,4.12,156,91.76,5,2.94,2,1.18,02042
2,43,409,86,21.03,309,75.55,8,1.96,6,1.47,02043
2,44,221,13,5.88,196,88.69,10,4.52,2,0.9,02044
2,45,292,20,6.85,262,89.73,5,1.71,5,1.71,02045
2,46,386,16,4.15,363,94.04,7,1.81,0,0.0,02046
2,47,205,5,2.44,190,92.68,9,4.39,1,0.49,02047
2,48,165,1,0.61,163,98.79,1,0.61,0,0.0,02048
2,49,334,77,23.05,228,68.26,21,6.29,8,2.4,02049
2,50,207,44,21.26,152,73.43,3,1.45,8,3.86,02050
2,51,216,11,5.09,199,92.13,5,2.31,1,0.46,02051
2,52,344,11,3.2,323,93.9,6,1.74,4,1.16,02052
2,53,335,92,27.46,229,68.36,6,1.79,8,2.39,02053
2,54,433,74,17.09,332,76.67,15,3.46,12,2.77,02054
2,55,207,60,28.99,135,65.22,8,3.86,4,1.93,02055
2,56,207,9,4.35,191,92.27,6,2.9,1,0.48,02056
3,1,242,3,1.24,226,93.39,11,4.55,2,0.83,03001
3,2,322,8,2.48,309,95.96,5,1.55,0,0.0,03002
3,3,331,47,14.2,272,82.18,5,1.51,7,2.11,03003
3,4,207,5,2.42,197,95.17,4,1.93,1,0.48,03004
3,5,242,11,4.55,223,92.15,7,2.89,1,0.41,03005
3,6,73,2,2.74,67,91.78,3,4.11,1,1.37,03006
3,7,302,17,5.63,281,93.05,4,1.32,0,0.0,03007
3,8,255,2,0.78,245,96.08,8,3.14,0,0.0,03008
3,9,281,7,2.49,261,92.88,11,3.91,2,0.71,03009
3,10,100,2,2.0,94,94.0,4,4.0,0,0.0,03010
3,11,269,6,2.23,255,94.8,7,2.6,1,0.37,03011
3,12,248,3,1.21,238,95.97,6,2.42,1,0.4,03012
3,13,149,25,16.78,117,78.52,2,1.34,5,3.36,03013
3,14,161,4,2.48,151,93.79,6,3.73,0,0.0,03014
3,15,302,6,1.99,278,92.05,14,4.64,4,1.32,03015
3,16,220,5,2.27,200,90.91,14,6.36,1,0.45,03016
3,17,141,1,0.71,135,95.74,2,1.42,3,2.13,03017
3,18,130,4,3.08,120,92.31,6,4.62,0,0.0,03018
3,19,70,13,18.57,50,71.43,4,5.71,3,4.29,03019
3,20,205,4,1.95,190,92.68,10,4.88,1,0.49,03020
3,21,119,1,0.84,114,95.8,3,2.52,1,0.84,03021
3,22,134,2,1.49,129,96.27,2,1.49,1,0.75,03022
3,23,257,4,1.56,242,94.16,10,3.89,1,0.39,03023
3,24,358,8,2.23,336,93.85,9,2.51,5,1.4,03024
3,25,196,2,1.02,192,97.96,2,1.02,0,0.0,03025
3,26,85,1,1.18,80,94.12,1,1.18,3,3.53,03026
3,27,265,7,2.64,251,94.72,7,2.64,0,0.0,03027
3,28,564,160,28.37,373,66.13,20,3.55,11,1.95,03028
3,29,255,4,1.57,244,95.69,5,1.96,2,0.78,03029
3,30,178,1,0.56,166,93.26,10,5.62,1,0.56,03030
3,31,362,7,1.93,342,94.48,12,3.31,1,0.28,03031
3,32,229,6,2.62,221,96.51,2,0.87,0,0.0,03032
3,33,334,14,4.19,307,91.92,13,3.89,0,0.0,03033
3,34,204,7,3.43,183,89.71,11,5.39,3,1.47,03034
3,35,271,6,2.21,256,94.46,9,3.32,0,0.0,03035
3,36,92,1,1.09,90,97.83,1,1.09,0,0.0,03036
3,37,105,2,1.9,98,93.33,3,2.86,2,1.9,03037
3,38,348,3,0.86,331,95.11,13,3.74,1,0.29,03038
3,39,336,6,1.79,325,96.73,5,1.49,0,0.0,03039
3,40,241,3,1.24,231,95.85,5,2.07,2,0.83,03040
3,41,220,21,9.55,188,85.45,9,4.09,2,0.91,03041
3,42,207,10,4.83,188,90.82,6,2.9,3,1.45,03042
3,43,48,0,0.0,46,95.83,2,4.17,0,0.0,03043
3,44,97,4,4.12,92,94.85,0,0.0,1,1.03,03044
3,45,370,54,14.59,299,80.81,13,3.51,4,1.08,03045
3,46,58,1,1.72,57,98.28,0,0.0,0,0.0,03046
3,47,164,5,3.05,151,92.07,6,3.66,2,1.22,03047
3,48,206,2,0.97,200,97.09,3,1.46,1,0.49,03048
3,49,102,1,0.98,99,97.06,2,1.96,0,0.0,03049
3,50,158,1,0.63,154,97.47,2,1.27,1,0.63,03050
4,1,500,45,9.0,434,86.8,19,3.8,2,0.4,04001
4,2,400,4,1.0,383,95.75,12,3.0,1,0.25,04002
4,3,362,5,1.38,347,95.86,9,2.49,1,0.28,04003
4,4,376,7,1.86,355,94.41,13,3.46,1,0.27,04004
4,5,430,15,3.49,402,93.49,12,2.79,1,0.23,04005
4,6,110,1,0.91,107,97.27,2,1.82,0,0.0,04006
4,7,379,13,3.43,354,93.4,12,3.17,0,0.0,04007
4,8,392,7,1.79,374,95.41,8,2.04,3,0.77,04008
4,9,557,10,1.8,533,95.69,13,2.33,1,0.18,04009
4,10,361,10,2.77,337,93.35,11,3.05,3,0.83,04010
4,11,298,5,1.68,284,95.3,9,3.02,0,0.0,04011
4,12,200,2,1.0,190,95.0,8,4.0,0,0.0,04012
4,13,257,18,7.0,222,86.38,13,5.06,4,1.56,04013
4,14,255,7,2.75,242,94.9,6,2.35,0,0.0,04014
4,15,293,15,5.12,261,89.08,17,5.8,0,0.0,04015
4,16,379,5,1.32,359,94.72,15,3.96,0,0.0,04016
4,17,336,25,7.44,299,88.99,11,3.27,1,0.3,04017
4,18,302,9,2.98,283,93.71,8,2.65,2,0.66,04018
4,19,324,5,1.54,307,94.75,10,3.09,2,0.62,04019
4,20,268,2,0.75,250,93.28,14,5.22,2,0.75,04020
4,21,427,19,4.45,390,91.33,15,3.51,3,0.7,04021
4,22,391,18,4.6,357,91.3,13,3.32,3,0.77,04022
4,23,261,26,9.96,225,86.21,7,2.68,3,1.15,04023
4,24,348,26,7.47,311,89.37,8,2.3,3,0.86,04024
4,25,333,13,3.9,315,94.59,5,1.5,0,0.0,04025
4,26,349,9,2.58,327,93.7,11,3.15,2,0.57,04026
4,27,271,8,2.95,260,95.94,3,1.11,0,0.0,04027
4,28,206,19,9.22,171,83.01,12,5.83,4,1.94,04028
4,29,287,37,12.89,238,82.93,8,2.79,4,1.39,04029
4,30,246,13,5.28,225,91.46,7,2.85,1,0.41,04030
4,31,238,18,7.56,206,86.55,12,5.04,2,0.84,04031
4,32,397,50,12.59,332,83.63,14,3.53,1,0.25,04032
4,33,286,11,3.85,262,91.61,13,4.55,0,0.0,04033
4,34,256,31,12.11,214,83.59,9,3.52,2,0.78,04034
4,35,212,2,0.94,200,94.34,8,3.77,2,0.94,04035
4,36,241,7,2.9,226,93.78,6,2.49,2,0.83,04036
4,37,6,1,16.67,5,83.33,0,0.0,0,0.0,04037
4,38,471,22,4.67,436,92.57,11,2.34,2,0.42,04038
4,39,220,3,1.36,212,96.36,5,2.27,0,0.0,04039
4,40,345,10,2.9,316,91.59,17,4.93,2,0.58,04040
4,41,173,14,8.09,151,87.28,8,4.62,0,0.0,04041
4,42,350,19,5.43,319,91.14,10,2.86,2,0.57,04042
4,43,231,16,6.93,203,87.88,12,5.19,0,0.0,04043
4,44,188,9,4.79,172,91.49,6,3.19,1,0.53,04044
4,45,491,26,5.3,451,91.85,12,2.44,2,0.41,04045
4,46,261,5,1.92,248,95.02,8,3.07,0,0.0,04046
4,47,451,33,7.32,398,88.25,18,3.99,2,0.44,04047
4,48,407,46,11.3,348,85.5,11,2.7,2,0.49,04048
4,49,255,6,2.35,243,95.29,4,1.57,2,0.78,04049
4,50,284,7,2.46,264,92.96,12,4.23,1,0.35,04050
4,51,291,5,1.72,274,94.16,7,2.41,5,1.72,04051
4,52,353,7,1.98,339,96.03,7,1.98,0,0.0,04052
5,1,318,10,3.14,302,94.97,6,1.89,0,0.0,05001
5,2,257,7,2.72,244,94.94,2,0.78,4,1.56,05002
5,3,167,10,5.99,148,88.62,8,4.79,1,0.6,05003
5,4,218,4,1.83,209,95.87,5,2.29,0,0.0,05004
5,5,271,3,1.11,262,96.68,4,1.48,2,0.74,05005
5,6,354,5,1.41,335,94.63,11,3.11,3,0.85,05006
5,7,325,8,2.46,306,94.15,10,3.08,1,0.31,05007
5,8,400,38,9.5,349,87.25,10,2.5,3,0.75,05008
5,9,277,5,1.81,267,96.39,5,1.81,0,0.0,05009
5,10,248,2,0.81,238,95.97,7,2.82,1,0.4,05010
5,11,266,31,11.65,226,84.96,9,3.38,0,0.0,05011
5,12,190,5,2.63,178,93.68,4,2.11,3,1.58,05012
5,13,292,11,3.77,273,93.49,4,1.37,4,1.37,05013
5,14,422,19,4.5,383,90.76,16,3.79,4,0.95,05014
5,15,296,26,8.78,249,84.12,16,5.41,5,1.69,05015
5,16,220,4,1.82,211,95.91,4,1.82,1,0.45,05016
5,17,308,3,0.97,296,96.1,7,2.27,2,0.65,05017
5,18,312,10,3.21,290,92.95,9,2.88,3,0.96,05018
5,19,153,2,1.31,145,94.77,6,3.92,0,0.0,05019
5,20,151,1,0.66,146,96.69,4,2.65,0,0.0,05020
5,21,316,3,0.95,296,93.67,12,3.8,5,1.58,05021
5,22,280,6,2.14,265,94.64,8,2.86,1,0.36,05022
5,23,191,5,2.62,183,95.81,3,1.57,0,0.0,05023
5,24,249,15,6.02,227,91.16,6,2.41,1,0.4,05024
5,25,304,5,1.64,286,94.08,12,3.95,1,0.33,05025
5,26,307,8,2.61,291,94.79,8,2.61,0,0.0,05026
5,27,448,67,14.96,359,80.13,15,3.35,7,1.56,05027
5,28,316,10,3.16,300,94.94,5,1.58,1,0.32,05028
5,29,287,12,4.18,268,93.38,7,2.44,0,0.0,05029
5,30,305,49,16.07,246,80.66,8,2.62,2,0.66,05030
5,31,267,6,2.25,253,94.76,7,2.62,1,0.37,05031
5,32,449,15,3.34,423,94.21,10,2.23,1,0.22,05032
5,33,188,3,1.6,184,97.87,1,0.53,0,0.0,05033
5,34,348,3,0.86,331,95.11,13,3.74,1,0.29,05034
5,35,248,26,10.48,215,86.69,5,2.02,2,0.81,05035
5,36,147,1,0.68,139,94.56,6,4.08,1,0.68,05036
5,37,245,15,6.12,222,90.61,6,2.45,2,0.82,05037
5,38,314,23,7.32,277,88.22,11,3.5,3,0.96,05038
5,39,406,52,12.81,341,83.99,10,2.46,3,0.74,05039
5,40,297,7,2.36,277,93.27,10,3.37,3,1.01,05040
5,41,307,41,13.36,251,81.76,12,3.91,3,0.98,05041
5,42,324,9,2.78,304,93.83,9,2.78,2,0.62,05042
5,43,309,12,3.88,288,93.2,7,2.27,2,0.65,05043
5,44,327,8,2.45,305,93.27,12,3.67,2,0.61,05044
5,45,173,4,2.31,167,96.53,2,1.16,0,0.0,05045
5,46,284,25,8.8,245,86.27,11,3.87,3,1.06,05046
5,47,242,3,1.24,233,96.28,5,2.07,1,0.41,05047
5,48,215,15,6.98,184,85.58,14,6.51,2,0.93,05048
5,49,62,2,3.23,59,95.16,1,1.61,0,0.0,05049
5,50,241,2,0.83,231,95.85,5,2.07,3,1.24,05050
5,51,204,3,1.47,195,95.59,3,1.47,3,1.47,05051
5,52,19,1,5.26,18,94.74,0,0.0,0,0.0,05052
5,53,349,25,7.16,307,87.97,15,4.3,2,0.57,05053
5,54,411,8,1.95,390,94.89,10,2.43,3,0.73,05054
5,55,273,0,0.0,268,98.17,5,1.83,0,0.0,05055
6,1,353,7,1.98,342,96.88,4,1.13,0,0.0,06001
6,2,334,5,1.5,317,94.91,11,3.29,1,0.3,06002
6,3,343,4,1.17,330,96.21,9,2.62,0,0.0,06003
6,4,231,6,2.6,217,93.94,6,2.6,2,0.87,06004
6,5,145,2,1.38,142,97.93,1,0.69,0,0.0,06005
6,6,259,8,3.09,244,94.21,7,2.7,0,0.0,06006
6,7,294,6,2.04,282,95.92,6,2.04,0,0.0,06007
6,8,381,3,0.79,372,97.64,5,1.31,1,0.26,06008
6,9,277,2,0.72,263,94.95,11,3.97,1,0.36,06009
6,10,419,7,1.67,405,96.66,6,1.43,1,0.24,06010
6,11,273,6,2.2,262,95.97,5,1.83,0,0.0,06011
6,12,295,1,0.34,289,97.97,4,1.36,1,0.34,06012
6,13,275,8,2.91,257,93.45,8,2.91,2,0.73,06013
6,14,285,5,1.75,269,94.39,9,3.16,2,0.7,06014
6,15,221,3,1.36,210,95.02,6,2.71,2,0.9,06015
6,16,345,4,1.16,333,96.52,8,2.32,0,0.0,06016
6,17,345,3,0.87,333,96.52,8,2.32,1,0.29,06017
6,18,191,1,0.52,181,94.76,8,4.19,1,0.52,06018
6,19,365,9,2.47,346,94.79,9,2.47,1,0.27,06019
6,20,304,4,1.32,294,96.71,5,1.64,1,0.33,06020
6,21,301,4,1.33,292,97.01,5,1.66,0,0.0,06021
6,22,306,4,1.31,296,96.73,5,1.63,1,0.33,06022
6,23,239,4,1.67,226,94.56,7,2.93,2,0.84,06023
6,24,289,3,1.04,281,97.23,4,1.38,1,0.35,06024
6,25,227,6,2.64,215,94.71,4,1.76,2,0.88,06025
6,26,320,6,1.88,309,96.56,4,1.25,1,0.31,06026
6,27,382,1,0.26,375,98.17,5,1.31,1,0.26,06027
6,28,505,8,1.58,483,95.64,10,1.98,4,0.79,06028
6,29,370,9,2.43,351,94.86,10,2.7,0,0.0,06029
6,30,271,7,2.58,257,94.83,6,2.21,1,0.37,06030
6,31,364,3,0.82,357,98.08,4,1.1,0,0.0,06031
6,32,308,2,0.65,295,95.78,6,1.95,5,1.62,06032
6,33,371,6,1.62,359,96.77,5,1.35,1,0.27,06033
6,34,255,4,1.57,246,96.47,4,1.57,1,0.39,06034
6,35,285,7,2.46,273,95.79,3,1.05,2,0.7,06035
6,36,203,2,0.99,198,97.54,2,0.99,1,0.49,06036
6,37,348,5,1.44,337,96.84,4,1.15,2,0.57,06037
6,38,316,1,0.32,307,97.15,8,2.53,0,0.0,06038
6,39,274,7,2.55,255,93.07,10,3.65,2,0.73,06039
6,40,182,1,0.55,176,96.7,4,2.2,1,0.55,06040
6,41,333,7,2.1,321,96.4,5,1.5,0,0.0,06041
6,42,167,3,1.8,158,94.61,4,2.4,2,1.2,06042
6,43,310,3,0.97,302,97.42,4,1.29,1,0.32,06043
6,44,305,5,1.64,285,93.44,12,3.93,3,0.98,06044
6,45,219,3,1.37,208,94.98,8,3.65,0,0.0,06045
6,46,278,5,1.8,269,96.76,2,0.72,2,0.72,06046
6,47,308,9,2.92,292,94.81,7,2.27,0,0.0,06047
6,48,280,3,1.07,270,96.43,5,1.79,2,0.71,06048
6,49,325,9,2.77,307,94.46,8,2.46,1,0.31,06049
6,50,313,5,1.6,297,94.89,11,3.51,0,0.0,06050
6,51,206,1,0.49,202,98.06,3,1.46,0,0.0,06051
6,52,192,1,0.52,189,98.44,2,1.04,0,0.0,06052
6,53,276,7,2.54,258,93.48,11,3.99,0,0.0,06053
6,54,311,3,0.96,300,96.46,7,2.25,1,0.32,06054
6,55,263,4,1.52,249,94.68,8,3.04,2,0.76,06055
6,56,218,1,0.46,212,97.25,4,1.83,1,0.46,06056
6,57,175,2,1.14,168,96.0,5,2.86,0,0.0,06057
6,58,303,6,1.98,292,96.37,5,1.65,0,0.0,06058
6,59,306,3,0.98,293,95.75,9,2.94,1,0.33,06059
6,60,191,4,2.09,181,94.76,6,3.14,0,0.0,06060
6,61,172,1,0.58,166,96.51,4,2.33,1,0.58,06061
6,62,270,3,1.11,260,96.3,6,2.22,1,0.37,06062
6,63,249,4,1.61,240,96.39,2,0.8,3,1.2,06063
6,64,347,4,1.15,333,95.97,10,2.88,0,0.0,06064
7,1,468,3,0.64,450,96.15,10,2.14,5,1.07,07001
7,2,313,6,1.92,298,95.21,6,1.92,3,0.96,07002
7,3,194,3,1.55,189,97.42,1,0.52,1,0.52,07003
7,4,221,3,1.36,205,92.76,9,4.07,4,1.81,07004
7,5,238,8,3.36,222,93.28,6,2.52,2,0.84,07005
7,6,223,2,0.9,218,97.76,3,1.35,0,0.0,07006
7,7,194,2,1.03,186,95.88,4,2.06,2,1.03,07007
7,8,80,0,0.0,77,96.25,2,2.5,1,1.25,07008
7,9,249,6,2.41,233,93.57,9,3.61,1,0.4,07009
7,10,191,3,1.57,180,94.24,6,3.14,2,1.05,07010
7,11,293,5,1.71,280,95.56,8,2.73,0,0.0,07011
7,12,205,6,2.93,192,93.66,5,2.44,2,0.98,07012
7,13,191,3,1.57,182,95.29,5,2.62,1,0.52,07013
7,14,309,6,1.94,290,93.85,12,3.88,1,0.32,07014
7,15,179,11,6.15,167,93.3,1,0.56,0,0.0,07015
7,16,188,5,2.66,177,94.15,5,2.66,1,0.53,07016
7,17,129,1,0.78,125,96.9,1,0.78,2,1.55,07017
7,18,173,7,4.05,155,89.6,4,2.31,7,4.05,07018
7,19,387,10,2.58,368,95.09,6,1.55,3,0.78,07019
7,20,133,2,1.5,126,94.74,4,3.01,1,0.75,07020
7,21,283,11,3.89,265,93.64,7,2.47,0,0.0,07021
7,22,199,9,4.52,187,93.97,3,1.51,0,0.0,07022
7,23,288,8,2.78,274,95.14,5,1.74,1,0.35,07023
7,24,238,1,0.42,226,94.96,10,4.2,1,0.42,07024
7,25,332,7,2.11,316,95.18,8,2.41,1,0.3,07025
7,26,325,6,1.85,311,95.69,6,1.85,2,0.62,07026
7,27,369,7,1.9,356,96.48,6,1.63,0,0.0,07027
7,28,308,5,1.62,298,96.75,5,1.62,0,0.0,07028
7,29,252,5,1.98,237,94.05,8,3.17,2,0.79,07029
7,30,291,5,1.72,284,97.59,1,0.34,1,0.34,07030
7,31,255,4,1.57,249,97.65,2,0.78,0,0.0,07031
7,32,199,8,4.02,180,90.45,6,3.02,5,2.51,07032
7,33,193,2,1.04,187,96.89,4,2.07,0,0.0,07033
7,34,247,2,0.81,239,96.76,6,2.43,0,0.0,07034
7,35,318,13,4.09,295,92.77,10,3.14,0,0.0,07035
7,36,276,3,1.09,264,95.65,7,2.54,2,0.72,07036
7,37,147,6,4.08,137,93.2,4,2.72,0,0.0,07037
7,38,195,1,0.51,190,97.44,3,1.54,1,0.51,07038
7,39,245,4,1.63,238,97.14,3,1.22,0,0.0,07039
7,40,328,15,4.57,310,94.51,2,0.61,1,0.3,07040
7,41,216,3,1.39,209,96.76,3,1.39,1,0.46,07041
7,42,390,3,0.77,378,96.92,6,1.54,3,0.77,07042
7,43,287,10,3.48,266,92.68,9,3.14,2,0.7,07043
7,44,417,20,4.8,379,90.89,14,3.36,4,0.96,07044
7,45,367,10,2.72,347,94.55,9,2.45,1,0.27,07045
7,46,144,6,4.17,128,88.89,9,6.25,1,0.69,07046
7,47,248,3,1.21,237,95.56,7,2.82,1,0.4,07047
7,48,219,2,0.91,212,96.8,3,1.37,2,0.91,07048
7,49,134,1,0.75,130,97.01,3,2.24,0,0.0,07049
7,50,189,6,3.17,179,94.71,4,2.12,0,0.0,07050
7,51,440,3,0.68,425,96.59,9,2.05,3,0.68,07051
7,52,197,2,1.02,191,96.95,3,1.52,1,0.51,07052
7,53,217,3,1.38,205,94.47,5,2.3,4,1.84,07053
7,54,117,4,3.42,111,94.87,0,0.0,2,1.71,07054
7,55,220,3,1.36,210,95.45,4,1.82,3,1.36,07055
7,56,238,4,1.68,223,93.7,11,4.62,0,0.0,07056
7,57,199,6,3.02,181,90.95,8,4.02,4,2.01,07057
7,58,299,4,1.34,288,96.32,6,2.01,1,0.33,07058
7,59,144,3,2.08,133,92.36,4,2.78,4,2.78,07059
7,60,187,1,0.53,181,96.79,5,2.67,0,0.0,07060
7,61,233,5,2.15,221,94.85,6,2.58,1,0.43,07061
8,1,308,5,1.62,300,97.4,2,0.65,1,0.32,08001
8,2,153,2,1.31,146,95.42,5,3.27,0,0.0,08002
8,3,358,5,1.4,341,95.25,11,3.07,1,0.28,08003
8,4,287,5,1.74,278,96.86,1,0.35,3,1.05,08004
8,5,332,10,3.01,315,94.88,7,2.11,0,0.0,08005
8,6,304,1,0.33,299,98.36,3,0.99,1,0.33,08006
8,7,259,6,2.32,248,95.75,2,0.77,3,1.16,08007
8,8,339,5,1.47,323,95.28,9,2.65,2,0.59,08008
8,9,360,3,0.83,351,97.5,4,1.11,2,0.56,08009
8,10,386,8,2.07,371,96.11,6,1.55,1,0.26,08010
8,11,306,9,2.94,289,94.44,7,2.29,1,0.33,08011
8,12,288,2,0.69,276,95.83,10,3.47,0,0.0,08012
8,13,239,5,2.09,225,94.14,8,3.35,1,0.42,08013
8,14,199,5,2.51,186,93.47,3,1.51,5,2.51,08014
8,15,226,3,1.33,220,97.35,2,0.88,1,0.44,08015
8,16,306,5,1.63,291,95.1,8,2.61,2,0.65,08016
8,17,253,2,0.79,245,96.84,6,2.37,0,0.0,08017
8,18,173,5,2.89,168,97.11,0,0.0,0,0.0,08018
8,19,350,9,2.57,334,95.43,7,2.0,0,0.0,08019
8,20,222,2,0.9,216,97.3,4,1.8,0,0.0,08020
8,21,222,2,0.9,214,96.4,5,2.25,1,0.45,08021
8,22,253,3,1.19,245,96.84,4,1.58,1,0.4,08022
8,23,255,5,1.96,248,97.25,2,0.78,0,0.0,08023
8,24,295,3,1.02,285,96.61,7,2.37,0,0.0,08024
8,25,283,5,1.77,276,97.53,2,0.71,0,0.0,08025
8,26,194,1,0.52,191,98.45,2,1.03,0,0.0,08026
8,27,326,5,1.53,313,96.01,6,1.84,2,0.61,08027
8,28,241,3,1.24,235,97.51,2,0.83,1,0.41,08028
