ward,precinct,total,Kimberly Neely Dubuclet,Kimberly Neely Dubuclet Percent,Rachel Wales,Rachel Wales Percent,precinct_id
8,37,322,298,92.55,24,7.45,08037
8,38,255,244,95.69,11,4.31,08038
8,39,383,368,96.08,15,3.92,08039
8,40,297,282,94.95,15,5.05,08040
8,41,437,414,94.74,23,5.26,08041
8,42,465,433,93.12,32,6.88,08042
8,43,214,196,91.59,18,8.41,08043
8,44,265,251,94.72,14,5.28,08044
8,45,372,349,93.82,23,6.18,08045
8,46,310,295,95.16,15,4.84,08046
8,47,308,294,95.45,14,4.55,08047
8,48,346,328,94.8,18,5.2,08048
8,49,359,344,95.82,15,4.18,08049
8,50,378,344,91.01,34,8.99,08050
8,51,413,397,96.13,16,3.87,08051
8,52,466,448,96.14,18,3.86,08052
8,53,216,202,93.52,14,6.48,08053
8,54,304,295,97.04,9,2.96,08054
8,55,304,285,93.75,19,6.25,08055
8,56,380,367,96.58,13,3.42,08056
9,1,363,348,95.87,15,4.13,09001
9,2,328,316,96.34,12,3.66,09002
9,3,280,268,95.71,12,4.29,09003
9,4,276,264,95.65,12,4.35,09004
9,5,350,329,94.0,21,6.0,09005
9,6,333,319,95.8,14,4.2,09006
9,7,302,281,93.05,21,6.95,09007
9,8,357,336,94.12,21,5.88,09008
9,9,377,359,95.23,18,4.77,09009
9,10,293,282,96.25,11,3.75,09010
9,11,241,227,94.19,14,5.81,09011
9,12,409,375,91.69,34,8.31,09012
9,13,409,390,95.35,19,4.65,09013
9,14,432,420,97.22,12,2.78,09014
9,15,398,386,96.98,12,3.02,09015
9,16,317,304,95.9,13,4.1,09016
9,17,245,229,93.47,16,6.53,09017
9,18,267,264,98.88,3,1.12,09018
9,19,341,331,97.07,10,2.93,09019
9,20,353,340,96.32,13,3.68,09020
9,21,314,292,92.99,22,7.01,09021
9,22,366,341,93.17,25,6.83,09022
9,23,409,390,95.35,19,4.65,09023
9,24,377,352,93.37,25,6.63,09024
9,25,365,345,94.52,20,5.48,09025
9,26,392,376,95.92,16,4.08,09026
9,27,312,299,95.83,13,4.17,09027
9,28,222,201,90.54,21,9.46,09028
9,29,314,302,96.18,12,3.82,09029
9,30,287,275,95.82,12,4.18,09030
9,31,270,260,96.3,10,3.7,09031
9,32,361,340,94.18,21,5.82,09032
9,33,274,260,94.89,14,5.11,09033
9,34,265,251,94.72,14,5.28,09034
9,35,365,351,96.16,14,3.84,09035
9,36,292,270,92.47,22,7.53,09036
9,37,493,396,80.32,97,19.68,09037
9,38,386,368,95.34,18,4.66,09038
9,39,386,364,94.3,22,5.7,09039
9,40,390,367,94.1,23,5.9,09040
9,41,298,277,92.95,21,7.05,09041
9,42,367,348,94.82,19,5.18,09042
9,43,321,307,95.64,14,4.36,09043
9,44,323,306,94.74,17,5.26,09044
9,45,280,268,95.71,12,4.29,09045
9,46,361,332,91.97,29,8.03,09046
9,47,374,351,93.85,23,6.15,09047
9,48,412,382,92.72,30,7.28,09048
9,49,389,372,95.63,17,4.37,09049
9,50,469,445,94.88,24,5.12,09050
9,51,351,338,96.3,13,3.7,09051
10,1,329,304,92.4,25,7.6,10001
10,2,340,243,71.47,97,28.53,10002
10,3,331,253,76.44,78,23.56,10003
10,4,267,235,88.01,32,11.99,10004
10,5,263,196,74.52,67,25.48,10005
10,6,268,239,89.18,29,10.82,10006
10,7,255,214,83.92,41,16.08,10007
10,8,224,205,91.52,19,8.48,10008
10,9,293,223,76.11,70,23.89,10009
10,10,341,275,80.65,66,19.35,10010
10,11,387,332,85.79,55,14.21,10011
10,12,220,179,81.36,41,18.64,10012
10,13,309,287,92.88,22,7.12,10013
10,14,415,349,84.1,66,15.9,10014
10,15,658,626,95.14,32,4.86,10015
10,16,250,187,74.8,63,25.2,10016
10,17,434,318,73.27,116,26.73,10017
10,18,219,201,91.78,18,8.22,10018
10,19,327,247,75.54,80,24.46,10019
10,20,357,291,81.51,66,18.49,10020
10,21,341,290,85.04,51,14.96,10021
10,22,202,172,85.15,30,14.85,10022
10,23,304,263,86.51,41,13.49,10023
10,24,314,240,76.43,74,23.57,10024
10,25,102,96,94.12,6,5.88,10025
10,26,247,213,86.23,34,13.77,10026
10,27,334,294,88.02,40,11.98,10027
10,28,366,312,85.25,54,14.75,10028
10,29,307,259,84.36,48,15.64,10029
10,30,286,242,84.62,44,15.38,10030
10,31,252,223,88.49,29,11.51,10031
10,32,330,268,81.21,62,18.79,10032
10,33,237,201,84.81,36,15.19,10033
10,34,238,211,88.66,27,11.34,10034
10,35,362,283,78.18,79,21.82,10035
10,36,91,78,85.71,13,14.29,10036
11,1,392,271,69.13,121,30.87,11001
11,2,30,23,76.67,7,23.33,11002
11,3,421,284,67.46,137,32.54,11003
11,4,332,261,78.61,71,21.39,11004
11,5,526,357,67.87,169,32.13,11005
11,6,661,486,73.52,175,26.48,11006
11,7,634,527,83.12,107,16.88,11007
11,8,400,314,78.5,86,21.5,11008
11,9,321,226,70.4,95,29.6,11009
11,10,360,265,73.61,95,26.39,11010
11,11,439,324,73.8,115,26.2,11011
11,12,497,387,77.87,110,22.13,11012
11,13,444,338,76.13,106,23.87,11013
11,14,196,152,77.55,44,22.45,11014
11,15,163,126,77.3,37,22.7,11015
11,16,247,174,70.45,73,29.55,11016
11,17,494,331,67.0,163,33.0,11017
11,18,295,239,81.02,56,18.98,11018
11,19,510,372,72.94,138,27.06,11019
11,20,268,219,81.72,49,18.28,11020
11,21,502,382,76.1,120,23.9,11021
11,22,452,323,71.46,129,28.54,11022
11,23,236,186,78.81,50,21.19,11023
11,24,465,375,80.65,90,19.35,11024
11,25,510,387,75.88,123,24.12,11025
11,26,457,321,70.24,136,29.76,11026
11,27,137,114,83.21,23,16.79,11027
11,28,172,131,76.16,41,23.84,11028
11,29,425,335,78.82,90,21.18,11029
11,30,196,143,72.96,53,27.04,11030
11,31,376,286,76.06,90,23.94,11031
11,32,183,139,75.96,44,24.04,11032
11,33,508,374,73.62,134,26.38,11033
11,34,133,109,81.95,24,18.05,11034
11,35,106,90,84.91,16,15.09,11035
11,36,163,128,78.53,35,21.47,11036
11,37,106,79,74.53,27,25.47,11037
11,38,225,160,71.11,65,28.89,11038
12,1,344,249,72.38,95,27.62,12001
12,2,310,255,82.26,55,17.74,12002
12,3,458,332,72.49,126,27.51,12003
12,4,388,281,72.42,107,27.58,12004
12,5,299,223,74.58,76,25.42,12005
12,6,352,280,79.55,72,20.45,12006
12,7,327,236,72.17,91,27.83,12007
12,8,375,289,77.07,86,22.93,12008
12,9,297,241,81.14,56,18.86,12009
12,10,422,323,76.54,99,23.46,12010
12,11,355,307,86.48,48,13.52,12011
12,12,356,297,83.43,59,16.57,12012
12,13,351,286,81.48,65,18.52,12013
12,14,325,278,85.54,47,14.46,12014
12,15,270,228,84.44,42,15.56,12015
12,16,315,268,85.08,47,14.92,12016
12,17,354,286,80.79,68,19.21,12017
12,18,309,242,78.32,67,21.68,12018
12,19,352,278,78.98,74,21.02,12019
12,20,416,337,81.01,79,18.99,12020
12,21,336,268,79.76,68,20.24,12021
12,22,291,231,79.38,60,20.62,12022
12,23,354,268,75.71,86,24.29,12023
13,1,266,200,75.19,66,24.81,13001
13,2,271,220,81.18,51,18.82,13002
13,3,271,233,85.98,38,14.02,13003
13,4,306,233,76.14,73,23.86,13004
13,5,384,327,85.16,57,14.84,13005
13,6,310,217,70.0,93,30.0,13006
13,7,250,220,88.0,30,12.0,13007
13,8,255,195,76.47,60,23.53,13008
13,9,335,283,84.48,52,15.52,13009
13,10,290,207,71.38,83,28.62,13010
13,11,343,273,79.59,70,20.41,13011
13,12,284,230,80.99,54,19.01,13012
13,13,334,289,86.53,45,13.47,13013
13,14,331,263,79.46,68,20.54,13014
13,15,449,390,86.86,59,13.14,13015
13,16,215,183,85.12,32,14.88,13016
13,17,270,201,74.44,69,25.56,13017
13,18,238,186,78.15,52,21.85,13018
13,19,360,320,88.89,40,11.11,13019
13,20,180,131,72.78,49,27.22,13020
13,21,342,254,74.27,88,25.73,13021
13,22,347,264,76.08,83,23.92,13022
13,23,236,202,85.59,34,14.41,13023
13,24,325,258,79.38,67,20.62,13024
13,25,321,264,82.24,57,17.76,13025
13,26,299,231,77.26,68,22.74,13026
13,27,296,236,79.73,60,20.27,13027
13,28,256,220,85.94,36,14.06,13028
13,29,250,209,83.6,41,16.4,13029
13,30,262,231,88.17,31,11.83,13030
13,31,338,248,73.37,90,26.63,13031
13,32,251,180,71.71,71,28.29,13032
13,33,325,246,75.69,79,24.31,13033
13,34,396,351,88.64,45,11.36,13034
13,35,302,266,88.08,36,11.92,13035
13,36,205,172,83.9,33,16.1,13036
13,37,363,330,90.91,33,9.09,13037
13,38,268,207,77.24,61,22.76,13038
13,39,328,287,87.5,41,12.5,13039
13,40,328,286,87.2,42,12.8,13040
13,41,359,331,92.2,28,7.8,13041
13,42,298,224,75.17,74,24.83,13042
13,43,331,268,80.97,63,19.03,13043
13,44,340,303,89.12,37,10.88,13044
13,45,358,280,78.21,78,21.79,13045
13,46,367,324,88.28,43,11.72,13046
13,47,348,310,89.08,38,10.92,13047
13,48,281,214,76.16,67,23.84,13048
14,1,366,262,71.58,104,28.42,14001
14,2,438,365,83.33,73,16.67,14002
14,3,350,308,88.0,42,12.0,14003
14,4,340,245,72.06,95,27.94,14004
14,5,478,428,89.54,50,10.46,14005
14,6,167,149,89.22,18,10.78,14006
14,7,396,331,83.59,65,16.41,14007
14,8,372,303,81.45,69,18.55,14008
14,9,411,303,73.72,108,26.28,14009
14,10,237,193,81.43,44,18.57,14010
14,11,218,191,87.61,27,12.39,14011
14,12,373,312,83.65,61,16.35,14012
14,13,307,274,89.25,33,10.75,14013
14,14,317,273,86.12,44,13.88,14014
14,15,377,326,86.47,51,13.53,14015
14,16,233,203,87.12,30,12.88,14016
14,17,282,254,90.07,28,9.93,14017
14,18,141,117,82.98,24,17.02,14018
14,19,306,265,86.6,41,13.4,14019
14,20,251,210,83.67,41,16.33,14020
14,21,334,288,86.23,46,13.77,14021
14,22,441,349,79.14,92,20.86,14022
14,23,274,217,79.2,57,20.8,14023
14,24,407,317,77.89,90,22.11,14024
14,25,202,171,84.65,31,15.35,14025
14,26,260,228,87.69,32,12.31,14026
14,27,317,272,85.8,45,14.2,14027
14,28,265,220,83.02,45,16.98,14028
14,29,274,242,88.32,32,11.68,14029
14,30,187,163,87.17,24,12.83,14030
14,31,200,179,89.5,21,10.5,14031
15,1,306,256,83.66,50,16.34,15001
15,2,209,198,94.74,11,5.26,15002
15,3,223,206,92.38,17,7.62,15003
15,4,320,271,84.69,49,15.31,15004
15,5,294,251,85.37,43,14.63,15005
15,6,299,238,79.6,61,20.4,15006
15,7,229,212,92.58,17,7.42,15007
15,8,265,222,83.77,43,16.23,15008
15,9,387,329,85.01,58,14.99,15009
15,10,431,370,85.85,61,14.15,15010
15,11,350,302,86.29,48,13.71,15011
15,12,373,314,84.18,59,15.82,15012
15,13,289,240,83.04,49,16.96,15013
15,14,271,230,84.87,41,15.13,15014
15,15,248,203,81.85,45,18.15,15015
15,16,346,311,89.88,35,10.12,15016
15,17,254,241,94.88,13,5.12,15017
15,18,200,194,97.0,6,3.0,15018
15,19,269,221,82.16,48,17.84,15019
15,20,243,231,95.06,12,4.94,15020
15,21,203,194,95.57,9,4.43,15021
15,22,268,251,93.66,17,6.34,15022
15,23,257,246,95.72,11,4.28,15023
15,24,193,177,91.71,16,8.29,15024
16,1,363,309,85.12,54,14.88,16001
16,2,265,245,92.45,20,7.55,16002
16,3,231,220,95.24,11,4.76,16003
16,4,273,249,91.21,24,8.79,16004
16,5,190,180,94.74,10,5.26,16005
16,6,278,266,95.68,12,4.32,16006
16,7,244,225,92.21,19,7.79,16007
16,8,183,170,92.9,13,7.1,16008
16,9,276,251,90.94,25,9.06,16009
16,10,256,244,95.31,12,4.69,16010
16,11,266,251,94.36,15,5.64,16011
16,12,230,212,92.17,18,7.83,16012
16,13,258,238,92.25,20,7.75,16013
16,14,199,182,91.46,17,8.54,16014
16,15,283,265,93.64,18,6.36,16015
16,16,261,250,95.79,11,4.21,16016
16,17,328,290,88.41,38,11.59,16017
16,18,300,270,90.0,30,10.0,16018
16,19,237,225,94.94,12,5.06,16019
16,20,223,210,94.17,13,5.83,16020
16,21,235,222,94.47,13,5.53,16021
16,22,217,208,95.85,9,4.15,16022
16,23,306,271,88.56,35,11.44,16023
16,24,145,138,95.17,7,4.83,16024
16,25,309,287,92.88,22,7.12,16025
16,26,205,194,94.63,11,5.37,16026
16,27,228,218,95.61,10,4.39,16027
16,28,242,228,94.21,14,5.79,16028
16,29,260,249,95.77,11,4.23,16029
16,30,222,214,96.4,8,3.6,16030
16,31,280,261,93.21,19,6.79,16031
16,32,295,258,87.46,37,12.54,16032
16,33,257,242,94.16,15,5.84,16033
16,34,241,227,94.19,14,5.81,16034
16,35,332,302,90.96,30,9.04,16035
16,36,212,195,91.98,17,8.02,16036
17,1,334,295,88.32,39,11.68,17001
17,2,335,314,93.73,21,6.27,17002
17,3,341,320,93.84,21,6.16,17003
17,4,403,385,95.53,18,4.47,17004
17,5,245,230,93.88,15,6.12,17005
17,6,286,266,93.01,20,6.99,17006
17,7,273,246,90.11,27,9.89,17007
17,8,278,261,93.88,17,6.12,17008
17,9,262,248,94.66,14,5.34,17009
17,10,437,403,92.22,34,7.78,17010
17,11,257,246,95.72,11,4.28,17011
17,12,428,388,90.65,40,9.35,17012
17,13,290,277,95.52,13,4.48,17013
