ward,precinct,total,Jack Hagerty,Jack Hagerty Percent,precinct_id
8,41,345,345,100.0,08041
8,42,393,393,100.0,08042
8,43,164,164,100.0,08043
8,44,211,211,100.0,08044
8,45,294,294,100.0,08045
8,46,247,247,100.0,08046
8,47,253,253,100.0,08047
8,48,288,288,100.0,08048
8,49,297,297,100.0,08049
8,50,307,307,100.0,08050
8,51,350,350,100.0,08051
8,52,398,398,100.0,08052
8,53,182,182,100.0,08053
8,54,244,244,100.0,08054
8,55,258,258,100.0,08055
8,56,330,330,100.0,08056
9,1,298,298,100.0,09001
9,2,279,279,100.0,09002
9,3,218,218,100.0,09003
9,4,235,235,100.0,09004
9,5,289,289,100.0,09005
9,6,277,277,100.0,09006
9,7,249,249,100.0,09007
9,8,297,297,100.0,09008
9,9,319,319,100.0,09009
9,10,239,239,100.0,09010
9,11,205,205,100.0,09011
9,12,329,329,100.0,09012
9,13,348,348,100.0,09013
9,14,353,353,100.0,09014
9,15,321,321,100.0,09015
9,16,299,299,100.0,09016
9,17,197,197,100.0,09017
9,18,229,229,100.0,09018
9,19,284,284,100.0,09019
9,20,287,287,100.0,09020
9,21,266,266,100.0,09021
9,22,293,293,100.0,09022
9,23,340,340,100.0,09023
9,24,317,317,100.0,09024
9,25,313,313,100.0,09025
9,26,320,320,100.0,09026
9,27,262,262,100.0,09027
9,28,180,180,100.0,09028
9,29,249,249,100.0,09029
9,30,242,242,100.0,09030
9,31,230,230,100.0,09031
9,32,306,306,100.0,09032
9,33,226,226,100.0,09033
9,34,226,226,100.0,09034
9,35,315,315,100.0,09035
9,36,231,231,100.0,09036
9,37,375,375,100.0,09037
9,38,311,311,100.0,09038
9,39,343,343,100.0,09039
9,40,329,329,100.0,09040
9,41,253,253,100.0,09041
9,42,305,305,100.0,09042
9,43,255,255,100.0,09043
9,44,283,283,100.0,09044
9,45,243,243,100.0,09045
9,46,299,299,100.0,09046
9,47,309,309,100.0,09047
9,48,331,331,100.0,09048
9,49,320,320,100.0,09049
9,50,400,400,100.0,09050
9,51,293,293,100.0,09051
10,1,237,237,100.0,10001
10,2,239,239,100.0,10002
10,3,255,255,100.0,10003
10,4,205,205,100.0,10004
10,5,185,185,100.0,10005
10,6,201,201,100.0,10006
10,7,198,198,100.0,10007
10,8,158,158,100.0,10008
10,9,217,217,100.0,10009
10,10,241,241,100.0,10010
10,11,313,313,100.0,10011
10,12,163,163,100.0,10012
10,13,246,246,100.0,10013
10,14,337,337,100.0,10014
10,15,529,529,100.0,10015
10,16,185,185,100.0,10016
10,17,324,324,100.0,10017
10,18,181,181,100.0,10018
10,19,254,254,100.0,10019
10,20,285,285,100.0,10020
10,21,257,257,100.0,10021
10,22,160,160,100.0,10022
10,23,227,227,100.0,10023
10,24,239,239,100.0,10024
10,25,84,84,100.0,10025
10,26,193,193,100.0,10026
10,27,264,264,100.0,10027
10,28,293,293,100.0,10028
10,29,232,232,100.0,10029
10,30,238,238,100.0,10030
10,31,202,202,100.0,10031
10,32,252,252,100.0,10032
10,33,179,179,100.0,10033
10,34,194,194,100.0,10034
10,35,284,284,100.0,10035
10,36,66,66,100.0,10036
11,1,284,284,100.0,11001
11,2,27,27,100.0,11002
11,3,322,322,100.0,11003
11,4,266,266,100.0,11004
11,5,425,425,100.0,11005
11,6,535,535,100.0,11006
11,7,549,549,100.0,11007
11,8,317,317,100.0,11008
11,9,251,251,100.0,11009
11,10,278,278,100.0,11010
11,11,326,326,100.0,11011
11,12,388,388,100.0,11012
11,13,318,318,100.0,11013
11,14,140,140,100.0,11014
11,15,122,122,100.0,11015
11,16,187,187,100.0,11016
11,17,404,404,100.0,11017
11,18,218,218,100.0,11018
11,19,400,400,100.0,11019
11,20,204,204,100.0,11020
11,21,405,405,100.0,11021
11,22,354,354,100.0,11022
11,23,183,183,100.0,11023
11,24,381,381,100.0,11024
11,25,413,413,100.0,11025
11,26,350,350,100.0,11026
11,27,108,108,100.0,11027
11,28,138,138,100.0,11028
11,29,331,331,100.0,11029
11,30,148,148,100.0,11030
11,31,297,297,100.0,11031
11,32,141,141,100.0,11032
11,33,422,422,100.0,11033
11,34,99,99,100.0,11034
11,35,70,70,100.0,11035
11,36,125,125,100.0,11036
11,37,83,83,100.0,11037
11,38,176,176,100.0,11038
12,1,287,287,100.0,12001
12,2,230,230,100.0,12002
12,3,371,371,100.0,12003
12,4,321,321,100.0,12004
12,5,221,221,100.0,12005
12,6,273,273,100.0,12006
12,7,253,253,100.0,12007
12,8,298,298,100.0,12008
12,9,233,233,100.0,12009
12,10,356,356,100.0,12010
12,11,283,283,100.0,12011
12,12,273,273,100.0,12012
12,13,270,270,100.0,12013
12,14,268,268,100.0,12014
12,15,215,215,100.0,12015
12,16,248,248,100.0,12016
12,17,274,274,100.0,12017
12,18,235,235,100.0,12018
12,19,279,279,100.0,12019
12,20,336,336,100.0,12020
12,21,281,281,100.0,12021
12,22,235,235,100.0,12022
12,23,292,292,100.0,12023
13,1,213,213,100.0,13001
13,2,203,203,100.0,13002
13,3,214,214,100.0,13003
13,4,243,243,100.0,13004
13,5,300,300,100.0,13005
13,6,223,223,100.0,13006
13,7,192,192,100.0,13007
13,8,188,188,100.0,13008
13,9,267,267,100.0,13009
13,10,224,224,100.0,13010
13,11,265,265,100.0,13011
13,12,223,223,100.0,13012
13,13,264,264,100.0,13013
13,14,267,267,100.0,13014
13,15,378,378,100.0,13015
13,16,173,173,100.0,13016
13,17,200,200,100.0,13017
13,18,184,184,100.0,13018
13,19,288,288,100.0,13019
13,20,137,137,100.0,13020
13,21,241,241,100.0,13021
13,22,253,253,100.0,13022
13,23,187,187,100.0,13023
13,24,261,261,100.0,13024
13,25,257,257,100.0,13025
13,26,241,241,100.0,13026
13,27,247,247,100.0,13027
13,28,194,194,100.0,13028
13,29,195,195,100.0,13029
13,30,213,213,100.0,13030
13,31,247,247,100.0,13031
13,32,181,181,100.0,13032
13,33,242,242,100.0,13033
13,34,309,309,100.0,13034
13,35,237,237,100.0,13035
13,36,157,157,100.0,13036
13,37,286,286,100.0,13037
13,38,195,195,100.0,13038
13,39,260,260,100.0,13039
13,40,256,256,100.0,13040
13,41,289,289,100.0,13041
13,42,211,211,100.0,13042
13,43,268,268,100.0,13043
13,44,274,274,100.0,13044
13,45,266,266,100.0,13045
13,46,301,301,100.0,13046
13,47,287,287,100.0,13047
13,48,221,221,100.0,13048
14,1,261,261,100.0,14001
14,2,346,346,100.0,14002
14,3,267,267,100.0,14003
14,4,234,234,100.0,14004
14,5,368,368,100.0,14005
14,6,123,123,100.0,14006
14,7,315,315,100.0,14007
14,8,284,284,100.0,14008
14,9,313,313,100.0,14009
14,10,178,178,100.0,14010
14,11,166,166,100.0,14011
14,12,301,301,100.0,14012
14,13,247,247,100.0,14013
14,14,253,253,100.0,14014
14,15,290,290,100.0,14015
14,16,181,181,100.0,14016
14,17,215,215,100.0,14017
14,18,108,108,100.0,14018
14,19,252,252,100.0,14019
14,20,189,189,100.0,14020
14,21,251,251,100.0,14021
14,22,338,338,100.0,14022
14,23,202,202,100.0,14023
14,24,303,303,100.0,14024
14,25,151,151,100.0,14025
14,26,206,206,100.0,14026
14,27,258,258,100.0,14027
14,28,210,210,100.0,14028
14,29,202,202,100.0,14029
14,30,157,157,100.0,14030
14,31,172,172,100.0,14031
15,1,233,233,100.0,15001
15,2,172,172,100.0,15002
15,3,183,183,100.0,15003
15,4,262,262,100.0,15004
15,5,234,234,100.0,15005
15,6,229,229,100.0,15006
15,7,174,174,100.0,15007
15,8,213,213,100.0,15008
15,9,288,288,100.0,15009
15,10,317,317,100.0,15010
15,11,291,291,100.0,15011
15,12,296,296,100.0,15012
15,13,226,226,100.0,15013
15,14,217,217,100.0,15014
15,15,188,188,100.0,15015
15,16,267,267,100.0,15016
15,17,199,199,100.0,15017
15,18,163,163,100.0,15018
15,19,205,205,100.0,15019
15,20,187,187,100.0,15020
15,21,165,165,100.0,15021
15,22,205,205,100.0,15022
15,23,212,212,100.0,15023
15,24,151,151,100.0,15024
16,1,303,303,100.0,16001
16,2,214,214,100.0,16002
16,3,188,188,100.0,16003
16,4,217,217,100.0,16004
16,5,155,155,100.0,16005
16,6,218,218,100.0,16006
16,7,196,196,100.0,16007
16,8,154,154,100.0,16008
16,9,227,227,100.0,16009
16,10,191,191,100.0,16010
16,11,210,210,100.0,16011
16,12,192,192,100.0,16012
16,13,206,206,100.0,16013
16,14,164,164,100.0,16014
16,15,227,227,100.0,16015
16,16,200,200,100.0,16016
16,17,263,263,100.0,16017
16,18,230,230,100.0,16018
16,19,191,191,100.0,16019
16,20,173,173,100.0,16020
16,21,180,180,100.0,16021
16,22,185,185,100.0,16022
16,23,246,246,100.0,16023
16,24,118,118,100.0,16024
16,25,251,251,100.0,16025
16,26,160,160,100.0,16026
16,27,172,172,100.0,16027
16,28,180,180,100.0,16028
16,29,192,192,100.0,16029
16,30,180,180,100.0,16030
16,31,232,232,100.0,16031
16,32,240,240,100.0,16032
16,33,190,190,100.0,16033
16,34,203,203,100.0,16034
16,35,258,258,100.0,16035
16,36,173,173,100.0,16036
17,1,276,276,100.0,17001
17,2,252,252,100.0,17002
17,3,264,264,100.0,17003
17,4,320,320,100.0,17004
17,5,193,193,100.0,17005
17,6,226,226,100.0,17006
17,7,210,210,100.0,17007
17,8,205,205,100.0,17008
17,9,211,211,100.0,17009
17,10,341,341,100.0,17010
17,11,201,201,100.0,17011
17,12,333,333,100.0,17012
17,13,233,233,100.0,17013
17,14,291,291,100.0,17014
17,15,280,280,100.0,17015
17,16,258,258,100.0,17016
17,17,241,241,100.0,17017
17,18,310,310,100.0,17018
17,19,162,162,100.0,17019
17,20,360,360,100.0,17020
17,21,352,352,100.0,17021
17,22,227,227,100.0,17022
17,23,177,177,100.0,17023
17,24,274,274,100.0,17024
17,25,194,194,100.0,17025
17,26,283,283,100.0,17026
17,27,248,248,100.0,17027
17,28,187,187,100.0,17028
17,29,269,269,100.0,17029
17,30,208,208,100.0,17030
17,31,164,164,100.0,17031
17,32,190,190,100.0,17032
17,33,167,167,100.0,17033
17,34,189,189,100.0,17034
17,35,188,188,100.0,17035
17,36,242,242,100.0,17036
17,37,223,223,100.0,17037
17,38,255,255,100.0,17038
17,39,249,249,100.0,17039
17,40,292,292,100.0,17040
17,41,335,335,100.0,17041
18,1,270,270,100.0,18001
18,2,251,251,100.0,18002
18,3,248,248,100.0,18003
18,4,316,316,100.0,18004
18,5,183,183,100.0,18005
18,6,238,238,100.0,18006
18,7,299,299,100.0,18007
18,8,309,309,100.0,18008
18,9,294,294,100.0,18009
18,10,414,414,100.0,18010
18,11,243,243,100.0,18011
18,12,288,288,100.0,18012
18,13,299,299,100.0,18013
18,14,320,320,100.0,18014
18,15,324,324,100.0,18015
18,16,287,287,100.0,18016
18,17,303,303,100.0,18017
18,18,258,258,100.0,18018
18,19,284,284,100.0,18019
18,20,243,243,100.0,18020
18,21,367,367,100.0,18021
18,22,348,348,100.0,18022
18,23,289,289,100.0,18023
18,24,256,256,100.0,18024
18,25,272,272,100.0,18025
18,26,373,373,100.0,18026
18,27,246,246,100.0,18027
18,28,263,263,100.0,18028
18,29,333,333,100.0,18029
18,30,306,306,100.0,18030
18,31,313,313,100.0,18031
18,32,294,294,100.0,18032
18,33,211,211,100.0,18033
18,34,355,355,100.0,18034
18,35,362,362,100.0,18035
18,36,305,305,100.0,18036
18,37,360,360,100.0,18037
18,38,287,287,100.0,18038
18,39,243,243,100.0,18039
18,40,322,322,100.0,18040
18,41,372,372,100.0,18041
18,42,252,252,100.0,18042
18,43,205,205,100.0,18043
18,44,238,238,100.0,18044
18,45,262,262,100.0,18045
18,46,293,293,100.0,18046
18,47,227,227,100.0,18047
18,48,239,239,100.0,18048
18,49,188,188,100.0,18049
18,50,213,213,100.0,18050
19,1,238,238,100.0,19001
19,2,482,482,100.0,19002
19,3,184,184,100.0,19003
19,4,299,299,100.0,19004
19,5,366,366,100.0,19005
19,6,276,276,100.0,19006
19,7,267,267,100.0,19007
19,8,268,268,100.0,19008
19,9,210,210,100.0,19009
19,10,396,396,100.0,19010
19,11,208,208,100.0,19011
19,12,191,191,100.0,19012
19,13,416,416,100.0,19013
19,14,399,399,100.0,19014
19,15,300,300,100.0,19015
19,16,259,259,100.0,19016
19,17,249,249,100.0,19017
19,18,316,316,100.0,19018
19,19,416,416,100.0,19019
19,20,297,297,100.0,19020
19,21,228,228,100.0,19021
19,22,349,349,100.0,19022
19,23,320,320,100.0,19023
19,24,183,183,100.0,19024
19,25,310,310,100.0,19025
19,26,313,313,100.0,19026
19,27,354,354,100.0,19027
19,28,397,397,100.0,19028
19,29,261,261,100.0,19029
19,30,244,244,100.0,19030
19,31,286,286,100.0,19031
19,32,266,266,100.0,19032
19,33,280,280,100.0,19033
19,34,315,315,100.0,19034
19,35,317,317,100.0,19035
19,36,471,471,100.0,19036
19,37,333,333,100.0,19037
19,38,304,304,100.0,19038
19,39,148,148,100.0,19039
19,40,332,332,100.0,19040
19,41,219,219,100.0,19041
19,42,285,285,100.0,19042
19,43,458,458,100.0,19043
19,44,280,280,100.0,19044
19,45,269,269,100.0,19045
19,46,301,301,100.0,19046
19,47,483,483,100.0,19047
19,48,392,392,100.0,19048
19,49,417,417,100.0,19049
19,50,256,256,100.0,19050
19,51,352,352,100.0,19051
19,52,273,273,100.0,19052
19,53,276,276,100.0,19053
19,54,200,200,100.0,19054
19,55,215,215,100.0,19055
19,56,364,364,100.0,19056
19,57,273,273,100.0,19057
20,1,290,290,100.0,20001
20,2,108,108,100.0,20002
20,3,256,256,100.0,20003
20,4,127,127,100.0,20004
20,5,336,336,100.0,20005
20,6,133,133,100.0,20006
20,7,300,300,100.0,20007
20,8,272,272,100.0,20008
20,9,432,432,100.0,20009
20,10,199,199,100.0,20010
20,11,388,388,100.0,20011
20,12,223,223,100.0,20012
20,13,306,306,100.0,20013
20,14,128,128,100.0,20014
20,15,228,228,100.0,20015
20,16,331,331,100.0,20016
20,17,158,158,100.0,20017
20,18,204,204,100.0,20018
20,19,298,298,100.0,20019
20,20,180,180,100.0,20020
20,21,195,195,100.0,20021
20,22,395,395,100.0,20022
20,23,309,309,100.0,20023
20,24,338,338,100.0,20024
20,25,192,192,100.0,20025
20,26,297,297,100.0,20026
20,27,145,145,100.0,20027
20,28,189,189,100.0,20028
20,29,317,317,100.0,20029
20,30,132,132,100.0,20030
20,31,351,351,100.0,20031
20,32,269,269,100.0,20032
20,33,172,172,100.0,20033
20,34,507,507,100.0,20034
20,35,201,201,100.0,20035
20,36,99,99,100.0,20036
20,37,90,90,100.0,20037
20,38,93,93,100.0,20038
20,39,16,16,100.0,20039
21,1,352,352,100.0,21001
21,2,227,227,100.0,21002
21,3,325,325,100.0,21003
21,4,287,287,100.0,21004
21,5,334,334,100.0,21005
21,6,256,256,100.0,21006
21,7,297,297,100.0,21007
21,8,318,318,100.0,21008
21,9,341,341,100.0,21009
21,10,283,283,100.0,21010
21,11,280,280,100.0,21011
21,12,283,283,100.0,21012
21,13,303,303,100.0,21013
21,14,335,335,100.0,21014
21,15,267,267,100.0,21015
21,16,286,286,100.0,21016
21,17,269,269,100.0,21017
21,18,345,345,100.0,21018
21,19,330,330,100.0,21019
21,20,241,241,100.0,21020
21,21,260,260,100.0,21021
21,22,272,272,100.0,21022
21,23,278,278,100.0,21023
21,24,322,322,100.0,21024
21,25,266,266,100.0,21025
21,26,282,282,100.0,21026
21,27,313,313,100.0,21027
21,28,363,363,100.0,21028
21,29,356,356,100.0,21029
21,30,236,236,100.0,21030
21,31,214,214,100.0,21031
21,32,275,275,100.0,21032
21,33,265,265,100.0,21033
21,34,269,269,100.0,21034
21,35,354,354,100.0,21035
21,36,285,285,100.0,21036
21,37,229,229,100.0,21037
21,38,284,284,100.0,21038
21,39,255,255,100.0,21039
21,40,274,274,100.0,21040
21,41,306,306,100.0,21041
21,42,313,313,100.0,21042
21,43,295,295,100.0,21043
21,44,311,311,100.0,21044
21,45,268,268,100.0,21045
21,46,334,334,100.0,21046
21,47,280,280,100.0,21047
21,48,303,303,100.0,21048
21,49,355,355,100.0,21049
21,50,237,237,100.0,21050
21,51,287,287,100.0,21051
21,52,271,271,100.0,21052
21,53,252,252,100.0,21053
21,54,246,246,100.0,21054
22,1,168,168,100.0,22001
22,2,306,306,100.0,22002
22,3,338,338,100.0,22003
22,4,195,195,100.0,22004
22,5,234,234,100.0,22005
22,6,239,239,100.0,22006
22,7,180,180,100.0,22007
22,8,345,345,100.0,22008
22,9,168,168,100.0,22009
22,10,308,308,100.0,22010
22,11,191,191,100.0,22011
22,12,233,233,100.0,22012
22,13,224,224,100.0,22013
22,14,189,189,100.0,22014
22,15,203,203,100.0,22015
22,16,214,214,100.0,22016
22,17,227,227,100.0,22017
22,18,217,217,100.0,22018
22,19,123,123,100.0,22019
22,20,217,217,100.0,22020
22,21,255,255,100.0,22021
22,22,223,223,100.0,22022
22,23,329,329,100.0,22023
22,24,254,254,100.0,22024
22,25,241,241,100.0,22025
23,1,208,208,100.0,23001
23,2,233,233,100.0,23002
23,3,225,225,100.0,23003
23,4,281,281,100.0,23004
23,5,263,263,100.0,23005
23,6,272,272,100.0,23006
23,7,221,221,100.0,23007
23,8,291,291,100.0,23008
23,9,223,223,100.0,23009
23,10,296,296,100.0,23010
23,11,271,271,100.0,23011
23,12,241,241,100.0,23012
23,13,225,225,100.0,23013
23,14,208,208,100.0,23014
23,15,215,215,100.0,23015
