ward,precinct,total,Toni Preckwinkle,Toni Preckwinkle Percent,precinct_id
14,5,403,403,100.0,14005
14,6,146,146,100.0,14006
14,7,355,355,100.0,14007
14,8,334,334,100.0,14008
14,9,317,317,100.0,14009
14,10,201,201,100.0,14010
14,11,175,175,100.0,14011
14,12,325,325,100.0,14012
14,13,259,259,100.0,14013
14,14,275,275,100.0,14014
14,15,337,337,100.0,14015
14,16,208,208,100.0,14016
14,17,250,250,100.0,14017
14,18,121,121,100.0,14018
14,19,272,272,100.0,14019
14,20,217,217,100.0,14020
14,21,279,279,100.0,14021
14,22,387,387,100.0,14022
14,23,231,231,100.0,14023
14,24,292,292,100.0,14024
14,25,170,170,100.0,14025
14,26,229,229,100.0,14026
14,27,283,283,100.0,14027
14,28,234,234,100.0,14028
14,29,238,238,100.0,14029
14,30,178,178,100.0,14030
14,31,183,183,100.0,14031
15,1,274,274,100.0,15001
15,2,192,192,100.0,15002
15,3,198,198,100.0,15003
15,4,301,301,100.0,15004
15,5,265,265,100.0,15005
15,6,285,285,100.0,15006
15,7,207,207,100.0,15007
15,8,243,243,100.0,15008
15,9,362,362,100.0,15009
15,10,365,365,100.0,15010
15,11,323,323,100.0,15011
15,12,337,337,100.0,15012
15,13,268,268,100.0,15013
15,14,255,255,100.0,15014
15,15,215,215,100.0,15015
15,16,311,311,100.0,15016
15,17,237,237,100.0,15017
15,18,196,196,100.0,15018
15,19,256,256,100.0,15019
15,20,232,232,100.0,15020
15,21,196,196,100.0,15021
15,22,233,233,100.0,15022
15,23,237,237,100.0,15023
15,24,185,185,100.0,15024
16,1,330,330,100.0,16001
16,2,253,253,100.0,16002
16,3,215,215,100.0,16003
16,4,257,257,100.0,16004
16,5,183,183,100.0,16005
16,6,247,247,100.0,16006
16,7,234,234,100.0,16007
16,8,167,167,100.0,16008
16,9,254,254,100.0,16009
16,10,234,234,100.0,16010
16,11,245,245,100.0,16011
16,12,211,211,100.0,16012
16,13,242,242,100.0,16013
16,14,194,194,100.0,16014
16,15,259,259,100.0,16015
16,16,247,247,100.0,16016
16,17,311,311,100.0,16017
16,18,283,283,100.0,16018
16,19,223,223,100.0,16019
16,20,194,194,100.0,16020
16,21,228,228,100.0,16021
16,22,210,210,100.0,16022
16,23,290,290,100.0,16023
16,24,141,141,100.0,16024
16,25,287,287,100.0,16025
16,26,190,190,100.0,16026
16,27,208,208,100.0,16027
16,28,212,212,100.0,16028
16,29,230,230,100.0,16029
16,30,203,203,100.0,16030
16,31,255,255,100.0,16031
16,32,272,272,100.0,16032
16,33,236,236,100.0,16033
16,34,229,229,100.0,16034
16,35,311,311,100.0,16035
16,36,188,188,100.0,16036
17,1,304,304,100.0,17001
17,2,303,303,100.0,17002
17,3,314,314,100.0,17003
17,4,381,381,100.0,17004
17,5,224,224,100.0,17005
17,6,256,256,100.0,17006
17,7,253,253,100.0,17007
17,8,250,250,100.0,17008
17,9,248,248,100.0,17009
17,10,403,403,100.0,17010
17,11,242,242,100.0,17011
17,12,403,403,100.0,17012
17,13,271,271,100.0,17013
17,14,356,356,100.0,17014
17,15,331,331,100.0,17015
17,16,313,313,100.0,17016
17,17,288,288,100.0,17017
17,18,335,335,100.0,17018
17,19,183,183,100.0,17019
17,20,405,405,100.0,17020
17,21,404,404,100.0,17021
17,22,267,267,100.0,17022
17,23,204,204,100.0,17023
17,24,325,325,100.0,17024
17,25,222,222,100.0,17025
17,26,338,338,100.0,17026
17,27,289,289,100.0,17027
17,28,247,247,100.0,17028
17,29,306,306,100.0,17029
17,30,228,228,100.0,17030
17,31,190,190,100.0,17031
17,32,244,244,100.0,17032
17,33,199,199,100.0,17033
17,34,231,231,100.0,17034
17,35,212,212,100.0,17035
17,36,296,296,100.0,17036
17,37,248,248,100.0,17037
17,38,310,310,100.0,17038
17,39,283,283,100.0,17039
17,40,312,312,100.0,17040
17,41,372,372,100.0,17041
18,1,300,300,100.0,18001
18,2,291,291,100.0,18002
18,3,263,263,100.0,18003
18,4,350,350,100.0,18004
18,5,214,214,100.0,18005
18,6,233,233,100.0,18006
18,7,306,306,100.0,18007
18,8,335,335,100.0,18008
18,9,322,322,100.0,18009
18,10,440,440,100.0,18010
18,11,265,265,100.0,18011
18,12,324,324,100.0,18012
18,13,350,350,100.0,18013
18,14,363,363,100.0,18014
18,15,356,356,100.0,18015
18,16,317,317,100.0,18016
18,17,331,331,100.0,18017
18,18,280,280,100.0,18018
18,19,313,313,100.0,18019
18,20,277,277,100.0,18020
18,21,391,391,100.0,18021
18,22,394,394,100.0,18022
18,23,331,331,100.0,18023
18,24,302,302,100.0,18024
18,25,310,310,100.0,18025
18,26,407,407,100.0,18026
18,27,275,275,100.0,18027
18,28,263,263,100.0,18028
18,29,355,355,100.0,18029
18,30,344,344,100.0,18030
18,31,359,359,100.0,18031
18,32,332,332,100.0,18032
18,33,263,263,100.0,18033
18,34,381,381,100.0,18034
18,35,386,386,100.0,18035
18,36,349,349,100.0,18036
18,37,376,376,100.0,18037
18,38,321,321,100.0,18038
18,39,262,262,100.0,18039
18,40,355,355,100.0,18040
18,41,375,375,100.0,18041
18,42,288,288,100.0,18042
18,43,214,214,100.0,18043
18,44,236,236,100.0,18044
18,45,308,308,100.0,18045
18,46,318,318,100.0,18046
18,47,252,252,100.0,18047
18,48,283,283,100.0,18048
18,49,200,200,100.0,18049
18,50,257,257,100.0,18050
19,1,226,226,100.0,19001
19,2,493,493,100.0,19002
19,3,146,146,100.0,19003
19,4,245,245,100.0,19004
19,5,375,375,100.0,19005
19,6,226,226,100.0,19006
19,7,247,247,100.0,19007
19,8,235,235,100.0,19008
19,9,188,188,100.0,19009
19,10,417,417,100.0,19010
19,11,192,192,100.0,19011
19,12,161,161,100.0,19012
19,13,457,457,100.0,19013
19,14,409,409,100.0,19014
19,15,263,263,100.0,19015
19,16,229,229,100.0,19016
19,17,208,208,100.0,19017
19,18,295,295,100.0,19018
19,19,448,448,100.0,19019
19,20,312,312,100.0,19020
19,21,195,195,100.0,19021
19,22,330,330,100.0,19022
19,23,268,268,100.0,19023
19,24,155,155,100.0,19024
19,25,307,307,100.0,19025
19,26,313,313,100.0,19026
19,27,372,372,100.0,19027
19,28,435,435,100.0,19028
19,29,224,224,100.0,19029
19,30,195,195,100.0,19030
19,31,267,267,100.0,19031
19,32,221,221,100.0,19032
19,33,212,212,100.0,19033
19,34,280,280,100.0,19034
19,35,289,289,100.0,19035
19,36,509,509,100.0,19036
19,37,355,355,100.0,19037
19,38,323,323,100.0,19038
19,39,143,143,100.0,19039
19,40,336,336,100.0,19040
19,41,190,190,100.0,19041
19,42,281,281,100.0,19042
19,43,523,523,100.0,19043
19,44,251,251,100.0,19044
19,45,247,247,100.0,19045
19,46,263,263,100.0,19046
19,47,492,492,100.0,19047
19,48,424,424,100.0,19048
19,49,431,431,100.0,19049
19,50,223,223,100.0,19050
19,51,296,296,100.0,19051
19,52,234,234,100.0,19052
19,53,273,273,100.0,19053
19,54,169,169,100.0,19054
19,55,182,182,100.0,19055
19,56,355,355,100.0,19056
19,57,284,284,100.0,19057
20,1,323,323,100.0,20001
20,2,142,142,100.0,20002
20,3,286,286,100.0,20003
20,4,153,153,100.0,20004
20,5,390,390,100.0,20005
20,6,147,147,100.0,20006
20,7,357,357,100.0,20007
20,8,320,320,100.0,20008
20,9,493,493,100.0,20009
20,10,233,233,100.0,20010
20,11,456,456,100.0,20011
20,12,271,271,100.0,20012
20,13,373,373,100.0,20013
20,14,160,160,100.0,20014
20,15,274,274,100.0,20015
20,16,387,387,100.0,20016
20,17,193,193,100.0,20017
20,18,226,226,100.0,20018
20,19,340,340,100.0,20019
20,20,209,209,100.0,20020
20,21,235,235,100.0,20021
20,22,430,430,100.0,20022
20,23,368,368,100.0,20023
20,24,380,380,100.0,20024
20,25,231,231,100.0,20025
20,26,350,350,100.0,20026
20,27,179,179,100.0,20027
20,28,212,212,100.0,20028
20,29,391,391,100.0,20029
20,30,155,155,100.0,20030
20,31,400,400,100.0,20031
20,32,326,326,100.0,20032
20,33,194,194,100.0,20033
20,34,564,564,100.0,20034
20,35,244,244,100.0,20035
20,36,111,111,100.0,20036
20,37,103,103,100.0,20037
20,38,112,112,100.0,20038
20,39,22,22,100.0,20039
21,1,369,369,100.0,21001
21,2,251,251,100.0,21002
21,3,368,368,100.0,21003
21,4,316,316,100.0,21004
21,5,372,372,100.0,21005
21,6,300,300,100.0,21006
21,7,355,355,100.0,21007
21,8,348,348,100.0,21008
21,9,387,387,100.0,21009
21,10,305,305,100.0,21010
21,11,323,323,100.0,21011
21,12,312,312,100.0,21012
21,13,332,332,100.0,21013
21,14,360,360,100.0,21014
21,15,298,298,100.0,21015
21,16,300,300,100.0,21016
21,17,304,304,100.0,21017
21,18,375,375,100.0,21018
21,19,352,352,100.0,21019
21,20,300,300,100.0,21020
21,21,292,292,100.0,21021
21,22,293,293,100.0,21022
21,23,295,295,100.0,21023
21,24,336,336,100.0,21024
21,25,274,274,100.0,21025
21,26,343,343,100.0,21026
21,27,345,345,100.0,21027
21,28,422,422,100.0,21028
21,29,389,389,100.0,21029
21,30,271,271,100.0,21030
21,31,251,251,100.0,21031
21,32,307,307,100.0,21032
21,33,300,300,100.0,21033
21,34,310,310,100.0,21034
21,35,393,393,100.0,21035
21,36,312,312,100.0,21036
21,37,251,251,100.0,21037
21,38,329,329,100.0,21038
21,39,297,297,100.0,21039
21,40,307,307,100.0,21040
21,41,331,331,100.0,21041
21,42,366,366,100.0,21042
21,43,326,326,100.0,21043
21,44,341,341,100.0,21044
21,45,320,320,100.0,21045
21,46,368,368,100.0,21046
21,47,312,312,100.0,21047
21,48,334,334,100.0,21048
21,49,354,354,100.0,21049
21,50,275,275,100.0,21050
21,51,309,309,100.0,21051
21,52,322,322,100.0,21052
21,53,285,285,100.0,21053
21,54,286,286,100.0,21054
22,1,184,184,100.0,22001
22,2,322,322,100.0,22002
22,3,402,402,100.0,22003
22,4,230,230,100.0,22004
22,5,272,272,100.0,22005
22,6,272,272,100.0,22006
22,7,219,219,100.0,22007
22,8,368,368,100.0,22008
22,9,234,234,100.0,22009
22,10,367,367,100.0,22010
22,11,224,224,100.0,22011
22,12,260,260,100.0,22012
22,13,277,277,100.0,22013
22,14,214,214,100.0,22014
22,15,240,240,100.0,22015
22,16,261,261,100.0,22016
22,17,296,296,100.0,22017
22,18,248,248,100.0,22018
22,19,163,163,100.0,22019
22,20,263,263,100.0,22020
22,21,315,315,100.0,22021
22,22,271,271,100.0,22022
22,23,410,410,100.0,22023
22,24,312,312,100.0,22024
22,25,301,301,100.0,22025
23,1,206,206,100.0,23001
23,2,239,239,100.0,23002
23,3,210,210,100.0,23003
23,4,275,275,100.0,23004
23,5,304,304,100.0,23005
23,6,303,303,100.0,23006
23,7,246,246,100.0,23007
23,8,319,319,100.0,23008
23,9,247,247,100.0,23009
23,10,332,332,100.0,23010
23,11,306,306,100.0,23011
23,12,233,233,100.0,23012
23,13,259,259,100.0,23013
23,14,203,203,100.0,23014
23,15,263,263,100.0,23015
