ward,precinct,total,Carolyn Joan Gallagher,Carolyn Joan Gallagher Percent,William B. Raines,William B. Raines Percent,Patricia S. Spratt,Patricia S. Spratt Percent,Mary Alice Melchor,Mary Alice Melchor Percent,precinct_id
4,5,75,12,16.0,39,52.0,10,13.33,14,18.67,04005
4,6,177,31,17.51,93,52.54,29,16.38,24,13.56,04006
4,7,177,35,19.77,72,40.68,42,23.73,28,15.82,04007
4,8,182,37,20.33,101,55.49,29,15.93,15,8.24,04008
4,9,234,44,18.8,135,57.69,31,13.25,24,10.26,04009
4,10,107,20,18.69,58,54.21,14,13.08,15,14.02,04010
4,11,113,27,23.89,49,43.36,28,24.78,9,7.96,04011
4,12,144,26,18.06,71,49.31,24,16.67,23,15.97,04012
4,13,26,4,15.38,9,34.62,10,38.46,3,11.54,04013
4,14,129,30,23.26,64,49.61,23,17.83,12,9.3,04014
4,15,154,34,22.08,66,42.86,34,22.08,20,12.99,04015
4,16,50,12,24.0,24,48.0,7,14.0,7,14.0,04016
4,17,57,14,24.56,20,35.09,16,28.07,7,12.28,04017
4,18,131,40,30.53,56,42.75,24,18.32,11,8.4,04018
4,19,142,33,23.24,62,43.66,35,24.65,12,8.45,04019
4,20,98,15,15.31,47,47.96,21,21.43,15,15.31,04020
4,21,56,10,17.86,20,35.71,17,30.36,9,16.07,04021
4,22,101,15,14.85,47,46.53,26,25.74,13,12.87,04022
4,23,115,11,9.57,61,53.04,21,18.26,22,19.13,04023
4,24,125,21,16.8,59,47.2,28,22.4,17,13.6,04024
4,25,78,14,17.95,27,34.62,32,41.03,5,6.41,04025
4,26,129,23,17.83,78,60.47,20,15.5,8,6.2,04026
4,27,90,13,14.44,50,55.56,24,26.67,3,3.33,04027
4,28,159,28,17.61,72,45.28,37,23.27,22,13.84,04028
4,29,91,21,23.08,43,47.25,17,18.68,10,10.99,04029
4,30,109,16,14.68,59,54.13,25,22.94,9,8.26,04030
4,31,217,46,21.2,100,46.08,38,17.51,33,15.21,04031
4,32,119,18,15.13,70,58.82,26,21.85,5,4.2,04032
4,33,151,39,25.83,63,41.72,27,17.88,22,14.57,04033
4,34,106,20,18.87,34,32.08,22,20.75,30,28.3,04034
4,35,205,42,20.49,95,46.34,41,20.0,27,13.17,04035
4,36,151,34,22.52,72,47.68,33,21.85,12,7.95,04036
4,37,82,18,21.95,33,40.24,26,31.71,5,6.1,04037
4,38,184,34,18.48,94,51.09,37,20.11,19,10.33,04038
5,1,58,14,24.14,23,39.66,17,29.31,4,6.9,05001
5,2,81,16,19.75,37,45.68,20,24.69,8,9.88,05002
5,3,80,16,20.0,30,37.5,27,33.75,7,8.75,05003
5,4,104,16,15.38,45,43.27,24,23.08,19,18.27,05004
5,5,132,33,25.0,47,35.61,41,31.06,11,8.33,05005
5,6,88,22,25.0,34,38.64,28,31.82,4,4.55,05006
5,7,107,31,28.97,37,34.58,25,23.36,14,13.08,05007
5,8,82,14,17.07,32,39.02,23,28.05,13,15.85,05008
5,9,97,14,14.43,42,43.3,19,19.59,22,22.68,05009
5,10,73,11,15.07,39,53.42,18,24.66,5,6.85,05010
5,11,112,27,24.11,41,36.61,22,19.64,22,19.64,05011
5,12,59,13,22.03,30,50.85,11,18.64,5,8.47,05012
5,13,98,21,21.43,37,37.76,24,24.49,16,16.33,05013
5,14,126,30,23.81,57,45.24,23,18.25,16,12.7,05014
5,15,126,24,19.05,53,42.06,35,27.78,14,11.11,05015
5,16,100,27,27.0,42,42.0,16,16.0,15,15.0,05016
5,17,102,25,24.51,40,39.22,20,19.61,17,16.67,05017
5,18,85,27,31.76,30,35.29,17,20.0,11,12.94,05018
5,19,86,9,10.47,35,40.7,26,30.23,16,18.6,05019
5,20,112,20,17.86,56,50.0,18,16.07,18,16.07,05020
5,21,80,13,16.25,34,42.5,23,28.75,10,12.5,05021
5,22,88,14,15.91,38,43.18,24,27.27,12,13.64,05022
5,23,125,27,21.6,50,40.0,38,30.4,10,8.0,05023
5,24,88,17,19.32,31,35.23,25,28.41,15,17.05,05024
5,25,111,16,14.41,52,46.85,22,19.82,21,18.92,05025
5,26,70,18,25.71,35,50.0,8,11.43,9,12.86,05026
5,27,48,2,4.17,15,31.25,23,47.92,8,16.67,05027
5,28,138,26,18.84,77,55.8,22,15.94,13,9.42,05028
5,29,108,19,17.59,52,48.15,25,23.15,12,11.11,05029
5,30,68,17,25.0,29,42.65,15,22.06,7,10.29,05030
5,31,66,21,31.82,27,40.91,14,21.21,4,6.06,05031
5,32,129,29,22.48,63,48.84,25,19.38,12,9.3,05032
5,33,119,27,22.69,57,47.9,30,25.21,5,4.2,05033
5,34,70,7,10.0,23,32.86,31,44.29,9,12.86,05034
5,35,93,18,19.35,36,38.71,22,23.66,17,18.28,05035
5,36,104,28,26.92,41,39.42,25,24.04,10,9.62,05036
5,37,126,21,16.67,39,30.95,35,27.78,31,24.6,05037
5,38,81,19,23.46,36,44.44,24,29.63,2,2.47,05038
5,39,73,16,21.92,31,42.47,19,26.03,7,9.59,05039
5,40,88,14,15.91,42,47.73,18,20.45,14,15.91,05040
5,41,98,16,16.33,41,41.84,27,27.55,14,14.29,05041
6,1,143,26,18.18,76,53.15,24,16.78,17,11.89,06001
6,2,111,20,18.02,53,47.75,22,19.82,16,14.41,06002
6,3,133,37,27.82,53,39.85,25,18.8,18,13.53,06003
6,4,72,22,30.56,34,47.22,12,16.67,4,5.56,06004
6,5,74,21,28.38,22,29.73,25,33.78,6,8.11,06005
6,6,121,26,21.49,63,52.07,17,14.05,15,12.4,06006
6,7,93,21,22.58,41,44.09,23,24.73,8,8.6,06007
6,8,144,19,13.19,75,52.08,28,19.44,22,15.28,06008
6,9,73,15,20.55,34,46.58,16,21.92,8,10.96,06009
6,10,62,13,20.97,31,50.0,15,24.19,3,4.84,06010
6,11,90,18,20.0,36,40.0,24,26.67,12,13.33,06011
6,12,64,15,23.44,26,40.63,15,23.44,8,12.5,06012
6,13,90,17,18.89,44,48.89,18,20.0,11,12.22,06013
6,14,84,20,23.81,40,47.62,16,19.05,8,9.52,06014
6,15,73,14,19.18,29,39.73,14,19.18,16,21.92,06015
6,16,135,44,32.59,50,37.04,29,21.48,12,8.89,06016
6,17,74,16,21.62,29,39.19,22,29.73,7,9.46,06017
6,18,80,17,21.25,28,35.0,20,25.0,15,18.75,06018
6,19,98,25,25.51,49,50.0,15,15.31,9,9.18,06019
6,20,65,15,23.08,30,46.15,14,21.54,6,9.23,06020
6,21,48,16,33.33,17,35.42,6,12.5,9,18.75,06021
6,22,55,17,30.91,22,40.0,13,23.64,3,5.45,06022
6,23,55,15,27.27,21,38.18,16,29.09,3,5.45,06023
6,24,43,8,18.6,19,44.19,10,23.26,6,13.95,06024
6,25,59,10,16.95,31,52.54,12,20.34,6,10.17,06025
6,26,59,19,32.2,19,32.2,14,23.73,7,11.86,06026
6,27,55,18,32.73,18,32.73,14,25.45,5,9.09,06027
6,28,51,12,23.53,18,35.29,15,29.41,6,11.76,06028
6,29,145,29,20.0,66,45.52,31,21.38,19,13.1,06029
6,30,75,16,21.33,27,36.0,21,28.0,11,14.67,06030
6,31,124,21,16.94,60,48.39,30,24.19,13,10.48,06031
6,32,90,18,20.0,45,50.0,17,18.89,10,11.11,06032
6,33,106,24,22.64,51,48.11,19,17.92,12,11.32,06033
6,34,110,20,18.18,54,49.09,24,21.82,12,10.91,06034
6,35,99,21,21.21,43,43.43,22,22.22,13,13.13,06035
6,36,133,20,15.04,70,52.63,25,18.8,18,13.53,06036
6,37,145,28,19.31,78,53.79,22,15.17,17,11.72,06037
6,38,129,24,18.6,60,46.51,24,18.6,21,16.28,06038
6,39,79,18,22.78,30,37.97,27,34.18,4,5.06,06039
6,40,104,31,29.81,38,36.54,24,23.08,11,10.58,06040
6,41,119,21,17.65,69,57.98,17,14.29,12,10.08,06041
6,42,98,35,35.71,33,33.67,22,22.45,8,8.16,06042
6,43,94,14,14.89,51,54.26,17,18.09,12,12.77,06043
6,44,95,15,15.79,42,44.21,27,28.42,11,11.58,06044
6,45,116,17,14.66,64,55.17,23,19.83,12,10.34,06045
6,46,84,18,21.43,49,58.33,14,16.67,3,3.57,06046
6,47,76,21,27.63,33,43.42,15,19.74,7,9.21,06047
6,48,96,22,22.92,41,42.71,20,20.83,13,13.54,06048
7,1,90,24,26.67,43,47.78,13,14.44,10,11.11,07001
7,2,85,17,20.0,44,51.76,18,21.18,6,7.06,07002
7,3,113,27,23.89,53,46.9,20,17.7,13,11.5,07003
7,4,117,28,23.93,53,45.3,28,23.93,8,6.84,07004
7,5,72,16,22.22,32,44.44,15,20.83,9,12.5,07005
7,6,116,21,18.1,69,59.48,18,15.52,8,6.9,07006
7,7,61,15,24.59,26,42.62,15,24.59,5,8.2,07007
7,8,104,14,13.46,56,53.85,21,20.19,13,12.5,07008
7,9,179,33,18.44,93,51.96,32,17.88,21,11.73,07009
7,10,130,31,23.85,58,44.62,30,23.08,11,8.46,07010
7,11,79,17,21.52,49,62.03,10,12.66,3,3.8,07011
7,12,79,16,20.25,38,48.1,20,25.32,5,6.33,07012
7,13,92,25,27.17,52,56.52,12,13.04,3,3.26,07013
7,14,79,20,25.32,37,46.84,13,16.46,9,11.39,07014
7,15,145,31,21.38,65,44.83,26,17.93,23,15.86,07015
7,16,54,17,31.48,22,40.74,10,18.52,5,9.26,07016
7,17,87,28,32.18,33,37.93,16,18.39,10,11.49,07017
7,18,65,19,29.23,24,36.92,15,23.08,7,10.77,07018
7,19,95,20,21.05,48,50.53,18,18.95,9,9.47,07019
7,20,69,21,30.43,30,43.48,13,18.84,5,7.25,07020
7,21,63,18,28.57,28,44.44,11,17.46,6,9.52,07021
7,22,53,13,24.53,26,49.06,5,9.43,9,16.98,07022
7,23,140,26,18.57,78,55.71,26,18.57,10,7.14,07023
7,24,121,36,29.75,57,47.11,20,16.53,8,6.61,07024
7,25,75,19,25.33,36,48.0,16,21.33,4,5.33,07025
7,26,94,14,14.89,54,57.45,18,19.15,8,8.51,07026
7,27,80,16,20.0,38,47.5,18,22.5,8,10.0,07027
7,28,61,18,29.51,23,37.7,15,24.59,5,8.2,07028
7,29,80,19,23.75,37,46.25,22,27.5,2,2.5,07029
7,30,61,16,26.23,21,34.43,15,24.59,9,14.75,07030
7,31,37,10,27.03,16,43.24,8,21.62,3,8.11,07031
7,32,189,34,17.99,108,57.14,23,12.17,24,12.7,07032
7,33,184,39,21.2,101,54.89,26,14.13,18,9.78,07033
7,34,149,26,17.45,92,61.74,22,14.77,9,6.04,07034
7,35,71,12,16.9,43,60.56,12,16.9,4,5.63,07035
7,36,140,24,17.14,81,57.86,26,18.57,9,6.43,07036
7,37,107,22,20.56,54,50.47,23,21.5,8,7.48,07037
7,38,77,15,19.48,38,49.35,16,20.78,8,10.39,07038
7,39,93,16,17.2,56,60.22,15,16.13,6,6.45,07039
7,40,110,28,25.45,51,46.36,21,19.09,10,9.09,07040
7,41,84,17,20.24,42,50.0,8,9.52,17,20.24,07041
7,42,84,23,27.38,41,48.81,10,11.9,10,11.9,07042
7,43,105,20,19.05,48,45.71,27,25.71,10,9.52,07043
7,44,71,13,18.31,41,57.75,13,18.31,4,5.63,07044
7,45,75,16,21.33,36,48.0,16,21.33,7,9.33,07045
7,46,68,19,27.94,32,47.06,12,17.65,5,7.35,07046
8,1,62,14,22.58,35,56.45,9,14.52,4,6.45,08001
8,2,78,13,16.67,36,46.15,20,25.64,9,11.54,08002
8,3,195,25,12.82,114,58.46,44,22.56,12,6.15,08003
8,4,148,18,12.16,99,66.89,17,11.49,14,9.46,08004
8,5,182,39,21.43,98,53.85,31,17.03,14,7.69,08005
8,6,120,26,21.67,68,56.67,21,17.5,5,4.17,08006
8,7,167,37,22.16,90,53.89,32,19.16,8,4.79,08007
8,8,159,29,18.24,91,57.23,27,16.98,12,7.55,08008
8,9,87,8,9.2,53,60.92,20,22.99,6,6.9,08009
8,10,188,27,14.36,112,59.57,36,19.15,13,6.91,08010
8,11,126,21,16.67,72,57.14,23,18.25,10,7.94,08011
8,12,107,25,23.36,51,47.66,19,17.76,12,11.21,08012
8,13,95,19,20.0,55,57.89,12,12.63,9,9.47,08013
8,14,58,13,22.41,24,41.38,18,31.03,3,5.17,08014
8,15,72,22,30.56,30,41.67,14,19.44,6,8.33,08015
8,16,22,7,31.82,8,36.36,4,18.18,3,13.64,08016
8,17,112,25,22.32,63,56.25,14,12.5,10,8.93,08017
8,18,86,18,20.93,41,47.67,20,23.26,7,8.14,08018
8,19,169,29,17.16,89,52.66,35,20.71,16,9.47,08019
8,20,121,18,14.88,59,48.76,25,20.66,19,15.7,08020
8,21,118,20,16.95,72,61.02,17,14.41,9,7.63,08021
8,22,102,21,20.59,54,52.94,17,16.67,10,9.8,08022
8,23,87,19,21.84,44,50.57,18,20.69,6,6.9,08023
8,24,75,12,16.0,40,53.33,14,18.67,9,12.0,08024
8,25,105,23,21.9,52,49.52,22,20.95,8,7.62,08025
8,26,96,20,20.83,37,38.54,25,26.04,14,14.58,08026
8,27,147,23,15.65,97,65.99,16,10.88,11,7.48,08027
8,28,108,18,16.67,60,55.56,23,21.3,7,6.48,08028
8,29,139,25,17.99,75,53.96,24,17.27,15,10.79,08029
8,30,114,20,17.54,55,48.25,28,24.56,11,9.65,08030
8,31,101,21,20.79,52,51.49,15,14.85,13,12.87,08031
8,32,94,23,24.47,39,41.49,22,23.4,10,10.64,08032
8,33,108,31,28.7,43,39.81,26,24.07,8,7.41,08033
8,34,108,27,25.0,57,52.78,15,13.89,9,8.33,08034
8,35,126,31,24.6,58,46.03,21,16.67,16,12.7,08035
8,36,114,29,25.44,53,46.49,24,21.05,8,7.02,08036
8,37,114,21,18.42,64,56.14,19,16.67,10,8.77,08037
8,38,63,20,31.75,35,55.56,2,3.17,6,9.52,08038
8,39,97,18,18.56,53,54.64,18,18.56,8,8.25,08039
8,40,77,22,28.57,31,40.26,14,18.18,10,12.99,08040
8,41,96,19,19.79,47,48.96,22,22.92,8,8.33,08041
8,42,149,21,14.09,91,61.07,24,16.11,13,8.72,08042
8,43,50,10,20.0,21,42.0,12,24.0,7,14.0,08043
8,44,69,12,17.39,40,57.97,11,15.94,6,8.7,08044
8,45,72,9,12.5,37,51.39,20,27.78,6,8.33,08045
8,46,79,12,15.19,46,58.23,15,18.99,6,7.59,08046
8,47,92,25,27.17,45,48.91,15,16.3,7,7.61,08047
8,48,94,13,13.83,58,61.7,13,13.83,10,10.64,08048
8,49,121,21,17.36,68,56.2,21,17.36,11,9.09,08049
8,50,116,11,9.48,58,50.0,25,21.55,22,18.97,08050
8,51,138,26,18.84,71,51.45,22,15.94,19,13.77,08051
8,52,153,30,19.61,83,54.25,30,19.61,10,6.54,08052
8,53,63,16,25.4,25,39.68,14,22.22,8,12.7,08053
8,54,72,16,22.22,42,58.33,11,15.28,3,4.17,08054
8,55,85,23,27.06,41,48.24,12,14.12,9,10.59,08055
8,56,132,26,19.7,69,52.27,20,15.15,17,12.88,08056
9,1,93,23,24.73,42,45.16,14,15.05,14,15.05,09001
9,2,103,39,37.86,38,36.89,14,13.59,12,11.65,09002
9,3,44,13,29.55,14,31.82,12,27.27,5,11.36,09003
9,4,75,12,16.0,38,50.67,13,17.33,12,16.0,09004
9,5,94,22,23.4,36,38.3,20,21.28,16,17.02,09005
9,6,102,14,13.73,44,43.14,23,22.55,21,20.59,09006
9,7,77,26,33.77,26,33.77,16,20.78,9,11.69,09007
9,8,61,16,26.23,25,40.98,12,19.67,8,13.11,09008
9,9,120,27,22.5,54,45.0,24,20.0,15,12.5,09009
9,10,71,21,29.58,29,40.85,13,18.31,8,11.27,09010
9,11,75,18,24.0,32,42.67,13,17.33,12,16.0,09011
9,12,111,22,19.82,50,45.05,25,22.52,14,12.61,09012
9,13,118,21,17.8,59,50.0,22,18.64,16,13.56,09013
9,14,150,37,24.67,79,52.67,21,14.0,13,8.67,09014
9,15,49,12,24.49,20,40.82,10,20.41,7,14.29,09015
9,16,118,27,22.88,41,34.75,33,27.97,17,14.41,09016
9,17,74,22,29.73,22,29.73,25,33.78,5,6.76,09017
9,18,72,17,23.61,37,51.39,8,11.11,10,13.89,09018
9,19,97,28,28.87,36,37.11,12,12.37,21,21.65,09019
9,20,121,27,22.31,55,45.45,21,17.36,18,14.88,09020
9,21,78,17,21.79,38,48.72,15,19.23,8,10.26,09021
9,22,119,30,25.21,41,34.45,24,20.17,24,20.17,09022
9,23,115,24,20.87,52,45.22,23,20.0,16,13.91,09023
9,24,114,21,18.42,49,42.98,21,18.42,23,20.18,09024
9,25,98,28,28.57,41,41.84,12,12.24,17,17.35,09025
9,26,54,12,22.22,21,38.89,13,24.07,8,14.81,09026
9,27,95,22,23.16,30,31.58,19,20.0,24,25.26,09027
9,28,27,7,25.93,11,40.74,4,14.81,5,18.52,09028
9,29,80,27,33.75,26,32.5,11,13.75,16,20.0,09029
9,30,74,20,27.03,39,52.7,13,17.57,2,2.7,09030
9,31,71,21,29.58,32,45.07,12,16.9,6,8.45,09031
9,32,91,13,14.29,43,47.25,21,23.08,14,15.38,09032
9,33,80,18,22.5,40,50.0,14,17.5,8,10.0,09033
9,34,80,17,21.25,30,37.5,25,31.25,8,10.0,09034
9,35,117,33,28.21,52,44.44,22,18.8,10,8.55,09035
9,36,72,19,26.39,38,52.78,10,13.89,5,6.94,09036
9,37,97,31,31.96,24,24.74,26,26.8,16,16.49,09037
9,38,73,16,21.92,30,41.1,20,27.4,7,9.59,09038
9,39,103,23,22.33,44,42.72,17,16.5,19,18.45,09039
9,40,118,20,16.95,54,45.76,19,16.1,25,21.19,09040
9,41,81,22,27.16,35,43.21,16,19.75,8,9.88,09041
9,42,135,25,18.52,71,52.59,25,18.52,14,10.37,09042
9,43,70,18,25.71,28,40.0,16,22.86,8,11.43,09043
9,44,99,26,26.26,49,49.49,15,15.15,9,9.09,09044
9,45,83,14,16.87,39,46.99,16,19.28,14,16.87,09045
9,46,89,20,22.47,41,46.07,16,17.98,12,13.48,09046
9,47,148,24,16.22,90,60.81,18,12.16,16,10.81,09047
9,48,104,19,18.27,55,52.88,12,11.54,18,17.31,09048
9,49,109,21,19.27,69,63.3,13,11.93,6,5.5,09049
9,50,157,16,10.19,87,55.41,30,19.11,24,15.29,09050
9,51,126,26,20.63,60,47.62,21,16.67,19,15.08,09051
10,1,61,15,24.59,29,47.54,7,11.48,10,16.39,10001
10,2,52,12,23.08,22,42.31,6,11.54,12,23.08,10002
10,3,52,23,44.23,11,21.15,8,15.38,10,19.23,10003
10,4,43,13,30.23,15,34.88,3,6.98,12,27.91,10004
10,5,33,17,51.52,5,15.15,5,15.15,6,18.18,10005
10,6,36,14,38.89,11,30.56,4,11.11,7,19.44,10006
