ward,precinct,total,Cynthia Y. Cobbs,Cynthia Y. Cobbs Percent,Linda L. Mastandrea,Linda L. Mastandrea Percent,precinct_id
6,6,123,115,93.5,8,6.5,06006
6,7,99,93,93.94,6,6.06,06007
6,8,149,136,91.28,13,8.72,06008
6,9,72,65,90.28,7,9.72,06009
6,10,62,55,88.71,7,11.29,06010
6,11,88,77,87.5,11,12.5,06011
6,12,66,57,86.36,9,13.64,06012
6,13,92,84,91.3,8,8.7,06013
6,14,85,79,92.94,6,7.06,06014
6,15,77,57,74.03,20,25.97,06015
6,16,142,129,90.85,13,9.15,06016
6,17,78,66,84.62,12,15.38,06017
6,18,86,67,77.91,19,22.09,06018
6,19,103,99,96.12,4,3.88,06019
6,20,68,57,83.82,11,16.18,06020
6,21,50,41,82.0,9,18.0,06021
6,22,55,52,94.55,3,5.45,06022
6,23,58,51,87.93,7,12.07,06023
6,24,43,36,83.72,7,16.28,06024
6,25,58,53,91.38,5,8.62,06025
6,26,59,54,91.53,5,8.47,06026
6,27,58,50,86.21,8,13.79,06027
6,28,53,46,86.79,7,13.21,06028
6,29,148,138,93.24,10,6.76,06029
6,30,79,72,91.14,7,8.86,06030
6,31,129,120,93.02,9,6.98,06031
6,32,94,88,93.62,6,6.38,06032
6,33,111,103,92.79,8,7.21,06033
6,34,113,104,92.04,9,7.96,06034
6,35,102,92,90.2,10,9.8,06035
6,36,131,124,94.66,7,5.34,06036
6,37,155,147,94.84,8,5.16,06037
6,38,139,126,90.65,13,9.35,06038
6,39,83,69,83.13,14,16.87,06039
6,40,107,94,87.85,13,12.15,06040
6,41,123,115,93.5,8,6.5,06041
6,42,97,85,87.63,12,12.37,06042
6,43,97,93,95.88,4,4.12,06043
6,44,95,88,92.63,7,7.37,06044
6,45,127,121,95.28,6,4.72,06045
6,46,85,80,94.12,5,5.88,06046
6,47,80,70,87.5,10,12.5,06047
6,48,94,89,94.68,5,5.32,06048
7,1,91,83,91.21,8,8.79,07001
7,2,86,78,90.7,8,9.3,07002
7,3,117,107,91.45,10,8.55,07003
7,4,121,107,88.43,14,11.57,07004
7,5,76,64,84.21,12,15.79,07005
7,6,113,104,92.04,9,7.96,07006
7,7,67,55,82.09,12,17.91,07007
7,8,106,89,83.96,17,16.04,07008
7,9,184,169,91.85,15,8.15,07009
7,10,130,119,91.54,11,8.46,07010
7,11,82,74,90.24,8,9.76,07011
7,12,84,70,83.33,14,16.67,07012
7,13,91,82,90.11,9,9.89,07013
7,14,78,68,87.18,10,12.82,07014
7,15,147,135,91.84,12,8.16,07015
7,16,58,50,86.21,8,13.79,07016
7,17,87,82,94.25,5,5.75,07017
7,18,66,56,84.85,10,15.15,07018
7,19,96,86,89.58,10,10.42,07019
7,20,64,57,89.06,7,10.94,07020
7,21,62,53,85.48,9,14.52,07021
7,22,53,44,83.02,9,16.98,07022
7,23,142,126,88.73,16,11.27,07023
7,24,120,102,85.0,18,15.0,07024
7,25,77,66,85.71,11,14.29,07025
7,26,96,86,89.58,10,10.42,07026
7,27,81,71,87.65,10,12.35,07027
7,28,63,54,85.71,9,14.29,07028
7,29,75,67,89.33,8,10.67,07029
7,30,61,43,70.49,18,29.51,07030
7,31,38,31,81.58,7,18.42,07031
7,32,193,184,95.34,9,4.66,07032
7,33,188,169,89.89,19,10.11,07033
7,34,151,138,91.39,13,8.61,07034
7,35,75,70,93.33,5,6.67,07035
7,36,140,131,93.57,9,6.43,07036
7,37,114,100,87.72,14,12.28,07037
7,38,79,71,89.87,8,10.13,07038
7,39,91,83,91.21,8,8.79,07039
7,40,116,103,88.79,13,11.21,07040
7,41,87,75,86.21,12,13.79,07041
7,42,88,78,88.64,10,11.36,07042
7,43,108,93,86.11,15,13.89,07043
7,44,76,71,93.42,5,6.58,07044
7,45,74,57,77.03,17,22.97,07045
7,46,63,55,87.3,8,12.7,07046
8,1,63,59,93.65,4,6.35,08001
8,2,81,74,91.36,7,8.64,08002
8,3,207,187,90.34,20,9.66,08003
8,4,148,143,96.62,5,3.38,08004
8,5,189,176,93.12,13,6.88,08005
8,6,128,118,92.19,10,7.81,08006
8,7,166,155,93.37,11,6.63,08007
8,8,168,157,93.45,11,6.55,08008
8,9,87,83,95.4,4,4.6,08009
8,10,197,181,91.88,16,8.12,08010
8,11,125,114,91.2,11,8.8,08011
8,12,111,99,89.19,12,10.81,08012
8,13,100,89,89.0,11,11.0,08013
8,14,57,51,89.47,6,10.53,08014
8,15,75,68,90.67,7,9.33,08015
8,16,21,19,90.48,2,9.52,08016
8,17,115,110,95.65,5,4.35,08017
8,18,86,73,84.88,13,15.12,08018
8,19,172,164,95.35,8,4.65,08019
8,20,123,112,91.06,11,8.94,08020
8,21,123,111,90.24,12,9.76,08021
8,22,103,94,91.26,9,8.74,08022
8,23,88,79,89.77,9,10.23,08023
8,24,78,74,94.87,4,5.13,08024
8,25,109,95,87.16,14,12.84,08025
8,26,103,90,87.38,13,12.62,08026
8,27,151,144,95.36,7,4.64,08027
8,28,115,108,93.91,7,6.09,08028
8,29,140,121,86.43,19,13.57,08029
8,30,113,103,91.15,10,8.85,08030
8,31,108,100,92.59,8,7.41,08031
8,32,96,86,89.58,10,10.42,08032
8,33,111,100,90.09,11,9.91,08033
8,34,112,103,91.96,9,8.04,08034
8,35,133,126,94.74,7,5.26,08035
8,36,115,105,91.3,10,8.7,08036
8,37,105,97,92.38,8,7.62,08037
8,38,67,61,91.04,6,8.96,08038
8,39,100,96,96.0,4,4.0,08039
8,40,80,71,88.75,9,11.25,08040
8,41,99,92,92.93,7,7.07,08041
8,42,148,135,91.22,13,8.78,08042
8,43,52,47,90.38,5,9.62,08043
8,44,66,59,89.39,7,10.61,08044
8,45,73,70,95.89,3,4.11,08045
8,46,83,78,93.98,5,6.02,08046
8,47,97,89,91.75,8,8.25,08047
8,48,91,81,89.01,10,10.99,08048
8,49,122,115,94.26,7,5.74,08049
8,50,113,108,95.58,5,4.42,08050
8,51,139,128,92.09,11,7.91,08051
8,52,167,152,91.02,15,8.98,08052
8,53,63,59,93.65,4,6.35,08053
8,54,74,66,89.19,8,10.81,08054
8,55,81,75,92.59,6,7.41,08055
8,56,139,131,94.24,8,5.76,08056
9,1,100,89,89.0,11,11.0,09001
9,2,103,89,86.41,14,13.59,09002
9,3,47,41,87.23,6,12.77,09003
9,4,74,68,91.89,6,8.11,09004
9,5,94,90,95.74,4,4.26,09005
9,6,103,94,91.26,9,8.74,09006
9,7,76,66,86.84,10,13.16,09007
9,8,63,54,85.71,9,14.29,09008
9,9,125,109,87.2,16,12.8,09009
9,10,71,60,84.51,11,15.49,09010
9,11,76,68,89.47,8,10.53,09011
9,12,115,99,86.09,16,13.91,09012
9,13,122,112,91.8,10,8.2,09013
9,14,154,145,94.16,9,5.84,09014
9,15,50,47,94.0,3,6.0,09015
9,16,119,103,86.55,16,13.45,09016
9,17,69,59,85.51,10,14.49,09017
9,18,72,63,87.5,9,12.5,09018
9,19,96,89,92.71,7,7.29,09019
9,20,121,110,90.91,11,9.09,09020
9,21,77,72,93.51,5,6.49,09021
9,22,119,110,92.44,9,7.56,09022
9,23,124,109,87.9,15,12.1,09023
9,24,116,107,92.24,9,7.76,09024
9,25,96,89,92.71,7,7.29,09025
9,26,56,44,78.57,12,21.43,09026
9,27,94,84,89.36,10,10.64,09027
9,28,28,20,71.43,8,28.57,09028
9,29,80,70,87.5,10,12.5,09029
9,30,77,68,88.31,9,11.69,09030
9,31,74,63,85.14,11,14.86,09031
9,32,92,80,86.96,12,13.04,09032
9,33,76,67,88.16,9,11.84,09033
9,34,77,65,84.42,12,15.58,09034
9,35,119,106,89.08,13,10.92,09035
9,36,75,69,92.0,6,8.0,09036
9,37,99,70,70.71,29,29.29,09037
9,38,76,69,90.79,7,9.21,09038
9,39,103,93,90.29,10,9.71,09039
9,40,115,107,93.04,8,6.96,09040
9,41,80,76,95.0,4,5.0,09041
9,42,138,128,92.75,10,7.25,09042
9,43,75,65,86.67,10,13.33,09043
9,44,96,89,92.71,7,7.29,09044
9,45,85,72,84.71,13,15.29,09045
9,46,89,78,87.64,11,12.36,09046
9,47,151,139,92.05,12,7.95,09047
9,48,109,101,92.66,8,7.34,09048
9,49,111,105,94.59,6,5.41,09049
9,50,163,153,93.87,10,6.13,09050
9,51,119,104,87.39,15,12.61,09051
10,1,61,49,80.33,12,19.67,10001
10,2,53,17,32.08,36,67.92,10002
10,3,54,23,42.59,31,57.41,10003
10,4,39,29,74.36,10,25.64,10004
10,5,36,11,30.56,25,69.44,10005
10,6,36,13,36.11,23,63.89,10006
10,7,26,12,46.15,14,53.85,10007
10,8,27,17,62.96,10,37.04,10008
10,9,51,20,39.22,31,60.78,10009
10,10,37,18,48.65,19,51.35,10010
10,11,43,19,44.19,24,55.81,10011
10,12,18,6,33.33,12,66.67,10012
10,13,63,20,31.75,43,68.25,10013
10,14,58,21,36.21,37,63.79,10014
10,15,178,160,89.89,18,10.11,10015
10,16,28,10,35.71,18,64.29,10016
10,17,60,24,40.0,36,60.0,10017
10,18,38,22,57.89,16,42.11,10018
10,19,35,15,42.86,20,57.14,10019
10,20,59,20,33.9,39,66.1,10020
10,21,45,13,28.89,32,71.11,10021
10,22,23,6,26.09,17,73.91,10022
10,23,42,16,38.1,26,61.9,10023
10,24,29,8,27.59,21,72.41,10024
10,25,17,8,47.06,9,52.94,10025
10,26,36,12,33.33,24,66.67,10026
10,27,63,48,76.19,15,23.81,10027
10,28,45,19,42.22,26,57.78,10028
10,29,35,9,25.71,26,74.29,10029
10,30,52,15,28.85,37,71.15,10030
10,31,24,9,37.5,15,62.5,10031
10,32,34,15,44.12,19,55.88,10032
10,33,22,8,36.36,14,63.64,10033
10,34,36,17,47.22,19,52.78,10034
10,35,48,13,27.08,35,72.92,10035
10,36,27,12,44.44,15,55.56,10036
11,1,80,54,67.5,26,32.5,11001
11,2,10,7,70.0,3,30.0,11002
11,3,29,19,65.52,10,34.48,11003
11,4,61,31,50.82,30,49.18,11004
11,5,55,29,52.73,26,47.27,11005
11,6,27,18,66.67,9,33.33,11006
11,7,37,27,72.97,10,27.03,11007
11,8,49,27,55.1,22,44.9,11008
11,9,63,37,58.73,26,41.27,11009
11,10,68,46,67.65,22,32.35,11010
11,11,51,25,49.02,26,50.98,11011
11,12,120,78,65.0,42,35.0,11012
11,13,108,73,67.59,35,32.41,11013
11,14,44,28,63.64,16,36.36,11014
11,15,36,28,77.78,8,22.22,11015
11,16,39,22,56.41,17,43.59,11016
11,17,59,33,55.93,26,44.07,11017
11,18,76,36,47.37,40,52.63,11018
11,19,59,34,57.63,25,42.37,11019
11,20,76,53,69.74,23,30.26,11020
11,21,174,131,75.29,43,24.71,11021
11,22,90,58,64.44,32,35.56,11022
11,23,72,49,68.06,23,31.94,11023
11,24,206,173,83.98,33,16.02,11024
11,25,57,43,75.44,14,24.56,11025
11,26,115,80,69.57,35,30.43,11026
11,27,30,18,60.0,12,40.0,11027
11,28,37,26,70.27,11,29.73,11028
11,29,125,88,70.4,37,29.6,11029
11,30,37,25,67.57,12,32.43,11030
11,31,86,62,72.09,24,27.91,11031
11,32,42,29,69.05,13,30.95,11032
11,33,36,24,66.67,12,33.33,11033
11,34,49,38,77.55,11,22.45,11034
11,35,62,44,70.97,18,29.03,11035
11,36,33,20,60.61,13,39.39,11036
11,37,18,12,66.67,6,33.33,11037
11,38,20,13,65.0,7,35.0,11038
12,1,63,38,60.32,25,39.68,12001
12,2,32,20,62.5,12,37.5,12002
12,3,64,33,51.56,31,48.44,12003
12,4,45,24,53.33,21,46.67,12004
12,5,41,21,51.22,20,48.78,12005
12,6,50,24,48.0,26,52.0,12006
12,7,40,14,35.0,26,65.0,12007
12,8,66,40,60.61,26,39.39,12008
12,9,45,22,48.89,23,51.11,12009
12,10,39,14,35.9,25,64.1,12010
12,11,49,31,63.27,18,36.73,12011
12,12,34,15,44.12,19,55.88,12012
12,13,79,36,45.57,43,54.43,12013
12,14,31,17,54.84,14,45.16,12014
12,15,64,34,53.13,30,46.88,12015
12,16,35,16,45.71,19,54.29,12016
12,17,50,30,60.0,20,40.0,12017
12,18,32,14,43.75,18,56.25,12018
12,19,58,27,46.55,31,53.45,12019
12,20,64,45,70.31,19,29.69,12020
12,21,56,27,48.21,29,51.79,12021
12,22,31,15,48.39,16,51.61,12022
12,23,61,34,55.74,27,44.26,12023
13,1,122,86,70.49,36,29.51,13001
13,2,113,81,71.68,32,28.32,13002
13,3,53,31,58.49,22,41.51,13003
13,4,101,61,60.4,40,39.6,13004
13,5,87,56,64.37,31,35.63,13005
13,6,107,62,57.94,45,42.06,13006
13,7,103,69,66.99,34,33.01,13007
13,8,69,40,57.97,29,42.03,13008
13,9,78,45,57.69,33,42.31,13009
13,10,86,47,54.65,39,45.35,13010
13,11,137,98,71.53,39,28.47,13011
13,12,57,35,61.4,22,38.6,13012
13,13,168,141,83.93,27,16.07,13013
13,14,70,55,78.57,15,21.43,13014
13,15,123,88,71.54,35,28.46,13015
13,16,81,57,70.37,24,29.63,13016
13,17,89,55,61.8,34,38.2,13017
13,18,61,38,62.3,23,37.7,13018
13,19,106,75,70.75,31,29.25,13019
13,20,65,37,56.92,28,43.08,13020
13,21,133,82,61.65,51,38.35,13021
13,22,71,45,63.38,26,36.62,13022
13,23,80,57,71.25,23,28.75,13023
13,24,85,57,67.06,28,32.94,13024
13,25,91,56,61.54,35,38.46,13025
13,26,104,81,77.88,23,22.12,13026
13,27,115,77,66.96,38,33.04,13027
13,28,53,33,62.26,20,37.74,13028
13,29,64,42,65.63,22,34.38,13029
13,30,70,50,71.43,20,28.57,13030
13,31,85,42,49.41,43,50.59,13031
13,32,82,45,54.88,37,45.12,13032
13,33,65,41,63.08,24,36.92,13033
13,34,163,137,84.05,26,15.95,13034
13,35,130,82,63.08,48,36.92,13035
13,36,46,19,41.3,27,58.7,13036
13,37,132,94,71.21,38,28.79,13037
13,38,87,49,56.32,38,43.68,13038
13,39,106,79,74.53,27,25.47,13039
13,40,97,60,61.86,37,38.14,13040
13,41,125,99,79.2,26,20.8,13041
13,42,72,43,59.72,29,40.28,13042
13,43,141,97,68.79,44,31.21,13043
13,44,215,181,84.19,34,15.81,13044
13,45,148,109,73.65,39,26.35,13045
13,46,80,50,62.5,30,37.5,13046
13,47,81,48,59.26,33,40.74,13047
13,48,111,81,72.97,30,27.03,13048
14,1,88,55,62.5,33,37.5,14001
14,2,120,78,65.0,42,35.0,14002
14,3,53,33,62.26,20,37.74,14003
14,4,63,44,69.84,19,30.16,14004
14,5,95,68,71.58,27,28.42,14005
14,6,41,28,68.29,13,31.71,14006
14,7,57,29,50.88,28,49.12,14007
14,8,46,30,65.22,16,34.78,14008
14,9,63,42,66.67,21,33.33,14009
14,10,47,29,61.7,18,38.3,14010
14,11,70,53,75.71,17,24.29,14011
14,12,62,36,58.06,26,41.94,14012
14,13,66,47,71.21,19,28.79,14013
14,14,61,39,63.93,22,36.07,14014
14,15,88,60,68.18,28,31.82,14015
14,16,56,41,73.21,15,26.79,14016
14,17,61,45,73.77,16,26.23,14017
14,18,26,16,61.54,10,38.46,14018
14,19,41,31,75.61,10,24.39,14019
14,20,47,27,57.45,20,42.55,14020
14,21,81,59,72.84,22,27.16,14021
14,22,70,39,55.71,31,44.29,14022
14,23,92,63,68.48,29,31.52,14023
14,24,114,74,64.91,40,35.09,14024
14,25,59,34,57.63,25,42.37,14025
14,26,42,28,66.67,14,33.33,14026
14,27,69,46,66.67,23,33.33,14027
14,28,42,30,71.43,12,28.57,14028
14,29,86,60,69.77,26,30.23,14029
14,30,24,20,83.33,4,16.67,14030
14,31,34,21,61.76,13,38.24,14031
15,1,36,15,41.67,21,58.33,15001
15,2,34,25,73.53,9,26.47,15002
15,3,57,49,85.96,8,14.04,15003
15,4,30,9,30.0,21,70.0,15004
15,5,40,17,42.5,23,57.5,15005
15,6,53,24,45.28,29,54.72,15006
15,7,38,32,84.21,6,15.79,15007
15,8,25,11,44.0,14,56.0,15008
15,9,49,27,55.1,22,44.9,15009
15,10,72,36,50.0,36,50.0,15010
15,11,51,32,62.75,19,37.25,15011
15,12,77,47,61.04,30,38.96,15012
15,13,31,14,45.16,17,54.84,15013
15,14,11,5,45.45,6,54.55,15014
15,15,24,10,41.67,14,58.33,15015
15,16,41,19,46.34,22,53.66,15016
15,17,45,40,88.89,5,11.11,15017
15,18,46,38,82.61,8,17.39,15018
15,19,83,56,67.47,27,32.53,15019
15,20,55,48,87.27,7,12.73,15020
15,21,53,43,81.13,10,18.87,15021
15,22,48,41,85.42,7,14.58,15022
15,23,52,44,84.62,8,15.38,15023
15,24,48,38,79.17,10,20.83,15024
16,1,35,17,48.57,18,51.43,16001
16,2,41,35,85.37,6,14.63,16002
16,3,56,47,83.93,9,16.07,16003
16,4,47,38,80.85,9,19.15,16004
16,5,37,29,78.38,8,21.62,16005
16,6,50,43,86.0,7,14.0,16006
16,7,47,36,76.6,11,23.4,16007
16,8,22,17,77.27,5,22.73,16008
16,9,76,68,89.47,8,10.53,16009
16,10,68,57,83.82,11,16.18,16010
16,11,40,27,67.5,13,32.5,16011
16,12,34,25,73.53,9,26.47,16012
16,13,32,25,78.13,7,21.88,16013
16,14,40,34,85.0,6,15.0,16014
16,15,62,52,83.87,10,16.13,16015
16,16,59,48,81.36,11,18.64,16016
16,17,46,32,69.57,14,30.43,16017
16,18,62,50,80.65,12,19.35,16018
16,19,39,32,82.05,7,17.95,16019
16,20,45,36,80.0,9,20.0,16020
16,21,32,26,81.25,6,18.75,16021
16,22,30,24,80.0,6,20.0,16022
16,23,23,12,52.17,11,47.83,16023
16,24,35,29,82.86,6,17.14,16024
16,25,64,54,84.38,10,15.63,16025
16,26,52,45,86.54,7,13.46,16026
16,27,49,42,85.71,7,14.29,16027
16,28,66,55,83.33,11,16.67,16028
16,29,38,37,97.37,1,2.63,16029
16,30,49,43,87.76,6,12.24,16030
16,31,70,60,85.71,10,14.29,16031
16,32,28,13,46.43,15,53.57,16032
16,33,45,38,84.44,7,15.56,16033
16,34,55,44,80.0,11,20.0,16034
16,35,36,23,63.89,13,36.11,16035
16,36,43,41,95.35,2,4.65,16036
17,1,44,33,75.0,11,25.0,17001
17,2,65,63,96.92,2,3.08,17002
17,3,52,40,76.92,12,23.08,17003
17,4,90,82,91.11,8,8.89,17004
17,5,66,55,83.33,11,16.67,17005
17,6,40,33,82.5,7,17.5,17006
17,7,30,27,90.0,3,10.0,17007
17,8,70,57,81.43,13,18.57,17008
17,9,72,61,84.72,11,15.28,17009
17,10,84,72,85.71,12,14.29,17010
17,11,71,56,78.87,15,21.13,17011
17,12,45,30,66.67,15,33.33,17012
