ward,precinct,total,Raymond W. Mitchell,Raymond W. Mitchell Percent,precinct_id
36,21,408,408,100.0,36021
36,22,540,540,100.0,36022
36,23,476,476,100.0,36023
36,24,513,513,100.0,36024
36,25,585,585,100.0,36025
36,26,530,530,100.0,36026
36,27,623,623,100.0,36027
37,1,367,367,100.0,37001
37,2,307,307,100.0,37002
37,3,350,350,100.0,37003
37,4,366,366,100.0,37004
37,5,262,262,100.0,37005
37,6,465,465,100.0,37006
37,7,321,321,100.0,37007
37,8,451,451,100.0,37008
37,9,186,186,100.0,37009
37,10,314,314,100.0,37010
37,11,332,332,100.0,37011
37,12,414,414,100.0,37012
37,13,255,255,100.0,37013
37,14,444,444,100.0,37014
37,15,404,404,100.0,37015
37,16,437,437,100.0,37016
37,17,266,266,100.0,37017
37,18,327,327,100.0,37018
37,19,241,241,100.0,37019
37,20,464,464,100.0,37020
37,21,273,273,100.0,37021
37,22,332,332,100.0,37022
38,1,421,421,100.0,38001
38,2,255,255,100.0,38002
38,3,345,345,100.0,38003
38,4,261,261,100.0,38004
38,5,401,401,100.0,38005
38,6,300,300,100.0,38006
38,7,346,346,100.0,38007
38,8,286,286,100.0,38008
38,9,321,321,100.0,38009
38,10,275,275,100.0,38010
38,11,369,369,100.0,38011
38,12,481,481,100.0,38012
38,13,243,243,100.0,38013
38,14,306,306,100.0,38014
38,15,275,275,100.0,38015
38,16,498,498,100.0,38016
38,17,417,417,100.0,38017
38,18,514,514,100.0,38018
38,19,539,539,100.0,38019
38,20,446,446,100.0,38020
38,21,570,570,100.0,38021
38,22,393,393,100.0,38022
38,23,561,561,100.0,38023
38,24,509,509,100.0,38024
38,25,632,632,100.0,38025
39,1,438,438,100.0,39001
39,2,209,209,100.0,39002
39,3,349,349,100.0,39003
39,4,441,441,100.0,39004
39,5,332,332,100.0,39005
39,6,264,264,100.0,39006
39,7,257,257,100.0,39007
39,8,251,251,100.0,39008
39,9,219,219,100.0,39009
39,10,341,341,100.0,39010
39,11,234,234,100.0,39011
39,12,413,413,100.0,39012
39,13,585,585,100.0,39013
39,14,548,548,100.0,39014
39,15,493,493,100.0,39015
39,16,277,277,100.0,39016
39,17,605,605,100.0,39017
39,18,265,265,100.0,39018
39,19,663,663,100.0,39019
39,20,357,357,100.0,39020
39,21,557,557,100.0,39021
39,22,245,245,100.0,39022
39,23,59,59,100.0,39023
39,24,410,410,100.0,39024
39,25,311,311,100.0,39025
39,26,251,251,100.0,39026
39,27,231,231,100.0,39027
39,28,273,273,100.0,39028
39,29,111,111,100.0,39029
39,30,238,238,100.0,39030
39,31,267,267,100.0,39031
39,32,616,616,100.0,39032
39,33,245,245,100.0,39033
39,34,264,264,100.0,39034
39,35,489,489,100.0,39035
40,1,471,471,100.0,40001
40,2,545,545,100.0,40002
40,3,493,493,100.0,40003
40,4,475,475,100.0,40004
40,5,389,389,100.0,40005
40,6,451,451,100.0,40006
40,7,508,508,100.0,40007
40,8,313,313,100.0,40008
40,9,581,581,100.0,40009
40,10,902,902,100.0,40010
40,11,534,534,100.0,40011
40,12,616,616,100.0,40012
40,13,625,625,100.0,40013
40,14,839,839,100.0,40014
40,15,600,600,100.0,40015
40,16,609,609,100.0,40016
40,17,606,606,100.0,40017
40,18,708,708,100.0,40018
40,19,610,610,100.0,40019
40,20,684,684,100.0,40020
40,21,642,642,100.0,40021
40,22,846,846,100.0,40022
40,23,867,867,100.0,40023
41,1,284,284,100.0,41001
41,2,200,200,100.0,41002
41,3,213,213,100.0,41003
41,4,243,243,100.0,41004
41,5,288,288,100.0,41005
41,6,272,272,100.0,41006
41,7,237,237,100.0,41007
41,8,259,259,100.0,41008
41,9,499,499,100.0,41009
41,10,411,411,100.0,41010
41,11,341,341,100.0,41011
41,12,195,195,100.0,41012
41,13,455,455,100.0,41013
41,14,512,512,100.0,41014
41,15,621,621,100.0,41015
41,16,227,227,100.0,41016
41,17,143,143,100.0,41017
41,18,477,477,100.0,41018
41,19,249,249,100.0,41019
41,20,264,264,100.0,41020
41,21,238,238,100.0,41021
41,22,199,199,100.0,41022
41,23,284,284,100.0,41023
41,24,456,456,100.0,41024
41,25,377,377,100.0,41025
41,26,520,520,100.0,41026
41,27,351,351,100.0,41027
41,28,618,618,100.0,41028
41,29,605,605,100.0,41029
41,30,440,440,100.0,41030
41,31,385,385,100.0,41031
42,1,251,251,100.0,42001
42,2,245,245,100.0,42002
42,3,670,670,100.0,42003
42,4,566,566,100.0,42004
42,5,809,809,100.0,42005
42,6,328,328,100.0,42006
42,7,515,515,100.0,42007
42,8,374,374,100.0,42008
42,9,591,591,100.0,42009
42,10,398,398,100.0,42010
42,11,475,475,100.0,42011
42,12,352,352,100.0,42012
42,13,262,262,100.0,42013
42,14,208,208,100.0,42014
42,15,211,211,100.0,42015
42,16,616,616,100.0,42016
42,17,728,728,100.0,42017
42,18,412,412,100.0,42018
42,19,592,592,100.0,42019
42,20,592,592,100.0,42020
42,21,721,721,100.0,42021
42,22,648,648,100.0,42022
42,23,712,712,100.0,42023
42,24,690,690,100.0,42024
43,1,628,628,100.0,43001
43,2,752,752,100.0,43002
43,3,253,253,100.0,43003
43,4,501,501,100.0,43004
43,5,820,820,100.0,43005
43,6,960,960,100.0,43006
43,7,878,878,100.0,43007
43,8,710,710,100.0,43008
43,9,968,968,100.0,43009
43,10,601,601,100.0,43010
43,11,394,394,100.0,43011
43,12,805,805,100.0,43012
43,13,577,577,100.0,43013
43,14,352,352,100.0,43014
43,15,755,755,100.0,43015
43,16,308,308,100.0,43016
43,17,740,740,100.0,43017
43,18,876,876,100.0,43018
43,19,807,807,100.0,43019
43,20,680,680,100.0,43020
43,21,358,358,100.0,43021
43,22,837,837,100.0,43022
43,23,580,580,100.0,43023
44,1,845,845,100.0,44001
44,2,558,558,100.0,44002
44,3,772,772,100.0,44003
44,4,981,981,100.0,44004
44,5,772,772,100.0,44005
44,6,699,699,100.0,44006
44,7,707,707,100.0,44007
44,8,768,768,100.0,44008
44,9,949,949,100.0,44009
44,10,960,960,100.0,44010
44,11,752,752,100.0,44011
44,12,899,899,100.0,44012
44,13,864,864,100.0,44013
44,14,842,842,100.0,44014
44,15,967,967,100.0,44015
44,16,930,930,100.0,44016
44,17,965,965,100.0,44017
44,18,669,669,100.0,44018
44,19,925,925,100.0,44019
44,20,561,561,100.0,44020
44,21,974,974,100.0,44021
45,1,621,621,100.0,45001
45,2,353,353,100.0,45002
45,3,197,197,100.0,45003
45,4,241,241,100.0,45004
45,5,378,378,100.0,45005
45,6,387,387,100.0,45006
45,7,435,435,100.0,45007
45,8,337,337,100.0,45008
45,9,379,379,100.0,45009
45,10,375,375,100.0,45010
45,11,494,494,100.0,45011
45,12,348,348,100.0,45012
45,13,518,518,100.0,45013
45,14,291,291,100.0,45014
45,15,370,370,100.0,45015
45,16,452,452,100.0,45016
45,17,488,488,100.0,45017
45,18,469,469,100.0,45018
45,19,328,328,100.0,45019
45,20,445,445,100.0,45020
45,21,361,361,100.0,45021
45,22,484,484,100.0,45022
45,23,485,485,100.0,45023
45,24,398,398,100.0,45024
45,25,576,576,100.0,45025
45,26,445,445,100.0,45026
45,27,533,533,100.0,45027
45,28,500,500,100.0,45028
45,29,495,495,100.0,45029
46,1,680,680,100.0,46001
46,2,647,647,100.0,46002
46,3,714,714,100.0,46003
46,4,844,844,100.0,46004
46,5,675,675,100.0,46005
46,6,1041,1041,100.0,46006
46,7,678,678,100.0,46007
46,8,797,797,100.0,46008
46,9,794,794,100.0,46009
46,10,733,733,100.0,46010
46,11,821,821,100.0,46011
46,12,1010,1010,100.0,46012
46,13,900,900,100.0,46013
46,14,492,492,100.0,46014
46,15,940,940,100.0,46015
46,16,717,717,100.0,46016
46,17,910,910,100.0,46017
46,18,823,823,100.0,46018
46,19,656,656,100.0,46019
46,20,594,594,100.0,46020
46,21,445,445,100.0,46021
46,22,574,574,100.0,46022
46,23,508,508,100.0,46023
47,1,658,658,100.0,47001
47,2,608,608,100.0,47002
47,3,651,651,100.0,47003
47,4,792,792,100.0,47004
47,5,914,914,100.0,47005
47,6,788,788,100.0,47006
47,7,1088,1088,100.0,47007
47,8,700,700,100.0,47008
47,9,901,901,100.0,47009
47,10,786,786,100.0,47010
47,11,682,682,100.0,47011
47,12,512,512,100.0,47012
47,13,553,553,100.0,47013
47,14,631,631,100.0,47014
47,15,653,653,100.0,47015
47,16,689,689,100.0,47016
47,17,602,602,100.0,47017
47,18,783,783,100.0,47018
47,19,772,772,100.0,47019
47,20,756,756,100.0,47020
47,21,735,735,100.0,47021
47,22,613,613,100.0,47022
47,23,706,706,100.0,47023
47,24,855,855,100.0,47024
47,25,634,634,100.0,47025
47,26,827,827,100.0,47026
47,27,764,764,100.0,47027
47,28,540,540,100.0,47028
48,1,799,799,100.0,48001
48,2,258,258,100.0,48002
48,3,440,440,100.0,48003
48,4,472,472,100.0,48004
48,5,268,268,100.0,48005
48,6,647,647,100.0,48006
48,7,618,618,100.0,48007
48,8,409,409,100.0,48008
48,9,284,284,100.0,48009
48,10,764,764,100.0,48010
48,11,493,493,100.0,48011
48,12,664,664,100.0,48012
48,13,496,496,100.0,48013
48,14,582,582,100.0,48014
48,15,459,459,100.0,48015
48,16,369,369,100.0,48016
48,17,180,180,100.0,48017
48,18,643,643,100.0,48018
48,19,343,343,100.0,48019
48,20,239,239,100.0,48020
48,21,536,536,100.0,48021
48,22,317,317,100.0,48022
48,23,401,401,100.0,48023
48,24,739,739,100.0,48024
48,25,618,618,100.0,48025
48,26,343,343,100.0,48026
48,27,417,417,100.0,48027
48,28,523,523,100.0,48028
48,29,182,182,100.0,48029
48,30,565,565,100.0,48030
48,31,574,574,100.0,48031
48,32,503,503,100.0,48032
48,33,232,232,100.0,48033
48,34,451,451,100.0,48034
48,35,703,703,100.0,48035
49,1,701,701,100.0,49001
49,2,617,617,100.0,49002
49,3,822,822,100.0,49003
49,4,803,803,100.0,49004
49,5,883,883,100.0,49005
49,6,74,74,100.0,49006
49,7,820,820,100.0,49007
49,8,949,949,100.0,49008
49,9,883,883,100.0,49009
49,10,588,588,100.0,49010
49,11,659,659,100.0,49011
49,12,590,590,100.0,49012
49,13,745,745,100.0,49013
49,14,896,896,100.0,49014
49,15,790,790,100.0,49015
49,16,754,754,100.0,49016
49,17,843,843,100.0,49017
50,1,276,276,100.0,50001
50,2,325,325,100.0,50002
50,3,266,266,100.0,50003
50,4,333,333,100.0,50004
50,5,496,496,100.0,50005
50,6,259,259,100.0,50006
50,7,662,662,100.0,50007
50,8,444,444,100.0,50008
50,9,120,120,100.0,50009
50,10,237,237,100.0,50010
50,11,256,256,100.0,50011
50,12,116,116,100.0,50012
50,13,461,461,100.0,50013
50,14,76,76,100.0,50014
50,15,453,453,100.0,50015
50,16,70,70,100.0,50016
50,17,218,218,100.0,50017
50,18,40,40,100.0,50018
50,19,212,212,100.0,50019
50,20,196,196,100.0,50020
50,21,414,414,100.0,50021
50,22,302,302,100.0,50022
50,23,298,298,100.0,50023
50,24,288,288,100.0,50024
50,25,108,108,100.0,50025
50,26,168,168,100.0,50026
50,27,74,74,100.0,50027
50,28,457,457,100.0,50028
