ward,precinct,total,"Elizabeth """"Beth"""" Ryan","Elizabeth """"Beth"""" Ryan Percent",precinct_id
5,13,277,277,100.0,05013
5,14,308,308,100.0,05014
5,15,882,882,100.0,05015
5,16,546,546,100.0,05016
5,17,408,408,100.0,05017
5,18,801,801,100.0,05018
5,19,359,359,100.0,05019
5,20,606,606,100.0,05020
5,21,498,498,100.0,05021
5,22,573,573,100.0,05022
5,23,331,331,100.0,05023
5,24,371,371,100.0,05024
5,25,800,800,100.0,05025
6,1,173,173,100.0,06001
6,2,213,213,100.0,06002
6,3,62,62,100.0,06003
6,4,171,171,100.0,06004
6,5,292,292,100.0,06005
6,6,280,280,100.0,06006
6,7,339,339,100.0,06007
6,8,249,249,100.0,06008
6,9,533,533,100.0,06009
6,10,324,324,100.0,06010
6,11,158,158,100.0,06011
6,12,356,356,100.0,06012
6,13,467,467,100.0,06013
6,14,430,430,100.0,06014
6,15,450,450,100.0,06015
6,16,281,281,100.0,06016
6,17,524,524,100.0,06017
6,18,589,589,100.0,06018
6,19,378,378,100.0,06019
6,20,639,639,100.0,06020
6,21,467,467,100.0,06021
6,22,664,664,100.0,06022
6,23,611,611,100.0,06023
6,24,543,543,100.0,06024
6,25,411,411,100.0,06025
6,26,696,696,100.0,06026
6,27,662,662,100.0,06027
7,1,483,483,100.0,07001
7,2,617,617,100.0,07002
7,3,336,336,100.0,07003
7,4,450,450,100.0,07004
7,5,541,541,100.0,07005
7,6,147,147,100.0,07006
7,7,360,360,100.0,07007
7,8,214,214,100.0,07008
7,9,335,335,100.0,07009
7,10,500,500,100.0,07010
7,11,457,457,100.0,07011
7,12,513,513,100.0,07012
7,13,349,349,100.0,07013
7,14,333,333,100.0,07014
7,15,476,476,100.0,07015
7,16,168,168,100.0,07016
7,17,134,134,100.0,07017
7,18,72,72,100.0,07018
7,19,631,631,100.0,07019
7,20,340,340,100.0,07020
7,21,259,259,100.0,07021
7,22,301,301,100.0,07022
7,23,207,207,100.0,07023
7,24,59,59,100.0,07024
7,25,329,329,100.0,07025
7,26,483,483,100.0,07026
7,27,290,290,100.0,07027
7,28,182,182,100.0,07028
7,29,254,254,100.0,07029
7,30,240,240,100.0,07030
7,31,108,108,100.0,07031
8,1,512,512,100.0,08001
8,2,253,253,100.0,08002
8,3,196,196,100.0,08003
8,4,481,481,100.0,08004
8,5,337,337,100.0,08005
8,6,566,566,100.0,08006
8,7,341,341,100.0,08007
8,8,695,695,100.0,08008
8,9,439,439,100.0,08009
8,10,510,510,100.0,08010
8,11,406,406,100.0,08011
8,12,473,473,100.0,08012
8,13,460,460,100.0,08013
8,14,504,504,100.0,08014
8,15,384,384,100.0,08015
8,16,359,359,100.0,08016
8,17,610,610,100.0,08017
8,18,824,824,100.0,08018
8,19,644,644,100.0,08019
8,20,288,288,100.0,08020
8,21,329,329,100.0,08021
8,22,228,228,100.0,08022
8,23,692,692,100.0,08023
8,24,439,439,100.0,08024
8,25,183,183,100.0,08025
8,26,336,336,100.0,08026
8,27,463,463,100.0,08027
8,28,311,311,100.0,08028
8,29,444,444,100.0,08029
8,30,403,403,100.0,08030
9,1,503,503,100.0,09001
9,2,349,349,100.0,09002
9,3,172,172,100.0,09003
9,4,363,363,100.0,09004
9,5,361,361,100.0,09005
9,6,623,623,100.0,09006
9,7,484,484,100.0,09007
9,8,473,473,100.0,09008
9,9,281,281,100.0,09009
9,10,594,594,100.0,09010
9,11,204,204,100.0,09011
9,12,533,533,100.0,09012
9,13,499,499,100.0,09013
9,14,287,287,100.0,09014
9,15,398,398,100.0,09015
9,16,539,539,100.0,09016
9,17,153,153,100.0,09017
9,18,271,271,100.0,09018
9,19,228,228,100.0,09019
9,20,400,400,100.0,09020
9,21,474,474,100.0,09021
9,22,337,337,100.0,09022
9,23,261,261,100.0,09023
9,24,401,401,100.0,09024
9,25,319,319,100.0,09025
9,26,441,441,100.0,09026
9,27,250,250,100.0,09027
9,28,191,191,100.0,09028
9,29,583,583,100.0,09029
9,30,493,493,100.0,09030
10,1,128,128,100.0,10001
10,2,153,153,100.0,10002
10,3,241,241,100.0,10003
10,4,292,292,100.0,10004
10,5,103,103,100.0,10005
10,6,134,134,100.0,10006
10,7,239,239,100.0,10007
10,8,225,225,100.0,10008
10,9,271,271,100.0,10009
10,10,275,275,100.0,10010
10,11,103,103,100.0,10011
10,12,272,272,100.0,10012
10,13,304,304,100.0,10013
10,14,378,378,100.0,10014
10,15,315,315,100.0,10015
10,16,391,391,100.0,10016
10,17,326,326,100.0,10017
10,18,387,387,100.0,10018
10,19,258,258,100.0,10019
10,20,166,166,100.0,10020
10,21,196,196,100.0,10021
10,22,350,350,100.0,10022
10,23,289,289,100.0,10023
10,24,127,127,100.0,10024
10,25,212,212,100.0,10025
11,1,136,136,100.0,11001
11,2,70,70,100.0,11002
11,3,388,388,100.0,11003
11,4,271,271,100.0,11004
11,5,284,284,100.0,11005
11,6,371,371,100.0,11006
11,7,191,191,100.0,11007
11,8,308,308,100.0,11008
11,9,360,360,100.0,11009
11,10,56,56,100.0,11010
11,11,50,50,100.0,11011
11,12,117,117,100.0,11012
11,13,309,309,100.0,11013
11,14,604,604,100.0,11014
11,15,472,472,100.0,11015
11,16,557,557,100.0,11016
11,17,238,238,100.0,11017
11,18,349,349,100.0,11018
11,19,114,114,100.0,11019
11,20,332,332,100.0,11020
11,21,548,548,100.0,11021
11,22,343,343,100.0,11022
11,23,380,380,100.0,11023
12,1,215,215,100.0,12001
12,2,155,155,100.0,12002
12,3,306,306,100.0,12003
12,4,254,254,100.0,12004
12,5,237,237,100.0,12005
12,6,219,219,100.0,12006
12,7,235,235,100.0,12007
12,8,205,205,100.0,12008
12,9,107,107,100.0,12009
12,10,239,239,100.0,12010
12,11,188,188,100.0,12011
12,12,153,153,100.0,12012
12,13,177,177,100.0,12013
12,14,211,211,100.0,12014
12,15,230,230,100.0,12015
12,16,249,249,100.0,12016
12,17,212,212,100.0,12017
12,18,258,258,100.0,12018
12,19,132,132,100.0,12019
12,20,187,187,100.0,12020
12,21,186,186,100.0,12021
12,22,185,185,100.0,12022
13,1,201,201,100.0,13001
13,2,230,230,100.0,13002
13,3,262,262,100.0,13003
13,4,274,274,100.0,13004
13,5,206,206,100.0,13005
13,6,229,229,100.0,13006
13,7,199,199,100.0,13007
13,8,298,298,100.0,13008
13,9,301,301,100.0,13009
13,10,285,285,100.0,13010
13,11,166,166,100.0,13011
13,12,173,173,100.0,13012
13,13,208,208,100.0,13013
13,14,206,206,100.0,13014
13,15,205,205,100.0,13015
13,16,271,271,100.0,13016
13,17,311,311,100.0,13017
13,18,199,199,100.0,13018
13,19,169,169,100.0,13019
13,20,236,236,100.0,13020
13,21,207,207,100.0,13021
13,22,311,311,100.0,13022
13,23,236,236,100.0,13023
13,24,228,228,100.0,13024
13,25,231,231,100.0,13025
13,26,194,194,100.0,13026
13,27,158,158,100.0,13027
13,28,195,195,100.0,13028
13,29,189,189,100.0,13029
13,30,228,228,100.0,13030
13,31,176,176,100.0,13031
13,32,180,180,100.0,13032
13,33,228,228,100.0,13033
13,34,274,274,100.0,13034
13,35,343,343,100.0,13035
13,36,148,148,100.0,13036
13,37,241,241,100.0,13037
13,38,160,160,100.0,13038
13,39,259,259,100.0,13039
13,40,207,207,100.0,13040
14,1,354,354,100.0,14001
14,2,231,231,100.0,14002
14,3,152,152,100.0,14003
14,4,79,79,100.0,14004
14,5,284,284,100.0,14005
14,6,352,352,100.0,14006
14,7,342,342,100.0,14007
14,8,318,318,100.0,14008
14,9,339,339,100.0,14009
14,10,322,322,100.0,14010
14,11,371,371,100.0,14011
14,12,225,225,100.0,14012
14,13,394,394,100.0,14013
14,14,197,197,100.0,14014
14,15,204,204,100.0,14015
15,1,171,171,100.0,15001
15,2,258,258,100.0,15002
15,3,106,106,100.0,15003
15,4,157,157,100.0,15004
15,5,181,181,100.0,15005
15,6,225,225,100.0,15006
15,7,152,152,100.0,15007
15,8,193,193,100.0,15008
15,9,222,222,100.0,15009
15,10,189,189,100.0,15010
15,11,186,186,100.0,15011
15,12,228,228,100.0,15012
15,13,165,165,100.0,15013
15,14,182,182,100.0,15014
15,15,181,181,100.0,15015
15,16,280,280,100.0,15016
15,17,328,328,100.0,15017
15,18,244,244,100.0,15018
15,19,155,155,100.0,15019
15,20,198,198,100.0,15020
16,1,283,283,100.0,16001
16,2,182,182,100.0,16002
16,3,253,253,100.0,16003
16,4,147,147,100.0,16004
16,5,333,333,100.0,16005
16,6,317,317,100.0,16006
16,7,186,186,100.0,16007
16,8,139,139,100.0,16008
16,9,299,299,100.0,16009
16,10,248,248,100.0,16010
16,11,199,199,100.0,16011
16,12,86,86,100.0,16012
16,13,121,121,100.0,16013
16,14,315,315,100.0,16014
16,15,260,260,100.0,16015
16,16,206,206,100.0,16016
16,17,368,368,100.0,16017
16,18,345,345,100.0,16018
16,19,253,253,100.0,16019
16,20,269,269,100.0,16020
16,21,186,186,100.0,16021
16,22,269,269,100.0,16022
16,23,183,183,100.0,16023
16,24,206,206,100.0,16024
16,25,109,109,100.0,16025
17,1,328,328,100.0,17001
17,2,216,216,100.0,17002
17,3,275,275,100.0,17003
17,4,265,265,100.0,17004
17,5,175,175,100.0,17005
17,6,259,259,100.0,17006
17,7,135,135,100.0,17007
17,8,203,203,100.0,17008
17,9,200,200,100.0,17009
17,10,394,394,100.0,17010
17,11,244,244,100.0,17011
17,12,156,156,100.0,17012
17,13,165,165,100.0,17013
17,14,168,168,100.0,17014
17,15,476,476,100.0,17015
17,16,218,218,100.0,17016
17,17,196,196,100.0,17017
17,18,565,565,100.0,17018
17,19,391,391,100.0,17019
17,20,371,371,100.0,17020
17,21,441,441,100.0,17021
17,22,431,431,100.0,17022
17,23,279,279,100.0,17023
17,24,457,457,100.0,17024
17,25,196,196,100.0,17025
17,26,396,396,100.0,17026
17,27,452,452,100.0,17027
17,28,542,542,100.0,17028
17,29,487,487,100.0,17029
18,1,563,563,100.0,18001
18,2,607,607,100.0,18002
18,3,254,254,100.0,18003
18,4,456,456,100.0,18004
18,5,373,373,100.0,18005
18,6,672,672,100.0,18006
18,7,502,502,100.0,18007
18,8,756,756,100.0,18008
18,9,596,596,100.0,18009
18,10,695,695,100.0,18010
18,11,411,411,100.0,18011
18,12,605,605,100.0,18012
18,13,488,488,100.0,18013
18,14,383,383,100.0,18014
18,15,268,268,100.0,18015
18,16,434,434,100.0,18016
18,17,317,317,100.0,18017
18,18,390,390,100.0,18018
18,19,349,349,100.0,18019
18,20,315,315,100.0,18020
18,21,439,439,100.0,18021
18,22,385,385,100.0,18022
18,23,432,432,100.0,18023
18,24,508,508,100.0,18024
18,25,254,254,100.0,18025
18,26,471,471,100.0,18026
19,1,544,544,100.0,19001
19,2,629,629,100.0,19002
19,3,288,288,100.0,19003
19,4,320,320,100.0,19004
19,5,523,523,100.0,19005
19,6,330,330,100.0,19006
19,7,518,518,100.0,19007
19,8,515,515,100.0,19008
19,9,433,433,100.0,19009
19,10,472,472,100.0,19010
19,11,290,290,100.0,19011
19,12,416,416,100.0,19012
19,13,431,431,100.0,19013
19,14,556,556,100.0,19014
19,15,243,243,100.0,19015
19,16,324,324,100.0,19016
19,17,332,332,100.0,19017
19,18,274,274,100.0,19018
19,19,514,514,100.0,19019
19,20,435,435,100.0,19020
19,21,433,433,100.0,19021
19,22,474,474,100.0,19022
19,23,346,346,100.0,19023
19,24,291,291,100.0,19024
19,25,452,452,100.0,19025
19,26,389,389,100.0,19026
19,27,645,645,100.0,19027
19,28,821,821,100.0,19028
19,29,416,416,100.0,19029
19,30,285,285,100.0,19030
19,31,648,648,100.0,19031
19,32,452,452,100.0,19032
19,33,204,204,100.0,19033
19,34,634,634,100.0,19034
19,35,481,481,100.0,19035
19,36,391,391,100.0,19036
20,1,196,196,100.0,20001
20,2,112,112,100.0,20002
20,3,141,141,100.0,20003
20,4,117,117,100.0,20004
20,5,213,213,100.0,20005
20,6,133,133,100.0,20006
20,7,184,184,100.0,20007
20,8,212,212,100.0,20008
20,9,398,398,100.0,20009
20,10,448,448,100.0,20010
20,11,354,354,100.0,20011
20,12,74,74,100.0,20012
20,13,626,626,100.0,20013
20,14,384,384,100.0,20014
20,15,350,350,100.0,20015
20,16,388,388,100.0,20016
20,17,470,470,100.0,20017
20,18,577,577,100.0,20018
20,19,316,316,100.0,20019
20,20,411,411,100.0,20020
20,21,532,532,100.0,20021
20,22,451,451,100.0,20022
20,23,171,171,100.0,20023
21,1,544,544,100.0,21001
21,2,171,171,100.0,21002
21,3,604,604,100.0,21003
21,4,499,499,100.0,21004
21,5,543,543,100.0,21005
21,6,434,434,100.0,21006
21,7,611,611,100.0,21007
21,8,505,505,100.0,21008
21,9,177,177,100.0,21009
21,10,561,561,100.0,21010
21,11,587,587,100.0,21011
21,12,265,265,100.0,21012
21,13,448,448,100.0,21013
21,14,641,641,100.0,21014
21,15,617,617,100.0,21015
21,16,544,544,100.0,21016
21,17,422,422,100.0,21017
21,18,598,598,100.0,21018
21,19,519,519,100.0,21019
21,20,418,418,100.0,21020
21,21,583,583,100.0,21021
21,22,606,606,100.0,21022
21,23,431,431,100.0,21023
21,24,438,438,100.0,21024
21,25,350,350,100.0,21025
21,26,410,410,100.0,21026
21,27,572,572,100.0,21027
21,28,510,510,100.0,21028
21,29,535,535,100.0,21029
22,1,160,160,100.0,22001
22,2,106,106,100.0,22002
22,3,212,212,100.0,22003
22,4,126,126,100.0,22004
22,5,346,346,100.0,22005
22,6,168,168,100.0,22006
22,7,194,194,100.0,22007
22,8,212,212,100.0,22008
22,9,211,211,100.0,22009
22,10,266,266,100.0,22010
22,11,314,314,100.0,22011
22,12,193,193,100.0,22012
22,13,254,254,100.0,22013
22,14,206,206,100.0,22014
22,15,113,113,100.0,22015
22,16,253,253,100.0,22016
22,17,125,125,100.0,22017
22,18,251,251,100.0,22018
22,19,368,368,100.0,22019
23,1,176,176,100.0,23001
23,2,297,297,100.0,23002
23,3,188,188,100.0,23003
23,4,133,133,100.0,23004
23,5,265,265,100.0,23005
23,6,131,131,100.0,23006
23,7,202,202,100.0,23007
23,8,191,191,100.0,23008
23,9,320,320,100.0,23009
23,10,371,371,100.0,23010
23,11,156,156,100.0,23011
23,12,216,216,100.0,23012
23,13,393,393,100.0,23013
23,14,292,292,100.0,23014
23,15,315,315,100.0,23015
23,16,169,169,100.0,23016
23,17,231,231,100.0,23017
23,18,194,194,100.0,23018
23,19,164,164,100.0,23019
23,20,157,157,100.0,23020
23,21,146,146,100.0,23021
23,22,157,157,100.0,23022
23,23,150,150,100.0,23023
23,24,162,162,100.0,23024
23,25,128,128,100.0,23025
23,26,102,102,100.0,23026
23,27,143,143,100.0,23027
23,28,198,198,100.0,23028
23,29,271,271,100.0,23029
23,30,163,163,100.0,23030
23,31,200,200,100.0,23031
23,32,157,157,100.0,23032
23,33,337,337,100.0,23033
24,1,180,180,100.0,24001
24,2,179,179,100.0,24002
24,3,355,355,100.0,24003
24,4,282,282,100.0,24004
24,5,486,486,100.0,24005
24,6,293,293,100.0,24006
24,7,153,153,100.0,24007
24,8,213,213,100.0,24008
24,9,376,376,100.0,24009
24,10,274,274,100.0,24010
24,11,360,360,100.0,24011
24,12,386,386,100.0,24012
24,13,377,377,100.0,24013
24,14,278,278,100.0,24014
24,15,327,327,100.0,24015
24,16,416,416,100.0,24016
24,17,242,242,100.0,24017
24,18,378,378,100.0,24018
24,19,876,876,100.0,24019
25,1,283,283,100.0,25001
25,2,197,197,100.0,25002
25,3,266,266,100.0,25003
25,4,326,326,100.0,25004
25,5,454,454,100.0,25005
25,6,441,441,100.0,25006
25,7,420,420,100.0,25007
25,8,425,425,100.0,25008
25,9,444,444,100.0,25009
25,10,483,483,100.0,25010
25,11,437,437,100.0,25011
25,12,401,401,100.0,25012
25,13,572,572,100.0,25013
25,14,584,584,100.0,25014
25,15,448,448,100.0,25015
25,16,564,564,100.0,25016
25,17,250,250,100.0,25017
26,1,186,186,100.0,26001
26,2,235,235,100.0,26002
26,3,412,412,100.0,26003
26,4,236,236,100.0,26004
26,5,324,324,100.0,26005
26,6,202,202,100.0,26006
26,7,305,305,100.0,26007
26,8,224,224,100.0,26008
26,9,209,209,100.0,26009
26,10,246,246,100.0,26010
26,11,239,239,100.0,26011
26,12,95,95,100.0,26012
26,13,200,200,100.0,26013
26,14,150,150,100.0,26014
26,15,164,164,100.0,26015
26,16,372,372,100.0,26016
26,17,347,347,100.0,26017
26,18,169,169,100.0,26018
26,19,400,400,100.0,26019
26,20,421,421,100.0,26020
26,21,172,172,100.0,26021
26,22,151,151,100.0,26022
26,23,325,325,100.0,26023
26,24,155,155,100.0,26024
26,25,362,362,100.0,26025
26,26,379,379,100.0,26026
26,27,421,421,100.0,26027
26,28,397,397,100.0,26028
26,29,361,361,100.0,26029
26,30,209,209,100.0,26030
26,31,232,232,100.0,26031
26,32,328,328,100.0,26032
27,1,413,413,100.0,27001
27,2,567,567,100.0,27002
27,3,296,296,100.0,27003
27,4,415,415,100.0,27004
27,5,245,245,100.0,27005
27,6,547,547,100.0,27006
27,7,676,676,100.0,27007
27,8,165,165,100.0,27008
27,9,493,493,100.0,27009
27,10,283,283,100.0,27010
27,11,503,503,100.0,27011
27,12,350,350,100.0,27012
27,13,398,398,100.0,27013
27,14,322,322,100.0,27014
27,15,406,406,100.0,27015
27,16,578,578,100.0,27016
27,17,201,201,100.0,27017
27,18,481,481,100.0,27018
27,19,134,134,100.0,27019
27,20,287,287,100.0,27020
27,21,206,206,100.0,27021
27,22,295,295,100.0,27022
27,23,261,261,100.0,27023
27,24,157,157,100.0,27024
27,25,364,364,100.0,27025
27,26,416,416,100.0,27026
27,27,292,292,100.0,27027
27,28,348,348,100.0,27028
27,29,660,660,100.0,27029
28,1,237,237,100.0,28001
28,2,247,247,100.0,28002
28,3,67,67,100.0,28003
28,4,197,197,100.0,28004
28,5,187,187,100.0,28005
28,6,337,337,100.0,28006
28,7,146,146,100.0,28007
28,8,318,318,100.0,28008
28,9,169,169,100.0,28009
28,10,113,113,100.0,28010
28,11,462,462,100.0,28011
28,12,570,570,100.0,28012
28,13,453,453,100.0,28013
28,14,385,385,100.0,28014
28,15,227,227,100.0,28015
28,16,473,473,100.0,28016
28,17,256,256,100.0,28017
28,18,292,292,100.0,28018
28,19,293,293,100.0,28019
28,20,248,248,100.0,28020
28,21,264,264,100.0,28021
28,22,207,207,100.0,28022
28,23,291,291,100.0,28023
28,24,230,230,100.0,28024
28,25,443,443,100.0,28025
28,26,146,146,100.0,28026
29,1,383,383,100.0,29001
29,2,325,325,100.0,29002
29,3,303,303,100.0,29003
29,4,313,313,100.0,29004
29,5,347,347,100.0,29005
29,6,309,309,100.0,29006
29,7,533,533,100.0,29007
29,8,756,756,100.0,29008
29,9,314,314,100.0,29009
29,10,451,451,100.0,29010
29,11,389,389,100.0,29011
29,12,502,502,100.0,29012
29,13,490,490,100.0,29013
29,14,409,409,100.0,29014
29,15,387,387,100.0,29015
29,16,441,441,100.0,29016
29,17,311,311,100.0,29017
29,18,425,425,100.0,29018
29,19,493,493,100.0,29019
29,20,275,275,100.0,29020
29,21,318,318,100.0,29021
29,22,473,473,100.0,29022
29,23,463,463,100.0,29023
29,24,349,349,100.0,29024
30,1,412,412,100.0,30001
30,2,274,274,100.0,30002
30,3,401,401,100.0,30003
30,4,285,285,100.0,30004
30,5,322,322,100.0,30005
30,6,367,367,100.0,30006
30,7,266,266,100.0,30007
30,8,483,483,100.0,30008
30,9,383,383,100.0,30009
30,10,325,325,100.0,30010
30,11,271,271,100.0,30011
30,12,349,349,100.0,30012
30,13,288,288,100.0,30013
30,14,330,330,100.0,30014
30,15,527,527,100.0,30015
30,16,249,249,100.0,30016
30,17,380,380,100.0,30017
30,18,336,336,100.0,30018
30,19,211,211,100.0,30019
30,20,268,268,100.0,30020
30,21,421,421,100.0,30021
30,22,417,417,100.0,30022
30,23,452,452,100.0,30023
30,24,374,374,100.0,30024
30,25,241,241,100.0,30025
30,26,467,467,100.0,30026
31,1,262,262,100.0,31001
31,2,422,422,100.0,31002
31,3,223,223,100.0,31003
31,4,296,296,100.0,31004
31,5,251,251,100.0,31005
31,6,213,213,100.0,31006
31,7,260,260,100.0,31007
31,8,345,345,100.0,31008
31,9,224,224,100.0,31009
31,10,365,365,100.0,31010
31,11,344,344,100.0,31011
31,12,408,408,100.0,31012
31,13,302,302,100.0,31013
31,14,295,295,100.0,31014
31,15,137,137,100.0,31015
31,16,187,187,100.0,31016
31,17,241,241,100.0,31017
31,18,206,206,100.0,31018
31,19,261,261,100.0,31019
31,20,242,242,100.0,31020
31,21,251,251,100.0,31021
31,22,124,124,100.0,31022
31,23,136,136,100.0,31023
32,1,950,950,100.0,32001
32,2,748,748,100.0,32002
32,3,524,524,100.0,32003
32,4,521,521,100.0,32004
32,5,420,420,100.0,32005
32,6,253,253,100.0,32006
32,7,535,535,100.0,32007
32,8,376,376,100.0,32008
32,9,366,366,100.0,32009
32,10,718,718,100.0,32010
32,11,440,440,100.0,32011
32,12,255,255,100.0,32012
32,13,171,171,100.0,32013
32,14,807,807,100.0,32014
32,15,755,755,100.0,32015
32,16,387,387,100.0,32016
32,17,722,722,100.0,32017
32,18,290,290,100.0,32018
32,19,342,342,100.0,32019
32,20,724,724,100.0,32020
32,21,743,743,100.0,32021
32,22,722,722,100.0,32022
32,23,491,491,100.0,32023
32,24,244,244,100.0,32024
32,25,517,517,100.0,32025
32,26,691,691,100.0,32026
32,27,742,742,100.0,32027
32,28,199,199,100.0,32028
32,29,549,549,100.0,32029
32,30,717,717,100.0,32030
33,1,735,735,100.0,33001
33,2,826,826,100.0,33002
33,3,546,546,100.0,33003
33,4,756,756,100.0,33004
33,5,614,614,100.0,33005
33,6,652,652,100.0,33006
33,7,648,648,100.0,33007
33,8,451,451,100.0,33008
33,9,458,458,100.0,33009
33,10,464,464,100.0,33010
33,11,376,376,100.0,33011
33,12,582,582,100.0,33012
33,13,498,498,100.0,33013
33,14,694,694,100.0,33014
33,15,507,507,100.0,33015
33,16,649,649,100.0,33016
33,17,601,601,100.0,33017
34,1,501,501,100.0,34001
34,2,288,288,100.0,34002
34,3,695,695,100.0,34003
34,4,370,370,100.0,34004
34,5,685,685,100.0,34005
34,6,468,468,100.0,34006
34,7,218,218,100.0,34007
34,8,377,377,100.0,34008
34,9,693,693,100.0,34009
34,10,278,278,100.0,34010
34,11,483,483,100.0,34011
34,12,495,495,100.0,34012
34,13,565,565,100.0,34013
34,14,533,533,100.0,34014
34,15,466,466,100.0,34015
34,16,745,745,100.0,34016
34,17,680,680,100.0,34017
34,18,627,627,100.0,34018
34,19,466,466,100.0,34019
34,20,597,597,100.0,34020
35,1,159,159,100.0,35001
35,2,395,395,100.0,35002
35,3,305,305,100.0,35003
35,4,472,472,100.0,35004
35,5,645,645,100.0,35005
35,6,931,931,100.0,35006
35,7,629,629,100.0,35007
35,8,410,410,100.0,35008
35,9,768,768,100.0,35009
35,10,469,469,100.0,35010
35,11,619,619,100.0,35011
35,12,800,800,100.0,35012
35,13,511,511,100.0,35013
35,14,441,441,100.0,35014
35,15,595,595,100.0,35015
35,16,800,800,100.0,35016
35,17,518,518,100.0,35017
35,18,345,345,100.0,35018
35,19,495,495,100.0,35019
35,20,292,292,100.0,35020
35,21,464,464,100.0,35021
35,22,604,604,100.0,35022
36,1,223,223,100.0,36001
36,2,277,277,100.0,36002
36,3,220,220,100.0,36003
36,4,289,289,100.0,36004
36,5,229,229,100.0,36005
36,6,190,190,100.0,36006
36,7,160,160,100.0,36007
36,8,122,122,100.0,36008
36,9,368,368,100.0,36009
36,10,260,260,100.0,36010
36,11,183,183,100.0,36011
36,12,147,147,100.0,36012
36,13,84,84,100.0,36013
36,14,253,253,100.0,36014
36,15,121,121,100.0,36015
36,16,99,99,100.0,36016
36,17,377,377,100.0,36017
36,18,417,417,100.0,36018
36,19,560,560,100.0,36019
36,20,613,613,100.0,36020
36,21,391,391,100.0,36021
36,22,528,528,100.0,36022
36,23,462,462,100.0,36023
36,24,494,494,100.0,36024
36,25,559,559,100.0,36025
36,26,512,512,100.0,36026
