ward,precinct,total,Lisa Michelle Taylor,Lisa Michelle Taylor Percent,precinct_id
37,2,316,316,100.0,37002
37,3,366,366,100.0,37003
37,4,388,388,100.0,37004
37,5,277,277,100.0,37005
37,6,479,479,100.0,37006
37,7,334,334,100.0,37007
37,8,459,459,100.0,37008
37,9,194,194,100.0,37009
37,10,335,335,100.0,37010
37,11,326,326,100.0,37011
37,12,423,423,100.0,37012
37,13,261,261,100.0,37013
37,14,441,441,100.0,37014
37,15,401,401,100.0,37015
37,16,445,445,100.0,37016
37,17,270,270,100.0,37017
37,18,349,349,100.0,37018
37,19,250,250,100.0,37019
37,20,474,474,100.0,37020
37,21,273,273,100.0,37021
37,22,338,338,100.0,37022
38,1,401,401,100.0,38001
38,2,252,252,100.0,38002
38,3,338,338,100.0,38003
38,4,257,257,100.0,38004
38,5,395,395,100.0,38005
38,6,297,297,100.0,38006
38,7,352,352,100.0,38007
38,8,294,294,100.0,38008
38,9,324,324,100.0,38009
38,10,277,277,100.0,38010
38,11,368,368,100.0,38011
38,12,478,478,100.0,38012
38,13,248,248,100.0,38013
38,14,301,301,100.0,38014
38,15,258,258,100.0,38015
38,16,491,491,100.0,38016
38,17,417,417,100.0,38017
38,18,505,505,100.0,38018
38,19,532,532,100.0,38019
38,20,456,456,100.0,38020
38,21,570,570,100.0,38021
38,22,386,386,100.0,38022
38,23,558,558,100.0,38023
38,24,503,503,100.0,38024
38,25,635,635,100.0,38025
39,1,421,421,100.0,39001
39,2,201,201,100.0,39002
39,3,341,341,100.0,39003
39,4,432,432,100.0,39004
39,5,313,313,100.0,39005
39,6,256,256,100.0,39006
39,7,251,251,100.0,39007
39,8,260,260,100.0,39008
39,9,218,218,100.0,39009
39,10,340,340,100.0,39010
39,11,232,232,100.0,39011
39,12,421,421,100.0,39012
39,13,590,590,100.0,39013
39,14,530,530,100.0,39014
39,15,484,484,100.0,39015
39,16,277,277,100.0,39016
39,17,598,598,100.0,39017
39,18,264,264,100.0,39018
39,19,652,652,100.0,39019
39,20,340,340,100.0,39020
39,21,548,548,100.0,39021
39,22,234,234,100.0,39022
39,23,58,58,100.0,39023
39,24,411,411,100.0,39024
39,25,298,298,100.0,39025
39,26,256,256,100.0,39026
39,27,230,230,100.0,39027
39,28,273,273,100.0,39028
39,29,109,109,100.0,39029
39,30,232,232,100.0,39030
39,31,269,269,100.0,39031
39,32,595,595,100.0,39032
39,33,234,234,100.0,39033
39,34,254,254,100.0,39034
39,35,494,494,100.0,39035
40,1,474,474,100.0,40001
40,2,538,538,100.0,40002
40,3,489,489,100.0,40003
40,4,470,470,100.0,40004
40,5,389,389,100.0,40005
40,6,455,455,100.0,40006
40,7,513,513,100.0,40007
40,8,310,310,100.0,40008
40,9,586,586,100.0,40009
40,10,891,891,100.0,40010
40,11,531,531,100.0,40011
40,12,622,622,100.0,40012
40,13,612,612,100.0,40013
40,14,820,820,100.0,40014
40,15,600,600,100.0,40015
40,16,611,611,100.0,40016
40,17,604,604,100.0,40017
40,18,713,713,100.0,40018
40,19,603,603,100.0,40019
40,20,666,666,100.0,40020
40,21,639,639,100.0,40021
40,22,849,849,100.0,40022
40,23,871,871,100.0,40023
41,1,278,278,100.0,41001
41,2,203,203,100.0,41002
41,3,215,215,100.0,41003
41,4,242,242,100.0,41004
41,5,286,286,100.0,41005
41,6,269,269,100.0,41006
41,7,236,236,100.0,41007
41,8,260,260,100.0,41008
41,9,508,508,100.0,41009
41,10,408,408,100.0,41010
41,11,341,341,100.0,41011
41,12,198,198,100.0,41012
41,13,446,446,100.0,41013
41,14,503,503,100.0,41014
41,15,612,612,100.0,41015
41,16,222,222,100.0,41016
41,17,144,144,100.0,41017
41,18,468,468,100.0,41018
41,19,244,244,100.0,41019
41,20,248,248,100.0,41020
41,21,248,248,100.0,41021
41,22,199,199,100.0,41022
41,23,271,271,100.0,41023
41,24,439,439,100.0,41024
41,25,367,367,100.0,41025
41,26,510,510,100.0,41026
41,27,345,345,100.0,41027
41,28,603,603,100.0,41028
41,29,596,596,100.0,41029
41,30,428,428,100.0,41030
41,31,362,362,100.0,41031
42,1,252,252,100.0,42001
42,2,248,248,100.0,42002
42,3,655,655,100.0,42003
42,4,560,560,100.0,42004
42,5,797,797,100.0,42005
42,6,328,328,100.0,42006
42,7,509,509,100.0,42007
42,8,375,375,100.0,42008
42,9,584,584,100.0,42009
42,10,398,398,100.0,42010
42,11,468,468,100.0,42011
42,12,349,349,100.0,42012
42,13,254,254,100.0,42013
42,14,201,201,100.0,42014
42,15,198,198,100.0,42015
42,16,599,599,100.0,42016
42,17,715,715,100.0,42017
42,18,399,399,100.0,42018
42,19,576,576,100.0,42019
42,20,577,577,100.0,42020
42,21,706,706,100.0,42021
42,22,639,639,100.0,42022
42,23,690,690,100.0,42023
42,24,664,664,100.0,42024
43,1,604,604,100.0,43001
43,2,745,745,100.0,43002
43,3,238,238,100.0,43003
43,4,485,485,100.0,43004
43,5,805,805,100.0,43005
43,6,937,937,100.0,43006
43,7,854,854,100.0,43007
43,8,708,708,100.0,43008
43,9,952,952,100.0,43009
43,10,592,592,100.0,43010
43,11,384,384,100.0,43011
43,12,781,781,100.0,43012
43,13,567,567,100.0,43013
43,14,347,347,100.0,43014
43,15,748,748,100.0,43015
43,16,299,299,100.0,43016
43,17,730,730,100.0,43017
43,18,867,867,100.0,43018
43,19,787,787,100.0,43019
43,20,652,652,100.0,43020
43,21,350,350,100.0,43021
43,22,816,816,100.0,43022
43,23,570,570,100.0,43023
44,1,833,833,100.0,44001
44,2,546,546,100.0,44002
44,3,747,747,100.0,44003
44,4,951,951,100.0,44004
44,5,766,766,100.0,44005
44,6,688,688,100.0,44006
44,7,714,714,100.0,44007
44,8,763,763,100.0,44008
44,9,927,927,100.0,44009
44,10,943,943,100.0,44010
44,11,727,727,100.0,44011
44,12,890,890,100.0,44012
44,13,849,849,100.0,44013
44,14,837,837,100.0,44014
44,15,951,951,100.0,44015
44,16,912,912,100.0,44016
44,17,938,938,100.0,44017
44,18,657,657,100.0,44018
44,19,905,905,100.0,44019
44,20,553,553,100.0,44020
44,21,969,969,100.0,44021
45,1,595,595,100.0,45001
45,2,335,335,100.0,45002
45,3,184,184,100.0,45003
45,4,238,238,100.0,45004
45,5,366,366,100.0,45005
45,6,392,392,100.0,45006
45,7,424,424,100.0,45007
45,8,338,338,100.0,45008
45,9,380,380,100.0,45009
45,10,377,377,100.0,45010
45,11,487,487,100.0,45011
45,12,350,350,100.0,45012
45,13,508,508,100.0,45013
45,14,297,297,100.0,45014
45,15,375,375,100.0,45015
45,16,457,457,100.0,45016
45,17,485,485,100.0,45017
45,18,473,473,100.0,45018
45,19,326,326,100.0,45019
45,20,443,443,100.0,45020
45,21,362,362,100.0,45021
45,22,489,489,100.0,45022
45,23,489,489,100.0,45023
45,24,392,392,100.0,45024
45,25,574,574,100.0,45025
45,26,449,449,100.0,45026
45,27,530,530,100.0,45027
45,28,505,505,100.0,45028
45,29,491,491,100.0,45029
46,1,670,670,100.0,46001
46,2,635,635,100.0,46002
46,3,712,712,100.0,46003
46,4,821,821,100.0,46004
46,5,671,671,100.0,46005
46,6,1051,1051,100.0,46006
46,7,653,653,100.0,46007
46,8,786,786,100.0,46008
46,9,778,778,100.0,46009
46,10,719,719,100.0,46010
46,11,823,823,100.0,46011
46,12,1004,1004,100.0,46012
46,13,888,888,100.0,46013
46,14,489,489,100.0,46014
46,15,953,953,100.0,46015
46,16,704,704,100.0,46016
46,17,897,897,100.0,46017
46,18,819,819,100.0,46018
46,19,644,644,100.0,46019
46,20,601,601,100.0,46020
46,21,444,444,100.0,46021
46,22,569,569,100.0,46022
46,23,519,519,100.0,46023
47,1,645,645,100.0,47001
47,2,616,616,100.0,47002
47,3,642,642,100.0,47003
47,4,784,784,100.0,47004
47,5,901,901,100.0,47005
47,6,785,785,100.0,47006
47,7,1094,1094,100.0,47007
47,8,702,702,100.0,47008
47,9,864,864,100.0,47009
47,10,775,775,100.0,47010
47,11,686,686,100.0,47011
47,12,510,510,100.0,47012
47,13,547,547,100.0,47013
47,14,634,634,100.0,47014
47,15,663,663,100.0,47015
47,16,679,679,100.0,47016
47,17,613,613,100.0,47017
47,18,777,777,100.0,47018
47,19,780,780,100.0,47019
47,20,730,730,100.0,47020
47,21,744,744,100.0,47021
47,22,599,599,100.0,47022
47,23,707,707,100.0,47023
47,24,842,842,100.0,47024
47,25,640,640,100.0,47025
47,26,825,825,100.0,47026
47,27,754,754,100.0,47027
47,28,539,539,100.0,47028
48,1,798,798,100.0,48001
48,2,271,271,100.0,48002
48,3,440,440,100.0,48003
48,4,458,458,100.0,48004
48,5,272,272,100.0,48005
48,6,659,659,100.0,48006
48,7,622,622,100.0,48007
48,8,407,407,100.0,48008
48,9,289,289,100.0,48009
48,10,759,759,100.0,48010
48,11,495,495,100.0,48011
48,12,688,688,100.0,48012
48,13,492,492,100.0,48013
48,14,589,589,100.0,48014
48,15,466,466,100.0,48015
48,16,380,380,100.0,48016
48,17,182,182,100.0,48017
48,18,634,634,100.0,48018
48,19,333,333,100.0,48019
48,20,237,237,100.0,48020
48,21,537,537,100.0,48021
48,22,321,321,100.0,48022
48,23,402,402,100.0,48023
48,24,729,729,100.0,48024
48,25,621,621,100.0,48025
48,26,334,334,100.0,48026
48,27,419,419,100.0,48027
48,28,528,528,100.0,48028
48,29,188,188,100.0,48029
48,30,562,562,100.0,48030
48,31,585,585,100.0,48031
48,32,507,507,100.0,48032
48,33,234,234,100.0,48033
48,34,455,455,100.0,48034
48,35,688,688,100.0,48035
49,1,695,695,100.0,49001
49,2,616,616,100.0,49002
49,3,826,826,100.0,49003
49,4,808,808,100.0,49004
49,5,881,881,100.0,49005
49,6,75,75,100.0,49006
49,7,816,816,100.0,49007
49,8,965,965,100.0,49008
49,9,884,884,100.0,49009
49,10,588,588,100.0,49010
49,11,657,657,100.0,49011
49,12,599,599,100.0,49012
49,13,747,747,100.0,49013
49,14,894,894,100.0,49014
49,15,811,811,100.0,49015
49,16,773,773,100.0,49016
49,17,850,850,100.0,49017
50,1,256,256,100.0,50001
50,2,313,313,100.0,50002
50,3,261,261,100.0,50003
50,4,343,343,100.0,50004
50,5,485,485,100.0,50005
50,6,251,251,100.0,50006
50,7,671,671,100.0,50007
50,8,448,448,100.0,50008
50,9,120,120,100.0,50009
50,10,239,239,100.0,50010
50,11,248,248,100.0,50011
50,12,118,118,100.0,50012
50,13,441,441,100.0,50013
50,14,73,73,100.0,50014
50,15,442,442,100.0,50015
50,16,67,67,100.0,50016
50,17,223,223,100.0,50017
50,18,38,38,100.0,50018
50,19,208,208,100.0,50019
50,20,185,185,100.0,50020
50,21,414,414,100.0,50021
50,22,300,300,100.0,50022
50,23,308,308,100.0,50023
50,24,280,280,100.0,50024
50,25,111,111,100.0,50025
50,26,169,169,100.0,50026
50,27,75,75,100.0,50027
50,28,437,437,100.0,50028
