ward,precinct,total,Diana Lopez,Diana Lopez Percent,precinct_id
37,3,339,339,100.0,37003
37,4,358,358,100.0,37004
37,5,260,260,100.0,37005
37,6,455,455,100.0,37006
37,7,328,328,100.0,37007
37,8,441,441,100.0,37008
37,9,184,184,100.0,37009
37,10,316,316,100.0,37010
37,11,319,319,100.0,37011
37,12,398,398,100.0,37012
37,13,251,251,100.0,37013
37,14,416,416,100.0,37014
37,15,386,386,100.0,37015
37,16,419,419,100.0,37016
37,17,262,262,100.0,37017
37,18,320,320,100.0,37018
37,19,243,243,100.0,37019
37,20,445,445,100.0,37020
37,21,259,259,100.0,37021
37,22,322,322,100.0,37022
38,1,394,394,100.0,38001
38,2,254,254,100.0,38002
38,3,340,340,100.0,38003
38,4,254,254,100.0,38004
38,5,401,401,100.0,38005
38,6,287,287,100.0,38006
38,7,349,349,100.0,38007
38,8,285,285,100.0,38008
38,9,320,320,100.0,38009
38,10,271,271,100.0,38010
38,11,359,359,100.0,38011
38,12,480,480,100.0,38012
38,13,247,247,100.0,38013
38,14,300,300,100.0,38014
38,15,266,266,100.0,38015
38,16,499,499,100.0,38016
38,17,415,415,100.0,38017
38,18,510,510,100.0,38018
38,19,541,541,100.0,38019
38,20,457,457,100.0,38020
38,21,568,568,100.0,38021
38,22,388,388,100.0,38022
38,23,556,556,100.0,38023
38,24,506,506,100.0,38024
38,25,635,635,100.0,38025
39,1,417,417,100.0,39001
39,2,199,199,100.0,39002
39,3,342,342,100.0,39003
39,4,427,427,100.0,39004
39,5,315,315,100.0,39005
39,6,258,258,100.0,39006
39,7,249,249,100.0,39007
39,8,263,263,100.0,39008
39,9,218,218,100.0,39009
39,10,334,334,100.0,39010
39,11,224,224,100.0,39011
39,12,408,408,100.0,39012
39,13,585,585,100.0,39013
39,14,531,531,100.0,39014
39,15,483,483,100.0,39015
39,16,277,277,100.0,39016
39,17,590,590,100.0,39017
39,18,266,266,100.0,39018
39,19,658,658,100.0,39019
39,20,341,341,100.0,39020
39,21,545,545,100.0,39021
39,22,234,234,100.0,39022
39,23,56,56,100.0,39023
39,24,410,410,100.0,39024
39,25,301,301,100.0,39025
39,26,254,254,100.0,39026
39,27,229,229,100.0,39027
39,28,274,274,100.0,39028
39,29,110,110,100.0,39029
39,30,232,232,100.0,39030
39,31,264,264,100.0,39031
39,32,594,594,100.0,39032
39,33,236,236,100.0,39033
39,34,250,250,100.0,39034
39,35,485,485,100.0,39035
40,1,467,467,100.0,40001
40,2,528,528,100.0,40002
40,3,486,486,100.0,40003
40,4,462,462,100.0,40004
40,5,381,381,100.0,40005
40,6,436,436,100.0,40006
40,7,506,506,100.0,40007
40,8,305,305,100.0,40008
40,9,586,586,100.0,40009
40,10,880,880,100.0,40010
40,11,532,532,100.0,40011
40,12,617,617,100.0,40012
40,13,609,609,100.0,40013
40,14,818,818,100.0,40014
40,15,603,603,100.0,40015
40,16,614,614,100.0,40016
40,17,603,603,100.0,40017
40,18,710,710,100.0,40018
40,19,610,610,100.0,40019
40,20,669,669,100.0,40020
40,21,634,634,100.0,40021
40,22,850,850,100.0,40022
40,23,862,862,100.0,40023
41,1,276,276,100.0,41001
41,2,194,194,100.0,41002
41,3,205,205,100.0,41003
41,4,242,242,100.0,41004
41,5,287,287,100.0,41005
41,6,262,262,100.0,41006
41,7,238,238,100.0,41007
41,8,257,257,100.0,41008
41,9,494,494,100.0,41009
41,10,406,406,100.0,41010
41,11,342,342,100.0,41011
41,12,191,191,100.0,41012
41,13,448,448,100.0,41013
41,14,502,502,100.0,41014
41,15,600,600,100.0,41015
41,16,220,220,100.0,41016
41,17,142,142,100.0,41017
41,18,462,462,100.0,41018
41,19,241,241,100.0,41019
41,20,254,254,100.0,41020
41,21,249,249,100.0,41021
41,22,197,197,100.0,41022
41,23,273,273,100.0,41023
41,24,442,442,100.0,41024
41,25,365,365,100.0,41025
41,26,508,508,100.0,41026
41,27,346,346,100.0,41027
41,28,597,597,100.0,41028
41,29,595,595,100.0,41029
41,30,430,430,100.0,41030
41,31,371,371,100.0,41031
42,1,244,244,100.0,42001
42,2,246,246,100.0,42002
42,3,647,647,100.0,42003
42,4,558,558,100.0,42004
42,5,767,767,100.0,42005
42,6,316,316,100.0,42006
42,7,496,496,100.0,42007
42,8,375,375,100.0,42008
42,9,567,567,100.0,42009
42,10,379,379,100.0,42010
42,11,468,468,100.0,42011
42,12,347,347,100.0,42012
42,13,253,253,100.0,42013
42,14,201,201,100.0,42014
42,15,196,196,100.0,42015
42,16,596,596,100.0,42016
42,17,705,705,100.0,42017
42,18,401,401,100.0,42018
42,19,569,569,100.0,42019
42,20,576,576,100.0,42020
42,21,698,698,100.0,42021
42,22,623,623,100.0,42022
42,23,680,680,100.0,42023
42,24,669,669,100.0,42024
43,1,606,606,100.0,43001
43,2,740,740,100.0,43002
43,3,236,236,100.0,43003
43,4,486,486,100.0,43004
43,5,804,804,100.0,43005
43,6,930,930,100.0,43006
43,7,852,852,100.0,43007
43,8,704,704,100.0,43008
43,9,950,950,100.0,43009
43,10,588,588,100.0,43010
43,11,378,378,100.0,43011
43,12,776,776,100.0,43012
43,13,563,563,100.0,43013
43,14,347,347,100.0,43014
43,15,740,740,100.0,43015
43,16,295,295,100.0,43016
43,17,727,727,100.0,43017
43,18,846,846,100.0,43018
43,19,790,790,100.0,43019
43,20,650,650,100.0,43020
43,21,347,347,100.0,43021
43,22,806,806,100.0,43022
43,23,568,568,100.0,43023
44,1,828,828,100.0,44001
44,2,545,545,100.0,44002
44,3,740,740,100.0,44003
44,4,947,947,100.0,44004
44,5,762,762,100.0,44005
44,6,687,687,100.0,44006
44,7,706,706,100.0,44007
44,8,756,756,100.0,44008
44,9,928,928,100.0,44009
44,10,944,944,100.0,44010
44,11,725,725,100.0,44011
44,12,887,887,100.0,44012
44,13,843,843,100.0,44013
44,14,833,833,100.0,44014
44,15,953,953,100.0,44015
44,16,905,905,100.0,44016
44,17,940,940,100.0,44017
44,18,655,655,100.0,44018
44,19,908,908,100.0,44019
44,20,555,555,100.0,44020
44,21,958,958,100.0,44021
45,1,598,598,100.0,45001
45,2,334,334,100.0,45002
45,3,181,181,100.0,45003
45,4,235,235,100.0,45004
45,5,367,367,100.0,45005
45,6,395,395,100.0,45006
45,7,421,421,100.0,45007
45,8,331,331,100.0,45008
45,9,365,365,100.0,45009
45,10,376,376,100.0,45010
45,11,486,486,100.0,45011
45,12,349,349,100.0,45012
45,13,510,510,100.0,45013
45,14,298,298,100.0,45014
45,15,377,377,100.0,45015
45,16,452,452,100.0,45016
45,17,475,475,100.0,45017
45,18,475,475,100.0,45018
45,19,324,324,100.0,45019
45,20,440,440,100.0,45020
45,21,355,355,100.0,45021
45,22,493,493,100.0,45022
45,23,483,483,100.0,45023
45,24,395,395,100.0,45024
45,25,579,579,100.0,45025
45,26,450,450,100.0,45026
45,27,524,524,100.0,45027
45,28,505,505,100.0,45028
45,29,487,487,100.0,45029
46,1,661,661,100.0,46001
46,2,636,636,100.0,46002
46,3,713,713,100.0,46003
46,4,819,819,100.0,46004
46,5,663,663,100.0,46005
46,6,1039,1039,100.0,46006
46,7,656,656,100.0,46007
46,8,788,788,100.0,46008
46,9,769,769,100.0,46009
46,10,728,728,100.0,46010
46,11,822,822,100.0,46011
46,12,990,990,100.0,46012
46,13,882,882,100.0,46013
46,14,488,488,100.0,46014
46,15,946,946,100.0,46015
46,16,700,700,100.0,46016
46,17,884,884,100.0,46017
46,18,810,810,100.0,46018
46,19,646,646,100.0,46019
46,20,586,586,100.0,46020
46,21,436,436,100.0,46021
46,22,558,558,100.0,46022
46,23,508,508,100.0,46023
47,1,651,651,100.0,47001
47,2,616,616,100.0,47002
47,3,631,631,100.0,47003
47,4,788,788,100.0,47004
47,5,900,900,100.0,47005
47,6,777,777,100.0,47006
47,7,1094,1094,100.0,47007
47,8,698,698,100.0,47008
47,9,862,862,100.0,47009
47,10,773,773,100.0,47010
47,11,687,687,100.0,47011
47,12,509,509,100.0,47012
47,13,541,541,100.0,47013
47,14,635,635,100.0,47014
47,15,663,663,100.0,47015
47,16,673,673,100.0,47016
47,17,609,609,100.0,47017
47,18,777,777,100.0,47018
47,19,777,777,100.0,47019
47,20,729,729,100.0,47020
47,21,738,738,100.0,47021
47,22,601,601,100.0,47022
47,23,706,706,100.0,47023
47,24,840,840,100.0,47024
47,25,631,631,100.0,47025
47,26,818,818,100.0,47026
47,27,753,753,100.0,47027
47,28,542,542,100.0,47028
48,1,793,793,100.0,48001
48,2,261,261,100.0,48002
48,3,435,435,100.0,48003
48,4,459,459,100.0,48004
48,5,264,264,100.0,48005
48,6,640,640,100.0,48006
48,7,617,617,100.0,48007
48,8,407,407,100.0,48008
48,9,279,279,100.0,48009
48,10,753,753,100.0,48010
48,11,488,488,100.0,48011
48,12,661,661,100.0,48012
48,13,485,485,100.0,48013
48,14,586,586,100.0,48014
48,15,463,463,100.0,48015
48,16,371,371,100.0,48016
48,17,178,178,100.0,48017
48,18,626,626,100.0,48018
48,19,332,332,100.0,48019
48,20,229,229,100.0,48020
48,21,523,523,100.0,48021
48,22,313,313,100.0,48022
48,23,401,401,100.0,48023
48,24,723,723,100.0,48024
48,25,619,619,100.0,48025
48,26,331,331,100.0,48026
48,27,412,412,100.0,48027
48,28,531,531,100.0,48028
48,29,181,181,100.0,48029
48,30,557,557,100.0,48030
48,31,572,572,100.0,48031
48,32,494,494,100.0,48032
48,33,227,227,100.0,48033
48,34,447,447,100.0,48034
48,35,680,680,100.0,48035
49,1,681,681,100.0,49001
49,2,603,603,100.0,49002
49,3,799,799,100.0,49003
49,4,796,796,100.0,49004
49,5,863,863,100.0,49005
49,6,74,74,100.0,49006
49,7,792,792,100.0,49007
49,8,946,946,100.0,49008
49,9,864,864,100.0,49009
49,10,582,582,100.0,49010
49,11,648,648,100.0,49011
49,12,577,577,100.0,49012
49,13,741,741,100.0,49013
49,14,871,871,100.0,49014
49,15,785,785,100.0,49015
49,16,752,752,100.0,49016
49,17,845,845,100.0,49017
50,1,251,251,100.0,50001
50,2,311,311,100.0,50002
50,3,259,259,100.0,50003
50,4,328,328,100.0,50004
50,5,470,470,100.0,50005
50,6,248,248,100.0,50006
50,7,654,654,100.0,50007
50,8,439,439,100.0,50008
50,9,115,115,100.0,50009
50,10,227,227,100.0,50010
50,11,241,241,100.0,50011
50,12,115,115,100.0,50012
50,13,439,439,100.0,50013
50,14,71,71,100.0,50014
50,15,434,434,100.0,50015
50,16,65,65,100.0,50016
50,17,216,216,100.0,50017
50,18,35,35,100.0,50018
50,19,204,204,100.0,50019
50,20,184,184,100.0,50020
50,21,410,410,100.0,50021
50,22,290,290,100.0,50022
50,23,295,295,100.0,50023
50,24,263,263,100.0,50024
50,25,109,109,100.0,50025
50,26,162,162,100.0,50026
50,27,73,73,100.0,50027
50,28,448,448,100.0,50028
