ward,precinct,total,JANET ADAMS BROSNAHAN,JANET ADAMS BROSNAHAN Percent,precinct_id
18,62,133,133,100.0,18062
19,1,283,283,100.0,19001
19,2,203,203,100.0,19002
19,3,218,218,100.0,19003
19,4,220,220,100.0,19004
19,5,218,218,100.0,19005
19,6,228,228,100.0,19006
19,7,255,255,100.0,19007
19,8,183,183,100.0,19008
19,9,194,194,100.0,19009
19,10,291,291,100.0,19010
19,11,242,242,100.0,19011
19,12,215,215,100.0,19012
19,13,178,178,100.0,19013
19,14,154,154,100.0,19014
19,15,122,122,100.0,19015
19,16,314,314,100.0,19016
19,17,245,245,100.0,19017
19,18,265,265,100.0,19018
19,19,247,247,100.0,19019
19,20,196,196,100.0,19020
19,21,197,197,100.0,19021
19,22,268,268,100.0,19022
19,23,311,311,100.0,19023
19,24,210,210,100.0,19024
19,25,244,244,100.0,19025
19,26,220,220,100.0,19026
19,27,128,128,100.0,19027
19,28,292,292,100.0,19028
19,29,199,199,100.0,19029
19,30,213,213,100.0,19030
19,31,193,193,100.0,19031
19,32,299,299,100.0,19032
19,33,237,237,100.0,19033
19,34,226,226,100.0,19034
19,35,226,226,100.0,19035
19,36,184,184,100.0,19036
19,37,205,205,100.0,19037
19,38,257,257,100.0,19038
19,39,142,142,100.0,19039
19,40,230,230,100.0,19040
19,41,234,234,100.0,19041
19,42,157,157,100.0,19042
19,43,208,208,100.0,19043
19,44,188,188,100.0,19044
19,45,315,315,100.0,19045
19,46,340,340,100.0,19046
19,47,175,175,100.0,19047
19,48,252,252,100.0,19048
19,49,246,246,100.0,19049
19,50,199,199,100.0,19050
19,51,216,216,100.0,19051
19,52,175,175,100.0,19052
19,53,245,245,100.0,19053
19,54,165,165,100.0,19054
19,55,207,207,100.0,19055
19,56,255,255,100.0,19056
19,57,244,244,100.0,19057
19,58,233,233,100.0,19058
19,59,277,277,100.0,19059
19,61,335,335,100.0,19061
19,62,239,239,100.0,19062
19,63,146,146,100.0,19063
19,64,343,343,100.0,19064
19,65,189,189,100.0,19065
21,20,50,50,100.0,21020
21,56,95,95,100.0,21056
22,1,76,76,100.0,22001
22,15,100,100,100.0,22015
22,22,43,43,100.0,22022
23,1,171,171,100.0,23001
23,2,186,186,100.0,23002
23,3,178,178,100.0,23003
23,4,141,141,100.0,23004
23,5,154,154,100.0,23005
23,6,164,164,100.0,23006
23,7,137,137,100.0,23007
23,8,143,143,100.0,23008
23,9,128,128,100.0,23009
23,10,194,194,100.0,23010
23,11,216,216,100.0,23011
23,12,168,168,100.0,23012
23,13,214,214,100.0,23013
23,14,179,179,100.0,23014
23,15,176,176,100.0,23015
23,16,207,207,100.0,23016
23,17,234,234,100.0,23017
23,18,143,143,100.0,23018
23,19,181,181,100.0,23019
23,20,172,172,100.0,23020
23,21,128,128,100.0,23021
23,22,125,125,100.0,23022
23,24,126,126,100.0,23024
23,25,169,169,100.0,23025
23,26,157,157,100.0,23026
23,27,145,145,100.0,23027
23,28,176,176,100.0,23028
23,29,124,124,100.0,23029
23,30,188,188,100.0,23030
23,31,180,180,100.0,23031
23,32,217,217,100.0,23032
23,33,207,207,100.0,23033
23,34,137,137,100.0,23034
23,35,105,105,100.0,23035
23,36,196,196,100.0,23036
23,37,124,124,100.0,23037
23,38,114,114,100.0,23038
23,39,139,139,100.0,23039
23,40,155,155,100.0,23040
23,41,139,139,100.0,23041
23,42,146,146,100.0,23042
23,43,160,160,100.0,23043
23,44,167,167,100.0,23044
23,45,170,170,100.0,23045
23,46,168,168,100.0,23046
23,47,224,224,100.0,23047
23,48,145,145,100.0,23048
23,49,125,125,100.0,23049
23,50,120,120,100.0,23050
23,51,162,162,100.0,23051
23,52,220,220,100.0,23052
23,53,110,110,100.0,23053
23,54,173,173,100.0,23054
23,55,168,168,100.0,23055
23,56,153,153,100.0,23056
23,57,136,136,100.0,23057
23,58,259,259,100.0,23058
23,59,115,115,100.0,23059
23,60,213,213,100.0,23060
23,61,202,202,100.0,23061
23,62,195,195,100.0,23062
34,33,141,141,100.0,34033
