ward,precinct,total,JOHN P. DALEY,JOHN P. DALEY Percent,precinct_id
23,23,155,155,100.0,23023
23,26,182,182,100.0,23026
23,27,167,167,100.0,23027
23,28,188,188,100.0,23028
23,30,214,214,100.0,23030
23,31,201,201,100.0,23031
23,32,235,235,100.0,23032
23,33,233,233,100.0,23033
23,34,148,148,100.0,23034
23,35,101,101,100.0,23035
23,36,238,238,100.0,23036
23,37,124,124,100.0,23037
23,38,137,137,100.0,23038
23,39,172,172,100.0,23039
23,40,204,204,100.0,23040
23,41,169,169,100.0,23041
23,42,160,160,100.0,23042
23,43,198,198,100.0,23043
23,44,187,187,100.0,23044
23,45,189,189,100.0,23045
23,46,202,202,100.0,23046
23,47,252,252,100.0,23047
23,48,167,167,100.0,23048
23,49,41,41,100.0,23049
23,50,133,133,100.0,23050
23,51,172,172,100.0,23051
23,52,257,257,100.0,23052
23,53,124,124,100.0,23053
23,54,206,206,100.0,23054
23,55,190,190,100.0,23055
23,56,175,175,100.0,23056
23,57,145,145,100.0,23057
23,58,287,287,100.0,23058
23,59,124,124,100.0,23059
23,60,223,223,100.0,23060
23,61,231,231,100.0,23061
23,62,226,226,100.0,23062
