ward,precinct,total,IRIS Y. MARTINEZ,IRIS Y. MARTINEZ Percent,precinct_id
33,1,165,165,100.0,33001
33,2,247,247,100.0,33002
33,3,146,146,100.0,33003
33,4,203,203,100.0,33004
33,5,147,147,100.0,33005
33,6,199,199,100.0,33006
33,7,47,47,100.0,33007
33,10,198,198,100.0,33010
33,12,225,225,100.0,33012
33,13,215,215,100.0,33013
33,15,42,42,100.0,33015
33,17,180,180,100.0,33017
33,19,141,141,100.0,33019
33,20,182,182,100.0,33020
33,21,168,168,100.0,33021
33,22,92,92,100.0,33022
33,23,29,29,100.0,33023
33,24,21,21,100.0,33024
33,26,155,155,100.0,33026
33,28,16,16,100.0,33028
33,30,154,154,100.0,33030
33,31,142,142,100.0,33031
33,32,46,46,100.0,33032
33,33,175,175,100.0,33033
33,34,164,164,100.0,33034
33,35,175,175,100.0,33035
33,36,218,218,100.0,33036
33,37,7,7,100.0,33037
35,1,98,98,100.0,35001
35,2,178,178,100.0,35002
35,3,99,99,100.0,35003
35,4,70,70,100.0,35004
35,5,170,170,100.0,35005
35,6,123,123,100.0,35006
35,7,166,166,100.0,35007
35,8,36,36,100.0,35008
35,9,134,134,100.0,35009
35,10,118,118,100.0,35010
35,11,90,90,100.0,35011
35,12,139,139,100.0,35012
35,13,194,194,100.0,35013
35,14,135,135,100.0,35014
35,15,156,156,100.0,35015
35,16,147,147,100.0,35016
35,17,168,168,100.0,35017
35,18,160,160,100.0,35018
35,19,144,144,100.0,35019
35,20,83,83,100.0,35020
35,21,205,205,100.0,35021
35,22,115,115,100.0,35022
35,23,127,127,100.0,35023
35,24,140,140,100.0,35024
35,25,139,139,100.0,35025
35,26,102,102,100.0,35026
35,27,196,196,100.0,35027
35,28,126,126,100.0,35028
35,29,151,151,100.0,35029
35,30,215,215,100.0,35030
35,31,159,159,100.0,35031
35,32,86,86,100.0,35032
35,33,93,93,100.0,35033
35,34,178,178,100.0,35034
35,35,89,89,100.0,35035
36,3,36,36,100.0,36003
36,4,58,58,100.0,36004
36,33,44,44,100.0,36033
36,44,30,30,100.0,36044
36,54,31,31,100.0,36054
36,55,14,14,100.0,36055
37,42,8,8,100.0,37042
39,22,10,10,100.0,39022
39,27,91,91,100.0,39027
39,29,94,94,100.0,39029
