ward,precinct,total,MICHAEL J. MADIGAN,MICHAEL J. MADIGAN Percent,precinct_id
13,32,174,174,100.0,13032
13,33,173,173,100.0,13033
13,34,200,200,100.0,13034
13,35,227,227,100.0,13035
13,36,142,142,100.0,13036
13,37,149,149,100.0,13037
13,38,99,99,100.0,13038
13,39,196,196,100.0,13039
13,40,173,173,100.0,13040
13,41,162,162,100.0,13041
13,42,237,237,100.0,13042
13,43,203,203,100.0,13043
13,44,130,130,100.0,13044
13,45,182,182,100.0,13045
13,46,213,213,100.0,13046
13,47,170,170,100.0,13047
13,48,175,175,100.0,13048
13,49,136,136,100.0,13049
13,50,228,228,100.0,13050
13,51,179,179,100.0,13051
13,52,238,238,100.0,13052
13,53,240,240,100.0,13053
13,54,249,249,100.0,13054
13,55,209,209,100.0,13055
13,56,269,269,100.0,13056
13,57,219,219,100.0,13057
13,58,249,249,100.0,13058
13,59,171,171,100.0,13059
13,60,187,187,100.0,13060
13,61,278,278,100.0,13061
13,62,226,226,100.0,13062
13,63,244,244,100.0,13063
14,1,102,102,100.0,14001
14,2,124,124,100.0,14002
14,15,58,58,100.0,14015
14,17,113,113,100.0,14017
14,20,116,116,100.0,14020
14,21,159,159,100.0,14021
14,25,119,119,100.0,14025
14,27,165,165,100.0,14027
14,28,83,83,100.0,14028
14,32,18,18,100.0,14032
14,38,92,92,100.0,14038
14,43,142,142,100.0,14043
14,44,136,136,100.0,14044
14,45,119,119,100.0,14045
14,48,103,103,100.0,14048
15,12,107,107,100.0,15012
15,45,150,150,100.0,15045
16,2,13,13,100.0,16002
16,4,42,42,100.0,16004
16,6,7,7,100.0,16006
16,7,92,92,100.0,16007
16,11,98,98,100.0,16011
16,13,83,83,100.0,16013
16,23,102,102,100.0,16023
16,32,37,37,100.0,16032
16,41,17,17,100.0,16041
16,42,42,42,100.0,16042
19,1,278,278,100.0,19001
19,2,209,209,100.0,19002
19,3,217,217,100.0,19003
19,4,225,225,100.0,19004
19,5,214,214,100.0,19005
19,6,229,229,100.0,19006
19,7,249,249,100.0,19007
19,8,190,190,100.0,19008
19,9,194,194,100.0,19009
19,10,295,295,100.0,19010
19,11,254,254,100.0,19011
19,12,218,218,100.0,19012
19,13,191,191,100.0,19013
19,14,163,163,100.0,19014
19,15,123,123,100.0,19015
19,16,314,314,100.0,19016
19,17,243,243,100.0,19017
19,18,270,270,100.0,19018
19,19,242,242,100.0,19019
19,20,201,201,100.0,19020
19,21,197,197,100.0,19021
19,22,259,259,100.0,19022
19,23,309,309,100.0,19023
19,24,216,216,100.0,19024
19,25,239,239,100.0,19025
19,26,221,221,100.0,19026
19,27,120,120,100.0,19027
19,29,197,197,100.0,19029
19,30,217,217,100.0,19030
19,31,194,194,100.0,19031
19,32,302,302,100.0,19032
19,33,252,252,100.0,19033
19,34,226,226,100.0,19034
19,35,231,231,100.0,19035
19,36,193,193,100.0,19036
19,37,206,206,100.0,19037
19,38,264,264,100.0,19038
19,39,151,151,100.0,19039
19,40,252,252,100.0,19040
19,41,237,237,100.0,19041
19,42,172,172,100.0,19042
19,44,185,185,100.0,19044
19,45,289,289,100.0,19045
19,46,340,340,100.0,19046
19,47,171,171,100.0,19047
19,49,261,261,100.0,19049
19,51,219,219,100.0,19051
19,52,191,191,100.0,19052
19,53,234,234,100.0,19053
19,54,173,173,100.0,19054
19,55,212,212,100.0,19055
19,56,257,257,100.0,19056
19,57,248,248,100.0,19057
19,58,231,231,100.0,19058
19,59,273,273,100.0,19059
19,61,325,325,100.0,19061
19,62,245,245,100.0,19062
19,63,151,151,100.0,19063
19,64,332,332,100.0,19064
19,65,204,204,100.0,19065
22,1,85,85,100.0,22001
22,15,105,105,100.0,22015
22,22,47,47,100.0,22022
23,1,193,193,100.0,23001
23,2,207,207,100.0,23002
23,3,194,194,100.0,23003
23,4,146,146,100.0,23004
23,5,168,168,100.0,23005
23,6,182,182,100.0,23006
23,8,167,167,100.0,23008
23,10,205,205,100.0,23010
23,11,229,229,100.0,23011
23,12,185,185,100.0,23012
23,13,230,230,100.0,23013
23,14,200,200,100.0,23014
23,15,191,191,100.0,23015
23,16,224,224,100.0,23016
23,17,240,240,100.0,23017
23,18,158,158,100.0,23018
23,19,195,195,100.0,23019
23,20,187,187,100.0,23020
23,21,154,154,100.0,23021
23,23,156,156,100.0,23023
23,26,166,166,100.0,23026
23,27,161,161,100.0,23027
23,28,189,189,100.0,23028
23,30,204,204,100.0,23030
23,31,199,199,100.0,23031
23,32,223,223,100.0,23032
23,33,239,239,100.0,23033
23,34,152,152,100.0,23034
23,35,117,117,100.0,23035
23,36,230,230,100.0,23036
23,37,134,134,100.0,23037
23,38,130,130,100.0,23038
23,39,163,163,100.0,23039
23,40,176,176,100.0,23040
23,41,165,165,100.0,23041
23,42,153,153,100.0,23042
23,43,174,174,100.0,23043
23,44,170,170,100.0,23044
23,45,188,188,100.0,23045
23,46,192,192,100.0,23046
23,47,230,230,100.0,23047
23,48,149,149,100.0,23048
23,49,41,41,100.0,23049
23,50,128,128,100.0,23050
23,51,175,175,100.0,23051
23,52,237,237,100.0,23052
23,53,127,127,100.0,23053
23,54,207,207,100.0,23054
23,55,184,184,100.0,23055
23,56,163,163,100.0,23056
23,57,139,139,100.0,23057
23,58,302,302,100.0,23058
23,59,130,130,100.0,23059
23,60,217,217,100.0,23060
23,61,231,231,100.0,23061
23,62,230,230,100.0,23062
