ward,precinct,total,"Levander ''Van'' Smith, Jr.","Levander ''Van'' Smith, Jr. Percent",Suzanne Therese McEneely,Suzanne Therese McEneely Percent,Megan Kathleen Mulay,Megan Kathleen Mulay Percent,precinct_id
2,5,263,96,36.5,105,39.92,62,23.57,02005
2,6,226,84,37.17,89,39.38,53,23.45,02006
2,7,151,67,44.37,51,33.77,33,21.85,02007
2,8,226,87,38.5,85,37.61,54,23.89,02008
2,9,139,55,39.57,37,26.62,47,33.81,02009
2,10,138,66,47.83,49,35.51,23,16.67,02010
2,11,195,92,47.18,66,33.85,37,18.97,02011
2,12,220,103,46.82,64,29.09,53,24.09,02012
2,13,220,84,38.18,77,35.0,59,26.82,02013
2,14,290,116,40.0,110,37.93,64,22.07,02014
2,15,204,77,37.75,83,40.69,44,21.57,02015
2,16,212,91,42.92,79,37.26,42,19.81,02016
2,17,299,137,45.82,100,33.44,62,20.74,02017
2,18,210,73,34.76,75,35.71,62,29.52,02018
2,19,108,48,44.44,34,31.48,26,24.07,02019
2,20,208,88,42.31,72,34.62,48,23.08,02020
2,21,258,102,39.53,86,33.33,70,27.13,02021
2,22,224,91,40.63,82,36.61,51,22.77,02022
2,23,145,53,36.55,45,31.03,47,32.41,02023
2,24,156,58,37.18,63,40.38,35,22.44,02024
2,25,245,95,38.78,97,39.59,53,21.63,02025
2,26,169,72,42.6,59,34.91,38,22.49,02026
2,27,156,60,38.46,55,35.26,41,26.28,02027
2,28,204,79,38.73,71,34.8,54,26.47,02028
2,29,210,98,46.67,58,27.62,54,25.71,02029
2,30,168,68,40.48,56,33.33,44,26.19,02030
2,31,259,91,35.14,92,35.52,76,29.34,02031
2,32,139,58,41.73,52,37.41,29,20.86,02032
2,33,332,129,38.86,111,33.43,92,27.71,02033
2,34,189,88,46.56,53,28.04,48,25.4,02034
2,35,212,94,44.34,72,33.96,46,21.7,02035
2,36,189,75,39.68,64,33.86,50,26.46,02036
2,37,223,88,39.46,72,32.29,63,28.25,02037
2,38,157,73,46.5,49,31.21,35,22.29,02038
2,39,114,41,35.96,39,34.21,34,29.82,02039
2,40,164,73,44.51,60,36.59,31,18.9,02040
2,41,182,67,36.81,67,36.81,48,26.37,02041
2,42,177,69,38.98,60,33.9,48,27.12,02042
2,43,210,83,39.52,78,37.14,49,23.33,02043
2,44,128,43,33.59,38,29.69,47,36.72,02044
2,45,219,101,46.12,69,31.51,49,22.37,02045
2,46,132,57,43.18,51,38.64,24,18.18,02046
3,1,320,222,69.38,56,17.5,42,13.13,03001
3,2,384,263,68.49,76,19.79,45,11.72,03002
3,3,157,104,66.24,35,22.29,18,11.46,03003
3,4,327,249,76.15,49,14.98,29,8.87,03004
3,5,162,103,63.58,36,22.22,23,14.2,03005
3,6,316,154,48.73,93,29.43,69,21.84,03006
3,7,192,125,65.1,35,18.23,32,16.67,03007
3,8,182,102,56.04,50,27.47,30,16.48,03008
3,9,323,241,74.61,53,16.41,29,8.98,03009
3,10,109,72,66.06,18,16.51,19,17.43,03010
3,11,265,195,73.58,37,13.96,33,12.45,03011
3,12,286,201,70.28,44,15.38,41,14.34,03012
3,13,308,149,48.38,96,31.17,63,20.45,03013
3,14,299,150,50.17,90,30.1,59,19.73,03014
3,15,207,139,67.15,40,19.32,28,13.53,03015
3,16,229,158,69.0,38,16.59,33,14.41,03016
3,17,365,199,54.52,105,28.77,61,16.71,03017
3,18,342,220,64.33,72,21.05,50,14.62,03018
3,19,263,139,52.85,64,24.33,60,22.81,03019
3,20,303,191,63.04,88,29.04,24,7.92,03020
3,21,286,164,57.34,68,23.78,54,18.88,03021
3,22,303,152,50.17,92,30.36,59,19.47,03022
3,23,181,113,62.43,36,19.89,32,17.68,03023
3,24,216,144,66.67,40,18.52,32,14.81,03024
3,25,392,199,50.77,114,29.08,79,20.15,03025
3,26,301,170,56.48,77,25.58,54,17.94,03026
3,27,298,141,47.32,104,34.9,53,17.79,03027
3,28,187,117,62.57,40,21.39,30,16.04,03028
3,29,261,150,57.47,72,27.59,39,14.94,03029
3,30,243,170,69.96,45,18.52,28,11.52,03030
3,31,323,222,68.73,64,19.81,37,11.46,03031
3,32,301,148,49.17,87,28.9,66,21.93,03032
3,33,301,141,46.84,110,36.54,50,16.61,03033
3,34,306,153,50.0,97,31.7,56,18.3,03034
3,35,128,97,75.78,19,14.84,12,9.38,03035
3,36,126,70,55.56,36,28.57,20,15.87,03036
3,37,244,176,72.13,49,20.08,19,7.79,03037
3,38,217,143,65.9,43,19.82,31,14.29,03038
3,39,333,165,49.55,117,35.14,51,15.32,03039
3,40,220,127,57.73,56,25.45,37,16.82,03040
3,41,217,133,61.29,51,23.5,33,15.21,03041
4,1,378,232,61.38,98,25.93,48,12.7,04001
4,2,315,165,52.38,91,28.89,59,18.73,04002
4,3,221,145,65.61,51,23.08,25,11.31,04003
4,4,372,248,66.67,75,20.16,49,13.17,04004
4,5,333,238,71.47,50,15.02,45,13.51,04005
4,6,360,272,75.56,47,13.06,41,11.39,04006
4,7,367,265,72.21,61,16.62,41,11.17,04007
4,8,315,235,74.6,46,14.6,34,10.79,04008
4,9,393,310,78.88,48,12.21,35,8.91,04009
4,10,368,261,70.92,69,18.75,38,10.33,04010
4,11,249,176,70.68,49,19.68,24,9.64,04011
4,12,331,238,71.9,57,17.22,36,10.88,04012
4,13,286,129,45.1,94,32.87,63,22.03,04013
4,14,266,182,68.42,34,12.78,50,18.8,04014
4,15,339,226,66.67,68,20.06,45,13.27,04015
4,16,383,201,52.48,116,30.29,66,17.23,04016
4,17,300,136,45.33,95,31.67,69,23.0,04017
4,18,287,179,62.37,69,24.04,39,13.59,04018
4,19,204,120,58.82,49,24.02,35,17.16,04019
4,20,253,126,49.8,72,28.46,55,21.74,04020
4,21,303,139,45.87,101,33.33,63,20.79,04021
4,22,280,190,67.86,58,20.71,32,11.43,04022
4,23,364,226,62.09,92,25.27,46,12.64,04023
4,24,262,173,66.03,62,23.66,27,10.31,04024
4,25,307,150,48.86,97,31.6,60,19.54,04025
4,26,249,179,71.89,37,14.86,33,13.25,04026
4,27,357,217,60.78,97,27.17,43,12.04,04027
4,28,260,166,63.85,50,19.23,44,16.92,04028
4,29,252,167,66.27,51,20.24,34,13.49,04029
4,30,336,224,66.67,58,17.26,54,16.07,04030
4,31,364,270,74.18,59,16.21,35,9.62,04031
4,32,306,228,74.51,46,15.03,32,10.46,04032
4,33,290,191,65.86,63,21.72,36,12.41,04033
4,34,251,156,62.15,53,21.12,42,16.73,04034
4,35,328,244,74.39,53,16.16,31,9.45,04035
4,36,346,244,70.52,57,16.47,45,13.01,04036
4,37,447,213,47.65,147,32.89,87,19.46,04037
4,38,326,242,74.23,50,15.34,34,10.43,04038
5,1,214,144,67.29,43,20.09,27,12.62,05001
5,2,186,116,62.37,39,20.97,31,16.67,05002
5,3,270,137,50.74,83,30.74,50,18.52,05003
5,4,331,216,65.26,69,20.85,46,13.9,05004
5,5,217,140,64.52,47,21.66,30,13.82,05005
5,6,208,150,72.12,30,14.42,28,13.46,05006
5,7,266,167,62.78,64,24.06,35,13.16,05007
5,8,286,153,53.5,96,33.57,37,12.94,05008
5,9,342,215,62.87,89,26.02,38,11.11,05009
5,10,205,147,71.71,38,18.54,20,9.76,05010
5,11,297,166,55.89,77,25.93,54,18.18,05011
5,12,158,101,63.92,39,24.68,18,11.39,05012
5,13,236,161,68.22,47,19.92,28,11.86,05013
5,14,252,185,73.41,41,16.27,26,10.32,05014
5,15,261,165,63.22,73,27.97,23,8.81,05015
5,16,238,150,63.03,54,22.69,34,14.29,05016
5,17,187,113,60.43,40,21.39,34,18.18,05017
5,18,272,148,54.41,71,26.1,53,19.49,05018
5,19,277,172,62.09,61,22.02,44,15.88,05019
5,20,335,228,68.06,59,17.61,48,14.33,05020
5,21,272,151,55.51,82,30.15,39,14.34,05021
5,22,349,234,67.05,70,20.06,45,12.89,05022
5,23,450,252,56.0,124,27.56,74,16.44,05023
5,24,303,167,55.12,91,30.03,45,14.85,05024
5,25,252,191,75.79,39,15.48,22,8.73,05025
5,26,249,177,71.08,53,21.29,19,7.63,05026
5,27,243,118,48.56,93,38.27,32,13.17,05027
5,28,287,220,76.66,42,14.63,25,8.71,05028
5,29,270,207,76.67,41,15.19,22,8.15,05029
5,30,173,124,71.68,31,17.92,18,10.4,05030
5,31,178,137,76.97,20,11.24,21,11.8,05031
5,32,301,237,78.74,38,12.62,26,8.64,05032
5,33,282,179,63.48,55,19.5,48,17.02,05033
5,34,307,143,46.58,116,37.79,48,15.64,05034
5,35,325,179,55.08,101,31.08,45,13.85,05035
5,36,98,71,72.45,18,18.37,9,9.18,05036
5,37,302,179,59.27,75,24.83,48,15.89,05037
5,38,212,139,65.57,45,21.23,28,13.21,05038
5,39,216,123,56.94,57,26.39,36,16.67,05039
5,40,192,137,71.35,31,16.15,24,12.5,05040
5,41,154,103,66.88,28,18.18,23,14.94,05041
6,1,263,180,68.44,49,18.63,34,12.93,06001
6,2,277,202,72.92,49,17.69,26,9.39,06002
6,3,254,176,69.29,53,20.87,25,9.84,06003
6,4,152,94,61.84,34,22.37,24,15.79,06004
6,5,131,72,54.96,35,26.72,24,18.32,06005
6,6,250,187,74.8,38,15.2,25,10.0,06006
6,7,196,122,62.24,50,25.51,24,12.24,06007
6,8,250,185,74.0,41,16.4,24,9.6,06008
6,9,172,122,70.93,31,18.02,19,11.05,06009
6,10,130,71,54.62,35,26.92,24,18.46,06010
6,11,185,111,60.0,48,25.95,26,14.05,06011
6,12,141,90,63.83,24,17.02,27,19.15,06012
6,13,171,116,67.84,40,23.39,15,8.77,06013
6,14,203,128,63.05,55,27.09,20,9.85,06014
6,15,166,96,57.83,51,30.72,19,11.45,06015
6,16,279,196,70.25,43,15.41,40,14.34,06016
6,17,129,78,60.47,30,23.26,21,16.28,06017
6,18,170,85,50.0,56,32.94,29,17.06,06018
6,19,165,113,68.48,34,20.61,18,10.91,06019
6,20,120,71,59.17,29,24.17,20,16.67,06020
6,21,96,54,56.25,31,32.29,11,11.46,06021
6,22,121,61,50.41,33,27.27,27,22.31,06022
6,23,81,40,49.38,27,33.33,14,17.28,06023
6,24,107,56,52.34,29,27.1,22,20.56,06024
6,25,97,63,64.95,18,18.56,16,16.49,06025
6,26,126,85,67.46,21,16.67,20,15.87,06026
6,27,104,61,58.65,26,25.0,17,16.35,06027
6,28,89,44,49.44,28,31.46,17,19.1,06028
6,29,239,192,80.33,30,12.55,17,7.11,06029
6,30,167,103,61.68,37,22.16,27,16.17,06030
6,31,252,194,76.98,40,15.87,18,7.14,06031
6,32,205,143,69.76,31,15.12,31,15.12,06032
6,33,213,156,73.24,32,15.02,25,11.74,06033
6,34,228,151,66.23,43,18.86,34,14.91,06034
6,35,228,151,66.23,53,23.25,24,10.53,06035
6,36,281,203,72.24,50,17.79,28,9.96,06036
6,37,280,226,80.71,31,11.07,23,8.21,06037
6,38,246,185,75.2,36,14.63,25,10.16,06038
6,39,161,104,64.6,32,19.88,25,15.53,06039
6,40,193,141,73.06,32,16.58,20,10.36,06040
6,41,242,171,70.66,37,15.29,34,14.05,06041
6,42,196,117,59.69,54,27.55,25,12.76,06042
6,43,186,136,73.12,32,17.2,18,9.68,06043
6,44,226,146,64.6,48,21.24,32,14.16,06044
6,45,260,192,73.85,44,16.92,24,9.23,06045
6,46,155,104,67.1,32,20.65,19,12.26,06046
6,47,158,102,64.56,36,22.78,20,12.66,06047
6,48,201,123,61.19,46,22.89,32,15.92,06048
7,1,187,118,63.1,40,21.39,29,15.51,07001
7,2,178,103,57.87,36,20.22,39,21.91,07002
7,3,226,167,73.89,36,15.93,23,10.18,07003
7,4,196,137,69.9,42,21.43,17,8.67,07004
7,5,185,108,58.38,41,22.16,36,19.46,07005
7,6,275,195,70.91,48,17.45,32,11.64,07006
7,7,180,121,67.22,38,21.11,21,11.67,07007
7,8,119,79,66.39,22,18.49,18,15.13,07008
7,9,342,245,71.64,54,15.79,43,12.57,07009
7,10,233,174,74.68,38,16.31,21,9.01,07010
7,11,196,122,62.24,43,21.94,31,15.82,07011
7,12,171,111,64.91,40,23.39,20,11.7,07012
7,13,125,87,69.6,29,23.2,9,7.2,07013
7,14,195,118,60.51,52,26.67,25,12.82,07014
7,15,202,150,74.26,31,15.35,21,10.4,07015
7,16,147,102,69.39,27,18.37,18,12.24,07016
7,17,178,119,66.85,37,20.79,22,12.36,07017
7,18,141,85,60.28,36,25.53,20,14.18,07018
7,19,174,130,74.71,27,15.52,17,9.77,07019
7,20,147,89,60.54,38,25.85,20,13.61,07020
7,21,124,79,63.71,23,18.55,22,17.74,07021
7,22,160,73,45.63,40,25.0,47,29.38,07022
7,23,217,162,74.65,25,11.52,30,13.82,07023
7,24,144,95,65.97,34,23.61,15,10.42,07024
7,25,145,67,46.21,48,33.1,30,20.69,07025
7,26,172,131,76.16,28,16.28,13,7.56,07026
7,27,160,105,65.63,25,15.63,30,18.75,07027
7,28,126,82,65.08,30,23.81,14,11.11,07028
7,29,168,126,75.0,19,11.31,23,13.69,07029
7,30,126,72,57.14,37,29.37,17,13.49,07030
7,31,119,67,56.3,33,27.73,19,15.97,07031
7,32,312,255,81.73,33,10.58,24,7.69,07032
7,33,300,218,72.67,54,18.0,28,9.33,07033
7,34,269,202,75.09,42,15.61,25,9.29,07034
7,35,219,150,68.49,50,22.83,19,8.68,07035
7,36,267,194,72.66,44,16.48,29,10.86,07036
7,37,201,126,62.69,43,21.39,32,15.92,07037
7,38,178,126,70.79,36,20.22,16,8.99,07038
7,39,194,131,67.53,42,21.65,21,10.82,07039
7,40,196,147,75.0,27,13.78,22,11.22,07040
7,41,196,132,67.35,39,19.9,25,12.76,07041
7,42,180,122,67.78,43,23.89,15,8.33,07042
7,43,195,123,63.08,44,22.56,28,14.36,07043
7,44,170,104,61.18,37,21.76,29,17.06,07044
7,45,164,108,65.85,30,18.29,26,15.85,07045
7,46,89,52,58.43,20,22.47,17,19.1,07046
8,1,155,94,60.65,35,22.58,26,16.77,08001
8,2,165,117,70.91,25,15.15,23,13.94,08002
8,3,288,235,81.6,32,11.11,21,7.29,08003
8,4,266,216,81.2,32,12.03,18,6.77,08004
8,5,267,214,80.15,33,12.36,20,7.49,08005
8,6,248,184,74.19,45,18.15,19,7.66,08006
8,7,268,201,75.0,30,11.19,37,13.81,08007
8,8,254,195,76.77,37,14.57,22,8.66,08008
8,9,164,119,72.56,29,17.68,16,9.76,08009
8,10,314,248,78.98,30,9.55,36,11.46,08010
8,11,141,100,70.92,26,18.44,15,10.64,08011
8,12,203,135,66.5,36,17.73,32,15.76,08012
8,13,221,149,67.42,44,19.91,28,12.67,08013
8,14,155,88,56.77,42,27.1,25,16.13,08014
8,15,204,120,58.82,44,21.57,40,19.61,08015
8,16,73,56,76.71,10,13.7,7,9.59,08016
8,17,195,154,78.97,23,11.79,18,9.23,08017
8,18,151,93,61.59,32,21.19,26,17.22,08018
8,19,279,216,77.42,37,13.26,26,9.32,08019
8,20,257,204,79.38,27,10.51,26,10.12,08020
8,21,258,198,76.74,35,13.57,25,9.69,08021
8,22,219,156,71.23,35,15.98,28,12.79,08022
8,23,173,118,68.21,35,20.23,20,11.56,08023
8,24,145,109,75.17,23,15.86,13,8.97,08024
8,25,204,132,64.71,42,20.59,30,14.71,08025
8,26,149,103,69.13,22,14.77,24,16.11,08026
8,27,263,194,73.76,40,15.21,29,11.03,08027
8,28,220,174,79.09,25,11.36,21,9.55,08028
8,29,233,178,76.39,34,14.59,21,9.01,08029
8,30,242,157,64.88,58,23.97,27,11.16,08030
8,31,161,118,73.29,24,14.91,19,11.8,08031
8,32,196,155,79.08,23,11.73,18,9.18,08032
8,33,168,111,66.07,29,17.26,28,16.67,08033
8,34,234,171,73.08,33,14.1,30,12.82,08034
8,35,270,188,69.63,46,17.04,36,13.33,08035
8,36,231,169,73.16,43,18.61,19,8.23,08036
8,37,197,162,82.23,23,11.68,12,6.09,08037
8,38,153,120,78.43,21,13.73,12,7.84,08038
8,39,235,180,76.6,35,14.89,20,8.51,08039
8,40,193,142,73.58,39,20.21,12,6.22,08040
8,41,233,165,70.82,45,19.31,23,9.87,08041
8,42,266,201,75.56,33,12.41,32,12.03,08042
8,43,114,76,66.67,24,21.05,14,12.28,08043
8,44,140,95,67.86,25,17.86,20,14.29,08044
8,45,157,88,56.05,42,26.75,27,17.2,08045
8,46,164,112,68.29,32,19.51,20,12.2,08046
8,47,181,126,69.61,32,17.68,23,12.71,08047
8,48,191,134,70.16,33,17.28,24,12.57,08048
8,49,231,157,67.97,47,20.35,27,11.69,08049
8,50,235,175,74.47,42,17.87,18,7.66,08050
8,51,241,191,79.25,32,13.28,18,7.47,08051
8,52,317,229,72.24,59,18.61,29,9.15,08052
8,53,95,67,70.53,18,18.95,10,10.53,08053
8,54,162,101,62.35,37,22.84,24,14.81,08054
8,55,230,162,70.43,43,18.7,25,10.87,08055
8,56,244,187,76.64,34,13.93,23,9.43,08056
9,1,191,138,72.25,35,18.32,18,9.42,09001
9,2,191,113,59.16,58,30.37,20,10.47,09002
9,3,113,68,60.18,25,22.12,20,17.7,09003
9,4,164,107,65.24,36,21.95,21,12.8,09004
9,5,190,139,73.16,29,15.26,22,11.58,09005
9,6,194,133,68.56,29,14.95,32,16.49,09006
9,7,127,78,61.42,20,15.75,29,22.83,09007
9,8,174,114,65.52,36,20.69,24,13.79,09008
9,9,225,172,76.44,30,13.33,23,10.22,09009
9,10,169,104,61.54,27,15.98,38,22.49,09010
9,11,141,98,69.5,26,18.44,17,12.06,09011
9,12,227,169,74.45,40,17.62,18,7.93,09012
9,13,276,188,68.12,59,21.38,29,10.51,09013
9,14,260,184,70.77,47,18.08,29,11.15,09014
9,15,157,80,50.96,44,28.03,33,21.02,09015
9,16,216,147,68.06,38,17.59,31,14.35,09016
9,17,134,76,56.72,35,26.12,23,17.16,09017
9,18,147,94,63.95,33,22.45,20,13.61,09018
9,19,188,113,60.11,47,25.0,28,14.89,09019
9,20,182,125,68.68,37,20.33,20,10.99,09020
9,21,179,114,63.69,30,16.76,35,19.55,09021
9,22,227,171,75.33,31,13.66,25,11.01,09022
9,23,246,194,78.86,30,12.2,22,8.94,09023
9,24,238,173,72.69,44,18.49,21,8.82,09024
9,25,218,150,68.81,33,15.14,35,16.06,09025
9,26,158,84,53.16,46,29.11,28,17.72,09026
9,27,169,119,70.41,30,17.75,20,11.83,09027
9,28,92,53,57.61,28,30.43,11,11.96,09028
9,29,119,78,65.55,21,17.65,20,16.81,09029
9,30,148,104,70.27,30,20.27,14,9.46,09030
9,31,148,86,58.11,37,25.0,25,16.89,09031
9,32,200,152,76.0,32,16.0,16,8.0,09032
9,33,150,99,66.0,38,25.33,13,8.67,09033
9,34,144,85,59.03,38,26.39,21,14.58,09034
9,35,209,157,75.12,40,19.14,12,5.74,09035
9,36,164,114,69.51,35,21.34,15,9.15,09036
9,37,272,135,49.63,73,26.84,64,23.53,09037
9,38,199,127,63.82,44,22.11,28,14.07,09038
9,39,231,169,73.16,28,12.12,34,14.72,09039
9,40,248,178,71.77,35,14.11,35,14.11,09040
9,41,175,117,66.86,28,16.0,30,17.14,09041
9,42,234,187,79.91,32,13.68,15,6.41,09042
9,43,146,90,61.64,38,26.03,18,12.33,09043
9,44,192,131,68.23,35,18.23,26,13.54,09044
9,45,151,91,60.26,42,27.81,18,11.92,09045
9,46,208,131,62.98,46,22.12,31,14.9,09046
9,47,244,194,79.51,32,13.11,18,7.38,09047
9,48,228,161,70.61,36,15.79,31,13.6,09048
9,49,243,163,67.08,52,21.4,28,11.52,09049
9,50,324,254,78.4,45,13.89,25,7.72,09050
9,51,234,168,71.79,37,15.81,29,12.39,09051
10,1,164,77,46.95,43,26.22,44,26.83,10001
10,2,130,28,21.54,57,43.85,45,34.62,10002
10,3,139,47,33.81,59,42.45,33,23.74,10003
10,4,117,50,42.74,36,30.77,31,26.5,10004
10,5,117,26,22.22,55,47.01,36,30.77,10005
10,6,122,32,26.23,51,41.8,39,31.97,10006
10,7,104,31,29.81,55,52.88,18,17.31,10007
10,8,82,36,43.9,30,36.59,16,19.51,10008
10,9,132,47,35.61,40,30.3,45,34.09,10009
10,10,159,50,31.45,53,33.33,56,35.22,10010
10,11,210,59,28.1,84,40.0,67,31.9,10011
10,12,100,22,22.0,46,46.0,32,32.0,10012
10,13,162,44,27.16,67,41.36,51,31.48,10013
10,14,205,58,28.29,81,39.51,66,32.2,10014
10,15,368,233,63.32,84,22.83,51,13.86,10015
10,16,96,18,18.75,42,43.75,36,37.5,10016
10,17,220,60,27.27,78,35.45,82,37.27,10017
10,18,90,30,33.33,40,44.44,20,22.22,10018
10,19,176,44,25.0,78,44.32,54,30.68,10019
10,20,184,62,33.7,77,41.85,45,24.46,10020
10,21,169,41,24.26,73,43.2,55,32.54,10021
10,22,107,25,23.36,59,55.14,23,21.5,10022
10,23,141,34,24.11,69,48.94,38,26.95,10023
10,24,130,33,25.38,52,40.0,45,34.62,10024
10,25,47,21,44.68,13,27.66,13,27.66,10025
10,26,122,33,27.05,53,43.44,36,29.51,10026
10,27,139,68,48.92,45,32.37,26,18.71,10027
10,28,196,62,31.63,79,40.31,55,28.06,10028
10,29,175,57,32.57,79,45.14,39,22.29,10029
10,30,141,37,26.24,58,41.13,46,32.62,10030
10,31,127,35,27.56,66,51.97,26,20.47,10031
10,32,153,39,25.49,67,43.79,47,30.72,10032
10,33,123,36,29.27,55,44.72,32,26.02,10033
10,34,109,40,36.7,37,33.94,32,29.36,10034
10,35,182,44,24.18,75,41.21,63,34.62,10035
10,36,39,17,43.59,15,38.46,7,17.95,10036
11,1,234,85,36.32,76,32.48,73,31.2,11001
11,2,15,6,40.0,5,33.33,4,26.67,11002
11,3,206,71,34.47,90,43.69,45,21.84,11003
11,4,172,62,36.05,64,37.21,46,26.74,11004
11,5,311,113,36.33,126,40.51,72,23.15,11005
11,6,268,117,43.66,89,33.21,62,23.13,11006
11,7,233,99,42.49,74,31.76,60,25.75,11007
11,8,206,71,34.47,82,39.81,53,25.73,11008
11,9,199,64,32.16,90,45.23,45,22.61,11009
11,10,191,47,24.61,89,46.6,55,28.8,11010
11,11,196,68,34.69,80,40.82,48,24.49,11011
11,12,294,56,19.05,132,44.9,106,36.05,11012
11,13,240,63,26.25,92,38.33,85,35.42,11013
11,14,98,26,26.53,29,29.59,43,43.88,11014
11,15,71,19,26.76,27,38.03,25,35.21,11015
11,16,137,44,32.12,50,36.5,43,31.39,11016
11,17,318,89,27.99,145,45.6,84,26.42,11017
11,18,174,45,25.86,79,45.4,50,28.74,11018
11,19,292,121,41.44,106,36.3,65,22.26,11019
11,20,139,46,33.09,46,33.09,47,33.81,11020
11,21,313,81,25.88,116,37.06,116,37.06,11021
11,22,278,81,29.14,109,39.21,88,31.65,11022
11,23,144,43,29.86,64,44.44,37,25.69,11023
11,24,333,97,29.13,100,30.03,136,40.84,11024
11,25,271,92,33.95,115,42.44,64,23.62,11025
11,26,272,94,34.56,97,35.66,81,29.78,11026
11,27,75,23,30.67,30,40.0,22,29.33,11027
11,28,91,21,23.08,35,38.46,35,38.46,11028
11,29,261,67,25.67,94,36.02,100,38.31,11029
11,30,101,37,36.63,36,35.64,28,27.72,11030
11,31,204,47,23.04,76,37.25,81,39.71,11031
11,32,88,28,31.82,27,30.68,33,37.5,11032
11,33,255,118,46.27,71,27.84,66,25.88,11033
11,34,68,24,35.29,24,35.29,20,29.41,11034
11,35,35,18,51.43,10,28.57,7,20.0,11035
11,36,69,18,26.09,31,44.93,20,28.99,11036
11,37,54,27,50.0,17,31.48,10,18.52,11037
11,38,101,28,27.72,44,43.56,29,28.71,11038
12,1,241,53,21.99,118,48.96,70,29.05,12001
12,2,164,53,32.32,69,42.07,42,25.61,12002
12,3,302,94,31.13,119,39.4,89,29.47,12003
12,4,251,71,28.29,99,39.44,81,32.27,12004
12,5,172,41,23.84,74,43.02,57,33.14,12005
12,6,214,73,34.11,90,42.06,51,23.83,12006
12,7,204,65,31.86,84,41.18,55,26.96,12007
12,8,220,48,21.82,98,44.55,74,33.64,12008
12,9,178,45,25.28,73,41.01,60,33.71,12009
12,10,271,85,31.37,110,40.59,76,28.04,12010
12,11,220,59,26.82,88,40.0,73,33.18,12011
12,12,195,52,26.67,85,43.59,58,29.74,12012
12,13,194,54,27.84,84,43.3,56,28.87,12013
12,14,180,52,28.89,81,45.0,47,26.11,12014
12,15,171,60,35.09,68,39.77,43,25.15,12015
12,16,155,40,25.81,71,45.81,44,28.39,12016
12,17,198,64,32.32,80,40.4,54,27.27,12017
12,18,139,52,37.41,59,42.45,28,20.14,12018
12,19,202,53,26.24,83,41.09,66,32.67,12019
12,20,208,72,34.62,84,40.38,52,25.0,12020
12,21,193,66,34.2,79,40.93,48,24.87,12021
12,22,204,48,23.53,97,47.55,59,28.92,12022
12,23,223,67,30.04,86,38.57,70,31.39,12023
13,1,154,36,23.38,60,38.96,58,37.66,13001
13,2,137,25,18.25,58,42.34,54,39.42,13002
