ward,precinct,total,Teresa Molina,Teresa Molina Percent,Michael O'Malley,Michael O'Malley Percent,precinct_id
2,4,223,194,87.0,29,13.0,02004
2,5,267,221,82.77,46,17.23,02005
2,6,233,195,83.69,38,16.31,02006
2,7,148,120,81.08,28,18.92,02007
2,8,227,188,82.82,39,17.18,02008
2,9,139,108,77.7,31,22.3,02009
2,10,136,103,75.74,33,24.26,02010
2,11,197,152,77.16,45,22.84,02011
2,12,222,173,77.93,49,22.07,02012
2,13,216,174,80.56,42,19.44,02013
2,14,294,255,86.73,39,13.27,02014
2,15,216,182,84.26,34,15.74,02015
2,16,212,180,84.91,32,15.09,02016
2,17,299,255,85.28,44,14.72,02017
2,18,204,155,75.98,49,24.02,02018
2,19,108,85,78.7,23,21.3,02019
2,20,204,173,84.8,31,15.2,02020
2,21,262,215,82.06,47,17.94,02021
2,22,234,183,78.21,51,21.79,02022
2,23,146,113,77.4,33,22.6,02023
2,24,156,123,78.85,33,21.15,02024
2,25,244,211,86.48,33,13.52,02025
2,26,171,128,74.85,43,25.15,02026
2,27,156,112,71.79,44,28.21,02027
2,28,205,156,76.1,49,23.9,02028
2,29,205,151,73.66,54,26.34,02029
2,30,175,137,78.29,38,21.71,02030
2,31,258,198,76.74,60,23.26,02031
2,32,143,117,81.82,26,18.18,02032
2,33,325,249,76.62,76,23.38,02033
2,34,190,145,76.32,45,23.68,02034
2,35,212,172,81.13,40,18.87,02035
2,36,192,155,80.73,37,19.27,02036
2,37,226,175,77.43,51,22.57,02037
2,38,159,130,81.76,29,18.24,02038
2,39,116,86,74.14,30,25.86,02039
2,40,162,132,81.48,30,18.52,02040
2,41,180,148,82.22,32,17.78,02041
2,42,174,138,79.31,36,20.69,02042
2,43,207,168,81.16,39,18.84,02043
2,44,130,94,72.31,36,27.69,02044
2,45,214,172,80.37,42,19.63,02045
2,46,131,107,81.68,24,18.32,02046
3,1,313,244,77.96,69,22.04,03001
3,2,371,279,75.2,92,24.8,03002
3,3,145,118,81.38,27,18.62,03003
3,4,324,276,85.19,48,14.81,03004
3,5,162,127,78.4,35,21.6,03005
3,6,310,260,83.87,50,16.13,03006
3,7,185,132,71.35,53,28.65,03007
3,8,180,124,68.89,56,31.11,03008
3,9,309,258,83.5,51,16.5,03009
3,10,111,73,65.77,38,34.23,03010
3,11,255,204,80.0,51,20.0,03011
3,12,272,220,80.88,52,19.12,03012
3,13,301,256,85.05,45,14.95,03013
3,14,295,244,82.71,51,17.29,03014
3,15,200,143,71.5,57,28.5,03015
3,16,221,166,75.11,55,24.89,03016
3,17,364,295,81.04,69,18.96,03017
3,18,337,271,80.42,66,19.58,03018
3,19,258,188,72.87,70,27.13,03019
3,20,290,216,74.48,74,25.52,03020
3,21,287,220,76.66,67,23.34,03021
3,22,316,253,80.06,63,19.94,03022
3,23,173,127,73.41,46,26.59,03023
3,24,215,159,73.95,56,26.05,03024
3,25,391,319,81.59,72,18.41,03025
3,26,298,253,84.9,45,15.1,03026
3,27,296,245,82.77,51,17.23,03027
3,28,178,129,72.47,49,27.53,03028
3,29,252,171,67.86,81,32.14,03029
3,30,233,193,82.83,40,17.17,03030
3,31,317,251,79.18,66,20.82,03031
3,32,296,249,84.12,47,15.88,03032
3,33,299,256,85.62,43,14.38,03033
3,34,301,252,83.72,49,16.28,03034
3,35,122,94,77.05,28,22.95,03035
3,36,124,84,67.74,40,32.26,03036
3,37,230,183,79.57,47,20.43,03037
3,38,214,160,74.77,54,25.23,03038
3,39,331,284,85.8,47,14.2,03039
3,40,209,160,76.56,49,23.44,03040
3,41,212,170,80.19,42,19.81,03041
4,1,368,333,90.49,35,9.51,04001
4,2,311,265,85.21,46,14.79,04002
4,3,214,164,76.64,50,23.36,04003
4,4,365,282,77.26,83,22.74,04004
4,5,326,276,84.66,50,15.34,04005
4,6,353,300,84.99,53,15.01,04006
4,7,357,295,82.63,62,17.37,04007
4,8,308,268,87.01,40,12.99,04008
4,9,375,319,85.07,56,14.93,04009
4,10,358,295,82.4,63,17.6,04010
4,11,241,193,80.08,48,19.92,04011
4,12,325,265,81.54,60,18.46,04012
4,13,280,243,86.79,37,13.21,04013
4,14,254,198,77.95,56,22.05,04014
4,15,336,276,82.14,60,17.86,04015
4,16,387,335,86.56,52,13.44,04016
4,17,301,257,85.38,44,14.62,04017
4,18,288,214,74.31,74,25.69,04018
4,19,196,137,69.9,59,30.1,04019
4,20,258,218,84.5,40,15.5,04020
4,21,297,245,82.49,52,17.51,04021
4,22,280,231,82.5,49,17.5,04022
4,23,365,333,91.23,32,8.77,04023
4,24,264,210,79.55,54,20.45,04024
4,25,308,251,81.49,57,18.51,04025
4,26,245,189,77.14,56,22.86,04026
4,27,353,316,89.52,37,10.48,04027
4,28,247,207,83.81,40,16.19,04028
4,29,238,200,84.03,38,15.97,04029
4,30,333,255,76.58,78,23.42,04030
4,31,353,291,82.44,62,17.56,04031
4,32,299,252,84.28,47,15.72,04032
4,33,283,250,88.34,33,11.66,04033
4,34,248,207,83.47,41,16.53,04034
4,35,324,278,85.8,46,14.2,04035
4,36,336,284,84.52,52,15.48,04036
4,37,449,384,85.52,65,14.48,04037
4,38,311,274,88.1,37,11.9,04038
5,1,209,160,76.56,49,23.44,05001
5,2,192,140,72.92,52,27.08,05002
5,3,272,235,86.4,37,13.6,05003
5,4,332,291,87.65,41,12.35,05004
5,5,211,155,73.46,56,26.54,05005
5,6,211,155,73.46,56,26.54,05006
5,7,264,218,82.58,46,17.42,05007
5,8,293,270,92.15,23,7.85,05008
5,9,330,294,89.09,36,10.91,05009
5,10,202,151,74.75,51,25.25,05010
5,11,290,251,86.55,39,13.45,05011
5,12,156,116,74.36,40,25.64,05012
5,13,224,173,77.23,51,22.77,05013
5,14,241,205,85.06,36,14.94,05014
5,15,260,219,84.23,41,15.77,05015
5,16,233,177,75.97,56,24.03,05016
5,17,178,130,73.03,48,26.97,05017
5,18,268,238,88.81,30,11.19,05018
5,19,271,244,90.04,27,9.96,05019
5,20,329,287,87.23,42,12.77,05020
5,21,272,238,87.5,34,12.5,05021
5,22,338,284,84.02,54,15.98,05022
5,23,451,408,90.47,43,9.53,05023
5,24,306,273,89.22,33,10.78,05024
5,25,242,200,82.64,42,17.36,05025
5,26,244,190,77.87,54,22.13,05026
5,27,244,216,88.52,28,11.48,05027
5,28,276,245,88.77,31,11.23,05028
5,29,267,210,78.65,57,21.35,05029
5,30,164,123,75.0,41,25.0,05030
5,31,177,138,77.97,39,22.03,05031
5,32,292,257,88.01,35,11.99,05032
5,33,285,216,75.79,69,24.21,05033
5,34,307,277,90.23,30,9.77,05034
5,35,321,291,90.65,30,9.35,05035
5,36,93,74,79.57,19,20.43,05036
5,37,295,252,85.42,43,14.58,05037
5,38,203,139,68.47,64,31.53,05038
5,39,220,189,85.91,31,14.09,05039
5,40,184,150,81.52,34,18.48,05040
5,41,155,123,79.35,32,20.65,05041
6,1,252,202,80.16,50,19.84,06001
6,2,265,206,77.74,59,22.26,06002
6,3,246,179,72.76,67,27.24,06003
6,4,153,113,73.86,40,26.14,06004
6,5,130,91,70.0,39,30.0,06005
6,6,245,196,80.0,49,20.0,06006
6,7,194,131,67.53,63,32.47,06007
6,8,245,197,80.41,48,19.59,06008
6,9,169,125,73.96,44,26.04,06009
6,10,127,99,77.95,28,22.05,06010
6,11,184,144,78.26,40,21.74,06011
6,12,142,105,73.94,37,26.06,06012
6,13,170,123,72.35,47,27.65,06013
6,14,203,146,71.92,57,28.08,06014
6,15,161,102,63.35,59,36.65,06015
6,16,269,211,78.44,58,21.56,06016
6,17,125,91,72.8,34,27.2,06017
6,18,170,108,63.53,62,36.47,06018
6,19,168,124,73.81,44,26.19,06019
6,20,115,76,66.09,39,33.91,06020
6,21,93,64,68.82,29,31.18,06021
6,22,116,83,71.55,33,28.45,06022
6,23,81,53,65.43,28,34.57,06023
6,24,109,77,70.64,32,29.36,06024
6,25,98,69,70.41,29,29.59,06025
6,26,129,91,70.54,38,29.46,06026
6,27,105,72,68.57,33,31.43,06027
6,28,87,58,66.67,29,33.33,06028
6,29,234,202,86.32,32,13.68,06029
6,30,165,126,76.36,39,23.64,06030
6,31,245,207,84.49,38,15.51,06031
6,32,196,141,71.94,55,28.06,06032
6,33,207,158,76.33,49,23.67,06033
6,34,222,185,83.33,37,16.67,06034
6,35,223,173,77.58,50,22.42,06035
6,36,263,196,74.52,67,25.48,06036
6,37,266,228,85.71,38,14.29,06037
6,38,238,196,82.35,42,17.65,06038
6,39,162,124,76.54,38,23.46,06039
6,40,188,145,77.13,43,22.87,06040
6,41,233,174,74.68,59,25.32,06041
6,42,187,138,73.8,49,26.2,06042
6,43,178,136,76.4,42,23.6,06043
6,44,220,168,76.36,52,23.64,06044
6,45,250,204,81.6,46,18.4,06045
6,46,143,109,76.22,34,23.78,06046
6,47,157,103,65.61,54,34.39,06047
6,48,199,147,73.87,52,26.13,06048
7,1,191,148,77.49,43,22.51,07001
7,2,175,129,73.71,46,26.29,07002
7,3,217,177,81.57,40,18.43,07003
7,4,195,150,76.92,45,23.08,07004
7,5,182,123,67.58,59,32.42,07005
7,6,266,214,80.45,52,19.55,07006
7,7,175,120,68.57,55,31.43,07007
7,8,117,89,76.07,28,23.93,07008
7,9,334,278,83.23,56,16.77,07009
7,10,229,178,77.73,51,22.27,07010
7,11,196,151,77.04,45,22.96,07011
7,12,167,115,68.86,52,31.14,07012
7,13,123,87,70.73,36,29.27,07013
7,14,182,131,71.98,51,28.02,07014
7,15,198,161,81.31,37,18.69,07015
7,16,145,108,74.48,37,25.52,07016
7,17,172,122,70.93,50,29.07,07017
7,18,141,109,77.3,32,22.7,07018
7,19,166,132,79.52,34,20.48,07019
7,20,144,103,71.53,41,28.47,07020
7,21,127,92,72.44,35,27.56,07021
7,22,160,117,73.13,43,26.88,07022
7,23,211,182,86.26,29,13.74,07023
7,24,145,117,80.69,28,19.31,07024
7,25,149,110,73.83,39,26.17,07025
7,26,174,134,77.01,40,22.99,07026
7,27,159,118,74.21,41,25.79,07027
7,28,121,92,76.03,29,23.97,07028
7,29,164,135,82.32,29,17.68,07029
7,30,126,102,80.95,24,19.05,07030
7,31,115,85,73.91,30,26.09,07031
7,32,310,272,87.74,38,12.26,07032
7,33,296,247,83.45,49,16.55,07033
7,34,257,206,80.16,51,19.84,07034
7,35,212,174,82.08,38,17.92,07035
7,36,256,222,86.72,34,13.28,07036
7,37,199,152,76.38,47,23.62,07037
7,38,171,128,74.85,43,25.15,07038
7,39,188,145,77.13,43,22.87,07039
7,40,201,153,76.12,48,23.88,07040
7,41,193,152,78.76,41,21.24,07041
7,42,177,139,78.53,38,21.47,07042
7,43,187,138,73.8,49,26.2,07043
7,44,167,123,73.65,44,26.35,07044
7,45,164,115,70.12,49,29.88,07045
7,46,87,58,66.67,29,33.33,07046
8,1,147,110,74.83,37,25.17,08001
8,2,157,112,71.34,45,28.66,08002
8,3,275,239,86.91,36,13.09,08003
8,4,260,220,84.62,40,15.38,08004
8,5,263,221,84.03,42,15.97,08005
8,6,248,198,79.84,50,20.16,08006
8,7,264,210,79.55,54,20.45,08007
8,8,235,200,85.11,35,14.89,08008
8,9,164,138,84.15,26,15.85,08009
8,10,310,276,89.03,34,10.97,08010
8,11,140,106,75.71,34,24.29,08011
8,12,200,159,79.5,41,20.5,08012
8,13,217,176,81.11,41,18.89,08013
8,14,152,109,71.71,43,28.29,08014
8,15,195,137,70.26,58,29.74,08015
8,16,71,55,77.46,16,22.54,08016
8,17,190,162,85.26,28,14.74,08017
8,18,145,100,68.97,45,31.03,08018
8,19,279,217,77.78,62,22.22,08019
8,20,248,198,79.84,50,20.16,08020
8,21,257,207,80.54,50,19.46,08021
8,22,210,172,81.9,38,18.1,08022
8,23,170,133,78.24,37,21.76,08023
8,24,142,111,78.17,31,21.83,08024
8,25,202,150,74.26,52,25.74,08025
8,26,146,119,81.51,27,18.49,08026
8,27,258,225,87.21,33,12.79,08027
8,28,214,170,79.44,44,20.56,08028
8,29,226,182,80.53,44,19.47,08029
8,30,238,183,76.89,55,23.11,08030
8,31,160,122,76.25,38,23.75,08031
8,32,195,152,77.95,43,22.05,08032
8,33,169,122,72.19,47,27.81,08033
8,34,233,173,74.25,60,25.75,08034
8,35,267,209,78.28,58,21.72,08035
8,36,224,180,80.36,44,19.64,08036
8,37,195,169,86.67,26,13.33,08037
8,38,151,112,74.17,39,25.83,08038
8,39,227,194,85.46,33,14.54,08039
8,40,190,149,78.42,41,21.58,08040
8,41,226,172,76.11,54,23.89,08041
8,42,253,215,84.98,38,15.02,08042
8,43,111,80,72.07,31,27.93,08043
8,44,135,93,68.89,42,31.11,08044
8,45,153,115,75.16,38,24.84,08045
8,46,167,127,76.05,40,23.95,08046
8,47,175,140,80.0,35,20.0,08047
8,48,192,148,77.08,44,22.92,08048
8,49,229,186,81.22,43,18.78,08049
8,50,232,194,83.62,38,16.38,08050
8,51,245,198,80.82,47,19.18,08051
8,52,315,260,82.54,55,17.46,08052
8,53,95,74,77.89,21,22.11,08053
8,54,158,122,77.22,36,22.78,08054
8,55,223,178,79.82,45,20.18,08055
8,56,240,195,81.25,45,18.75,08056
9,1,192,149,77.6,43,22.4,09001
9,2,189,136,71.96,53,28.04,09002
9,3,114,73,64.04,41,35.96,09003
9,4,160,118,73.75,42,26.25,09004
9,5,185,149,80.54,36,19.46,09005
9,6,193,149,77.2,44,22.8,09006
9,7,122,82,67.21,40,32.79,09007
9,8,173,135,78.03,38,21.97,09008
9,9,218,162,74.31,56,25.69,09009
9,10,169,118,69.82,51,30.18,09010
9,11,137,93,67.88,44,32.12,09011
9,12,223,169,75.78,54,24.22,09012
9,13,268,209,77.99,59,22.01,09013
9,14,261,215,82.38,46,17.62,09014
9,15,156,106,67.95,50,32.05,09015
9,16,212,161,75.94,51,24.06,09016
9,17,132,97,73.48,35,26.52,09017
9,18,148,107,72.3,41,27.7,09018
9,19,185,143,77.3,42,22.7,09019
9,20,184,137,74.46,47,25.54,09020
9,21,180,133,73.89,47,26.11,09021
9,22,226,174,76.99,52,23.01,09022
9,23,241,213,88.38,28,11.62,09023
9,24,234,182,77.78,52,22.22,09024
9,25,217,163,75.12,54,24.88,09025
9,26,155,102,65.81,53,34.19,09026
9,27,167,124,74.25,43,25.75,09027
9,28,88,68,77.27,20,22.73,09028
9,29,110,72,65.45,38,34.55,09029
9,30,150,114,76.0,36,24.0,09030
9,31,146,115,78.77,31,21.23,09031
9,32,196,146,74.49,50,25.51,09032
9,33,149,112,75.17,37,24.83,09033
9,34,144,102,70.83,42,29.17,09034
9,35,204,158,77.45,46,22.55,09035
9,36,158,117,74.05,41,25.95,09036
9,37,266,213,80.08,53,19.92,09037
9,38,189,141,74.6,48,25.4,09038
9,39,220,173,78.64,47,21.36,09039
9,40,244,189,77.46,55,22.54,09040
9,41,170,132,77.65,38,22.35,09041
9,42,233,195,83.69,38,16.31,09042
9,43,141,105,74.47,36,25.53,09043
9,44,197,146,74.11,51,25.89,09044
9,45,146,114,78.08,32,21.92,09045
9,46,204,160,78.43,44,21.57,09046
9,47,240,210,87.5,30,12.5,09047
9,48,222,182,81.98,40,18.02,09048
9,49,237,198,83.54,39,16.46,09049
9,50,317,268,84.54,49,15.46,09050
9,51,230,179,77.83,51,22.17,09051
10,1,163,111,68.1,52,31.9,10001
10,2,141,95,67.38,46,32.62,10002
10,3,144,92,63.89,52,36.11,10003
10,4,119,96,80.67,23,19.33,10004
10,5,123,86,69.92,37,30.08,10005
10,6,129,98,75.97,31,24.03,10006
10,7,108,85,78.7,23,21.3,10007
10,8,80,48,60.0,32,40.0,10008
10,9,138,93,67.39,45,32.61,10009
10,10,172,133,77.33,39,22.67,10010
10,11,211,173,81.99,38,18.01,10011
10,12,107,77,71.96,30,28.04,10012
10,13,166,133,80.12,33,19.88,10013
10,14,218,180,82.57,38,17.43,10014
10,15,362,256,70.72,106,29.28,10015
10,16,99,72,72.73,27,27.27,10016
10,17,233,152,65.24,81,34.76,10017
10,18,97,76,78.35,21,21.65,10018
10,19,176,130,73.86,46,26.14,10019
10,20,188,145,77.13,43,22.87,10020
10,21,180,131,72.78,49,27.22,10021
10,22,109,91,83.49,18,16.51,10022
10,23,147,125,85.03,22,14.97,10023
10,24,140,104,74.29,36,25.71,10024
10,25,48,29,60.42,19,39.58,10025
10,26,128,101,78.91,27,21.09,10026
10,27,138,110,79.71,28,20.29,10027
10,28,202,160,79.21,42,20.79,10028
10,29,180,146,81.11,34,18.89,10029
10,30,154,124,80.52,30,19.48,10030
10,31,130,104,80.0,26,20.0,10031
10,32,167,136,81.44,31,18.56,10032
10,33,131,108,82.44,23,17.56,10033
10,34,110,91,82.73,19,17.27,10034
10,35,195,140,71.79,55,28.21,10035
10,36,39,29,74.36,10,25.64,10036
11,1,234,163,69.66,71,30.34,11001
11,2,14,3,21.43,11,78.57,11002
11,3,214,190,88.79,24,11.21,11003
11,4,177,125,70.62,52,29.38,11004
11,5,313,251,80.19,62,19.81,11005
11,6,277,217,78.34,60,21.66,11006
11,7,234,198,84.62,36,15.38,11007
11,8,213,147,69.01,66,30.99,11008
11,9,200,140,70.0,60,30.0,11009
11,10,190,131,68.95,59,31.05,11010
11,11,206,152,73.79,54,26.21,11011
11,12,301,107,35.55,194,64.45,11012
11,13,248,115,46.37,133,53.63,11013
11,14,101,55,54.46,46,45.54,11014
11,15,73,47,64.38,26,35.62,11015
11,16,138,86,62.32,52,37.68,11016
11,17,327,243,74.31,84,25.69,11017
11,18,177,114,64.41,63,35.59,11018
11,19,291,234,80.41,57,19.59,11019
11,20,141,79,56.03,62,43.97,11020
11,21,320,159,49.69,161,50.31,11021
11,22,279,192,68.82,87,31.18,11022
11,23,146,72,49.32,74,50.68,11023
11,24,322,169,52.48,153,47.52,11024
11,25,280,202,72.14,78,27.86,11025
11,26,274,192,70.07,82,29.93,11026
11,27,79,56,70.89,23,29.11,11027
11,28,95,43,45.26,52,54.74,11028
11,29,269,147,54.65,122,45.35,11029
11,30,100,61,61.0,39,39.0,11030
11,31,208,92,44.23,116,55.77,11031
11,32,89,42,47.19,47,52.81,11032
11,33,258,197,76.36,61,23.64,11033
11,34,73,44,60.27,29,39.73,11034
11,35,31,22,70.97,9,29.03,11035
11,36,71,54,76.06,17,23.94,11036
11,37,51,39,76.47,12,23.53,11037
11,38,108,96,88.89,12,11.11,11038
12,1,252,188,74.6,64,25.4,12001
12,2,185,151,81.62,34,18.38,12002
12,3,316,251,79.43,65,20.57,12003
12,4,266,211,79.32,55,20.68,12004
12,5,188,132,70.21,56,29.79,12005
12,6,237,185,78.06,52,21.94,12006
12,7,213,184,86.38,29,13.62,12007
12,8,240,184,76.67,56,23.33,12008
12,9,197,159,80.71,38,19.29,12009
12,10,277,254,91.7,23,8.3,12010
12,11,229,193,84.28,36,15.72,12011
12,12,212,169,79.72,43,20.28,12012
12,13,202,167,82.67,35,17.33,12013
12,14,188,159,84.57,29,15.43,12014
12,15,191,161,84.29,30,15.71,12015
12,16,160,140,87.5,20,12.5,12016
12,17,224,180,80.36,44,19.64,12017
12,18,147,135,91.84,12,8.16,12018
12,19,209,177,84.69,32,15.31,12019
12,20,221,188,85.07,33,14.93,12020
12,21,207,169,81.64,38,18.36,12021
12,22,212,180,84.91,32,15.09,12022
12,23,244,205,84.02,39,15.98,12023
13,1,159,104,65.41,55,34.59,13001
13,2,142,78,54.93,64,45.07,13002
13,3,170,139,81.76,31,18.24,13003
13,4,173,109,63.01,64,36.99,13004
13,5,217,163,75.12,54,24.88,13005
13,6,201,106,52.74,95,47.26,13006
13,7,143,99,69.23,44,30.77,13007
13,8,141,91,64.54,50,35.46,13008
13,9,184,150,81.52,34,18.48,13009
13,10,166,70,42.17,96,57.83,13010
13,11,217,132,60.83,85,39.17,13011
13,12,174,120,68.97,54,31.03,13012
13,13,193,135,69.95,58,30.05,13013
13,14,167,113,67.66,54,32.34,13014
13,15,279,206,73.84,73,26.16,13015
13,16,130,90,69.23,40,30.77,13016
13,17,142,93,65.49,49,34.51,13017
13,18,139,79,56.83,60,43.17,13018
13,19,238,183,76.89,55,23.11,13019
13,20,119,52,43.7,67,56.3,13020
13,21,185,86,46.49,99,53.51,13021
13,22,171,86,50.29,85,49.71,13022
13,23,130,97,74.62,33,25.38,13023
13,24,165,118,71.52,47,28.48,13024
13,25,193,143,74.09,50,25.91,13025
13,26,163,99,60.74,64,39.26,13026
13,27,178,104,58.43,74,41.57,13027
13,28,152,101,66.45,51,33.55,13028
13,29,149,103,69.13,46,30.87,13029
13,30,168,131,77.98,37,22.02,13030
13,31,174,85,48.85,89,51.15,13031
13,32,158,87,55.06,71,44.94,13032
13,33,182,97,53.3,85,46.7,13033
13,34,238,181,76.05,57,23.95,13034
13,35,206,146,70.87,60,29.13,13035
13,36,123,92,74.8,31,25.2,13036
13,37,195,126,64.62,69,35.38,13037
13,38,161,101,62.73,60,37.27,13038
13,39,174,124,71.26,50,28.74,13039
13,40,171,123,71.93,48,28.07,13040
13,41,235,173,73.62,62,26.38,13041
13,42,182,94,51.65,88,48.35,13042
13,43,187,116,62.03,71,37.97,13043
13,44,181,128,70.72,53,29.28,13044
13,45,228,131,57.46,97,42.54,13045
13,46,208,148,71.15,60,28.85,13046
13,47,210,166,79.05,44,20.95,13047
13,48,151,79,52.32,72,47.68,13048
14,1,219,110,50.23,109,49.77,14001
14,2,263,193,73.38,70,26.62,14002
14,3,167,140,83.83,27,16.17,14003
14,4,167,83,49.7,84,50.3,14004
14,5,254,208,81.89,46,18.11,14005
14,6,104,84,80.77,20,19.23,14006
14,7,247,215,87.04,32,12.96,14007
14,8,216,186,86.11,30,13.89,14008
14,9,247,162,65.59,85,34.41,14009
14,10,125,101,80.8,24,19.2,14010
14,11,116,87,75.0,29,25.0,14011
14,12,181,145,80.11,36,19.89,14012
14,13,182,142,78.02,40,21.98,14013
14,14,209,175,83.73,34,16.27,14014
14,15,199,168,84.42,31,15.58,14015
14,16,153,114,74.51,39,25.49,14016
14,17,185,160,86.49,25,13.51,14017
14,18,93,74,79.57,19,20.43,14018
14,19,152,121,79.61,31,20.39,14019
14,20,143,112,78.32,31,21.68,14020
14,21,140,121,86.43,19,13.57,14021
14,22,261,179,68.58,82,31.42,14022
14,23,156,111,71.15,45,28.85,14023
14,24,232,136,58.62,96,41.38,14024
14,25,111,88,79.28,23,20.72,14025
14,26,151,126,83.44,25,16.56,14026
14,27,211,158,74.88,53,25.12,14027
14,28,144,122,84.72,22,15.28,14028
14,29,172,142,82.56,30,17.44,14029
14,30,109,91,83.49,18,16.51,14030
14,31,120,104,86.67,16,13.33,14031
15,1,172,147,85.47,25,14.53,15001
15,2,107,73,68.22,34,31.78,15002
15,3,120,82,68.33,38,31.67,15003
15,4,201,175,87.06,26,12.94,15004
15,5,149,120,80.54,29,19.46,15005
15,6,177,144,81.36,33,18.64,15006
15,7,92,57,61.96,35,38.04,15007
15,8,177,157,88.7,20,11.3,15008
15,9,217,183,84.33,34,15.67,15009
15,10,250,190,76.0,60,24.0,15010
15,11,202,169,83.66,33,16.34,15011
15,12,216,179,82.87,37,17.13,15012
15,13,187,159,85.03,28,14.97,15013
15,14,160,145,90.63,15,9.38,15014
15,15,151,125,82.78,26,17.22,15015
15,16,207,172,83.09,35,16.91,15016
15,17,124,86,69.35,38,30.65,15017
15,18,82,54,65.85,28,34.15,15018
15,19,158,116,73.42,42,26.58,15019
15,20,115,81,70.43,34,29.57,15020
15,21,114,86,75.44,28,24.56,15021
15,22,110,67,60.91,43,39.09,15022
15,23,109,76,69.72,33,30.28,15023
15,24,90,57,63.33,33,36.67,15024
16,1,175,146,83.43,29,16.57,16001
16,2,148,107,72.3,41,27.7,16002
16,3,112,83,74.11,29,25.89,16003
16,4,134,98,73.13,36,26.87,16004
16,5,85,58,68.24,27,31.76,16005
16,6,143,100,69.93,43,30.07,16006
16,7,129,91,70.54,38,29.46,16007
16,8,73,52,71.23,21,28.77,16008
16,9,130,92,70.77,38,29.23,16009
16,10,114,79,69.3,35,30.7,16010
16,11,134,99,73.88,35,26.12,16011
16,12,111,84,75.68,27,24.32,16012
16,13,133,109,81.95,24,18.05,16013
16,14,99,69,69.7,30,30.3,16014
16,15,140,93,66.43,47,33.57,16015
16,16,122,85,69.67,37,30.33,16016
16,17,147,117,79.59,30,20.41,16017
16,18,98,82,83.67,16,16.33,16018
16,19,137,97,70.8,40,29.2,16019
16,20,99,67,67.68,32,32.32,16020
16,21,109,67,61.47,42,38.53,16021
16,22,106,80,75.47,26,24.53,16022
16,23,136,116,85.29,20,14.71,16023
16,24,71,50,70.42,21,29.58,16024
16,25,150,112,74.67,38,25.33,16025
16,26,108,85,78.7,23,21.3,16026
16,27,101,72,71.29,29,28.71,16027
16,28,129,96,74.42,33,25.58,16028
16,29,100,75,75.0,25,25.0,16029
16,30,80,54,67.5,26,32.5,16030
16,31,160,115,71.88,45,28.13,16031
16,32,164,137,83.54,27,16.46,16032
16,33,86,62,72.09,24,27.91,16033
16,34,134,89,66.42,45,33.58,16034
16,35,192,150,78.13,42,21.88,16035
16,36,88,53,60.23,35,39.77,16036
17,1,201,164,81.59,37,18.41,17001
17,2,162,118,72.84,44,27.16,17002
17,3,169,121,71.6,48,28.4,17003
17,4,226,161,71.24,65,28.76,17004
17,5,118,83,70.34,35,29.66,17005
17,6,150,117,78.0,33,22.0,17006
17,7,162,125,77.16,37,22.84,17007
17,8,137,99,72.26,38,27.74,17008
17,9,142,99,69.72,43,30.28,17009
17,10,227,169,74.45,58,25.55,17010
17,11,131,93,70.99,38,29.01,17011
17,12,228,188,82.46,40,17.54,17012
17,13,116,77,66.38,39,33.62,17013
17,14,140,110,78.57,30,21.43,17014
