ward,precinct,total,Rod R. Blagojevich,Rod R. Blagojevich Percent,Edwin Eisendrath,Edwin Eisendrath Percent,precinct_id
1,50,65,49,75.38,16,24.62,01050
2,1,139,91,65.47,48,34.53,02001
2,2,6,6,,0,,02002
2,3,107,92,85.98,15,14.02,02003
2,4,119,105,88.24,14,11.76,02004
2,5,83,75,90.36,8,9.64,02005
2,6,74,33,44.59,41,55.41,02006
2,7,209,192,91.87,17,8.13,02007
2,8,171,111,64.91,60,35.09,02008
2,9,110,102,92.73,8,7.27,02009
2,10,30,29,96.67,1,3.33,02010
2,11,88,39,44.32,49,55.68,02011
2,12,109,61,55.96,48,44.04,02012
2,13,135,111,82.22,24,17.78,02013
2,14,239,211,88.28,28,11.72,02014
2,15,22,22,,0,,02015
2,16,96,69,71.88,27,28.13,02016
2,17,120,112,93.33,8,6.67,02017
2,18,142,84,59.15,58,40.85,02018
2,19,7,7,,0,,02019
2,20,227,209,92.07,18,7.93,02020
2,21,224,195,87.05,29,12.95,02021
2,22,270,158,58.52,112,41.48,02022
2,23,106,85,80.19,21,19.81,02023
2,24,83,77,92.77,6,7.23,02024
2,25,78,55,70.51,23,29.49,02025
2,26,193,138,71.5,55,28.5,02026
2,27,131,123,93.89,8,6.11,02027
2,28,44,23,52.27,21,47.73,02028
2,29,54,47,87.04,7,12.96,02029
2,30,79,72,91.14,7,8.86,02030
2,31,201,179,89.05,22,10.95,02031
2,32,57,50,87.72,7,12.28,02032
2,33,86,82,95.35,4,4.65,02033
2,34,208,200,96.15,8,3.85,02034
2,35,36,29,80.56,7,19.44,02035
2,36,94,88,93.62,6,6.38,02036
2,37,160,93,58.13,67,41.88,02037
2,38,190,172,90.53,18,9.47,02038
2,39,125,109,87.2,16,12.8,02039
2,40,188,150,79.79,38,20.21,02040
2,41,71,62,87.32,9,12.68,02041
2,42,30,26,86.67,4,13.33,02042
2,43,244,180,73.77,64,26.23,02043
2,44,150,130,86.67,20,13.33,02044
2,45,118,109,92.37,9,7.63,02045
2,46,260,223,85.77,37,14.23,02046
2,47,125,108,86.4,17,13.6,02047
2,48,103,92,89.32,11,10.68,02048
2,49,122,75,61.48,47,38.52,02049
2,50,84,68,80.95,16,19.05,02050
2,51,76,70,92.11,6,7.89,02051
2,52,159,144,90.57,15,9.43,02052
2,53,51,48,94.12,3,5.88,02053
2,54,145,79,54.48,66,45.52,02054
2,55,33,20,60.61,13,39.39,02055
2,56,149,130,87.25,19,12.75,02056
2,57,151,132,87.42,19,12.58,02057
2,58,59,36,61.02,23,38.98,02058
2,59,187,98,52.41,89,47.59,02059
2,60,161,77,47.83,84,52.17,02060
2,61,96,58,60.42,38,39.58,02061
3,1,172,157,91.28,15,8.72,03001
3,2,253,238,94.07,15,5.93,03002
3,3,118,91,77.12,27,22.88,03003
3,4,116,109,93.97,7,6.03,03004
3,5,176,154,87.5,22,12.5,03005
3,6,71,66,92.96,5,7.04,03006
3,7,195,171,87.69,24,12.31,03007
3,8,69,65,94.2,4,5.8,03008
3,9,133,120,90.23,13,9.77,03009
3,10,71,65,91.55,6,8.45,03010
3,11,158,144,91.14,14,8.86,03011
3,12,160,147,91.88,13,8.13,03012
3,13,111,96,86.49,15,13.51,03013
3,14,106,95,89.62,11,10.38,03014
3,15,159,150,94.34,9,5.66,03015
3,16,159,143,89.94,16,10.06,03016
3,17,109,99,90.83,10,9.17,03017
3,18,107,97,90.65,10,9.35,03018
3,19,9,9,,0,,03019
3,20,119,112,94.12,7,5.88,03020
3,21,73,68,93.15,5,6.85,03021
3,22,98,93,94.9,5,5.1,03022
3,23,36,34,94.44,2,5.56,03023
3,24,138,132,95.65,6,4.35,03024
3,25,124,116,93.55,8,6.45,03025
3,26,139,131,94.24,8,5.76,03026
3,27,153,137,89.54,16,10.46,03027
3,28,53,48,90.57,5,9.43,03028
3,29,125,117,93.6,8,6.4,03029
3,30,135,123,91.11,12,8.89,03030
3,31,229,210,91.7,19,8.3,03031
3,32,110,100,90.91,10,9.09,03032
3,33,181,168,92.82,13,7.18,03033
3,34,115,106,92.17,9,7.83,03034
3,35,127,121,95.28,6,4.72,03035
3,36,64,62,96.88,2,3.13,03036
3,37,58,47,81.03,11,18.97,03037
3,38,220,208,94.55,12,5.45,03038
3,39,276,257,93.12,19,6.88,03039
3,40,111,95,85.59,16,14.41,03040
3,41,158,139,87.97,19,12.03,03041
3,42,103,94,91.26,9,8.74,03042
3,43,57,50,87.72,7,12.28,03043
3,44,57,53,92.98,4,7.02,03044
3,45,101,83,82.18,18,17.82,03045
3,46,82,70,85.37,12,14.63,03046
3,47,106,102,96.23,4,3.77,03047
3,48,121,116,95.87,5,4.13,03048
3,49,50,42,84.0,8,16.0,03049
3,50,127,112,88.19,15,11.81,03050
3,51,52,41,78.85,11,21.15,03051
3,52,65,58,89.23,7,10.77,03052
3,53,152,117,76.97,35,23.03,03053
3,54,165,105,63.64,60,36.36,03054
4,1,152,122,80.26,30,19.74,04001
4,2,255,238,93.33,17,6.67,04002
4,3,254,234,92.13,20,7.87,04003
4,4,242,221,91.32,21,8.68,04004
4,5,219,189,86.3,30,13.7,04005
4,6,93,84,90.32,9,9.68,04006
4,7,199,182,91.46,17,8.54,04007
4,8,230,209,90.87,21,9.13,04008
4,9,410,371,90.49,39,9.51,04009
4,10,205,178,86.83,27,13.17,04010
4,11,190,178,93.68,12,6.32,04011
4,12,109,97,88.99,12,11.01,04012
4,13,147,119,80.95,28,19.05,04013
4,14,143,134,93.71,9,6.29,04014
4,15,128,108,84.38,20,15.63,04015
4,16,248,230,92.74,18,7.26,04016
4,17,184,150,81.52,34,18.48,04017
4,18,216,194,89.81,22,10.19,04018
4,19,217,194,89.4,23,10.6,04019
4,20,80,73,91.25,7,8.75,04020
4,21,233,200,85.84,33,14.16,04021
4,22,276,216,78.26,60,21.74,04022
4,23,148,117,79.05,31,20.95,04023
4,24,231,189,81.82,42,18.18,04024
4,25,224,200,89.29,24,10.71,04025
4,26,200,180,90.0,20,10.0,04026
4,27,190,174,91.58,16,8.42,04027
4,28,131,96,73.28,35,26.72,04028
4,29,167,120,71.86,47,28.14,04029
4,30,36,32,88.89,4,11.11,04030
4,31,108,98,90.74,10,9.26,04031
4,32,204,138,67.65,66,32.35,04032
4,33,107,94,87.85,13,12.15,04033
4,34,154,98,63.64,56,36.36,04034
4,35,122,110,90.16,12,9.84,04035
4,36,95,82,86.32,13,13.68,04036
4,37,71,64,90.14,7,9.86,04037
4,38,280,224,80.0,56,20.0,04038
4,39,116,107,92.24,9,7.76,04039
4,40,165,147,89.09,18,10.91,04040
4,41,87,55,63.22,32,36.78,04041
4,42,234,212,90.6,22,9.4,04042
4,43,126,100,79.37,26,20.63,04043
4,44,126,103,81.75,23,18.25,04044
4,45,395,348,88.1,47,11.9,04045
4,46,156,139,89.1,17,10.9,04046
4,47,246,197,80.08,49,19.92,04047
4,48,266,198,74.44,68,25.56,04048
4,49,174,153,87.93,21,12.07,04049
4,50,181,167,92.27,14,7.73,04050
4,51,249,225,90.36,24,9.64,04051
4,52,259,238,91.89,21,8.11,04052
4,53,176,152,86.36,24,13.64,04053
4,54,108,94,87.04,14,12.96,04054
4,55,122,83,68.03,39,31.97,04055
5,1,192,169,88.02,23,11.98,05001
5,2,164,151,92.07,13,7.93,05002
5,3,100,81,81.0,19,19.0,05003
5,4,136,126,92.65,10,7.35,05004
5,5,166,149,89.76,17,10.24,05005
5,6,216,203,93.98,13,6.02,05006
5,7,190,167,87.89,23,12.11,05007
5,8,236,156,66.1,80,33.9,05008
5,9,177,158,89.27,19,10.73,05009
5,10,175,158,90.29,17,9.71,05010
5,11,186,110,59.14,76,40.86,05011
5,12,127,109,85.83,18,14.17,05012
5,13,167,152,91.02,15,8.98,05013
5,14,245,185,75.51,60,24.49,05014
5,15,155,119,76.77,36,23.23,05015
5,16,153,142,92.81,11,7.19,05016
5,17,228,213,93.42,15,6.58,05017
5,18,194,181,93.3,13,6.7,05018
5,19,97,87,89.69,10,10.31,05019
5,20,91,86,94.51,5,5.49,05020
5,21,232,200,86.21,32,13.79,05021
5,22,190,181,95.26,9,4.74,05022
5,23,144,131,90.97,13,9.03,05023
5,24,203,150,73.89,53,26.11,05024
5,25,202,182,90.1,20,9.9,05025
5,26,221,204,92.31,17,7.69,05026
5,27,188,106,56.38,82,43.62,05027
5,28,207,168,81.16,39,18.84,05028
5,29,198,175,88.38,23,11.62,05029
5,30,177,101,57.06,76,42.94,05030
5,31,156,146,93.59,10,6.41,05031
5,32,310,283,91.29,27,8.71,05032
5,33,154,145,94.16,9,5.84,05033
5,34,194,172,88.66,22,11.34,05034
5,35,154,127,82.47,27,17.53,05035
5,36,95,86,90.53,9,9.47,05036
5,37,171,127,74.27,44,25.73,05037
5,38,211,159,75.36,52,24.64,05038
5,39,220,131,59.55,89,40.45,05039
5,40,165,149,90.3,16,9.7,05040
5,41,146,88,60.27,58,39.73,05041
5,42,207,192,92.75,15,7.25,05042
5,43,211,182,86.26,29,13.74,05043
5,44,249,220,88.35,29,11.65,05044
5,45,111,103,92.79,8,7.21,05045
5,46,202,130,64.36,72,35.64,05046
5,47,131,120,91.6,11,8.4,05047
5,48,113,94,83.19,19,16.81,05048
5,49,40,39,97.5,1,2.5,05049
5,50,153,139,90.85,14,9.15,05050
5,51,131,119,90.84,12,9.16,05051
5,52,22,19,86.36,3,13.64,05052
5,53,234,207,88.46,27,11.54,05053
5,54,276,251,90.94,25,9.06,05054
5,55,164,154,93.9,10,6.1,05055
6,1,281,263,93.59,18,6.41,06001
6,2,250,227,90.8,23,9.2,06002
6,3,259,246,94.98,13,5.02,06003
6,4,135,121,89.63,14,10.37,06004
6,5,121,109,90.08,12,9.92,06005
6,6,187,167,89.3,20,10.7,06006
6,7,229,219,95.63,10,4.37,06007
6,8,256,235,91.8,21,8.2,06008
6,9,196,176,89.8,20,10.2,06009
6,10,291,273,93.81,18,6.19,06010
6,11,218,204,93.58,14,6.42,06011
6,12,152,138,90.79,14,9.21,06012
6,13,191,177,92.67,14,7.33,06013
6,14,199,184,92.46,15,7.54,06014
6,15,142,131,92.25,11,7.75,06015
6,16,246,221,89.84,25,10.16,06016
6,17,256,235,91.8,21,8.2,06017
6,18,86,76,88.37,10,11.63,06018
6,19,235,214,91.06,21,8.94,06019
6,20,224,212,94.64,12,5.36,06020
6,21,216,211,97.69,5,2.31,06021
6,22,191,179,93.72,12,6.28,06022
6,23,170,160,94.12,10,5.88,06023
6,24,254,240,94.49,14,5.51,06024
6,25,166,153,92.17,13,7.83,06025
6,26,237,221,93.25,16,6.75,06026
6,27,272,253,93.01,19,6.99,06027
6,28,387,345,89.15,42,10.85,06028
6,29,272,238,87.5,34,12.5,06029
6,30,156,145,92.95,11,7.05,06030
6,31,256,236,92.19,20,7.81,06031
6,32,215,204,94.88,11,5.12,06032
6,33,256,232,90.63,24,9.38,06033
6,34,189,176,93.12,13,6.88,06034
6,35,203,187,92.12,16,7.88,06035
6,36,111,105,94.59,6,5.41,06036
6,37,262,242,92.37,20,7.63,06037
6,38,229,213,93.01,16,6.99,06038
6,39,188,180,95.74,8,4.26,06039
6,40,119,106,89.08,13,10.92,06040
6,41,224,205,91.52,19,8.48,06041
6,42,98,88,89.8,10,10.2,06042
6,43,223,199,89.24,24,10.76,06043
6,44,207,194,93.72,13,6.28,06044
6,45,156,143,91.67,13,8.33,06045
6,46,201,180,89.55,21,10.45,06046
6,47,235,214,91.06,21,8.94,06047
6,48,192,175,91.15,17,8.85,06048
6,49,221,206,93.21,15,6.79,06049
6,50,238,215,90.34,23,9.66,06050
6,51,151,143,94.7,8,5.3,06051
6,52,145,131,90.34,14,9.66,06052
6,53,192,166,86.46,26,13.54,06053
6,54,207,181,87.44,26,12.56,06054
6,55,179,160,89.39,19,10.61,06055
6,56,139,128,92.09,11,7.91,06056
6,57,120,111,92.5,9,7.5,06057
6,58,244,216,88.52,28,11.48,06058
6,59,205,193,94.15,12,5.85,06059
6,60,146,142,97.26,4,2.74,06060
6,61,134,129,96.27,5,3.73,06061
6,62,193,182,94.3,11,5.7,06062
6,63,183,164,89.62,19,10.38,06063
6,64,249,230,92.37,19,7.63,06064
7,1,236,219,92.8,17,7.2,07001
7,2,239,213,89.12,26,10.88,07002
7,3,118,106,89.83,12,10.17,07003
7,4,137,122,89.05,15,10.95,07004
7,5,133,121,90.98,12,9.02,07005
7,6,146,124,84.93,22,15.07,07006
7,7,102,97,95.1,5,4.9,07007
7,8,58,53,91.38,5,8.62,07008
7,9,171,150,87.72,21,12.28,07009
7,10,113,101,89.38,12,10.62,07010
7,11,186,176,94.62,10,5.38,07011
7,12,125,119,95.2,6,4.8,07012
7,13,126,115,91.27,11,8.73,07013
7,14,192,167,86.98,25,13.02,07014
7,15,93,82,88.17,11,11.83,07015
7,16,144,131,90.97,13,9.03,07016
7,17,113,103,91.15,10,8.85,07017
7,18,109,97,88.99,12,11.01,07018
7,19,251,222,88.45,29,11.55,07019
7,20,94,83,88.3,11,11.7,07020
7,21,165,155,93.94,10,6.06,07021
7,22,127,117,92.13,10,7.87,07022
7,23,112,107,95.54,5,4.46,07023
7,24,167,151,90.42,16,9.58,07024
7,25,208,192,92.31,16,7.69,07025
7,26,215,196,91.16,19,8.84,07026
7,27,258,239,92.64,19,7.36,07027
7,28,171,154,90.06,17,9.94,07028
7,29,122,114,93.44,8,6.56,07029
7,30,207,191,92.27,16,7.73,07030
7,31,196,180,91.84,16,8.16,07031
7,32,150,137,91.33,13,8.67,07032
7,33,161,149,92.55,12,7.45,07033
7,34,148,139,93.92,9,6.08,07034
7,35,83,69,83.13,14,16.87,07035
7,36,230,208,90.43,22,9.57,07036
7,37,74,69,93.24,5,6.76,07037
7,38,129,119,92.25,10,7.75,07038
7,39,142,128,90.14,14,9.86,07039
7,40,189,167,88.36,22,11.64,07040
7,41,147,135,91.84,12,8.16,07041
7,42,257,233,90.66,24,9.34,07042
7,43,174,157,90.23,17,9.77,07043
7,44,210,190,90.48,20,9.52,07044
7,45,274,241,87.96,33,12.04,07045
7,46,113,105,92.92,8,7.08,07046
7,47,150,134,89.33,16,10.67,07047
7,48,70,62,88.57,8,11.43,07048
7,49,114,108,94.74,6,5.26,07049
7,50,115,108,93.91,7,6.09,07050
7,51,174,164,94.25,10,5.75,07051
7,52,132,121,91.67,11,8.33,07052
7,53,148,135,91.22,13,8.78,07053
7,54,74,66,89.19,8,10.81,07054
7,55,161,148,91.93,13,8.07,07055
7,56,122,109,89.34,13,10.66,07056
7,57,151,139,92.05,12,7.95,07057
7,58,235,215,91.49,20,8.51,07058
7,59,83,78,93.98,5,6.02,07059
7,60,123,107,86.99,16,13.01,07060
7,61,168,153,91.07,15,8.93,07061
7,62,168,159,94.64,9,5.36,07062
7,63,137,114,83.21,23,16.79,07063
7,64,140,122,87.14,18,12.86,07064
7,65,165,139,84.24,26,15.76,07065
8,1,246,227,92.28,19,7.72,08001
8,2,107,98,91.59,9,8.41,08002
8,3,287,270,94.08,17,5.92,08003
8,4,214,197,92.06,17,7.94,08004
8,5,278,253,91.01,25,8.99,08005
8,6,240,227,94.58,13,5.42,08006
8,7,154,144,93.51,10,6.49,08007
8,8,279,262,93.91,17,6.09,08008
8,9,303,281,92.74,22,7.26,08009
8,10,297,266,89.56,31,10.44,08010
8,11,194,184,94.85,10,5.15,08011
8,12,187,171,91.44,16,8.56,08012
8,13,166,157,94.58,9,5.42,08013
8,14,146,137,93.84,9,6.16,08014
8,15,165,155,93.94,10,6.06,08015
8,16,249,228,91.57,21,8.43,08016
8,17,177,165,93.22,12,6.78,08017
8,18,130,121,93.08,9,6.92,08018
8,19,267,246,92.13,21,7.87,08019
8,20,163,155,95.09,8,4.91,08020
8,21,176,167,94.89,9,5.11,08021
8,22,175,161,92.0,14,8.0,08022
8,23,194,177,91.24,17,8.76,08023
8,24,237,217,91.56,20,8.44,08024
8,25,209,189,90.43,20,9.57,08025
8,26,135,127,94.07,8,5.93,08026
8,27,242,223,92.15,19,7.85,08027
8,28,205,193,94.15,12,5.85,08028
8,29,239,223,93.31,16,6.69,08029
8,30,180,169,93.89,11,6.11,08030
8,31,145,136,93.79,9,6.21,08031
8,32,314,295,93.95,19,6.05,08032
8,33,200,186,93.0,14,7.0,08033
8,34,264,249,94.32,15,5.68,08034
8,35,255,241,94.51,14,5.49,08035
8,36,205,194,94.63,11,5.37,08036
8,37,222,202,90.99,20,9.01,08037
8,38,189,171,90.48,18,9.52,08038
8,39,236,219,92.8,17,7.2,08039
8,40,209,194,92.82,15,7.18,08040
8,41,172,155,90.12,17,9.88,08041
8,42,213,188,88.26,25,11.74,08042
8,43,157,142,90.45,15,9.55,08043
8,44,163,151,92.64,12,7.36,08044
8,45,167,158,94.61,9,5.39,08045
8,46,177,161,90.96,16,9.04,08046
8,47,218,208,95.41,10,4.59,08047
8,48,182,171,93.96,11,6.04,08048
8,49,259,235,90.73,24,9.27,08049
8,50,227,210,92.51,17,7.49,08050
8,51,260,239,91.92,21,8.08,08051
8,52,243,218,89.71,25,10.29,08052
8,53,275,251,91.27,24,8.73,08053
8,54,234,218,93.16,16,6.84,08054
8,55,170,152,89.41,18,10.59,08055
8,56,225,207,92.0,18,8.0,08056
8,57,127,116,91.34,11,8.66,08057
8,58,234,212,90.6,22,9.4,08058
8,59,125,116,92.8,9,7.2,08059
8,60,176,156,88.64,20,11.36,08060
8,61,174,162,93.1,12,6.9,08061
8,62,208,190,91.35,18,8.65,08062
8,63,250,237,94.8,13,5.2,08063
8,64,170,160,94.12,10,5.88,08064
8,65,138,128,92.75,10,7.25,08065
8,66,285,264,92.63,21,7.37,08066
8,67,103,96,93.2,7,6.8,08067
8,68,120,113,94.17,7,5.83,08068
8,69,142,135,95.07,7,4.93,08069
8,70,249,230,92.37,19,7.63,08070
9,1,259,237,91.51,22,8.49,09001
9,2,236,213,90.25,23,9.75,09002
9,3,106,99,93.4,7,6.6,09003
9,4,241,221,91.7,20,8.3,09004
9,5,182,168,92.31,14,7.69,09005
9,6,203,189,93.1,14,6.9,09006
9,7,205,186,90.73,19,9.27,09007
9,8,213,199,93.43,14,6.57,09008
9,9,235,217,92.34,18,7.66,09009
9,10,193,181,93.78,12,6.22,09010
9,11,137,129,94.16,8,5.84,09011
9,12,209,190,90.91,19,9.09,09012
9,13,267,244,91.39,23,8.61,09013
9,14,249,237,95.18,12,4.82,09014
9,15,165,153,92.73,12,7.27,09015
9,16,133,123,92.48,10,7.52,09016
9,17,202,185,91.58,17,8.42,09017
9,18,219,196,89.5,23,10.5,09018
9,19,224,210,93.75,14,6.25,09019
9,20,243,231,95.06,12,4.94,09020
9,21,195,184,94.36,11,5.64,09021
9,22,264,244,92.42,20,7.58,09022
9,23,158,150,94.94,8,5.06,09023
9,24,105,98,93.33,7,6.67,09024
9,25,118,99,83.9,19,16.1,09025
9,26,119,110,92.44,9,7.56,09026
9,27,165,155,93.94,10,6.06,09027
9,28,118,110,93.22,8,6.78,09028
9,29,177,161,90.96,16,9.04,09029
9,30,167,152,91.02,15,8.98,09030
9,31,164,152,92.68,12,7.32,09031
9,32,196,175,89.29,21,10.71,09032
9,33,149,140,93.96,9,6.04,09033
9,34,176,165,93.75,11,6.25,09034
9,35,256,235,91.8,21,8.2,09035
9,36,222,206,92.79,16,7.21,09036
9,37,227,146,64.32,81,35.68,09037
9,38,131,118,90.08,13,9.92,09038
9,39,216,201,93.06,15,6.94,09039
9,40,225,211,93.78,14,6.22,09040
9,41,229,204,89.08,25,10.92,09041
9,42,100,86,86.0,14,14.0,09042
9,43,121,115,95.04,6,4.96,09043
9,44,128,122,95.31,6,4.69,09044
9,45,211,190,90.05,21,9.95,09045
9,46,162,151,93.21,11,6.79,09046
9,47,237,218,91.98,19,8.02,09047
9,48,238,221,92.86,17,7.14,09048
9,49,133,118,88.72,15,11.28,09049
9,50,189,183,96.83,6,3.17,09050
9,51,119,105,88.24,14,11.76,09051
9,52,229,211,92.14,18,7.86,09052
10,1,150,139,92.67,11,7.33,10001
10,2,99,74,74.75,25,25.25,10002
10,3,158,103,65.19,55,34.81,10003
10,4,98,84,85.71,14,14.29,10004
10,5,127,84,66.14,43,33.86,10005
10,6,157,147,93.63,10,6.37,10006
10,7,37,29,78.38,8,21.62,10007
10,8,118,86,72.88,32,27.12,10008
10,9,131,81,61.83,50,38.17,10009
10,10,120,82,68.33,38,31.67,10010
10,11,118,85,72.03,33,27.97,10011
10,12,97,82,84.54,15,15.46,10012
10,13,125,96,76.8,29,23.2,10013
10,14,143,98,68.53,45,31.47,10014
10,15,57,46,80.7,11,19.3,10015
10,16,142,98,69.01,44,30.99,10016
10,17,95,69,72.63,26,27.37,10017
10,18,102,89,87.25,13,12.75,10018
10,19,151,100,66.23,51,33.77,10019
10,20,84,62,73.81,22,26.19,10020
10,21,106,72,67.92,34,32.08,10021
10,22,28,20,71.43,8,28.57,10022
10,23,108,97,89.81,11,10.19,10023
10,24,115,71,61.74,44,38.26,10024
10,25,165,148,89.7,17,10.3,10025
10,26,94,77,81.91,17,18.09,10026
10,27,158,123,77.85,35,22.15,10027
10,28,112,102,91.07,10,8.93,10028
10,29,146,135,92.47,11,7.53,10029
10,30,142,123,86.62,19,13.38,10030
10,31,110,85,77.27,25,22.73,10031
10,32,107,87,81.31,20,18.69,10032
10,33,108,92,85.19,16,14.81,10033
10,34,110,87,79.09,23,20.91,10034
10,35,131,106,80.92,25,19.08,10035
10,36,160,145,90.63,15,9.38,10036
10,37,112,98,87.5,14,12.5,10037
10,38,127,88,69.29,39,30.71,10038
10,39,113,93,82.3,20,17.7,10039
10,40,104,96,92.31,8,7.69,10040
10,41,146,100,68.49,46,31.51,10041
10,42,105,64,60.95,41,39.05,10042
10,43,59,49,83.05,10,16.95,10043
10,44,104,77,74.04,27,25.96,10044
10,45,67,53,79.1,14,20.9,10045
10,46,122,99,81.15,23,18.85,10046
10,47,117,90,76.92,27,23.08,10047
10,48,113,98,86.73,15,13.27,10048
10,49,108,97,89.81,11,10.19,10049
11,1,183,146,79.78,37,20.22,11001
11,2,138,104,75.36,34,24.64,11002
11,3,131,114,87.02,17,12.98,11003
11,4,178,143,80.34,35,19.66,11004
11,5,91,71,78.02,20,21.98,11005
11,6,192,148,77.08,44,22.92,11006
11,7,174,142,81.61,32,18.39,11007
11,8,177,129,72.88,48,27.12,11008
11,9,121,92,76.03,29,23.97,11009
11,10,94,75,79.79,19,20.21,11010
11,11,192,136,70.83,56,29.17,11011
11,12,215,175,81.4,40,18.6,11012
11,13,167,131,78.44,36,21.56,11013
11,14,138,119,86.23,19,13.77,11014
11,15,156,102,65.38,54,34.62,11015
11,16,186,154,82.8,32,17.2,11016
11,17,203,160,78.82,43,21.18,11017
11,18,121,79,65.29,42,34.71,11018
11,19,116,84,72.41,32,27.59,11019
11,20,162,126,77.78,36,22.22,11020
11,21,227,170,74.89,57,25.11,11021
11,22,148,113,76.35,35,23.65,11022
11,23,147,125,85.03,22,14.97,11023
11,24,380,285,75.0,95,25.0,11024
11,25,140,99,70.71,41,29.29,11025
11,26,229,180,78.6,49,21.4,11026
11,27,155,119,76.77,36,23.23,11027
11,28,152,122,80.26,30,19.74,11028
11,29,211,170,80.57,41,19.43,11029
11,30,145,115,79.31,30,20.69,11030
11,31,156,112,71.79,44,28.21,11031
11,32,166,129,77.71,37,22.29,11032
11,33,143,112,78.32,31,21.68,11033
11,34,113,97,85.84,16,14.16,11034
11,35,285,231,81.05,54,18.95,11035
11,36,55,47,85.45,8,14.55,11036
11,37,221,183,82.81,38,17.19,11037
11,38,292,213,72.95,79,27.05,11038
11,39,291,246,84.54,45,15.46,11039
11,40,107,87,81.31,20,18.69,11040
11,41,129,101,78.29,28,21.71,11041
11,42,116,83,71.55,33,28.45,11042
11,43,218,156,71.56,62,28.44,11043
11,44,158,106,67.09,52,32.91,11044
11,45,96,71,73.96,25,26.04,11045
11,46,159,143,89.94,16,10.06,11046
11,47,161,120,74.53,41,25.47,11047
11,48,74,52,70.27,22,29.73,11048
11,49,182,130,71.43,52,28.57,11049
11,50,125,99,79.2,26,20.8,11050
12,1,74,63,85.14,11,14.86,12001
12,2,84,75,89.29,9,10.71,12002
12,3,82,70,85.37,12,14.63,12003
12,4,75,63,84.0,12,16.0,12004
12,5,101,91,90.1,10,9.9,12005
12,6,91,82,90.11,9,9.89,12006
12,7,94,82,87.23,12,12.77,12007
12,8,183,151,82.51,32,17.49,12008
12,9,111,104,93.69,7,6.31,12009
12,10,101,79,78.22,22,21.78,12010
12,11,166,143,86.14,23,13.86,12011
12,12,81,65,80.25,16,19.75,12012
12,13,153,127,83.01,26,16.99,12013
12,14,75,55,73.33,20,26.67,12014
12,15,91,85,93.41,6,6.59,12015
12,16,80,71,88.75,9,11.25,12016
12,17,154,128,83.12,26,16.88,12017
12,18,93,77,82.8,16,17.2,12018
12,19,116,95,81.9,21,18.1,12019
12,20,97,79,81.44,18,18.56,12020
12,21,127,104,81.89,23,18.11,12021
12,22,87,68,78.16,19,21.84,12022
12,23,99,81,81.82,18,18.18,12023
12,24,142,115,80.99,27,19.01,12024
13,1,174,137,78.74,37,21.26,13001
13,2,159,136,85.53,23,14.47,13002
13,3,215,183,85.12,32,14.88,13003
13,4,284,218,76.76,66,23.24,13004
13,5,205,164,80.0,41,20.0,13005
13,6,193,148,76.68,45,23.32,13006
13,7,207,164,79.23,43,20.77,13007
13,8,233,178,76.39,55,23.61,13008
13,9,210,168,80.0,42,20.0,13009
13,10,207,148,71.5,59,28.5,13010
13,11,226,176,77.88,50,22.12,13011
13,12,193,148,76.68,45,23.32,13012
