ward,precinct,total,Gloria Chevere,Gloria Chevere Percent,precinct_id
32,15,35,35,100.0,32015
32,16,79,79,100.0,32016
32,17,62,62,100.0,32017
32,19,45,45,100.0,32019
32,20,70,70,100.0,32020
32,24,59,59,100.0,32024
32,26,51,51,100.0,32026
32,27,29,29,100.0,32027
32,28,64,64,100.0,32028
32,29,70,70,100.0,32029
32,30,44,44,100.0,32030
32,31,90,90,100.0,32031
32,33,59,59,100.0,32033
32,34,84,84,100.0,32034
32,35,106,106,100.0,32035
32,36,66,66,100.0,32036
32,40,68,68,100.0,32040
32,41,85,85,100.0,32041
32,42,81,81,100.0,32042
32,45,66,66,100.0,32045
32,46,41,41,100.0,32046
32,52,35,35,100.0,32052
33,1,115,115,100.0,33001
33,2,122,122,100.0,33002
33,3,118,118,100.0,33003
33,4,104,104,100.0,33004
33,6,142,142,100.0,33006
33,7,163,163,100.0,33007
33,8,84,84,100.0,33008
33,10,201,201,100.0,33010
33,11,122,122,100.0,33011
33,12,169,169,100.0,33012
33,13,199,199,100.0,33013
33,15,116,116,100.0,33015
33,16,112,112,100.0,33016
33,17,160,160,100.0,33017
33,19,146,146,100.0,33019
33,20,112,112,100.0,33020
33,21,165,165,100.0,33021
33,22,182,182,100.0,33022
33,23,124,124,100.0,33023
33,24,143,143,100.0,33024
33,25,146,146,100.0,33025
33,26,87,87,100.0,33026
33,27,71,71,100.0,33027
35,1,88,88,100.0,35001
35,2,75,75,100.0,35002
35,3,58,58,100.0,35003
35,4,110,110,100.0,35004
35,5,95,95,100.0,35005
35,6,106,106,100.0,35006
35,7,94,94,100.0,35007
35,8,69,69,100.0,35008
35,9,85,85,100.0,35009
35,10,95,95,100.0,35010
35,11,45,45,100.0,35011
35,12,107,107,100.0,35012
35,14,135,135,100.0,35014
35,15,87,87,100.0,35015
35,16,103,103,100.0,35016
35,17,109,109,100.0,35017
35,18,99,99,100.0,35018
35,19,90,90,100.0,35019
35,20,84,84,100.0,35020
35,21,85,85,100.0,35021
35,23,57,57,100.0,35023
35,24,60,60,100.0,35024
35,25,70,70,100.0,35025
35,26,116,116,100.0,35026
35,27,114,114,100.0,35027
35,28,90,90,100.0,35028
35,29,100,100,100.0,35029
35,30,110,110,100.0,35030
35,31,44,44,100.0,35031
35,32,81,81,100.0,35032
35,34,74,74,100.0,35034
35,35,106,106,100.0,35035
35,36,50,50,100.0,35036
37,1,74,74,100.0,37001
37,2,97,97,100.0,37002
37,3,60,60,100.0,37003
37,10,128,128,100.0,37010
37,12,61,61,100.0,37012
37,19,94,94,100.0,37019
37,22,66,66,100.0,37022
37,39,72,72,100.0,37039
37,42,74,74,100.0,37042
47,15,106,106,100.0,47015
47,21,112,112,100.0,47021
47,40,66,66,100.0,47040
