ward,precinct,total,John P. Daley,John P. Daley Percent,precinct_id
23,42,157,157,100.0,23042
23,43,179,179,100.0,23043
23,44,179,179,100.0,23044
23,45,187,187,100.0,23045
23,46,207,207,100.0,23046
23,47,200,200,100.0,23047
23,48,126,126,100.0,23048
23,49,199,199,100.0,23049
23,50,114,114,100.0,23050
23,51,170,170,100.0,23051
23,52,204,204,100.0,23052
23,53,112,112,100.0,23053
23,54,187,187,100.0,23054
23,55,179,179,100.0,23055
23,56,147,147,100.0,23056
