ward,precinct,total,Mike McHale,Mike McHale Percent,precinct_id
5,26,150,150,100.0,05026
5,27,107,107,100.0,05027
5,28,132,132,100.0,05028
5,29,137,137,100.0,05029
5,30,81,81,100.0,05030
5,31,114,114,100.0,05031
5,32,215,215,100.0,05032
5,33,116,116,100.0,05033
5,34,141,141,100.0,05034
5,35,105,105,100.0,05035
5,36,74,74,100.0,05036
5,37,107,107,100.0,05037
5,38,117,117,100.0,05038
5,39,129,129,100.0,05039
5,40,119,119,100.0,05040
5,41,69,69,100.0,05041
5,42,149,149,100.0,05042
5,43,150,150,100.0,05043
5,44,173,173,100.0,05044
5,45,84,84,100.0,05045
5,46,122,122,100.0,05046
5,47,106,106,100.0,05047
5,48,70,70,100.0,05048
5,49,28,28,100.0,05049
5,50,91,91,100.0,05050
5,51,96,96,100.0,05051
5,52,13,13,100.0,05052
5,53,158,158,100.0,05053
5,54,187,187,100.0,05054
5,55,120,120,100.0,05055
6,1,182,182,100.0,06001
6,2,167,167,100.0,06002
6,3,170,170,100.0,06003
6,4,104,104,100.0,06004
6,5,74,74,100.0,06005
6,6,134,134,100.0,06006
6,7,160,160,100.0,06007
6,8,179,179,100.0,06008
6,9,135,135,100.0,06009
6,10,210,210,100.0,06010
6,11,158,158,100.0,06011
6,12,113,113,100.0,06012
6,13,141,141,100.0,06013
6,14,152,152,100.0,06014
6,15,87,87,100.0,06015
6,16,158,158,100.0,06016
6,17,193,193,100.0,06017
6,18,57,57,100.0,06018
6,19,161,161,100.0,06019
6,20,150,150,100.0,06020
6,21,160,160,100.0,06021
6,22,147,147,100.0,06022
6,23,124,124,100.0,06023
6,24,185,185,100.0,06024
6,25,123,123,100.0,06025
6,26,167,167,100.0,06026
6,27,186,186,100.0,06027
6,28,291,291,100.0,06028
6,29,180,180,100.0,06029
6,30,112,112,100.0,06030
6,31,161,161,100.0,06031
6,32,141,141,100.0,06032
6,33,177,177,100.0,06033
6,34,132,132,100.0,06034
6,35,153,153,100.0,06035
6,36,81,81,100.0,06036
6,37,171,171,100.0,06037
6,38,148,148,100.0,06038
6,39,111,111,100.0,06039
6,40,80,80,100.0,06040
6,41,144,144,100.0,06041
6,42,66,66,100.0,06042
6,43,149,149,100.0,06043
6,44,152,152,100.0,06044
6,45,109,109,100.0,06045
6,46,137,137,100.0,06046
6,47,163,163,100.0,06047
6,48,138,138,100.0,06048
6,49,146,146,100.0,06049
6,50,165,165,100.0,06050
6,51,106,106,100.0,06051
6,52,108,108,100.0,06052
6,53,131,131,100.0,06053
6,54,133,133,100.0,06054
6,55,112,112,100.0,06055
6,56,110,110,100.0,06056
6,57,83,83,100.0,06057
6,58,179,179,100.0,06058
6,59,145,145,100.0,06059
6,60,98,98,100.0,06060
6,61,89,89,100.0,06061
6,62,112,112,100.0,06062
6,63,125,125,100.0,06063
6,64,194,194,100.0,06064
7,1,168,168,100.0,07001
7,2,172,172,100.0,07002
7,3,78,78,100.0,07003
7,4,96,96,100.0,07004
7,5,96,96,100.0,07005
7,6,93,93,100.0,07006
7,7,63,63,100.0,07007
7,8,52,52,100.0,07008
7,9,134,134,100.0,07009
7,10,75,75,100.0,07010
7,11,132,132,100.0,07011
7,12,85,85,100.0,07012
7,13,96,96,100.0,07013
7,14,135,135,100.0,07014
7,15,71,71,100.0,07015
7,16,104,104,100.0,07016
7,17,85,85,100.0,07017
7,18,85,85,100.0,07018
7,19,191,191,100.0,07019
7,20,61,61,100.0,07020
7,21,114,114,100.0,07021
7,22,81,81,100.0,07022
7,23,80,80,100.0,07023
7,24,130,130,100.0,07024
7,25,134,134,100.0,07025
7,26,172,172,100.0,07026
7,27,189,189,100.0,07027
7,28,115,115,100.0,07028
7,29,100,100,100.0,07029
7,30,165,165,100.0,07030
7,31,150,150,100.0,07031
7,32,106,106,100.0,07032
7,33,123,123,100.0,07033
7,34,107,107,100.0,07034
7,35,58,58,100.0,07035
7,36,161,161,100.0,07036
7,37,54,54,100.0,07037
7,38,93,93,100.0,07038
7,39,104,104,100.0,07039
7,40,138,138,100.0,07040
7,41,110,110,100.0,07041
7,42,178,178,100.0,07042
7,43,137,137,100.0,07043
7,44,145,145,100.0,07044
7,45,185,185,100.0,07045
7,46,74,74,100.0,07046
7,47,106,106,100.0,07047
7,48,46,46,100.0,07048
7,49,71,71,100.0,07049
7,50,81,81,100.0,07050
7,51,123,123,100.0,07051
7,52,92,92,100.0,07052
7,53,110,110,100.0,07053
7,54,45,45,100.0,07054
7,55,110,110,100.0,07055
7,56,77,77,100.0,07056
7,57,107,107,100.0,07057
7,58,171,171,100.0,07058
7,59,66,66,100.0,07059
7,60,91,91,100.0,07060
7,61,119,119,100.0,07061
7,62,126,126,100.0,07062
7,63,88,88,100.0,07063
7,64,94,94,100.0,07064
7,65,126,126,100.0,07065
8,1,175,175,100.0,08001
8,2,92,92,100.0,08002
8,3,220,220,100.0,08003
8,4,163,163,100.0,08004
8,5,200,200,100.0,08005
8,6,171,171,100.0,08006
8,7,120,120,100.0,08007
8,8,195,195,100.0,08008
8,9,220,220,100.0,08009
8,10,212,212,100.0,08010
8,11,154,154,100.0,08011
8,12,131,131,100.0,08012
8,13,113,113,100.0,08013
8,14,109,109,100.0,08014
8,15,123,123,100.0,08015
8,16,189,189,100.0,08016
8,17,128,128,100.0,08017
8,18,80,80,100.0,08018
8,19,208,208,100.0,08019
8,20,119,119,100.0,08020
8,21,111,111,100.0,08021
8,22,124,124,100.0,08022
8,23,147,147,100.0,08023
8,24,171,171,100.0,08024
8,25,155,155,100.0,08025
8,26,97,97,100.0,08026
8,27,200,200,100.0,08027
8,28,149,149,100.0,08028
8,29,178,178,100.0,08029
8,30,121,121,100.0,08030
8,31,93,93,100.0,08031
8,32,248,248,100.0,08032
8,33,158,158,100.0,08033
8,34,205,205,100.0,08034
8,35,181,181,100.0,08035
8,36,136,136,100.0,08036
8,37,172,172,100.0,08037
8,38,140,140,100.0,08038
8,39,180,180,100.0,08039
8,40,170,170,100.0,08040
8,41,120,120,100.0,08041
8,42,147,147,100.0,08042
8,43,105,105,100.0,08043
8,44,132,132,100.0,08044
8,45,135,135,100.0,08045
8,46,138,138,100.0,08046
8,47,152,152,100.0,08047
8,48,139,139,100.0,08048
8,49,204,204,100.0,08049
8,50,139,139,100.0,08050
8,51,173,173,100.0,08051
8,52,192,192,100.0,08052
8,53,184,184,100.0,08053
8,54,169,169,100.0,08054
8,55,117,117,100.0,08055
8,56,180,180,100.0,08056
8,57,87,87,100.0,08057
8,58,181,181,100.0,08058
8,59,91,91,100.0,08059
8,60,137,137,100.0,08060
8,61,140,140,100.0,08061
8,62,152,152,100.0,08062
8,63,194,194,100.0,08063
8,64,124,124,100.0,08064
8,65,108,108,100.0,08065
8,66,198,198,100.0,08066
8,67,70,70,100.0,08067
8,68,77,77,100.0,08068
8,69,95,95,100.0,08069
8,70,194,194,100.0,08070
9,1,177,177,100.0,09001
9,2,162,162,100.0,09002
9,3,63,63,100.0,09003
9,4,156,156,100.0,09004
9,5,125,125,100.0,09005
9,6,148,148,100.0,09006
9,7,155,155,100.0,09007
9,8,158,158,100.0,09008
9,9,162,162,100.0,09009
9,10,150,150,100.0,09010
9,11,87,87,100.0,09011
9,12,158,158,100.0,09012
9,13,192,192,100.0,09013
9,14,191,191,100.0,09014
9,15,123,123,100.0,09015
9,16,95,95,100.0,09016
9,17,158,158,100.0,09017
9,18,159,159,100.0,09018
9,19,154,154,100.0,09019
9,20,179,179,100.0,09020
9,21,142,142,100.0,09021
9,22,176,176,100.0,09022
9,23,111,111,100.0,09023
9,24,55,55,100.0,09024
9,25,74,74,100.0,09025
9,26,80,80,100.0,09026
9,27,111,111,100.0,09027
9,28,77,77,100.0,09028
9,29,104,104,100.0,09029
9,30,124,124,100.0,09030
9,31,114,114,100.0,09031
9,32,147,147,100.0,09032
9,33,107,107,100.0,09033
9,34,128,128,100.0,09034
9,35,194,194,100.0,09035
9,36,152,152,100.0,09036
9,37,150,150,100.0,09037
9,38,93,93,100.0,09038
9,39,168,168,100.0,09039
9,40,163,163,100.0,09040
9,41,155,155,100.0,09041
9,42,61,61,100.0,09042
9,43,86,86,100.0,09043
9,44,92,92,100.0,09044
9,45,158,158,100.0,09045
9,46,117,117,100.0,09046
9,47,170,170,100.0,09047
9,48,168,168,100.0,09048
9,49,76,76,100.0,09049
9,50,130,130,100.0,09050
9,51,91,91,100.0,09051
9,52,173,173,100.0,09052
10,1,86,86,100.0,10001
10,2,68,68,100.0,10002
10,3,112,112,100.0,10003
10,4,74,74,100.0,10004
10,5,75,75,100.0,10005
10,6,110,110,100.0,10006
10,7,24,24,100.0,10007
10,8,84,84,100.0,10008
10,9,80,80,100.0,10009
10,10,74,74,100.0,10010
10,11,88,88,100.0,10011
10,12,68,68,100.0,10012
10,13,72,72,100.0,10013
10,14,86,86,100.0,10014
10,15,32,32,100.0,10015
10,16,84,84,100.0,10016
10,17,60,60,100.0,10017
10,18,60,60,100.0,10018
10,19,109,109,100.0,10019
10,20,55,55,100.0,10020
10,21,66,66,100.0,10021
10,22,17,17,100.0,10022
10,23,70,70,100.0,10023
10,24,77,77,100.0,10024
10,25,94,94,100.0,10025
10,26,61,61,100.0,10026
10,27,106,106,100.0,10027
10,28,84,84,100.0,10028
10,29,109,109,100.0,10029
10,30,83,83,100.0,10030
10,31,71,71,100.0,10031
10,32,80,80,100.0,10032
10,33,71,71,100.0,10033
10,34,82,82,100.0,10034
10,35,92,92,100.0,10035
10,36,106,106,100.0,10036
10,37,73,73,100.0,10037
10,38,85,85,100.0,10038
10,39,78,78,100.0,10039
10,40,63,63,100.0,10040
10,41,101,101,100.0,10041
10,42,78,78,100.0,10042
10,43,41,41,100.0,10043
10,44,66,66,100.0,10044
10,45,44,44,100.0,10045
10,46,79,79,100.0,10046
10,47,75,75,100.0,10047
10,48,73,73,100.0,10048
10,49,78,78,100.0,10049
11,1,119,119,100.0,11001
11,2,95,95,100.0,11002
11,3,76,76,100.0,11003
11,4,112,112,100.0,11004
11,5,62,62,100.0,11005
11,6,145,145,100.0,11006
11,7,91,91,100.0,11007
11,8,113,113,100.0,11008
11,9,76,76,100.0,11009
11,10,70,70,100.0,11010
11,11,129,129,100.0,11011
11,12,128,128,100.0,11012
11,13,88,88,100.0,11013
11,14,57,57,100.0,11014
11,15,97,97,100.0,11015
11,16,102,102,100.0,11016
11,17,164,164,100.0,11017
11,18,91,91,100.0,11018
11,19,76,76,100.0,11019
11,20,81,81,100.0,11020
11,21,149,149,100.0,11021
11,22,86,86,100.0,11022
11,23,91,91,100.0,11023
11,24,214,214,100.0,11024
11,25,81,81,100.0,11025
11,26,162,162,100.0,11026
11,27,77,77,100.0,11027
11,28,109,109,100.0,11028
11,29,130,130,100.0,11029
11,30,103,103,100.0,11030
11,31,92,92,100.0,11031
11,32,102,102,100.0,11032
11,33,85,85,100.0,11033
11,34,51,51,100.0,11034
11,35,154,154,100.0,11035
11,36,25,25,100.0,11036
11,37,147,147,100.0,11037
11,38,171,171,100.0,11038
11,39,185,185,100.0,11039
11,40,60,60,100.0,11040
11,41,71,71,100.0,11041
11,42,64,64,100.0,11042
11,43,128,128,100.0,11043
11,44,98,98,100.0,11044
11,45,56,56,100.0,11045
11,46,50,50,100.0,11046
11,47,87,87,100.0,11047
11,48,47,47,100.0,11048
11,49,96,96,100.0,11049
11,50,105,105,100.0,11050
12,1,55,55,100.0,12001
12,2,61,61,100.0,12002
12,3,63,63,100.0,12003
12,4,66,66,100.0,12004
12,5,70,70,100.0,12005
12,6,58,58,100.0,12006
12,7,65,65,100.0,12007
12,8,125,125,100.0,12008
12,9,80,80,100.0,12009
12,10,66,66,100.0,12010
12,11,122,122,100.0,12011
12,12,59,59,100.0,12012
12,13,121,121,100.0,12013
12,14,57,57,100.0,12014
12,15,59,59,100.0,12015
12,16,70,70,100.0,12016
12,17,95,95,100.0,12017
12,18,73,73,100.0,12018
12,19,92,92,100.0,12019
12,20,59,59,100.0,12020
12,21,104,104,100.0,12021
12,22,63,63,100.0,12022
12,23,79,79,100.0,12023
12,24,111,111,100.0,12024
13,1,132,132,100.0,13001
13,2,112,112,100.0,13002
13,3,167,167,100.0,13003
13,4,184,184,100.0,13004
13,5,135,135,100.0,13005
13,6,140,140,100.0,13006
13,7,128,128,100.0,13007
13,8,153,153,100.0,13008
13,9,151,151,100.0,13009
13,10,139,139,100.0,13010
13,11,159,159,100.0,13011
13,12,140,140,100.0,13012
13,13,126,126,100.0,13013
13,14,100,100,100.0,13014
13,15,220,220,100.0,13015
13,16,124,124,100.0,13016
13,17,168,168,100.0,13017
13,18,115,115,100.0,13018
13,19,124,124,100.0,13019
13,20,136,136,100.0,13020
13,21,174,174,100.0,13021
13,22,88,88,100.0,13022
13,23,107,107,100.0,13023
13,24,142,142,100.0,13024
13,25,122,122,100.0,13025
13,26,91,91,100.0,13026
13,27,176,176,100.0,13027
13,28,107,107,100.0,13028
13,29,124,124,100.0,13029
13,30,137,137,100.0,13030
13,31,151,151,100.0,13031
13,32,140,140,100.0,13032
13,33,116,116,100.0,13033
13,34,132,132,100.0,13034
13,35,139,139,100.0,13035
13,36,86,86,100.0,13036
13,37,95,95,100.0,13037
13,38,174,174,100.0,13038
13,39,116,116,100.0,13039
13,40,162,162,100.0,13040
13,41,139,139,100.0,13041
13,42,147,147,100.0,13042
13,43,111,111,100.0,13043
13,44,102,102,100.0,13044
13,45,208,208,100.0,13045
13,46,128,128,100.0,13046
13,47,123,123,100.0,13047
13,48,168,168,100.0,13048
13,49,154,154,100.0,13049
13,50,162,162,100.0,13050
14,1,100,100,100.0,14001
14,2,111,111,100.0,14002
14,3,157,157,100.0,14003
14,4,99,99,100.0,14004
14,5,167,167,100.0,14005
14,6,110,110,100.0,14006
14,7,103,103,100.0,14007
14,8,87,87,100.0,14008
14,9,142,142,100.0,14009
14,10,113,113,100.0,14010
14,11,109,109,100.0,14011
14,12,110,110,100.0,14012
14,13,172,172,100.0,14013
14,14,96,96,100.0,14014
14,15,144,144,100.0,14015
14,16,101,101,100.0,14016
14,17,123,123,100.0,14017
14,18,103,103,100.0,14018
14,19,172,172,100.0,14019
14,20,98,98,100.0,14020
14,21,144,144,100.0,14021
14,22,142,142,100.0,14022
14,23,118,118,100.0,14023
14,24,71,71,100.0,14024
14,25,140,140,100.0,14025
14,26,146,146,100.0,14026
14,27,136,136,100.0,14027
14,28,123,123,100.0,14028
14,29,139,139,100.0,14029
14,30,95,95,100.0,14030
14,31,129,129,100.0,14031
14,32,99,99,100.0,14032
14,33,102,102,100.0,14033
14,34,125,125,100.0,14034
14,35,94,94,100.0,14035
15,1,71,71,100.0,15001
15,2,87,87,100.0,15002
15,3,69,69,100.0,15003
15,4,71,71,100.0,15004
15,5,79,79,100.0,15005
15,6,72,72,100.0,15006
15,7,82,82,100.0,15007
15,8,115,115,100.0,15008
15,9,96,96,100.0,15009
15,10,70,70,100.0,15010
15,11,75,75,100.0,15011
15,12,42,42,100.0,15012
15,13,45,45,100.0,15013
15,14,115,115,100.0,15014
15,15,59,59,100.0,15015
15,16,57,57,100.0,15016
15,17,90,90,100.0,15017
15,18,63,63,100.0,15018
15,19,93,93,100.0,15019
15,20,75,75,100.0,15020
15,21,100,100,100.0,15021
15,22,88,88,100.0,15022
15,23,60,60,100.0,15023
15,24,101,101,100.0,15024
15,25,54,54,100.0,15025
15,26,80,80,100.0,15026
15,27,67,67,100.0,15027
15,28,89,89,100.0,15028
15,29,38,38,100.0,15029
15,30,73,73,100.0,15030
15,31,81,81,100.0,15031
15,32,69,69,100.0,15032
15,33,63,63,100.0,15033
15,34,62,62,100.0,15034
15,35,89,89,100.0,15035
15,36,71,71,100.0,15036
15,37,75,75,100.0,15037
15,38,77,77,100.0,15038
15,39,98,98,100.0,15039
15,40,93,93,100.0,15040
15,41,119,119,100.0,15041
15,42,51,51,100.0,15042
15,43,74,74,100.0,15043
15,44,77,77,100.0,15044
15,45,46,46,100.0,15045
15,46,67,67,100.0,15046
15,47,104,104,100.0,15047
15,48,66,66,100.0,15048
15,49,48,48,100.0,15049
15,50,75,75,100.0,15050
15,51,49,49,100.0,15051
15,52,56,56,100.0,15052
16,1,51,51,100.0,16001
16,2,58,58,100.0,16002
16,3,89,89,100.0,16003
16,4,56,56,100.0,16004
16,5,94,94,100.0,16005
16,6,37,37,100.0,16006
16,7,66,66,100.0,16007
16,8,82,82,100.0,16008
16,9,131,131,100.0,16009
16,10,67,67,100.0,16010
16,11,83,83,100.0,16011
16,12,65,65,100.0,16012
16,13,67,67,100.0,16013
16,14,101,101,100.0,16014
16,15,112,112,100.0,16015
16,16,93,93,100.0,16016
16,17,90,90,100.0,16017
16,18,76,76,100.0,16018
16,19,68,68,100.0,16019
16,20,95,95,100.0,16020
16,21,64,64,100.0,16021
16,22,77,77,100.0,16022
16,23,67,67,100.0,16023
16,24,45,45,100.0,16024
16,25,64,64,100.0,16025
16,26,77,77,100.0,16026
16,27,127,127,100.0,16027
16,28,104,104,100.0,16028
16,29,60,60,100.0,16029
16,30,56,56,100.0,16030
16,31,87,87,100.0,16031
16,32,96,96,100.0,16032
16,33,81,81,100.0,16033
16,34,73,73,100.0,16034
16,35,58,58,100.0,16035
16,36,99,99,100.0,16036
16,37,53,53,100.0,16037
16,38,93,93,100.0,16038
16,39,67,67,100.0,16039
16,40,103,103,100.0,16040
16,41,52,52,100.0,16041
16,42,75,75,100.0,16042
16,43,99,99,100.0,16043
16,44,81,81,100.0,16044
16,45,53,53,100.0,16045
16,46,24,24,100.0,16046
17,1,69,69,100.0,17001
17,2,93,93,100.0,17002
17,3,73,73,100.0,17003
17,4,172,172,100.0,17004
17,5,90,90,100.0,17005
17,6,86,86,100.0,17006
17,7,147,147,100.0,17007
17,8,110,110,100.0,17008
17,9,83,83,100.0,17009
17,10,109,109,100.0,17010
17,11,118,118,100.0,17011
17,12,143,143,100.0,17012
17,13,60,60,100.0,17013
17,14,98,98,100.0,17014
17,15,84,84,100.0,17015
17,16,84,84,100.0,17016
17,17,65,65,100.0,17017
17,18,137,137,100.0,17018
17,19,40,40,100.0,17019
17,20,92,92,100.0,17020
17,21,161,161,100.0,17021
17,22,127,127,100.0,17022
17,23,95,95,100.0,17023
17,24,104,104,100.0,17024
17,25,74,74,100.0,17025
17,26,144,144,100.0,17026
17,27,150,150,100.0,17027
17,28,90,90,100.0,17028
17,29,132,132,100.0,17029
17,30,129,129,100.0,17030
17,31,104,104,100.0,17031
17,32,114,114,100.0,17032
17,33,89,89,100.0,17033
17,34,81,81,100.0,17034
17,35,69,69,100.0,17035
17,36,67,67,100.0,17036
17,37,77,77,100.0,17037
17,38,119,119,100.0,17038
17,39,70,70,100.0,17039
17,40,89,89,100.0,17040
17,41,98,98,100.0,17041
17,42,92,92,100.0,17042
17,43,80,80,100.0,17043
17,44,73,73,100.0,17044
17,45,64,64,100.0,17045
17,46,110,110,100.0,17046
17,47,60,60,100.0,17047
17,48,129,129,100.0,17048
17,49,82,82,100.0,17049
17,50,84,84,100.0,17050
17,51,128,128,100.0,17051
17,52,137,137,100.0,17052
17,53,99,99,100.0,17053
17,54,134,134,100.0,17054
17,55,98,98,100.0,17055
17,56,116,116,100.0,17056
17,57,123,123,100.0,17057
17,58,91,91,100.0,17058
17,59,38,38,100.0,17059
17,60,163,163,100.0,17060
17,61,99,99,100.0,17061
17,62,99,99,100.0,17062
17,63,56,56,100.0,17063
17,64,67,67,100.0,17064
18,1,79,79,100.0,18001
18,2,146,146,100.0,18002
18,3,113,113,100.0,18003
18,4,188,188,100.0,18004
18,5,140,140,100.0,18005
18,6,117,117,100.0,18006
18,7,105,105,100.0,18007
18,8,64,64,100.0,18008
18,9,174,174,100.0,18009
18,10,241,241,100.0,18010
18,11,139,139,100.0,18011
18,12,194,194,100.0,18012
18,13,174,174,100.0,18013
18,14,204,204,100.0,18014
18,15,77,77,100.0,18015
18,16,170,170,100.0,18016
18,17,118,118,100.0,18017
18,18,183,183,100.0,18018
18,19,185,185,100.0,18019
18,20,156,156,100.0,18020
18,21,209,209,100.0,18021
18,22,168,168,100.0,18022
18,23,132,132,100.0,18023
18,24,192,192,100.0,18024
18,25,54,54,100.0,18025
18,26,129,129,100.0,18026
18,27,114,114,100.0,18027
18,28,165,165,100.0,18028
18,29,161,161,100.0,18029
18,30,101,101,100.0,18030
18,31,119,119,100.0,18031
18,32,188,188,100.0,18032
18,33,123,123,100.0,18033
