ward,precinct,total,Daniel W. Hynes,Daniel W. Hynes Percent,precinct_id
2,39,99,99,100.0,02039
2,40,167,167,100.0,02040
2,41,61,61,100.0,02041
2,42,27,27,100.0,02042
2,43,204,204,100.0,02043
2,44,134,134,100.0,02044
2,45,104,104,100.0,02045
2,46,232,232,100.0,02046
2,47,120,120,100.0,02047
2,48,85,85,100.0,02048
2,49,106,106,100.0,02049
2,50,81,81,100.0,02050
2,51,60,60,100.0,02051
2,52,142,142,100.0,02052
2,53,38,38,100.0,02053
2,54,115,115,100.0,02054
2,55,32,32,100.0,02055
2,56,134,134,100.0,02056
2,57,113,113,100.0,02057
2,58,54,54,100.0,02058
2,59,158,158,100.0,02059
2,60,143,143,100.0,02060
2,61,85,85,100.0,02061
3,1,164,164,100.0,03001
3,2,223,223,100.0,03002
3,3,106,106,100.0,03003
3,4,108,108,100.0,03004
3,5,150,150,100.0,03005
3,6,54,54,100.0,03006
3,7,157,157,100.0,03007
3,8,61,61,100.0,03008
3,9,119,119,100.0,03009
3,10,66,66,100.0,03010
3,11,146,146,100.0,03011
3,12,138,138,100.0,03012
3,13,99,99,100.0,03013
3,14,97,97,100.0,03014
3,15,127,127,100.0,03015
3,16,137,137,100.0,03016
3,17,92,92,100.0,03017
3,18,96,96,100.0,03018
3,19,5,5,100.0,03019
3,20,102,102,100.0,03020
3,21,56,56,100.0,03021
3,22,82,82,100.0,03022
3,23,31,31,100.0,03023
3,24,113,113,100.0,03024
3,25,104,104,100.0,03025
3,26,123,123,100.0,03026
3,27,135,135,100.0,03027
3,28,44,44,100.0,03028
3,29,104,104,100.0,03029
3,30,122,122,100.0,03030
3,31,193,193,100.0,03031
3,32,97,97,100.0,03032
3,33,158,158,100.0,03033
3,34,97,97,100.0,03034
3,35,114,114,100.0,03035
3,36,52,52,100.0,03036
3,37,49,49,100.0,03037
3,38,188,188,100.0,03038
3,39,231,231,100.0,03039
3,40,103,103,100.0,03040
3,41,136,136,100.0,03041
3,42,92,92,100.0,03042
3,43,47,47,100.0,03043
3,44,47,47,100.0,03044
3,45,87,87,100.0,03045
3,46,66,66,100.0,03046
3,47,97,97,100.0,03047
3,48,103,103,100.0,03048
3,49,44,44,100.0,03049
3,50,112,112,100.0,03050
3,51,50,50,100.0,03051
3,52,57,57,100.0,03052
3,53,130,130,100.0,03053
3,54,147,147,100.0,03054
4,1,133,133,100.0,04001
4,2,232,232,100.0,04002
4,3,220,220,100.0,04003
4,4,203,203,100.0,04004
4,5,182,182,100.0,04005
4,6,74,74,100.0,04006
4,7,161,161,100.0,04007
4,8,206,206,100.0,04008
4,9,353,353,100.0,04009
4,10,182,182,100.0,04010
4,11,168,168,100.0,04011
4,12,94,94,100.0,04012
4,13,125,125,100.0,04013
4,14,121,121,100.0,04014
4,15,113,113,100.0,04015
4,16,213,213,100.0,04016
4,17,165,165,100.0,04017
4,18,199,199,100.0,04018
4,19,189,189,100.0,04019
4,20,65,65,100.0,04020
4,21,204,204,100.0,04021
4,22,236,236,100.0,04022
4,23,125,125,100.0,04023
4,24,198,198,100.0,04024
4,25,197,197,100.0,04025
4,26,177,177,100.0,04026
4,27,171,171,100.0,04027
4,28,105,105,100.0,04028
4,29,145,145,100.0,04029
4,30,31,31,100.0,04030
4,31,97,97,100.0,04031
4,32,156,156,100.0,04032
4,33,93,93,100.0,04033
4,34,122,122,100.0,04034
4,35,104,104,100.0,04035
4,36,86,86,100.0,04036
4,37,59,59,100.0,04037
4,38,244,244,100.0,04038
4,39,98,98,100.0,04039
4,40,141,141,100.0,04040
4,41,76,76,100.0,04041
4,42,209,209,100.0,04042
4,43,115,115,100.0,04043
4,44,107,107,100.0,04044
4,45,344,344,100.0,04045
4,46,139,139,100.0,04046
4,47,209,209,100.0,04047
4,48,226,226,100.0,04048
4,49,134,134,100.0,04049
4,50,149,149,100.0,04050
4,51,216,216,100.0,04051
4,52,229,229,100.0,04052
4,53,159,159,100.0,04053
4,54,90,90,100.0,04054
4,55,102,102,100.0,04055
5,1,171,171,100.0,05001
5,2,134,134,100.0,05002
5,3,89,89,100.0,05003
5,4,125,125,100.0,05004
5,5,142,142,100.0,05005
5,6,196,196,100.0,05006
5,7,174,174,100.0,05007
5,8,179,179,100.0,05008
5,9,169,169,100.0,05009
5,10,149,149,100.0,05010
5,11,152,152,100.0,05011
5,12,111,111,100.0,05012
5,13,132,132,100.0,05013
5,14,201,201,100.0,05014
5,15,129,129,100.0,05015
5,16,133,133,100.0,05016
5,17,185,185,100.0,05017
5,18,170,170,100.0,05018
5,19,88,88,100.0,05019
5,20,77,77,100.0,05020
5,21,203,203,100.0,05021
5,22,161,161,100.0,05022
5,23,122,122,100.0,05023
5,24,174,174,100.0,05024
5,25,166,166,100.0,05025
5,26,183,183,100.0,05026
5,27,150,150,100.0,05027
5,28,178,178,100.0,05028
5,29,170,170,100.0,05029
5,30,127,127,100.0,05030
5,31,139,139,100.0,05031
5,32,276,276,100.0,05032
5,33,135,135,100.0,05033
5,34,172,172,100.0,05034
5,35,132,132,100.0,05035
5,36,88,88,100.0,05036
5,37,146,146,100.0,05037
5,38,173,173,100.0,05038
5,39,183,183,100.0,05039
5,40,156,156,100.0,05040
5,41,119,119,100.0,05041
5,42,180,180,100.0,05042
5,43,189,189,100.0,05043
5,44,203,203,100.0,05044
5,45,92,92,100.0,05045
5,46,174,174,100.0,05046
5,47,122,122,100.0,05047
5,48,90,90,100.0,05048
5,49,32,32,100.0,05049
5,50,127,127,100.0,05050
5,51,116,116,100.0,05051
5,52,19,19,100.0,05052
5,53,195,195,100.0,05053
5,54,253,253,100.0,05054
5,55,148,148,100.0,05055
6,1,241,241,100.0,06001
6,2,217,217,100.0,06002
6,3,214,214,100.0,06003
6,4,119,119,100.0,06004
6,5,99,99,100.0,06005
6,6,166,166,100.0,06006
6,7,201,201,100.0,06007
6,8,219,219,100.0,06008
6,9,162,162,100.0,06009
6,10,252,252,100.0,06010
6,11,193,193,100.0,06011
6,12,139,139,100.0,06012
6,13,169,169,100.0,06013
6,14,172,172,100.0,06014
6,15,122,122,100.0,06015
6,16,215,215,100.0,06016
6,17,238,238,100.0,06017
6,18,71,71,100.0,06018
6,19,200,200,100.0,06019
6,20,192,192,100.0,06020
6,21,196,196,100.0,06021
6,22,177,177,100.0,06022
6,23,164,164,100.0,06023
6,24,228,228,100.0,06024
6,25,150,150,100.0,06025
6,26,207,207,100.0,06026
6,27,251,251,100.0,06027
6,28,348,348,100.0,06028
6,29,247,247,100.0,06029
6,30,146,146,100.0,06030
6,31,226,226,100.0,06031
6,32,195,195,100.0,06032
6,33,227,227,100.0,06033
6,34,164,164,100.0,06034
6,35,185,185,100.0,06035
6,36,96,96,100.0,06036
6,37,225,225,100.0,06037
6,38,188,188,100.0,06038
6,39,149,149,100.0,06039
6,40,106,106,100.0,06040
6,41,201,201,100.0,06041
6,42,81,81,100.0,06042
6,43,189,189,100.0,06043
6,44,188,188,100.0,06044
6,45,133,133,100.0,06045
6,46,175,175,100.0,06046
6,47,210,210,100.0,06047
6,48,170,170,100.0,06048
6,49,196,196,100.0,06049
6,50,207,207,100.0,06050
6,51,133,133,100.0,06051
6,52,127,127,100.0,06052
6,53,174,174,100.0,06053
6,54,179,179,100.0,06054
6,55,150,150,100.0,06055
6,56,127,127,100.0,06056
6,57,105,105,100.0,06057
6,58,220,220,100.0,06058
6,59,182,182,100.0,06059
6,60,130,130,100.0,06060
6,61,117,117,100.0,06061
6,62,156,156,100.0,06062
6,63,158,158,100.0,06063
6,64,233,233,100.0,06064
7,1,218,218,100.0,07001
7,2,219,219,100.0,07002
7,3,100,100,100.0,07003
7,4,132,132,100.0,07004
7,5,129,129,100.0,07005
7,6,135,135,100.0,07006
7,7,93,93,100.0,07007
7,8,56,56,100.0,07008
7,9,159,159,100.0,07009
7,10,101,101,100.0,07010
7,11,165,165,100.0,07011
7,12,117,117,100.0,07012
7,13,106,106,100.0,07013
7,14,163,163,100.0,07014
7,15,77,77,100.0,07015
7,16,136,136,100.0,07016
7,17,106,106,100.0,07017
7,18,103,103,100.0,07018
7,19,223,223,100.0,07019
7,20,83,83,100.0,07020
7,21,157,157,100.0,07021
7,22,121,121,100.0,07022
7,23,102,102,100.0,07023
7,24,154,154,100.0,07024
7,25,201,201,100.0,07025
7,26,199,199,100.0,07026
7,27,238,238,100.0,07027
7,28,155,155,100.0,07028
7,29,113,113,100.0,07029
7,30,193,193,100.0,07030
7,31,186,186,100.0,07031
7,32,131,131,100.0,07032
7,33,145,145,100.0,07033
7,34,138,138,100.0,07034
7,35,76,76,100.0,07035
7,36,213,213,100.0,07036
7,37,65,65,100.0,07037
7,38,124,124,100.0,07038
7,39,129,129,100.0,07039
7,40,169,169,100.0,07040
7,41,139,139,100.0,07041
7,42,233,233,100.0,07042
7,43,158,158,100.0,07043
7,44,182,182,100.0,07044
7,45,248,248,100.0,07045
7,46,89,89,100.0,07046
7,47,136,136,100.0,07047
7,48,65,65,100.0,07048
7,49,100,100,100.0,07049
7,50,108,108,100.0,07050
7,51,153,153,100.0,07051
7,52,112,112,100.0,07052
7,53,140,140,100.0,07053
7,54,67,67,100.0,07054
7,55,147,147,100.0,07055
7,56,110,110,100.0,07056
7,57,144,144,100.0,07057
7,58,225,225,100.0,07058
7,59,76,76,100.0,07059
7,60,111,111,100.0,07060
7,61,157,157,100.0,07061
7,62,158,158,100.0,07062
7,63,114,114,100.0,07063
7,64,129,129,100.0,07064
7,65,149,149,100.0,07065
8,1,204,204,100.0,08001
8,2,96,96,100.0,08002
8,3,257,257,100.0,08003
8,4,195,195,100.0,08004
8,5,253,253,100.0,08005
8,6,213,213,100.0,08006
8,7,138,138,100.0,08007
8,8,246,246,100.0,08008
8,9,278,278,100.0,08009
8,10,255,255,100.0,08010
8,11,165,165,100.0,08011
8,12,156,156,100.0,08012
8,13,143,143,100.0,08013
8,14,126,126,100.0,08014
8,15,154,154,100.0,08015
8,16,231,231,100.0,08016
8,17,160,160,100.0,08017
8,18,104,104,100.0,08018
8,19,242,242,100.0,08019
8,20,146,146,100.0,08020
8,21,151,151,100.0,08021
8,22,160,160,100.0,08022
8,23,174,174,100.0,08023
8,24,214,214,100.0,08024
8,25,182,182,100.0,08025
8,26,116,116,100.0,08026
8,27,218,218,100.0,08027
8,28,184,184,100.0,08028
8,29,207,207,100.0,08029
8,30,151,151,100.0,08030
8,31,126,126,100.0,08031
8,32,292,292,100.0,08032
8,33,175,175,100.0,08033
8,34,244,244,100.0,08034
8,35,227,227,100.0,08035
8,36,167,167,100.0,08036
8,37,199,199,100.0,08037
8,38,153,153,100.0,08038
8,39,210,210,100.0,08039
8,40,191,191,100.0,08040
8,41,152,152,100.0,08041
8,42,185,185,100.0,08042
8,43,124,124,100.0,08043
8,44,151,151,100.0,08044
8,45,150,150,100.0,08045
8,46,157,157,100.0,08046
8,47,193,193,100.0,08047
8,48,168,168,100.0,08048
8,49,236,236,100.0,08049
8,50,193,193,100.0,08050
8,51,218,218,100.0,08051
8,52,229,229,100.0,08052
8,53,234,234,100.0,08053
8,54,205,205,100.0,08054
8,55,139,139,100.0,08055
8,56,209,209,100.0,08056
8,57,111,111,100.0,08057
8,58,217,217,100.0,08058
8,59,111,111,100.0,08059
8,60,159,159,100.0,08060
8,61,163,163,100.0,08061
8,62,182,182,100.0,08062
8,63,229,229,100.0,08063
8,64,149,149,100.0,08064
8,65,128,128,100.0,08065
8,66,252,252,100.0,08066
8,67,86,86,100.0,08067
8,68,97,97,100.0,08068
8,69,115,115,100.0,08069
8,70,213,213,100.0,08070
9,1,223,223,100.0,09001
9,2,194,194,100.0,09002
9,3,77,77,100.0,09003
9,4,203,203,100.0,09004
9,5,158,158,100.0,09005
9,6,182,182,100.0,09006
9,7,184,184,100.0,09007
9,8,190,190,100.0,09008
9,9,202,202,100.0,09009
9,10,166,166,100.0,09010
9,11,109,109,100.0,09011
9,12,177,177,100.0,09012
9,13,242,242,100.0,09013
9,14,214,214,100.0,09014
9,15,146,146,100.0,09015
9,16,110,110,100.0,09016
9,17,177,177,100.0,09017
9,18,198,198,100.0,09018
9,19,200,200,100.0,09019
9,20,213,213,100.0,09020
9,21,167,167,100.0,09021
9,22,229,229,100.0,09022
9,23,134,134,100.0,09023
9,24,74,74,100.0,09024
9,25,102,102,100.0,09025
9,26,98,98,100.0,09026
9,27,148,148,100.0,09027
9,28,95,95,100.0,09028
9,29,148,148,100.0,09029
9,30,148,148,100.0,09030
9,31,140,140,100.0,09031
9,32,173,173,100.0,09032
9,33,119,119,100.0,09033
9,34,148,148,100.0,09034
9,35,233,233,100.0,09035
9,36,189,189,100.0,09036
9,37,201,201,100.0,09037
9,38,105,105,100.0,09038
9,39,201,201,100.0,09039
9,40,196,196,100.0,09040
9,41,189,189,100.0,09041
9,42,78,78,100.0,09042
9,43,108,108,100.0,09043
9,44,107,107,100.0,09044
9,45,186,186,100.0,09045
9,46,141,141,100.0,09046
9,47,211,211,100.0,09047
9,48,207,207,100.0,09048
9,49,104,104,100.0,09049
9,50,157,157,100.0,09050
9,51,107,107,100.0,09051
9,52,208,208,100.0,09052
10,1,139,139,100.0,10001
10,2,92,92,100.0,10002
10,3,148,148,100.0,10003
10,4,90,90,100.0,10004
10,5,116,116,100.0,10005
10,6,147,147,100.0,10006
10,7,29,29,100.0,10007
10,8,111,111,100.0,10008
10,9,114,114,100.0,10009
10,10,110,110,100.0,10010
10,11,110,110,100.0,10011
10,12,88,88,100.0,10012
10,13,112,112,100.0,10013
10,14,129,129,100.0,10014
10,15,46,46,100.0,10015
10,16,134,134,100.0,10016
10,17,82,82,100.0,10017
10,18,91,91,100.0,10018
10,19,131,131,100.0,10019
10,20,74,74,100.0,10020
10,21,92,92,100.0,10021
10,22,25,25,100.0,10022
10,23,96,96,100.0,10023
10,24,98,98,100.0,10024
10,25,136,136,100.0,10025
10,26,86,86,100.0,10026
10,27,150,150,100.0,10027
10,28,101,101,100.0,10028
10,29,134,134,100.0,10029
10,30,126,126,100.0,10030
10,31,92,92,100.0,10031
10,32,92,92,100.0,10032
10,33,99,99,100.0,10033
10,34,104,104,100.0,10034
10,35,116,116,100.0,10035
10,36,138,138,100.0,10036
10,37,93,93,100.0,10037
10,38,115,115,100.0,10038
10,39,106,106,100.0,10039
10,40,94,94,100.0,10040
10,41,121,121,100.0,10041
10,42,100,100,100.0,10042
10,43,54,54,100.0,10043
10,44,89,89,100.0,10044
10,45,55,55,100.0,10045
10,46,108,108,100.0,10046
10,47,105,105,100.0,10047
10,48,99,99,100.0,10048
10,49,96,96,100.0,10049
11,1,149,149,100.0,11001
11,2,115,115,100.0,11002
11,3,98,98,100.0,11003
11,4,130,130,100.0,11004
11,5,71,71,100.0,11005
11,6,163,163,100.0,11006
11,7,130,130,100.0,11007
11,8,141,141,100.0,11008
11,9,90,90,100.0,11009
11,10,79,79,100.0,11010
11,11,158,158,100.0,11011
11,12,151,151,100.0,11012
11,13,131,131,100.0,11013
11,14,82,82,100.0,11014
11,15,127,127,100.0,11015
11,16,138,138,100.0,11016
11,17,180,180,100.0,11017
11,18,104,104,100.0,11018
11,19,94,94,100.0,11019
11,20,116,116,100.0,11020
11,21,190,190,100.0,11021
11,22,122,122,100.0,11022
11,23,121,121,100.0,11023
11,24,294,294,100.0,11024
11,25,106,106,100.0,11025
11,26,196,196,100.0,11026
11,27,111,111,100.0,11027
11,28,132,132,100.0,11028
11,29,162,162,100.0,11029
11,30,126,126,100.0,11030
11,31,117,117,100.0,11031
11,32,127,127,100.0,11032
11,33,107,107,100.0,11033
11,34,80,80,100.0,11034
11,35,206,206,100.0,11035
11,36,39,39,100.0,11036
11,37,189,189,100.0,11037
11,38,200,200,100.0,11038
11,39,236,236,100.0,11039
11,40,74,74,100.0,11040
11,41,91,91,100.0,11041
11,42,87,87,100.0,11042
11,43,168,168,100.0,11043
11,44,128,128,100.0,11044
11,45,73,73,100.0,11045
11,46,92,92,100.0,11046
11,47,113,113,100.0,11047
11,48,61,61,100.0,11048
11,49,127,127,100.0,11049
11,50,119,119,100.0,11050
12,1,55,55,100.0,12001
12,2,67,67,100.0,12002
12,3,75,75,100.0,12003
12,4,70,70,100.0,12004
12,5,88,88,100.0,12005
12,6,61,61,100.0,12006
12,7,77,77,100.0,12007
12,8,147,147,100.0,12008
12,9,97,97,100.0,12009
12,10,86,86,100.0,12010
12,11,139,139,100.0,12011
12,12,62,62,100.0,12012
12,13,136,136,100.0,12013
12,14,62,62,100.0,12014
12,15,68,68,100.0,12015
12,16,71,71,100.0,12016
12,17,122,122,100.0,12017
12,18,80,80,100.0,12018
12,19,102,102,100.0,12019
12,20,75,75,100.0,12020
12,21,117,117,100.0,12021
12,22,74,74,100.0,12022
12,23,91,91,100.0,12023
12,24,123,123,100.0,12024
13,1,159,159,100.0,13001
13,2,130,130,100.0,13002
13,3,180,180,100.0,13003
13,4,241,241,100.0,13004
13,5,169,169,100.0,13005
13,6,178,178,100.0,13006
13,7,160,160,100.0,13007
13,8,205,205,100.0,13008
13,9,178,178,100.0,13009
13,10,180,180,100.0,13010
13,11,198,198,100.0,13011
13,12,164,164,100.0,13012
13,13,150,150,100.0,13013
13,14,118,118,100.0,13014
13,15,255,255,100.0,13015
13,16,143,143,100.0,13016
13,17,197,197,100.0,13017
13,18,128,128,100.0,13018
13,19,140,140,100.0,13019
13,20,160,160,100.0,13020
13,21,220,220,100.0,13021
13,22,153,153,100.0,13022
13,23,136,136,100.0,13023
13,24,178,178,100.0,13024
13,25,142,142,100.0,13025
13,26,109,109,100.0,13026
13,27,203,203,100.0,13027
13,28,124,124,100.0,13028
13,29,161,161,100.0,13029
13,30,171,171,100.0,13030
13,31,177,177,100.0,13031
13,32,184,184,100.0,13032
13,33,145,145,100.0,13033
13,34,151,151,100.0,13034
13,35,184,184,100.0,13035
13,36,97,97,100.0,13036
13,37,118,118,100.0,13037
13,38,190,190,100.0,13038
13,39,157,157,100.0,13039
13,40,182,182,100.0,13040
13,41,176,176,100.0,13041
13,42,183,183,100.0,13042
13,43,134,134,100.0,13043
13,44,126,126,100.0,13044
13,45,257,257,100.0,13045
13,46,164,164,100.0,13046
13,47,132,132,100.0,13047
13,48,194,194,100.0,13048
13,49,189,189,100.0,13049
13,50,209,209,100.0,13050
14,1,92,92,100.0,14001
14,2,120,120,100.0,14002
14,3,151,151,100.0,14003
14,4,109,109,100.0,14004
14,5,148,148,100.0,14005
14,6,114,114,100.0,14006
14,7,92,92,100.0,14007
14,8,88,88,100.0,14008
14,9,133,133,100.0,14009
14,10,115,115,100.0,14010
14,11,85,85,100.0,14011
14,12,79,79,100.0,14012
14,13,158,158,100.0,14013
14,14,77,77,100.0,14014
14,15,133,133,100.0,14015
14,16,105,105,100.0,14016
14,17,78,78,100.0,14017
14,18,108,108,100.0,14018
14,19,152,152,100.0,14019
14,20,96,96,100.0,14020
14,21,80,80,100.0,14021
14,22,111,111,100.0,14022
14,23,116,116,100.0,14023
14,24,65,65,100.0,14024
14,25,141,141,100.0,14025
14,26,145,145,100.0,14026
14,27,151,151,100.0,14027
14,28,131,131,100.0,14028
14,29,127,127,100.0,14029
14,30,88,88,100.0,14030
14,31,107,107,100.0,14031
14,32,96,96,100.0,14032
14,33,79,79,100.0,14033
14,34,90,90,100.0,14034
14,35,84,84,100.0,14035
15,1,83,83,100.0,15001
15,2,108,108,100.0,15002
15,3,86,86,100.0,15003
15,4,87,87,100.0,15004
15,5,84,84,100.0,15005
15,6,89,89,100.0,15006
15,7,96,96,100.0,15007
15,8,133,133,100.0,15008
15,9,115,115,100.0,15009
15,10,80,80,100.0,15010
15,11,102,102,100.0,15011
15,12,48,48,100.0,15012
15,13,59,59,100.0,15013
15,14,124,124,100.0,15014
15,15,75,75,100.0,15015
15,16,71,71,100.0,15016
15,17,109,109,100.0,15017
15,18,72,72,100.0,15018
15,19,117,117,100.0,15019
15,20,100,100,100.0,15020
15,21,126,126,100.0,15021
15,22,107,107,100.0,15022
15,23,72,72,100.0,15023
15,24,108,108,100.0,15024
15,25,71,71,100.0,15025
15,26,95,95,100.0,15026
15,27,72,72,100.0,15027
15,28,94,94,100.0,15028
15,29,52,52,100.0,15029
15,30,100,100,100.0,15030
15,31,103,103,100.0,15031
15,32,82,82,100.0,15032
15,33,77,77,100.0,15033
15,34,87,87,100.0,15034
15,35,117,117,100.0,15035
15,36,75,75,100.0,15036
15,37,97,97,100.0,15037
15,38,91,91,100.0,15038
15,39,109,109,100.0,15039
15,40,113,113,100.0,15040
15,41,141,141,100.0,15041
15,42,61,61,100.0,15042
15,43,93,93,100.0,15043
15,44,84,84,100.0,15044
15,45,51,51,100.0,15045
15,46,78,78,100.0,15046
15,47,127,127,100.0,15047
15,48,75,75,100.0,15048
15,49,60,60,100.0,15049
15,50,83,83,100.0,15050
15,51,73,73,100.0,15051
15,52,65,65,100.0,15052
16,1,61,61,100.0,16001
16,2,82,82,100.0,16002
16,3,104,104,100.0,16003
16,4,60,60,100.0,16004
16,5,117,117,100.0,16005
16,6,43,43,100.0,16006
16,7,83,83,100.0,16007
16,8,98,98,100.0,16008
16,9,150,150,100.0,16009
16,10,85,85,100.0,16010
16,11,101,101,100.0,16011
16,12,70,70,100.0,16012
16,13,74,74,100.0,16013
16,14,118,118,100.0,16014
16,15,136,136,100.0,16015
16,16,136,136,100.0,16016
16,17,101,101,100.0,16017
16,18,111,111,100.0,16018
16,19,84,84,100.0,16019
16,20,109,109,100.0,16020
16,21,73,73,100.0,16021
16,22,94,94,100.0,16022
16,23,78,78,100.0,16023
16,24,68,68,100.0,16024
16,25,101,101,100.0,16025
16,26,111,111,100.0,16026
16,27,162,162,100.0,16027
16,28,136,136,100.0,16028
16,29,70,70,100.0,16029
16,30,72,72,100.0,16030
16,31,129,129,100.0,16031
16,32,105,105,100.0,16032
16,33,94,94,100.0,16033
16,34,92,92,100.0,16034
16,35,75,75,100.0,16035
16,36,112,112,100.0,16036
16,37,65,65,100.0,16037
16,38,121,121,100.0,16038
16,39,79,79,100.0,16039
16,40,133,133,100.0,16040
16,41,63,63,100.0,16041
16,42,76,76,100.0,16042
16,43,117,117,100.0,16043
16,44,98,98,100.0,16044
16,45,70,70,100.0,16045
16,46,24,24,100.0,16046
17,1,88,88,100.0,17001
17,2,106,106,100.0,17002
17,3,94,94,100.0,17003
17,4,195,195,100.0,17004
17,5,115,115,100.0,17005
17,6,105,105,100.0,17006
17,7,164,164,100.0,17007
17,8,124,124,100.0,17008
17,9,101,101,100.0,17009
17,10,141,141,100.0,17010
17,11,142,142,100.0,17011
17,12,179,179,100.0,17012
17,13,82,82,100.0,17013
17,14,115,115,100.0,17014
17,15,111,111,100.0,17015
17,16,105,105,100.0,17016
17,17,82,82,100.0,17017
17,18,164,164,100.0,17018
17,19,48,48,100.0,17019
17,20,107,107,100.0,17020
17,21,208,208,100.0,17021
17,22,145,145,100.0,17022
17,23,112,112,100.0,17023
17,24,133,133,100.0,17024
17,25,82,82,100.0,17025
17,26,176,176,100.0,17026
17,27,181,181,100.0,17027
17,28,105,105,100.0,17028
17,29,157,157,100.0,17029
17,30,143,143,100.0,17030
17,31,122,122,100.0,17031
17,32,145,145,100.0,17032
17,33,108,108,100.0,17033
17,34,107,107,100.0,17034
17,35,79,79,100.0,17035
17,36,84,84,100.0,17036
17,37,108,108,100.0,17037
17,38,134,134,100.0,17038
17,39,93,93,100.0,17039
17,40,103,103,100.0,17040
17,41,107,107,100.0,17041
17,42,107,107,100.0,17042
17,43,107,107,100.0,17043
17,44,90,90,100.0,17044
17,45,78,78,100.0,17045
17,46,126,126,100.0,17046
17,47,70,70,100.0,17047
17,48,148,148,100.0,17048
17,49,113,113,100.0,17049
17,50,115,115,100.0,17050
17,51,154,154,100.0,17051
17,52,170,170,100.0,17052
17,53,112,112,100.0,17053
17,54,155,155,100.0,17054
17,55,126,126,100.0,17055
17,56,133,133,100.0,17056
17,57,143,143,100.0,17057
17,58,104,104,100.0,17058
17,59,56,56,100.0,17059
17,60,195,195,100.0,17060
17,61,106,106,100.0,17061
17,62,111,111,100.0,17062
17,63,77,77,100.0,17063
17,64,87,87,100.0,17064
18,1,93,93,100.0,18001
18,2,161,161,100.0,18002
18,3,139,139,100.0,18003
18,4,214,214,100.0,18004
18,5,156,156,100.0,18005
18,6,141,141,100.0,18006
18,7,120,120,100.0,18007
18,8,66,66,100.0,18008
18,9,209,209,100.0,18009
18,10,268,268,100.0,18010
18,11,173,173,100.0,18011
18,12,221,221,100.0,18012
18,13,195,195,100.0,18013
18,14,216,216,100.0,18014
18,15,92,92,100.0,18015
18,16,198,198,100.0,18016
18,17,138,138,100.0,18017
18,18,214,214,100.0,18018
18,19,236,236,100.0,18019
18,20,194,194,100.0,18020
18,21,249,249,100.0,18021
18,22,189,189,100.0,18022
18,23,148,148,100.0,18023
18,24,224,224,100.0,18024
18,25,72,72,100.0,18025
18,26,147,147,100.0,18026
18,27,135,135,100.0,18027
18,28,209,209,100.0,18028
18,29,181,181,100.0,18029
18,30,113,113,100.0,18030
18,31,142,142,100.0,18031
18,32,226,226,100.0,18032
