ward,precinct,total,Luis V. Gutierrez,Luis V. Gutierrez Percent,precinct_id
30,5,49,49,100.0,30005
30,17,10,10,100.0,30017
30,18,68,68,100.0,30018
30,19,46,46,100.0,30019
30,20,72,72,100.0,30020
30,21,91,91,100.0,30021
30,22,89,89,100.0,30022
30,23,81,81,100.0,30023
30,24,73,73,100.0,30024
30,25,12,12,100.0,30025
30,26,60,60,100.0,30026
30,27,116,116,100.0,30027
30,29,34,34,100.0,30029
30,31,70,70,100.0,30031
30,32,36,36,100.0,30032
30,33,99,99,100.0,30033
30,35,91,91,100.0,30035
30,36,56,56,100.0,30036
30,41,94,94,100.0,30041
31,1,55,55,100.0,31001
31,2,61,61,100.0,31002
31,4,72,72,100.0,31004
31,5,86,86,100.0,31005
31,6,76,76,100.0,31006
31,7,75,75,100.0,31007
31,10,44,44,100.0,31010
31,11,45,45,100.0,31011
31,12,83,83,100.0,31012
31,13,52,52,100.0,31013
31,14,48,48,100.0,31014
31,16,14,14,100.0,31016
31,17,73,73,100.0,31017
31,18,53,53,100.0,31018
31,20,61,61,100.0,31020
31,21,93,93,100.0,31021
31,22,43,43,100.0,31022
31,23,50,50,100.0,31023
31,24,72,72,100.0,31024
31,25,82,82,100.0,31025
31,27,77,77,100.0,31027
31,30,90,90,100.0,31030
31,31,95,95,100.0,31031
31,34,52,52,100.0,31034
31,35,14,14,100.0,31035
31,36,109,109,100.0,31036
31,37,80,80,100.0,31037
31,39,52,52,100.0,31039
31,40,69,69,100.0,31040
31,42,94,94,100.0,31042
31,44,66,66,100.0,31044
31,49,48,48,100.0,31049
31,51,63,63,100.0,31051
32,1,12,12,100.0,32001
32,2,90,90,100.0,32002
32,3,65,65,100.0,32003
32,4,100,100,100.0,32004
32,5,69,69,100.0,32005
32,11,64,64,100.0,32011
32,12,11,11,100.0,32012
32,14,88,88,100.0,32014
32,16,95,95,100.0,32016
32,17,70,70,100.0,32017
32,28,75,75,100.0,32028
32,29,100,100,100.0,32029
32,31,115,115,100.0,32031
32,33,82,82,100.0,32033
32,34,117,117,100.0,32034
32,35,130,130,100.0,32035
32,36,96,96,100.0,32036
32,46,5,5,100.0,32046
32,52,51,51,100.0,32052
33,1,140,140,100.0,33001
33,2,165,165,100.0,33002
33,3,149,149,100.0,33003
33,4,124,124,100.0,33004
33,6,180,180,100.0,33006
33,8,135,135,100.0,33008
33,11,153,153,100.0,33011
33,12,180,180,100.0,33012
33,13,206,206,100.0,33013
33,15,135,135,100.0,33015
33,16,133,133,100.0,33016
33,17,175,175,100.0,33017
33,19,167,167,100.0,33019
33,20,143,143,100.0,33020
33,21,179,179,100.0,33021
33,22,77,77,100.0,33022
33,26,122,122,100.0,33026
33,27,89,89,100.0,33027
35,1,132,132,100.0,35001
35,2,93,93,100.0,35002
35,3,70,70,100.0,35003
35,4,124,124,100.0,35004
35,5,121,121,100.0,35005
35,6,115,115,100.0,35006
35,7,132,132,100.0,35007
35,8,95,95,100.0,35008
35,9,115,115,100.0,35009
35,10,106,106,100.0,35010
35,11,89,89,100.0,35011
35,12,137,137,100.0,35012
35,13,28,28,100.0,35013
35,14,151,151,100.0,35014
35,15,117,117,100.0,35015
35,16,110,110,100.0,35016
35,17,135,135,100.0,35017
35,18,112,112,100.0,35018
35,19,108,108,100.0,35019
35,20,120,120,100.0,35020
35,21,97,97,100.0,35021
35,23,73,73,100.0,35023
35,24,67,67,100.0,35024
35,25,88,88,100.0,35025
35,26,135,135,100.0,35026
35,27,139,139,100.0,35027
35,28,116,116,100.0,35028
35,29,111,111,100.0,35029
35,30,140,140,100.0,35030
35,31,57,57,100.0,35031
35,32,98,98,100.0,35032
35,34,99,99,100.0,35034
35,35,123,123,100.0,35035
35,36,72,72,100.0,35036
36,4,66,66,100.0,36004
36,33,55,55,100.0,36033
36,44,45,45,100.0,36044
36,54,33,33,100.0,36054
36,55,21,21,100.0,36055
37,1,90,90,100.0,37001
37,11,39,39,100.0,37011
37,19,115,115,100.0,37019
37,39,96,96,100.0,37039
