ward,precinct,total,Iris Y. Martinez,Iris Y. Martinez Percent,precinct_id
26,6,71,71,100.0,26006
26,7,37,37,100.0,26007
26,8,61,61,100.0,26008
26,9,41,41,100.0,26009
26,10,45,45,100.0,26010
26,11,61,61,100.0,26011
26,12,49,49,100.0,26012
26,13,77,77,100.0,26013
26,14,54,54,100.0,26014
26,15,44,44,100.0,26015
26,16,54,54,100.0,26016
26,18,46,46,100.0,26018
26,19,97,97,100.0,26019
26,20,82,82,100.0,26020
26,21,63,63,100.0,26021
26,22,39,39,100.0,26022
26,23,58,58,100.0,26023
26,24,44,44,100.0,26024
26,25,32,32,100.0,26025
26,26,59,59,100.0,26026
26,27,63,63,100.0,26027
26,28,48,48,100.0,26028
26,29,53,53,100.0,26029
26,30,47,47,100.0,26030
26,31,85,85,100.0,26031
26,32,74,74,100.0,26032
26,34,57,57,100.0,26034
26,35,61,61,100.0,26035
26,36,58,58,100.0,26036
26,37,40,40,100.0,26037
26,38,34,34,100.0,26038
26,39,38,38,100.0,26039
26,40,32,32,100.0,26040
26,41,60,60,100.0,26041
26,42,44,44,100.0,26042
26,43,54,54,100.0,26043
26,44,38,38,100.0,26044
26,45,65,65,100.0,26045
26,46,10,10,100.0,26046
26,47,46,46,100.0,26047
26,48,72,72,100.0,26048
26,49,40,40,100.0,26049
26,50,23,23,100.0,26050
26,51,76,76,100.0,26051
26,52,19,19,100.0,26052
26,53,37,37,100.0,26053
26,54,59,59,100.0,26054
26,55,40,40,100.0,26055
26,56,62,62,100.0,26056
26,57,47,47,100.0,26057
26,58,51,51,100.0,26058
26,59,74,74,100.0,26059
26,60,58,58,100.0,26060
26,61,33,33,100.0,26061
26,62,78,78,100.0,26062
26,63,24,24,100.0,26063
27,13,59,59,100.0,27013
27,18,17,17,100.0,27018
27,32,90,90,100.0,27032
27,35,75,75,100.0,27035
27,38,51,51,100.0,27038
27,41,74,74,100.0,27041
27,56,53,53,100.0,27056
27,59,98,98,100.0,27059
28,29,86,86,100.0,28029
28,34,18,18,100.0,28034
28,38,51,51,100.0,28038
29,6,63,63,100.0,29006
29,7,74,74,100.0,29007
29,24,5,5,100.0,29024
29,39,81,81,100.0,29039
29,52,69,69,100.0,29052
30,4,61,61,100.0,30004
30,5,47,47,100.0,30005
30,17,12,12,100.0,30017
30,18,66,66,100.0,30018
30,19,49,49,100.0,30019
30,20,70,70,100.0,30020
30,21,86,86,100.0,30021
30,22,85,85,100.0,30022
30,23,73,73,100.0,30023
30,24,81,81,100.0,30024
30,25,10,10,100.0,30025
30,26,52,52,100.0,30026
30,27,106,106,100.0,30027
30,29,35,35,100.0,30029
30,31,65,65,100.0,30031
30,32,36,36,100.0,30032
30,33,95,95,100.0,30033
30,35,87,87,100.0,30035
30,36,54,54,100.0,30036
30,41,85,85,100.0,30041
31,1,43,43,100.0,31001
31,2,61,61,100.0,31002
31,4,69,69,100.0,31004
31,5,83,83,100.0,31005
31,6,77,77,100.0,31006
31,7,70,70,100.0,31007
31,10,31,31,100.0,31010
31,11,48,48,100.0,31011
31,12,78,78,100.0,31012
31,13,55,55,100.0,31013
31,14,44,44,100.0,31014
31,16,16,16,100.0,31016
31,17,60,60,100.0,31017
31,18,47,47,100.0,31018
31,20,56,56,100.0,31020
31,21,90,90,100.0,31021
31,22,44,44,100.0,31022
31,23,45,45,100.0,31023
31,24,67,67,100.0,31024
31,25,72,72,100.0,31025
31,27,67,67,100.0,31027
31,30,79,79,100.0,31030
31,31,91,91,100.0,31031
31,34,46,46,100.0,31034
31,35,13,13,100.0,31035
31,36,92,92,100.0,31036
31,37,71,71,100.0,31037
31,39,51,51,100.0,31039
31,40,56,56,100.0,31040
31,42,84,84,100.0,31042
31,44,60,60,100.0,31044
31,49,43,43,100.0,31049
31,51,52,52,100.0,31051
32,1,12,12,100.0,32001
32,2,88,88,100.0,32002
32,3,57,57,100.0,32003
32,4,92,92,100.0,32004
32,5,59,59,100.0,32005
32,11,58,58,100.0,32011
32,12,12,12,100.0,32012
32,14,75,75,100.0,32014
32,16,85,85,100.0,32016
32,17,66,66,100.0,32017
32,28,72,72,100.0,32028
32,29,92,92,100.0,32029
32,31,111,111,100.0,32031
32,33,80,80,100.0,32033
32,34,96,96,100.0,32034
32,35,111,111,100.0,32035
32,36,87,87,100.0,32036
32,46,5,5,100.0,32046
32,52,39,39,100.0,32052
33,1,131,131,100.0,33001
33,2,162,162,100.0,33002
33,3,142,142,100.0,33003
33,4,127,127,100.0,33004
33,6,165,165,100.0,33006
33,8,135,135,100.0,33008
33,11,144,144,100.0,33011
33,12,171,171,100.0,33012
33,13,201,201,100.0,33013
33,15,138,138,100.0,33015
33,16,124,124,100.0,33016
33,17,170,170,100.0,33017
33,19,160,160,100.0,33019
33,20,127,127,100.0,33020
33,21,173,173,100.0,33021
33,22,74,74,100.0,33022
33,26,112,112,100.0,33026
33,27,88,88,100.0,33027
35,1,123,123,100.0,35001
35,2,90,90,100.0,35002
35,3,67,67,100.0,35003
35,4,128,128,100.0,35004
35,5,119,119,100.0,35005
35,6,119,119,100.0,35006
35,7,128,128,100.0,35007
35,8,93,93,100.0,35008
35,9,107,107,100.0,35009
35,10,107,107,100.0,35010
35,11,88,88,100.0,35011
35,12,139,139,100.0,35012
35,13,27,27,100.0,35013
35,14,149,149,100.0,35014
35,15,107,107,100.0,35015
35,16,119,119,100.0,35016
35,17,133,133,100.0,35017
35,18,117,117,100.0,35018
35,19,109,109,100.0,35019
35,20,110,110,100.0,35020
35,21,97,97,100.0,35021
35,23,72,72,100.0,35023
35,24,64,64,100.0,35024
35,25,89,89,100.0,35025
35,26,131,131,100.0,35026
35,27,151,151,100.0,35027
35,28,107,107,100.0,35028
35,29,114,114,100.0,35029
35,30,147,147,100.0,35030
35,31,53,53,100.0,35031
35,32,94,94,100.0,35032
35,34,98,98,100.0,35034
35,35,123,123,100.0,35035
35,36,68,68,100.0,35036
36,4,59,59,100.0,36004
36,33,50,50,100.0,36033
36,44,41,41,100.0,36044
36,54,28,28,100.0,36054
36,55,21,21,100.0,36055
37,1,83,83,100.0,37001
37,11,40,40,100.0,37011
37,19,101,101,100.0,37019
37,39,86,86,100.0,37039
