ward,precinct,total,Patrick W. ''Pat'' O'Brien,Patrick W. ''Pat'' O'Brien Percent,precinct_id
6,30,198,198,100.0,06030
6,31,277,277,100.0,06031
6,32,265,265,100.0,06032
6,33,308,308,100.0,06033
6,34,226,226,100.0,06034
6,35,231,231,100.0,06035
6,36,140,140,100.0,06036
6,37,274,274,100.0,06037
6,38,275,275,100.0,06038
6,39,226,226,100.0,06039
6,40,152,152,100.0,06040
6,41,257,257,100.0,06041
6,42,147,147,100.0,06042
6,43,278,278,100.0,06043
6,44,236,236,100.0,06044
6,45,187,187,100.0,06045
6,46,219,219,100.0,06046
6,47,288,288,100.0,06047
6,48,241,241,100.0,06048
6,49,249,249,100.0,06049
6,50,259,259,100.0,06050
6,51,173,173,100.0,06051
6,52,181,181,100.0,06052
6,53,216,216,100.0,06053
6,54,223,223,100.0,06054
6,55,238,238,100.0,06055
6,56,195,195,100.0,06056
6,57,160,160,100.0,06057
6,58,275,275,100.0,06058
6,59,242,242,100.0,06059
6,60,175,175,100.0,06060
6,61,158,158,100.0,06061
6,62,235,235,100.0,06062
6,63,229,229,100.0,06063
6,64,288,288,100.0,06064
7,1,250,250,100.0,07001
7,2,290,290,100.0,07002
7,3,145,145,100.0,07003
7,4,184,184,100.0,07004
7,5,190,190,100.0,07005
7,6,189,189,100.0,07006
7,7,151,151,100.0,07007
7,8,102,102,100.0,07008
7,9,206,206,100.0,07009
7,10,149,149,100.0,07010
7,11,232,232,100.0,07011
7,12,162,162,100.0,07012
7,13,146,146,100.0,07013
7,14,237,237,100.0,07014
7,15,136,136,100.0,07015
7,16,163,163,100.0,07016
7,17,138,138,100.0,07017
7,18,153,153,100.0,07018
7,19,310,310,100.0,07019
7,20,122,122,100.0,07020
7,21,223,223,100.0,07021
7,22,156,156,100.0,07022
7,23,135,135,100.0,07023
7,24,201,201,100.0,07024
7,25,255,255,100.0,07025
7,26,282,282,100.0,07026
7,27,319,319,100.0,07027
7,28,222,222,100.0,07028
7,29,130,130,100.0,07029
7,30,252,252,100.0,07030
7,31,213,213,100.0,07031
7,32,204,204,100.0,07032
7,33,183,183,100.0,07033
7,34,197,197,100.0,07034
7,35,142,142,100.0,07035
7,36,259,259,100.0,07036
7,37,103,103,100.0,07037
7,38,169,169,100.0,07038
7,39,181,181,100.0,07039
7,40,319,319,100.0,07040
7,41,162,162,100.0,07041
7,42,343,343,100.0,07042
7,43,221,221,100.0,07043
7,44,286,286,100.0,07044
7,45,288,288,100.0,07045
7,46,93,93,100.0,07046
7,47,191,191,100.0,07047
7,48,96,96,100.0,07048
7,49,120,120,100.0,07049
7,50,137,137,100.0,07050
7,51,182,182,100.0,07051
7,52,182,182,100.0,07052
7,53,194,194,100.0,07053
7,54,105,105,100.0,07054
7,55,189,189,100.0,07055
7,56,184,184,100.0,07056
7,57,161,161,100.0,07057
7,58,280,280,100.0,07058
7,59,131,131,100.0,07059
7,60,147,147,100.0,07060
7,61,194,194,100.0,07061
7,62,187,187,100.0,07062
7,63,194,194,100.0,07063
7,64,166,166,100.0,07064
7,65,225,225,100.0,07065
8,1,280,280,100.0,08001
8,2,137,137,100.0,08002
8,3,314,314,100.0,08003
8,4,252,252,100.0,08004
8,5,284,284,100.0,08005
8,6,275,275,100.0,08006
8,7,204,204,100.0,08007
8,8,289,289,100.0,08008
8,9,301,301,100.0,08009
8,10,325,325,100.0,08010
8,11,228,228,100.0,08011
8,12,224,224,100.0,08012
8,13,203,203,100.0,08013
8,14,194,194,100.0,08014
8,15,213,213,100.0,08015
8,16,272,272,100.0,08016
8,17,242,242,100.0,08017
8,18,162,162,100.0,08018
8,19,309,309,100.0,08019
8,20,187,187,100.0,08020
8,21,194,194,100.0,08021
8,22,215,215,100.0,08022
8,23,216,216,100.0,08023
8,24,278,278,100.0,08024
8,25,247,247,100.0,08025
8,26,162,162,100.0,08026
8,27,289,289,100.0,08027
8,28,209,209,100.0,08028
8,29,265,265,100.0,08029
8,30,209,209,100.0,08030
8,31,191,191,100.0,08031
8,32,364,364,100.0,08032
8,33,237,237,100.0,08033
8,34,339,339,100.0,08034
8,35,295,295,100.0,08035
8,36,245,245,100.0,08036
8,37,258,258,100.0,08037
8,38,242,242,100.0,08038
8,39,281,281,100.0,08039
8,40,239,239,100.0,08040
8,41,204,204,100.0,08041
8,42,254,254,100.0,08042
8,43,199,199,100.0,08043
8,44,192,192,100.0,08044
8,45,195,195,100.0,08045
8,46,208,208,100.0,08046
8,47,254,254,100.0,08047
8,48,200,200,100.0,08048
8,49,296,296,100.0,08049
8,50,265,265,100.0,08050
8,51,291,291,100.0,08051
8,52,260,260,100.0,08052
8,53,281,281,100.0,08053
8,54,262,262,100.0,08054
8,55,226,226,100.0,08055
8,56,267,267,100.0,08056
8,57,228,228,100.0,08057
8,58,246,246,100.0,08058
8,59,161,161,100.0,08059
8,60,198,198,100.0,08060
8,61,212,212,100.0,08061
8,62,200,200,100.0,08062
8,63,292,292,100.0,08063
8,64,228,228,100.0,08064
8,65,174,174,100.0,08065
8,66,390,390,100.0,08066
8,67,129,129,100.0,08067
8,68,148,148,100.0,08068
8,69,186,186,100.0,08069
8,70,337,337,100.0,08070
9,1,284,284,100.0,09001
9,2,281,281,100.0,09002
9,3,160,160,100.0,09003
9,4,262,262,100.0,09004
9,5,234,234,100.0,09005
9,6,264,264,100.0,09006
9,7,244,244,100.0,09007
9,8,233,233,100.0,09008
9,9,277,277,100.0,09009
9,10,221,221,100.0,09010
9,11,218,218,100.0,09011
9,12,238,238,100.0,09012
9,13,244,244,100.0,09013
9,14,318,318,100.0,09014
9,15,244,244,100.0,09015
9,16,210,210,100.0,09016
9,17,248,248,100.0,09017
9,18,251,251,100.0,09018
9,19,267,267,100.0,09019
9,20,304,304,100.0,09020
9,21,271,271,100.0,09021
9,22,300,300,100.0,09022
9,23,213,213,100.0,09023
9,24,153,153,100.0,09024
9,25,183,183,100.0,09025
9,26,154,154,100.0,09026
9,27,261,261,100.0,09027
9,28,144,144,100.0,09028
9,29,210,210,100.0,09029
9,30,205,205,100.0,09030
9,31,221,221,100.0,09031
9,32,268,268,100.0,09032
9,33,165,165,100.0,09033
9,34,195,195,100.0,09034
9,35,298,298,100.0,09035
9,36,290,290,100.0,09036
9,37,176,176,100.0,09037
9,38,263,263,100.0,09038
9,39,256,256,100.0,09039
9,40,287,287,100.0,09040
9,41,280,280,100.0,09041
9,42,146,146,100.0,09042
9,43,164,164,100.0,09043
9,44,176,176,100.0,09044
9,45,267,267,100.0,09045
9,46,232,232,100.0,09046
9,47,294,294,100.0,09047
9,48,291,291,100.0,09048
9,49,207,207,100.0,09049
9,50,217,217,100.0,09050
9,51,118,118,100.0,09051
9,52,282,282,100.0,09052
9,53,113,113,100.0,09053
10,1,168,168,100.0,10001
10,2,132,132,100.0,10002
10,3,202,202,100.0,10003
10,4,166,166,100.0,10004
10,5,155,155,100.0,10005
10,6,205,205,100.0,10006
10,7,54,54,100.0,10007
10,8,154,154,100.0,10008
10,9,176,176,100.0,10009
10,10,182,182,100.0,10010
10,11,186,186,100.0,10011
10,12,162,162,100.0,10012
10,13,148,148,100.0,10013
10,14,180,180,100.0,10014
10,15,81,81,100.0,10015
10,16,177,177,100.0,10016
10,17,124,124,100.0,10017
10,18,180,180,100.0,10018
10,19,197,197,100.0,10019
10,20,144,144,100.0,10020
10,21,139,139,100.0,10021
10,22,32,32,100.0,10022
10,23,160,160,100.0,10023
10,24,158,158,100.0,10024
10,25,230,230,100.0,10025
10,26,160,160,100.0,10026
10,27,217,217,100.0,10027
10,28,138,138,100.0,10028
10,29,180,180,100.0,10029
10,30,205,205,100.0,10030
10,31,188,188,100.0,10031
10,32,184,184,100.0,10032
10,33,164,164,100.0,10033
10,34,169,169,100.0,10034
10,35,179,179,100.0,10035
10,36,214,214,100.0,10036
10,37,176,176,100.0,10037
10,38,201,201,100.0,10038
10,39,167,167,100.0,10039
10,40,136,136,100.0,10040
10,41,223,223,100.0,10041
10,42,167,167,100.0,10042
10,43,93,93,100.0,10043
10,44,173,173,100.0,10044
10,45,108,108,100.0,10045
10,46,204,204,100.0,10046
10,47,154,154,100.0,10047
10,48,168,168,100.0,10048
10,49,154,154,100.0,10049
11,1,221,221,100.0,11001
11,2,172,172,100.0,11002
11,3,165,165,100.0,11003
11,4,202,202,100.0,11004
11,5,139,139,100.0,11005
11,6,272,272,100.0,11006
11,7,184,184,100.0,11007
11,8,217,217,100.0,11008
11,9,156,156,100.0,11009
11,10,145,145,100.0,11010
11,11,288,288,100.0,11011
11,12,190,190,100.0,11012
11,13,161,161,100.0,11013
11,14,162,162,100.0,11014
11,15,165,165,100.0,11015
11,16,213,213,100.0,11016
11,17,273,273,100.0,11017
11,18,152,152,100.0,11018
11,19,190,190,100.0,11019
11,20,145,145,100.0,11020
11,21,230,230,100.0,11021
11,22,171,171,100.0,11022
11,23,182,182,100.0,11023
11,24,379,379,100.0,11024
11,25,178,178,100.0,11025
11,26,299,299,100.0,11026
11,27,195,195,100.0,11027
11,28,195,195,100.0,11028
11,29,249,249,100.0,11029
11,30,215,215,100.0,11030
11,31,148,148,100.0,11031
11,32,156,156,100.0,11032
11,33,155,155,100.0,11033
11,34,121,121,100.0,11034
11,35,286,286,100.0,11035
11,36,49,49,100.0,11036
11,37,250,250,100.0,11037
11,38,279,279,100.0,11038
11,39,305,305,100.0,11039
11,40,133,133,100.0,11040
11,41,109,109,100.0,11041
11,42,159,159,100.0,11042
11,43,217,217,100.0,11043
11,44,188,188,100.0,11044
11,45,102,102,100.0,11045
11,46,116,116,100.0,11046
11,47,184,184,100.0,11047
11,48,83,83,100.0,11048
11,49,160,160,100.0,11049
11,50,146,146,100.0,11050
12,1,77,77,100.0,12001
12,2,152,152,100.0,12002
12,3,147,147,100.0,12003
12,4,128,128,100.0,12004
12,5,133,133,100.0,12005
12,6,113,113,100.0,12006
12,7,149,149,100.0,12007
12,8,228,228,100.0,12008
12,9,133,133,100.0,12009
12,10,149,149,100.0,12010
12,11,224,224,100.0,12011
12,12,144,144,100.0,12012
12,13,199,199,100.0,12013
12,14,128,128,100.0,12014
12,15,117,117,100.0,12015
12,16,115,115,100.0,12016
12,17,170,170,100.0,12017
12,18,185,185,100.0,12018
12,19,183,183,100.0,12019
12,20,135,135,100.0,12020
12,21,183,183,100.0,12021
12,22,126,126,100.0,12022
12,23,138,138,100.0,12023
12,24,195,195,100.0,12024
13,1,220,220,100.0,13001
13,2,170,170,100.0,13002
13,3,275,275,100.0,13003
13,4,333,333,100.0,13004
13,5,278,278,100.0,13005
13,6,219,219,100.0,13006
13,7,206,206,100.0,13007
13,8,259,259,100.0,13008
13,9,266,266,100.0,13009
13,10,212,212,100.0,13010
13,11,234,234,100.0,13011
13,12,211,211,100.0,13012
13,13,240,240,100.0,13013
13,14,183,183,100.0,13014
13,15,354,354,100.0,13015
13,16,194,194,100.0,13016
13,17,221,221,100.0,13017
13,18,177,177,100.0,13018
13,19,200,200,100.0,13019
13,20,220,220,100.0,13020
13,21,278,278,100.0,13021
13,22,173,173,100.0,13022
13,23,172,172,100.0,13023
13,24,202,202,100.0,13024
13,25,192,192,100.0,13025
13,26,169,169,100.0,13026
13,27,257,257,100.0,13027
13,28,205,205,100.0,13028
13,29,203,203,100.0,13029
13,30,263,263,100.0,13030
13,31,274,274,100.0,13031
13,32,248,248,100.0,13032
13,33,208,208,100.0,13033
13,34,184,184,100.0,13034
13,35,223,223,100.0,13035
13,36,147,147,100.0,13036
13,37,157,157,100.0,13037
13,38,245,245,100.0,13038
13,39,227,227,100.0,13039
13,40,269,269,100.0,13040
13,41,197,197,100.0,13041
13,42,189,189,100.0,13042
13,43,158,158,100.0,13043
13,44,185,185,100.0,13044
13,45,295,295,100.0,13045
13,46,245,245,100.0,13046
13,47,210,210,100.0,13047
13,48,235,235,100.0,13048
13,49,245,245,100.0,13049
13,50,301,301,100.0,13050
14,1,119,119,100.0,14001
14,2,160,160,100.0,14002
14,3,245,245,100.0,14003
14,4,152,152,100.0,14004
14,5,210,210,100.0,14005
14,6,158,158,100.0,14006
14,7,166,166,100.0,14007
14,8,121,121,100.0,14008
14,9,199,199,100.0,14009
14,10,188,188,100.0,14010
14,11,130,130,100.0,14011
14,12,126,126,100.0,14012
14,13,168,168,100.0,14013
14,14,146,146,100.0,14014
14,15,224,224,100.0,14015
14,16,174,174,100.0,14016
14,17,238,238,100.0,14017
14,18,172,172,100.0,14018
14,19,224,224,100.0,14019
14,20,142,142,100.0,14020
14,21,144,144,100.0,14021
14,22,207,207,100.0,14022
14,23,227,227,100.0,14023
14,24,119,119,100.0,14024
14,25,195,195,100.0,14025
14,26,224,224,100.0,14026
14,27,230,230,100.0,14027
14,28,200,200,100.0,14028
14,29,219,219,100.0,14029
14,30,138,138,100.0,14030
14,31,212,212,100.0,14031
14,32,113,113,100.0,14032
14,33,133,133,100.0,14033
14,34,125,125,100.0,14034
14,35,163,163,100.0,14035
15,1,138,138,100.0,15001
15,2,160,160,100.0,15002
15,3,172,172,100.0,15003
15,4,163,163,100.0,15004
15,5,176,176,100.0,15005
15,6,184,184,100.0,15006
15,7,140,140,100.0,15007
15,8,227,227,100.0,15008
15,9,197,197,100.0,15009
15,10,142,142,100.0,15010
15,11,203,203,100.0,15011
15,12,112,112,100.0,15012
15,13,128,128,100.0,15013
15,14,223,223,100.0,15014
15,15,158,158,100.0,15015
15,16,127,127,100.0,15016
15,17,161,161,100.0,15017
15,18,133,133,100.0,15018
15,19,179,179,100.0,15019
15,20,144,144,100.0,15020
15,21,187,187,100.0,15021
15,22,207,207,100.0,15022
15,23,142,142,100.0,15023
15,24,220,220,100.0,15024
15,25,165,165,100.0,15025
15,26,129,129,100.0,15026
15,27,143,143,100.0,15027
15,28,176,176,100.0,15028
15,29,89,89,100.0,15029
15,30,183,183,100.0,15030
15,31,150,150,100.0,15031
15,32,171,171,100.0,15032
15,33,113,113,100.0,15033
15,34,148,148,100.0,15034
15,35,162,162,100.0,15035
15,36,134,134,100.0,15036
15,37,143,143,100.0,15037
15,38,154,154,100.0,15038
15,39,189,189,100.0,15039
15,40,167,167,100.0,15040
15,41,236,236,100.0,15041
15,42,80,80,100.0,15042
15,43,142,142,100.0,15043
15,44,180,180,100.0,15044
15,45,81,81,100.0,15045
15,46,130,130,100.0,15046
15,47,201,201,100.0,15047
15,48,128,128,100.0,15048
15,49,125,125,100.0,15049
15,50,173,173,100.0,15050
15,51,129,129,100.0,15051
15,52,117,117,100.0,15052
16,1,143,143,100.0,16001
16,2,134,134,100.0,16002
16,3,175,175,100.0,16003
16,4,127,127,100.0,16004
16,5,181,181,100.0,16005
16,6,74,74,100.0,16006
16,7,169,169,100.0,16007
16,8,216,216,100.0,16008
16,9,238,238,100.0,16009
16,10,129,129,100.0,16010
16,11,219,219,100.0,16011
16,12,142,142,100.0,16012
16,13,135,135,100.0,16013
16,14,180,180,100.0,16014
16,15,221,221,100.0,16015
16,16,193,193,100.0,16016
16,17,167,167,100.0,16017
16,18,175,175,100.0,16018
16,19,159,159,100.0,16019
16,20,187,187,100.0,16020
16,21,155,155,100.0,16021
16,22,159,159,100.0,16022
16,23,174,174,100.0,16023
16,24,117,117,100.0,16024
16,25,136,136,100.0,16025
16,26,162,162,100.0,16026
16,27,219,219,100.0,16027
16,28,212,212,100.0,16028
16,29,101,101,100.0,16029
16,30,133,133,100.0,16030
16,31,212,212,100.0,16031
16,32,169,169,100.0,16032
16,33,139,139,100.0,16033
16,34,132,132,100.0,16034
16,35,174,174,100.0,16035
16,36,176,176,100.0,16036
16,37,116,116,100.0,16037
16,38,167,167,100.0,16038
16,39,147,147,100.0,16039
16,40,207,207,100.0,16040
16,41,103,103,100.0,16041
16,42,132,132,100.0,16042
16,43,201,201,100.0,16043
16,44,174,174,100.0,16044
16,45,116,116,100.0,16045
16,46,62,62,100.0,16046
17,1,163,163,100.0,17001
17,2,165,165,100.0,17002
17,3,145,145,100.0,17003
17,4,282,282,100.0,17004
17,5,179,179,100.0,17005
17,6,167,167,100.0,17006
17,7,227,227,100.0,17007
17,8,196,196,100.0,17008
17,9,137,137,100.0,17009
17,10,187,187,100.0,17010
17,11,215,215,100.0,17011
17,12,242,242,100.0,17012
17,13,150,150,100.0,17013
17,14,187,187,100.0,17014
17,15,180,180,100.0,17015
17,16,151,151,100.0,17016
17,17,148,148,100.0,17017
17,18,226,226,100.0,17018
17,19,92,92,100.0,17019
17,20,189,189,100.0,17020
17,21,266,266,100.0,17021
17,22,211,211,100.0,17022
17,23,162,162,100.0,17023
17,24,201,201,100.0,17024
17,25,130,130,100.0,17025
17,26,259,259,100.0,17026
17,27,268,268,100.0,17027
17,28,173,173,100.0,17028
17,29,216,216,100.0,17029
17,30,213,213,100.0,17030
17,31,204,204,100.0,17031
17,32,232,232,100.0,17032
17,33,169,169,100.0,17033
17,34,172,172,100.0,17034
17,35,115,115,100.0,17035
17,36,113,113,100.0,17036
17,37,201,201,100.0,17037
17,38,190,190,100.0,17038
17,39,126,126,100.0,17039
17,40,150,150,100.0,17040
17,41,166,166,100.0,17041
17,42,163,163,100.0,17042
17,43,154,154,100.0,17043
17,44,148,148,100.0,17044
17,45,124,124,100.0,17045
17,46,190,190,100.0,17046
17,47,116,116,100.0,17047
17,48,205,205,100.0,17048
17,49,162,162,100.0,17049
17,50,182,182,100.0,17050
17,51,221,221,100.0,17051
17,52,243,243,100.0,17052
17,53,181,181,100.0,17053
17,54,231,231,100.0,17054
17,55,178,178,100.0,17055
17,56,223,223,100.0,17056
17,57,227,227,100.0,17057
17,58,153,153,100.0,17058
17,59,88,88,100.0,17059
17,60,271,271,100.0,17060
17,61,194,194,100.0,17061
17,62,145,145,100.0,17062
17,63,170,170,100.0,17063
17,64,127,127,100.0,17064
18,1,136,136,100.0,18001
18,2,247,247,100.0,18002
18,3,192,192,100.0,18003
18,4,278,278,100.0,18004
18,5,273,273,100.0,18005
18,6,190,190,100.0,18006
18,7,233,233,100.0,18007
18,8,105,105,100.0,18008
18,9,280,280,100.0,18009
18,10,366,366,100.0,18010
18,11,240,240,100.0,18011
18,12,325,325,100.0,18012
18,13,280,280,100.0,18013
18,14,296,296,100.0,18014
18,15,159,159,100.0,18015
18,16,298,298,100.0,18016
18,17,217,217,100.0,18017
18,18,290,290,100.0,18018
18,19,300,300,100.0,18019
18,20,257,257,100.0,18020
18,21,349,349,100.0,18021
18,22,302,302,100.0,18022
18,23,211,211,100.0,18023
18,24,244,244,100.0,18024
18,25,253,253,100.0,18025
18,26,198,198,100.0,18026
18,27,219,219,100.0,18027
18,28,247,247,100.0,18028
18,29,258,258,100.0,18029
