ward,precinct,total,Patricia O'Brien Sheahan,Patricia O'Brien Sheahan Percent,precinct_id
14,16,138,138,100.0,14016
14,17,155,155,100.0,14017
14,18,66,66,100.0,14018
14,19,167,167,100.0,14019
14,20,121,121,100.0,14020
14,21,162,162,100.0,14021
14,22,181,181,100.0,14022
14,23,162,162,100.0,14023
14,24,264,264,100.0,14024
14,25,111,111,100.0,14025
14,26,115,115,100.0,14026
14,27,173,173,100.0,14027
14,28,138,138,100.0,14028
14,29,173,173,100.0,14029
14,30,73,73,100.0,14030
14,31,118,118,100.0,14031
15,1,138,138,100.0,15001
15,2,189,189,100.0,15002
15,3,181,181,100.0,15003
15,4,128,128,100.0,15004
15,5,151,151,100.0,15005
15,6,153,153,100.0,15006
15,7,208,208,100.0,15007
15,8,128,128,100.0,15008
15,9,171,171,100.0,15009
15,10,198,198,100.0,15010
15,11,194,194,100.0,15011
15,12,196,196,100.0,15012
15,13,138,138,100.0,15013
15,14,112,112,100.0,15014
15,15,118,118,100.0,15015
15,16,165,165,100.0,15016
15,17,207,207,100.0,15017
15,18,182,182,100.0,15018
15,19,158,158,100.0,15019
15,20,171,171,100.0,15020
15,21,174,174,100.0,15021
15,22,211,211,100.0,15022
15,23,225,225,100.0,15023
15,24,169,169,100.0,15024
16,1,146,146,100.0,16001
16,2,190,190,100.0,16002
16,3,208,208,100.0,16003
16,4,196,196,100.0,16004
16,5,217,217,100.0,16005
16,6,217,217,100.0,16006
16,7,207,207,100.0,16007
16,8,137,137,100.0,16008
16,9,260,260,100.0,16009
16,10,185,185,100.0,16010
16,11,201,201,100.0,16011
16,12,167,167,100.0,16012
16,13,163,163,100.0,16013
16,14,185,185,100.0,16014
16,15,234,234,100.0,16015
16,16,231,231,100.0,16016
16,17,185,185,100.0,16017
16,18,204,204,100.0,16018
16,19,204,204,100.0,16019
16,20,204,204,100.0,16020
16,21,202,202,100.0,16021
16,22,184,184,100.0,16022
16,23,133,133,100.0,16023
16,24,147,147,100.0,16024
16,25,232,232,100.0,16025
16,26,170,170,100.0,16026
16,27,160,160,100.0,16027
16,28,202,202,100.0,16028
16,29,191,191,100.0,16029
16,30,201,201,100.0,16030
16,31,236,236,100.0,16031
16,32,150,150,100.0,16032
16,33,242,242,100.0,16033
16,34,194,194,100.0,16034
16,35,156,156,100.0,16035
16,36,150,150,100.0,16036
17,1,194,194,100.0,17001
17,2,251,251,100.0,17002
17,3,268,268,100.0,17003
17,4,296,296,100.0,17004
17,5,244,244,100.0,17005
17,6,202,202,100.0,17006
17,7,154,154,100.0,17007
17,8,222,222,100.0,17008
17,9,245,245,100.0,17009
17,10,270,270,100.0,17010
17,11,211,211,100.0,17011
17,12,233,233,100.0,17012
17,13,212,212,100.0,17013
17,14,188,188,100.0,17014
17,15,269,269,100.0,17015
17,16,241,241,100.0,17016
17,17,227,227,100.0,17017
17,18,298,298,100.0,17018
17,19,163,163,100.0,17019
17,20,328,328,100.0,17020
17,21,301,301,100.0,17021
17,22,232,232,100.0,17022
17,23,173,173,100.0,17023
17,24,277,277,100.0,17024
17,25,187,187,100.0,17025
17,26,299,299,100.0,17026
17,27,276,276,100.0,17027
17,28,216,216,100.0,17028
17,29,267,267,100.0,17029
17,30,171,171,100.0,17030
17,31,196,196,100.0,17031
17,32,207,207,100.0,17032
17,33,170,170,100.0,17033
17,34,207,207,100.0,17034
17,35,228,228,100.0,17035
17,36,284,284,100.0,17036
17,37,239,239,100.0,17037
17,38,266,266,100.0,17038
17,39,271,271,100.0,17039
17,40,252,252,100.0,17040
17,41,292,292,100.0,17041
18,1,215,215,100.0,18001
18,2,167,167,100.0,18002
18,3,196,196,100.0,18003
18,4,268,268,100.0,18004
18,5,185,185,100.0,18005
18,6,193,193,100.0,18006
18,7,260,260,100.0,18007
18,8,280,280,100.0,18008
18,9,274,274,100.0,18009
18,10,355,355,100.0,18010
18,11,191,191,100.0,18011
18,12,235,235,100.0,18012
18,13,244,244,100.0,18013
18,14,253,253,100.0,18014
18,15,255,255,100.0,18015
18,16,256,256,100.0,18016
18,17,246,246,100.0,18017
18,18,250,250,100.0,18018
18,19,273,273,100.0,18019
18,20,248,248,100.0,18020
18,21,328,328,100.0,18021
18,22,332,332,100.0,18022
18,23,238,238,100.0,18023
18,24,196,196,100.0,18024
18,25,205,205,100.0,18025
18,26,313,313,100.0,18026
18,27,202,202,100.0,18027
18,28,192,192,100.0,18028
18,29,238,238,100.0,18029
18,30,203,203,100.0,18030
18,31,254,254,100.0,18031
18,32,300,300,100.0,18032
18,33,208,208,100.0,18033
18,34,332,332,100.0,18034
18,35,306,306,100.0,18035
18,36,242,242,100.0,18036
18,37,287,287,100.0,18037
18,38,285,285,100.0,18038
18,39,181,181,100.0,18039
18,40,242,242,100.0,18040
18,41,300,300,100.0,18041
18,42,211,211,100.0,18042
18,43,149,149,100.0,18043
18,44,187,187,100.0,18044
18,45,198,198,100.0,18045
18,46,222,222,100.0,18046
18,47,189,189,100.0,18047
18,48,216,216,100.0,18048
18,49,204,204,100.0,18049
18,50,217,217,100.0,18050
19,1,223,223,100.0,19001
19,2,403,403,100.0,19002
19,3,181,181,100.0,19003
19,4,293,293,100.0,19004
19,5,334,334,100.0,19005
19,6,246,246,100.0,19006
19,7,268,268,100.0,19007
19,8,250,250,100.0,19008
19,9,180,180,100.0,19009
19,10,314,314,100.0,19010
19,11,218,218,100.0,19011
19,12,176,176,100.0,19012
19,13,367,367,100.0,19013
19,14,296,296,100.0,19014
19,15,300,300,100.0,19015
19,16,287,287,100.0,19016
19,17,210,210,100.0,19017
19,18,252,252,100.0,19018
19,19,324,324,100.0,19019
19,20,269,269,100.0,19020
19,21,246,246,100.0,19021
19,22,270,270,100.0,19022
19,23,250,250,100.0,19023
19,24,201,201,100.0,19024
19,25,269,269,100.0,19025
19,26,248,248,100.0,19026
19,27,302,302,100.0,19027
19,28,370,370,100.0,19028
19,29,247,247,100.0,19029
19,30,200,200,100.0,19030
19,31,229,229,100.0,19031
19,32,238,238,100.0,19032
19,33,241,241,100.0,19033
19,34,240,240,100.0,19034
19,35,241,241,100.0,19035
19,36,354,354,100.0,19036
19,37,281,281,100.0,19037
19,38,254,254,100.0,19038
19,39,107,107,100.0,19039
19,40,277,277,100.0,19040
19,41,204,204,100.0,19041
19,42,218,218,100.0,19042
19,43,396,396,100.0,19043
19,44,267,267,100.0,19044
19,45,261,261,100.0,19045
19,46,260,260,100.0,19046
19,47,410,410,100.0,19047
19,48,344,344,100.0,19048
19,49,360,360,100.0,19049
19,50,203,203,100.0,19050
19,51,296,296,100.0,19051
19,52,261,261,100.0,19052
19,53,251,251,100.0,19053
19,54,196,196,100.0,19054
19,55,203,203,100.0,19055
19,56,312,312,100.0,19056
19,57,233,233,100.0,19057
20,1,228,228,100.0,20001
20,2,116,116,100.0,20002
20,3,225,225,100.0,20003
20,4,117,117,100.0,20004
20,5,254,254,100.0,20005
20,6,138,138,100.0,20006
20,7,238,238,100.0,20007
20,8,252,252,100.0,20008
20,9,295,295,100.0,20009
20,10,200,200,100.0,20010
20,11,333,333,100.0,20011
20,12,200,200,100.0,20012
20,13,311,311,100.0,20013
20,14,148,148,100.0,20014
20,15,122,122,100.0,20015
20,16,269,269,100.0,20016
20,17,132,132,100.0,20017
20,18,187,187,100.0,20018
20,19,281,281,100.0,20019
20,20,129,129,100.0,20020
20,21,204,204,100.0,20021
20,22,312,312,100.0,20022
20,23,302,302,100.0,20023
20,24,249,249,100.0,20024
20,25,204,204,100.0,20025
20,26,257,257,100.0,20026
20,27,150,150,100.0,20027
20,28,169,169,100.0,20028
20,29,315,315,100.0,20029
20,30,139,139,100.0,20030
20,31,259,259,100.0,20031
20,32,242,242,100.0,20032
20,33,161,161,100.0,20033
20,34,258,258,100.0,20034
20,35,218,218,100.0,20035
20,36,124,124,100.0,20036
20,37,99,99,100.0,20037
20,38,108,108,100.0,20038
20,39,49,49,100.0,20039
21,1,282,282,100.0,21001
21,2,210,210,100.0,21002
21,3,297,297,100.0,21003
21,4,297,297,100.0,21004
21,5,317,317,100.0,21005
21,6,248,248,100.0,21006
21,7,302,302,100.0,21007
21,8,274,274,100.0,21008
21,9,319,319,100.0,21009
21,10,275,275,100.0,21010
21,11,280,280,100.0,21011
21,12,275,275,100.0,21012
21,13,268,268,100.0,21013
21,14,327,327,100.0,21014
21,15,235,235,100.0,21015
21,16,286,286,100.0,21016
21,17,256,256,100.0,21017
21,18,314,314,100.0,21018
21,19,298,298,100.0,21019
21,20,243,243,100.0,21020
21,21,250,250,100.0,21021
21,22,230,230,100.0,21022
21,23,258,258,100.0,21023
21,24,264,264,100.0,21024
21,25,243,243,100.0,21025
21,26,290,290,100.0,21026
21,27,279,279,100.0,21027
21,28,337,337,100.0,21028
21,29,286,286,100.0,21029
21,30,208,208,100.0,21030
21,31,217,217,100.0,21031
21,32,271,271,100.0,21032
21,33,276,276,100.0,21033
21,34,274,274,100.0,21034
21,35,291,291,100.0,21035
21,36,282,282,100.0,21036
21,37,238,238,100.0,21037
21,38,273,273,100.0,21038
21,39,219,219,100.0,21039
21,40,244,244,100.0,21040
21,41,283,283,100.0,21041
21,42,300,300,100.0,21042
21,43,296,296,100.0,21043
21,44,277,277,100.0,21044
21,45,271,271,100.0,21045
21,46,278,278,100.0,21046
21,47,262,262,100.0,21047
21,48,241,241,100.0,21048
21,49,320,320,100.0,21049
21,50,258,258,100.0,21050
21,51,315,315,100.0,21051
21,52,298,298,100.0,21052
21,53,210,210,100.0,21053
21,54,219,219,100.0,21054
22,1,199,199,100.0,22001
22,2,202,202,100.0,22002
22,3,187,187,100.0,22003
22,4,99,99,100.0,22004
22,5,131,131,100.0,22005
22,6,158,158,100.0,22006
22,7,109,109,100.0,22007
22,8,225,225,100.0,22008
22,9,129,129,100.0,22009
22,10,189,189,100.0,22010
22,11,147,147,100.0,22011
22,12,153,153,100.0,22012
22,13,161,161,100.0,22013
22,14,146,146,100.0,22014
22,15,102,102,100.0,22015
22,16,127,127,100.0,22016
22,17,134,134,100.0,22017
22,18,105,105,100.0,22018
22,19,103,103,100.0,22019
22,20,116,116,100.0,22020
22,21,281,281,100.0,22021
22,22,135,135,100.0,22022
22,23,312,312,100.0,22023
22,24,186,186,100.0,22024
22,25,141,141,100.0,22025
23,1,216,216,100.0,23001
23,2,210,210,100.0,23002
23,3,205,205,100.0,23003
23,4,217,217,100.0,23004
23,5,144,144,100.0,23005
23,6,190,190,100.0,23006
23,7,149,149,100.0,23007
23,8,214,214,100.0,23008
23,9,138,138,100.0,23009
23,10,210,210,100.0,23010
23,11,194,194,100.0,23011
23,12,202,202,100.0,23012
23,13,115,115,100.0,23013
