ward,precinct,total,"Larry Rogers, Jr.","Larry Rogers, Jr. Percent",precinct_id
8,56,339,339,100.0,08056
9,1,326,326,100.0,09001
9,2,276,276,100.0,09002
9,3,242,242,100.0,09003
9,4,254,254,100.0,09004
9,5,289,289,100.0,09005
9,6,319,319,100.0,09006
9,7,213,213,100.0,09007
9,8,306,306,100.0,09008
9,9,340,340,100.0,09009
9,10,310,310,100.0,09010
9,11,226,226,100.0,09011
9,12,339,339,100.0,09012
9,13,350,350,100.0,09013
9,14,395,395,100.0,09014
9,15,284,284,100.0,09015
9,16,285,285,100.0,09016
9,17,258,258,100.0,09017
9,18,218,218,100.0,09018
9,19,296,296,100.0,09019
9,20,330,330,100.0,09020
9,21,275,275,100.0,09021
9,22,314,314,100.0,09022
9,23,329,329,100.0,09023
9,24,334,334,100.0,09024
9,25,302,302,100.0,09025
9,26,283,283,100.0,09026
9,27,295,295,100.0,09027
9,28,151,151,100.0,09028
9,29,253,253,100.0,09029
9,30,244,244,100.0,09030
9,31,239,239,100.0,09031
9,32,303,303,100.0,09032
9,33,233,233,100.0,09033
9,34,249,249,100.0,09034
9,35,320,320,100.0,09035
9,36,280,280,100.0,09036
9,37,325,325,100.0,09037
9,38,300,300,100.0,09038
9,39,331,331,100.0,09039
9,40,343,343,100.0,09040
9,41,267,267,100.0,09041
9,42,342,342,100.0,09042
9,43,347,347,100.0,09043
9,44,289,289,100.0,09044
9,45,253,253,100.0,09045
9,46,272,272,100.0,09046
9,47,359,359,100.0,09047
9,48,352,352,100.0,09048
9,49,318,318,100.0,09049
9,50,419,419,100.0,09050
9,51,309,309,100.0,09051
10,1,210,210,100.0,10001
10,2,211,211,100.0,10002
10,3,217,217,100.0,10003
10,4,176,176,100.0,10004
10,5,182,182,100.0,10005
10,6,158,158,100.0,10006
10,7,125,125,100.0,10007
10,8,195,195,100.0,10008
10,9,202,202,100.0,10009
10,10,211,211,100.0,10010
10,11,223,223,100.0,10011
10,12,131,131,100.0,10012
10,13,229,229,100.0,10013
10,14,260,260,100.0,10014
10,15,553,553,100.0,10015
10,16,149,149,100.0,10016
10,17,283,283,100.0,10017
10,18,156,156,100.0,10018
10,19,205,205,100.0,10019
10,20,220,220,100.0,10020
10,21,189,189,100.0,10021
10,22,108,108,100.0,10022
10,23,182,182,100.0,10023
10,24,224,224,100.0,10024
10,25,87,87,100.0,10025
10,26,146,146,100.0,10026
10,27,256,256,100.0,10027
10,28,189,189,100.0,10028
10,29,155,155,100.0,10029
10,30,163,163,100.0,10030
10,31,141,141,100.0,10031
10,32,182,182,100.0,10032
10,33,149,149,100.0,10033
10,34,161,161,100.0,10034
10,35,202,202,100.0,10035
10,36,65,65,100.0,10036
11,7,129,129,100.0,11007
11,28,127,127,100.0,11028
11,32,29,29,100.0,11032
13,2,198,198,100.0,13002
13,4,246,246,100.0,13004
13,5,251,251,100.0,13005
13,6,210,210,100.0,13006
13,9,200,200,100.0,13009
13,10,221,221,100.0,13010
13,11,242,242,100.0,13011
13,13,231,231,100.0,13013
13,18,175,175,100.0,13018
13,19,211,211,100.0,13019
13,20,146,146,100.0,13020
13,21,233,233,100.0,13021
13,22,224,224,100.0,13022
13,26,117,117,100.0,13026
13,27,211,211,100.0,13027
13,28,143,143,100.0,13028
13,29,154,154,100.0,13029
13,30,138,138,100.0,13030
13,31,226,226,100.0,13031
13,32,176,176,100.0,13032
13,33,194,194,100.0,13033
13,34,232,232,100.0,13034
13,35,195,195,100.0,13035
13,36,120,120,100.0,13036
13,37,269,269,100.0,13037
13,38,169,169,100.0,13038
13,39,210,210,100.0,13039
13,41,231,231,100.0,13041
13,42,207,207,100.0,13042
13,43,219,219,100.0,13043
13,44,245,245,100.0,13044
13,45,255,255,100.0,13045
13,46,230,230,100.0,13046
13,47,169,169,100.0,13047
13,48,194,194,100.0,13048
14,1,274,274,100.0,14001
14,2,265,265,100.0,14002
14,4,206,206,100.0,14004
14,24,119,119,100.0,14024
15,2,206,206,100.0,15002
15,3,212,212,100.0,15003
15,7,233,233,100.0,15007
15,13,71,71,100.0,15013
15,14,127,127,100.0,15014
15,15,124,124,100.0,15015
15,16,172,172,100.0,15016
15,17,217,217,100.0,15017
15,18,197,197,100.0,15018
15,19,171,171,100.0,15019
15,20,196,196,100.0,15020
15,21,198,198,100.0,15021
15,22,226,226,100.0,15022
15,23,242,242,100.0,15023
15,24,185,185,100.0,15024
16,2,218,218,100.0,16002
16,3,234,234,100.0,16003
16,4,229,229,100.0,16004
16,5,233,233,100.0,16005
16,6,243,243,100.0,16006
16,7,218,218,100.0,16007
16,8,155,155,100.0,16008
16,9,284,284,100.0,16009
16,10,217,217,100.0,16010
16,11,225,225,100.0,16011
16,12,176,176,100.0,16012
16,14,197,197,100.0,16014
16,15,283,283,100.0,16015
16,16,259,259,100.0,16016
16,17,28,28,100.0,16017
16,19,71,71,100.0,16019
16,20,223,223,100.0,16020
16,21,230,230,100.0,16021
16,22,103,103,100.0,16022
16,23,137,137,100.0,16023
16,24,168,168,100.0,16024
16,25,249,249,100.0,16025
16,26,201,201,100.0,16026
16,27,203,203,100.0,16027
16,28,232,232,100.0,16028
16,29,218,218,100.0,16029
16,30,232,232,100.0,16030
16,31,264,264,100.0,16031
16,33,258,258,100.0,16033
16,34,214,214,100.0,16034
16,36,179,179,100.0,16036
17,1,229,229,100.0,17001
17,2,279,279,100.0,17002
17,3,300,300,100.0,17003
17,4,329,329,100.0,17004
17,5,267,267,100.0,17005
17,6,188,188,100.0,17006
17,8,250,250,100.0,17008
17,9,273,273,100.0,17009
17,10,321,321,100.0,17010
17,11,234,234,100.0,17011
17,12,176,176,100.0,17012
17,13,235,235,100.0,17013
17,15,310,310,100.0,17015
17,16,237,237,100.0,17016
17,17,245,245,100.0,17017
17,18,335,335,100.0,17018
17,19,179,179,100.0,17019
17,20,367,367,100.0,17020
17,21,352,352,100.0,17021
17,22,252,252,100.0,17022
17,23,203,203,100.0,17023
17,24,320,320,100.0,17024
17,25,208,208,100.0,17025
17,26,342,342,100.0,17026
17,27,314,314,100.0,17027
17,28,252,252,100.0,17028
17,29,285,285,100.0,17029
17,30,190,190,100.0,17030
17,31,220,220,100.0,17031
17,32,228,228,100.0,17032
17,33,188,188,100.0,17033
17,34,230,230,100.0,17034
17,35,253,253,100.0,17035
17,36,323,323,100.0,17036
17,37,269,269,100.0,17037
17,38,289,289,100.0,17038
17,39,300,300,100.0,17039
17,40,285,285,100.0,17040
17,41,331,331,100.0,17041
18,1,237,237,100.0,18001
18,2,194,194,100.0,18002
18,3,211,211,100.0,18003
18,4,314,314,100.0,18004
18,5,220,220,100.0,18005
18,6,214,214,100.0,18006
18,7,289,289,100.0,18007
18,8,327,327,100.0,18008
18,9,311,311,100.0,18009
18,10,385,385,100.0,18010
18,11,212,212,100.0,18011
18,12,266,266,100.0,18012
18,13,278,278,100.0,18013
18,14,298,298,100.0,18014
18,15,282,282,100.0,18015
18,16,294,294,100.0,18016
18,17,266,266,100.0,18017
18,18,276,276,100.0,18018
18,19,311,311,100.0,18019
18,20,277,277,100.0,18020
18,21,354,354,100.0,18021
18,22,366,366,100.0,18022
18,23,268,268,100.0,18023
18,24,203,203,100.0,18024
18,25,223,223,100.0,18025
18,26,361,361,100.0,18026
18,27,221,221,100.0,18027
18,28,211,211,100.0,18028
18,29,262,262,100.0,18029
18,30,231,231,100.0,18030
18,31,279,279,100.0,18031
18,32,337,337,100.0,18032
18,33,243,243,100.0,18033
18,34,391,391,100.0,18034
18,35,332,332,100.0,18035
18,36,267,267,100.0,18036
18,37,321,321,100.0,18037
18,38,310,310,100.0,18038
18,39,211,211,100.0,18039
18,40,262,262,100.0,18040
18,41,331,331,100.0,18041
18,42,236,236,100.0,18042
18,43,158,158,100.0,18043
18,44,205,205,100.0,18044
18,45,224,224,100.0,18045
18,46,244,244,100.0,18046
18,47,211,211,100.0,18047
18,48,242,242,100.0,18048
18,49,222,222,100.0,18049
18,50,236,236,100.0,18050
19,2,111,111,100.0,19002
19,5,356,356,100.0,19005
19,6,111,111,100.0,19006
19,7,291,291,100.0,19007
19,8,9,9,100.0,19008
19,10,355,355,100.0,19010
19,13,432,432,100.0,19013
19,14,332,332,100.0,19014
19,17,216,216,100.0,19017
19,18,278,278,100.0,19018
19,19,137,137,100.0,19019
19,20,291,291,100.0,19020
19,21,34,34,100.0,19021
19,23,267,267,100.0,19023
19,25,280,280,100.0,19025
19,26,288,288,100.0,19026
19,27,349,349,100.0,19027
19,28,408,408,100.0,19028
19,29,229,229,100.0,19029
19,31,250,250,100.0,19031
19,32,260,260,100.0,19032
19,34,259,259,100.0,19034
19,35,266,266,100.0,19035
19,36,407,407,100.0,19036
19,37,324,324,100.0,19037
19,38,281,281,100.0,19038
19,40,303,303,100.0,19040
19,42,248,248,100.0,19042
19,43,466,466,100.0,19043
19,46,279,279,100.0,19046
19,48,395,395,100.0,19048
19,49,409,409,100.0,19049
19,50,221,221,100.0,19050
19,52,281,281,100.0,19052
19,56,336,336,100.0,19056
19,57,259,259,100.0,19057
20,1,250,250,100.0,20001
20,2,133,133,100.0,20002
20,3,250,250,100.0,20003
20,4,137,137,100.0,20004
20,5,278,278,100.0,20005
20,6,153,153,100.0,20006
20,7,254,254,100.0,20007
20,8,279,279,100.0,20008
20,9,353,353,100.0,20009
20,10,228,228,100.0,20010
20,11,375,375,100.0,20011
20,12,212,212,100.0,20012
20,13,316,316,100.0,20013
20,14,170,170,100.0,20014
20,15,132,132,100.0,20015
20,16,292,292,100.0,20016
20,17,137,137,100.0,20017
20,18,218,218,100.0,20018
20,19,306,306,100.0,20019
20,20,129,129,100.0,20020
20,21,211,211,100.0,20021
20,22,339,339,100.0,20022
20,23,324,324,100.0,20023
20,24,282,282,100.0,20024
20,25,244,244,100.0,20025
20,26,284,284,100.0,20026
20,27,177,177,100.0,20027
20,28,182,182,100.0,20028
20,29,375,375,100.0,20029
20,30,153,153,100.0,20030
20,31,291,291,100.0,20031
20,32,280,280,100.0,20032
20,33,168,168,100.0,20033
20,34,290,290,100.0,20034
20,35,232,232,100.0,20035
20,36,128,128,100.0,20036
20,37,110,110,100.0,20037
20,38,119,119,100.0,20038
20,39,56,56,100.0,20039
21,1,331,331,100.0,21001
21,2,226,226,100.0,21002
21,3,327,327,100.0,21003
21,4,330,330,100.0,21004
21,5,366,366,100.0,21005
21,6,268,268,100.0,21006
21,7,339,339,100.0,21007
21,8,313,313,100.0,21008
21,9,370,370,100.0,21009
21,10,304,304,100.0,21010
21,11,316,316,100.0,21011
21,12,319,319,100.0,21012
21,13,309,309,100.0,21013
21,14,387,387,100.0,21014
21,15,274,274,100.0,21015
21,16,320,320,100.0,21016
21,17,298,298,100.0,21017
21,18,359,359,100.0,21018
21,19,337,337,100.0,21019
21,20,284,284,100.0,21020
21,21,282,282,100.0,21021
21,22,286,286,100.0,21022
21,23,300,300,100.0,21023
21,24,294,294,100.0,21024
21,25,285,285,100.0,21025
21,26,308,308,100.0,21026
21,27,323,323,100.0,21027
21,28,379,379,100.0,21028
21,29,317,317,100.0,21029
21,30,229,229,100.0,21030
21,31,238,238,100.0,21031
21,32,297,297,100.0,21032
21,33,320,320,100.0,21033
21,34,333,333,100.0,21034
21,35,333,333,100.0,21035
21,36,311,311,100.0,21036
21,37,271,271,100.0,21037
21,38,308,308,100.0,21038
21,39,253,253,100.0,21039
21,40,270,270,100.0,21040
21,41,328,328,100.0,21041
21,42,353,353,100.0,21042
21,43,334,334,100.0,21043
21,44,313,313,100.0,21044
21,45,318,318,100.0,21045
21,46,313,313,100.0,21046
21,47,289,289,100.0,21047
21,48,280,280,100.0,21048
21,49,348,348,100.0,21049
21,50,275,275,100.0,21050
21,51,335,335,100.0,21051
21,52,328,328,100.0,21052
21,53,245,245,100.0,21053
21,54,248,248,100.0,21054
22,1,3,3,100.0,22001
22,3,190,190,100.0,22003
22,4,100,100,100.0,22004
22,5,145,145,100.0,22005
22,6,169,169,100.0,22006
22,10,110,110,100.0,22010
22,13,158,158,100.0,22013
22,14,114,114,100.0,22014
22,16,128,128,100.0,22016
22,17,150,150,100.0,22017
22,19,114,114,100.0,22019
22,20,127,127,100.0,22020
22,21,312,312,100.0,22021
22,23,252,252,100.0,22023
22,24,191,191,100.0,22024
23,1,231,231,100.0,23001
23,2,215,215,100.0,23002
23,3,225,225,100.0,23003
23,10,5,5,100.0,23010
23,11,204,204,100.0,23011
23,12,213,213,100.0,23012
23,14,161,161,100.0,23014
23,16,195,195,100.0,23016
23,18,188,188,100.0,23018
23,21,213,213,100.0,23021
23,22,74,74,100.0,23022
23,23,199,199,100.0,23023
23,27,212,212,100.0,23027
23,28,242,242,100.0,23028
23,30,1,1,100.0,23030
23,32,19,19,100.0,23032
23,35,160,160,100.0,23035
23,36,235,235,100.0,23036
23,37,202,202,100.0,23037
24,1,246,246,100.0,24001
24,2,253,253,100.0,24002
24,3,287,287,100.0,24003
24,4,201,201,100.0,24004
24,5,149,149,100.0,24005
24,6,259,259,100.0,24006
24,8,150,150,100.0,24008
24,9,225,225,100.0,24009
24,10,130,130,100.0,24010
24,11,257,257,100.0,24011
24,12,156,156,100.0,24012
24,13,147,147,100.0,24013
24,14,238,238,100.0,24014
24,15,139,139,100.0,24015
24,16,20,20,100.0,24016
24,17,196,196,100.0,24017
24,18,261,261,100.0,24018
24,19,303,303,100.0,24019
24,20,234,234,100.0,24020
24,21,138,138,100.0,24021
24,22,316,316,100.0,24022
24,23,224,224,100.0,24023
24,24,357,357,100.0,24024
24,25,212,212,100.0,24025
24,26,337,337,100.0,24026
24,27,275,275,100.0,24027
24,28,199,199,100.0,24028
24,29,204,204,100.0,24029
24,30,129,129,100.0,24030
24,31,268,268,100.0,24031
24,32,151,151,100.0,24032
24,33,136,136,100.0,24033
24,34,206,206,100.0,24034
24,35,243,243,100.0,24035
24,36,334,334,100.0,24036
24,37,152,152,100.0,24037
24,38,202,202,100.0,24038
24,39,249,249,100.0,24039
24,40,232,232,100.0,24040
24,41,175,175,100.0,24041
25,3,248,248,100.0,25003
25,4,220,220,100.0,25004
25,10,235,235,100.0,25010
25,16,236,236,100.0,25016
25,20,247,247,100.0,25020
25,21,334,334,100.0,25021
25,25,217,217,100.0,25025
25,27,0,0,0.0,25027
25,29,185,185,100.0,25029
25,31,250,250,100.0,25031
26,4,130,130,100.0,26004
26,19,111,111,100.0,26019
26,45,2,2,100.0,26045
27,2,283,283,100.0,27002
27,3,166,166,100.0,27003
27,4,160,160,100.0,27004
27,5,169,169,100.0,27005
27,8,227,227,100.0,27008
27,9,0,0,0.0,27009
27,10,253,253,100.0,27010
27,14,178,178,100.0,27014
27,15,223,223,100.0,27015
27,16,159,159,100.0,27016
27,17,249,249,100.0,27017
27,18,239,239,100.0,27018
27,19,156,156,100.0,27019
27,22,183,183,100.0,27022
27,23,218,218,100.0,27023
27,24,193,193,100.0,27024
27,25,199,199,100.0,27025
27,26,210,210,100.0,27026
27,27,258,258,100.0,27027
27,29,224,224,100.0,27029
27,30,157,157,100.0,27030
27,31,224,224,100.0,27031
27,32,204,204,100.0,27032
27,33,181,181,100.0,27033
27,34,273,273,100.0,27034
27,36,177,177,100.0,27036
27,39,196,196,100.0,27039
27,41,262,262,100.0,27041
27,43,211,211,100.0,27043
27,44,261,261,100.0,27044
27,45,56,56,100.0,27045
27,49,178,178,100.0,27049
27,50,217,217,100.0,27050
28,1,219,219,100.0,28001
28,2,199,199,100.0,28002
28,3,212,212,100.0,28003
28,4,158,158,100.0,28004
28,5,150,150,100.0,28005
28,6,130,130,100.0,28006
28,7,269,269,100.0,28007
28,8,136,136,100.0,28008
28,9,245,245,100.0,28009
28,10,193,193,100.0,28010
28,11,334,334,100.0,28011
28,12,275,275,100.0,28012
28,13,255,255,100.0,28013
28,14,176,176,100.0,28014
28,15,93,93,100.0,28015
28,16,142,142,100.0,28016
28,17,224,224,100.0,28017
28,18,191,191,100.0,28018
28,19,5,5,100.0,28019
28,20,210,210,100.0,28020
28,21,234,234,100.0,28021
28,22,214,214,100.0,28022
28,23,300,300,100.0,28023
28,24,242,242,100.0,28024
28,25,325,325,100.0,28025
28,26,310,310,100.0,28026
28,27,174,174,100.0,28027
28,28,221,221,100.0,28028
28,29,116,116,100.0,28029
28,30,46,46,100.0,28030
28,31,358,358,100.0,28031
28,32,239,239,100.0,28032
28,33,275,275,100.0,28033
28,34,337,337,100.0,28034
28,35,306,306,100.0,28035
28,36,144,144,100.0,28036
28,37,364,364,100.0,28037
28,38,140,140,100.0,28038
28,39,197,197,100.0,28039
28,40,339,339,100.0,28040
28,41,213,213,100.0,28041
28,42,280,280,100.0,28042
28,43,319,319,100.0,28043
28,44,204,204,100.0,28044
28,45,162,162,100.0,28045
28,46,70,70,100.0,28046
29,2,470,470,100.0,29002
29,3,346,346,100.0,29003
29,4,374,374,100.0,29004
29,5,288,288,100.0,29005
29,6,281,281,100.0,29006
29,8,251,251,100.0,29008
29,11,211,211,100.0,29011
29,12,367,367,100.0,29012
29,13,336,336,100.0,29013
29,14,319,319,100.0,29014
29,15,364,364,100.0,29015
29,16,351,351,100.0,29016
29,17,282,282,100.0,29017
29,18,304,304,100.0,29018
29,19,344,344,100.0,29019
29,20,365,365,100.0,29020
29,21,352,352,100.0,29021
29,22,255,255,100.0,29022
29,24,299,299,100.0,29024
29,25,347,347,100.0,29025
29,26,305,305,100.0,29026
29,27,248,248,100.0,29027
29,28,415,415,100.0,29028
29,33,246,246,100.0,29033
29,34,178,178,100.0,29034
29,35,227,227,100.0,29035
29,36,303,303,100.0,29036
29,37,301,301,100.0,29037
29,40,351,351,100.0,29040
29,41,282,282,100.0,29041
29,42,327,327,100.0,29042
29,44,401,401,100.0,29044
30,6,147,147,100.0,30006
30,10,0,0,0.0,30010
30,11,174,174,100.0,30011
34,1,368,368,100.0,34001
34,2,306,306,100.0,34002
34,3,339,339,100.0,34003
34,4,281,281,100.0,34004
34,5,306,306,100.0,34005
34,6,406,406,100.0,34006
34,7,358,358,100.0,34007
34,8,260,260,100.0,34008
34,9,260,260,100.0,34009
34,10,331,331,100.0,34010
34,11,265,265,100.0,34011
34,12,369,369,100.0,34012
34,13,315,315,100.0,34013
34,14,250,250,100.0,34014
34,15,246,246,100.0,34015
34,16,264,264,100.0,34016
34,17,389,389,100.0,34017
34,18,292,292,100.0,34018
34,19,335,335,100.0,34019
34,20,384,384,100.0,34020
34,21,414,414,100.0,34021
34,22,317,317,100.0,34022
34,23,261,261,100.0,34023
34,24,299,299,100.0,34024
34,25,363,363,100.0,34025
34,26,350,350,100.0,34026
34,27,264,264,100.0,34027
34,28,207,207,100.0,34028
34,29,250,250,100.0,34029
34,30,322,322,100.0,34030
34,31,264,264,100.0,34031
34,32,318,318,100.0,34032
34,33,285,285,100.0,34033
34,34,348,348,100.0,34034
34,35,332,332,100.0,34035
34,36,292,292,100.0,34036
34,37,206,206,100.0,34037
34,38,204,204,100.0,34038
34,39,250,250,100.0,34039
34,40,376,376,100.0,34040
34,41,235,235,100.0,34041
34,42,315,315,100.0,34042
34,43,307,307,100.0,34043
34,44,316,316,100.0,34044
34,45,336,336,100.0,34045
34,46,216,216,100.0,34046
34,47,296,296,100.0,34047
34,48,351,351,100.0,34048
34,49,400,400,100.0,34049
34,50,307,307,100.0,34050
34,51,331,331,100.0,34051
34,52,275,275,100.0,34052
34,53,246,246,100.0,34053
36,2,169,169,100.0,36002
36,4,45,45,100.0,36004
36,5,194,194,100.0,36005
36,21,139,139,100.0,36021
36,22,24,24,100.0,36022
36,23,126,126,100.0,36023
37,1,291,291,100.0,37001
37,2,168,168,100.0,37002
37,3,200,200,100.0,37003
