ward,precinct,total,Jessica A. O'Brien,Jessica A. O'Brien Percent,precinct_id
8,35,449,449,100.0,08035
8,36,424,424,100.0,08036
8,37,310,310,100.0,08037
8,38,287,287,100.0,08038
8,39,386,386,100.0,08039
8,40,306,306,100.0,08040
8,41,413,413,100.0,08041
8,42,483,483,100.0,08042
8,43,231,231,100.0,08043
8,44,304,304,100.0,08044
8,45,424,424,100.0,08045
8,46,317,317,100.0,08046
8,47,314,314,100.0,08047
8,48,447,447,100.0,08048
8,49,412,412,100.0,08049
8,50,410,410,100.0,08050
8,51,388,388,100.0,08051
8,52,472,472,100.0,08052
8,53,265,265,100.0,08053
8,54,359,359,100.0,08054
8,55,236,236,100.0,08055
8,56,406,406,100.0,08056
9,1,393,393,100.0,09001
9,2,348,348,100.0,09002
9,3,375,375,100.0,09003
9,4,305,305,100.0,09004
9,5,361,361,100.0,09005
9,6,346,346,100.0,09006
9,7,334,334,100.0,09007
9,8,451,451,100.0,09008
9,9,411,411,100.0,09009
9,10,342,342,100.0,09010
9,11,311,311,100.0,09011
9,12,422,422,100.0,09012
9,13,384,384,100.0,09013
9,14,434,434,100.0,09014
9,15,427,427,100.0,09015
9,16,353,353,100.0,09016
9,17,376,376,100.0,09017
9,18,300,300,100.0,09018
9,19,363,363,100.0,09019
9,20,389,389,100.0,09020
9,21,356,356,100.0,09021
9,22,362,362,100.0,09022
9,23,398,398,100.0,09023
9,24,423,423,100.0,09024
9,25,382,382,100.0,09025
9,26,433,433,100.0,09026
9,27,361,361,100.0,09027
9,28,230,230,100.0,09028
9,29,335,335,100.0,09029
9,30,325,325,100.0,09030
9,31,318,318,100.0,09031
9,32,369,369,100.0,09032
9,33,350,350,100.0,09033
9,34,312,312,100.0,09034
9,35,376,376,100.0,09035
9,36,358,358,100.0,09036
9,37,380,380,100.0,09037
9,38,396,396,100.0,09038
9,39,390,390,100.0,09039
9,40,421,421,100.0,09040
9,41,314,314,100.0,09041
9,42,429,429,100.0,09042
9,43,286,286,100.0,09043
9,44,301,301,100.0,09044
9,45,315,315,100.0,09045
9,46,415,415,100.0,09046
9,47,363,363,100.0,09047
9,48,380,380,100.0,09048
9,49,355,355,100.0,09049
9,50,491,491,100.0,09050
9,51,365,365,100.0,09051
10,1,283,283,100.0,10001
10,2,274,274,100.0,10002
10,3,231,231,100.0,10003
10,4,287,287,100.0,10004
10,5,219,219,100.0,10005
10,6,226,226,100.0,10006
10,7,227,227,100.0,10007
10,8,321,321,100.0,10008
10,9,256,256,100.0,10009
10,10,247,247,100.0,10010
10,11,338,338,100.0,10011
10,12,134,134,100.0,10012
10,13,304,304,100.0,10013
10,14,337,337,100.0,10014
10,15,682,682,100.0,10015
10,16,217,217,100.0,10016
10,17,337,337,100.0,10017
10,18,238,238,100.0,10018
10,19,268,268,100.0,10019
10,20,279,279,100.0,10020
10,21,250,250,100.0,10021
10,22,188,188,100.0,10022
10,23,291,291,100.0,10023
10,24,264,264,100.0,10024
10,25,100,100,100.0,10025
10,26,229,229,100.0,10026
10,27,399,399,100.0,10027
10,28,273,273,100.0,10028
10,29,236,236,100.0,10029
10,30,264,264,100.0,10030
10,31,245,245,100.0,10031
10,32,224,224,100.0,10032
10,33,192,192,100.0,10033
10,34,238,238,100.0,10034
10,35,258,258,100.0,10035
10,36,89,89,100.0,10036
11,1,286,286,100.0,11001
11,2,84,84,100.0,11002
11,3,301,301,100.0,11003
11,4,272,272,100.0,11004
11,5,273,273,100.0,11005
11,6,438,438,100.0,11006
11,7,465,465,100.0,11007
11,8,245,245,100.0,11008
11,9,269,269,100.0,11009
11,10,158,158,100.0,11010
11,11,309,309,100.0,11011
11,12,313,313,100.0,11012
11,13,263,263,100.0,11013
11,14,249,249,100.0,11014
11,15,201,201,100.0,11015
11,16,179,179,100.0,11016
11,17,317,317,100.0,11017
11,18,227,227,100.0,11018
11,19,381,381,100.0,11019
11,20,276,276,100.0,11020
11,21,406,406,100.0,11021
11,22,273,273,100.0,11022
11,23,283,283,100.0,11023
11,24,333,333,100.0,11024
11,25,281,281,100.0,11025
11,26,242,242,100.0,11026
11,27,177,177,100.0,11027
11,28,268,268,100.0,11028
11,29,314,314,100.0,11029
11,30,173,173,100.0,11030
11,31,286,286,100.0,11031
11,32,144,144,100.0,11032
11,33,342,342,100.0,11033
11,34,108,108,100.0,11034
12,1,256,256,100.0,12001
12,2,201,201,100.0,12002
12,3,332,332,100.0,12003
12,4,309,309,100.0,12004
12,5,210,210,100.0,12005
12,6,259,259,100.0,12006
12,7,235,235,100.0,12007
12,8,281,281,100.0,12008
12,9,230,230,100.0,12009
12,10,246,246,100.0,12010
12,11,256,256,100.0,12011
12,12,267,267,100.0,12012
12,13,288,288,100.0,12013
12,14,209,209,100.0,12014
12,15,218,218,100.0,12015
12,16,226,226,100.0,12016
12,17,266,266,100.0,12017
12,18,212,212,100.0,12018
12,19,226,226,100.0,12019
12,20,301,301,100.0,12020
12,21,285,285,100.0,12021
12,22,192,192,100.0,12022
12,23,266,266,100.0,12023
13,1,228,228,100.0,13001
13,2,191,191,100.0,13002
13,3,184,184,100.0,13003
13,4,271,271,100.0,13004
13,5,284,284,100.0,13005
13,6,213,213,100.0,13006
13,7,206,206,100.0,13007
13,8,202,202,100.0,13008
13,9,280,280,100.0,13009
13,10,212,212,100.0,13010
13,11,252,252,100.0,13011
13,12,212,212,100.0,13012
13,13,272,272,100.0,13013
13,14,234,234,100.0,13014
13,15,369,369,100.0,13015
13,16,202,202,100.0,13016
13,17,221,221,100.0,13017
13,18,196,196,100.0,13018
13,19,288,288,100.0,13019
13,20,139,139,100.0,13020
13,21,267,267,100.0,13021
13,22,252,252,100.0,13022
13,23,217,217,100.0,13023
13,24,218,218,100.0,13024
13,25,223,223,100.0,13025
13,26,205,205,100.0,13026
13,27,241,241,100.0,13027
13,28,193,193,100.0,13028
13,29,226,226,100.0,13029
13,30,156,156,100.0,13030
13,31,245,245,100.0,13031
13,32,200,200,100.0,13032
13,33,192,192,100.0,13033
13,34,271,271,100.0,13034
13,35,211,211,100.0,13035
13,36,178,178,100.0,13036
13,37,276,276,100.0,13037
13,38,192,192,100.0,13038
13,39,260,260,100.0,13039
13,40,212,212,100.0,13040
13,41,259,259,100.0,13041
13,42,225,225,100.0,13042
13,43,269,269,100.0,13043
13,44,254,254,100.0,13044
13,45,275,275,100.0,13045
13,46,287,287,100.0,13046
13,47,284,284,100.0,13047
13,48,169,169,100.0,13048
14,1,291,291,100.0,14001
14,2,377,377,100.0,14002
14,3,246,246,100.0,14003
14,4,263,263,100.0,14004
14,5,328,328,100.0,14005
14,6,104,104,100.0,14006
14,7,308,308,100.0,14007
14,8,273,273,100.0,14008
14,9,291,291,100.0,14009
14,10,205,205,100.0,14010
14,11,143,143,100.0,14011
14,12,241,241,100.0,14012
14,13,195,195,100.0,14013
14,14,245,245,100.0,14014
14,15,271,271,100.0,14015
14,16,206,206,100.0,14016
14,17,185,185,100.0,14017
14,18,100,100,100.0,14018
14,19,249,249,100.0,14019
14,20,168,168,100.0,14020
14,21,228,228,100.0,14021
14,22,294,294,100.0,14022
14,23,189,189,100.0,14023
14,24,293,293,100.0,14024
14,25,160,160,100.0,14025
14,26,173,173,100.0,14026
14,27,268,268,100.0,14027
14,28,205,205,100.0,14028
14,29,220,220,100.0,14029
14,30,155,155,100.0,14030
14,31,164,164,100.0,14031
15,1,229,229,100.0,15001
15,2,309,309,100.0,15002
15,3,314,314,100.0,15003
15,4,244,244,100.0,15004
15,5,241,241,100.0,15005
15,6,248,248,100.0,15006
15,7,311,311,100.0,15007
15,8,226,226,100.0,15008
15,9,267,267,100.0,15009
15,10,342,342,100.0,15010
15,11,311,311,100.0,15011
15,12,278,278,100.0,15012
15,13,264,264,100.0,15013
15,14,183,183,100.0,15014
15,15,213,213,100.0,15015
15,16,220,220,100.0,15016
15,17,258,258,100.0,15017
15,18,279,279,100.0,15018
15,19,231,231,100.0,15019
15,20,305,305,100.0,15020
15,21,288,288,100.0,15021
15,22,352,352,100.0,15022
15,23,351,351,100.0,15023
15,24,314,314,100.0,15024
16,1,316,316,100.0,16001
16,2,307,307,100.0,16002
16,3,330,330,100.0,16003
16,4,308,308,100.0,16004
16,5,392,392,100.0,16005
16,6,331,331,100.0,16006
16,7,347,347,100.0,16007
16,8,275,275,100.0,16008
16,9,382,382,100.0,16009
16,10,336,336,100.0,16010
16,11,340,340,100.0,16011
16,12,305,305,100.0,16012
16,13,285,285,100.0,16013
16,14,344,344,100.0,16014
16,15,334,334,100.0,16015
16,16,312,312,100.0,16016
16,17,323,323,100.0,16017
16,18,307,307,100.0,16018
16,19,313,313,100.0,16019
16,20,275,275,100.0,16020
16,21,323,323,100.0,16021
16,22,355,355,100.0,16022
16,23,232,232,100.0,16023
16,24,237,237,100.0,16024
16,25,323,323,100.0,16025
16,26,289,289,100.0,16026
16,27,295,295,100.0,16027
16,28,309,309,100.0,16028
16,29,311,311,100.0,16029
16,30,342,342,100.0,16030
16,31,350,350,100.0,16031
16,32,267,267,100.0,16032
16,33,309,309,100.0,16033
16,34,357,357,100.0,16034
16,35,312,312,100.0,16035
16,36,292,292,100.0,16036
17,1,278,278,100.0,17001
17,2,414,414,100.0,17002
17,3,412,412,100.0,17003
17,4,442,442,100.0,17004
17,5,286,286,100.0,17005
17,6,304,304,100.0,17006
17,7,277,277,100.0,17007
17,8,363,363,100.0,17008
17,9,390,390,100.0,17009
17,10,406,406,100.0,17010
17,11,294,294,100.0,17011
17,12,365,365,100.0,17012
17,13,337,337,100.0,17013
17,14,353,353,100.0,17014
17,15,385,385,100.0,17015
17,16,344,344,100.0,17016
17,17,305,305,100.0,17017
17,18,373,373,100.0,17018
17,19,291,291,100.0,17019
17,20,418,418,100.0,17020
17,21,440,440,100.0,17021
17,22,352,352,100.0,17022
17,23,326,326,100.0,17023
17,24,383,383,100.0,17024
17,25,335,335,100.0,17025
17,26,403,403,100.0,17026
17,27,356,356,100.0,17027
17,28,351,351,100.0,17028
17,29,387,387,100.0,17029
17,30,257,257,100.0,17030
17,31,298,298,100.0,17031
17,32,333,333,100.0,17032
17,33,293,293,100.0,17033
17,34,304,304,100.0,17034
17,35,335,335,100.0,17035
17,36,376,376,100.0,17036
17,37,333,333,100.0,17037
17,38,396,396,100.0,17038
17,39,335,335,100.0,17039
17,40,362,362,100.0,17040
17,41,414,414,100.0,17041
18,1,279,279,100.0,18001
18,2,275,275,100.0,18002
18,3,228,228,100.0,18003
18,4,338,338,100.0,18004
18,5,253,253,100.0,18005
18,6,259,259,100.0,18006
18,7,326,326,100.0,18007
18,8,349,349,100.0,18008
18,9,291,291,100.0,18009
18,10,403,403,100.0,18010
18,11,248,248,100.0,18011
18,12,339,339,100.0,18012
18,13,359,359,100.0,18013
18,14,334,334,100.0,18014
18,15,284,284,100.0,18015
18,16,338,338,100.0,18016
18,17,295,295,100.0,18017
18,18,285,285,100.0,18018
18,19,331,331,100.0,18019
18,20,327,327,100.0,18020
18,21,395,395,100.0,18021
18,22,396,396,100.0,18022
18,23,333,333,100.0,18023
18,24,254,254,100.0,18024
18,25,287,287,100.0,18025
18,26,357,357,100.0,18026
18,27,288,288,100.0,18027
18,28,245,245,100.0,18028
18,29,319,319,100.0,18029
18,30,275,275,100.0,18030
18,31,355,355,100.0,18031
18,32,374,374,100.0,18032
18,33,312,312,100.0,18033
18,34,368,368,100.0,18034
18,35,357,357,100.0,18035
18,36,297,297,100.0,18036
18,37,345,345,100.0,18037
18,38,329,329,100.0,18038
18,39,271,271,100.0,18039
18,40,359,359,100.0,18040
18,41,390,390,100.0,18041
18,42,302,302,100.0,18042
18,43,312,312,100.0,18043
18,44,243,243,100.0,18044
18,45,278,278,100.0,18045
18,46,324,324,100.0,18046
18,47,278,278,100.0,18047
18,48,272,272,100.0,18048
18,49,266,266,100.0,18049
18,50,321,321,100.0,18050
19,1,268,268,100.0,19001
19,2,355,355,100.0,19002
19,3,189,189,100.0,19003
19,4,325,325,100.0,19004
19,5,351,351,100.0,19005
19,6,234,234,100.0,19006
19,7,307,307,100.0,19007
19,8,254,254,100.0,19008
19,9,182,182,100.0,19009
19,10,398,398,100.0,19010
19,11,235,235,100.0,19011
19,12,220,220,100.0,19012
19,13,473,473,100.0,19013
19,14,383,383,100.0,19014
19,15,221,221,100.0,19015
19,16,304,304,100.0,19016
19,17,265,265,100.0,19017
19,18,343,343,100.0,19018
19,19,342,342,100.0,19019
19,20,326,326,100.0,19020
19,21,273,273,100.0,19021
19,22,292,292,100.0,19022
19,23,318,318,100.0,19023
19,24,195,195,100.0,19024
19,25,294,294,100.0,19025
19,26,285,285,100.0,19026
19,27,341,341,100.0,19027
19,28,486,486,100.0,19028
19,29,231,231,100.0,19029
19,30,265,265,100.0,19030
19,31,258,258,100.0,19031
19,32,288,288,100.0,19032
19,33,296,296,100.0,19033
19,34,279,279,100.0,19034
19,35,273,273,100.0,19035
19,36,459,459,100.0,19036
19,37,370,370,100.0,19037
19,38,305,305,100.0,19038
19,39,185,185,100.0,19039
19,40,323,323,100.0,19040
19,41,257,257,100.0,19041
19,42,268,268,100.0,19042
19,43,527,527,100.0,19043
19,44,329,329,100.0,19044
19,45,284,284,100.0,19045
19,46,301,301,100.0,19046
19,47,473,473,100.0,19047
19,48,538,538,100.0,19048
19,49,427,427,100.0,19049
19,50,264,264,100.0,19050
19,51,320,320,100.0,19051
19,52,229,229,100.0,19052
19,53,266,266,100.0,19053
19,54,209,209,100.0,19054
19,55,280,280,100.0,19055
19,56,349,349,100.0,19056
19,57,353,353,100.0,19057
19,58,225,225,100.0,19058
20,1,354,354,100.0,20001
20,2,312,312,100.0,20002
20,3,329,329,100.0,20003
20,4,206,206,100.0,20004
20,5,364,364,100.0,20005
20,6,354,354,100.0,20006
20,7,355,355,100.0,20007
20,8,356,356,100.0,20008
20,9,407,407,100.0,20009
20,10,372,372,100.0,20010
20,11,494,494,100.0,20011
20,12,271,271,100.0,20012
20,13,408,408,100.0,20013
20,14,300,300,100.0,20014
20,15,162,162,100.0,20015
20,16,363,363,100.0,20016
20,17,224,224,100.0,20017
20,18,300,300,100.0,20018
20,19,357,357,100.0,20019
20,20,219,219,100.0,20020
20,21,369,369,100.0,20021
20,22,464,464,100.0,20022
20,23,445,445,100.0,20023
20,24,394,394,100.0,20024
20,25,304,304,100.0,20025
20,26,350,350,100.0,20026
20,27,295,295,100.0,20027
20,28,268,268,100.0,20028
20,29,476,476,100.0,20029
20,30,210,210,100.0,20030
20,31,433,433,100.0,20031
20,32,419,419,100.0,20032
20,33,265,265,100.0,20033
20,34,407,407,100.0,20034
20,35,395,395,100.0,20035
20,36,251,251,100.0,20036
20,37,146,146,100.0,20037
21,1,362,362,100.0,21001
21,2,325,325,100.0,21002
21,3,357,357,100.0,21003
21,4,399,399,100.0,21004
21,5,357,357,100.0,21005
21,6,361,361,100.0,21006
21,7,359,359,100.0,21007
21,8,386,386,100.0,21008
21,9,387,387,100.0,21009
21,10,363,363,100.0,21010
21,11,362,362,100.0,21011
21,12,364,364,100.0,21012
21,13,352,352,100.0,21013
21,14,401,401,100.0,21014
21,15,372,372,100.0,21015
21,16,396,396,100.0,21016
21,17,372,372,100.0,21017
21,18,460,460,100.0,21018
21,19,396,396,100.0,21019
21,20,322,322,100.0,21020
21,21,342,342,100.0,21021
21,22,364,364,100.0,21022
21,23,368,368,100.0,21023
21,24,391,391,100.0,21024
21,25,362,362,100.0,21025
21,26,367,367,100.0,21026
21,27,367,367,100.0,21027
21,28,407,407,100.0,21028
21,29,377,377,100.0,21029
21,30,348,348,100.0,21030
21,31,262,262,100.0,21031
21,32,330,330,100.0,21032
21,33,353,353,100.0,21033
21,34,431,431,100.0,21034
21,35,363,363,100.0,21035
21,36,408,408,100.0,21036
21,37,316,316,100.0,21037
21,38,427,427,100.0,21038
21,39,352,352,100.0,21039
21,40,401,401,100.0,21040
21,41,334,334,100.0,21041
21,42,434,434,100.0,21042
21,43,414,414,100.0,21043
21,44,397,397,100.0,21044
21,45,404,404,100.0,21045
21,46,382,382,100.0,21046
21,47,373,373,100.0,21047
21,48,353,353,100.0,21048
21,49,344,344,100.0,21049
21,50,324,324,100.0,21050
21,51,397,397,100.0,21051
21,52,431,431,100.0,21052
21,53,293,293,100.0,21053
21,54,363,363,100.0,21054
22,1,381,381,100.0,22001
22,2,319,319,100.0,22002
22,3,221,221,100.0,22003
22,4,242,242,100.0,22004
22,5,245,245,100.0,22005
22,6,201,201,100.0,22006
22,7,249,249,100.0,22007
22,8,344,344,100.0,22008
22,9,217,217,100.0,22009
22,10,270,270,100.0,22010
22,11,182,182,100.0,22011
22,12,243,243,100.0,22012
22,13,256,256,100.0,22013
22,14,249,249,100.0,22014
22,15,217,217,100.0,22015
22,16,213,213,100.0,22016
22,17,215,215,100.0,22017
22,18,214,214,100.0,22018
22,19,177,177,100.0,22019
22,20,222,222,100.0,22020
22,21,437,437,100.0,22021
22,22,210,210,100.0,22022
22,23,301,301,100.0,22023
22,24,255,255,100.0,22024
22,25,227,227,100.0,22025
23,1,238,238,100.0,23001
23,2,252,252,100.0,23002
23,3,229,229,100.0,23003
23,4,250,250,100.0,23004
23,5,230,230,100.0,23005
23,6,259,259,100.0,23006
23,7,252,252,100.0,23007
23,8,263,263,100.0,23008
23,9,231,231,100.0,23009
23,10,301,301,100.0,23010
23,11,317,317,100.0,23011
23,12,248,248,100.0,23012
23,13,217,217,100.0,23013
23,14,197,197,100.0,23014
23,15,221,221,100.0,23015
23,16,229,229,100.0,23016
23,17,183,183,100.0,23017
23,18,223,223,100.0,23018
23,19,267,267,100.0,23019
23,20,167,167,100.0,23020
23,21,230,230,100.0,23021
23,22,244,244,100.0,23022
23,23,213,213,100.0,23023
23,24,209,209,100.0,23024
23,25,236,236,100.0,23025
