ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,Diane S. Shapiro,Diane S. Shapiro Percent,precinct_id
2,6,478,350,73.22,128,26.78,02006
2,7,492,360,73.17,132,26.83,02007
2,8,533,386,72.42,147,27.58,02008
2,9,514,267,51.95,247,48.05,02009
2,10,508,254,50.0,254,50.0,02010
2,11,468,237,50.64,231,49.36,02011
2,12,498,357,71.69,141,28.31,02012
2,13,559,306,54.74,253,45.26,02013
2,14,514,394,76.65,120,23.35,02014
2,15,472,350,74.15,122,25.85,02015
2,16,443,339,76.52,104,23.48,02016
2,17,551,412,74.77,139,25.23,02017
2,18,443,237,53.5,206,46.5,02018
2,19,412,225,54.61,187,45.39,02019
2,20,509,307,60.31,202,39.69,02020
2,21,495,392,79.19,103,20.81,02021
2,22,521,276,52.98,245,47.02,02022
2,23,421,193,45.84,228,54.16,02023
2,24,453,269,59.38,184,40.62,02024
2,25,525,380,72.38,145,27.62,02025
2,26,486,327,67.28,159,32.72,02026
2,27,487,273,56.06,214,43.94,02027
2,28,595,342,57.48,253,42.52,02028
2,29,575,342,59.48,233,40.52,02029
2,30,473,277,58.56,196,41.44,02030
2,31,655,373,56.95,282,43.05,02031
2,32,441,255,57.82,186,42.18,02032
2,33,762,433,56.82,329,43.18,02033
2,34,409,199,48.66,210,51.34,02034
2,35,551,315,57.17,236,42.83,02035
2,36,424,237,55.9,187,44.1,02036
2,37,508,318,62.6,190,37.4,02037
2,38,514,253,49.22,261,50.78,02038
2,39,367,168,45.78,199,54.22,02039
2,40,629,390,62.0,239,38.0,02040
2,41,486,241,49.59,245,50.41,02041
2,42,612,375,61.27,237,38.73,02042
2,43,586,320,54.61,266,45.39,02043
2,44,351,187,53.28,164,46.72,02044
2,45,569,407,71.53,162,28.47,02045
2,46,314,192,61.15,122,38.85,02046
3,1,668,654,97.9,14,2.1,03001
3,2,600,587,97.83,13,2.17,03002
3,3,584,528,90.41,56,9.59,03003
3,4,618,602,97.41,16,2.59,03004
3,5,471,457,97.03,14,2.97,03005
3,6,607,393,64.74,214,35.26,03006
3,7,513,503,98.05,10,1.95,03007
3,8,486,476,97.94,10,2.06,03008
3,9,567,542,95.59,25,4.41,03009
3,10,383,376,98.17,7,1.83,03010
3,11,610,596,97.7,14,2.3,03011
3,12,580,563,97.07,17,2.93,03012
3,13,610,421,69.02,189,30.98,03013
3,14,522,407,77.97,115,22.03,03014
3,15,570,559,98.07,11,1.93,03015
3,16,559,545,97.5,14,2.5,03016
3,17,502,416,82.87,86,17.13,03017
3,18,777,726,93.44,51,6.56,03018
3,19,527,336,63.76,191,36.24,03019
3,20,516,498,96.51,18,3.49,03020
3,21,620,464,74.84,156,25.16,03021
3,22,586,404,68.94,182,31.06,03022
3,23,570,546,95.79,24,4.21,03023
3,24,613,591,96.41,22,3.59,03024
3,25,648,401,61.88,247,38.12,03025
3,26,601,416,69.22,185,30.78,03026
3,27,497,303,60.97,194,39.03,03027
3,28,417,407,97.6,10,2.4,03028
3,29,578,559,96.71,19,3.29,03029
3,30,579,563,97.24,16,2.76,03030
3,31,638,625,97.96,13,2.04,03031
3,32,572,451,78.85,121,21.15,03032
3,33,606,437,72.11,169,27.89,03033
3,34,618,472,76.38,146,23.62,03034
3,35,317,301,94.95,16,5.05,03035
3,36,404,395,97.77,9,2.23,03036
3,37,562,549,97.69,13,2.31,03037
3,38,492,479,97.36,13,2.64,03038
3,39,540,356,65.93,184,34.07,03039
3,40,636,558,87.74,78,12.26,03040
3,41,433,386,89.15,47,10.85,03041
4,1,702,619,88.18,83,11.82,04001
4,2,613,417,68.03,196,31.97,04002
4,3,542,525,96.86,17,3.14,04003
4,4,649,630,97.07,19,2.93,04004
4,5,555,535,96.4,20,3.6,04005
4,6,687,644,93.74,43,6.26,04006
4,7,605,584,96.53,21,3.47,04007
4,8,661,637,96.37,24,3.63,04008
4,9,660,634,96.06,26,3.94,04009
4,10,644,619,96.12,25,3.88,04010
4,11,663,647,97.59,16,2.41,04011
4,12,655,638,97.4,17,2.6,04012
4,13,441,336,76.19,105,23.81,04013
4,14,609,583,95.73,26,4.27,04014
4,15,634,612,96.53,22,3.47,04015
4,16,588,411,69.9,177,30.1,04016
4,17,629,485,77.11,144,22.89,04017
4,18,555,540,97.3,15,2.7,04018
4,19,696,676,97.13,20,2.87,04019
4,20,513,384,74.85,129,25.15,04020
4,21,667,529,79.31,138,20.69,04021
4,22,583,522,89.54,61,10.46,04022
4,23,715,631,88.25,84,11.75,04023
4,24,577,517,89.6,60,10.4,04024
4,25,552,355,64.31,197,35.69,04025
4,26,597,578,96.82,19,3.18,04026
4,27,596,541,90.77,55,9.23,04027
4,28,706,665,94.19,41,5.81,04028
4,29,553,542,98.01,11,1.99,04029
4,30,745,723,97.05,22,2.95,04030
4,31,569,530,93.15,39,6.85,04031
4,32,621,596,95.97,25,4.03,04032
4,33,653,618,94.64,35,5.36,04033
4,34,610,572,93.77,38,6.23,04034
4,35,782,748,95.65,34,4.35,04035
4,36,681,648,95.15,33,4.85,04036
4,37,547,372,68.01,175,31.99,04037
4,38,663,634,95.63,29,4.37,04038
5,1,534,516,96.63,18,3.37,05001
5,2,526,514,97.72,12,2.28,05002
5,3,478,420,87.87,58,12.13,05003
5,4,610,583,95.57,27,4.43,05004
5,5,607,596,98.19,11,1.81,05005
5,6,447,431,96.42,16,3.58,05006
5,7,542,474,87.45,68,12.55,05007
5,8,471,391,83.01,80,16.99,05008
5,9,587,547,93.19,40,6.81,05009
5,10,579,562,97.06,17,2.94,05010
5,11,525,445,84.76,80,15.24,05011
5,12,489,470,96.11,19,3.89,05012
5,13,564,548,97.16,16,2.84,05013
5,14,456,445,97.59,11,2.41,05014
5,15,507,472,93.1,35,6.9,05015
5,16,547,536,97.99,11,2.01,05016
5,17,553,540,97.65,13,2.35,05017
5,18,439,403,91.8,36,8.2,05018
5,19,473,397,83.93,76,16.07,05019
5,20,595,545,91.6,50,8.4,05020
5,21,471,413,87.69,58,12.31,05021
5,22,550,464,84.36,86,15.64,05022
5,23,672,555,82.59,117,17.41,05023
5,24,508,453,89.17,55,10.83,05024
5,25,525,510,97.14,15,2.86,05025
5,26,570,556,97.54,14,2.46,05026
5,27,458,355,77.51,103,22.49,05027
5,28,581,560,96.39,21,3.61,05028
5,29,685,654,95.47,31,4.53,05029
5,30,569,552,97.01,17,2.99,05030
5,31,529,513,96.98,16,3.02,05031
5,32,598,566,94.65,32,5.35,05032
5,33,592,583,98.48,9,1.52,05033
5,34,539,435,80.71,104,19.29,05034
5,35,518,448,86.49,70,13.51,05035
5,36,543,530,97.61,13,2.39,05036
5,37,782,683,87.34,99,12.66,05037
5,38,632,620,98.1,12,1.9,05038
5,39,423,350,82.74,73,17.26,05039
5,40,553,543,98.19,10,1.81,05040
6,1,559,545,97.5,14,2.5,06001
6,2,527,515,97.72,12,2.28,06002
6,3,550,542,98.55,8,1.45,06003
6,4,484,480,99.17,4,0.83,06004
6,5,465,459,98.71,6,1.29,06005
6,6,507,492,97.04,15,2.96,06006
6,7,521,510,97.89,11,2.11,06007
6,8,520,509,97.88,11,2.12,06008
6,9,571,558,97.72,13,2.28,06009
6,10,445,439,98.65,6,1.35,06010
6,11,568,560,98.59,8,1.41,06011
6,12,554,543,98.01,11,1.99,06012
6,13,399,395,99.0,4,1.0,06013
6,14,527,512,97.15,15,2.85,06014
6,15,583,576,98.8,7,1.2,06015
6,16,504,494,98.02,10,1.98,06016
6,17,453,442,97.57,11,2.43,06017
6,18,388,374,96.39,14,3.61,06018
6,19,516,503,97.48,13,2.52,06019
6,20,429,418,97.44,11,2.56,06020
6,21,427,423,99.06,4,0.94,06021
6,22,439,425,96.81,14,3.19,06022
6,23,431,420,97.45,11,2.55,06023
6,24,404,396,98.02,8,1.98,06024
6,25,372,361,97.04,11,2.96,06025
6,26,442,431,97.51,11,2.49,06026
6,27,385,375,97.4,10,2.6,06027
6,28,386,378,97.93,8,2.07,06028
6,29,532,518,97.37,14,2.63,06029
6,30,547,531,97.07,16,2.93,06030
6,31,493,475,96.35,18,3.65,06031
6,32,521,508,97.5,13,2.5,06032
6,33,509,496,97.45,13,2.55,06033
6,34,513,504,98.25,9,1.75,06034
6,35,466,452,97.0,14,3.0,06035
6,36,515,505,98.06,10,1.94,06036
6,37,500,486,97.2,14,2.8,06037
6,38,521,506,97.12,15,2.88,06038
6,39,532,523,98.31,9,1.69,06039
6,40,508,503,99.02,5,0.98,06040
6,41,550,539,98.0,11,2.0,06041
6,42,538,513,95.35,25,4.65,06042
6,43,501,490,97.8,11,2.2,06043
6,44,519,503,96.92,16,3.08,06044
6,45,536,521,97.2,15,2.8,06045
6,46,484,473,97.73,11,2.27,06046
6,47,444,436,98.2,8,1.8,06047
6,48,514,506,98.44,8,1.56,06048
7,1,467,456,97.64,11,2.36,07001
7,2,522,513,98.28,9,1.72,07002
7,3,501,485,96.81,16,3.19,07003
7,4,550,534,97.09,16,2.91,07004
7,5,458,437,95.41,21,4.59,07005
7,6,685,659,96.2,26,3.8,07006
7,7,523,505,96.56,18,3.44,07007
7,8,425,407,95.76,18,4.24,07008
7,9,798,777,97.37,21,2.63,07009
7,10,478,466,97.49,12,2.51,07010
7,11,567,554,97.71,13,2.29,07011
7,12,586,571,97.44,15,2.56,07012
7,13,378,371,98.15,7,1.85,07013
7,14,531,514,96.8,17,3.2,07014
7,15,511,503,98.43,8,1.57,07015
7,16,575,566,98.43,9,1.57,07016
7,17,523,510,97.51,13,2.49,07017
7,18,506,490,96.84,16,3.16,07018
7,19,496,482,97.18,14,2.82,07019
7,20,456,443,97.15,13,2.85,07020
7,21,526,510,96.96,16,3.04,07021
7,22,408,378,92.65,30,7.35,07022
7,23,485,472,97.32,13,2.68,07023
7,24,511,499,97.65,12,2.35,07024
7,25,423,400,94.56,23,5.44,07025
7,26,407,395,97.05,12,2.95,07026
7,27,434,420,96.77,14,3.23,07027
7,28,389,373,95.89,16,4.11,07028
7,29,426,416,97.65,10,2.35,07029
7,30,398,374,93.97,24,6.03,07030
7,31,511,492,96.28,19,3.72,07031
7,32,599,583,97.33,16,2.67,07032
7,33,576,560,97.22,16,2.78,07033
7,34,545,531,97.43,14,2.57,07034
7,35,500,482,96.4,18,3.6,07035
7,36,546,534,97.8,12,2.2,07036
7,37,553,538,97.29,15,2.71,07037
7,38,440,433,98.41,7,1.59,07038
7,39,476,463,97.27,13,2.73,07039
7,40,458,441,96.29,17,3.71,07040
7,41,505,492,97.43,13,2.57,07041
7,42,471,462,98.09,9,1.91,07042
7,43,485,473,97.53,12,2.47,07043
7,44,475,466,98.11,9,1.89,07044
7,45,527,513,97.34,14,2.66,07045
8,1,480,475,98.96,5,1.04,08001
8,2,597,578,96.82,19,3.18,08002
8,3,514,499,97.08,15,2.92,08003
8,4,491,480,97.76,11,2.24,08004
8,5,532,523,98.31,9,1.69,08005
8,6,531,522,98.31,9,1.69,08006
8,7,578,564,97.58,14,2.42,08007
8,8,472,461,97.67,11,2.33,08008
8,9,350,344,98.29,6,1.71,08009
8,10,562,550,97.86,12,2.14,08010
8,11,472,462,97.88,10,2.12,08011
8,12,465,457,98.28,8,1.72,08012
8,13,628,607,96.66,21,3.34,08013
8,14,434,426,98.16,8,1.84,08014
8,15,516,502,97.29,14,2.71,08015
8,16,224,220,98.21,4,1.79,08016
8,17,402,399,99.25,3,0.75,08017
8,18,506,499,98.62,7,1.38,08018
8,19,542,532,98.15,10,1.85,08019
8,20,539,529,98.14,10,1.86,08020
8,21,679,672,98.97,7,1.03,08021
8,22,488,479,98.16,9,1.84,08022
8,23,496,492,99.19,4,0.81,08023
8,24,291,282,96.91,9,3.09,08024
8,25,511,499,97.65,12,2.35,08025
8,26,483,472,97.72,11,2.28,08026
8,27,528,519,98.3,9,1.7,08027
8,28,555,546,98.38,9,1.62,08028
8,29,618,598,96.76,20,3.24,08029
8,30,536,525,97.95,11,2.05,08030
8,31,410,399,97.32,11,2.68,08031
8,32,437,428,97.94,9,2.06,08032
8,33,502,490,97.61,12,2.39,08033
8,34,475,469,98.74,6,1.26,08034
8,35,573,564,98.43,9,1.57,08035
8,36,532,525,98.68,7,1.32,08036
8,37,417,405,97.12,12,2.88,08037
8,38,377,370,98.14,7,1.86,08038
8,39,482,476,98.76,6,1.24,08039
8,40,396,383,96.72,13,3.28,08040
8,41,550,534,97.09,16,2.91,08041
8,42,670,661,98.66,9,1.34,08042
8,43,307,300,97.72,7,2.28,08043
8,44,388,377,97.16,11,2.84,08044
8,45,591,581,98.31,10,1.69,08045
8,46,429,424,98.83,5,1.17,08046
8,47,428,422,98.6,6,1.4,08047
8,48,578,563,97.4,15,2.6,08048
8,49,510,498,97.65,12,2.35,08049
8,50,534,521,97.57,13,2.43,08050
8,51,503,491,97.61,12,2.39,08051
8,52,605,594,98.18,11,1.82,08052
8,53,336,329,97.92,7,2.08,08053
8,54,457,448,98.03,9,1.97,08054
8,55,312,310,99.36,2,0.64,08055
8,56,517,508,98.26,9,1.74,08056
9,1,542,530,97.79,12,2.21,09001
9,2,458,450,98.25,8,1.75,09002
9,3,559,547,97.85,12,2.15,09003
9,4,413,407,98.55,6,1.45,09004
9,5,488,480,98.36,8,1.64,09005
9,6,474,463,97.68,11,2.32,09006
9,7,478,461,96.44,17,3.56,09007
9,8,594,578,97.31,16,2.69,09008
9,9,573,560,97.73,13,2.27,09009
9,10,468,462,98.72,6,1.28,09010
9,11,415,401,96.63,14,3.37,09011
9,12,560,546,97.5,14,2.5,09012
9,13,525,517,98.48,8,1.52,09013
9,14,566,555,98.06,11,1.94,09014
9,15,605,595,98.35,10,1.65,09015
9,16,456,441,96.71,15,3.29,09016
9,17,487,475,97.54,12,2.46,09017
9,18,420,409,97.38,11,2.62,09018
9,19,498,491,98.59,7,1.41,09019
9,20,518,514,99.23,4,0.77,09020
9,21,494,480,97.17,14,2.83,09021
9,22,498,484,97.19,14,2.81,09022
9,23,516,506,98.06,10,1.94,09023
9,24,529,517,97.73,12,2.27,09024
9,25,489,481,98.36,8,1.64,09025
9,26,610,596,97.7,14,2.3,09026
9,27,478,466,97.49,12,2.51,09027
9,28,302,298,98.68,4,1.32,09028
9,29,495,485,97.98,10,2.02,09029
9,30,442,432,97.74,10,2.26,09030
9,31,421,413,98.1,8,1.9,09031
9,32,482,468,97.1,14,2.9,09032
9,33,495,481,97.17,14,2.83,09033
9,34,407,402,98.77,5,1.23,09034
9,35,491,484,98.57,7,1.43,09035
9,36,450,444,98.67,6,1.33,09036
9,37,516,424,82.17,92,17.83,09037
9,38,509,498,97.84,11,2.16,09038
9,39,491,480,97.76,11,2.24,09039
9,40,541,531,98.15,10,1.85,09040
9,41,431,421,97.68,10,2.32,09041
9,42,526,513,97.53,13,2.47,09042
9,43,464,457,98.49,7,1.51,09043
9,44,395,393,99.49,2,0.51,09044
9,45,428,421,98.36,7,1.64,09045
9,46,562,534,95.02,28,4.98,09046
9,47,496,489,98.59,7,1.41,09047
9,48,516,509,98.64,7,1.36,09048
9,49,495,484,97.78,11,2.22,09049
9,50,616,605,98.21,11,1.79,09050
9,51,484,473,97.73,11,2.27,09051
10,1,380,358,94.21,22,5.79,10001
10,2,422,254,60.19,168,39.81,10002
10,3,352,230,65.34,122,34.66,10003
10,4,385,352,91.43,33,8.57,10004
10,5,335,223,66.57,112,33.43,10005
10,6,324,250,77.16,74,22.84,10006
10,7,322,277,86.02,45,13.98,10007
10,8,438,420,95.89,18,4.11,10008
10,9,424,247,58.25,177,41.75,10009
10,10,390,277,71.03,113,28.97,10010
10,11,468,364,77.78,104,22.22,10011
10,12,205,133,64.88,72,35.12,10012
10,13,384,339,88.28,45,11.72,10013
10,14,480,339,70.63,141,29.38,10014
10,15,853,834,97.77,19,2.23,10015
10,16,320,228,71.25,92,28.75,10016
10,17,505,311,61.58,194,38.42,10017
10,18,305,281,92.13,24,7.87,10018
10,19,371,248,66.85,123,33.15,10019
10,20,408,303,74.26,105,25.74,10020
10,21,379,277,73.09,102,26.91,10021
10,22,248,207,83.47,41,16.53,10022
10,23,398,335,84.17,63,15.83,10023
10,24,415,219,52.77,196,47.23,10024
10,25,131,124,94.66,7,5.34,10025
10,26,309,266,86.08,43,13.92,10026
10,27,544,520,95.59,24,4.41,10027
10,28,378,288,76.19,90,23.81,10028
10,29,344,259,75.29,85,24.71,10029
10,30,368,295,80.16,73,19.84,10030
10,31,332,280,84.34,52,15.66,10031
10,32,337,234,69.44,103,30.56,10032
10,33,259,206,79.54,53,20.46,10033
10,34,349,318,91.12,31,8.88,10034
10,35,425,247,58.12,178,41.88,10035
10,36,119,107,89.92,12,10.08,10036
11,1,408,284,69.61,124,30.39,11001
11,2,115,83,72.17,32,27.83,11002
11,3,416,355,85.34,61,14.66,11003
11,4,381,309,81.1,72,18.9,11004
11,5,368,299,81.25,69,18.75,11005
11,6,594,426,71.72,168,28.28,11006
11,7,580,460,79.31,120,20.69,11007
11,8,374,284,75.94,90,24.06,11008
11,9,402,302,75.12,100,24.88,11009
11,10,236,188,79.66,48,20.34,11010
11,11,459,332,72.33,127,27.67,11011
11,12,494,353,71.46,141,28.54,11012
11,13,429,306,71.33,123,28.67,11013
11,14,359,247,68.8,112,31.2,11014
11,15,304,225,74.01,79,25.99,11015
11,16,309,199,64.4,110,35.6,11016
11,17,456,319,69.96,137,30.04,11017
11,18,349,262,75.07,87,24.93,11018
11,19,527,407,77.23,120,22.77,11019
11,20,414,291,70.29,123,29.71,11020
11,21,565,405,71.68,160,28.32,11021
11,22,403,294,72.95,109,27.05,11022
11,23,428,309,72.2,119,27.8,11023
11,24,490,349,71.22,141,28.78,11024
11,25,413,298,72.15,115,27.85,11025
11,26,363,255,70.25,108,29.75,11026
11,27,286,222,77.62,64,22.38,11027
11,28,379,254,67.02,125,32.98,11028
11,29,504,332,65.87,172,34.13,11029
11,30,275,187,68.0,88,32.0,11030
11,31,465,325,69.89,140,30.11,11031
11,32,263,193,73.38,70,26.62,11032
11,33,496,354,71.37,142,28.63,11033
11,34,176,132,75.0,44,25.0,11034
12,1,352,267,75.85,85,24.15,12001
12,2,317,245,77.29,72,22.71,12002
12,3,436,344,78.9,92,21.1,12003
12,4,418,324,77.51,94,22.49,12004
12,5,326,241,73.93,85,26.07,12005
12,6,381,300,78.74,81,21.26,12006
12,7,326,283,86.81,43,13.19,12007
12,8,394,297,75.38,97,24.62,12008
12,9,316,252,79.75,64,20.25,12009
12,10,352,304,86.36,48,13.64,12010
12,11,357,309,86.55,48,13.45,12011
12,12,367,295,80.38,72,19.62,12012
12,13,388,322,82.99,66,17.01,12013
12,14,298,271,90.94,27,9.06,12014
12,15,313,271,86.58,42,13.42,12015
12,16,330,284,86.06,46,13.94,12016
12,17,364,289,79.4,75,20.6,12017
12,18,331,288,87.01,43,12.99,12018
12,19,329,260,79.03,69,20.97,12019
12,20,414,346,83.57,68,16.43,12020
12,21,387,321,82.95,66,17.05,12021
12,22,275,245,89.09,30,10.91,12022
12,23,363,290,79.89,73,20.11,12023
13,1,309,202,65.37,107,34.63,13001
13,2,288,172,59.72,116,40.28,13002
13,3,259,211,81.47,48,18.53,13003
13,4,406,253,62.32,153,37.68,13004
13,5,394,316,80.2,78,19.8,13005
13,6,326,177,54.29,149,45.71,13006
13,7,291,238,81.79,53,18.21,13007
13,8,286,181,63.29,105,36.71,13008
13,9,375,291,77.6,84,22.4,13009
13,10,336,154,45.83,182,54.17,13010
13,11,368,247,67.12,121,32.88,13011
13,12,298,217,72.82,81,27.18,13012
13,13,370,314,84.86,56,15.14,13013
13,14,320,235,73.44,85,26.56,13014
13,15,481,387,80.46,94,19.54,13015
13,16,259,223,86.1,36,13.9,13016
13,17,320,215,67.19,105,32.81,13017
13,18,286,189,66.08,97,33.92,13018
13,19,380,323,85.0,57,15.0,13019
13,20,235,127,54.04,108,45.96,13020
13,21,409,222,54.28,187,45.72,13021
13,22,374,230,61.5,144,38.5,13022
13,23,284,223,78.52,61,21.48,13023
13,24,295,219,74.24,76,25.76,13024
13,25,326,219,67.18,107,32.82,13025
13,26,319,235,73.67,84,26.33,13026
13,27,330,234,70.91,96,29.09,13027
13,28,255,199,78.04,56,21.96,13028
13,29,292,214,73.29,78,26.71,13029
13,30,203,168,82.76,35,17.24,13030
13,31,368,204,55.43,164,44.57,13031
13,32,288,165,57.29,123,42.71,13032
13,33,325,194,59.69,131,40.31,13033
13,34,376,319,84.84,57,15.16,13034
13,35,292,238,81.51,54,18.49,13035
13,36,212,174,82.08,38,17.92,13036
13,37,352,285,80.97,67,19.03,13037
13,38,285,161,56.49,124,43.51,13038
13,39,336,277,82.44,59,17.56,13039
13,40,293,217,74.06,76,25.94,13040
13,41,345,284,82.32,61,17.68,13041
13,42,335,180,53.73,155,46.27,13042
13,43,344,272,79.07,72,20.93,13043
13,44,416,365,87.74,51,12.26,13044
13,45,379,253,66.75,126,33.25,13045
13,46,379,308,81.27,71,18.73,13046
13,47,358,301,84.08,57,15.92,13047
13,48,262,156,59.54,106,40.46,13048
14,1,460,264,57.39,196,42.61,14001
14,2,486,354,72.84,132,27.16,14002
14,3,339,301,88.79,38,11.21,14003
14,4,384,211,54.95,173,45.05,14004
14,5,489,440,89.98,49,10.02,14005
14,6,148,131,88.51,17,11.49,14006
14,7,414,342,82.61,72,17.39,14007
14,8,362,281,77.62,81,22.38,14008
14,9,446,291,65.25,155,34.75,14009
14,10,275,218,79.27,57,20.73,14010
14,11,218,192,88.07,26,11.93,14011
14,12,356,270,75.84,86,24.16,14012
14,13,265,221,83.4,44,16.6,14013
14,14,329,289,87.84,40,12.16,14014
14,15,362,313,86.46,49,13.54,14015
14,16,282,219,77.66,63,22.34,14016
14,17,304,263,86.51,41,13.49,14017
14,18,149,102,68.46,47,31.54,14018
14,19,321,270,84.11,51,15.89,14019
14,20,239,195,81.59,44,18.41,14020
14,21,314,281,89.49,33,10.51,14021
14,22,412,295,71.6,117,28.4,14022
14,23,302,217,71.85,85,28.15,14023
14,24,458,275,60.04,183,39.96,14024
14,25,224,191,85.27,33,14.73,14025
14,26,230,198,86.09,32,13.91,14026
14,27,367,276,75.2,91,24.8,14027
14,28,285,225,78.95,60,21.05,14028
14,29,333,294,88.29,39,11.71,14029
14,30,185,162,87.57,23,12.43,14030
14,31,199,168,84.42,31,15.58,14031
15,1,326,273,83.74,53,16.26,15001
15,2,415,402,96.87,13,3.13,15002
15,3,413,406,98.31,7,1.69,15003
15,4,312,255,81.73,57,18.27,15004
15,5,325,287,88.31,38,11.69,15005
15,6,361,277,76.73,84,23.27,15006
15,7,421,413,98.1,8,1.9,15007
15,8,309,269,87.06,40,12.94,15008
15,9,400,332,83.0,68,17.0,15009
15,10,448,363,81.03,85,18.97,15010
15,11,403,349,86.6,54,13.4,15011
15,12,368,304,82.61,64,17.39,15012
15,13,334,293,87.72,41,12.28,15013
15,14,259,220,84.94,39,15.06,15014
15,15,307,271,88.27,36,11.73,15015
15,16,329,291,88.45,38,11.55,15016
15,17,379,369,97.36,10,2.64,15017
15,18,424,415,97.88,9,2.12,15018
15,19,339,293,86.43,46,13.57,15019
15,20,417,410,98.32,7,1.68,15020
15,21,374,365,97.59,9,2.41,15021
15,22,464,456,98.28,8,1.72,15022
15,23,467,461,98.72,6,1.28,15023
15,24,439,431,98.18,8,1.82,15024
16,1,416,345,82.93,71,17.07,16001
16,2,418,400,95.69,18,4.31,16002
16,3,441,435,98.64,6,1.36,16003
16,4,453,444,98.01,9,1.99,16004
16,5,476,472,99.16,4,0.84,16005
16,6,445,438,98.43,7,1.57,16006
16,7,452,431,95.35,21,4.65,16007
16,8,387,383,98.97,4,1.03,16008
16,9,521,509,97.7,12,2.3,16009
16,10,444,433,97.52,11,2.48,16010
16,11,463,447,96.54,16,3.46,16011
16,12,391,379,96.93,12,3.07,16012
16,13,391,360,92.07,31,7.93,16013
16,14,479,469,97.91,10,2.09,16014
16,15,466,458,98.28,8,1.72,16015
16,16,438,429,97.95,9,2.05,16016
16,17,430,399,92.79,31,7.21,16017
16,18,435,419,96.32,16,3.68,16018
16,19,438,424,96.8,14,3.2,16019
16,20,380,374,98.42,6,1.58,16020
16,21,442,431,97.51,11,2.49,16021
16,22,462,453,98.05,9,1.95,16022
16,23,309,281,90.94,28,9.06,16023
16,24,334,325,97.31,9,2.69,16024
16,25,437,428,97.94,9,2.06,16025
16,26,423,417,98.58,6,1.42,16026
16,27,428,422,98.6,6,1.4,16027
16,28,439,436,99.32,3,0.68,16028
16,29,420,414,98.57,6,1.43,16029
16,30,485,472,97.32,13,2.68,16030
16,31,446,436,97.76,10,2.24,16031
16,32,387,350,90.44,37,9.56,16032
16,33,464,453,97.63,11,2.37,16033
16,34,480,473,98.54,7,1.46,16034
16,35,413,380,92.01,33,7.99,16035
16,36,389,382,98.2,7,1.8,16036
17,1,401,356,88.78,45,11.22,17001
17,2,573,566,98.78,7,1.22,17002
17,3,553,537,97.11,16,2.89,17003
17,4,611,598,97.87,13,2.13,17004
17,5,414,401,96.86,13,3.14,17005
17,6,416,403,96.88,13,3.13,17006
17,7,344,319,92.73,25,7.27,17007
17,8,495,486,98.18,9,1.82,17008
17,9,544,522,95.96,22,4.04,17009
17,10,552,539,97.64,13,2.36,17010
17,11,453,444,98.01,9,1.99,17011
17,12,520,477,91.73,43,8.27,17012
17,13,500,494,98.8,6,1.2,17013
17,14,483,447,92.55,36,7.45,17014
17,15,541,529,97.78,12,2.22,17015
17,16,472,446,94.49,26,5.51,17016
17,17,470,439,93.4,31,6.6,17017
17,18,513,506,98.64,7,1.36,17018
17,19,415,407,98.07,8,1.93,17019
17,20,559,549,98.21,10,1.79,17020
17,21,602,582,96.68,20,3.32,17021
17,22,480,475,98.96,5,1.04,17022
17,23,450,439,97.56,11,2.44,17023
