ward,precinct,total,BUSH / CHENEY,BUSH / CHENEY Percent,GORE / LIEBERMAN,GORE / LIEBERMAN Percent,BROWNE / OLIVIER,BROWNE / OLIVIER Percent,NADER / LADUKE,NADER / LADUKE Percent,HAGELIN / GOLDHABER,HAGELIN / GOLDHABER Percent,BUCHANAN / FOSTER,BUCHANAN / FOSTER Percent,precinct_id
5,54,227,8,3.52,215,94.71,0,0.0,3,1.32,1,0.44,0,0.0,05054
5,55,373,6,1.61,364,97.59,0,0.0,3,0.8,0,0.0,0,0.0,05055
5,56,274,2,0.73,271,98.91,0,0.0,0,0.0,0,0.0,1,0.36,05056
5,57,486,26,5.35,436,89.71,2,0.41,22,4.53,0,0.0,0,0.0,05057
5,58,296,2,0.68,289,97.64,1,0.34,2,0.68,0,0.0,2,0.68,05058
5,59,254,5,1.97,246,96.85,0,0.0,2,0.79,0,0.0,1,0.39,05059
6,1,429,7,1.63,420,97.9,0,0.0,2,0.47,0,0.0,0,0.0,06001
6,2,458,8,1.75,450,98.25,0,0.0,0,0.0,0,0.0,0,0.0,06002
6,3,416,12,2.88,401,96.39,0,0.0,2,0.48,0,0.0,1,0.24,06003
6,4,361,13,3.6,346,95.84,1,0.28,0,0.0,0,0.0,1,0.28,06004
6,5,309,3,0.97,306,99.03,0,0.0,0,0.0,0,0.0,0,0.0,06005
6,6,392,4,1.02,385,98.21,0,0.0,2,0.51,0,0.0,1,0.26,06006
6,7,344,7,2.03,335,97.38,0,0.0,2,0.58,0,0.0,0,0.0,06007
6,8,373,6,1.61,365,97.86,0,0.0,2,0.54,0,0.0,0,0.0,06008
6,9,508,8,1.57,495,97.44,0,0.0,4,0.79,0,0.0,1,0.2,06009
6,10,432,12,2.78,416,96.3,1,0.23,1,0.23,0,0.0,2,0.46,06010
6,11,372,9,2.42,361,97.04,0,0.0,2,0.54,0,0.0,0,0.0,06011
6,12,398,9,2.26,388,97.49,0,0.0,0,0.0,0,0.0,1,0.25,06012
6,13,392,5,1.28,386,98.47,0,0.0,1,0.26,0,0.0,0,0.0,06013
6,14,469,11,2.35,454,96.8,1,0.21,3,0.64,0,0.0,0,0.0,06014
6,15,410,11,2.68,396,96.59,0,0.0,2,0.49,0,0.0,1,0.24,06015
6,16,421,11,2.61,408,96.91,0,0.0,2,0.48,0,0.0,0,0.0,06016
6,17,428,3,0.7,424,99.07,0,0.0,0,0.0,0,0.0,1,0.23,06017
6,18,172,6,3.49,166,96.51,0,0.0,0,0.0,0,0.0,0,0.0,06018
6,19,387,8,2.07,378,97.67,0,0.0,1,0.26,0,0.0,0,0.0,06019
6,20,97,0,0.0,96,98.97,1,1.03,0,0.0,0,0.0,0,0.0,06020
6,21,389,9,2.31,378,97.17,0,0.0,1,0.26,0,0.0,1,0.26,06021
6,22,392,9,2.3,379,96.68,1,0.26,3,0.77,0,0.0,0,0.0,06022
6,23,352,1,0.28,351,99.72,0,0.0,0,0.0,0,0.0,0,0.0,06023
6,24,402,5,1.24,393,97.76,2,0.5,2,0.5,0,0.0,0,0.0,06024
6,25,421,4,0.95,415,98.57,0,0.0,0,0.0,0,0.0,2,0.48,06025
6,26,444,8,1.8,436,98.2,0,0.0,0,0.0,0,0.0,0,0.0,06026
6,27,505,8,1.58,496,98.22,0,0.0,1,0.2,0,0.0,0,0.0,06027
6,28,547,10,1.83,532,97.26,0,0.0,4,0.73,0,0.0,1,0.18,06028
6,29,431,12,2.78,417,96.75,0,0.0,2,0.46,0,0.0,0,0.0,06029
6,30,444,7,1.58,436,98.2,1,0.23,0,0.0,0,0.0,0,0.0,06030
6,31,460,8,1.74,451,98.04,0,0.0,1,0.22,0,0.0,0,0.0,06031
6,32,476,8,1.68,465,97.69,0,0.0,3,0.63,0,0.0,0,0.0,06032
6,33,443,8,1.81,429,96.84,1,0.23,5,1.13,0,0.0,0,0.0,06033
6,34,389,5,1.29,383,98.46,0,0.0,1,0.26,0,0.0,0,0.0,06034
6,35,488,10,2.05,476,97.54,0,0.0,2,0.41,0,0.0,0,0.0,06035
6,36,275,3,1.09,269,97.82,1,0.36,1,0.36,1,0.36,0,0.0,06036
6,37,438,4,0.91,431,98.4,1,0.23,2,0.46,0,0.0,0,0.0,06037
6,38,495,10,2.02,483,97.58,0,0.0,2,0.4,0,0.0,0,0.0,06038
6,39,261,6,2.3,254,97.32,0,0.0,1,0.38,0,0.0,0,0.0,06039
6,40,320,5,1.56,314,98.13,1,0.31,0,0.0,0,0.0,0,0.0,06040
6,41,433,15,3.46,417,96.3,0,0.0,1,0.23,0,0.0,0,0.0,06041
6,42,318,5,1.57,311,97.8,1,0.31,0,0.0,0,0.0,1,0.31,06042
6,43,451,5,1.11,443,98.23,0,0.0,1,0.22,1,0.22,1,0.22,06043
6,44,390,10,2.56,377,96.67,0,0.0,3,0.77,0,0.0,0,0.0,06044
6,45,257,2,0.78,255,99.22,0,0.0,0,0.0,0,0.0,0,0.0,06045
6,46,339,7,2.06,330,97.35,0,0.0,0,0.0,1,0.29,1,0.29,06046
