ward,precinct,total,Kathleen Marie Burke,Kathleen Marie Burke Percent,precinct_id
3,3,208,208,100.0,03003
3,4,93,93,100.0,03004
3,5,132,132,100.0,03005
3,6,214,214,100.0,03006
3,7,163,163,100.0,03007
3,8,51,51,100.0,03008
3,9,153,153,100.0,03009
3,10,103,103,100.0,03010
3,11,138,138,100.0,03011
3,12,199,199,100.0,03012
3,13,149,149,100.0,03013
3,14,122,122,100.0,03014
3,15,266,266,100.0,03015
3,16,401,401,100.0,03016
3,17,160,160,100.0,03017
3,18,128,128,100.0,03018
3,19,71,71,100.0,03019
3,20,5,5,100.0,03020
3,21,138,138,100.0,03021
3,22,143,143,100.0,03022
3,23,31,31,100.0,03023
3,24,148,148,100.0,03024
3,25,8,8,100.0,03025
3,26,145,145,100.0,03026
3,27,6,6,100.0,03027
3,28,181,181,100.0,03028
3,29,149,149,100.0,03029
3,30,173,173,100.0,03030
3,31,252,252,100.0,03031
3,32,203,203,100.0,03032
3,33,263,263,100.0,03033
3,34,137,137,100.0,03034
3,35,214,214,100.0,03035
3,36,118,118,100.0,03036
3,37,112,112,100.0,03037
3,38,48,48,100.0,03038
3,39,171,171,100.0,03039
3,40,179,179,100.0,03040
3,41,217,217,100.0,03041
3,42,207,207,100.0,03042
3,43,23,23,100.0,03043
3,44,128,128,100.0,03044
3,45,84,84,100.0,03045
3,46,153,153,100.0,03046
3,47,158,158,100.0,03047
3,48,168,168,100.0,03048
3,49,88,88,100.0,03049
3,50,185,185,100.0,03050
3,51,84,84,100.0,03051
3,52,111,111,100.0,03052
3,53,272,272,100.0,03053
3,54,110,110,100.0,03054
3,55,182,182,100.0,03055
3,56,157,157,100.0,03056
3,57,246,246,100.0,03057
3,58,80,80,100.0,03058
3,59,150,150,100.0,03059
3,60,272,272,100.0,03060
3,61,212,212,100.0,03061
3,62,133,133,100.0,03062
3,63,479,479,100.0,03063
4,1,313,313,100.0,04001
4,2,341,341,100.0,04002
4,3,448,448,100.0,04003
4,4,393,393,100.0,04004
4,5,329,329,100.0,04005
4,6,119,119,100.0,04006
4,7,235,235,100.0,04007
4,8,303,303,100.0,04008
4,9,486,486,100.0,04009
4,10,401,401,100.0,04010
4,11,340,340,100.0,04011
4,12,183,183,100.0,04012
4,13,286,286,100.0,04013
4,14,267,267,100.0,04014
4,15,210,210,100.0,04015
4,16,419,419,100.0,04016
4,17,360,360,100.0,04017
4,18,405,405,100.0,04018
4,19,356,356,100.0,04019
4,20,143,143,100.0,04020
4,21,384,384,100.0,04021
4,22,395,395,100.0,04022
4,23,250,250,100.0,04023
4,24,364,364,100.0,04024
4,25,292,292,100.0,04025
4,26,335,335,100.0,04026
4,27,282,282,100.0,04027
4,28,249,249,100.0,04028
4,29,249,249,100.0,04029
4,30,116,116,100.0,04030
4,31,58,58,100.0,04031
4,32,405,405,100.0,04032
4,33,144,144,100.0,04033
4,34,240,240,100.0,04034
4,35,199,199,100.0,04035
4,36,183,183,100.0,04036
4,37,154,154,100.0,04037
4,38,470,470,100.0,04038
4,39,219,219,100.0,04039
4,40,308,308,100.0,04040
4,41,196,196,100.0,04041
4,42,320,320,100.0,04042
4,43,252,252,100.0,04043
4,44,277,277,100.0,04044
4,45,449,449,100.0,04045
4,46,305,305,100.0,04046
4,47,590,590,100.0,04047
4,48,456,456,100.0,04048
4,49,117,117,100.0,04049
4,50,271,271,100.0,04050
4,51,324,324,100.0,04051
4,52,103,103,100.0,04052
4,53,302,302,100.0,04053
4,54,208,208,100.0,04054
4,55,239,239,100.0,04055
4,56,318,318,100.0,04056
4,57,133,133,100.0,04057
5,1,351,351,100.0,05001
5,2,284,284,100.0,05002
5,3,205,205,100.0,05003
5,4,211,211,100.0,05004
5,5,269,269,100.0,05005
5,6,356,356,100.0,05006
5,7,311,311,100.0,05007
5,8,368,368,100.0,05008
5,9,301,301,100.0,05009
5,10,313,313,100.0,05010
5,11,306,306,100.0,05011
5,12,235,235,100.0,05012
5,13,249,249,100.0,05013
5,14,372,372,100.0,05014
5,15,313,313,100.0,05015
5,16,256,256,100.0,05016
5,17,326,326,100.0,05017
5,18,346,346,100.0,05018
5,19,170,170,100.0,05019
5,20,164,164,100.0,05020
5,21,330,330,100.0,05021
5,22,266,266,100.0,05022
5,23,240,240,100.0,05023
5,24,224,224,100.0,05024
5,25,354,354,100.0,05025
5,26,316,316,100.0,05026
5,27,544,544,100.0,05027
5,28,309,309,100.0,05028
5,29,345,345,100.0,05029
5,30,285,285,100.0,05030
5,31,283,283,100.0,05031
5,32,387,387,100.0,05032
5,33,164,164,100.0,05033
5,34,336,336,100.0,05034
5,35,288,288,100.0,05035
5,36,229,229,100.0,05036
5,37,291,291,100.0,05037
5,38,286,286,100.0,05038
5,39,326,326,100.0,05039
5,40,410,410,100.0,05040
5,41,282,282,100.0,05041
5,42,329,329,100.0,05042
5,43,313,313,100.0,05043
5,44,379,379,100.0,05044
5,45,198,198,100.0,05045
5,46,409,409,100.0,05046
5,47,263,263,100.0,05047
5,48,210,210,100.0,05048
5,49,66,66,100.0,05049
5,50,264,264,100.0,05050
5,51,217,217,100.0,05051
5,52,113,113,100.0,05052
5,53,307,307,100.0,05053
5,54,347,347,100.0,05054
5,55,226,226,100.0,05055
6,1,315,315,100.0,06001
6,2,328,328,100.0,06002
6,3,289,289,100.0,06003
6,4,191,191,100.0,06004
6,5,210,210,100.0,06005
6,6,246,246,100.0,06006
6,7,357,357,100.0,06007
6,8,266,266,100.0,06008
6,9,177,177,100.0,06009
6,10,306,306,100.0,06010
6,11,270,270,100.0,06011
6,12,306,306,100.0,06012
6,13,300,300,100.0,06013
6,14,341,341,100.0,06014
6,15,307,307,100.0,06015
6,16,305,305,100.0,06016
6,17,358,358,100.0,06017
6,18,98,98,100.0,06018
6,19,351,351,100.0,06019
6,20,279,279,100.0,06020
6,21,254,254,100.0,06021
6,22,310,310,100.0,06022
6,23,248,248,100.0,06023
6,24,295,295,100.0,06024
6,25,238,238,100.0,06025
6,26,310,310,100.0,06026
6,27,367,367,100.0,06027
6,28,464,464,100.0,06028
6,29,330,330,100.0,06029
6,30,264,264,100.0,06030
6,31,335,335,100.0,06031
6,32,339,339,100.0,06032
6,33,318,318,100.0,06033
6,34,313,313,100.0,06034
6,35,390,390,100.0,06035
6,36,190,190,100.0,06036
6,37,299,299,100.0,06037
6,38,335,335,100.0,06038
6,39,261,261,100.0,06039
6,40,227,227,100.0,06040
6,41,301,301,100.0,06041
6,42,235,235,100.0,06042
6,43,324,324,100.0,06043
6,44,310,310,100.0,06044
6,45,177,177,100.0,06045
6,46,268,268,100.0,06046
6,47,314,314,100.0,06047
6,48,300,300,100.0,06048
6,49,294,294,100.0,06049
6,50,287,287,100.0,06050
6,51,209,209,100.0,06051
6,52,253,253,100.0,06052
6,53,286,286,100.0,06053
6,54,294,294,100.0,06054
6,55,246,246,100.0,06055
6,56,192,192,100.0,06056
6,57,197,197,100.0,06057
6,58,285,285,100.0,06058
6,59,277,277,100.0,06059
6,60,202,202,100.0,06060
6,61,185,185,100.0,06061
6,62,94,94,100.0,06062
6,63,263,263,100.0,06063
6,64,304,304,100.0,06064
6,65,125,125,100.0,06065
6,66,295,295,100.0,06066
7,1,241,241,100.0,07001
7,2,339,339,100.0,07002
7,3,245,245,100.0,07003
7,4,246,246,100.0,07004
7,5,227,227,100.0,07005
7,6,219,219,100.0,07006
7,7,157,157,100.0,07007
7,8,120,120,100.0,07008
7,9,233,233,100.0,07009
7,10,205,205,100.0,07010
7,11,245,245,100.0,07011
7,12,220,220,100.0,07012
7,13,210,210,100.0,07013
7,14,339,339,100.0,07014
7,15,177,177,100.0,07015
7,16,249,249,100.0,07016
7,17,187,187,100.0,07017
7,18,201,201,100.0,07018
7,19,393,393,100.0,07019
7,20,162,162,100.0,07020
7,21,241,241,100.0,07021
7,22,177,177,100.0,07022
7,23,156,156,100.0,07023
7,24,193,193,100.0,07024
7,25,246,246,100.0,07025
7,26,308,308,100.0,07026
7,27,309,309,100.0,07027
7,28,314,314,100.0,07028
7,29,108,108,100.0,07029
7,30,250,250,100.0,07030
7,31,248,248,100.0,07031
7,32,277,277,100.0,07032
7,33,161,161,100.0,07033
7,34,198,198,100.0,07034
7,35,143,143,100.0,07035
7,36,274,274,100.0,07036
7,37,92,92,100.0,07037
7,38,193,193,100.0,07038
7,39,236,236,100.0,07039
7,40,262,262,100.0,07040
7,41,178,178,100.0,07041
7,42,411,411,100.0,07042
7,43,272,272,100.0,07043
7,44,329,329,100.0,07044
7,45,325,325,100.0,07045
7,46,66,66,100.0,07046
7,47,212,212,100.0,07047
7,48,122,122,100.0,07048
7,49,130,130,100.0,07049
7,50,164,164,100.0,07050
7,51,235,235,100.0,07051
7,52,217,217,100.0,07052
7,53,174,174,100.0,07053
7,54,136,136,100.0,07054
7,55,188,188,100.0,07055
7,56,224,224,100.0,07056
7,57,206,206,100.0,07057
7,58,227,227,100.0,07058
7,59,156,156,100.0,07059
7,60,158,158,100.0,07060
7,61,203,203,100.0,07061
7,62,212,212,100.0,07062
7,63,210,210,100.0,07063
7,64,216,216,100.0,07064
7,65,280,280,100.0,07065
8,1,308,308,100.0,08001
8,2,149,149,100.0,08002
8,3,325,325,100.0,08003
8,4,255,255,100.0,08004
8,5,309,309,100.0,08005
8,6,297,297,100.0,08006
8,7,230,230,100.0,08007
8,8,259,259,100.0,08008
8,9,352,352,100.0,08009
8,10,365,365,100.0,08010
8,11,246,246,100.0,08011
8,12,296,296,100.0,08012
8,13,254,254,100.0,08013
8,14,289,289,100.0,08014
8,15,240,240,100.0,08015
8,16,291,291,100.0,08016
8,17,234,234,100.0,08017
8,18,227,227,100.0,08018
8,19,349,349,100.0,08019
8,20,218,218,100.0,08020
8,21,173,173,100.0,08021
8,22,250,250,100.0,08022
8,23,291,291,100.0,08023
8,24,303,303,100.0,08024
8,25,281,281,100.0,08025
8,26,225,225,100.0,08026
8,27,316,316,100.0,08027
8,28,250,250,100.0,08028
8,29,281,281,100.0,08029
8,30,211,211,100.0,08030
8,31,241,241,100.0,08031
8,32,438,438,100.0,08032
8,33,292,292,100.0,08033
8,34,344,344,100.0,08034
8,35,335,335,100.0,08035
8,36,265,265,100.0,08036
8,37,362,362,100.0,08037
8,38,268,268,100.0,08038
8,39,328,328,100.0,08039
8,40,303,303,100.0,08040
8,41,271,271,100.0,08041
8,42,271,271,100.0,08042
8,43,294,294,100.0,08043
8,44,199,199,100.0,08044
8,45,248,248,100.0,08045
8,46,232,232,100.0,08046
8,47,305,305,100.0,08047
8,48,223,223,100.0,08048
8,49,337,337,100.0,08049
8,50,279,279,100.0,08050
8,51,323,323,100.0,08051
8,52,287,287,100.0,08052
8,53,270,270,100.0,08053
8,54,277,277,100.0,08054
8,55,361,361,100.0,08055
8,56,320,320,100.0,08056
8,57,257,257,100.0,08057
8,58,285,285,100.0,08058
8,59,223,223,100.0,08059
8,60,252,252,100.0,08060
8,61,245,245,100.0,08061
8,62,259,259,100.0,08062
8,63,320,320,100.0,08063
8,64,252,252,100.0,08064
8,65,182,182,100.0,08065
8,66,419,419,100.0,08066
8,67,155,155,100.0,08067
8,68,213,213,100.0,08068
8,69,203,203,100.0,08069
8,70,432,432,100.0,08070
9,1,330,330,100.0,09001
9,2,373,373,100.0,09002
9,3,262,262,100.0,09003
9,4,359,359,100.0,09004
9,5,319,319,100.0,09005
9,6,258,258,100.0,09006
9,7,290,290,100.0,09007
9,8,241,241,100.0,09008
9,9,306,306,100.0,09009
9,10,319,319,100.0,09010
9,11,238,238,100.0,09011
9,12,319,319,100.0,09012
9,13,401,401,100.0,09013
9,14,398,398,100.0,09014
9,15,183,183,100.0,09015
9,16,376,376,100.0,09016
9,17,289,289,100.0,09017
9,18,351,351,100.0,09018
9,19,315,315,100.0,09019
9,20,343,343,100.0,09020
9,21,241,241,100.0,09021
9,22,360,360,100.0,09022
9,23,277,277,100.0,09023
9,24,226,226,100.0,09024
9,25,183,183,100.0,09025
9,26,215,215,100.0,09026
9,27,186,186,100.0,09027
9,28,233,233,100.0,09028
9,29,293,293,100.0,09029
9,30,188,188,100.0,09030
9,31,312,312,100.0,09031
9,32,328,328,100.0,09032
9,33,219,219,100.0,09033
9,34,276,276,100.0,09034
9,35,307,307,100.0,09035
9,36,197,197,100.0,09036
9,37,265,265,100.0,09037
9,38,350,350,100.0,09038
9,39,270,270,100.0,09039
9,40,340,340,100.0,09040
9,41,371,371,100.0,09041
9,42,242,242,100.0,09042
9,43,249,249,100.0,09043
9,44,251,251,100.0,09044
9,45,343,343,100.0,09045
9,46,272,272,100.0,09046
9,47,203,203,100.0,09047
9,48,299,299,100.0,09048
9,49,188,188,100.0,09049
9,50,133,133,100.0,09050
9,51,200,200,100.0,09051
9,52,288,288,100.0,09052
9,53,234,234,100.0,09053
9,54,253,253,100.0,09054
9,55,152,152,100.0,09055
9,56,188,188,100.0,09056
9,57,213,213,100.0,09057
9,58,248,248,100.0,09058
10,1,210,210,100.0,10001
10,2,183,183,100.0,10002
10,3,230,230,100.0,10003
10,4,211,211,100.0,10004
10,5,182,182,100.0,10005
10,6,190,190,100.0,10006
10,7,58,58,100.0,10007
10,8,204,204,100.0,10008
10,9,193,193,100.0,10009
10,10,206,206,100.0,10010
10,11,237,237,100.0,10011
10,12,189,189,100.0,10012
10,13,158,158,100.0,10013
10,14,212,212,100.0,10014
10,15,100,100,100.0,10015
10,16,209,209,100.0,10016
10,17,171,171,100.0,10017
10,18,254,254,100.0,10018
10,19,253,253,100.0,10019
10,20,186,186,100.0,10020
10,21,156,156,100.0,10021
10,22,64,64,100.0,10022
10,23,184,184,100.0,10023
10,24,198,198,100.0,10024
10,25,273,273,100.0,10025
10,26,194,194,100.0,10026
10,27,231,231,100.0,10027
10,28,182,182,100.0,10028
10,29,205,205,100.0,10029
10,30,256,256,100.0,10030
10,31,227,227,100.0,10031
10,32,251,251,100.0,10032
10,33,235,235,100.0,10033
10,34,235,235,100.0,10034
10,35,209,209,100.0,10035
10,36,263,263,100.0,10036
10,37,213,213,100.0,10037
10,38,248,248,100.0,10038
10,39,229,229,100.0,10039
10,40,152,152,100.0,10040
10,41,244,244,100.0,10041
10,42,208,208,100.0,10042
10,43,163,163,100.0,10043
10,44,208,208,100.0,10044
10,45,132,132,100.0,10045
10,46,237,237,100.0,10046
10,47,192,192,100.0,10047
10,48,210,210,100.0,10048
10,49,196,196,100.0,10049
11,1,252,252,100.0,11001
11,2,242,242,100.0,11002
11,3,184,184,100.0,11003
11,4,244,244,100.0,11004
11,5,158,158,100.0,11005
11,6,308,308,100.0,11006
11,7,215,215,100.0,11007
11,8,236,236,100.0,11008
11,9,161,161,100.0,11009
11,10,135,135,100.0,11010
11,11,290,290,100.0,11011
11,12,194,194,100.0,11012
11,13,219,219,100.0,11013
11,14,154,154,100.0,11014
11,15,172,172,100.0,11015
11,16,253,253,100.0,11016
11,17,305,305,100.0,11017
11,18,144,144,100.0,11018
11,19,216,216,100.0,11019
11,20,135,135,100.0,11020
11,21,222,222,100.0,11021
11,22,161,161,100.0,11022
11,23,169,169,100.0,11023
11,24,342,342,100.0,11024
11,25,150,150,100.0,11025
11,26,310,310,100.0,11026
11,27,185,185,100.0,11027
11,28,180,180,100.0,11028
11,29,251,251,100.0,11029
11,30,236,236,100.0,11030
11,31,162,162,100.0,11031
11,32,176,176,100.0,11032
11,33,179,179,100.0,11033
11,34,107,107,100.0,11034
11,35,270,270,100.0,11035
11,36,53,53,100.0,11036
11,37,233,233,100.0,11037
11,38,303,303,100.0,11038
11,39,314,314,100.0,11039
11,40,137,137,100.0,11040
11,41,115,115,100.0,11041
11,42,147,147,100.0,11042
11,43,255,255,100.0,11043
11,44,226,226,100.0,11044
11,45,111,111,100.0,11045
11,46,72,72,100.0,11046
11,47,207,207,100.0,11047
11,48,91,91,100.0,11048
11,49,173,173,100.0,11049
11,50,174,174,100.0,11050
12,1,99,99,100.0,12001
12,2,150,150,100.0,12002
12,3,162,162,100.0,12003
12,4,140,140,100.0,12004
12,5,191,191,100.0,12005
12,6,114,114,100.0,12006
12,7,68,68,100.0,12007
12,8,274,274,100.0,12008
12,9,141,141,100.0,12009
12,10,86,86,100.0,12010
12,11,140,140,100.0,12011
12,12,146,146,100.0,12012
12,13,130,130,100.0,12013
12,14,113,113,100.0,12014
12,15,133,133,100.0,12015
12,16,135,135,100.0,12016
12,17,128,128,100.0,12017
12,18,200,200,100.0,12018
12,19,138,138,100.0,12019
12,20,160,160,100.0,12020
12,21,203,203,100.0,12021
12,22,121,121,100.0,12022
12,23,105,105,100.0,12023
12,24,248,248,100.0,12024
12,25,156,156,100.0,12025
12,26,137,137,100.0,12026
12,27,100,100,100.0,12027
12,28,154,154,100.0,12028
12,29,185,185,100.0,12029
13,1,243,243,100.0,13001
13,2,196,196,100.0,13002
13,3,300,300,100.0,13003
13,4,361,361,100.0,13004
13,5,191,191,100.0,13005
13,6,193,193,100.0,13006
13,7,190,190,100.0,13007
13,8,244,244,100.0,13008
13,9,200,200,100.0,13009
13,10,184,184,100.0,13010
13,11,162,162,100.0,13011
13,12,237,237,100.0,13012
13,13,203,203,100.0,13013
13,14,180,180,100.0,13014
13,15,224,224,100.0,13015
13,16,169,169,100.0,13016
13,17,248,248,100.0,13017
13,18,206,206,100.0,13018
13,19,187,187,100.0,13019
13,20,199,199,100.0,13020
13,21,165,165,100.0,13021
13,22,205,205,100.0,13022
13,23,157,157,100.0,13023
13,24,216,216,100.0,13024
13,25,218,218,100.0,13025
13,26,181,181,100.0,13026
13,27,260,260,100.0,13027
13,28,186,186,100.0,13028
13,29,196,196,100.0,13029
13,30,238,238,100.0,13030
13,31,204,204,100.0,13031
13,32,241,241,100.0,13032
13,33,189,189,100.0,13033
13,34,183,183,100.0,13034
13,35,214,214,100.0,13035
13,36,153,153,100.0,13036
13,37,149,149,100.0,13037
13,38,269,269,100.0,13038
13,39,215,215,100.0,13039
13,40,196,196,100.0,13040
13,41,182,182,100.0,13041
13,42,173,173,100.0,13042
13,43,151,151,100.0,13043
13,44,156,156,100.0,13044
13,45,305,305,100.0,13045
13,46,185,185,100.0,13046
13,47,214,214,100.0,13047
13,48,246,246,100.0,13048
13,49,208,208,100.0,13049
13,50,187,187,100.0,13050
13,51,152,152,100.0,13051
13,52,251,251,100.0,13052
13,53,276,276,100.0,13053
13,54,194,194,100.0,13054
14,1,188,188,100.0,14001
14,2,196,196,100.0,14002
14,3,272,272,100.0,14003
14,4,187,187,100.0,14004
14,5,286,286,100.0,14005
14,6,206,206,100.0,14006
14,7,204,204,100.0,14007
14,8,157,157,100.0,14008
14,9,264,264,100.0,14009
14,10,234,234,100.0,14010
14,11,204,204,100.0,14011
14,12,176,176,100.0,14012
14,13,258,258,100.0,14013
14,14,174,174,100.0,14014
14,15,257,257,100.0,14015
14,16,242,242,100.0,14016
14,17,244,244,100.0,14017
14,18,206,206,100.0,14018
14,19,291,291,100.0,14019
14,20,210,210,100.0,14020
14,21,243,243,100.0,14021
14,22,206,206,100.0,14022
14,23,174,174,100.0,14023
14,24,169,169,100.0,14024
14,25,238,238,100.0,14025
14,26,157,157,100.0,14026
14,27,151,151,100.0,14027
14,28,220,220,100.0,14028
14,29,248,248,100.0,14029
14,30,175,175,100.0,14030
14,31,220,220,100.0,14031
14,32,180,180,100.0,14032
14,33,180,180,100.0,14033
14,34,212,212,100.0,14034
14,35,122,122,100.0,14035
14,36,253,253,100.0,14036
14,37,233,233,100.0,14037
15,1,147,147,100.0,15001
15,2,189,189,100.0,15002
15,3,207,207,100.0,15003
15,4,206,206,100.0,15004
15,5,222,222,100.0,15005
15,6,241,241,100.0,15006
15,7,204,204,100.0,15007
15,8,299,299,100.0,15008
15,9,239,239,100.0,15009
15,10,165,165,100.0,15010
15,11,252,252,100.0,15011
15,12,148,148,100.0,15012
15,13,165,165,100.0,15013
15,14,248,248,100.0,15014
15,15,233,233,100.0,15015
15,16,167,167,100.0,15016
15,17,242,242,100.0,15017
15,18,162,162,100.0,15018
15,19,185,185,100.0,15019
15,20,177,177,100.0,15020
15,21,204,204,100.0,15021
15,22,256,256,100.0,15022
15,23,180,180,100.0,15023
15,24,240,240,100.0,15024
15,25,248,248,100.0,15025
15,26,173,173,100.0,15026
15,27,177,177,100.0,15027
15,28,224,224,100.0,15028
15,29,127,127,100.0,15029
15,30,268,268,100.0,15030
15,31,179,179,100.0,15031
15,32,274,274,100.0,15032
15,33,178,178,100.0,15033
15,34,182,182,100.0,15034
15,35,182,182,100.0,15035
15,36,200,200,100.0,15036
15,37,182,182,100.0,15037
15,38,221,221,100.0,15038
15,39,233,233,100.0,15039
15,40,219,219,100.0,15040
15,41,296,296,100.0,15041
15,42,147,147,100.0,15042
15,43,196,196,100.0,15043
15,44,234,234,100.0,15044
15,45,119,119,100.0,15045
15,46,138,138,100.0,15046
15,47,209,209,100.0,15047
15,48,208,208,100.0,15048
15,49,182,182,100.0,15049
15,50,201,201,100.0,15050
15,51,140,140,100.0,15051
15,52,125,125,100.0,15052
16,1,147,147,100.0,16001
16,2,169,169,100.0,16002
16,3,192,192,100.0,16003
16,4,219,219,100.0,16004
16,5,226,226,100.0,16005
16,6,85,85,100.0,16006
16,7,206,206,100.0,16007
16,8,202,202,100.0,16008
16,9,257,257,100.0,16009
16,10,189,189,100.0,16010
16,11,273,273,100.0,16011
16,12,193,193,100.0,16012
16,13,184,184,100.0,16013
16,14,194,194,100.0,16014
16,15,212,212,100.0,16015
16,16,217,217,100.0,16016
16,17,282,282,100.0,16017
16,18,214,214,100.0,16018
16,19,184,184,100.0,16019
16,20,206,206,100.0,16020
16,21,209,209,100.0,16021
16,22,177,177,100.0,16022
16,23,240,240,100.0,16023
16,24,136,136,100.0,16024
16,25,174,174,100.0,16025
16,26,195,195,100.0,16026
16,27,213,213,100.0,16027
16,28,220,220,100.0,16028
16,29,139,139,100.0,16029
16,30,165,165,100.0,16030
16,31,239,239,100.0,16031
16,32,192,192,100.0,16032
16,33,216,216,100.0,16033
16,34,202,202,100.0,16034
16,35,235,235,100.0,16035
16,36,230,230,100.0,16036
16,37,228,228,100.0,16037
16,38,234,234,100.0,16038
16,39,150,150,100.0,16039
16,40,248,248,100.0,16040
16,41,102,102,100.0,16041
16,42,130,130,100.0,16042
16,43,193,193,100.0,16043
16,44,262,262,100.0,16044
16,45,142,142,100.0,16045
16,46,53,53,100.0,16046
16,47,144,144,100.0,16047
17,1,169,169,100.0,17001
17,2,233,233,100.0,17002
17,3,201,201,100.0,17003
17,4,327,327,100.0,17004
17,5,204,204,100.0,17005
17,6,207,207,100.0,17006
17,7,318,318,100.0,17007
17,8,197,197,100.0,17008
17,9,155,155,100.0,17009
17,10,217,217,100.0,17010
17,11,236,236,100.0,17011
17,12,286,286,100.0,17012
17,13,155,155,100.0,17013
17,14,236,236,100.0,17014
17,15,234,234,100.0,17015
17,16,214,214,100.0,17016
17,17,210,210,100.0,17017
17,18,249,249,100.0,17018
17,19,110,110,100.0,17019
17,20,250,250,100.0,17020
17,21,271,271,100.0,17021
17,22,249,249,100.0,17022
17,23,152,152,100.0,17023
17,24,291,291,100.0,17024
17,25,164,164,100.0,17025
17,26,292,292,100.0,17026
17,27,267,267,100.0,17027
17,28,218,218,100.0,17028
17,29,253,253,100.0,17029
17,30,270,270,100.0,17030
17,31,247,247,100.0,17031
17,32,255,255,100.0,17032
17,33,191,191,100.0,17033
17,34,194,194,100.0,17034
17,35,151,151,100.0,17035
17,36,149,149,100.0,17036
17,37,228,228,100.0,17037
17,38,255,255,100.0,17038
17,39,178,178,100.0,17039
17,40,169,169,100.0,17040
17,41,179,179,100.0,17041
17,42,191,191,100.0,17042
17,43,186,186,100.0,17043
17,44,185,185,100.0,17044
17,45,159,159,100.0,17045
17,46,244,244,100.0,17046
17,47,148,148,100.0,17047
17,48,262,262,100.0,17048
17,49,183,183,100.0,17049
17,50,237,237,100.0,17050
17,51,302,302,100.0,17051
17,52,297,297,100.0,17052
17,53,233,233,100.0,17053
17,54,224,224,100.0,17054
17,55,217,217,100.0,17055
17,56,245,245,100.0,17056
17,57,256,256,100.0,17057
17,58,195,195,100.0,17058
17,59,136,136,100.0,17059
17,60,260,260,100.0,17060
17,61,199,199,100.0,17061
17,62,171,171,100.0,17062
17,63,209,209,100.0,17063
17,64,170,170,100.0,17064
18,1,199,199,100.0,18001
18,2,296,296,100.0,18002
18,3,243,243,100.0,18003
18,4,276,276,100.0,18004
18,5,273,273,100.0,18005
18,6,254,254,100.0,18006
18,7,290,290,100.0,18007
18,8,140,140,100.0,18008
18,9,280,280,100.0,18009
18,10,402,402,100.0,18010
18,11,278,278,100.0,18011
18,12,349,349,100.0,18012
